#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR55770--MA0599.1.KLF5	chr9	73071163	73071172	-	0.000	0.000	Merged-chr9-73071283-26
NR23159--MA0740.1.KLF14	chr17	34972196	34972209	+	0.000	0.000	Merged-chr17-34972191-70
NR26568--MA0741.1.KLF16	chr19	4155033	4155043	+	0.000	0.000	Merged-chr19-4154888-60
NR2456--MA0493.1.Klf1	chr1	153583483	153583493	-	0.000	0.000	Merged-chr1-153583385-34
NR12800--MA0599.1.KLF5	chr12	108179392	108179401	+	0.000	0.000	Merged-chr12-108179271-107
NR28899--MA0493.1.Klf1	chr2	31131250	31131260	+	0.000	0.000	Merged-chr2-31131193-36
NR22542--MA0741.1.KLF16	chr17	24141601	24141611	+	0.000	0.000	Merged-chr17-24141488-83
NR351--MA0741.1.KLF16	chr1	37884552	37884562	+	0.000	0.000	Merged-chr1-37884608-6
NR58328--MA0599.1.KLF5	chrX	136708240	136708249	-	0.000	0.000	Merged-chrX-136708336-25
NR10607--MA0599.1.KLF5	chr11	116618810	116618819	-	0.000	0.000	Merged-chr11-116618798-12
NR30864--MA0741.1.KLF16	chr2	122356299	122356309	-	0.000	0.000	Merged-chr2-122356412-11
NR32398--MA0039.3.KLF4	chr2	167959748	167959758	+	0.000	0.000	Merged-chr2-167959658-81
NR19977--MA0599.1.KLF5	chr15	99416327	99416336	+	0.000	0.000	Merged-chr15-99416581-16
NR11267--MA0599.1.KLF5	chr12	25096262	25096271	-	0.000	0.000	Merged-chr12-25096104-64
NR13441--MA1107.1.KLF9	chr13	14064967	14064979	-	0.000	0.000	Merged-chr13-14064853-34
NR28310--MA0741.1.KLF16	chr2	10825983	10825993	+	0.000	0.000	Merged-chr2-10825844-43
NR21157--MA0039.3.KLF4	chr16	55858712	55858722	+	0.000	0.000	Merged-chr16-55858701-29
NR9355--MA0741.1.KLF16	chr11	88718314	88718324	+	0.000	0.000	Merged-chr11-88718407-109
NR45713--MA0599.1.KLF5	chr6	99429074	99429083	+	0.000	0.000	Merged-chr6-99429138-37
NR51921--MA0742.1.Klf12	chr8	34652091	34652105	+	0.000	0.000	Merged-chr8-34651925-47
NR8105--MA0599.1.KLF5	chr11	54787664	54787673	+	0.000	0.000	Merged-chr11-54787453-103
NR48423--MA0599.1.KLF5	chr7	30373583	30373592	+	0.000	0.000	Merged-chr7-30373731-40
NR7686--MA0493.1.Klf1	chr11	23665944	23665954	+	0.000	0.000	Merged-chr11-23666059-101
NR18906--MA0742.1.Klf12	chr15	76204310	76204324	+	0.000	0.000	Merged-chr15-76204240-36
NR55125--MA0740.1.KLF14	chr9	50924516	50924529	-	0.000	0.000	Merged-chr9-50924601-13
NR15907--MA0039.3.KLF4	chr14	27429468	27429478	+	0.000	0.000	Merged-chr14-27429180-117
NR15980--MA0599.1.KLF5	chr14	32492708	32492717	+	0.000	0.000	Merged-chr14-32492758-31
NR52271--MA1107.1.KLF9	chr8	57592743	57592755	-	0.000	0.000	Merged-chr8-57592904-21
NR35686--MA1107.1.KLF9	chr3	152478119	152478131	+	0.000	0.000	Merged-chr3-152477985-13
NR15837--MA0599.1.KLF5	chr14	25522574	25522583	+	0.000	0.000	Merged-chr14-25522595-18
NR32761--MA1107.1.KLF9	chr2	179130650	179130662	-	0.000	0.000	Merged-chr2-179130481-5
NR12858--MA0741.1.KLF16	chr12	108903183	108903193	-	0.000	0.000	Merged-chr12-108903153-23
NR14410--MA1107.1.KLF9	chr13	65127820	65127832	+	0.000	0.000	Merged-chr13-65127861-27
NR44856--MA0599.1.KLF5	chr6	54849700	54849709	-	0.000	0.000	Merged-chr6-54849565-61
NR52128--MA1107.1.KLF9	chr8	46723065	46723077	-	0.000	0.000	Merged-chr8-46722876-13
NR33973--MA0599.1.KLF5	chr3	93556019	93556028	+	0.000	0.000	Merged-chr3-93556036-11
NR51289--MA0740.1.KLF14	chr7	143636936	143636949	+	0.000	0.000	Merged-chr7-143636805-37
NR9628--MA1107.1.KLF9	chr11	97428308	97428320	+	0.000	0.000	Merged-chr11-97428252-25
NR22812--MA0493.1.Klf1	chr17	27826187	27826197	-	0.000	0.000	Merged-chr17-27826379-77
NR18538--MA0599.1.KLF5	chr15	59739392	59739401	+	0.000	0.000	Merged-chr15-59739461-33
NR27841--MA0599.1.KLF5	chr19	53277084	53277093	+	0.000	0.000	Merged-chr19-53277179-10
NR35113--MA1107.1.KLF9	chr3	133583902	133583914	-	0.000	0.000	Merged-chr3-133583850-2
NR16139--MA0599.1.KLF5	chr14	46832053	46832062	+	0.000	0.000	Merged-chr14-46832058-73
NR54747--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR24060--MA0741.1.KLF16	chr17	65951222	65951232	+	0.000	0.000	Merged-chr17-65951140-56
NR38029--MA1107.1.KLF9	chr4	122872982	122872994	+	0.000	0.000	Merged-chr4-122873226-42
NR29068--MA0741.1.KLF16	chr2	33370731	33370741	+	0.000	0.000	Merged-chr2-33370602-3
NR2114--MA0741.1.KLF16	chr1	136131376	136131386	+	0.000	0.000	Merged-chr1-136131353-55
NR47868--MA0741.1.KLF16	chr7	19790020	19790030	+	0.000	0.000	Merged-chr7-19790098-49
NR15495--MA0039.3.KLF4	chr13	117195926	117195936	+	0.000	0.000	Merged-chr13-117196008-56
NR17340--MA0493.1.Klf1	chr14	101460974	101460984	-	0.000	0.000	Merged-chr14-101461025-37
NR39026--MA0599.1.KLF5	chr4	139597598	139597607	+	0.000	0.000	Merged-chr4-139597659-48
NR12231--MA0493.1.Klf1	chr12	86892603	86892613	-	0.000	0.000	Merged-chr12-86892373-60
NR42429--MA1107.1.KLF9	chr5	122209862	122209874	-	0.000	0.000	Merged-chr5-122209892-38
NR39365--MA1107.1.KLF9	chr4	148060458	148060470	+	0.000	0.000	Merged-chr4-148060529-23
NR19855--MA1107.1.KLF9	chr15	97836745	97836757	-	0.000	0.000	Merged-chr15-97837039-84
NR40060--MA0742.1.Klf12	chr5	23675680	23675694	-	0.000	0.000	Merged-chr5-23675526-85
NR16930--MA1107.1.KLF9	chr14	73349360	73349372	-	0.000	0.000	Merged-chr14-73349439-20
NR3393--MA0740.1.KLF14	chr1	180813675	180813688	+	0.000	0.000	Merged-chr1-180813654-113
NR9553--MA0599.1.KLF5	chr11	96912747	96912756	-	0.000	0.000	Merged-chr11-96912869-14
NR1397--MA1107.1.KLF9	chr1	91145199	91145211	+	0.000	0.000	Merged-chr1-91145038-11
NR23157--MA0741.1.KLF16	chr17	34959279	34959289	+	0.000	0.000	Merged-chr17-34959269-73
NR10559--MA0741.1.KLF16	chr11	115839163	115839173	+	0.000	0.000	Merged-chr11-115839007-18
NR33230--MA0742.1.Klf12	chr3	37761155	37761169	-	0.000	0.000	Merged-chr3-37761034-43
NR7901--MA0493.1.Klf1	chr11	49244244	49244254	-	0.000	0.000	Merged-chr11-49244035-93
NR47678--MA0599.1.KLF5	chr7	16310208	16310217	-	0.000	0.000	Merged-chr7-16310124-145
NR51061--MA0493.1.Klf1	chr7	139991038	139991048	-	0.000	0.000	Merged-chr7-139991181-9
NR27071--MA0599.1.KLF5	chr19	21623522	21623531	-	0.000	0.000	Merged-chr19-21623609-22
NR358--MA0493.1.Klf1	chr1	37884695	37884705	+	0.000	0.000	Merged-chr1-37884608-6
NR7579--MA0741.1.KLF16	chr11	14142561	14142571	-	0.000	0.000	Merged-chr11-14142731-31
NR28898--MA0039.3.KLF4	chr2	31131252	31131262	+	0.000	0.000	Merged-chr2-31131193-36
NR14376--MA0741.1.KLF16	chr13	64161707	64161717	+	0.000	0.000	Merged-chr13-64161873-63
NR5771--MA0599.1.KLF5	chr10	81524157	81524166	+	0.000	0.000	Merged-chr10-81524170-54
NR11710--MA0657.1.KLF13	chr12	69228210	69228227	+	0.000	0.000	Merged-chr12-69228126-55
NR52909--MA0740.1.KLF14	chr8	83955247	83955260	+	0.000	0.000	Merged-chr8-83955457-59
NR8481--MA0599.1.KLF5	chr11	64186980	64186989	-	0.000	0.000	Merged-chr11-64187104-15
NR5596--MA0740.1.KLF14	chr10	80656500	80656513	-	0.000	0.000	Merged-chr10-80656566-55
NR23584--MA0493.1.Klf1	chr17	46890467	46890477	+	0.000	0.000	Merged-chr17-46890539-102
NR20081--MA0741.1.KLF16	chr15	100747356	100747366	+	0.000	0.000	Merged-chr15-100747446-44
NR42329--MA0742.1.Klf12	chr5	120613099	120613113	+	0.000	0.000	Merged-chr5-120612953-112
NR18210--MA1107.1.KLF9	chr15	36688648	36688660	+	0.000	0.000	Merged-chr15-36688481-45
NR5413--MA0599.1.KLF5	chr10	79854413	79854422	+	0.000	0.000	Merged-chr10-79854651-102
NR12558--MA0493.1.Klf1	chr12	102628406	102628416	+	0.000	0.000	Merged-chr12-102628169-116
NR19085--MA1107.1.KLF9	chr15	78835207	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR10145--MA0741.1.KLF16	chr11	106674700	106674710	-	0.000	0.000	Merged-chr11-106674818-63
NR12343--MA0493.1.Klf1	chr12	94083598	94083608	+	0.000	0.000	Merged-chr12-94083592-14
NR1044--MA0493.1.Klf1	chr1	75168622	75168632	+	0.000	0.000	Merged-chr1-75168775-61
NR46391--MA0599.1.KLF5	chr6	124805806	124805815	-	0.000	0.000	Merged-chr6-124805887-69
NR57950--MA0599.1.KLF5	chrX	73008125	73008134	-	0.000	0.000	Merged-chrX-73008066-74
NR54000--MA0599.1.KLF5	chr8	122433016	122433025	-	0.000	0.000	Merged-chr8-122432955-76
NR49862--MA0741.1.KLF16	chr7	101321065	101321075	-	0.000	0.000	Merged-chr7-101321217-65
NR20221--MA0599.1.KLF5	chr15	103240060	103240069	-	0.000	0.000	Merged-chr15-103240181-165
NR41609--MA0741.1.KLF16	chr5	105609752	105609762	+	0.000	0.000	Merged-chr5-105609798-27
NR26818--MA0493.1.Klf1	chr19	8252263	8252273	-	0.000	0.000	Merged-chr19-8252316-31
NR9116--MA0741.1.KLF16	chr11	80428594	80428604	-	0.000	0.000	Merged-chr11-80428757-61
NR39384--MA0741.1.KLF16	chr4	148591492	148591502	+	0.000	0.000	Merged-chr4-148591552-64
NR46113--MA0493.1.Klf1	chr6	115734956	115734966	-	0.000	0.000	Merged-chr6-115735083-5
NR10948--MA0742.1.Klf12	chr11	121388259	121388273	+	0.000	0.000	Merged-chr11-121388378-24
NR16585--MA0039.3.KLF4	chr14	60727339	60727349	-	0.000	0.000	Merged-chr14-60727314-32
NR50576--MA0741.1.KLF16	chr7	127296299	127296309	+	0.000	0.000	Merged-chr7-127296371-62
NR28021--MA1107.1.KLF9	chr19	57124063	57124075	-	0.000	0.000	Merged-chr19-57123944-45
NR26523--MA0599.1.KLF5	chr19	3325557	3325566	-	0.000	0.000	Merged-chr19-3325405-49
NR4341--MA0599.1.KLF5	chr10	26375417	26375426	-	0.000	0.000	Merged-chr10-26375400-153
NR55542--MA0599.1.KLF5	chr9	65587088	65587097	+	0.000	0.000	Merged-chr9-65587090-27
NR9919--MA0742.1.Klf12	chr11	102295409	102295423	-	0.000	0.000	Merged-chr11-102295518-39
NR34259--MA0742.1.Klf12	chr3	101588934	101588948	+	0.000	0.000	Merged-chr3-101588946-10
NR46014--MA1107.1.KLF9	chr6	113442660	113442672	-	0.000	0.000	Merged-chr6-113442615-46
NR56815--MA0493.1.Klf1	chr9	108507953	108507963	+	0.000	0.000	Merged-chr9-108507928-53
NR42466--MA0599.1.KLF5	chr5	122644205	122644214	-	0.000	0.000	Merged-chr5-122644331-31
NR20004--MA0741.1.KLF16	chr15	99702531	99702541	-	0.000	0.000	Merged-chr15-99702299-64
NR10002--MA0741.1.KLF16	chr11	103267210	103267220	+	0.000	0.000	Merged-chr11-103267033-2
NR6040--MA0741.1.KLF16	chr10	89747863	89747873	+	0.000	0.000	Merged-chr10-89747839-80
NR44640--MA1107.1.KLF9	chr6	48554900	48554912	+	0.000	0.000	Merged-chr6-48554837-61
NR22811--MA0039.3.KLF4	chr17	27826185	27826195	-	0.000	0.000	Merged-chr17-27826379-77
NR10668--MA0741.1.KLF16	chr11	117326034	117326044	-	0.000	0.000	Merged-chr11-117325818-58
NR5417--MA0742.1.Klf12	chr10	79854553	79854567	+	0.000	0.000	Merged-chr10-79854651-102
NR6311--MA0741.1.KLF16	chr10	98718004	98718014	+	0.000	0.000	Merged-chr10-98717839-11
NR44507--MA0599.1.KLF5	chr6	47454243	47454252	-	0.000	0.000	Merged-chr6-47454445-101
NR18537--MA1107.1.KLF9	chr15	59707937	59707949	+	0.000	0.000	Merged-chr15-59707926-13
NR48768--MA0599.1.KLF5	chr7	45136134	45136143	+	0.000	0.000	Merged-chr7-45136227-69
NR51617--MA0599.1.KLF5	chr8	14996108	14996117	-	0.000	0.000	Merged-chr8-14996187-57
NR30796--MA0039.3.KLF4	chr2	120731389	120731399	-	0.000	0.000	Merged-chr2-120731307-98
NR46224--MA0039.3.KLF4	chr6	119388795	119388805	+	0.000	0.000	Merged-chr6-119388745-63
NR40397--MA1107.1.KLF9	chr5	35819665	35819677	+	0.000	0.000	Merged-chr5-35819826-21
NR20548--MA0599.1.KLF5	chr16	17891738	17891747	-	0.000	0.000	Merged-chr16-17891592-85
NR7385--MA0740.1.KLF14	chr11	4218050	4218063	-	0.000	0.000	Merged-chr11-4218223-50
NR8020--MA0599.1.KLF5	chr11	51931945	51931954	-	0.000	0.000	Merged-chr11-51931974-36
NR19271--MA0741.1.KLF16	chr15	80978052	80978062	+	0.000	0.000	Merged-chr15-80977860-41
NR55885--MA0741.1.KLF16	chr9	78489204	78489214	+	0.000	0.000	Merged-chr9-78489122-54
NR44860--MA0493.1.Klf1	chr6	54849700	54849710	-	0.000	0.000	Merged-chr6-54849565-61
NR9571--MA0599.1.KLF5	chr11	97096194	97096203	-	0.000	0.000	Merged-chr11-97096321-4
NR47802--MA0740.1.KLF14	chr7	19131637	19131650	-	0.000	0.000	Merged-chr7-19131543-49
NR15085--MA0599.1.KLF5	chr13	102906133	102906142	-	0.000	0.000	Merged-chr13-102906338-96
NR22928--MA1107.1.KLF9	chr17	29152729	29152741	-	0.000	0.000	Merged-chr17-29152803-18
NR53693--MA0493.1.Klf1	chr8	115300256	115300266	+	0.000	0.000	Merged-chr8-115300406-12
NR58276--MA0741.1.KLF16	chrX	134541683	134541693	+	0.000	0.000	Merged-chrX-134541555-76
NR28009--MA0599.1.KLF5	chr19	57116884	57116893	+	0.000	0.000	Merged-chr19-57117009-44
NR16968--MA0742.1.Klf12	chr14	75064626	75064640	+	0.000	0.000	Merged-chr14-75064758-13
NR43061--MA0741.1.KLF16	chr5	135689095	135689105	-	0.000	0.000	Merged-chr5-135689128-71
NR25198--MA0741.1.KLF16	chr18	34887442	34887452	+	0.000	0.000	Merged-chr18-34887458-62
NR887--MA0741.1.KLF16	chr1	69499065	69499075	-	0.000	0.000	Merged-chr1-69499196-51
NR23925--MA0599.1.KLF5	chr17	57080129	57080138	-	0.000	0.000	Merged-chr17-57080070-15
NR48242--MA0740.1.KLF14	chr7	28379293	28379306	-	0.000	0.000	Merged-chr7-28379291-46
NR12017--MA0599.1.KLF5	chr12	80115775	80115784	-	0.000	0.000	Merged-chr12-80115734-50
NR5398--MA0742.1.Klf12	chr10	79767186	79767200	-	0.000	0.000	Merged-chr10-79767054-76
NR15311--MA0741.1.KLF16	chr13	111287006	111287016	-	0.000	0.000	Merged-chr13-111286910-46
NR9419--MA0599.1.KLF5	chr11	94211178	94211187	+	0.000	0.000	Merged-chr11-94211019-172
NR28575--MA0741.1.KLF16	chr2	24385279	24385289	-	0.000	0.000	Merged-chr2-24385282-51
NR10643--MA0599.1.KLF5	chr11	117266156	117266165	-	0.000	0.000	Merged-chr11-117266091-54
NR47481--MA0599.1.KLF5	chr7	4651723	4651732	-	0.000	0.000	Merged-chr7-4651775-26
NR11373--MA0039.3.KLF4	chr12	33036353	33036363	+	0.000	0.000	Merged-chr12-33036196-25
NR36084--MA0740.1.KLF14	chr4	16013927	16013940	+	0.000	0.000	Merged-chr4-16013871-62
NR28846--MA0741.1.KLF16	chr2	30178516	30178526	-	0.000	0.000	Merged-chr2-30178500-45
NR33759--MA0740.1.KLF14	chr3	86920413	86920426	+	0.000	0.000	Merged-chr3-86920469-86
NR30698--MA1107.1.KLF9	chr2	118658632	118658644	-	0.000	0.000	Merged-chr2-118658566-8
NR5726--MA0493.1.Klf1	chr10	81401934	81401944	-	0.000	0.000	Merged-chr10-81401925-26
NR14965--MA0039.3.KLF4	chr13	98810355	98810365	-	0.000	0.000	Merged-chr13-98810443-29
NR18443--MA1107.1.KLF9	chr15	55854825	55854837	+	0.000	0.000	Merged-chr15-55854766-48
NR37062--MA0657.1.KLF13	chr4	82513335	82513352	-	0.000	0.000	Merged-chr4-82513258-36
NR33511--MA1107.1.KLF9	chr3	65929631	65929643	+	0.000	0.000	Merged-chr3-65929899-83
NR27098--MA0740.1.KLF14	chr19	22915937	22915950	-	0.000	0.000	Merged-chr19-22916033-24
NR20793--MA1107.1.KLF9	chr16	32868336	32868348	+	0.000	0.000	Merged-chr16-32868243-54
NR12557--MA0039.3.KLF4	chr12	102628408	102628418	+	0.000	0.000	Merged-chr12-102628169-116
