#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR560--MA0731.1.BCL6B	chr14	103033507	103033523	+	0.000	0.000	Merged-chr14-103033598-47
NR626--MA0731.1.BCL6B	chr15	100443703	100443719	-	0.000	0.000	Merged-chr15-100443625-43
NR573--MA0731.1.BCL6B	chr15	5144593	5144609	+	0.000	0.000	Merged-chr15-5144505-4
NR430--MA0731.1.BCL6B	chr12	119157077	119157093	-	0.000	0.000	Merged-chr12-119157162-44
NR225--MA0731.1.BCL6B	chr10	97712894	97712910	+	0.000	0.000	Merged-chr10-97712811-31
NR1362--MA0463.1.Bcl6	chr6	47813386	47813399	-	0.000	0.000	Merged-chr6-47813457-59
NR1689--MA0463.1.Bcl6	chr9	80332335	80332348	+	0.000	0.000	Merged-chr9-80332405-28
NR238--MA0731.1.BCL6B	chr10	115184854	115184870	-	0.000	0.000	Merged-chr10-115184922-20
NR695--MA0731.1.BCL6B	chr17	15431227	15431243	+	0.000	0.000	Merged-chr17-15431042-28
NR599--MA0731.1.BCL6B	chr15	75862279	75862295	-	0.000	0.000	Merged-chr15-75862360-44
NR727--MA0731.1.BCL6B	chr17	52461996	52462012	+	0.000	0.000	Merged-chr17-52461953-32
NR1376--MA0463.1.Bcl6	chr6	65615679	65615692	-	0.000	0.000	Merged-chr6-65615520-1
NR1161--MA0463.1.Bcl6	chr4	95053371	95053384	-	0.000	0.000	Merged-chr4-95053399-2
NR229--MA0463.1.Bcl6	chr10	105841471	105841484	-	0.000	0.000	Merged-chr10-105841335-60
NR905--MA0463.1.Bcl6	chr2	72114344	72114357	-	0.000	0.000	Merged-chr2-72114293-55
NR1359--MA0731.1.BCL6B	chr6	41202568	41202584	+	0.000	0.000	Merged-chr6-41202610-2
NR1282--MA0463.1.Bcl6	chr5	92398482	92398495	+	0.000	0.000	Merged-chr5-92398390-31
NR247--MA0463.1.Bcl6	chr10	120646235	120646248	+	0.000	0.000	Merged-chr10-120646351-10
NR164--MA0731.1.BCL6B	chr10	19962900	19962916	+	0.000	0.000	Merged-chr10-19962974-43
NR544--MA0731.1.BCL6B	chr14	67877868	67877884	+	0.000	0.000	Merged-chr14-67877957-30
NR265--MA0463.1.Bcl6	chr11	21549839	21549852	+	0.000	0.000	Merged-chr11-21549629-38
NR557--MA0731.1.BCL6B	chr14	76188255	76188271	+	0.000	0.000	Merged-chr14-76188312-28
NR828--MA0731.1.BCL6B	chr19	31199616	31199632	-	0.000	0.000	Merged-chr19-31199719-19
NR610--MA0463.1.Bcl6	chr15	88752086	88752099	-	0.000	0.000	Merged-chr15-88752223-5
NR937--MA0463.1.Bcl6	chr2	116942586	116942599	+	0.000	0.000	Merged-chr2-116942591-14
NR167--MA0463.1.Bcl6	chr10	21077157	21077170	+	0.000	0.000	Merged-chr10-21077347-58
NR955--MA0463.1.Bcl6	chr2	129873720	129873733	+	0.000	0.000	Merged-chr2-129873690-22
NR1198--MA0463.1.Bcl6	chr4	128884559	128884572	-	0.000	0.000	Merged-chr4-128884596-1
NR839--MA0463.1.Bcl6	chr19	38746093	38746106	-	0.000	0.000	Merged-chr19-38746267-36
NR1758--MA0463.1.Bcl6	chrX	151521073	151521086	-	0.000	0.000	Merged-chrX-151521261-1
NR1501--MA0731.1.BCL6B	chr7	92180950	92180966	-	0.000	0.000	Merged-chr7-92180899-29
NR660--MA0463.1.Bcl6	chr16	52292678	52292691	+	0.000	0.000	Merged-chr16-52292729-42
NR70--MA0463.1.Bcl6	chr1	138175123	138175136	+	0.000	0.000	Merged-chr1-138175302-90
NR790--MA0463.1.Bcl6	chr18	70530647	70530660	-	0.000	0.000	Merged-chr18-70530766-126
NR204--MA0463.1.Bcl6	chr10	82666634	82666647	+	0.000	0.000	Merged-chr10-82666640-30
NR1696--MA0463.1.Bcl6	chr9	96515933	96515946	-	0.000	0.000	Merged-chr9-96515884-18
NR1329--MA0463.1.Bcl6	chr5	143547815	143547828	-	0.000	0.000	Merged-chr5-143547616-29
NR1440--MA0731.1.BCL6B	chr6	137315891	137315907	+	0.000	0.000	Merged-chr6-137315766-1
NR1235--MA0463.1.Bcl6	chr5	3497909	3497922	-	0.000	0.000	Merged-chr5-3497810-31
NR1141--MA0463.1.Bcl6	chr4	63862771	63862784	+	0.000	0.000	Merged-chr4-63862999-40
NR352--MA0463.1.Bcl6	chr12	28834409	28834422	-	0.000	0.000	Merged-chr12-28834463-43
NR1365--MA0463.1.Bcl6	chr6	54127518	54127531	+	0.000	0.000	Merged-chr6-54127507-32
NR1007--MA0463.1.Bcl6	chr2	179975347	179975360	+	0.000	0.000	Merged-chr2-179975451-14
NR1310--MA0731.1.BCL6B	chr5	121185064	121185080	+	0.000	0.000	Merged-chr5-121185063-20
NR1271--MA0463.1.Bcl6	chr5	73199884	73199897	+	0.000	0.000	Merged-chr5-73199876-43
NR142--MA0463.1.Bcl6	chr1	189799170	189799183	+	0.000	0.000	Merged-chr1-189799097-29
NR375--MA0463.1.Bcl6	chr12	77291349	77291362	+	0.000	0.000	Merged-chr12-77291183-18
NR1541--MA0731.1.BCL6B	chr7	133637820	133637836	-	0.000	0.000	Merged-chr7-133637648-127
NR487--MA0463.1.Bcl6	chr13	99781060	99781073	-	0.000	0.000	Merged-chr13-99781144-21
NR384--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR814--MA0463.1.Bcl6	chr19	5924714	5924727	-	0.000	0.000	Merged-chr19-5924651-59
NR1283--MA0731.1.BCL6B	chr5	92467769	92467785	-	0.000	0.000	Merged-chr5-92467651-16
NR926--MA0463.1.Bcl6	chr2	93199062	93199075	+	0.000	0.000	Merged-chr2-93199242-68
NR1178--MA0463.1.Bcl6	chr4	111415023	111415036	-	0.000	0.000	Merged-chr4-111415155-52
NR1075--MA0463.1.Bcl6	chr3	115888037	115888050	+	0.000	0.000	Merged-chr3-115888038-82
NR295--MA0463.1.Bcl6	chr11	77606955	77606968	+	0.000	0.000	Merged-chr11-77606995-6
NR962--MA0463.1.Bcl6	chr2	132577759	132577772	-	0.000	0.000	Merged-chr2-132577568-2
NR604--MA0463.1.Bcl6	chr15	83564507	83564520	-	0.000	0.000	Merged-chr15-83564488-10
NR1093--MA0463.1.Bcl6	chr3	133437174	133437187	-	0.000	0.000	Merged-chr3-133436994-54
NR1371--MA0731.1.BCL6B	chr6	59363347	59363363	-	0.000	0.000	Merged-chr6-59363496-31
NR1532--MA0463.1.Bcl6	chr7	130800943	130800956	+	0.000	0.000	Merged-chr7-130801003-64
NR506--MA0463.1.Bcl6	chr14	7791703	7791716	+	0.000	0.000	Merged-chr14-7791631-72
NR1304--MA0463.1.Bcl6	chr5	115632747	115632760	-	0.000	0.000	Merged-chr5-115632659-2
NR34--MA0731.1.BCL6B	chr1	88450668	88450684	+	0.000	0.000	Merged-chr1-88450830-24
NR840--MA0731.1.BCL6B	chr19	40300154	40300170	+	0.000	0.000	Merged-chr19-40300210-18
NR421--MA0463.1.Bcl6	chr12	114512938	114512951	+	0.000	0.000	Merged-chr12-114513005-1
NR1322--MA0463.1.Bcl6	chr5	134704330	134704343	+	0.000	0.000	Merged-chr5-134704311-24
NR1555--MA0463.1.Bcl6	chr7	143822837	143822850	+	0.000	0.000	Merged-chr7-143822961-65
NR1340--MA0463.1.Bcl6	chr5	149427430	149427443	+	0.000	0.000	Merged-chr5-149427432-30
NR766--MA0463.1.Bcl6	chr18	35873953	35873966	+	0.000	0.000	Merged-chr18-35874168-47
NR1485--MA0731.1.BCL6B	chr7	68286116	68286132	-	0.000	0.000	Merged-chr7-68286059-41
NR832--MA0731.1.BCL6B	chr19	34193311	34193327	+	0.000	0.000	Merged-chr19-34193421-11
NR556--MA0463.1.Bcl6	chr14	72822426	72822439	+	0.000	0.000	Merged-chr14-72822179-91
NR1212--MA0731.1.BCL6B	chr4	138407834	138407850	+	0.000	0.000	Merged-chr4-138408066-23
NR1464--MA0731.1.BCL6B	chr7	16012876	16012892	+	0.000	0.000	Merged-chr7-16013066-32
NR574--MA0463.1.Bcl6	chr15	10486030	10486043	-	0.000	0.000	Merged-chr15-10486107-67
NR82--MA0731.1.BCL6B	chr1	153559668	153559684	-	0.000	0.000	Merged-chr1-153559503-28
NR686--MA0463.1.Bcl6	chr16	95929983	95929996	+	0.000	0.000	Merged-chr16-95929936-27
NR592--MA0463.1.Bcl6	chr15	62265490	62265503	+	0.000	0.000	Merged-chr15-62265620-25
NR131--MA0463.1.Bcl6	chr1	184277294	184277307	+	0.000	0.000	Merged-chr1-184277240-19
NR1238--MA0731.1.BCL6B	chr5	9107212	9107228	+	0.000	0.000	Merged-chr5-9107352-33
NR391--MA0731.1.BCL6B	chr12	98445743	98445759	-	0.000	0.000	Merged-chr12-98445818-15
NR1552--MA0731.1.BCL6B	chr7	142040895	142040911	-	0.000	0.000	Merged-chr7-142041068-7
NR1313--MA0731.1.BCL6B	chr5	122264605	122264621	+	0.000	0.000	Merged-chr5-122264410-49
NR1108--MA0731.1.BCL6B	chr3	142744060	142744076	-	0.000	0.000	Merged-chr3-142744255-26
NR1674--MA0731.1.BCL6B	chr9	67813929	67813945	-	0.000	0.000	Merged-chr9-67813867-45
NR641--MA0731.1.BCL6B	chr16	20804580	20804596	-	0.000	0.000	Merged-chr16-20804779-46
NR1064--MA0463.1.Bcl6	chr3	106785369	106785382	-	0.000	0.000	Merged-chr3-106785320-62
NR284--MA0463.1.Bcl6	chr11	62185090	62185103	+	0.000	0.000	Merged-chr11-62185170-13
NR1606--MA0463.1.Bcl6	chr8	92355967	92355980	+	0.000	0.000	Merged-chr8-92356096-76
NR938--MA0731.1.BCL6B	chr2	116942583	116942599	+	0.000	0.000	Merged-chr2-116942591-14
NR835--MA0463.1.Bcl6	chr19	34548172	34548185	+	0.000	0.000	Merged-chr19-34548178-11
NR1414--MA0731.1.BCL6B	chr6	115677874	115677890	-	0.000	0.000	Merged-chr6-115677836-38
NR633--MA0731.1.BCL6B	chr16	11078720	11078736	-	0.000	0.000	Merged-chr16-11078619-14
NR1754--MA0463.1.Bcl6	chrX	113297987	113298000	-	0.000	0.000	Merged-chrX-113298172-75
NR471--MA0731.1.BCL6B	chr13	65176267	65176283	+	0.000	0.000	Merged-chr13-65176353-33
NR1090--MA0731.1.BCL6B	chr3	132858979	132858995	+	0.000	0.000	Merged-chr3-132859011-26
NR625--MA0463.1.Bcl6	chr15	100424731	100424744	-	0.000	0.000	Merged-chr15-100424546-20
NR484--MA0731.1.BCL6B	chr13	97208356	97208372	-	0.000	0.000	Merged-chr13-97208359-52
NR1374--MA0731.1.BCL6B	chr6	65578768	65578784	-	0.000	0.000	Merged-chr6-65578768-17
NR53--MA0463.1.Bcl6	chr1	128615523	128615536	-	0.000	0.000	Merged-chr1-128615599-2
NR1278--MA0731.1.BCL6B	chr5	77170705	77170721	-	0.000	0.000	Merged-chr5-77170742-14
NR1658--MA0731.1.BCL6B	chr9	50905492	50905508	+	0.000	0.000	Merged-chr9-50905501-48
NR321--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR545--MA0463.1.Bcl6	chr14	68044927	68044940	+	0.000	0.000	Merged-chr14-68044800-35
NR952--MA0731.1.BCL6B	chr2	128325595	128325611	-	0.000	0.000	Merged-chr2-128325647-45
NR1095--MA0731.1.BCL6B	chr3	133437191	133437207	-	0.000	0.000	Merged-chr3-133436994-54
NR1366--MA0731.1.BCL6B	chr6	54127515	54127531	-	0.000	0.000	Merged-chr6-54127507-32
NR1018--MA0731.1.BCL6B	chr3	31145929	31145945	-	0.000	0.000	Merged-chr3-31145985-42
NR1106--MA0463.1.Bcl6	chr3	142744063	142744076	+	0.000	0.000	Merged-chr3-142744255-26
NR111--MA0463.1.Bcl6	chr1	171983255	171983268	+	0.000	0.000	Merged-chr1-171983561-45
NR1370--MA0463.1.Bcl6	chr6	59363350	59363363	+	0.000	0.000	Merged-chr6-59363496-31
NR508--MA0731.1.BCL6B	chr14	7989485	7989501	+	0.000	0.000	Merged-chr14-7989613-33
NR429--MA0463.1.Bcl6	chr12	118376797	118376810	+	0.000	0.000	Merged-chr12-118376782-123
NR1348--MA0463.1.Bcl6	chr5	151263549	151263562	-	0.000	0.000	Merged-chr5-151263593-10
NR1249--MA0731.1.BCL6B	chr5	16470144	16470160	+	0.000	0.000	Merged-chr5-16470042-54
NR1087--MA0731.1.BCL6B	chr3	130810033	130810049	-	0.000	0.000	Merged-chr3-130810133-82
NR1272--MA0463.1.Bcl6	chr5	73199882	73199895	-	0.000	0.000	Merged-chr5-73199876-43
NR1478--MA0463.1.Bcl6	chr7	38090387	38090400	-	0.000	0.000	Merged-chr7-38090413-30
NR1196--MA0731.1.BCL6B	chr4	126058201	126058217	+	0.000	0.000	Merged-chr4-126058461-53
NR237--MA0463.1.Bcl6	chr10	115184857	115184870	+	0.000	0.000	Merged-chr10-115184922-20
NR1138--MA0463.1.Bcl6	chr4	59682660	59682673	+	0.000	0.000	Merged-chr4-59682801-45
NR143--MA0463.1.Bcl6	chr1	189927907	189927920	+	0.000	0.000	Merged-chr1-189927861-32
NR1044--MA0463.1.Bcl6	chr3	89340645	89340658	+	0.000	0.000	Merged-chr3-89340758-16
NR795--MA0731.1.BCL6B	chr18	74789488	74789504	+	0.000	0.000	Merged-chr18-74789604-25
NR381--MA0731.1.BCL6B	chr12	84933988	84934004	+	0.000	0.000	Merged-chr12-84934066-14
NR447--MA0731.1.BCL6B	chr13	33001651	33001667	-	0.000	0.000	Merged-chr13-33001523-50
NR1080--MA0463.1.Bcl6	chr3	126596843	126596856	+	0.000	0.000	Merged-chr3-126597082-207
NR251--MA0731.1.BCL6B	chr10	121507005	121507021	-	0.000	0.000	Merged-chr10-121506841-15
NR1058--MA0463.1.Bcl6	chr3	103405529	103405542	-	0.000	0.000	Merged-chr3-103405452-17
NR1743--MA0463.1.Bcl6	chrX	59999515	59999528	-	0.000	0.000	Merged-chrX-59999627-14
NR168--MA0731.1.BCL6B	chr10	21099882	21099898	-	0.000	0.000	Merged-chr10-21099717-30
NR482--MA0731.1.BCL6B	chr13	91370980	91370996	+	0.000	0.000	Merged-chr13-91370901-101
NR33--MA0463.1.Bcl6	chr1	88450668	88450681	-	0.000	0.000	Merged-chr1-88450830-24
NR520--MA0463.1.Bcl6	chr14	27392161	27392174	+	0.000	0.000	Merged-chr14-27392084-21
NR507--MA0463.1.Bcl6	chr14	7989485	7989498	-	0.000	0.000	Merged-chr14-7989613-33
NR256--MA0731.1.BCL6B	chr10	128176298	128176314	-	0.000	0.000	Merged-chr10-128176519-39
NR636--MA0731.1.BCL6B	chr16	17508848	17508864	-	0.000	0.000	Merged-chr16-17508961-62
NR525--MA0463.1.Bcl6	chr14	34674449	34674462	-	0.000	0.000	Merged-chr14-34674583-4
NR543--MA0463.1.Bcl6	chr14	62851048	62851061	-	0.000	0.000	Merged-chr14-62851095-38
NR1731--MA0731.1.BCL6B	chr9	121317182	121317198	+	0.000	0.000	Merged-chr9-121317284-25
NR767--MA0463.1.Bcl6	chr18	36726052	36726065	+	0.000	0.000	Merged-chr18-36726027-47
NR552--MA0463.1.Bcl6	chr14	70181186	70181199	-	0.000	0.000	Merged-chr14-70181266-30
NR344--MA0731.1.BCL6B	chr12	8208411	8208427	+	0.000	0.000	Merged-chr12-8208226-52
NR879--MA0463.1.Bcl6	chr2	36049404	36049417	-	0.000	0.000	Merged-chr2-36049261-79
NR1001--MA0463.1.Bcl6	chr2	169061754	169061767	-	0.000	0.000	Merged-chr2-169061680-26
NR427--MA0463.1.Bcl6	chr12	118101517	118101530	+	0.000	0.000	Merged-chr12-118101555-6
NR1471--MA0463.1.Bcl6	chr7	27447832	27447845	+	0.000	0.000	Merged-chr7-27447621-80
NR360--MA0463.1.Bcl6	chr12	51871653	51871666	-	0.000	0.000	Merged-chr12-51871812-58
NR1561--MA0731.1.BCL6B	chr8	8662014	8662030	+	0.000	0.000	Merged-chr8-8661992-1
NR593--MA0463.1.Bcl6	chr15	67161962	67161975	-	0.000	0.000	Merged-chr15-67161850-18
NR347--MA0463.1.Bcl6	chr12	16006905	16006918	+	0.000	0.000	Merged-chr12-16006817-52
NR315--MA0731.1.BCL6B	chr11	104639122	104639138	+	0.000	0.000	Merged-chr11-104639154-13
NR589--MA0463.1.Bcl6	chr15	58171635	58171648	-	0.000	0.000	Merged-chr15-58171434-29
NR1275--MA0463.1.Bcl6	chr5	74277806	74277819	-	0.000	0.000	Merged-chr5-74277818-39
NR1181--MA0463.1.Bcl6	chr4	115102019	115102032	+	0.000	0.000	Merged-chr4-115101833-38
NR1602--MA0463.1.Bcl6	chr8	90828934	90828947	+	0.000	0.000	Merged-chr8-90828979-56
NR397--MA0463.1.Bcl6	chr12	102581751	102581764	+	0.000	0.000	Merged-chr12-102581960-56
NR970--MA0463.1.Bcl6	chr2	144527546	144527559	-	0.000	0.000	Merged-chr2-144527541-67
NR1654--MA0731.1.BCL6B	chr9	46067768	46067784	+	0.000	0.000	Merged-chr9-46067902-17
NR20--MA0731.1.BCL6B	chr1	69350981	69350997	-	0.000	0.000	Merged-chr1-69350970-27
NR608--MA0463.1.Bcl6	chr15	86028074	86028087	-	0.000	0.000	Merged-chr15-86028178-32
NR872--MA0463.1.Bcl6	chr2	19389000	19389013	+	0.000	0.000	Merged-chr2-19388892-38
NR1312--MA0463.1.Bcl6	chr5	122264605	122264618	-	0.000	0.000	Merged-chr5-122264410-49
NR1657--MA0463.1.Bcl6	chr9	50527997	50528010	-	0.000	0.000	Merged-chr9-50528064-1
NR1646--MA0731.1.BCL6B	chr9	37208288	37208304	-	0.000	0.000	Merged-chr9-37208217-52
NR304--MA0463.1.Bcl6	chr11	88955539	88955552	-	0.000	0.000	Merged-chr11-88955371-64
NR1563--MA0463.1.Bcl6	chr8	12672243	12672256	+	0.000	0.000	Merged-chr8-12672209-68
NR72--MA0463.1.Bcl6	chr1	138973655	138973668	+	0.000	0.000	Merged-chr1-138973780-39
NR989--MA0463.1.Bcl6	chr2	160397600	160397613	-	0.000	0.000	Merged-chr2-160397546-3
NR1341--MA0731.1.BCL6B	chr5	149427427	149427443	-	0.000	0.000	Merged-chr5-149427432-30
NR1581--MA0463.1.Bcl6	chr8	47533574	47533587	+	0.000	0.000	Merged-chr8-47533612-62
NR59--MA0463.1.Bcl6	chr1	131867396	131867409	+	0.000	0.000	Merged-chr1-131867489-64
NR1107--MA0463.1.Bcl6	chr3	142744061	142744074	-	0.000	0.000	Merged-chr3-142744255-26
NR470--MA0463.1.Bcl6	chr13	65176267	65176280	-	0.000	0.000	Merged-chr13-65176353-33
NR676--MA0463.1.Bcl6	chr16	75894458	75894471	-	0.000	0.000	Merged-chr16-75894553-32
NR797--MA0463.1.Bcl6	chr18	76931712	76931725	-	0.000	0.000	Merged-chr18-76931867-1
NR224--MA0463.1.Bcl6	chr10	97712894	97712907	-	0.000	0.000	Merged-chr10-97712811-31
NR791--MA0731.1.BCL6B	chr18	70530647	70530663	+	0.000	0.000	Merged-chr18-70530766-126
NR336--MA0463.1.Bcl6	chr11	116078072	116078085	-	0.000	0.000	Merged-chr11-116078019-114
NR121--MA0463.1.Bcl6	chr1	179847956	179847969	+	0.000	0.000	Merged-chr1-179847918-28
NR242--MA0463.1.Bcl6	chr10	117916353	117916366	+	0.000	0.000	Merged-chr10-117916524-16
NR569--MA0463.1.Bcl6	chr14	120307348	120307361	+	0.000	0.000	Merged-chr14-120307423-30
NR1713--MA0731.1.BCL6B	chr9	109082439	109082455	+	0.000	0.000	Merged-chr9-109082467-51
NR354--MA0463.1.Bcl6	chr12	35799388	35799401	-	0.000	0.000	Merged-chr12-35799508-49
NR260--MA0463.1.Bcl6	chr11	3155363	3155376	+	0.000	0.000	Merged-chr11-3155205-32
NR1598--MA0731.1.BCL6B	chr8	85060065	85060081	+	0.000	0.000	Merged-chr8-85060180-46
NR1273--MA0463.1.Bcl6	chr5	73241460	73241473	+	0.000	0.000	Merged-chr5-73241580-37
NR390--MA0463.1.Bcl6	chr12	98445746	98445759	+	0.000	0.000	Merged-chr12-98445818-15
NR1291--MA0463.1.Bcl6	chr5	100929782	100929795	+	0.000	0.000	Merged-chr5-100929891-31
NR1293--MA0731.1.BCL6B	chr5	107015730	107015746	+	0.000	0.000	Merged-chr5-107015636-39
NR1712--MA0463.1.Bcl6	chr9	106306858	106306871	+	0.000	0.000	Merged-chr9-106306956-36
NR1739--MA0731.1.BCL6B	chrX	47998431	47998447	+	0.000	0.000	Merged-chrX-47998612-33
NR1325--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR1730--MA0463.1.Bcl6	chr9	121317182	121317195	-	0.000	0.000	Merged-chr9-121317284-25
NR274--MA0463.1.Bcl6	chr11	49972601	49972614	-	0.000	0.000	Merged-chr11-49972508-11
NR386--MA0463.1.Bcl6	chr12	91790052	91790065	-	0.000	0.000	Merged-chr12-91789924-28
