#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3787--MA0501.1.MAF::NFE2	chr17	52569840	52569854	-	0.000	0.000	Merged-chr17-52569832-16
NR6142--MA0591.1.Bach1::Mafk	chr4	155126757	155126771	+	0.000	0.000	Merged-chr4-155126874-51
NR5258--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR2922--MA0089.1.MAFG::NFE2L1	chr14	118157387	118157392	-	0.000	0.000	Merged-chr14-118157293-26
NR5243--MA0496.2.MAFK	chr3	21917648	21917666	+	0.000	0.000	Merged-chr3-21917648-70
NR1011--MA0089.1.MAFG::NFE2L1	chr10	88406050	88406055	-	0.000	0.000	Merged-chr10-88405928-47
NR4780--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR6553--MA0501.1.MAF::NFE2	chr5	124637466	124637480	-	0.000	0.000	Merged-chr5-124637524-49
NR3574--MA0591.1.Bach1::Mafk	chr16	96243871	96243885	-	0.000	0.000	Merged-chr16-96243924-1
NR6389--MA0089.1.MAFG::NFE2L1	chr5	100070460	100070465	+	0.000	0.000	Merged-chr5-100070344-29
NR3643--MA0117.2.Mafb	chr17	12715088	12715099	-	0.000	0.000	Merged-chr17-12715294-20
NR6765--MA0089.1.MAFG::NFE2L1	chr6	65538606	65538611	+	0.000	0.000	Merged-chr6-65538516-95
NR5345--MA0089.1.MAFG::NFE2L1	chr3	79270093	79270098	+	0.000	0.000	Merged-chr3-79270045-21
NR5454--MA0501.1.MAF::NFE2	chr3	105763612	105763626	+	0.000	0.000	Merged-chr3-105763665-52
NR4301--MA0089.1.MAFG::NFE2L1	chr19	21865258	21865263	+	0.000	0.000	Merged-chr19-21865390-5
NR7978--MA0591.1.Bach1::Mafk	chr8	119595360	119595374	+	0.000	0.000	Merged-chr8-119595253-36
NR7331--MA0117.2.Mafb	chr7	75362668	75362679	+	0.000	0.000	Merged-chr7-75362627-52
NR5496--MA0117.2.Mafb	chr3	110250667	110250678	+	0.000	0.000	Merged-chr3-110250588-142
NR2746--MA0591.1.Bach1::Mafk	chr14	55660363	55660377	-	0.000	0.000	Merged-chr14-55660377-55
NR314--MA0496.2.MAFK	chr1	127796503	127796521	+	0.000	0.000	Merged-chr1-127796546-56
NR1788--MA0496.2.MAFK	chr11	116687887	116687905	-	0.000	0.000	Merged-chr11-116688042-60
NR6852--MA0089.1.MAFG::NFE2L1	chr6	97387388	97387393	-	0.000	0.000	Merged-chr6-97387514-39
NR5519--MA0501.1.MAF::NFE2	chr3	121981098	121981112	+	0.000	0.000	Merged-chr3-121981151-1
NR227--MA0659.1.MAFG	chr1	85895435	85895455	-	0.000	0.000	Merged-chr1-85895487-63
NR4012--MA0089.1.MAFG::NFE2L1	chr18	32994098	32994103	-	0.000	0.000	Merged-chr18-32994204-28
NR4516--MA0501.1.MAF::NFE2	chr2	28540201	28540215	+	0.000	0.000	Merged-chr2-28540150-39
NR3616--MA0591.1.Bach1::Mafk	chr17	7939786	7939800	-	0.000	0.000	Merged-chr17-7939764-45
NR6035--MA0591.1.Bach1::Mafk	chr4	134757238	134757252	+	0.000	0.000	Merged-chr4-134757166-23
NR7445--MA0501.1.MAF::NFE2	chr7	104465143	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR567--MA0117.2.Mafb	chr1	172369048	172369059	+	0.000	0.000	Merged-chr1-172369010-35
NR2318--MA0501.1.MAF::NFE2	chr13	45623936	45623950	-	0.000	0.000	Merged-chr13-45624002-39
NR1315--MA0501.1.MAF::NFE2	chr11	19979508	19979522	+	0.000	0.000	Merged-chr11-19979475-55
NR5156--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR6013--MA0117.2.Mafb	chr4	130360024	130360035	-	0.000	0.000	Merged-chr4-130360060-53
NR5588--MA0496.2.MAFK	chr3	135610510	135610528	-	0.000	0.000	Merged-chr3-135610468-43
NR2305--MA0496.2.MAFK	chr13	42244989	42245007	-	0.000	0.000	Merged-chr13-42244635-60
NR4314--MA0089.1.MAFG::NFE2L1	chr19	32196403	32196408	-	0.000	0.000	Merged-chr19-32196398-13
NR2554--MA0591.1.Bach1::Mafk	chr13	102899295	102899309	-	0.000	0.000	Merged-chr13-102899540-65
NR4991--MA0495.2.MAFF	chr2	144441472	144441492	-	0.000	0.000	Merged-chr2-144441566-27
NR5823--MA0117.2.Mafb	chr4	63636245	63636256	+	0.000	0.000	Merged-chr4-63636346-15
NR2303--MA0501.1.MAF::NFE2	chr13	41683046	41683060	+	0.000	0.000	Merged-chr13-41683049-20
NR1690--MA0089.1.MAFG::NFE2L1	chr11	102456254	102456259	+	0.000	0.000	Merged-chr11-102456095-36
NR7320--MA0496.2.MAFK	chr7	73517588	73517606	+	0.000	0.000	Merged-chr7-73517689-25
NR2140--MA0089.1.MAFG::NFE2L1	chr12	113023230	113023235	+	0.000	0.000	Merged-chr12-113023273-19
NR8161--MA0501.1.MAF::NFE2	chr9	35475640	35475654	-	0.000	0.000	Merged-chr9-35475679-27
NR1917--MA0089.1.MAFG::NFE2L1	chr12	35123639	35123644	-	0.000	0.000	Merged-chr12-35123715-16
NR2323--MA0496.2.MAFK	chr13	45623968	45623986	+	0.000	0.000	Merged-chr13-45624002-39
NR5545--MA0089.1.MAFG::NFE2L1	chr3	130571193	130571198	+	0.000	0.000	Merged-chr3-130571110-5
NR4651--MA0495.2.MAFF	chr2	69415260	69415280	+	0.000	0.000	Merged-chr2-69415236-25
NR1992--MA0089.1.MAFG::NFE2L1	chr12	69102146	69102151	-	0.000	0.000	Merged-chr12-69102156-32
NR127--MA0495.2.MAFF	chr1	55430720	55430740	-	0.000	0.000	Merged-chr1-55430665-40
NR3182--MA0501.1.MAF::NFE2	chr15	80319533	80319547	+	0.000	0.000	Merged-chr15-80319451-11
NR7466--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR7981--MA0089.1.MAFG::NFE2L1	chr8	119778460	119778465	-	0.000	0.000	Merged-chr8-119778504-51
NR336--MA0591.1.Bach1::Mafk	chr1	133146151	133146165	+	0.000	0.000	Merged-chr1-133146237-29
NR5058--MA0659.1.MAFG	chr2	154603806	154603826	-	0.000	0.000	Merged-chr2-154603925-61
NR8050--MA0501.1.MAF::NFE2	chr8	125344032	125344046	-	0.000	0.000	Merged-chr8-125344095-45
NR8546--MA0089.1.MAFG::NFE2L1	chrX	20920722	20920727	-	0.000	0.000	Merged-chrX-20920924-53
NR2775--MA0501.1.MAF::NFE2	chr14	62799006	62799020	-	0.000	0.000	Merged-chr14-62798973-44
NR2771--MA0591.1.Bach1::Mafk	chr14	62799009	62799023	-	0.000	0.000	Merged-chr14-62798973-44
NR2153--MA0089.1.MAFG::NFE2L1	chr12	114791063	114791068	-	0.000	0.000	Merged-chr12-114791089-45
NR6978--MA0089.1.MAFG::NFE2L1	chr6	127617460	127617465	+	0.000	0.000	Merged-chr6-127617353-34
NR3310--MA0496.2.MAFK	chr16	3988522	3988540	-	0.000	0.000	Merged-chr16-3988637-25
NR4514--MA0089.1.MAFG::NFE2L1	chr2	28180222	28180227	-	0.000	0.000	Merged-chr2-28180315-8
NR4023--MA0089.1.MAFG::NFE2L1	chr18	36492718	36492723	-	0.000	0.000	Merged-chr18-36492692-14
NR7804--MA0501.1.MAF::NFE2	chr8	75083944	75083958	-	0.000	0.000	Merged-chr8-75083999-30
NR7204--MA0496.2.MAFK	chr7	29816017	29816035	+	0.000	0.000	Merged-chr7-29816029-62
NR8205--MA0495.2.MAFF	chr9	46173121	46173141	-	0.000	0.000	Merged-chr9-46173170-22
NR2946--MA0089.1.MAFG::NFE2L1	chr14	122011949	122011954	+	0.000	0.000	Merged-chr14-122012077-50
NR6574--MA0089.1.MAFG::NFE2L1	chr5	135025143	135025148	-	0.000	0.000	Merged-chr5-135024997-58
NR265--MA0089.1.MAFG::NFE2L1	chr1	100180272	100180277	+	0.000	0.000	Merged-chr1-100180252-41
NR5530--MA0089.1.MAFG::NFE2L1	chr3	123839003	123839008	-	0.000	0.000	Merged-chr3-123839038-1
NR7337--MA0591.1.Bach1::Mafk	chr7	75760652	75760666	+	0.000	0.000	Merged-chr7-75760769-39
NR1825--MA0495.2.MAFF	chr11	119928412	119928432	+	0.000	0.000	Merged-chr11-119928597-56
NR147--MA0659.1.MAFG	chr1	60930625	60930645	+	0.000	0.000	Merged-chr1-60930618-28
NR7400--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR8207--MA0659.1.MAFG	chr9	46173121	46173141	+	0.000	0.000	Merged-chr9-46173170-22
NR8581--MA0495.2.MAFF	chrX	75764228	75764248	-	0.000	0.000	Merged-chrX-75764478-65
NR6170--MA0089.1.MAFG::NFE2L1	chr5	3509670	3509675	-	0.000	0.000	Merged-chr5-3509650-29
NR3471--MA0089.1.MAFG::NFE2L1	chr16	78236975	78236980	+	0.000	0.000	Merged-chr16-78236959-38
NR4653--MA0117.2.Mafb	chr2	69415269	69415280	-	0.000	0.000	Merged-chr2-69415236-25
NR8223--MA0495.2.MAFF	chr9	55003784	55003804	+	0.000	0.000	Merged-chr9-55003714-9
NR2319--MA0496.2.MAFK	chr13	45623916	45623934	-	0.000	0.000	Merged-chr13-45624002-39
NR7005--MA0117.2.Mafb	chr6	134274189	134274200	-	0.000	0.000	Merged-chr6-134274107-38
NR1550--MA0501.1.MAF::NFE2	chr11	79130172	79130186	+	0.000	0.000	Merged-chr11-79129992-68
NR6385--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR1043--MA0591.1.Bach1::Mafk	chr10	95442381	95442395	+	0.000	0.000	Merged-chr10-95442476-5
NR5482--MA0501.1.MAF::NFE2	chr3	108683836	108683850	+	0.000	0.000	Merged-chr3-108683846-14
NR510--MA0591.1.Bach1::Mafk	chr1	165850972	165850986	+	0.000	0.000	Merged-chr1-165850957-6
NR8312--MA0496.2.MAFK	chr9	75115575	75115593	+	0.000	0.000	Merged-chr9-75115492-20
NR8583--MA0659.1.MAFG	chrX	75764228	75764248	+	0.000	0.000	Merged-chrX-75764478-65
NR3116--MA0659.1.MAFG	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR1961--MA0117.2.Mafb	chr12	46819471	46819482	-	0.000	0.000	Merged-chr12-46819376-53
NR579--MA0496.2.MAFK	chr1	173767028	173767046	-	0.000	0.000	Merged-chr1-173767204-76
NR6554--MA0591.1.Bach1::Mafk	chr5	125158609	125158623	-	0.000	0.000	Merged-chr5-125158641-59
NR1322--MA0591.1.Bach1::Mafk	chr11	20565263	20565277	+	0.000	0.000	Merged-chr11-20565128-32
NR1881--MA0591.1.Bach1::Mafk	chr12	16811205	16811219	+	0.000	0.000	Merged-chr12-16811127-55
NR361--MA0591.1.Bach1::Mafk	chr1	136458835	136458849	+	0.000	0.000	Merged-chr1-136458989-12
NR8565--MA0117.2.Mafb	chrX	57177642	57177653	+	0.000	0.000	Merged-chrX-57177488-49
NR7209--MA0496.2.MAFK	chr7	30198921	30198939	-	0.000	0.000	Merged-chr7-30198838-17
NR6774--MA0089.1.MAFG::NFE2L1	chr6	67489080	67489085	-	0.000	0.000	Merged-chr6-67488899-31
NR6168--MA0591.1.Bach1::Mafk	chr5	3494544	3494558	-	0.000	0.000	Merged-chr5-3494641-74
NR7802--MA0117.2.Mafb	chr8	75083944	75083955	+	0.000	0.000	Merged-chr8-75083999-30
NR4096--MA0496.2.MAFK	chr18	61830762	61830780	-	0.000	0.000	Merged-chr18-61830902-25
NR1258--MA0591.1.Bach1::Mafk	chr10	130311781	130311795	-	0.000	0.000	Merged-chr10-130311798-35
NR4433--MA0501.1.MAF::NFE2	chr2	9578302	9578316	+	0.000	0.000	Merged-chr2-9578093-49
NR8243--MA0659.1.MAFG	chr9	57647674	57647694	-	0.000	0.000	Merged-chr9-57647746-26
NR8268--MA0089.1.MAFG::NFE2L1	chr9	61963452	61963457	-	0.000	0.000	Merged-chr9-61963614-17
NR2398--MA0501.1.MAF::NFE2	chr13	60897577	60897591	-	0.000	0.000	Merged-chr13-60897577-48
NR6804--MA0496.2.MAFK	chr6	83428485	83428503	-	0.000	0.000	Merged-chr6-83428521-21
NR5920--MA0591.1.Bach1::Mafk	chr4	109476594	109476608	-	0.000	0.000	Merged-chr4-109476466-95
NR2331--MA0501.1.MAF::NFE2	chr13	45624054	45624068	-	0.000	0.000	Merged-chr13-45624002-39
NR962--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	+	0.000	0.000	Merged-chr10-80342924-40
NR2366--MA0089.1.MAFG::NFE2L1	chr13	51970224	51970229	-	0.000	0.000	Merged-chr13-51970284-43
NR4461--MA0659.1.MAFG	chr2	11645493	11645513	-	0.000	0.000	Merged-chr2-11645530-22
NR7790--MA0089.1.MAFG::NFE2L1	chr8	71324981	71324986	-	0.000	0.000	Merged-chr8-71324961-29
NR165--MA0117.2.Mafb	chr1	64486460	64486471	+	0.000	0.000	Merged-chr1-64486540-36
NR5212--MA0591.1.Bach1::Mafk	chr3	9786644	9786658	+	0.000	0.000	Merged-chr3-9786855-28
NR4278--MA0591.1.Bach1::Mafk	chr19	16255567	16255581	+	0.000	0.000	Merged-chr19-16255427-25
NR617--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR4621--MA0591.1.Bach1::Mafk	chr2	60810759	60810773	+	0.000	0.000	Merged-chr2-60810848-31
NR812--MA0496.2.MAFK	chr10	26325617	26325635	-	0.000	0.000	Merged-chr10-26325461-56
NR1521--MA0495.2.MAFF	chr11	73137754	73137774	-	0.000	0.000	Merged-chr11-73137945-101
NR7526--MA0089.1.MAFG::NFE2L1	chr7	119872063	119872068	-	0.000	0.000	Merged-chr7-119872260-31
NR6296--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR3597--MA0089.1.MAFG::NFE2L1	chr16	98072562	98072567	+	0.000	0.000	Merged-chr16-98072596-9
NR363--MA0089.1.MAFG::NFE2L1	chr1	136898486	136898491	-	0.000	0.000	Merged-chr1-136898317-25
NR2553--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR2962--MA0659.1.MAFG	chr15	3220719	3220739	-	0.000	0.000	Merged-chr15-3220776-1
NR6940--MA0501.1.MAF::NFE2	chr6	119522087	119522101	+	0.000	0.000	Merged-chr6-119522115-45
NR7613--MA0089.1.MAFG::NFE2L1	chr7	140529884	140529889	-	0.000	0.000	Merged-chr7-140530028-8
NR1839--MA0089.1.MAFG::NFE2L1	chr11	121041411	121041416	-	0.000	0.000	Merged-chr11-121041378-4
NR4050--MA0501.1.MAF::NFE2	chr18	39657179	39657193	+	0.000	0.000	Merged-chr18-39657147-8
NR5118--MA0501.1.MAF::NFE2	chr2	167840485	167840499	+	0.000	0.000	Merged-chr2-167840232-36
NR1926--MA0089.1.MAFG::NFE2L1	chr12	36423453	36423458	-	0.000	0.000	Merged-chr12-36423339-1
NR5427--MA0591.1.Bach1::Mafk	chr3	101245334	101245348	+	0.000	0.000	Merged-chr3-101245474-18
NR3899--MA0089.1.MAFG::NFE2L1	chr17	83831307	83831312	+	0.000	0.000	Merged-chr17-83831138-30
NR1989--MA0591.1.Bach1::Mafk	chr12	61994568	61994582	+	0.000	0.000	Merged-chr12-61994556-31
NR5906--MA0501.1.MAF::NFE2	chr4	107803912	107803926	-	0.000	0.000	Merged-chr4-107803764-61
NR6483--MA0089.1.MAFG::NFE2L1	chr5	115133603	115133608	+	0.000	0.000	Merged-chr5-115133709-3
NR6041--MA0501.1.MAF::NFE2	chr4	136081836	136081850	+	0.000	0.000	Merged-chr4-136081901-45
NR376--MA0089.1.MAFG::NFE2L1	chr1	138962815	138962820	+	0.000	0.000	Merged-chr1-138963016-1
NR7800--MA0089.1.MAFG::NFE2L1	chr8	72343868	72343873	+	0.000	0.000	Merged-chr8-72343901-44
NR6402--MA0495.2.MAFF	chr5	103439345	103439365	+	0.000	0.000	Merged-chr5-103439387-46
NR6952--MA0496.2.MAFK	chr6	121210701	121210719	+	0.000	0.000	Merged-chr6-121210795-40
NR463--MA0089.1.MAFG::NFE2L1	chr1	160765865	160765870	-	0.000	0.000	Merged-chr1-160765870-25
NR8440--MA0089.1.MAFG::NFE2L1	chr9	110697379	110697384	-	0.000	0.000	Merged-chr9-110697524-12
NR7788--MA0501.1.MAF::NFE2	chr8	70766150	70766164	+	0.000	0.000	Merged-chr8-70766222-53
NR3255--MA0117.2.Mafb	chr15	98631606	98631617	-	0.000	0.000	Merged-chr15-98631640-23
NR5782--MA0501.1.MAF::NFE2	chr4	43427723	43427737	-	0.000	0.000	Merged-chr4-43427780-35
NR2065--MA0495.2.MAFF	chr12	90781663	90781683	+	0.000	0.000	Merged-chr12-90781717-25
NR3091--MA0089.1.MAFG::NFE2L1	chr15	62164907	62164912	-	0.000	0.000	Merged-chr15-62164994-48
NR8279--MA0089.1.MAFG::NFE2L1	chr9	63785752	63785757	-	0.000	0.000	Merged-chr9-63785726-16
NR5643--MA0496.2.MAFK	chr3	148488139	148488157	+	0.000	0.000	Merged-chr3-148488399-75
NR8655--MA0089.1.MAFG::NFE2L1	chrX	153887409	153887414	-	0.000	0.000	Merged-chrX-153887517-46
NR7235--MA0089.1.MAFG::NFE2L1	chr7	44553627	44553632	+	0.000	0.000	Merged-chr7-44553464-1
NR6872--MA0089.1.MAFG::NFE2L1	chr6	107749923	107749928	-	0.000	0.000	Merged-chr6-107750047-3
NR2475--MA0591.1.Bach1::Mafk	chr13	85289248	85289262	+	0.000	0.000	Merged-chr13-85289179-92
NR7281--MA0496.2.MAFK	chr7	58455703	58455721	-	0.000	0.000	Merged-chr7-58455724-12
NR3816--MA0591.1.Bach1::Mafk	chr17	63404248	63404262	+	0.000	0.000	Merged-chr17-63404255-16
NR5778--MA0495.2.MAFF	chr4	43427723	43427743	+	0.000	0.000	Merged-chr4-43427780-35
NR3815--MA0659.1.MAFG	chr17	62862909	62862929	+	0.000	0.000	Merged-chr17-62862805-20
NR1201--MA0659.1.MAFG	chr10	121505327	121505347	-	0.000	0.000	Merged-chr10-121505410-37
NR3884--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR8465--MA0496.2.MAFK	chr9	114621263	114621281	-	0.000	0.000	Merged-chr9-114621254-26
NR4623--MA0089.1.MAFG::NFE2L1	chr2	60923454	60923459	-	0.000	0.000	Merged-chr2-60923694-43
NR4491--MA0495.2.MAFF	chr2	19634138	19634158	+	0.000	0.000	Merged-chr2-19634112-21
NR627--MA0659.1.MAFG	chr1	182224035	182224055	+	0.000	0.000	Merged-chr1-182224037-19
NR2089--MA0591.1.Bach1::Mafk	chr12	100681700	100681714	-	0.000	0.000	Merged-chr12-100681821-26
NR6117--MA0089.1.MAFG::NFE2L1	chr4	149680854	149680859	-	0.000	0.000	Merged-chr4-149680900-7
NR1176--MA0591.1.Bach1::Mafk	chr10	118172625	118172639	+	0.000	0.000	Merged-chr10-118172658-46
NR7749--MA0591.1.Bach1::Mafk	chr8	64726334	64726348	-	0.000	0.000	Merged-chr8-64726365-32
NR1371--MA0501.1.MAF::NFE2	chr11	43703807	43703821	+	0.000	0.000	Merged-chr11-43703862-10
NR4549--MA0089.1.MAFG::NFE2L1	chr2	36091345	36091350	-	0.000	0.000	Merged-chr2-36091401-36
NR7837--MA0495.2.MAFF	chr8	81693348	81693368	-	0.000	0.000	Merged-chr8-81693347-14
NR1346--MA0089.1.MAFG::NFE2L1	chr11	30183017	30183022	+	0.000	0.000	Merged-chr11-30182963-54
NR4363--MA0117.2.Mafb	chr19	53217494	53217505	-	0.000	0.000	Merged-chr19-53217650-8
NR7133--MA0089.1.MAFG::NFE2L1	chr7	4651685	4651690	+	0.000	0.000	Merged-chr7-4651775-26
NR6404--MA0117.2.Mafb	chr5	103439354	103439365	-	0.000	0.000	Merged-chr5-103439387-46
NR3695--MA0089.1.MAFG::NFE2L1	chr17	28007368	28007373	-	0.000	0.000	Merged-chr17-28007418-17
NR2275--MA0089.1.MAFG::NFE2L1	chr13	32899367	32899372	-	0.000	0.000	Merged-chr13-32899314-35
NR6128--MA0591.1.Bach1::Mafk	chr4	151051495	151051509	+	0.000	0.000	Merged-chr4-151051420-19
NR732--MA0496.2.MAFK	chr10	7600920	7600938	+	0.000	0.000	Merged-chr10-7600806-26
NR6687--MA0591.1.Bach1::Mafk	chr6	31209972	31209986	+	0.000	0.000	Merged-chr6-31209888-77
NR1179--MA0501.1.MAF::NFE2	chr10	118458841	118458855	+	0.000	0.000	Merged-chr10-118459008-40
NR6467--MA0501.1.MAF::NFE2	chr5	113548480	113548494	+	0.000	0.000	Merged-chr5-113548439-8
NR7335--MA0089.1.MAFG::NFE2L1	chr7	75416082	75416087	+	0.000	0.000	Merged-chr7-75416159-31
NR2362--MA0089.1.MAFG::NFE2L1	chr13	51814101	51814106	+	0.000	0.000	Merged-chr13-51814319-87
NR2602--MA0496.2.MAFK	chr13	113203341	113203359	-	0.000	0.000	Merged-chr13-113203194-33
NR2263--MA0501.1.MAF::NFE2	chr13	30603952	30603966	+	0.000	0.000	Merged-chr13-30604057-7
NR878--MA0089.1.MAFG::NFE2L1	chr10	59636946	59636951	-	0.000	0.000	Merged-chr10-59636988-40
NR8351--MA0089.1.MAFG::NFE2L1	chr9	86618231	86618236	-	0.000	0.000	Merged-chr9-86618128-57
NR4153--MA0591.1.Bach1::Mafk	chr18	73643376	73643390	-	0.000	0.000	Merged-chr18-73643262-33
NR214--MA0591.1.Bach1::Mafk	chr1	83006366	83006380	-	0.000	0.000	Merged-chr1-83006483-46
NR7637--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR406--MA0495.2.MAFF	chr1	144775406	144775426	-	0.000	0.000	Merged-chr1-144775481-11
NR7322--MA0591.1.Bach1::Mafk	chr7	73517735	73517749	-	0.000	0.000	Merged-chr7-73517689-25
NR8075--MA0089.1.MAFG::NFE2L1	chr8	127655774	127655779	+	0.000	0.000	Merged-chr8-127655779-25
NR8047--MA0659.1.MAFG	chr8	125344032	125344052	+	0.000	0.000	Merged-chr8-125344095-45
NR7062--MA0496.2.MAFK	chr6	142856448	142856466	-	0.000	0.000	Merged-chr6-142856601-13
NR5108--MA0591.1.Bach1::Mafk	chr2	166708487	166708501	-	0.000	0.000	Merged-chr2-166708496-46
NR4534--MA0089.1.MAFG::NFE2L1	chr2	33467737	33467742	-	0.000	0.000	Merged-chr2-33467778-2
NR4754--MA0591.1.Bach1::Mafk	chr2	103004810	103004824	-	0.000	0.000	Merged-chr2-103004784-33
NR2088--MA0495.2.MAFF	chr12	100681697	100681717	-	0.000	0.000	Merged-chr12-100681821-26
NR8023--MA0501.1.MAF::NFE2	chr8	123478996	123479010	-	0.000	0.000	Merged-chr8-123479004-26
NR1419--MA0495.2.MAFF	chr11	52046563	52046583	+	0.000	0.000	Merged-chr11-52046638-57
NR630--MA0501.1.MAF::NFE2	chr1	182224053	182224067	-	0.000	0.000	Merged-chr1-182224037-19
NR7601--MA0591.1.Bach1::Mafk	chr7	139616501	139616515	+	0.000	0.000	Merged-chr7-139616343-22
NR1199--MA0591.1.Bach1::Mafk	chr10	121505330	121505344	+	0.000	0.000	Merged-chr10-121505410-37
NR7923--MA0591.1.Bach1::Mafk	chr8	105852065	105852079	-	0.000	0.000	Merged-chr8-105851882-54
NR8367--MA0496.2.MAFK	chr9	90242864	90242882	+	0.000	0.000	Merged-chr9-90243059-48
NR1546--MA0089.1.MAFG::NFE2L1	chr11	78865059	78865064	-	0.000	0.000	Merged-chr11-78864936-24
NR438--MA0501.1.MAF::NFE2	chr1	155138987	155139001	+	0.000	0.000	Merged-chr1-155138999-23
NR3895--MA0089.1.MAFG::NFE2L1	chr17	83654746	83654751	-	0.000	0.000	Merged-chr17-83654883-58
NR1949--MA0591.1.Bach1::Mafk	chr12	41949891	41949905	-	0.000	0.000	Merged-chr12-41949951-37
NR8365--MA0591.1.Bach1::Mafk	chr9	90242866	90242880	-	0.000	0.000	Merged-chr9-90243059-48
NR3455--MA0591.1.Bach1::Mafk	chr16	64898404	64898418	-	0.000	0.000	Merged-chr16-64898423-6
NR5577--MA0495.2.MAFF	chr3	133626798	133626818	+	0.000	0.000	Merged-chr3-133626779-42
NR7044--MA0089.1.MAFG::NFE2L1	chr6	142040169	142040174	+	0.000	0.000	Merged-chr6-142040279-57
NR8479--MA0496.2.MAFK	chr9	116283969	116283987	-	0.000	0.000	Merged-chr9-116283998-37
NR3491--MA0089.1.MAFG::NFE2L1	chr16	87754990	87754995	+	0.000	0.000	Merged-chr16-87755077-33
NR2071--MA0089.1.MAFG::NFE2L1	chr12	91625205	91625210	+	0.000	0.000	Merged-chr12-91625220-18
NR5967--MA0089.1.MAFG::NFE2L1	chr4	122836239	122836244	-	0.000	0.000	Merged-chr4-122836208-63
