#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR17279--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR54571--MA0740.1.KLF14	chr6	140684616	140684629	+	0.000	0.000	Merged-chr6-140684445-39
NR51667--MA0599.1.KLF5	chr6	28878189	28878198	-	0.000	0.000	Merged-chr6-28878211-33
NR60511--MA0742.1.Klf12	chr8	36249516	36249530	+	0.000	0.000	Merged-chr8-36249558-6
NR14213--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR28166--MA0741.1.KLF16	chr17	71118812	71118822	-	0.000	0.000	Merged-chr17-71118704-30
NR2931--MA0742.1.Klf12	chr1	156522398	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR24164--MA1107.1.KLF9	chr16	30722575	30722587	-	0.000	0.000	Merged-chr16-30722513-29
NR34607--MA0493.1.Klf1	chr2	70425765	70425775	+	0.000	0.000	Merged-chr2-70425902-24
NR14219--MA1107.1.KLF9	chr12	82189735	82189747	-	0.000	0.000	Merged-chr12-82189683-54
NR14214--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR2935--MA0741.1.KLF16	chr1	156522401	156522411	-	0.000	0.000	Merged-chr1-156522298-40
NR46239--MA0742.1.Klf12	chr4	150518992	150519006	+	0.000	0.000	Merged-chr4-150519164-27
NR3994--MA0741.1.KLF16	chr1	182764210	182764220	-	0.000	0.000	Merged-chr1-182764155-66
NR16869--MA1107.1.KLF9	chr13	64432306	64432318	+	0.000	0.000	Merged-chr13-64432516-70
NR64948--MA0039.3.KLF4	chr9	74907129	74907139	-	0.000	0.000	Merged-chr9-74907121-19
NR54009--MA0039.3.KLF4	chr6	125468296	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR453--MA1107.1.KLF9	chr1	39702679	39702691	-	0.000	0.000	Merged-chr1-39702774-23
NR48049--MA0599.1.KLF5	chr5	73223277	73223286	+	0.000	0.000	Merged-chr5-73223278-33
NR38439--MA0493.1.Klf1	chr3	9500017	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR56280--MA0599.1.KLF5	chr7	35119050	35119059	-	0.000	0.000	Merged-chr7-35119008-87
NR62864--MA0740.1.KLF14	chr8	122769455	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR4503--MA1107.1.KLF9	chr1	191486768	191486780	-	0.000	0.000	Merged-chr1-191486758-12
NR29296--MA0039.3.KLF4	chr18	32311869	32311879	-	0.000	0.000	Merged-chr18-32311918-36
NR38438--MA0039.3.KLF4	chr3	9500015	9500025	-	0.000	0.000	Merged-chr3-9499976-58
NR64452--MA1107.1.KLF9	chr9	61779365	61779377	+	0.000	0.000	Merged-chr9-61779248-32
NR37296--MA0599.1.KLF5	chr2	160367182	160367191	-	0.000	0.000	Merged-chr2-160367322-62
NR51848--MA0741.1.KLF16	chr6	37564039	37564049	+	0.000	0.000	Merged-chr6-37564158-19
NR64318--MA1107.1.KLF9	chr9	58112347	58112359	-	0.000	0.000	Merged-chr9-58112486-25
NR5630--MA0599.1.KLF5	chr10	58480174	58480183	-	0.000	0.000	Merged-chr10-58480234-23
NR21837--MA0599.1.KLF5	chr15	66286837	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR54297--MA0740.1.KLF14	chr6	134183957	134183970	+	0.000	0.000	Merged-chr6-134184108-53
NR59177--MA0039.3.KLF4	chr7	130903723	130903733	+	0.000	0.000	Merged-chr7-130903775-21
NR30124--MA0599.1.KLF5	chr18	65322465	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR65999--MA1107.1.KLF9	chr9	107719431	107719443	+	0.000	0.000	Merged-chr9-107719377-27
NR34018--MA0599.1.KLF5	chr2	37765371	37765380	-	0.000	0.000	Merged-chr2-37765232-35
NR60510--MA0740.1.KLF14	chr8	36249516	36249529	+	0.000	0.000	Merged-chr8-36249558-6
NR56048--MA0599.1.KLF5	chr7	28982761	28982770	-	0.000	0.000	Merged-chr7-28982424-141
NR35466--MA0599.1.KLF5	chr2	103668281	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR14212--MA0740.1.KLF14	chr12	82166461	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR13422--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR33058--MA0599.1.KLF5	chr2	9986365	9986374	-	0.000	0.000	Merged-chr2-9986324-23
NR63731--MA0599.1.KLF5	chr9	32672295	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR53695--MA1107.1.KLF9	chr6	116682494	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR46241--MA0493.1.Klf1	chr4	150518992	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR43429--MA0599.1.KLF5	chr4	63486710	63486719	+	0.000	0.000	Merged-chr4-63486767-20
NR54298--MA0657.1.KLF13	chr6	134183956	134183973	+	0.000	0.000	Merged-chr6-134184108-53
NR6733--MA1107.1.KLF9	chr10	81247992	81248004	+	0.000	0.000	Merged-chr10-81248090-40
NR52369--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR57935--MA0741.1.KLF16	chr7	102347591	102347601	+	0.000	0.000	Merged-chr7-102347477-20
NR17724--MA0740.1.KLF14	chr13	101569398	101569411	-	0.000	0.000	Merged-chr13-101569413-14
NR14008--MA0657.1.KLF13	chr12	76312170	76312187	+	0.000	0.000	Merged-chr12-76312183-20
NR2933--MA0039.3.KLF4	chr1	156522400	156522410	-	0.000	0.000	Merged-chr1-156522298-40
NR53698--MA0741.1.KLF16	chr6	116682512	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR6729--MA1107.1.KLF9	chr10	81247984	81247996	+	0.000	0.000	Merged-chr10-81248090-40
NR38412--MA0742.1.Klf12	chr3	8717392	8717406	+	0.000	0.000	Merged-chr3-8717539-26
NR7707--MA1107.1.KLF9	chr10	110952116	110952128	+	0.000	0.000	Merged-chr10-110952029-21
NR37444--MA1107.1.KLF9	chr2	163298968	163298980	+	0.000	0.000	Merged-chr2-163299110-16
NR13902--MA0493.1.Klf1	chr12	71577482	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR40089--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR4622--MA0742.1.Klf12	chr1	193146634	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR17280--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR38440--MA1107.1.KLF9	chr3	9500015	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR54926--MA0599.1.KLF5	chr6	145469422	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR17725--MA0599.1.KLF5	chr13	101569401	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR68369--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR65397--MA0599.1.KLF5	chr9	94607631	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR50804--MA0599.1.KLF5	chr5	140944722	140944731	-	0.000	0.000	Merged-chr5-140944857-24
NR39200--MA0599.1.KLF5	chr3	68543313	68543322	+	0.000	0.000	Merged-chr3-68543251-15
NR63374--MA0741.1.KLF16	chr9	14926828	14926838	+	0.000	0.000	Merged-chr9-14926732-51
NR38682--MA1107.1.KLF9	chr3	31095080	31095092	-	0.000	0.000	Merged-chr3-31095271-1
NR32162--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR60512--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR8963--MA1107.1.KLF9	chr11	6000759	6000771	+	0.000	0.000	Merged-chr11-6000952-1
NR47601--MA0740.1.KLF14	chr5	51552660	51552673	+	0.000	0.000	Merged-chr5-51552540-96
NR59947--MA0741.1.KLF16	chr8	8661411	8661421	+	0.000	0.000	Merged-chr8-8661451-105
NR10800--MA0741.1.KLF16	chr11	77887856	77887866	+	0.000	0.000	Merged-chr11-77887652-60
NR10448--MA0740.1.KLF14	chr11	69919795	69919808	+	0.000	0.000	Merged-chr11-69919909-46
NR17469--MA0741.1.KLF16	chr13	95765257	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR16868--MA0493.1.Klf1	chr13	64432306	64432316	+	0.000	0.000	Merged-chr13-64432516-70
NR63733--MA0741.1.KLF16	chr9	32672294	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR354--MA0599.1.KLF5	chr1	36919867	36919876	+	0.000	0.000	Merged-chr1-36919930-2
NR10799--MA0493.1.Klf1	chr11	77887855	77887865	+	0.000	0.000	Merged-chr11-77887652-60
NR25691--MA0741.1.KLF16	chr17	5138646	5138656	-	0.000	0.000	Merged-chr17-5138884-51
NR57686--MA0599.1.KLF5	chr7	96920647	96920656	-	0.000	0.000	Merged-chr7-96920782-38
NR39335--MA0599.1.KLF5	chr3	79451644	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR43927--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR35428--MA0599.1.KLF5	chr2	102050138	102050147	-	0.000	0.000	Merged-chr2-102050053-17
NR29766--MA0599.1.KLF5	chr18	54992555	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR47544--MA0599.1.KLF5	chr5	43355361	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR60571--MA0599.1.KLF5	chr8	45410379	45410388	-	0.000	0.000	Merged-chr8-45410262-39
NR59397--MA0741.1.KLF16	chr7	136164719	136164729	+	0.000	0.000	Merged-chr7-136164647-23
NR52428--MA0039.3.KLF4	chr6	59363660	59363670	+	0.000	0.000	Merged-chr6-59363496-31
NR62258--MA0493.1.Klf1	chr8	108887219	108887229	-	0.000	0.000	Merged-chr8-108887120-78
NR29765--MA1107.1.KLF9	chr18	54822926	54822938	+	0.000	0.000	Merged-chr18-54822886-30
NR38411--MA0740.1.KLF14	chr3	8717392	8717405	+	0.000	0.000	Merged-chr3-8717539-26
NR21504--MA0599.1.KLF5	chr15	38535549	38535558	+	0.000	0.000	Merged-chr15-38535554-39
NR56282--MA1107.1.KLF9	chr7	35119048	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR54299--MA0039.3.KLF4	chr6	134183959	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR1914--MA0741.1.KLF16	chr1	119637161	119637171	+	0.000	0.000	Merged-chr1-119636990-21
NR2932--MA0599.1.KLF5	chr1	156522402	156522411	-	0.000	0.000	Merged-chr1-156522298-40
NR19990--MA1107.1.KLF9	chr14	73377970	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR13837--MA0742.1.Klf12	chr12	69853616	69853630	+	0.000	0.000	Merged-chr12-69853558-20
NR65797--MA0599.1.KLF5	chr9	105078826	105078835	-	0.000	0.000	Merged-chr9-105078921-24
NR13442--MA1107.1.KLF9	chr12	33220641	33220653	-	0.000	0.000	Merged-chr12-33220672-27
NR65399--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR65998--MA0493.1.Klf1	chr9	107719431	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR19987--MA0599.1.KLF5	chr14	73377972	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR65997--MA0039.3.KLF4	chr9	107719433	107719443	+	0.000	0.000	Merged-chr9-107719377-27
NR13900--MA0599.1.KLF5	chr12	71577482	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR8039--MA0741.1.KLF16	chr10	118310793	118310803	+	0.000	0.000	Merged-chr10-118310957-20
NR41107--MA0039.3.KLF4	chr3	132791416	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR52254--MA0039.3.KLF4	chr6	53455550	53455560	+	0.000	0.000	Merged-chr6-53455637-20
NR23886--MA0741.1.KLF16	chr16	18460125	18460135	+	0.000	0.000	Merged-chr16-18460092-61
NR12283--MA0741.1.KLF16	chr11	109347875	109347885	-	0.000	0.000	Merged-chr11-109347836-28
NR7760--MA0742.1.Klf12	chr10	111715397	111715411	-	0.000	0.000	Merged-chr10-111715471-15
NR42373--MA0742.1.Klf12	chr4	10875650	10875664	+	0.000	0.000	Merged-chr4-10875548-10
NR29763--MA0741.1.KLF16	chr18	54822921	54822931	+	0.000	0.000	Merged-chr18-54822886-30
NR57436--MA0741.1.KLF16	chr7	84149143	84149153	-	0.000	0.000	Merged-chr7-84149073-24
NR34611--MA1107.1.KLF9	chr2	70425767	70425779	+	0.000	0.000	Merged-chr2-70425902-24
NR6727--MA1107.1.KLF9	chr10	81247980	81247992	+	0.000	0.000	Merged-chr10-81248090-40
NR57933--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR25688--MA0741.1.KLF16	chr17	5138643	5138653	-	0.000	0.000	Merged-chr17-5138884-51
NR2718--MA0599.1.KLF5	chr1	151698130	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR59129--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR60814--MA0599.1.KLF5	chr8	61606944	61606953	+	0.000	0.000	Merged-chr8-61607091-30
NR38436--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR16500--MA0742.1.Klf12	chr13	52976726	52976740	+	0.000	0.000	Merged-chr13-52976718-35
NR40682--MA0599.1.KLF5	chr3	121967722	121967731	+	0.000	0.000	Merged-chr3-121967857-57
NR49590--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
NR58291--MA0741.1.KLF16	chr7	113419648	113419658	+	0.000	0.000	Merged-chr7-113419557-35
NR48355--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR25004--MA0657.1.KLF13	chr16	76310889	76310906	-	0.000	0.000	Merged-chr16-76310830-49
NR13836--MA0740.1.KLF14	chr12	69853616	69853629	+	0.000	0.000	Merged-chr12-69853558-20
NR29758--MA0657.1.KLF13	chr18	54822919	54822936	+	0.000	0.000	Merged-chr18-54822886-30
NR51668--MA0493.1.Klf1	chr6	28878189	28878199	-	0.000	0.000	Merged-chr6-28878211-33
NR62871--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR46206--MA0742.1.Klf12	chr4	149854491	149854505	-	0.000	0.000	Merged-chr4-149854542-67
NR10801--MA1107.1.KLF9	chr11	77887855	77887867	+	0.000	0.000	Merged-chr11-77887652-60
NR32164--MA1107.1.KLF9	chr19	42770731	42770743	-	0.000	0.000	Merged-chr19-42770693-24
NR34899--MA1107.1.KLF9	chr2	76421442	76421454	-	0.000	0.000	Merged-chr2-76421582-29
NR63409--MA0741.1.KLF16	chr9	15531413	15531423	+	0.000	0.000	Merged-chr9-15531370-12
NR16866--MA0742.1.Klf12	chr13	64432306	64432320	+	0.000	0.000	Merged-chr13-64432516-70
NR40016--MA0599.1.KLF5	chr3	98406700	98406709	+	0.000	0.000	Merged-chr3-98406778-20
NR65996--MA0599.1.KLF5	chr9	107719432	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR38042--MA0599.1.KLF5	chr2	172940357	172940366	-	0.000	0.000	Merged-chr2-172940358-59
NR4504--MA1107.1.KLF9	chr1	191486774	191486786	-	0.000	0.000	Merged-chr1-191486758-12
NR37809--MA0741.1.KLF16	chr2	168525574	168525584	+	0.000	0.000	Merged-chr2-168525389-54
NR47602--MA0741.1.KLF16	chr5	51552661	51552671	+	0.000	0.000	Merged-chr5-51552540-96
NR8882--MA0741.1.KLF16	chr11	4390659	4390669	-	0.000	0.000	Merged-chr11-4390804-16
NR29432--MA1107.1.KLF9	chr18	35776623	35776635	+	0.000	0.000	Merged-chr18-35776738-19
NR17433--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR38145--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR56281--MA0493.1.Klf1	chr7	35119050	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR63141--MA0740.1.KLF14	chr8	126699187	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR62866--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR63144--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR64449--MA0039.3.KLF4	chr9	61779367	61779377	+	0.000	0.000	Merged-chr9-61779248-32
NR451--MA0741.1.KLF16	chr1	39702691	39702701	-	0.000	0.000	Merged-chr1-39702774-23
NR53688--MA0740.1.KLF14	chr6	116682493	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR6734--MA1107.1.KLF9	chr10	81247994	81248006	+	0.000	0.000	Merged-chr10-81248090-40
NR52292--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR34019--MA0493.1.Klf1	chr2	37765371	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR34606--MA0599.1.KLF5	chr2	70425766	70425775	+	0.000	0.000	Merged-chr2-70425902-24
NR7308--MA0657.1.KLF13	chr10	93933173	93933190	-	0.000	0.000	Merged-chr10-93933103-29
NR52294--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR12284--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR52293--MA0039.3.KLF4	chr6	54760115	54760125	+	0.000	0.000	Merged-chr6-54760187-57
NR7708--MA1107.1.KLF9	chr10	110952118	110952130	+	0.000	0.000	Merged-chr10-110952029-21
NR6725--MA0039.3.KLF4	chr10	81247884	81247894	-	0.000	0.000	Merged-chr10-81248090-40
NR8879--MA0741.1.KLF16	chr11	4390656	4390666	-	0.000	0.000	Merged-chr11-4390804-16
NR14216--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR17282--MA0741.1.KLF16	chr13	89521653	89521663	+	0.000	0.000	Merged-chr13-89521757-30
NR24558--MA0741.1.KLF16	chr16	49959188	49959198	+	0.000	0.000	Merged-chr16-49959222-29
NR15685--MA0493.1.Klf1	chr13	13582202	13582212	-	0.000	0.000	Merged-chr13-13582107-29
NR37850--MA0599.1.KLF5	chr2	168741430	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR2779--MA1107.1.KLF9	chr1	153723465	153723477	-	0.000	0.000	Merged-chr1-153723564-53
NR29759--MA0742.1.Klf12	chr18	54822920	54822934	+	0.000	0.000	Merged-chr18-54822886-30
NR32750--MA0599.1.KLF5	chr19	57882083	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR48933--MA0039.3.KLF4	chr5	105798810	105798820	-	0.000	0.000	Merged-chr5-105798670-49
NR64448--MA0599.1.KLF5	chr9	61779366	61779375	+	0.000	0.000	Merged-chr9-61779248-32
NR41797--MA1107.1.KLF9	chr3	149097710	149097722	+	0.000	0.000	Merged-chr3-149097847-1
NR34020--MA1107.1.KLF9	chr2	37765369	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR8745--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR29761--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR355--MA0493.1.Klf1	chr1	36919866	36919876	+	0.000	0.000	Merged-chr1-36919930-2
NR39336--MA0493.1.Klf1	chr3	79451644	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR30125--MA0741.1.KLF16	chr18	65322464	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR13959--MA0741.1.KLF16	chr12	73746281	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR43431--MA1107.1.KLF9	chr4	63486715	63486727	+	0.000	0.000	Merged-chr4-63486767-20
NR17468--MA0599.1.KLF5	chr13	95765258	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR48661--MA1107.1.KLF9	chr5	97090259	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR60572--MA0493.1.Klf1	chr8	45410379	45410389	-	0.000	0.000	Merged-chr8-45410262-39
NR62872--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR13901--MA0599.1.KLF5	chr12	71577500	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR57934--MA0741.1.KLF16	chr7	102347589	102347599	+	0.000	0.000	Merged-chr7-102347477-20
NR7710--MA1107.1.KLF9	chr10	110952122	110952134	+	0.000	0.000	Merged-chr10-110952029-21
NR66205--MA0741.1.KLF16	chr9	112175470	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR13904--MA0741.1.KLF16	chr12	71577499	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR58290--MA0599.1.KLF5	chr7	113419648	113419657	+	0.000	0.000	Merged-chr7-113419557-35
NR54010--MA1107.1.KLF9	chr6	125468294	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR63734--MA1107.1.KLF9	chr9	32672276	32672288	-	0.000	0.000	Merged-chr9-32672440-49
NR38413--MA0599.1.KLF5	chr3	8717393	8717402	+	0.000	0.000	Merged-chr3-8717539-26
NR68366--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR65798--MA0493.1.Klf1	chr9	105078826	105078836	-	0.000	0.000	Merged-chr9-105078921-24
NR51847--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR51669--MA0741.1.KLF16	chr6	28878194	28878204	-	0.000	0.000	Merged-chr6-28878211-33
NR57437--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR40090--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR8747--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR38189--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR13130--MA0039.3.KLF4	chr12	8859007	8859017	-	0.000	0.000	Merged-chr12-8859142-27
NR21838--MA0741.1.KLF16	chr15	66286836	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR63992--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR10449--MA0599.1.KLF5	chr11	69919802	69919811	+	0.000	0.000	Merged-chr11-69919909-46
NR13440--MA0657.1.KLF13	chr12	33220652	33220669	+	0.000	0.000	Merged-chr12-33220672-27
NR53100--MA0740.1.KLF14	chr6	91698957	91698970	+	0.000	0.000	Merged-chr6-91699017-27
NR17726--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR53634--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR57074--MA0039.3.KLF4	chr7	74296316	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR1910--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR6918--MA0740.1.KLF14	chr10	84440815	84440828	-	0.000	0.000	Merged-chr10-84440807-71
NR2719--MA0741.1.KLF16	chr1	151698129	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR3993--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR29760--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR30934--MA0742.1.Klf12	chr18	83993536	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR63732--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR1912--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR25690--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR17434--MA0741.1.KLF16	chr13	94144779	94144789	-	0.000	0.000	Merged-chr13-94144726-31
NR62257--MA0599.1.KLF5	chr8	108887219	108887228	-	0.000	0.000	Merged-chr8-108887120-78
NR29298--MA1107.1.KLF9	chr18	32311869	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR17727--MA0742.1.Klf12	chr13	101569566	101569580	+	0.000	0.000	Merged-chr13-101569413-14
