#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR5135--MA0684.1.RUNX3	chr2	59716627	59716636	-	0.000	0.000	Merged-chr2-59716624-17
NR6955--MA0002.2.RUNX1	chr5	31964050	31964060	+	0.000	0.000	Merged-chr5-31963887-11
NR1960--MA0002.2.RUNX1	chr12	55367005	55367015	-	0.000	0.000	Merged-chr12-55366796-37
NR2942--MA0002.2.RUNX1	chr14	47188183	47188193	-	0.000	0.000	Merged-chr14-47188104-35
NR987--MA0002.2.RUNX1	chr10	39793434	39793444	+	0.000	0.000	Merged-chr10-39793457-38
NR8356--MA0002.2.RUNX1	chr7	96456512	96456522	-	0.000	0.000	Merged-chr7-96456783-25
NR6676--MA0002.2.RUNX1	chr4	123588773	123588783	-	0.000	0.000	Merged-chr4-123588937-38
NR7387--MA0002.2.RUNX1	chr5	148501500	148501510	+	0.000	0.000	Merged-chr5-148501527-73
NR4377--MA0002.2.RUNX1	chr17	86038397	86038407	-	0.000	0.000	Merged-chr17-86038391-20
NR3556--MA0684.1.RUNX3	chr15	97455694	97455703	-	0.000	0.000	Merged-chr15-97455795-23
NR1528--MA0684.1.RUNX3	chr11	54105211	54105220	-	0.000	0.000	Merged-chr11-54105258-8
NR599--MA0002.2.RUNX1	chr1	161309625	161309635	-	0.000	0.000	Merged-chr1-161309457-43
NR4247--MA0002.2.RUNX1	chr17	52463554	52463564	+	0.000	0.000	Merged-chr17-52463426-13
NR8335--MA0002.2.RUNX1	chr7	84740070	84740080	+	0.000	0.000	Merged-chr7-84740151-41
NR346--MA0684.1.RUNX3	chr1	88475603	88475612	+	0.000	0.000	Merged-chr1-88475619-20
NR978--MA0684.1.RUNX3	chr10	39005776	39005785	+	0.000	0.000	Merged-chr10-39005753-18
NR835--MA0684.1.RUNX3	chr10	9856012	9856021	+	0.000	0.000	Merged-chr10-9856019-18
NR6092--MA0002.2.RUNX1	chr3	129561207	129561217	+	0.000	0.000	Merged-chr3-129561081-2
NR339--MA0002.2.RUNX1	chr1	87378986	87378996	+	0.000	0.000	Merged-chr1-87378937-12
NR276--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR6951--MA0511.2.RUNX2	chr5	29195825	29195833	+	0.000	0.000	Merged-chr5-29195906-68
NR9309--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR4824--MA0002.2.RUNX1	chr19	33265322	33265332	+	0.000	0.000	Merged-chr19-33265390-26
NR2397--MA0002.2.RUNX1	chr13	44097391	44097401	-	0.000	0.000	Merged-chr13-44097360-12
NR6756--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR2829--MA0684.1.RUNX3	chr14	15273275	15273284	-	0.000	0.000	Merged-chr14-15273135-43
NR4360--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR2253--MA0684.1.RUNX3	chr13	5806318	5806327	-	0.000	0.000	Merged-chr13-5806398-17
NR122--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR1079--MA0684.1.RUNX3	chr10	68673690	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR8081--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR8796--MA0684.1.RUNX3	chr8	96552737	96552746	-	0.000	0.000	Merged-chr8-96552694-31
NR2342--MA0002.2.RUNX1	chr13	28502512	28502522	-	0.000	0.000	Merged-chr13-28502397-49
NR2616--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR6211--MA0684.1.RUNX3	chr3	148465711	148465720	-	0.000	0.000	Merged-chr3-148465597-36
NR8014--MA0002.2.RUNX1	chr6	140817135	140817145	-	0.000	0.000	Merged-chr6-140817043-66
NR4578--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR6608--MA0511.2.RUNX2	chr4	97657874	97657882	+	0.000	0.000	Merged-chr4-97657761-27
NR5461--MA0002.2.RUNX1	chr2	151959545	151959555	-	0.000	0.000	Merged-chr2-151959461-52
NR6303--MA0511.2.RUNX2	chr4	10770174	10770182	+	0.000	0.000	Merged-chr4-10770192-53
NR117--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR845--MA0511.2.RUNX2	chr10	12614550	12614558	+	0.000	0.000	Merged-chr10-12614708-18
NR1289--MA0684.1.RUNX3	chr10	118714234	118714243	+	0.000	0.000	Merged-chr10-118714396-52
NR6805--MA0511.2.RUNX2	chr4	150339060	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR4659--MA0002.2.RUNX1	chr18	73643249	73643259	-	0.000	0.000	Merged-chr18-73643262-33
NR6673--MA0684.1.RUNX3	chr4	123416433	123416442	-	0.000	0.000	Merged-chr4-123416422-1
NR1983--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR3772--MA0684.1.RUNX3	chr16	52007168	52007177	-	0.000	0.000	Merged-chr16-52007257-28
NR4357--MA0511.2.RUNX2	chr17	80419014	80419022	+	0.000	0.000	Merged-chr17-80418993-27
NR6609--MA0684.1.RUNX3	chr4	97657874	97657883	+	0.000	0.000	Merged-chr4-97657761-27
NR7330--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR707--MA0511.2.RUNX2	chr1	179240818	179240826	+	0.000	0.000	Merged-chr1-179240877-38
NR7343--MA0002.2.RUNX1	chr5	137072177	137072187	+	0.000	0.000	Merged-chr5-137072251-26
NR8454--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR4869--MA0002.2.RUNX1	chr19	56687200	56687210	-	0.000	0.000	Merged-chr19-56687212-16
NR7561--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR3601--MA0002.2.RUNX1	chr16	10690240	10690250	-	0.000	0.000	Merged-chr16-10690218-33
NR8718--MA0002.2.RUNX1	chr8	69196705	69196715	+	0.000	0.000	Merged-chr8-69196673-22
NR5470--MA0511.2.RUNX2	chr2	154754296	154754304	+	0.000	0.000	Merged-chr2-154754253-27
NR3505--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR2016--MA0511.2.RUNX2	chr12	76853983	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR8208--MA0002.2.RUNX1	chr7	49335376	49335386	+	0.000	0.000	Merged-chr7-49335315-27
NR9363--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR6928--MA0684.1.RUNX3	chr5	23394519	23394528	+	0.000	0.000	Merged-chr5-23394422-14
NR1030--MA0684.1.RUNX3	chr10	56486719	56486728	+	0.000	0.000	Merged-chr10-56486689-18
NR3975--MA0002.2.RUNX1	chr16	96767561	96767571	+	0.000	0.000	Merged-chr16-96767615-1
NR4629--MA0684.1.RUNX3	chr18	68227789	68227798	-	0.000	0.000	Merged-chr18-68227583-82
NR5493--MA0002.2.RUNX1	chr2	160746824	160746834	+	0.000	0.000	Merged-chr2-160746776-15
NR7400--MA0511.2.RUNX2	chr5	149368335	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR8555--MA0684.1.RUNX3	chr8	13955210	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR4275--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR9071--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR3801--MA0511.2.RUNX2	chr16	58718951	58718959	-	0.000	0.000	Merged-chr16-58718786-22
NR497--MA0511.2.RUNX2	chr1	135019149	135019157	+	0.000	0.000	Merged-chr1-135019182-17
NR1798--MA0002.2.RUNX1	chr12	8818046	8818056	-	0.000	0.000	Merged-chr12-8817903-12
NR3735--MA0684.1.RUNX3	chr16	43376987	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR3858--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR1750--MA0684.1.RUNX3	chr11	118232694	118232703	+	0.000	0.000	Merged-chr11-118232579-51
NR1876--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR9225--MA0002.2.RUNX1	chr9	84031079	84031089	-	0.000	0.000	Merged-chr9-84030961-27
NR4376--MA0511.2.RUNX2	chr17	86038397	86038405	+	0.000	0.000	Merged-chr17-86038391-20
NR3771--MA0002.2.RUNX1	chr16	52007167	52007177	+	0.000	0.000	Merged-chr16-52007257-28
NR6228--MA0002.2.RUNX1	chr3	152355531	152355541	+	0.000	0.000	Merged-chr3-152355609-21
NR3803--MA0002.2.RUNX1	chr16	58718949	58718959	+	0.000	0.000	Merged-chr16-58718786-22
NR7971--MA0511.2.RUNX2	chr6	136944726	136944734	+	0.000	0.000	Merged-chr6-136944749-25
NR4438--MA0684.1.RUNX3	chr18	7410390	7410399	-	0.000	0.000	Merged-chr18-7410256-40
NR3641--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR3165--MA0002.2.RUNX1	chr14	118681223	118681233	+	0.000	0.000	Merged-chr14-118681179-25
NR3707--MA0002.2.RUNX1	chr16	35781230	35781240	+	0.000	0.000	Merged-chr16-35781109-15
NR8334--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR4276--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR3959--MA0002.2.RUNX1	chr16	95263159	95263169	-	0.000	0.000	Merged-chr16-95263048-64
NR229--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR9326--MA0002.2.RUNX1	chr9	105689681	105689691	+	0.000	0.000	Merged-chr9-105689631-24
NR9435--MA0002.2.RUNX1	chrX	17590935	17590945	+	0.000	0.000	Merged-chrX-17590800-11
NR5599--MA0002.2.RUNX1	chr3	9567028	9567038	-	0.000	0.000	Merged-chr3-9567055-14
NR7388--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR9434--MA0684.1.RUNX3	chrX	17521350	17521359	+	0.000	0.000	Merged-chrX-17521323-26
NR2428--MA0511.2.RUNX2	chr13	52628201	52628209	+	0.000	0.000	Merged-chr13-52628204-1
NR1313--MA0002.2.RUNX1	chr10	122200005	122200015	+	0.000	0.000	Merged-chr10-122200080-48
NR5133--MA0511.2.RUNX2	chr2	59716628	59716636	-	0.000	0.000	Merged-chr2-59716624-17
NR893--MA0002.2.RUNX1	chr10	17539348	17539358	+	0.000	0.000	Merged-chr10-17539427-37
NR7869--MA0002.2.RUNX1	chr6	120957517	120957527	+	0.000	0.000	Merged-chr6-120957473-22
NR3367--MA0002.2.RUNX1	chr15	50841965	50841975	-	0.000	0.000	Merged-chr15-50841998-15
NR9101--MA0002.2.RUNX1	chr9	50966604	50966614	-	0.000	0.000	Merged-chr9-50966454-25
NR32--MA0002.2.RUNX1	chr1	10325539	10325549	-	0.000	0.000	Merged-chr1-10325689-27
NR5549--MA0002.2.RUNX1	chr2	173455381	173455391	+	0.000	0.000	Merged-chr2-173455329-43
NR3554--MA0511.2.RUNX2	chr15	97455695	97455703	-	0.000	0.000	Merged-chr15-97455795-23
NR3184--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR9223--MA0002.2.RUNX1	chr9	84030862	84030872	+	0.000	0.000	Merged-chr9-84030961-27
NR2582--MA0002.2.RUNX1	chr13	93939604	93939614	+	0.000	0.000	Merged-chr13-93939742-17
NR9431--MA0511.2.RUNX2	chrX	17521350	17521358	+	0.000	0.000	Merged-chrX-17521323-26
NR3197--MA0002.2.RUNX1	chr14	121983212	121983222	+	0.000	0.000	Merged-chr14-121983424-16
NR7285--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR7394--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR6811--MA0002.2.RUNX1	chr4	150903123	150903133	-	0.000	0.000	Merged-chr4-150903290-12
NR976--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR340--MA0684.1.RUNX3	chr1	87378987	87378996	-	0.000	0.000	Merged-chr1-87378937-12
NR6953--MA0684.1.RUNX3	chr5	31831715	31831724	+	0.000	0.000	Merged-chr5-31831785-25
NR9324--MA0002.2.RUNX1	chr9	105689658	105689668	+	0.000	0.000	Merged-chr9-105689631-24
NR7025--MA0002.2.RUNX1	chr5	52149336	52149346	+	0.000	0.000	Merged-chr5-52149380-37
NR9310--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR2858--MA0002.2.RUNX1	chr14	20775785	20775795	-	0.000	0.000	Merged-chr14-20775848-16
NR713--MA0002.2.RUNX1	chr1	180252899	180252909	-	0.000	0.000	Merged-chr1-180252895-14
NR9446--MA0002.2.RUNX1	chrX	36609446	36609456	+	0.000	0.000	Merged-chrX-36609305-28
NR7024--MA0684.1.RUNX3	chr5	52126037	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR7626--MA0511.2.RUNX2	chr6	60940542	60940550	+	0.000	0.000	Merged-chr6-60940563-22
NR6131--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR1077--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR712--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR7649--MA0002.2.RUNX1	chr6	67129074	67129084	+	0.000	0.000	Merged-chr6-67129210-17
NR6732--MA0511.2.RUNX2	chr4	136106913	136106921	+	0.000	0.000	Merged-chr4-136106995-34
NR1519--MA0684.1.RUNX3	chr11	52320785	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR9262--MA0684.1.RUNX3	chr9	92217806	92217815	+	0.000	0.000	Merged-chr9-92217904-40
NR9070--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR847--MA0684.1.RUNX3	chr10	12614550	12614559	+	0.000	0.000	Merged-chr10-12614708-18
NR4700--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR1797--MA0511.2.RUNX2	chr12	8818046	8818054	+	0.000	0.000	Merged-chr12-8817903-12
NR6854--MA0511.2.RUNX2	chr5	8075408	8075416	+	0.000	0.000	Merged-chr5-8075370-38
NR5329--MA0002.2.RUNX1	chr2	121276174	121276184	+	0.000	0.000	Merged-chr2-121276233-14
NR5729--MA0684.1.RUNX3	chr3	41077545	41077554	-	0.000	0.000	Merged-chr3-41077638-22
NR7217--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR6807--MA0684.1.RUNX3	chr4	150339059	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR1287--MA0511.2.RUNX2	chr10	118714234	118714242	+	0.000	0.000	Merged-chr10-118714396-52
NR9224--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR5708--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR6671--MA0511.2.RUNX2	chr4	123416434	123416442	-	0.000	0.000	Merged-chr4-123416422-1
NR230--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR425--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR277--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR9203--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR709--MA0684.1.RUNX3	chr1	179240818	179240827	+	0.000	0.000	Merged-chr1-179240877-38
NR500--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR147--MA0002.2.RUNX1	chr1	43403618	43403628	-	0.000	0.000	Merged-chr1-43403565-20
NR498--MA0511.2.RUNX2	chr1	135019166	135019174	+	0.000	0.000	Merged-chr1-135019182-17
NR4543--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR8360--MA0684.1.RUNX3	chr7	96910466	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR636--MA0002.2.RUNX1	chr1	165837746	165837756	-	0.000	0.000	Merged-chr1-165837829-51
NR4361--MA0002.2.RUNX1	chr17	80772668	80772678	+	0.000	0.000	Merged-chr17-80772766-52
NR7218--MA0684.1.RUNX3	chr5	103746760	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR8452--MA0511.2.RUNX2	chr7	123355109	123355117	+	0.000	0.000	Merged-chr7-123355107-50
NR8082--MA0002.2.RUNX1	chr7	6172089	6172099	-	0.000	0.000	Merged-chr7-6172024-124
NR5598--MA0511.2.RUNX2	chr3	9567028	9567036	+	0.000	0.000	Merged-chr3-9567055-14
NR6197--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR2617--MA0002.2.RUNX1	chr13	99503594	99503604	+	0.000	0.000	Merged-chr13-99503494-98
NR8637--MA0002.2.RUNX1	chr8	34120821	34120831	+	0.000	0.000	Merged-chr8-34120698-35
NR6304--MA0002.2.RUNX1	chr4	10770174	10770184	-	0.000	0.000	Merged-chr4-10770192-53
NR6956--MA0684.1.RUNX3	chr5	31964051	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR217--MA0511.2.RUNX2	chr1	64527765	64527773	-	0.000	0.000	Merged-chr1-64527761-39
NR118--MA0002.2.RUNX1	chr1	38557783	38557793	-	0.000	0.000	Merged-chr1-38557840-50
NR4514--MA0684.1.RUNX3	chr18	41888563	41888572	+	0.000	0.000	Merged-chr18-41888397-77
NR8553--MA0511.2.RUNX2	chr8	13955211	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR2020--MA0002.2.RUNX1	chr12	76932828	76932838	+	0.000	0.000	Merged-chr12-76932922-30
NR5920--MA0002.2.RUNX1	chr3	83987977	83987987	-	0.000	0.000	Merged-chr3-83987942-35
NR6806--MA0002.2.RUNX1	chr4	150339058	150339068	+	0.000	0.000	Merged-chr4-150339180-18
NR988--MA0684.1.RUNX3	chr10	39793435	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR8357--MA0684.1.RUNX3	chr7	96456512	96456521	+	0.000	0.000	Merged-chr7-96456783-25
NR4378--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR4358--MA0002.2.RUNX1	chr17	80419014	80419024	-	0.000	0.000	Merged-chr17-80418993-27
NR7735--MA0002.2.RUNX1	chr6	89421720	89421730	+	0.000	0.000	Merged-chr6-89421751-50
NR8079--MA0002.2.RUNX1	chr7	4964521	4964531	+	0.000	0.000	Merged-chr7-4964465-28
NR7973--MA0684.1.RUNX3	chr6	136944726	136944735	+	0.000	0.000	Merged-chr6-136944749-25
NR5131--MA0002.2.RUNX1	chr2	59488408	59488418	-	0.000	0.000	Merged-chr2-59488284-24
NR8336--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR2581--MA0511.2.RUNX2	chr13	93939606	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR3451--MA0002.2.RUNX1	chr15	73833398	73833408	+	0.000	0.000	Merged-chr15-73833465-20
NR8396--MA0511.2.RUNX2	chr7	109741960	109741968	-	0.000	0.000	Merged-chr7-109741680-86
NR3960--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR6093--MA0684.1.RUNX3	chr3	129561208	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR5471--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR2017--MA0002.2.RUNX1	chr12	76853981	76853991	+	0.000	0.000	Merged-chr12-76853895-20
NR6456--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR4110--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR3300--MA0002.2.RUNX1	chr15	36521489	36521499	-	0.000	0.000	Merged-chr15-36521520-11
NR6757--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR3204--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR2857--MA0511.2.RUNX2	chr14	20775785	20775793	+	0.000	0.000	Merged-chr14-20775848-16
NR7401--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR3280--MA0684.1.RUNX3	chr15	31473069	31473078	+	0.000	0.000	Merged-chr15-31472972-16
NR4328--MA0684.1.RUNX3	chr17	70986059	70986068	+	0.000	0.000	Merged-chr17-70986158-26
NR3802--MA0002.2.RUNX1	chr16	58718943	58718953	+	0.000	0.000	Merged-chr16-58718786-22
NR1851--MA0002.2.RUNX1	chr12	24565554	24565564	-	0.000	0.000	Merged-chr12-24565518-17
NR8518--MA0002.2.RUNX1	chr7	143624769	143624779	-	0.000	0.000	Merged-chr7-143624807-1
NR7870--MA0684.1.RUNX3	chr6	120957518	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR1877--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR7850--MA0002.2.RUNX1	chr6	119521547	119521557	+	0.000	0.000	Merged-chr6-119521532-2
NR6348--MA0684.1.RUNX3	chr4	21777263	21777272	-	0.000	0.000	Merged-chr4-21777140-4
NR8359--MA0511.2.RUNX2	chr7	96910467	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR7406--MA0002.2.RUNX1	chr5	151190178	151190188	-	0.000	0.000	Merged-chr5-151190007-65
NR6166--MA0002.2.RUNX1	chr3	143647010	143647020	+	0.000	0.000	Merged-chr3-143647123-49
NR175--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR2828--MA0511.2.RUNX2	chr14	15273276	15273284	-	0.000	0.000	Merged-chr14-15273135-43
NR7972--MA0002.2.RUNX1	chr6	136944726	136944736	-	0.000	0.000	Merged-chr6-136944749-25
NR5550--MA0684.1.RUNX3	chr2	173455382	173455391	-	0.000	0.000	Merged-chr2-173455329-43
NR7712--MA0002.2.RUNX1	chr6	84617147	84617157	-	0.000	0.000	Merged-chr6-84617241-46
NR86--MA0002.2.RUNX1	chr1	23272301	23272311	-	0.000	0.000	Merged-chr1-23272204-17
NR9263--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR9100--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR3540--MA0511.2.RUNX2	chr15	94478962	94478970	+	0.000	0.000	Merged-chr15-94478905-44
NR7423--MA0511.2.RUNX2	chr6	8352888	8352896	-	0.000	0.000	Merged-chr6-8352802-16
NR5482--MA0002.2.RUNX1	chr2	158160114	158160124	+	0.000	0.000	Merged-chr2-158160127-37
NR7562--MA0684.1.RUNX3	chr6	43619393	43619402	+	0.000	0.000	Merged-chr6-43619418-19
NR7628--MA0684.1.RUNX3	chr6	60940542	60940551	+	0.000	0.000	Merged-chr6-60940563-22
NR5134--MA0002.2.RUNX1	chr2	59716626	59716636	+	0.000	0.000	Merged-chr2-59716624-17
NR7022--MA0511.2.RUNX2	chr5	52126038	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR7589--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR3215--MA0002.2.RUNX1	chr15	4816961	4816971	+	0.000	0.000	Merged-chr15-4816968-28
NR9583--MA0002.2.RUNX1	chrX	159021643	159021653	-	0.000	0.000	Merged-chrX-159021727-36
NR8209--MA0684.1.RUNX3	chr7	49335377	49335386	-	0.000	0.000	Merged-chr7-49335315-27
NR710--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
