#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed MACS2_DKO_Tfh_peaks.Tcf7.sig.bed MACS2_DKO_Th1_peaks.Tcf7.sig.bed MACS2_Naive_peaks.Tcf7.sig.bed MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed MACS2_WT_Tfh_peaks.Tcf7.sig.bed MACS2_WT_Th1_peaks.Tcf7.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	MACS2_Naive_peaks.Tcf7.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	MACS2_WT_Tfh_peaks.Tcf7.sig.bed	MACS2_WT_Th1_peaks.Tcf7.sig.bed
Merged-chr11-52224380-9	chr11	52224252	52224553	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	9	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49631	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41490a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41490b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34418b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34418a	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61131	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57767	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43822	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41945
Merged-chr11-52232141-8	chr11	52231893	52232340	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	8	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49632	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41491a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41491b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34419	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61132	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57768a	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43823	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41946
Merged-chr11-52265936-7	chr11	52265809	52266042	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49635	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41502	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34427	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61143	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57774	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43831	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41950
Merged-chr11-52268546-7	chr11	52268411	52268662	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49636	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41503	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34428	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61144	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57775	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43832	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41951
Merged-chr11-52310965-7	chr11	52310848	52311109	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49644	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41512	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34438	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61154	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57780	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43839	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41959
Merged-chr11-52314349-9	chr11	52314137	52314589	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	9	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49645	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41513	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34439a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34439b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61155b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61155c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57781	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43840	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41960
Merged-chr11-52318698-7	chr11	52318561	52318811	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49646	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41514	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34440	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61156	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57782	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43841	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41961
Merged-chr11-52341167-10	chr11	52341002	52341413	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	10	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49649	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41521a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41521b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34447a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34447b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61163	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57790a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57790b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43849	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41963
Merged-chr11-52396666-12	chr11	52396507	52396828	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	12	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49654	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41525a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41525b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34452a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34452b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61170	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57797a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57797b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43854a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43854b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43854c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41967
Merged-chr11-52294362-8	chr11	52294186	52294554	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Tfh_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	8	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49641	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41508a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_41508b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34434	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61151	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57778	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43836	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41957
Merged-chr11-52120040-1	chr11	52119965	52120115	+	0.000000	MACS2_WT_Th1_peaks.Tcf7.sig.bed	1							/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41938
Merged-chr11-52075827-2	chr11	52075752	52075902	+	0.000000	MACS2_WT_Tfh_peaks.Tcf7.sig.bed	2						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43814b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43814c	
Merged-chr11-52343212-1	chr11	52343137	52343287	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	1					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57792		
Merged-chr11-52283157-15	chr11	52282980	52283366	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_DKO_Th1_peaks.Tcf7.sig.bed|MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	15	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49639a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49639b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34432a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34432b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_34432c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61148d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61148a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61148b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61148c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57777a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57777b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57777c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57777d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57777e		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41955
