#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR41038--MA0741.1.KLF16	chr3	52732160	52732170	+	0.000	0.000	Merged-chr3-52732187-17
NR8383--MA0493.1.Klf1	chr10	117651216	117651226	-	0.000	0.000	Merged-chr10-117651194-26
NR45583--MA0741.1.KLF16	chr4	56114123	56114133	-	0.000	0.000	Merged-chr4-56114012-43
NR12896--MA0657.1.KLF13	chr11	115999777	115999794	+	0.000	0.000	Merged-chr11-115999757-14
NR66923--MA0599.1.KLF5	chr8	117481972	117481981	-	0.000	0.000	Merged-chr8-117482001-12
NR28412--MA0742.1.Klf12	chr17	29304612	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR8466--MA0741.1.KLF16	chr10	118884343	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR31171--MA1107.1.KLF9	chr18	34119162	34119174	+	0.000	0.000	Merged-chr18-34119023-1
NR63523--MA0493.1.Klf1	chr7	139169314	139169324	+	0.000	0.000	Merged-chr7-139169350-23
NR4235--MA0741.1.KLF16	chr1	180410509	180410519	+	0.000	0.000	Merged-chr1-180410391-12
NR2828--MA0039.3.KLF4	chr1	143319643	143319653	+	0.000	0.000	Merged-chr1-143319719-34
NR12845--MA1107.1.KLF9	chr11	115461900	115461912	-	0.000	0.000	Merged-chr11-115461970-11
NR66851--MA0740.1.KLF14	chr8	116645532	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR6438--MA0741.1.KLF16	chr10	68054325	68054335	+	0.000	0.000	Merged-chr10-68054504-48
NR47494--MA0039.3.KLF4	chr4	129696179	129696189	+	0.000	0.000	Merged-chr4-129696167-1
NR18668--MA0740.1.KLF14	chr13	110044580	110044593	+	0.000	0.000	Merged-chr13-110044688-32
NR23116--MA0742.1.Klf12	chr15	60120104	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR19575--MA0493.1.Klf1	chr14	25421975	25421985	+	0.000	0.000	Merged-chr14-25421957-44
NR873--MA0039.3.KLF4	chr1	59180247	59180257	+	0.000	0.000	Merged-chr1-59180254-19
NR61249--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR72181--MA1107.1.KLF9	chrX	73880896	73880908	+	0.000	0.000	Merged-chrX-73880699-35
NR14546--MA0740.1.KLF14	chr12	73657013	73657026	+	0.000	0.000	Merged-chr12-73656860-57
NR33419--MA0493.1.Klf1	chr19	17257001	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR37465--MA0493.1.Klf1	chr2	104146165	104146175	+	0.000	0.000	Merged-chr2-104146200-22
NR72239--MA0039.3.KLF4	chrX	75032199	75032209	+	0.000	0.000	Merged-chrX-75032186-8
NR52739--MA0493.1.Klf1	chr5	125052282	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR43274--MA1107.1.KLF9	chr3	131057379	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR66713--MA0599.1.KLF5	chr8	111769478	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR19574--MA0039.3.KLF4	chr14	25421977	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR53628--MA0599.1.KLF5	chr5	139299446	139299455	+	0.000	0.000	Merged-chr5-139299297-63
NR33217--MA1107.1.KLF9	chr19	8592091	8592103	-	0.000	0.000	Merged-chr19-8592238-38
NR20315--MA0741.1.KLF16	chr14	54146703	54146713	+	0.000	0.000	Merged-chr14-54146707-32
NR54940--MA0039.3.KLF4	chr6	33683797	33683807	-	0.000	0.000	Merged-chr6-33683719-46
NR28837--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR50441--MA0740.1.KLF14	chr5	54111079	54111092	+	0.000	0.000	Merged-chr5-54110931-21
NR58530--MA1107.1.KLF9	chr6	144664961	144664973	+	0.000	0.000	Merged-chr6-144664964-20
NR35270--MA0740.1.KLF14	chr2	25170651	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR27014--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR60880--MA1107.1.KLF9	chr7	66228681	66228693	+	0.000	0.000	Merged-chr7-66228697-16
NR3086--MA1107.1.KLF9	chr1	153427076	153427088	-	0.000	0.000	Merged-chr1-153426995-33
NR43490--MA0742.1.Klf12	chr3	135675685	135675699	+	0.000	0.000	Merged-chr3-135675679-12
NR29198--MA0740.1.KLF14	chr17	47221305	47221318	+	0.000	0.000	Merged-chr17-47221287-27
NR38362--MA1107.1.KLF9	chr2	132230555	132230567	-	0.000	0.000	Merged-chr2-132230330-32
NR28413--MA0493.1.Klf1	chr17	29304616	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR65525--MA0599.1.KLF5	chr8	72285418	72285427	+	0.000	0.000	Merged-chr8-72285397-19
NR34795--MA1107.1.KLF9	chr2	9536041	9536053	+	0.000	0.000	Merged-chr2-9536121-12
NR39340--MA1107.1.KLF9	chr2	160657995	160658007	-	0.000	0.000	Merged-chr2-160657923-30
NR14045--MA1107.1.KLF9	chr12	41044973	41044985	-	0.000	0.000	Merged-chr12-41044922-24
NR66709--MA0599.1.KLF5	chr8	111769458	111769467	+	0.000	0.000	Merged-chr8-111769335-16
NR11545--MA0039.3.KLF4	chr11	87725013	87725023	+	0.000	0.000	Merged-chr11-87724985-4
NR96--MA1107.1.KLF9	chr1	13301832	13301844	+	0.000	0.000	Merged-chr1-13301807-39
NR38689--MA1107.1.KLF9	chr2	144188430	144188442	-	0.000	0.000	Merged-chr2-144188289-22
NR42531--MA0741.1.KLF16	chr3	105825697	105825707	+	0.000	0.000	Merged-chr3-105825792-34
NR69086--MA0039.3.KLF4	chr9	62368719	62368729	-	0.000	0.000	Merged-chr9-62368780-17
NR91--MA0039.3.KLF4	chr1	13294918	13294928	+	0.000	0.000	Merged-chr1-13295038-43
NR26107--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR18669--MA0657.1.KLF13	chr13	110044579	110044596	+	0.000	0.000	Merged-chr13-110044688-32
NR59984--MA0599.1.KLF5	chr7	31028759	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR33814--MA0599.1.KLF5	chr19	38746186	38746195	-	0.000	0.000	Merged-chr19-38746267-36
NR20808--MA0039.3.KLF4	chr14	68078502	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR3665--MA0599.1.KLF5	chr1	165730350	165730359	+	0.000	0.000	Merged-chr1-165730262-25
NR62386--MA0741.1.KLF16	chr7	118499323	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR66708--MA1107.1.KLF9	chr8	111769397	111769409	-	0.000	0.000	Merged-chr8-111769335-16
NR20798--MA0741.1.KLF16	chr14	67886975	67886985	+	0.000	0.000	Merged-chr14-67887091-21
NR8380--MA0742.1.Klf12	chr10	117651212	117651226	-	0.000	0.000	Merged-chr10-117651194-26
NR24662--MA1107.1.KLF9	chr15	98927703	98927715	+	0.000	0.000	Merged-chr15-98927787-24
NR33319--MA0741.1.KLF16	chr19	10801349	10801359	-	0.000	0.000	Merged-chr19-10801244-29
NR18221--MA0657.1.KLF13	chr13	99781076	99781093	-	0.000	0.000	Merged-chr13-99781144-21
NR56513--MA0742.1.Klf12	chr6	95614912	95614926	+	0.000	0.000	Merged-chr6-95614846-71
NR18087--MA1107.1.KLF9	chr13	97406768	97406780	+	0.000	0.000	Merged-chr13-97406780-35
NR8384--MA0741.1.KLF16	chr10	117651215	117651225	-	0.000	0.000	Merged-chr10-117651194-26
NR48971--MA0493.1.Klf1	chr4	154105757	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR26091--MA0599.1.KLF5	chr16	44337718	44337727	-	0.000	0.000	Merged-chr16-44337753-20
NR4787--MA0740.1.KLF14	chr1	191097826	191097839	+	0.000	0.000	Merged-chr1-191097986-4
NR15136--MA0493.1.Klf1	chr12	94083667	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR62054--MA0493.1.Klf1	chr7	110203788	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR46022--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR24658--MA1107.1.KLF9	chr15	98927695	98927707	+	0.000	0.000	Merged-chr15-98927787-24
NR10707--MA1107.1.KLF9	chr11	68499100	68499112	-	0.000	0.000	Merged-chr11-68499042-49
NR34453--MA0741.1.KLF16	chr19	56722052	56722062	-	0.000	0.000	Merged-chr19-56721958-31
NR35452--MA0493.1.Klf1	chr2	27693905	27693915	-	0.000	0.000	Merged-chr2-27693880-30
NR20799--MA0742.1.Klf12	chr14	67912073	67912087	+	0.000	0.000	Merged-chr14-67911920-26
NR51037--MA0493.1.Klf1	chr5	77092712	77092722	+	0.000	0.000	Merged-chr5-77092743-13
NR39336--MA0039.3.KLF4	chr2	160657971	160657981	-	0.000	0.000	Merged-chr2-160657923-30
NR16938--MA0740.1.KLF14	chr13	51776416	51776429	+	0.000	0.000	Merged-chr13-51776600-43
NR28411--MA0740.1.KLF14	chr17	29304613	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR416--MA0742.1.Klf12	chr1	37030906	37030920	+	0.000	0.000	Merged-chr1-37030914-29
NR66892--MA1107.1.KLF9	chr8	117052559	117052571	-	0.000	0.000	Merged-chr8-117052612-3
NR47684--MA1107.1.KLF9	chr4	132749036	132749048	-	0.000	0.000	Merged-chr4-132748989-25
NR11914--MA0493.1.Klf1	chr11	97400519	97400529	-	0.000	0.000	Merged-chr11-97400516-28
NR5410--MA1107.1.KLF9	chr10	21354071	21354083	-	0.000	0.000	Merged-chr10-21353968-32
NR67037--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
NR47457--MA0599.1.KLF5	chr4	129508010	129508019	-	0.000	0.000	Merged-chr4-129508062-20
NR25691--MA0599.1.KLF5	chr16	29978022	29978031	-	0.000	0.000	Merged-chr16-29977874-22
NR62041--MA0740.1.KLF14	chr7	110202890	110202903	+	0.000	0.000	Merged-chr7-110202943-8
NR38206--MA0741.1.KLF16	chr2	128470707	128470717	-	0.000	0.000	Merged-chr2-128470524-44
NR62050--MA0657.1.KLF13	chr7	110203782	110203799	-	0.000	0.000	Merged-chr7-110203728-41
NR63833--MA1107.1.KLF9	chr7	143501134	143501146	+	0.000	0.000	Merged-chr7-143501142-12
NR20310--MA0740.1.KLF14	chr14	54146702	54146715	+	0.000	0.000	Merged-chr14-54146707-32
NR29571--MA0493.1.Klf1	chr17	56913627	56913637	-	0.000	0.000	Merged-chr17-56913567-28
NR53472--MA0493.1.Klf1	chr5	137069006	137069016	-	0.000	0.000	Merged-chr5-137068922-9
NR28127--MA1107.1.KLF9	chr17	25584055	25584067	-	0.000	0.000	Merged-chr17-25583989-33
NR4786--MA1107.1.KLF9	chr1	191097789	191097801	+	0.000	0.000	Merged-chr1-191097986-4
NR52914--MA0039.3.KLF4	chr5	129192021	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR47461--MA0493.1.Klf1	chr4	129508049	129508059	-	0.000	0.000	Merged-chr4-129508062-20
NR5965--MA0039.3.KLF4	chr10	53889522	53889532	-	0.000	0.000	Merged-chr10-53889619-14
NR13244--MA0599.1.KLF5	chr11	120729619	120729628	-	0.000	0.000	Merged-chr11-120729772-16
NR18549--MA1107.1.KLF9	chr13	108170122	108170134	+	0.000	0.000	Merged-chr13-108170237-20
NR23135--MA0493.1.Klf1	chr15	61408819	61408829	+	0.000	0.000	Merged-chr15-61408601-39
NR66888--MA1107.1.KLF9	chr8	117052551	117052563	-	0.000	0.000	Merged-chr8-117052612-3
NR47493--MA0599.1.KLF5	chr4	129696178	129696187	+	0.000	0.000	Merged-chr4-129696167-1
NR56724--MA0493.1.Klf1	chr6	100824841	100824851	-	0.000	0.000	Merged-chr6-100824678-47
NR28355--MA0039.3.KLF4	chr17	28488545	28488555	-	0.000	0.000	Merged-chr17-28488439-21
NR61098--MA0039.3.KLF4	chr7	79262509	79262519	+	0.000	0.000	Merged-chr7-79262630-29
NR67252--MA0741.1.KLF16	chr8	122678202	122678212	+	0.000	0.000	Merged-chr8-122678075-1
NR26384--MA0742.1.Klf12	chr16	59459634	59459648	-	0.000	0.000	Merged-chr16-59459484-51
NR5415--MA1107.1.KLF9	chr10	21975544	21975556	+	0.000	0.000	Merged-chr10-21975536-24
NR17342--MA0741.1.KLF16	chr13	63189564	63189574	-	0.000	0.000	Merged-chr13-63189715-33
NR42496--MA0599.1.KLF5	chr3	104796706	104796715	-	0.000	0.000	Merged-chr3-104796663-34
NR21162--MA0741.1.KLF16	chr14	78679217	78679227	+	0.000	0.000	Merged-chr14-78679093-56
NR872--MA0599.1.KLF5	chr1	59180246	59180255	+	0.000	0.000	Merged-chr1-59180254-19
NR33420--MA1107.1.KLF9	chr19	17256999	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR62100--MA0599.1.KLF5	chr7	110956799	110956808	+	0.000	0.000	Merged-chr7-110956692-58
NR58518--MA0740.1.KLF14	chr6	144664961	144664974	+	0.000	0.000	Merged-chr6-144664964-20
NR48765--MA0039.3.KLF4	chr4	149871675	149871685	-	0.000	0.000	Merged-chr4-149871771-25
NR40956--MA0493.1.Klf1	chr3	51378745	51378755	+	0.000	0.000	Merged-chr3-51378644-3
NR56868--MA0599.1.KLF5	chr6	108665782	108665791	+	0.000	0.000	Merged-chr6-108665749-34
NR51038--MA0741.1.KLF16	chr5	77092713	77092723	+	0.000	0.000	Merged-chr5-77092743-13
NR11848--MA0599.1.KLF5	chr11	96667148	96667157	+	0.000	0.000	Merged-chr11-96667069-36
NR750--MA1107.1.KLF9	chr1	52578381	52578393	+	0.000	0.000	Merged-chr1-52578518-39
NR50767--MA0493.1.Klf1	chr5	66190794	66190804	-	0.000	0.000	Merged-chr5-66190965-54
NR42994--MA0742.1.Klf12	chr3	123459639	123459653	+	0.000	0.000	Merged-chr3-123459627-23
NR56854--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR13472--MA0741.1.KLF16	chr12	8829812	8829822	-	0.000	0.000	Merged-chr12-8829730-25
NR8489--MA0599.1.KLF5	chr10	119031179	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR19573--MA0599.1.KLF5	chr14	25421976	25421985	+	0.000	0.000	Merged-chr14-25421957-44
NR1871--MA0493.1.Klf1	chr1	105565262	105565272	+	0.000	0.000	Merged-chr1-105565114-33
NR20568--MA1107.1.KLF9	chr14	59553387	59553399	-	0.000	0.000	Merged-chr14-59553394-22
NR63856--MA1107.1.KLF9	chr7	143724045	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR36494--MA0599.1.KLF5	chr2	68289276	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR34086--MA0599.1.KLF5	chr19	45577319	45577328	+	0.000	0.000	Merged-chr19-45577468-39
NR43595--MA0599.1.KLF5	chr3	137833589	137833598	+	0.000	0.000	Merged-chr3-137833460-41
NR10873--MA0039.3.KLF4	chr11	70597422	70597432	-	0.000	0.000	Merged-chr11-70597550-26
NR30599--MA0493.1.Klf1	chr17	86958068	86958078	+	0.000	0.000	Merged-chr17-86958132-38
NR54459--MA1107.1.KLF9	chr6	3536249	3536261	+	0.000	0.000	Merged-chr6-3536376-27
NR44774--MA0741.1.KLF16	chr4	32291476	32291486	-	0.000	0.000	Merged-chr4-32291576-26
NR62042--MA0657.1.KLF13	chr7	110202889	110202906	+	0.000	0.000	Merged-chr7-110202943-8
NR23512--MA0599.1.KLF5	chr15	76243458	76243467	-	0.000	0.000	Merged-chr15-76243326-45
NR70863--MA1107.1.KLF9	chr9	110896832	110896844	-	0.000	0.000	Merged-chr9-110896831-29
NR8488--MA1107.1.KLF9	chr10	119005763	119005775	+	0.000	0.000	Merged-chr10-119005704-15
NR742--MA0493.1.Klf1	chr1	52578321	52578331	+	0.000	0.000	Merged-chr1-52578518-39
NR8385--MA1107.1.KLF9	chr10	117651214	117651226	-	0.000	0.000	Merged-chr10-117651194-26
NR30445--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR46712--MA0493.1.Klf1	chr4	108371566	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR26221--MA1107.1.KLF9	chr16	49796925	49796937	+	0.000	0.000	Merged-chr16-49797153-43
NR20810--MA0741.1.KLF16	chr14	68078501	68078511	+	0.000	0.000	Merged-chr14-68078565-20
NR35274--MA0493.1.Klf1	chr2	25170654	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR70528--MA0741.1.KLF16	chr9	104269536	104269546	+	0.000	0.000	Merged-chr9-104269530-16
NR65163--MA1107.1.KLF9	chr8	68158279	68158291	+	0.000	0.000	Merged-chr8-68158417-16
NR27541--MA0741.1.KLF16	chr17	6978846	6978856	-	0.000	0.000	Merged-chr17-6979052-61
NR652--MA1107.1.KLF9	chr1	43561580	43561592	-	0.000	0.000	Merged-chr1-43561326-30
NR13840--MA0742.1.Klf12	chr12	30557543	30557557	+	0.000	0.000	Merged-chr12-30557589-12
NR11656--MA0599.1.KLF5	chr11	88993896	88993905	-	0.000	0.000	Merged-chr11-88993773-46
NR36050--MA1107.1.KLF9	chr2	45172978	45172990	-	0.000	0.000	Merged-chr2-45172921-51
NR72116--MA0039.3.KLF4	chrX	71474487	71474497	+	0.000	0.000	Merged-chrX-71474506-18
NR20807--MA0599.1.KLF5	chr14	68078501	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR9935--MA0741.1.KLF16	chr11	46127134	46127144	-	0.000	0.000	Merged-chr11-46127089-49
NR67250--MA0599.1.KLF5	chr8	122678196	122678205	+	0.000	0.000	Merged-chr8-122678075-1
NR18721--MA0599.1.KLF5	chr13	111297762	111297771	+	0.000	0.000	Merged-chr13-111297823-12
NR63763--MA0493.1.Klf1	chr7	142354081	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR14244--MA1107.1.KLF9	chr12	55393016	55393028	-	0.000	0.000	Merged-chr12-55392987-35
NR52648--MA0599.1.KLF5	chr5	124075841	124075850	-	0.000	0.000	Merged-chr5-124075936-23
NR45891--MA0493.1.Klf1	chr4	63928473	63928483	+	0.000	0.000	Merged-chr4-63928441-11
NR69957--MA1107.1.KLF9	chr9	86624895	86624907	-	0.000	0.000	Merged-chr9-86625059-9
NR47709--MA0599.1.KLF5	chr4	132808285	132808294	-	0.000	0.000	Merged-chr4-132808337-17
NR39712--MA0741.1.KLF16	chr2	168492188	168492198	-	0.000	0.000	Merged-chr2-168492092-36
NR9242--MA0039.3.KLF4	chr11	5005467	5005477	+	0.000	0.000	Merged-chr11-5005546-13
NR17347--MA0741.1.KLF16	chr13	63189569	63189579	-	0.000	0.000	Merged-chr13-63189715-33
NR31170--MA0493.1.Klf1	chr18	34119162	34119172	+	0.000	0.000	Merged-chr18-34119023-1
NR26217--MA1107.1.KLF9	chr16	49796917	49796929	+	0.000	0.000	Merged-chr16-49797153-43
NR65957--MA0599.1.KLF5	chr8	86838905	86838914	-	0.000	0.000	Merged-chr8-86839061-45
