#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR7112--MA0511.2.RUNX2	chr4	59244348	59244356	+	0.000	0.000	Merged-chr4-59244253-10
NR10388--MA0002.2.RUNX1	chr9	63739071	63739081	+	0.000	0.000	Merged-chr9-63739082-5
NR10549--MA0684.1.RUNX3	chr9	88540021	88540030	+	0.000	0.000	Merged-chr9-88539844-6
NR84--MA0511.2.RUNX2	chr1	40524407	40524415	+	0.000	0.000	Merged-chr1-40524250-15
NR4377--MA0002.2.RUNX1	chr16	91424307	91424317	-	0.000	0.000	Merged-chr16-91424269-6
NR8736--MA0002.2.RUNX1	chr6	122837925	122837935	-	0.000	0.000	Merged-chr6-122837963-9
NR3298--MA0684.1.RUNX3	chr14	54138477	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR8715--MA0002.2.RUNX1	chr6	120956488	120956498	-	0.000	0.000	Merged-chr6-120956639-2
NR10359--MA0002.2.RUNX1	chr9	56509482	56509492	+	0.000	0.000	Merged-chr9-56509423-20
NR4702--MA0002.2.RUNX1	chr17	56904937	56904947	-	0.000	0.000	Merged-chr17-56905051-10
NR10676--MA0511.2.RUNX2	chr9	111143603	111143611	-	0.000	0.000	Merged-chr9-111143629-7
NR6504--MA0002.2.RUNX1	chr3	59062263	59062273	+	0.000	0.000	Merged-chr3-59062358-13
NR8428--MA0002.2.RUNX1	chr6	50261796	50261806	-	0.000	0.000	Merged-chr6-50261833-23
NR723--MA0511.2.RUNX2	chr1	182537115	182537123	-	0.000	0.000	Merged-chr1-182537225-11
NR2212--MA0002.2.RUNX1	chr12	51449504	51449514	+	0.000	0.000	Merged-chr12-51449424-10
NR4004--MA0511.2.RUNX2	chr15	102165736	102165744	+	0.000	0.000	Merged-chr15-102165758-28
NR117--MA0511.2.RUNX2	chr1	53843241	53843249	+	0.000	0.000	Merged-chr1-53843171-20
NR1950--MA0002.2.RUNX1	chr11	105093148	105093158	-	0.000	0.000	Merged-chr11-105093103-10
NR109--MA0511.2.RUNX2	chr1	52753936	52753944	+	0.000	0.000	Merged-chr1-52754097-20
NR2469--MA0002.2.RUNX1	chr12	111872171	111872181	-	0.000	0.000	Merged-chr12-111872189-9
NR118--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR797--MA0511.2.RUNX2	chr1	191419219	191419227	+	0.000	0.000	Merged-chr1-191419117-1
NR50--MA0002.2.RUNX1	chr1	37471644	37471654	-	0.000	0.000	Merged-chr1-37471561-5
NR3595--MA0002.2.RUNX1	chr15	5671976	5671986	+	0.000	0.000	Merged-chr15-5671957-12
NR55--MA0002.2.RUNX1	chr1	37473509	37473519	-	0.000	0.000	Merged-chr1-37473461-33
NR1275--MA0002.2.RUNX1	chr10	95017120	95017130	+	0.000	0.000	Merged-chr10-95017083-8
NR7295--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR6358--MA0002.2.RUNX1	chr2	178146642	178146652	-	0.000	0.000	Merged-chr2-178146738-2
NR5550--MA0511.2.RUNX2	chr2	11040172	11040180	+	0.000	0.000	Merged-chr2-11040200-20
NR3295--MA0002.2.RUNX1	chr14	54138411	54138421	-	0.000	0.000	Merged-chr14-54138460-21
NR8289--MA0684.1.RUNX3	chr5	151704137	151704146	+	0.000	0.000	Merged-chr5-151704265-4
NR1938--MA0684.1.RUNX3	chr11	104538431	104538440	+	0.000	0.000	Merged-chr11-104538419-8
NR18--MA0002.2.RUNX1	chr1	13599481	13599491	+	0.000	0.000	Merged-chr1-13599624-3
NR7161--MA0511.2.RUNX2	chr4	82365251	82365259	+	0.000	0.000	Merged-chr4-82365199-20
NR7114--MA0684.1.RUNX3	chr4	59244348	59244357	+	0.000	0.000	Merged-chr4-59244253-10
NR2731--MA0002.2.RUNX1	chr13	32971999	32972009	-	0.000	0.000	Merged-chr13-32971962-1
NR1143--MA0002.2.RUNX1	chr10	76541542	76541552	+	0.000	0.000	Merged-chr10-76541498-12
NR110--MA0002.2.RUNX1	chr1	52753936	52753946	-	0.000	0.000	Merged-chr1-52754097-20
NR3296--MA0511.2.RUNX2	chr14	54138478	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR1539--MA0511.2.RUNX2	chr11	19823815	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR7189--MA0002.2.RUNX1	chr4	89393388	89393398	+	0.000	0.000	Merged-chr4-89393499-15
NR10678--MA0684.1.RUNX3	chr9	111143602	111143611	-	0.000	0.000	Merged-chr9-111143629-7
NR10353--MA0002.2.RUNX1	chr9	53430081	53430091	+	0.000	0.000	Merged-chr9-53430212-10
NR2696--MA0002.2.RUNX1	chr13	24779333	24779343	+	0.000	0.000	Merged-chr13-24779175-40
NR5152--MA0511.2.RUNX2	chr18	84073782	84073790	+	0.000	0.000	Merged-chr18-84073759-5
NR725--MA0684.1.RUNX3	chr1	182537114	182537123	-	0.000	0.000	Merged-chr1-182537225-11
NR54--MA0511.2.RUNX2	chr1	37473509	37473517	+	0.000	0.000	Merged-chr1-37473461-33
NR6503--MA0002.2.RUNX1	chr3	59059437	59059447	+	0.000	0.000	Merged-chr3-59059388-26
NR141--MA0684.1.RUNX3	chr1	60744505	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR2470--MA0684.1.RUNX3	chr12	111872171	111872180	+	0.000	0.000	Merged-chr12-111872189-9
NR799--MA0684.1.RUNX3	chr1	191419219	191419228	+	0.000	0.000	Merged-chr1-191419117-1
NR1622--MA0002.2.RUNX1	chr11	48935110	48935120	-	0.000	0.000	Merged-chr11-48935044-1
NR8915--MA0684.1.RUNX3	chr6	140801343	140801352	-	0.000	0.000	Merged-chr6-140801246-11
NR8290--MA0511.2.RUNX2	chr5	151704231	151704239	+	0.000	0.000	Merged-chr5-151704265-4
NR10049--MA0684.1.RUNX3	chr8	111998969	111998978	+	0.000	0.000	Merged-chr8-111998914-9
NR10128--MA0511.2.RUNX2	chr8	122527147	122527155	+	0.000	0.000	Merged-chr8-122527026-7
NR6394--MA0002.2.RUNX1	chr3	18624050	18624060	-	0.000	0.000	Merged-chr3-18624063-31
NR2913--MA0511.2.RUNX2	chr13	81705664	81705672	+	0.000	0.000	Merged-chr13-81705633-6
NR1540--MA0002.2.RUNX1	chr11	19823813	19823823	+	0.000	0.000	Merged-chr11-19823630-23
NR8291--MA0684.1.RUNX3	chr5	151704231	151704240	+	0.000	0.000	Merged-chr5-151704265-4
NR8737--MA0684.1.RUNX3	chr6	122837925	122837934	+	0.000	0.000	Merged-chr6-122837963-9
NR5893--MA0002.2.RUNX1	chr2	91088246	91088256	-	0.000	0.000	Merged-chr2-91088396-18
NR8716--MA0684.1.RUNX3	chr6	120956488	120956497	+	0.000	0.000	Merged-chr6-120956639-2
NR7188--MA0511.2.RUNX2	chr4	89393390	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR1959--MA0002.2.RUNX1	chr11	106468654	106468664	+	0.000	0.000	Merged-chr11-106468760-5
NR1925--MA0002.2.RUNX1	chr11	103253987	103253997	-	0.000	0.000	Merged-chr11-103253823-14
NR2695--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR2009--MA0002.2.RUNX1	chr11	111054048	111054058	-	0.000	0.000	Merged-chr11-111054093-15
NR3643--MA0511.2.RUNX2	chr15	34046469	34046477	-	0.000	0.000	Merged-chr15-34046584-10
NR2213--MA0684.1.RUNX3	chr12	51449505	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR5551--MA0002.2.RUNX1	chr2	11040172	11040182	-	0.000	0.000	Merged-chr2-11040200-20
NR10333--MA0002.2.RUNX1	chr9	44011144	44011154	-	0.000	0.000	Merged-chr9-44011189-9
NR8129--MA0684.1.RUNX3	chr5	124022335	124022344	-	0.000	0.000	Merged-chr5-124022476-27
NR10978--MA0002.2.RUNX1	chrX	159713376	159713386	+	0.000	0.000	Merged-chrX-159713466-17
NR7190--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR1847--MA0684.1.RUNX3	chr11	89000639	89000648	+	0.000	0.000	Merged-chr11-89000515-5
NR2730--MA0002.2.RUNX1	chr13	32971964	32971974	-	0.000	0.000	Merged-chr13-32971962-1
NR10241--MA0511.2.RUNX2	chr9	13518730	13518738	-	0.000	0.000	Merged-chr9-13518732-12
NR7162--MA0002.2.RUNX1	chr4	82365251	82365261	-	0.000	0.000	Merged-chr4-82365199-20
NR5154--MA0684.1.RUNX3	chr18	84073782	84073791	+	0.000	0.000	Merged-chr18-84073759-5
NR56--MA0684.1.RUNX3	chr1	37473509	37473518	+	0.000	0.000	Merged-chr1-37473461-33
NR1769--MA0511.2.RUNX2	chr11	76770766	76770774	+	0.000	0.000	Merged-chr11-76770779-7
NR3297--MA0002.2.RUNX1	chr14	54138476	54138486	+	0.000	0.000	Merged-chr14-54138460-21
NR4503--MA0002.2.RUNX1	chr17	17444481	17444491	-	0.000	0.000	Merged-chr17-17444556-14
NR1958--MA0511.2.RUNX2	chr11	106468656	106468664	-	0.000	0.000	Merged-chr11-106468760-5
NR5153--MA0002.2.RUNX1	chr18	84073782	84073792	-	0.000	0.000	Merged-chr18-84073759-5
NR4931--MA0002.2.RUNX1	chr18	37956390	37956400	-	0.000	0.000	Merged-chr18-37956293-26
NR8913--MA0511.2.RUNX2	chr6	140801344	140801352	-	0.000	0.000	Merged-chr6-140801246-11
NR9809--MA0002.2.RUNX1	chr8	33318490	33318500	-	0.000	0.000	Merged-chr8-33318480-6
NR10047--MA0511.2.RUNX2	chr8	111998969	111998977	+	0.000	0.000	Merged-chr8-111998914-9
NR3229--MA0511.2.RUNX2	chr14	32388533	32388541	-	0.000	0.000	Merged-chr14-32388438-6
NR5488--MA0511.2.RUNX2	chr19	58051140	58051148	+	0.000	0.000	Merged-chr19-58051277-2
NR111--MA0684.1.RUNX3	chr1	52753936	52753945	+	0.000	0.000	Merged-chr1-52754097-20
NR8735--MA0511.2.RUNX2	chr6	122837925	122837933	+	0.000	0.000	Merged-chr6-122837963-9
NR1960--MA0684.1.RUNX3	chr11	106468655	106468664	-	0.000	0.000	Merged-chr11-106468760-5
NR5489--MA0684.1.RUNX3	chr19	58051140	58051149	+	0.000	0.000	Merged-chr19-58051277-2
NR10129--MA0002.2.RUNX1	chr8	122527147	122527157	-	0.000	0.000	Merged-chr8-122527026-7
NR2697--MA0684.1.RUNX3	chr13	24779334	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR10197--MA0684.1.RUNX3	chr8	128429729	128429738	+	0.000	0.000	Merged-chr8-128429719-10
NR2211--MA0511.2.RUNX2	chr12	51449506	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR2159--MA0002.2.RUNX1	chr12	25365625	25365635	+	0.000	0.000	Merged-chr12-25365486-14
NR8288--MA0002.2.RUNX1	chr5	151704137	151704147	-	0.000	0.000	Merged-chr5-151704265-4
NR1937--MA0002.2.RUNX1	chr11	104538431	104538441	-	0.000	0.000	Merged-chr11-104538419-8
NR139--MA0511.2.RUNX2	chr1	60744506	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR1502--MA0002.2.RUNX1	chr11	5216015	5216025	-	0.000	0.000	Merged-chr11-5215848-30
NR1623--MA0684.1.RUNX3	chr11	48935110	48935119	+	0.000	0.000	Merged-chr11-48935044-1
NR1875--MA0684.1.RUNX3	chr11	95748511	95748520	-	0.000	0.000	Merged-chr11-95748526-3
NR3230--MA0002.2.RUNX1	chr14	32388531	32388541	+	0.000	0.000	Merged-chr14-32388438-6
NR7113--MA0002.2.RUNX1	chr4	59244348	59244358	-	0.000	0.000	Merged-chr4-59244253-10
NR5717--MA0002.2.RUNX1	chr2	53102493	53102503	+	0.000	0.000	Merged-chr2-53102302-39
NR85--MA0002.2.RUNX1	chr1	40524417	40524427	+	0.000	0.000	Merged-chr1-40524250-15
NR6395--MA0684.1.RUNX3	chr3	18624050	18624059	+	0.000	0.000	Merged-chr3-18624063-31
NR7073--MA0002.2.RUNX1	chr4	43964396	43964406	+	0.000	0.000	Merged-chr4-43964445-9
NR1685--MA0002.2.RUNX1	chr11	60879677	60879687	-	0.000	0.000	Merged-chr11-60879671-9
NR51--MA0002.2.RUNX1	chr1	37471649	37471659	-	0.000	0.000	Merged-chr1-37471561-5
NR10555--MA0002.2.RUNX1	chr9	90199110	90199120	+	0.000	0.000	Merged-chr9-90199244-4
NR1541--MA0684.1.RUNX3	chr11	19823814	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR10677--MA0002.2.RUNX1	chr9	111143601	111143611	+	0.000	0.000	Merged-chr9-111143629-7
NR4799--MA0511.2.RUNX2	chr17	83634453	83634461	+	0.000	0.000	Merged-chr17-83634380-4
NR7082--MA0511.2.RUNX2	chr4	46565820	46565828	+	0.000	0.000	Merged-chr4-46565631-17
NR724--MA0002.2.RUNX1	chr1	182537113	182537123	+	0.000	0.000	Merged-chr1-182537225-11
