#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR4579--MA0769.1.Tcf7	chr2	13560678	13560689	-	0.000	0.000	Merged-chr2-13560596-20
NR5476--MA0523.1.TCF7L2	chr3	52791015	52791028	-	0.000	0.000	Merged-chr3-52791161-46
NR3083--MA0523.1.TCF7L2	chr15	31440135	31440148	-	0.000	0.000	Merged-chr15-31440136-19
NR7876--MA0769.1.Tcf7	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR8291--MA1421.1.TCF7L1	chr8	72291253	72291264	+	0.000	0.000	Merged-chr8-72291225-23
NR2776--MA0769.1.Tcf7	chr14	54578411	54578422	+	0.000	0.000	Merged-chr14-54578277-39
NR748--MA1421.1.TCF7L1	chr10	8197752	8197763	+	0.000	0.000	Merged-chr10-8197795-23
NR9--MA0523.1.TCF7L2	chr1	7458138	7458151	-	0.000	0.000	Merged-chr1-7458058-11
NR1456--MA0523.1.TCF7L2	chr11	68432895	68432908	+	0.000	0.000	Merged-chr11-68432875-7
NR1252--MA0769.1.Tcf7	chr10	119005748	119005759	-	0.000	0.000	Merged-chr10-119005704-15
NR1795--MA0523.1.TCF7L2	chr12	41844193	41844206	+	0.000	0.000	Merged-chr12-41844052-32
NR8358--MA0523.1.TCF7L2	chr8	88771556	88771569	-	0.000	0.000	Merged-chr8-88771445-24
NR3159--MA1421.1.TCF7L1	chr15	58655206	58655217	-	0.000	0.000	Merged-chr15-58655104-54
NR1168--MA0769.1.Tcf7	chr10	109115281	109115292	-	0.000	0.000	Merged-chr10-109115316-22
NR4363--MA0523.1.TCF7L2	chr19	11559754	11559767	-	0.000	0.000	Merged-chr19-11559745-14
NR7043--MA0523.1.TCF7L2	chr6	5147853	5147866	+	0.000	0.000	Merged-chr6-5148035-17
NR1765--MA0523.1.TCF7L2	chr12	35691101	35691114	+	0.000	0.000	Merged-chr12-35691135-26
NR4578--MA0523.1.TCF7L2	chr2	13560676	13560689	-	0.000	0.000	Merged-chr2-13560596-20
NR4350--MA0523.1.TCF7L2	chr19	10698523	10698536	-	0.000	0.000	Merged-chr19-10698600-31
NR6958--MA0769.1.Tcf7	chr5	137857125	137857136	+	0.000	0.000	Merged-chr5-137857044-20
NR1752--MA0523.1.TCF7L2	chr12	32895228	32895241	+	0.000	0.000	Merged-chr12-32895351-16
NR3676--MA0523.1.TCF7L2	chr16	92743981	92743994	+	0.000	0.000	Merged-chr16-92743989-33
NR3457--MA0523.1.TCF7L2	chr16	33053357	33053370	-	0.000	0.000	Merged-chr16-33053250-22
NR305--MA1421.1.TCF7L1	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR1571--MA0523.1.TCF7L2	chr11	101199604	101199617	+	0.000	0.000	Merged-chr11-101199720-6
NR7776--MA1421.1.TCF7L1	chr7	67444646	67444657	-	0.000	0.000	Merged-chr7-67444614-20
NR2688--MA0523.1.TCF7L2	chr14	36316955	36316968	-	0.000	0.000	Merged-chr14-36316941-55
NR2940--MA1421.1.TCF7L1	chr14	103850721	103850732	-	0.000	0.000	Merged-chr14-103850623-36
NR1458--MA1421.1.TCF7L1	chr11	70113941	70113952	-	0.000	0.000	Merged-chr11-70113983-20
NR9143--MA0523.1.TCF7L2	chrX	132288201	132288214	+	0.000	0.000	Merged-chrX-132288230-18
NR8292--MA0523.1.TCF7L2	chr8	72291253	72291266	+	0.000	0.000	Merged-chr8-72291225-23
NR9181--MA0769.1.Tcf7	chrX	164318701	164318712	-	0.000	0.000	Merged-chrX-164318746-35
NR8772--MA1421.1.TCF7L1	chr9	80082423	80082434	+	0.000	0.000	Merged-chr9-80082362-35
NR1167--MA0523.1.TCF7L2	chr10	109115279	109115292	-	0.000	0.000	Merged-chr10-109115316-22
NR3524--MA1421.1.TCF7L1	chr16	45952648	45952659	+	0.000	0.000	Merged-chr16-45952504-43
NR1007--MA1421.1.TCF7L1	chr10	76271523	76271534	+	0.000	0.000	Merged-chr10-76271555-43
NR8912--MA0523.1.TCF7L2	chr9	107334462	107334475	-	0.000	0.000	Merged-chr9-107334469-86
NR3284--MA0523.1.TCF7L2	chr15	93379572	93379585	-	0.000	0.000	Merged-chr15-93379459-27
NR126--MA0769.1.Tcf7	chr1	59189725	59189736	+	0.000	0.000	Merged-chr1-59189721-10
NR5856--MA1421.1.TCF7L1	chr3	133078570	133078581	-	0.000	0.000	Merged-chr3-133078514-46
NR3668--MA0769.1.Tcf7	chr16	91781056	91781067	-	0.000	0.000	Merged-chr16-91781071-63
NR5843--MA1421.1.TCF7L1	chr3	131057422	131057433	-	0.000	0.000	Merged-chr3-131057396-52
NR4561--MA0769.1.Tcf7	chr2	9536015	9536026	-	0.000	0.000	Merged-chr2-9536121-12
NR8455--MA0769.1.Tcf7	chr8	122464034	122464045	-	0.000	0.000	Merged-chr8-122464115-42
NR3001--MA0523.1.TCF7L2	chr14	122290588	122290601	+	0.000	0.000	Merged-chr14-122290582-19
NR2150--MA0523.1.TCF7L2	chr13	8458069	8458082	+	0.000	0.000	Merged-chr13-8458004-23
NR2941--MA0769.1.Tcf7	chr14	103850721	103850732	-	0.000	0.000	Merged-chr14-103850623-36
NR5857--MA0769.1.Tcf7	chr3	133078570	133078581	-	0.000	0.000	Merged-chr3-133078514-46
NR6865--MA1421.1.TCF7L1	chr5	107646069	107646080	-	0.000	0.000	Merged-chr5-107646170-26
NR782--MA0523.1.TCF7L2	chr10	19504574	19504587	+	0.000	0.000	Merged-chr10-19504569-39
NR6646--MA1421.1.TCF7L1	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR1753--MA0769.1.Tcf7	chr12	32895228	32895239	+	0.000	0.000	Merged-chr12-32895351-16
NR8123--MA1421.1.TCF7L1	chr7	143644168	143644179	-	0.000	0.000	Merged-chr7-143644190-29
NR7850--MA0523.1.TCF7L2	chr7	89712126	89712139	-	0.000	0.000	Merged-chr7-89711964-5
NR7874--MA1421.1.TCF7L1	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR4975--MA1421.1.TCF7L1	chr2	107005953	107005964	+	0.000	0.000	Merged-chr2-107005967-12
NR8916--MA0523.1.TCF7L2	chr9	108146579	108146592	-	0.000	0.000	Merged-chr9-108146589-26
NR6957--MA0523.1.TCF7L2	chr5	137857125	137857138	+	0.000	0.000	Merged-chr5-137857044-20
NR4208--MA0523.1.TCF7L2	chr18	66453475	66453488	-	0.000	0.000	Merged-chr18-66453430-39
NR1515--MA0523.1.TCF7L2	chr11	88103375	88103388	-	0.000	0.000	Merged-chr11-88103479-31
NR3660--MA1421.1.TCF7L1	chr16	90277003	90277014	-	0.000	0.000	Merged-chr16-90277146-33
NR6869--MA1421.1.TCF7L1	chr5	107932809	107932820	+	0.000	0.000	Merged-chr5-107932779-30
NR8674--MA0523.1.TCF7L2	chr9	54613058	54613071	+	0.000	0.000	Merged-chr9-54612864-43
NR2209--MA1421.1.TCF7L1	chr13	30682118	30682129	+	0.000	0.000	Merged-chr13-30682181-38
NR482--MA0769.1.Tcf7	chr1	151083957	151083968	-	0.000	0.000	Merged-chr1-151084034-24
NR1717--MA0523.1.TCF7L2	chr12	21472606	21472619	-	0.000	0.000	Merged-chr12-21472738-21
NR1947--MA1421.1.TCF7L1	chr12	86686989	86687000	-	0.000	0.000	Merged-chr12-86687051-28
NR3752--MA0523.1.TCF7L2	chr17	12727941	12727954	+	0.000	0.000	Merged-chr17-12727995-27
NR7126--MA0769.1.Tcf7	chr6	39714578	39714589	+	0.000	0.000	Merged-chr6-39714600-24
NR2814--MA0769.1.Tcf7	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR8693--MA1421.1.TCF7L1	chr9	61427179	61427190	-	0.000	0.000	Merged-chr9-61427187-31
NR1749--MA1421.1.TCF7L1	chr12	32099792	32099803	+	0.000	0.000	Merged-chr12-32099741-8
NR4686--MA1421.1.TCF7L1	chr2	44345135	44345146	+	0.000	0.000	Merged-chr2-44345197-78
NR4299--MA1421.1.TCF7L1	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR124--MA0523.1.TCF7L2	chr1	59189725	59189738	+	0.000	0.000	Merged-chr1-59189721-10
NR8433--MA0523.1.TCF7L2	chr8	115188726	115188739	-	0.000	0.000	Merged-chr8-115188643-43
NR2672--MA0769.1.Tcf7	chr14	30248272	30248283	-	0.000	0.000	Merged-chr14-30248342-10
NR7423--MA0769.1.Tcf7	chr6	108512292	108512303	-	0.000	0.000	Merged-chr6-108512233-21
NR1457--MA0769.1.Tcf7	chr11	68432895	68432906	+	0.000	0.000	Merged-chr11-68432875-7
NR3874--MA0769.1.Tcf7	chr17	50148311	50148322	+	0.000	0.000	Merged-chr17-50148334-29
NR2574--MA0769.1.Tcf7	chr13	117051689	117051700	+	0.000	0.000	Merged-chr13-117051602-40
NR2888--MA0523.1.TCF7L2	chr14	78687934	78687947	-	0.000	0.000	Merged-chr14-78687892-42
NR5844--MA0769.1.Tcf7	chr3	131057422	131057433	-	0.000	0.000	Merged-chr3-131057396-52
NR1439--MA1421.1.TCF7L1	chr11	64021029	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR1645--MA1421.1.TCF7L1	chr11	115999711	115999722	-	0.000	0.000	Merged-chr11-115999757-14
NR2572--MA1421.1.TCF7L1	chr13	117051689	117051700	+	0.000	0.000	Merged-chr13-117051602-40
NR3884--MA0523.1.TCF7L2	chr17	56034617	56034630	-	0.000	0.000	Merged-chr17-56034700-41
NR6431--MA0523.1.TCF7L2	chr4	138089686	138089699	+	0.000	0.000	Merged-chr4-138089649-31
NR1440--MA0523.1.TCF7L2	chr11	64021027	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR1718--MA0769.1.Tcf7	chr12	21472608	21472619	-	0.000	0.000	Merged-chr12-21472738-21
NR3204--MA1421.1.TCF7L1	chr15	72971928	72971939	-	0.000	0.000	Merged-chr15-72972006-8
NR5429--MA1421.1.TCF7L1	chr3	27291599	27291610	-	0.000	0.000	Merged-chr3-27291392-45
NR7125--MA1421.1.TCF7L1	chr6	39714578	39714589	+	0.000	0.000	Merged-chr6-39714600-24
NR4058--MA1421.1.TCF7L1	chr18	24116825	24116836	+	0.000	0.000	Merged-chr18-24116838-23
NR441--MA0523.1.TCF7L2	chr1	143466098	143466111	+	0.000	0.000	Merged-chr1-143466091-51
NR1441--MA0769.1.Tcf7	chr11	64021029	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR7341--MA0523.1.TCF7L2	chr6	94534988	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR3290--MA0523.1.TCF7L2	chr15	93694648	93694661	-	0.000	0.000	Merged-chr15-93694661-9
NR7520--MA1421.1.TCF7L1	chr6	129627626	129627637	-	0.000	0.000	Merged-chr6-129627649-22
NR6676--MA0769.1.Tcf7	chr5	64455558	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR4841--MA0769.1.Tcf7	chr2	72282907	72282918	+	0.000	0.000	Merged-chr2-72282934-17
NR8865--MA0769.1.Tcf7	chr9	96754565	96754576	+	0.000	0.000	Merged-chr9-96754558-43
NR8999--MA0523.1.TCF7L2	chr9	119453609	119453622	-	0.000	0.000	Merged-chr9-119453486-15
NR3317--MA0523.1.TCF7L2	chr15	98623375	98623388	-	0.000	0.000	Merged-chr15-98623504-45
NR8--MA1421.1.TCF7L1	chr1	7458140	7458151	-	0.000	0.000	Merged-chr1-7458058-11
NR125--MA0769.1.Tcf7	chr1	59189713	59189724	+	0.000	0.000	Merged-chr1-59189721-10
NR8357--MA1421.1.TCF7L1	chr8	88771558	88771569	-	0.000	0.000	Merged-chr8-88771445-24
NR4421--MA0769.1.Tcf7	chr19	33081784	33081795	-	0.000	0.000	Merged-chr19-33081699-35
NR6675--MA0523.1.TCF7L2	chr5	64455556	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR66--MA1421.1.TCF7L1	chr1	37300859	37300870	-	0.000	0.000	Merged-chr1-37301008-22
NR2792--MA0523.1.TCF7L2	chr14	59087406	59087419	+	0.000	0.000	Merged-chr14-59087274-14
NR2508--MA1421.1.TCF7L1	chr13	107867139	107867150	+	0.000	0.000	Merged-chr13-107866970-30
NR2573--MA0523.1.TCF7L2	chr13	117051689	117051702	+	0.000	0.000	Merged-chr13-117051602-40
NR600--MA0769.1.Tcf7	chr1	171762154	171762165	-	0.000	0.000	Merged-chr1-171762244-38
NR10--MA0769.1.Tcf7	chr1	7458140	7458151	-	0.000	0.000	Merged-chr1-7458058-11
NR4300--MA0523.1.TCF7L2	chr18	82607534	82607547	+	0.000	0.000	Merged-chr18-82607647-23
NR481--MA1421.1.TCF7L1	chr1	151083957	151083968	-	0.000	0.000	Merged-chr1-151084034-24
NR4362--MA1421.1.TCF7L1	chr19	11559756	11559767	-	0.000	0.000	Merged-chr19-11559745-14
NR2775--MA0523.1.TCF7L2	chr14	54578411	54578424	+	0.000	0.000	Merged-chr14-54578277-39
NR599--MA0523.1.TCF7L2	chr1	171762152	171762165	-	0.000	0.000	Merged-chr1-171762244-38
NR3675--MA1421.1.TCF7L1	chr16	92743981	92743992	+	0.000	0.000	Merged-chr16-92743989-33
NR1736--MA0523.1.TCF7L2	chr12	28685892	28685905	-	0.000	0.000	Merged-chr12-28685865-17
NR6432--MA0769.1.Tcf7	chr4	138089686	138089697	+	0.000	0.000	Merged-chr4-138089649-31
NR2687--MA1421.1.TCF7L1	chr14	36316957	36316968	-	0.000	0.000	Merged-chr14-36316941-55
NR8118--MA0523.1.TCF7L2	chr7	143501125	143501138	-	0.000	0.000	Merged-chr7-143501142-12
NR306--MA0769.1.Tcf7	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR2767--MA0769.1.Tcf7	chr14	54061809	54061820	-	0.000	0.000	Merged-chr14-54061633-25
NR7422--MA0523.1.TCF7L2	chr6	108512290	108512303	-	0.000	0.000	Merged-chr6-108512233-21
NR9142--MA1421.1.TCF7L1	chrX	132288201	132288212	+	0.000	0.000	Merged-chrX-132288230-18
NR8335--MA1421.1.TCF7L1	chr8	83779701	83779712	-	0.000	0.000	Merged-chr8-83779707-23
NR9180--MA1421.1.TCF7L1	chrX	164318701	164318712	-	0.000	0.000	Merged-chrX-164318746-35
NR6677--MA1421.1.TCF7L1	chr5	64455648	64455659	-	0.000	0.000	Merged-chr5-64455679-15
NR7515--MA1421.1.TCF7L1	chr6	129406118	129406129	-	0.000	0.000	Merged-chr6-129406250-15
NR1166--MA1421.1.TCF7L1	chr10	109115281	109115292	-	0.000	0.000	Merged-chr10-109115316-22
NR1912--MA0523.1.TCF7L2	chr12	79692291	79692304	-	0.000	0.000	Merged-chr12-79692424-46
NR2575--MA0769.1.Tcf7	chr13	117051697	117051708	+	0.000	0.000	Merged-chr13-117051602-40
NR244--MA0769.1.Tcf7	chr1	88450938	88450949	-	0.000	0.000	Merged-chr1-88450830-24
NR2766--MA0523.1.TCF7L2	chr14	54061807	54061820	-	0.000	0.000	Merged-chr14-54061633-25
NR8434--MA0769.1.Tcf7	chr8	115188728	115188739	-	0.000	0.000	Merged-chr8-115188643-43
NR3173--MA0523.1.TCF7L2	chr15	63971803	63971816	-	0.000	0.000	Merged-chr15-63971776-11
NR8336--MA0769.1.Tcf7	chr8	83779701	83779712	-	0.000	0.000	Merged-chr8-83779707-23
NR5311--MA1421.1.TCF7L1	chr2	168429802	168429813	+	0.000	0.000	Merged-chr2-168429700-17
NR9049--MA0523.1.TCF7L2	chrX	20772012	20772025	-	0.000	0.000	Merged-chrX-20771944-57
NR781--MA1421.1.TCF7L1	chr10	19504574	19504585	+	0.000	0.000	Merged-chr10-19504569-39
NR8359--MA0769.1.Tcf7	chr8	88771558	88771569	-	0.000	0.000	Merged-chr8-88771445-24
NR5717--MA0523.1.TCF7L2	chr3	105900046	105900059	+	0.000	0.000	Merged-chr3-105899940-9
NR1460--MA0769.1.Tcf7	chr11	70113941	70113952	-	0.000	0.000	Merged-chr11-70113983-20
NR1572--MA0769.1.Tcf7	chr11	101199604	101199615	+	0.000	0.000	Merged-chr11-101199720-6
NR6956--MA1421.1.TCF7L1	chr5	137857125	137857136	+	0.000	0.000	Merged-chr5-137857044-20
NR7281--MA1421.1.TCF7L1	chr6	82744605	82744616	+	0.000	0.000	Merged-chr6-82744737-54
NR1590--MA0769.1.Tcf7	chr11	106416609	106416620	-	0.000	0.000	Merged-chr11-106416403-62
NR3864--MA0769.1.Tcf7	chr17	48318939	48318950	+	0.000	0.000	Merged-chr17-48318964-29
NR4573--MA0523.1.TCF7L2	chr2	11617019	11617032	+	0.000	0.000	Merged-chr2-11617013-39
NR6252--MA0769.1.Tcf7	chr4	88010647	88010658	-	0.000	0.000	Merged-chr4-88010715-29
NR3509--MA0523.1.TCF7L2	chr16	44766969	44766982	-	0.000	0.000	Merged-chr16-44767090-2
NR7342--MA0769.1.Tcf7	chr6	94534990	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR6270--MA0769.1.Tcf7	chr4	89302313	89302324	-	0.000	0.000	Merged-chr4-89302202-17
NR5639--MA0523.1.TCF7L2	chr3	95909552	95909565	-	0.000	0.000	Merged-chr3-95909537-31
NR829--MA1421.1.TCF7L1	chr10	28564338	28564349	-	0.000	0.000	Merged-chr10-28564478-17
NR4977--MA0769.1.Tcf7	chr2	107005953	107005964	+	0.000	0.000	Merged-chr2-107005967-12
NR4301--MA0769.1.Tcf7	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR8454--MA1421.1.TCF7L1	chr8	122464034	122464045	-	0.000	0.000	Merged-chr8-122464115-42
NR8864--MA0523.1.TCF7L2	chr9	96754565	96754578	+	0.000	0.000	Merged-chr9-96754558-43
NR5082--MA0769.1.Tcf7	chr2	127923295	127923306	-	0.000	0.000	Merged-chr2-127923410-36
NR3677--MA0769.1.Tcf7	chr16	92743981	92743992	+	0.000	0.000	Merged-chr16-92743989-33
NR8656--MA1421.1.TCF7L1	chr9	50852881	50852892	-	0.000	0.000	Merged-chr9-50852835-21
NR3458--MA0769.1.Tcf7	chr16	33053359	33053370	-	0.000	0.000	Merged-chr16-33053250-22
NR1646--MA0769.1.Tcf7	chr11	115999711	115999722	-	0.000	0.000	Merged-chr11-115999757-14
NR1459--MA0523.1.TCF7L2	chr11	70113939	70113952	-	0.000	0.000	Merged-chr11-70113983-20
NR898--MA0523.1.TCF7L2	chr10	53889554	53889567	+	0.000	0.000	Merged-chr10-53889619-14
NR5081--MA1421.1.TCF7L1	chr2	127923295	127923306	-	0.000	0.000	Merged-chr2-127923410-36
NR6648--MA0769.1.Tcf7	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR8458--MA1421.1.TCF7L1	chr8	123203520	123203531	+	0.000	0.000	Merged-chr8-123203714-21
NR3142--MA0523.1.TCF7L2	chr15	52753837	52753850	+	0.000	0.000	Merged-chr15-52753697-52
NR7282--MA0523.1.TCF7L2	chr6	82744605	82744618	+	0.000	0.000	Merged-chr6-82744737-54
NR7523--MA0769.1.Tcf7	chr6	129917725	129917736	+	0.000	0.000	Merged-chr6-129917853-39
NR123--MA1421.1.TCF7L1	chr1	59189713	59189724	+	0.000	0.000	Merged-chr1-59189721-10
NR7410--MA1421.1.TCF7L1	chr6	106985333	106985344	-	0.000	0.000	Merged-chr6-106985589-26
NR8432--MA1421.1.TCF7L1	chr8	115188728	115188739	-	0.000	0.000	Merged-chr8-115188643-43
NR3661--MA0769.1.Tcf7	chr16	90277003	90277014	-	0.000	0.000	Merged-chr16-90277146-33
NR7796--MA1421.1.TCF7L1	chr7	74442532	74442543	-	0.000	0.000	Merged-chr7-74442520-32
