#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR10791--MA0684.1.RUNX3	chr9	120943670	120943679	-	0.000	0.000	Merged-chr9-120943869-18
NR5134--MA0511.2.RUNX2	chr18	82493046	82493054	+	0.000	0.000	Merged-chr18-82492983-14
NR2915--MA0002.2.RUNX1	chr13	81705689	81705699	-	0.000	0.000	Merged-chr13-81705633-6
NR3977--MA0511.2.RUNX2	chr15	100060982	100060990	-	0.000	0.000	Merged-chr15-100060928-68
NR1155--MA0511.2.RUNX2	chr10	77962993	77963001	+	0.000	0.000	Merged-chr10-77962952-24
NR5287--MA0002.2.RUNX1	chr19	20944612	20944622	-	0.000	0.000	Merged-chr19-20944629-14
NR2482--MA0002.2.RUNX1	chr12	113362608	113362618	+	0.000	0.000	Merged-chr12-113362654-28
NR798--MA0002.2.RUNX1	chr1	191419219	191419229	-	0.000	0.000	Merged-chr1-191419117-1
NR2914--MA0684.1.RUNX3	chr13	81705664	81705673	+	0.000	0.000	Merged-chr13-81705633-6
NR4717--MA0002.2.RUNX1	chr17	63356450	63356460	-	0.000	0.000	Merged-chr17-63356437-30
NR8643--MA0002.2.RUNX1	chr6	108338417	108338427	+	0.000	0.000	Merged-chr6-108338556-41
NR8914--MA0002.2.RUNX1	chr6	140801342	140801352	+	0.000	0.000	Merged-chr6-140801246-11
NR7280--MA0684.1.RUNX3	chr4	107989118	107989127	+	0.000	0.000	Merged-chr4-107989218-22
NR9354--MA0002.2.RUNX1	chr7	96818602	96818612	-	0.000	0.000	Merged-chr7-96818578-56
NR5395--MA0684.1.RUNX3	chr19	42266338	42266347	-	0.000	0.000	Merged-chr19-42266343-14
NR3076--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
NR1068--MA0684.1.RUNX3	chr10	60290309	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR6182--MA0002.2.RUNX1	chr2	152906976	152906986	+	0.000	0.000	Merged-chr2-152906761-58
NR10130--MA0684.1.RUNX3	chr8	122527147	122527156	+	0.000	0.000	Merged-chr8-122527026-7
NR3128--MA0684.1.RUNX3	chr13	113669859	113669868	-	0.000	0.000	Merged-chr13-113669806-22
NR886--MA0002.2.RUNX1	chr10	13438594	13438604	-	0.000	0.000	Merged-chr10-13438536-33
NR2874--MA0684.1.RUNX3	chr13	63808146	63808155	+	0.000	0.000	Merged-chr13-63808172-29
NR1157--MA0002.2.RUNX1	chr10	77963002	77963012	-	0.000	0.000	Merged-chr10-77962952-24
NR4534--MA0002.2.RUNX1	chr17	24084685	24084695	-	0.000	0.000	Merged-chr17-24084802-20
NR9227--MA0511.2.RUNX2	chr7	63973380	63973388	+	0.000	0.000	Merged-chr7-63973470-12
NR10428--MA0002.2.RUNX1	chr9	69068846	69068856	-	0.000	0.000	Merged-chr9-69068633-33
NR1266--MA0002.2.RUNX1	chr10	93933059	93933069	-	0.000	0.000	Merged-chr10-93933103-29
NR603--MA0511.2.RUNX2	chr1	165985849	165985857	+	0.000	0.000	Merged-chr1-165985990-54
NR5897--MA0684.1.RUNX3	chr2	92205438	92205447	-	0.000	0.000	Merged-chr2-92205451-35
NR10937--MA0684.1.RUNX3	chrX	101767451	101767460	-	0.000	0.000	Merged-chrX-101767433-48
NR9366--MA0684.1.RUNX3	chr7	98090400	98090409	+	0.000	0.000	Merged-chr7-98090470-13
NR5086--MA0511.2.RUNX2	chr18	75541214	75541222	+	0.000	0.000	Merged-chr18-75541168-25
NR10523--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR2330--MA0684.1.RUNX3	chr12	84933859	84933868	-	0.000	0.000	Merged-chr12-84934066-14
NR9346--MA0002.2.RUNX1	chr7	92420690	92420700	+	0.000	0.000	Merged-chr7-92420666-38
NR5096--MA0002.2.RUNX1	chr18	77121745	77121755	-	0.000	0.000	Merged-chr18-77121790-35
NR6445--MA0002.2.RUNX1	chr3	37360911	37360921	-	0.000	0.000	Merged-chr3-37360899-19
NR930--MA0511.2.RUNX2	chr10	21504626	21504634	+	0.000	0.000	Merged-chr10-21504659-28
NR8952--MA0511.2.RUNX2	chr6	144953072	144953080	+	0.000	0.000	Merged-chr6-144953133-29
NR1596--MA0511.2.RUNX2	chr11	43705357	43705365	+	0.000	0.000	Merged-chr11-43705351-17
NR1374--MA0684.1.RUNX3	chr10	117652226	117652235	+	0.000	0.000	Merged-chr10-117652105-48
NR3177--MA0002.2.RUNX1	chr14	12243953	12243963	+	0.000	0.000	Merged-chr14-12243878-61
NR9197--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR6392--MA0002.2.RUNX1	chr3	10151849	10151859	+	0.000	0.000	Merged-chr3-10151750-17
NR3209--MA0002.2.RUNX1	chr14	27373052	27373062	+	0.000	0.000	Merged-chr14-27372915-15
NR9249--MA0684.1.RUNX3	chr7	65373545	65373554	-	0.000	0.000	Merged-chr7-65373607-20
NR9785--MA0511.2.RUNX2	chr8	22544817	22544825	-	0.000	0.000	Merged-chr8-22544867-25
NR956--MA0511.2.RUNX2	chr10	26879362	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR8736--MA0002.2.RUNX1	chr6	122837925	122837935	-	0.000	0.000	Merged-chr6-122837963-9
NR794--MA0511.2.RUNX2	chr1	191275772	191275780	+	0.000	0.000	Merged-chr1-191275783-38
NR1700--MA0002.2.RUNX1	chr11	63148463	63148473	+	0.000	0.000	Merged-chr11-63148506-21
NR1607--MA0511.2.RUNX2	chr11	46229297	46229305	-	0.000	0.000	Merged-chr11-46229299-6
NR10257--MA0684.1.RUNX3	chr9	15526089	15526098	+	0.000	0.000	Merged-chr9-15526156-7
NR4072--MA0002.2.RUNX1	chr16	23197032	23197042	+	0.000	0.000	Merged-chr16-23196963-14
NR3169--MA0002.2.RUNX1	chr14	7913994	7914004	+	0.000	0.000	Merged-chr14-7914040-29
NR3298--MA0684.1.RUNX3	chr14	54138477	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR456--MA0002.2.RUNX1	chr1	138952394	138952404	-	0.000	0.000	Merged-chr1-138952405-35
NR2838--MA0002.2.RUNX1	chr13	55199907	55199917	+	0.000	0.000	Merged-chr13-55199787-10
NR393--MA0511.2.RUNX2	chr1	130838491	130838499	+	0.000	0.000	Merged-chr1-130838519-27
NR250--MA0511.2.RUNX2	chr1	87637247	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR4356--MA0002.2.RUNX1	chr16	89960552	89960562	-	0.000	0.000	Merged-chr16-89960655-20
NR8715--MA0002.2.RUNX1	chr6	120956488	120956498	-	0.000	0.000	Merged-chr6-120956639-2
NR7478--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR4974--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR8837--MA0002.2.RUNX1	chr6	134082354	134082364	+	0.000	0.000	Merged-chr6-134082422-10
NR6220--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR4606--MA0002.2.RUNX1	chr17	34296107	34296117	+	0.000	0.000	Merged-chr17-34296219-24
NR4553--MA0002.2.RUNX1	chr17	26752527	26752537	+	0.000	0.000	Merged-chr17-26752448-33
NR9246--MA0511.2.RUNX2	chr7	65373500	65373508	+	0.000	0.000	Merged-chr7-65373607-20
NR5059--MA0002.2.RUNX1	chr18	69547155	69547165	-	0.000	0.000	Merged-chr18-69547283-22
NR4556--MA0511.2.RUNX2	chr17	27323200	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR4728--MA0002.2.RUNX1	chr17	64827072	64827082	+	0.000	0.000	Merged-chr17-64827066-53
NR10179--MA0511.2.RUNX2	chr8	127500374	127500382	-	0.000	0.000	Merged-chr8-127500234-70
NR8945--MA0684.1.RUNX3	chr6	144602993	144603002	+	0.000	0.000	Merged-chr6-144603024-14
NR4552--MA0684.1.RUNX3	chr17	26752475	26752484	-	0.000	0.000	Merged-chr17-26752448-33
NR9269--MA0002.2.RUNX1	chr7	71242729	71242739	+	0.000	0.000	Merged-chr7-71242656-21
NR2233--MA0002.2.RUNX1	chr12	59170020	59170030	-	0.000	0.000	Merged-chr12-59170039-43
NR8253--MA0002.2.RUNX1	chr5	146974326	146974336	-	0.000	0.000	Merged-chr5-146974233-28
NR10459--MA0684.1.RUNX3	chr9	75246465	75246474	-	0.000	0.000	Merged-chr9-75246433-36
NR6063--MA0002.2.RUNX1	chr2	128544656	128544666	-	0.000	0.000	Merged-chr2-128544786-45
NR6857--MA0002.2.RUNX1	chr3	142892308	142892318	-	0.000	0.000	Merged-chr3-142892335-19
NR6172--MA0002.2.RUNX1	chr2	151959545	151959555	-	0.000	0.000	Merged-chr2-151959461-52
NR2212--MA0002.2.RUNX1	chr12	51449504	51449514	+	0.000	0.000	Merged-chr12-51449424-10
NR2407--MA0684.1.RUNX3	chr12	100747341	100747350	+	0.000	0.000	Merged-chr12-100747316-18
NR6224--MA0684.1.RUNX3	chr2	158154378	158154387	-	0.000	0.000	Merged-chr2-158154460-58
NR8427--MA0684.1.RUNX3	chr6	50009528	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR4875--MA0511.2.RUNX2	chr18	6106732	6106740	+	0.000	0.000	Merged-chr18-6106813-28
NR4719--MA0684.1.RUNX3	chr17	63356450	63356459	+	0.000	0.000	Merged-chr17-63356437-30
NR10498--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR6042--MA0002.2.RUNX1	chr2	127760722	127760732	-	0.000	0.000	Merged-chr2-127760760-14
NR5440--MA0002.2.RUNX1	chr19	53760532	53760542	+	0.000	0.000	Merged-chr19-53760542-10
NR6773--MA0511.2.RUNX2	chr3	129613936	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR7279--MA0511.2.RUNX2	chr4	107989118	107989126	+	0.000	0.000	Merged-chr4-107989218-22
NR3935--MA0002.2.RUNX1	chr15	94453065	94453075	-	0.000	0.000	Merged-chr15-94453103-20
NR6326--MA0002.2.RUNX1	chr2	172501552	172501562	+	0.000	0.000	Merged-chr2-172501605-18
NR7752--MA0002.2.RUNX1	chr5	53605657	53605667	-	0.000	0.000	Merged-chr5-53605625-25
NR4060--MA0511.2.RUNX2	chr16	18377258	18377266	-	0.000	0.000	Merged-chr16-18377300-20
NR4997--MA0511.2.RUNX2	chr18	56413122	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR2175--MA0511.2.RUNX2	chr12	32202056	32202064	-	0.000	0.000	Merged-chr12-32202051-6
NR1950--MA0002.2.RUNX1	chr11	105093148	105093158	-	0.000	0.000	Merged-chr11-105093103-10
NR8191--MA0684.1.RUNX3	chr5	139300569	139300578	+	0.000	0.000	Merged-chr5-139300628-14
NR3914--MA0002.2.RUNX1	chr15	92134396	92134406	-	0.000	0.000	Merged-chr15-92134460-52
NR8270--MA0511.2.RUNX2	chr5	149080641	149080649	-	0.000	0.000	Merged-chr5-149080540-39
NR4354--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR109--MA0511.2.RUNX2	chr1	52753936	52753944	+	0.000	0.000	Merged-chr1-52754097-20
NR6047--MA0002.2.RUNX1	chr2	128111786	128111796	+	0.000	0.000	Merged-chr2-128111932-19
NR4101--MA0684.1.RUNX3	chr16	26668077	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR6033--MA0684.1.RUNX3	chr2	125015203	125015212	+	0.000	0.000	Merged-chr2-125015027-17
NR4353--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR7962--MA0002.2.RUNX1	chr5	105313659	105313669	-	0.000	0.000	Merged-chr5-105313637-29
NR5954--MA0684.1.RUNX3	chr2	107006054	107006063	-	0.000	0.000	Merged-chr2-107005967-12
NR797--MA0511.2.RUNX2	chr1	191419219	191419227	+	0.000	0.000	Merged-chr1-191419117-1
NR5392--MA0002.2.RUNX1	chr19	41597724	41597734	+	0.000	0.000	Merged-chr19-41597921-2
NR1703--MA0002.2.RUNX1	chr11	64116047	64116057	-	0.000	0.000	Merged-chr11-64115983-5
NR1270--MA0002.2.RUNX1	chr10	94524081	94524091	+	0.000	0.000	Merged-chr10-94523917-65
NR1670--MA0684.1.RUNX3	chr11	58290444	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR2427--MA0002.2.RUNX1	chr12	105971344	105971354	+	0.000	0.000	Merged-chr12-105971370-23
NR5262--MA0002.2.RUNX1	chr19	14620504	14620514	+	0.000	0.000	Merged-chr19-14620634-30
NR5990--MA0002.2.RUNX1	chr2	117399727	117399737	-	0.000	0.000	Merged-chr2-117399695-40
NR9873--MA0002.2.RUNX1	chr8	64805444	64805454	+	0.000	0.000	Merged-chr8-64805470-51
NR4074--MA0684.1.RUNX3	chr16	23197033	23197042	-	0.000	0.000	Merged-chr16-23196963-14
NR3757--MA0002.2.RUNX1	chr15	64192796	64192806	-	0.000	0.000	Merged-chr15-64192878-29
NR7974--MA0684.1.RUNX3	chr5	105675578	105675587	-	0.000	0.000	Merged-chr5-105675662-27
NR7954--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR5641--MA0684.1.RUNX3	chr2	30897091	30897100	+	0.000	0.000	Merged-chr2-30897276-26
NR10947--MA0002.2.RUNX1	chrX	106622660	106622670	-	0.000	0.000	Merged-chrX-106622619-36
NR6226--MA0511.2.RUNX2	chr2	158450879	158450887	+	0.000	0.000	Merged-chr2-158450944-19
NR10410--MA0684.1.RUNX3	chr9	66274930	66274939	+	0.000	0.000	Merged-chr9-66274857-15
NR5002--MA0002.2.RUNX1	chr18	56566205	56566215	-	0.000	0.000	Merged-chr18-56566232-24
NR2148--MA0002.2.RUNX1	chr12	17726603	17726613	-	0.000	0.000	Merged-chr12-17726607-38
NR7662--MA0002.2.RUNX1	chr5	24915442	24915452	-	0.000	0.000	Merged-chr5-24915325-10
NR3702--MA0002.2.RUNX1	chr15	44229387	44229397	-	0.000	0.000	Merged-chr15-44229418-16
NR5733--MA0511.2.RUNX2	chr2	59364679	59364687	+	0.000	0.000	Merged-chr2-59364601-33
NR1817--MA0002.2.RUNX1	chr11	85407856	85407866	+	0.000	0.000	Merged-chr11-85407928-27
NR6444--MA0511.2.RUNX2	chr3	37360911	37360919	+	0.000	0.000	Merged-chr3-37360899-19
NR7295--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR10132--MA0002.2.RUNX1	chr8	122917787	122917797	-	0.000	0.000	Merged-chr8-122917932-59
NR5842--MA0511.2.RUNX2	chr2	79127633	79127641	+	0.000	0.000	Merged-chr2-79127545-30
NR3321--MA0684.1.RUNX3	chr14	57865434	57865443	-	0.000	0.000	Merged-chr14-57865451-38
NR1720--MA0511.2.RUNX2	chr11	67633799	67633807	+	0.000	0.000	Merged-chr11-67633953-18
NR4207--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR1668--MA0002.2.RUNX1	chr11	58290443	58290453	+	0.000	0.000	Merged-chr11-58290425-28
NR1797--MA0684.1.RUNX3	chr11	80323508	80323517	+	0.000	0.000	Merged-chr11-80323459-26
NR8498--MA0511.2.RUNX2	chr6	72841926	72841934	+	0.000	0.000	Merged-chr6-72841906-9
NR5550--MA0511.2.RUNX2	chr2	11040172	11040180	+	0.000	0.000	Merged-chr2-11040200-20
NR3295--MA0002.2.RUNX1	chr14	54138411	54138421	-	0.000	0.000	Merged-chr14-54138460-21
NR3152--MA0002.2.RUNX1	chr13	117051611	117051621	-	0.000	0.000	Merged-chr13-117051602-40
NR710--MA0002.2.RUNX1	chr1	181877212	181877222	+	0.000	0.000	Merged-chr1-181877231-15
NR8017--MA0002.2.RUNX1	chr5	110390480	110390490	-	0.000	0.000	Merged-chr5-110390618-8
NR8368--MA0511.2.RUNX2	chr6	33683816	33683824	-	0.000	0.000	Merged-chr6-33683719-46
NR3261--MA0002.2.RUNX1	chr14	47740831	47740841	-	0.000	0.000	Merged-chr14-47740703-52
NR5612--MA0684.1.RUNX3	chr2	25620565	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR9922--MA0511.2.RUNX2	chr8	78975206	78975214	-	0.000	0.000	Merged-chr8-78975191-34
NR10981--MA0684.1.RUNX3	chrX	159828383	159828392	+	0.000	0.000	Merged-chrX-159828290-35
NR3979--MA0684.1.RUNX3	chr15	100060981	100060990	-	0.000	0.000	Merged-chr15-100060928-68
NR3436--MA0002.2.RUNX1	chr14	75769438	75769448	-	0.000	0.000	Merged-chr14-75769501-48
NR9599--MA0002.2.RUNX1	chr7	127922867	127922877	-	0.000	0.000	Merged-chr7-127922827-35
NR5639--MA0002.2.RUNX1	chr2	30897091	30897101	-	0.000	0.000	Merged-chr2-30897276-26
NR8950--MA0002.2.RUNX1	chr6	144910469	144910479	+	0.000	0.000	Merged-chr6-144910390-40
NR7776--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR10180--MA0002.2.RUNX1	chr8	127500372	127500382	+	0.000	0.000	Merged-chr8-127500234-70
NR10722--MA0002.2.RUNX1	chr9	115387672	115387682	+	0.000	0.000	Merged-chr9-115387656-46
NR9260--MA0002.2.RUNX1	chr7	67500544	67500554	+	0.000	0.000	Merged-chr7-67500556-27
NR5843--MA0684.1.RUNX3	chr2	79127633	79127642	+	0.000	0.000	Merged-chr2-79127545-30
NR7136--MA0002.2.RUNX1	chr4	63644529	63644539	+	0.000	0.000	Merged-chr4-63644435-12
NR7388--MA0002.2.RUNX1	chr4	134059083	134059093	-	0.000	0.000	Merged-chr4-134059039-2
NR792--MA0002.2.RUNX1	chr1	191097492	191097502	-	0.000	0.000	Merged-chr1-191097500-32
NR5393--MA0511.2.RUNX2	chr19	42266339	42266347	-	0.000	0.000	Merged-chr19-42266343-14
NR3755--MA0002.2.RUNX1	chr15	62807601	62807611	+	0.000	0.000	Merged-chr15-62807559-22
NR10456--MA0002.2.RUNX1	chr9	75246457	75246467	+	0.000	0.000	Merged-chr9-75246433-36
NR10935--MA0511.2.RUNX2	chrX	101767452	101767460	-	0.000	0.000	Merged-chrX-101767433-48
NR9364--MA0511.2.RUNX2	chr7	98090400	98090408	+	0.000	0.000	Merged-chr7-98090470-13
NR10521--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR932--MA0684.1.RUNX3	chr10	21504626	21504635	+	0.000	0.000	Merged-chr10-21504659-28
NR3105--MA0511.2.RUNX2	chr13	111269819	111269827	+	0.000	0.000	Merged-chr13-111269948-21
NR1598--MA0684.1.RUNX3	chr11	43705357	43705366	+	0.000	0.000	Merged-chr11-43705351-17
NR1372--MA0511.2.RUNX2	chr10	117652226	117652234	+	0.000	0.000	Merged-chr10-117652105-48
NR10021--MA0002.2.RUNX1	chr8	107015567	107015577	-	0.000	0.000	Merged-chr8-107015558-12
NR2351--MA0002.2.RUNX1	chr12	91284505	91284515	-	0.000	0.000	Merged-chr12-91284468-19
NR7088--MA0002.2.RUNX1	chr4	48012475	48012485	+	0.000	0.000	Merged-chr4-48012358-52
NR5013--MA0002.2.RUNX1	chr18	60803737	60803747	+	0.000	0.000	Merged-chr18-60803637-35
NR2460--MA0002.2.RUNX1	chr12	110825255	110825265	+	0.000	0.000	Merged-chr12-110825377-13
NR3859--MA0511.2.RUNX2	chr15	82111959	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR9561--MA0511.2.RUNX2	chr7	123355109	123355117	+	0.000	0.000	Merged-chr7-123355107-50
NR253--MA0002.2.RUNX1	chr1	87637430	87637440	-	0.000	0.000	Merged-chr1-87637275-111
NR524--MA0002.2.RUNX1	chr1	153379961	153379971	-	0.000	0.000	Merged-chr1-153380015-29
NR110--MA0002.2.RUNX1	chr1	52753936	52753946	-	0.000	0.000	Merged-chr1-52754097-20
NR1609--MA0684.1.RUNX3	chr11	46229296	46229305	-	0.000	0.000	Merged-chr11-46229299-6
NR10209--MA0002.2.RUNX1	chr8	128643063	128643073	+	0.000	0.000	Merged-chr8-128643198-31
NR7977--MA0684.1.RUNX3	chr5	105675682	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR5135--MA0002.2.RUNX1	chr18	82493046	82493056	-	0.000	0.000	Merged-chr18-82492983-14
NR10795--MA0684.1.RUNX3	chr9	120960684	120960693	+	0.000	0.000	Merged-chr9-120960803-26
NR3978--MA0002.2.RUNX1	chr15	100060980	100060990	+	0.000	0.000	Merged-chr15-100060928-68
NR1156--MA0002.2.RUNX1	chr10	77962993	77963003	-	0.000	0.000	Merged-chr10-77962952-24
NR3934--MA0511.2.RUNX2	chr15	94453065	94453073	+	0.000	0.000	Merged-chr15-94453103-20
NR10255--MA0511.2.RUNX2	chr9	15526044	15526052	-	0.000	0.000	Merged-chr9-15526156-7
NR1285--MA0684.1.RUNX3	chr10	95998151	95998160	+	0.000	0.000	Merged-chr10-95998321-17
NR9875--MA0684.1.RUNX3	chr8	64805445	64805454	-	0.000	0.000	Merged-chr8-64805470-51
NR851--MA0002.2.RUNX1	chr10	3238581	3238591	-	0.000	0.000	Merged-chr10-3238463-21
NR7576--MA0684.1.RUNX3	chr5	10254862	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR3296--MA0511.2.RUNX2	chr14	54138478	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR3468--MA0002.2.RUNX1	chr14	79236447	79236457	-	0.000	0.000	Merged-chr14-79236608-48
NR6845--MA0002.2.RUNX1	chr3	142207651	142207661	+	0.000	0.000	Merged-chr3-142207646-13
NR1539--MA0511.2.RUNX2	chr11	19823815	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR3325--MA0002.2.RUNX1	chr14	59553403	59553413	-	0.000	0.000	Merged-chr14-59553394-22
NR9094--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR1026--MA0002.2.RUNX1	chr10	53461315	53461325	-	0.000	0.000	Merged-chr10-53461441-37
NR7189--MA0002.2.RUNX1	chr4	89393388	89393398	+	0.000	0.000	Merged-chr4-89393499-15
NR2723--MA0002.2.RUNX1	chr13	30742764	30742774	-	0.000	0.000	Merged-chr13-30742638-44
NR3106--MA0684.1.RUNX3	chr13	111269819	111269828	+	0.000	0.000	Merged-chr13-111269948-21
NR2975--MA0002.2.RUNX1	chr13	94153699	94153709	+	0.000	0.000	Merged-chr13-94153821-20
NR5366--MA0002.2.RUNX1	chr19	36477978	36477988	-	0.000	0.000	Merged-chr19-36478148-8
NR245--MA0002.2.RUNX1	chr1	85937106	85937116	+	0.000	0.000	Merged-chr1-85937203-47
NR5100--MA0684.1.RUNX3	chr18	77822831	77822840	+	0.000	0.000	Merged-chr18-77822747-6
NR10505--MA0511.2.RUNX2	chr9	80820290	80820298	+	0.000	0.000	Merged-chr9-80820177-30
NR7569--MA0002.2.RUNX1	chr5	8374630	8374640	+	0.000	0.000	Merged-chr5-8374526-17
NR4972--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR6282--MA0002.2.RUNX1	chr2	166101374	166101384	+	0.000	0.000	Merged-chr2-166101443-2
NR10644--MA0684.1.RUNX3	chr9	105483254	105483263	+	0.000	0.000	Merged-chr9-105483179-11
NR5779--MA0684.1.RUNX3	chr2	69415321	69415330	+	0.000	0.000	Merged-chr2-69415236-25
NR10518--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR8613--MA0002.2.RUNX1	chr6	100581257	100581267	-	0.000	0.000	Merged-chr6-100581320-61
NR9248--MA0684.1.RUNX3	chr7	65373500	65373509	+	0.000	0.000	Merged-chr7-65373607-20
NR5696--MA0511.2.RUNX2	chr2	48249784	48249792	+	0.000	0.000	Merged-chr2-48249744-17
