#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR61839--MA0493.1.Klf1	chr7	102315702	102315712	-	0.000	0.000	Merged-chr7-102315597-18
NR35799--MA0599.1.KLF5	chr2	32931925	32931934	+	0.000	0.000	Merged-chr2-32931910-4
NR15805--MA0493.1.Klf1	chr12	112629101	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR65876--MA0493.1.Klf1	chr8	84686727	84686737	-	0.000	0.000	Merged-chr8-84686915-1
NR17992--MA0741.1.KLF16	chr13	94567545	94567555	-	0.000	0.000	Merged-chr13-94567668-9
NR18765--MA1107.1.KLF9	chr13	112824335	112824347	+	0.000	0.000	Merged-chr13-112824318-13
NR13317--MA0599.1.KLF5	chr11	121388260	121388269	+	0.000	0.000	Merged-chr11-121388378-24
NR43733--MA0741.1.KLF16	chr3	143379404	143379414	+	0.000	0.000	Merged-chr3-143379316-24
NR55285--MA0039.3.KLF4	chr6	48706254	48706264	+	0.000	0.000	Merged-chr6-48706289-36
NR21097--MA0741.1.KLF16	chr14	75892275	75892285	-	0.000	0.000	Merged-chr14-75892464-20
NR41334--MA0039.3.KLF4	chr3	68763113	68763123	+	0.000	0.000	Merged-chr3-68763187-8
NR25508--MA1107.1.KLF9	chr16	18733522	18733534	+	0.000	0.000	Merged-chr16-18733506-32
NR11253--MA0493.1.Klf1	chr11	78690774	78690784	+	0.000	0.000	Merged-chr11-78690691-3
NR58000--MA1107.1.KLF9	chr6	135150454	135150466	-	0.000	0.000	Merged-chr6-135150450-14
NR14765--MA0599.1.KLF5	chr12	82187388	82187397	+	0.000	0.000	Merged-chr12-82187311-20
NR25433--MA0599.1.KLF5	chr16	17177860	17177869	+	0.000	0.000	Merged-chr16-17177816-6
NR460--MA0741.1.KLF16	chr1	37889350	37889360	+	0.000	0.000	Merged-chr1-37889517-3
NR15804--MA0039.3.KLF4	chr12	112629099	112629109	-	0.000	0.000	Merged-chr12-112629266-49
NR69905--MA0599.1.KLF5	chr9	85319699	85319708	+	0.000	0.000	Merged-chr9-85319747-2
NR24378--MA0741.1.KLF16	chr15	93375911	93375921	-	0.000	0.000	Merged-chr15-93375803-4
NR24551--MA0740.1.KLF14	chr15	97606751	97606764	+	0.000	0.000	Merged-chr15-97606857-25
NR2637--MA0741.1.KLF16	chr1	135818771	135818781	+	0.000	0.000	Merged-chr1-135818684-27
NR24649--MA0741.1.KLF16	chr15	98793346	98793356	+	0.000	0.000	Merged-chr15-98793364-7
NR61754--MA0493.1.Klf1	chr7	101012085	101012095	-	0.000	0.000	Merged-chr7-101011923-30
NR31443--MA1107.1.KLF9	chr18	43687764	43687776	+	0.000	0.000	Merged-chr18-43687697-2
NR29778--MA1107.1.KLF9	chr17	65819436	65819448	+	0.000	0.000	Merged-chr17-65819307-6
NR64000--MA0741.1.KLF16	chr8	8685654	8685664	-	0.000	0.000	Merged-chr8-8685770-4
NR23043--MA0599.1.KLF5	chr15	58171624	58171633	+	0.000	0.000	Merged-chr15-58171434-29
NR66203--MA0741.1.KLF16	chr8	95349076	95349086	-	0.000	0.000	Merged-chr8-95348986-27
NR36231--MA0741.1.KLF16	chr2	55437050	55437060	+	0.000	0.000	Merged-chr2-55437134-25
NR52365--MA0741.1.KLF16	chr5	118661947	118661957	+	0.000	0.000	Merged-chr5-118661904-17
NR45264--MA0741.1.KLF16	chr4	45766158	45766168	-	0.000	0.000	Merged-chr4-45766216-17
NR35057--MA0741.1.KLF16	chr2	18909775	18909785	-	0.000	0.000	Merged-chr2-18909851-2
NR8686--MA1107.1.KLF9	chr10	122778137	122778149	+	0.000	0.000	Merged-chr10-122778014-1
NR40344--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR13893--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR935--MA1107.1.KLF9	chr1	62049746	62049758	+	0.000	0.000	Merged-chr1-62049803-1
NR11061--MA0741.1.KLF16	chr11	75571463	75571473	-	0.000	0.000	Merged-chr11-75571465-10
NR37194--MA0741.1.KLF16	chr2	94263466	94263476	+	0.000	0.000	Merged-chr2-94263643-18
NR6282--MA0039.3.KLF4	chr10	62248020	62248030	-	0.000	0.000	Merged-chr10-62247968-20
NR44864--MA1107.1.KLF9	chr4	33390941	33390953	+	0.000	0.000	Merged-chr4-33390737-19
NR57077--MA0742.1.Klf12	chr6	115972936	115972950	-	0.000	0.000	Merged-chr6-115972922-11
NR9776--MA1107.1.KLF9	chr11	32486697	32486709	-	0.000	0.000	Merged-chr11-32486832-15
NR6512--MA0599.1.KLF5	chr10	69571685	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR67613--MA0493.1.Klf1	chr8	128333494	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR13558--MA1107.1.KLF9	chr12	16384356	16384368	+	0.000	0.000	Merged-chr12-16384404-18
NR7003--MA0740.1.KLF14	chr10	80054384	80054397	-	0.000	0.000	Merged-chr10-80054336-1
NR36445--MA1107.1.KLF9	chr2	65552058	65552070	-	0.000	0.000	Merged-chr2-65551988-12
NR48110--MA0599.1.KLF5	chr4	137722914	137722923	+	0.000	0.000	Merged-chr4-137723012-20
NR66812--MA0657.1.KLF13	chr8	115568529	115568546	+	0.000	0.000	Merged-chr8-115568627-19
NR25782--MA0493.1.Klf1	chr16	32516544	32516554	-	0.000	0.000	Merged-chr16-32516451-30
NR68353--MA0741.1.KLF16	chr9	41160888	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR1706--MA0039.3.KLF4	chr1	92640408	92640418	+	0.000	0.000	Merged-chr1-92640529-29
NR67766--MA0599.1.KLF5	chr9	15014176	15014185	-	0.000	0.000	Merged-chr9-15014101-6
NR17850--MA0742.1.Klf12	chr13	89521652	89521666	+	0.000	0.000	Merged-chr13-89521757-30
NR20696--MA0599.1.KLF5	chr14	63943535	63943544	+	0.000	0.000	Merged-chr14-63943640-23
NR26146--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR10308--MA0742.1.Klf12	chr11	57791222	57791236	+	0.000	0.000	Merged-chr11-57791276-17
NR45591--MA0741.1.KLF16	chr4	56865498	56865508	+	0.000	0.000	Merged-chr4-56865675-1
NR63074--MA1107.1.KLF9	chr7	130761461	130761473	-	0.000	0.000	Merged-chr7-130761356-8
NR68716--MA1107.1.KLF9	chr9	51162022	51162034	-	0.000	0.000	Merged-chr9-51161990-29
NR13258--MA0740.1.KLF14	chr11	120941193	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR2040--MA0741.1.KLF16	chr1	119637161	119637171	+	0.000	0.000	Merged-chr1-119636990-21
NR31270--MA0599.1.KLF5	chr18	35830174	35830183	+	0.000	0.000	Merged-chr18-35830192-19
NR47589--MA0741.1.KLF16	chr4	130802168	130802178	+	0.000	0.000	Merged-chr4-130802230-25
NR40975--MA1107.1.KLF9	chr3	51701526	51701538	+	0.000	0.000	Merged-chr3-51701450-64
NR34719--MA0599.1.KLF5	chr2	4601546	4601555	-	0.000	0.000	Merged-chr2-4601528-18
NR57278--MA1107.1.KLF9	chr6	120464178	120464190	+	0.000	0.000	Merged-chr6-120464092-4
NR61454--MA1107.1.KLF9	chr7	90476752	90476764	-	0.000	0.000	Merged-chr7-90476840-1
NR975--MA0741.1.KLF16	chr1	64088020	64088030	+	0.000	0.000	Merged-chr1-64088195-22
NR31578--MA1107.1.KLF9	chr18	54822920	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR64406--MA0741.1.KLF16	chr8	22780967	22780977	-	0.000	0.000	Merged-chr8-22780789-14
NR24697--MA0493.1.Klf1	chr15	99223647	99223657	-	0.000	0.000	Merged-chr15-99223705-10
NR44794--MA0599.1.KLF5	chr4	32481949	32481958	-	0.000	0.000	Merged-chr4-32481815-19
NR66663--MA0657.1.KLF13	chr8	110929255	110929272	-	0.000	0.000	Merged-chr8-110929357-31
NR41121--MA0741.1.KLF16	chr3	55688152	55688162	-	0.000	0.000	Merged-chr3-55687980-1
NR64387--MA0741.1.KLF16	chr8	22228790	22228800	+	0.000	0.000	Merged-chr8-22228766-14
NR16824--MA0493.1.Klf1	chr13	46619870	46619880	-	0.000	0.000	Merged-chr13-46619803-12
NR36235--MA1107.1.KLF9	chr2	55437055	55437067	+	0.000	0.000	Merged-chr2-55437134-25
NR19805--MA0741.1.KLF16	chr14	31934163	31934173	-	0.000	0.000	Merged-chr14-31934172-18
NR12080--MA0599.1.KLF5	chr11	99012471	99012480	-	0.000	0.000	Merged-chr11-99012536-12
NR17854--MA0741.1.KLF16	chr13	89521653	89521663	+	0.000	0.000	Merged-chr13-89521757-30
NR61428--MA0493.1.Klf1	chr7	90341962	90341972	-	0.000	0.000	Merged-chr7-90341759-29
NR70857--MA0599.1.KLF5	chr9	110880153	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR67774--MA1107.1.KLF9	chr9	15014174	15014186	-	0.000	0.000	Merged-chr9-15014101-6
NR465--MA0741.1.KLF16	chr1	38395439	38395449	+	0.000	0.000	Merged-chr1-38395375-19
NR1864--MA0493.1.Klf1	chr1	104215213	104215223	+	0.000	0.000	Merged-chr1-104215254-1
NR5678--MA0599.1.KLF5	chr10	40007146	40007155	+	0.000	0.000	Merged-chr10-40007208-3
NR39934--MA0039.3.KLF4	chr2	172439941	172439951	+	0.000	0.000	Merged-chr2-172439824-1
NR58243--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR33692--MA0742.1.Klf12	chr19	32957100	32957114	+	0.000	0.000	Merged-chr19-32957163-34
NR69058--MA0740.1.KLF14	chr9	61715234	61715247	-	0.000	0.000	Merged-chr9-61715160-12
NR976--MA1107.1.KLF9	chr1	64088019	64088031	+	0.000	0.000	Merged-chr1-64088195-22
NR61240--MA0493.1.Klf1	chr7	80911180	80911190	+	0.000	0.000	Merged-chr7-80911261-13
NR61347--MA1107.1.KLF9	chr7	84149055	84149067	+	0.000	0.000	Merged-chr7-84149073-24
NR69067--MA0657.1.KLF13	chr9	61745280	61745297	+	0.000	0.000	Merged-chr9-61745239-9
NR70581--MA0741.1.KLF16	chr9	106071860	106071870	+	0.000	0.000	Merged-chr9-106071900-22
NR34770--MA0742.1.Klf12	chr2	6379102	6379116	+	0.000	0.000	Merged-chr2-6378947-26
NR22414--MA1107.1.KLF9	chr15	19456869	19456881	+	0.000	0.000	Merged-chr15-19456859-1
NR69091--MA0599.1.KLF5	chr9	62425306	62425315	-	0.000	0.000	Merged-chr9-62425384-15
NR66208--MA0741.1.KLF16	chr8	95349081	95349091	-	0.000	0.000	Merged-chr8-95348986-27
NR36441--MA0741.1.KLF16	chr2	65552074	65552084	-	0.000	0.000	Merged-chr2-65551988-12
NR35169--MA0599.1.KLF5	chr2	22957643	22957652	-	0.000	0.000	Merged-chr2-22957628-19
NR28501--MA1107.1.KLF9	chr17	31386151	31386163	-	0.000	0.000	Merged-chr17-31386288-8
NR7004--MA0657.1.KLF13	chr10	80054381	80054398	-	0.000	0.000	Merged-chr10-80054336-1
NR45269--MA0741.1.KLF16	chr4	45766163	45766173	-	0.000	0.000	Merged-chr4-45766216-17
NR57945--MA0039.3.KLF4	chr6	134450906	134450916	-	0.000	0.000	Merged-chr6-134450954-21
NR12259--MA0493.1.Klf1	chr11	102097108	102097118	+	0.000	0.000	Merged-chr11-102097167-18
NR31004--MA0740.1.KLF14	chr18	21300233	21300246	+	0.000	0.000	Merged-chr18-21300237-62
NR24411--MA0741.1.KLF16	chr15	93756158	93756168	+	0.000	0.000	Merged-chr15-93756205-23
NR19590--MA0741.1.KLF16	chr14	25719559	25719569	+	0.000	0.000	Merged-chr14-25719567-22
NR65811--MA0741.1.KLF16	chr8	83899251	83899261	-	0.000	0.000	Merged-chr8-83899135-1
NR30839--MA0599.1.KLF5	chr18	5819884	5819893	+	0.000	0.000	Merged-chr18-5820020-28
NR33141--MA0740.1.KLF14	chr19	6839886	6839899	-	0.000	0.000	Merged-chr19-6839786-2
NR48263--MA0599.1.KLF5	chr4	140601397	140601406	-	0.000	0.000	Merged-chr4-140601329-15
NR24384--MA0493.1.Klf1	chr15	93443907	93443917	+	0.000	0.000	Merged-chr15-93443797-12
NR31808--MA0599.1.KLF5	chr18	62267378	62267387	-	0.000	0.000	Merged-chr18-62267467-16
NR8680--MA0742.1.Klf12	chr10	122778157	122778171	+	0.000	0.000	Merged-chr10-122778014-1
NR41771--MA0599.1.KLF5	chr3	89911450	89911459	+	0.000	0.000	Merged-chr3-89911440-10
NR48911--MA1107.1.KLF9	chr4	152247435	152247447	+	0.000	0.000	Merged-chr4-152247398-23
NR47191--MA0599.1.KLF5	chr4	122829454	122829463	-	0.000	0.000	Merged-chr4-122829434-12
NR26595--MA0741.1.KLF16	chr16	72663658	72663668	-	0.000	0.000	Merged-chr16-72663616-18
NR13602--MA0741.1.KLF16	chr12	17736625	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR34522--MA0741.1.KLF16	chr19	57430074	57430084	-	0.000	0.000	Merged-chr19-57430178-33
NR48464--MA0493.1.Klf1	chr4	143190932	143190942	-	0.000	0.000	Merged-chr4-143190909-19
NR67564--MA1107.1.KLF9	chr8	127786458	127786470	+	0.000	0.000	Merged-chr8-127786382-2
NR54292--MA0599.1.KLF5	chr5	149320905	149320914	+	0.000	0.000	Merged-chr5-149320865-18
NR20684--MA0741.1.KLF16	chr14	63906104	63906114	-	0.000	0.000	Merged-chr14-63906056-16
NR72285--MA0599.1.KLF5	chrX	93911289	93911298	+	0.000	0.000	Merged-chrX-93911345-24
NR65156--MA1107.1.KLF9	chr8	67860356	67860368	+	0.000	0.000	Merged-chr8-67860375-11
NR60047--MA1107.1.KLF9	chr7	35172052	35172064	-	0.000	0.000	Merged-chr7-35172078-26
NR57526--MA0599.1.KLF5	chr6	125433809	125433818	+	0.000	0.000	Merged-chr6-125433874-28
NR24058--MA0599.1.KLF5	chr15	84372976	84372985	-	0.000	0.000	Merged-chr15-84372915-18
NR83--MA0599.1.KLF5	chr1	12875663	12875672	-	0.000	0.000	Merged-chr1-12875704-39
NR43914--MA1107.1.KLF9	chr3	148221391	148221403	-	0.000	0.000	Merged-chr3-148221459-4
NR57507--MA1107.1.KLF9	chr6	125229077	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR24392--MA0039.3.KLF4	chr15	93530754	93530764	-	0.000	0.000	Merged-chr15-93530912-20
NR11415--MA1107.1.KLF9	chr11	82961944	82961956	-	0.000	0.000	Merged-chr11-82962014-19
NR56328--MA0741.1.KLF16	chr6	90629686	90629696	+	0.000	0.000	Merged-chr6-90629668-42
NR11993--MA0493.1.Klf1	chr11	98348222	98348232	+	0.000	0.000	Merged-chr11-98348383-15
NR19589--MA0599.1.KLF5	chr14	25719559	25719568	+	0.000	0.000	Merged-chr14-25719567-22
NR45201--MA0741.1.KLF16	chr4	44106464	44106474	-	0.000	0.000	Merged-chr4-44106569-17
NR25272--MA1107.1.KLF9	chr16	11286165	11286177	-	0.000	0.000	Merged-chr16-11286053-13
NR57614--MA0039.3.KLF4	chr6	127365545	127365555	-	0.000	0.000	Merged-chr6-127365482-29
NR35039--MA0493.1.Klf1	chr2	18307617	18307627	+	0.000	0.000	Merged-chr2-18307843-60
NR72492--MA0741.1.KLF16	chrX	114474273	114474283	-	0.000	0.000	Merged-chrX-114474330-36
NR59020--MA0741.1.KLF16	chr7	16047795	16047805	+	0.000	0.000	Merged-chr7-16047876-4
NR44468--MA0599.1.KLF5	chr4	6941241	6941250	+	0.000	0.000	Merged-chr4-6941109-33
NR55475--MA1107.1.KLF9	chr6	53038243	53038255	+	0.000	0.000	Merged-chr6-53038389-13
NR47845--MA0599.1.KLF5	chr4	134372586	134372595	+	0.000	0.000	Merged-chr4-134372505-25
NR56114--MA0599.1.KLF5	chr6	86127094	86127103	+	0.000	0.000	Merged-chr6-86127203-6
NR47110--MA0657.1.KLF13	chr4	120746999	120747016	-	0.000	0.000	Merged-chr4-120746874-1
NR12975--MA1107.1.KLF9	chr11	116869774	116869786	-	0.000	0.000	Merged-chr11-116869693-21
NR28002--MA0741.1.KLF16	chr17	23786240	23786250	-	0.000	0.000	Merged-chr17-23786178-32
NR72938--MA0741.1.KLF16	chrX	166329051	166329061	-	0.000	0.000	Merged-chrX-166329162-24
NR52360--MA0740.1.KLF14	chr5	118661941	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR26689--MA1107.1.KLF9	chr16	76283384	76283396	-	0.000	0.000	Merged-chr16-76283420-1
NR48165--MA0599.1.KLF5	chr4	138166655	138166664	-	0.000	0.000	Merged-chr4-138166790-8
NR57082--MA0741.1.KLF16	chr6	115972919	115972929	-	0.000	0.000	Merged-chr6-115972922-11
NR62241--MA0493.1.Klf1	chr7	115416123	115416133	-	0.000	0.000	Merged-chr7-115416169-1
NR34773--MA0493.1.Klf1	chr2	6379102	6379112	+	0.000	0.000	Merged-chr2-6378947-26
NR6985--MA0740.1.KLF14	chr10	79997316	79997329	+	0.000	0.000	Merged-chr10-79997412-19
NR11304--MA0493.1.Klf1	chr11	79460472	79460482	-	0.000	0.000	Merged-chr11-79460483-1
NR62155--MA0741.1.KLF16	chr7	112720394	112720404	-	0.000	0.000	Merged-chr7-112720387-3
NR17884--MA0599.1.KLF5	chr13	91038226	91038235	-	0.000	0.000	Merged-chr13-91038224-15
NR35957--MA0493.1.Klf1	chr2	37765371	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR61070--MA1107.1.KLF9	chr7	78383923	78383935	+	0.000	0.000	Merged-chr7-78384000-1
NR20892--MA0657.1.KLF13	chr14	70286437	70286454	-	0.000	0.000	Merged-chr14-70286358-3
NR36259--MA0493.1.Klf1	chr2	57253112	57253122	-	0.000	0.000	Merged-chr2-57253205-15
NR22308--MA0493.1.Klf1	chr15	8234375	8234385	-	0.000	0.000	Merged-chr15-8234402-16
NR27337--MA0599.1.KLF5	chr17	3246813	3246822	-	0.000	0.000	Merged-chr17-3246798-10
NR70334--MA0741.1.KLF16	chr9	98973277	98973287	-	0.000	0.000	Merged-chr9-98973397-16
NR43144--MA0039.3.KLF4	chr3	127845179	127845189	+	0.000	0.000	Merged-chr3-127845262-14
NR57692--MA0599.1.KLF5	chr6	128318435	128318444	+	0.000	0.000	Merged-chr6-128318516-29
NR40130--MA1107.1.KLF9	chr2	178427080	178427092	+	0.000	0.000	Merged-chr2-178427210-3
NR55284--MA0599.1.KLF5	chr6	48706253	48706262	+	0.000	0.000	Merged-chr6-48706289-36
NR69892--MA1107.1.KLF9	chr9	85319563	85319575	-	0.000	0.000	Merged-chr9-85319747-2
NR52057--MA0741.1.KLF16	chr5	113873212	113873222	-	0.000	0.000	Merged-chr5-113873174-24
NR41333--MA0599.1.KLF5	chr3	68763112	68763121	+	0.000	0.000	Merged-chr3-68763187-8
NR15024--MA0599.1.KLF5	chr12	91684570	91684579	-	0.000	0.000	Merged-chr12-91684536-24
NR42770--MA0741.1.KLF16	chr3	115897929	115897939	+	0.000	0.000	Merged-chr3-115897908-5
NR12859--MA1107.1.KLF9	chr11	115564180	115564192	+	0.000	0.000	Merged-chr11-115564290-52
NR16636--MA0039.3.KLF4	chr13	38958320	38958330	+	0.000	0.000	Merged-chr13-38958304-24
NR2690--MA1107.1.KLF9	chr1	136617578	136617590	-	0.000	0.000	Merged-chr1-136617404-40
NR22627--MA0741.1.KLF16	chr15	36438863	36438873	-	0.000	0.000	Merged-chr15-36438812-16
NR20644--MA0740.1.KLF14	chr14	61744089	61744102	-	0.000	0.000	Merged-chr14-61744186-5
NR69068--MA0039.3.KLF4	chr9	61779442	61779452	-	0.000	0.000	Merged-chr9-61779248-32
NR56910--MA1107.1.KLF9	chr6	112162841	112162853	+	0.000	0.000	Merged-chr6-112162678-1
NR35680--MA0599.1.KLF5	chr2	31825541	31825550	+	0.000	0.000	Merged-chr2-31825617-19
NR32951--MA1107.1.KLF9	chr19	4718762	4718774	+	0.000	0.000	Merged-chr19-4718820-6
NR2938--MA0657.1.KLF13	chr1	150465583	150465600	+	0.000	0.000	Merged-chr1-150465561-21
NR1803--MA0599.1.KLF5	chr1	94825287	94825296	+	0.000	0.000	Merged-chr1-94825382-1
NR15803--MA0599.1.KLF5	chr12	112629101	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR41426--MA1107.1.KLF9	chr3	79129206	79129218	-	0.000	0.000	Merged-chr3-79129160-12
NR49921--MA1107.1.KLF9	chr5	33143045	33143057	-	0.000	0.000	Merged-chr5-33143118-19
NR18852--MA1107.1.KLF9	chr13	114280929	114280941	-	0.000	0.000	Merged-chr13-114280997-1
NR14740--MA0599.1.KLF5	chr12	81845220	81845229	-	0.000	0.000	Merged-chr12-81845150-28
NR62600--MA0599.1.KLF5	chr7	121734723	121734732	-	0.000	0.000	Merged-chr7-121734819-1
NR32943--MA0741.1.KLF16	chr19	4718769	4718779	+	0.000	0.000	Merged-chr19-4718820-6
NR57691--MA1107.1.KLF9	chr6	128318396	128318408	+	0.000	0.000	Merged-chr6-128318516-29
NR60540--MA1107.1.KLF9	chr7	49303810	49303822	-	0.000	0.000	Merged-chr7-49303959-15
NR17995--MA1107.1.KLF9	chr13	94567551	94567563	-	0.000	0.000	Merged-chr13-94567668-9
NR52449--MA0599.1.KLF5	chr5	121174608	121174617	-	0.000	0.000	Merged-chr5-121174480-13
NR30683--MA0599.1.KLF5	chr17	88509221	88509230	+	0.000	0.000	Merged-chr17-88509228-29
NR55283--MA1107.1.KLF9	chr6	48693968	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR38506--MA0741.1.KLF16	chr2	136917805	136917815	-	0.000	0.000	Merged-chr2-136917960-10
NR13874--MA0599.1.KLF5	chr12	32144666	32144675	-	0.000	0.000	Merged-chr12-32144696-20
NR2385--MA0741.1.KLF16	chr1	130522445	130522455	+	0.000	0.000	Merged-chr1-130522626-12
NR17990--MA0039.3.KLF4	chr13	94567555	94567565	-	0.000	0.000	Merged-chr13-94567668-9
NR459--MA0599.1.KLF5	chr1	37889350	37889359	+	0.000	0.000	Merged-chr1-37889517-3
NR66779--MA0741.1.KLF16	chr8	114986178	114986188	-	0.000	0.000	Merged-chr8-114986195-32
NR47625--MA1107.1.KLF9	chr4	131696143	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR13270--MA0741.1.KLF16	chr11	120981078	120981088	+	0.000	0.000	Merged-chr11-120981125-9
NR36295--MA0493.1.Klf1	chr2	59332405	59332415	-	0.000	0.000	Merged-chr2-59332590-12
NR23327--MA0599.1.KLF5	chr15	72859486	72859495	+	0.000	0.000	Merged-chr15-72859470-25
NR6930--MA0599.1.KLF5	chr10	78591552	78591561	-	0.000	0.000	Merged-chr10-78591628-19
NR57998--MA0741.1.KLF16	chr6	135150459	135150469	-	0.000	0.000	Merged-chr6-135150450-14
NR68250--MA0741.1.KLF16	chr9	36905617	36905627	-	0.000	0.000	Merged-chr9-36905642-9
NR51569--MA0493.1.Klf1	chr5	100929920	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR36604--MA0493.1.Klf1	chr2	72137078	72137088	+	0.000	0.000	Merged-chr2-72136999-23
NR19804--MA0493.1.Klf1	chr14	31934164	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR17969--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR45357--MA0599.1.KLF5	chr4	46794957	46794966	+	0.000	0.000	Merged-chr4-46794898-7
NR18850--MA0741.1.KLF16	chr13	114280930	114280940	-	0.000	0.000	Merged-chr13-114280997-1
NR28408--MA0741.1.KLF16	chr17	29264986	29264996	+	0.000	0.000	Merged-chr17-29264893-3
NR61841--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR43625--MA0599.1.KLF5	chr3	138649839	138649848	-	0.000	0.000	Merged-chr3-138649925-12
NR10307--MA0740.1.KLF14	chr11	57791222	57791235	+	0.000	0.000	Merged-chr11-57791276-17
NR61609--MA0599.1.KLF5	chr7	97842918	97842927	+	0.000	0.000	Merged-chr7-97843006-38
NR4697--MA0741.1.KLF16	chr1	189830916	189830926	-	0.000	0.000	Merged-chr1-189831018-42
NR41332--MA0742.1.Klf12	chr3	68763111	68763125	+	0.000	0.000	Merged-chr3-68763187-8
NR26677--MA0740.1.KLF14	chr16	76283306	76283319	+	0.000	0.000	Merged-chr16-76283420-1
