#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR2871--MA0036.3.GATA2	chr16	87603199	87603209	-	0.000	0.000	Merged-chr16-87603079-11
NR5176--MA0766.1.GATA5	chr5	65795514	65795521	-	0.000	0.000	Merged-chr5-65795420-10
NR3704--MA0482.1.Gata4	chr2	11320204	11320214	-	0.000	0.000	Merged-chr2-11320345-22
NR2350--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR1880--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR3707--MA0035.3.Gata1	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR1094--MA0482.1.Gata4	chr11	32489303	32489313	-	0.000	0.000	Merged-chr11-32489418-40
NR1246--MA0035.3.Gata1	chr11	87760741	87760751	-	0.000	0.000	Merged-chr11-87760646-1
NR5090--MA1104.1.GATA6	chr5	20792369	20792381	+	0.000	0.000	Merged-chr5-20792282-29
NR5147--MA0766.1.GATA5	chr5	37147598	37147605	-	0.000	0.000	Merged-chr5-37147664-17
NR1615--MA0482.1.Gata4	chr12	97269746	97269756	+	0.000	0.000	Merged-chr12-97269671-1
NR2202--MA0036.3.GATA2	chr14	27268427	27268437	-	0.000	0.000	Merged-chr14-27268313-23
NR672--MA0482.1.Gata4	chr10	18892249	18892259	-	0.000	0.000	Merged-chr10-18892324-9
NR2935--MA0035.3.Gata1	chr17	5798609	5798619	-	0.000	0.000	Merged-chr17-5798527-14
NR4201--MA0035.3.Gata1	chr2	166046194	166046204	-	0.000	0.000	Merged-chr2-166046105-43
NR3705--MA1104.1.GATA6	chr2	11320204	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR4860--MA1104.1.GATA6	chr4	95197263	95197275	+	0.000	0.000	Merged-chr4-95197383-10
NR4808--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR675--MA0035.3.Gata1	chr10	18892250	18892260	-	0.000	0.000	Merged-chr10-18892324-9
NR5132--MA0482.1.Gata4	chr5	35771305	35771315	+	0.000	0.000	Merged-chr5-35771159-16
NR1616--MA1104.1.GATA6	chr12	97269744	97269756	-	0.000	0.000	Merged-chr12-97269671-1
NR673--MA1104.1.GATA6	chr10	18892249	18892261	+	0.000	0.000	Merged-chr10-18892324-9
NR5148--MA0035.3.Gata1	chr5	37147597	37147607	+	0.000	0.000	Merged-chr5-37147664-17
NR6431--MA0035.3.Gata1	chr8	79734393	79734403	-	0.000	0.000	Merged-chr8-79734534-16
NR4978--MA0766.1.GATA5	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR2627--MA0035.3.Gata1	chr15	93298391	93298401	+	0.000	0.000	Merged-chr15-93298411-30
NR5084--MA0482.1.Gata4	chr5	17422756	17422766	+	0.000	0.000	Merged-chr5-17422615-4
NR3312--MA0140.2.GATA1::TAL1	chr18	55107112	55107129	+	0.000	0.000	Merged-chr18-55107186-34
NR6803--MA0140.2.GATA1::TAL1	chr9	75424569	75424586	-	0.000	0.000	Merged-chr9-75424594-10
NR978--MA0035.3.Gata1	chr10	117959505	117959515	-	0.000	0.000	Merged-chr10-117959672-9
NR676--MA0140.2.GATA1::TAL1	chr10	18892241	18892258	-	0.000	0.000	Merged-chr10-18892324-9
NR7059--MA0036.3.GATA2	chr9	120057231	120057241	-	0.000	0.000	Merged-chr9-120057282-6
NR2760--MA0482.1.Gata4	chr16	32954080	32954090	-	0.000	0.000	Merged-chr16-32954126-18
NR4548--MA0766.1.GATA5	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR3552--MA0140.2.GATA1::TAL1	chr19	21629142	21629159	-	0.000	0.000	Merged-chr19-21629200-14
NR4807--MA1104.1.GATA6	chr4	53384820	53384832	-	0.000	0.000	Merged-chr4-53384912-31
NR1093--MA0037.3.GATA3	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR5085--MA1104.1.GATA6	chr5	17422754	17422766	-	0.000	0.000	Merged-chr5-17422615-4
NR4084--MA0036.3.GATA2	chr2	138245649	138245659	-	0.000	0.000	Merged-chr2-138245729-1
NR4979--MA0035.3.Gata1	chr4	139293491	139293501	+	0.000	0.000	Merged-chr4-139293440-1
NR749--MA0766.1.GATA5	chr10	44069230	44069237	-	0.000	0.000	Merged-chr10-44069344-19
NR2589--MA0766.1.GATA5	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR976--MA1104.1.GATA6	chr10	117959504	117959516	+	0.000	0.000	Merged-chr10-117959672-9
NR4859--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR1614--MA0037.3.GATA3	chr12	97269746	97269753	-	0.000	0.000	Merged-chr12-97269671-1
NR654--MA0482.1.Gata4	chr10	6978072	6978082	+	0.000	0.000	Merged-chr10-6978015-8
NR667--MA0482.1.Gata4	chr10	18009885	18009895	+	0.000	0.000	Merged-chr10-18009949-7
NR5348--MA1104.1.GATA6	chr5	137425806	137425818	+	0.000	0.000	Merged-chr5-137425710-17
NR5877--MA0140.2.GATA1::TAL1	chr6	146909428	146909445	-	0.000	0.000	Merged-chr6-146909380-33
NR4772--MA0140.2.GATA1::TAL1	chr4	32909415	32909432	-	0.000	0.000	Merged-chr4-32909502-13
NR6644--MA1104.1.GATA6	chr8	128264196	128264208	+	0.000	0.000	Merged-chr8-128264362-5
NR4371--MA0482.1.Gata4	chr3	75696298	75696308	-	0.000	0.000	Merged-chr3-75696372-7
NR4546--MA0482.1.Gata4	chr3	130796842	130796852	-	0.000	0.000	Merged-chr3-130796721-21
NR3554--MA0035.3.Gata1	chr19	25059774	25059784	+	0.000	0.000	Merged-chr19-25059831-2
NR2587--MA0482.1.Gata4	chr15	72928856	72928866	-	0.000	0.000	Merged-chr15-72929064-48
NR668--MA1104.1.GATA6	chr10	18009883	18009895	-	0.000	0.000	Merged-chr10-18009949-7
NR3512--MA0035.3.Gata1	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR5177--MA0140.2.GATA1::TAL1	chr5	65795515	65795532	+	0.000	0.000	Merged-chr5-65795420-10
NR5499--MA0140.2.GATA1::TAL1	chr6	49973808	49973825	-	0.000	0.000	Merged-chr6-49973713-27
NR5083--MA0037.3.GATA3	chr5	17422756	17422763	-	0.000	0.000	Merged-chr5-17422615-4
NR4547--MA1104.1.GATA6	chr3	130796842	130796854	+	0.000	0.000	Merged-chr3-130796721-21
NR2201--MA1104.1.GATA6	chr14	27268426	27268438	+	0.000	0.000	Merged-chr14-27268313-23
NR6428--MA0482.1.Gata4	chr8	79734392	79734402	-	0.000	0.000	Merged-chr8-79734534-16
NR1619--MA0035.3.Gata1	chr12	97269745	97269755	+	0.000	0.000	Merged-chr12-97269671-1
NR5760--MA0482.1.Gata4	chr6	132735612	132735622	+	0.000	0.000	Merged-chr6-132735696-3
NR1457--MA0035.3.Gata1	chr12	13512375	13512385	+	0.000	0.000	Merged-chr12-13512538-15
NR1095--MA0766.1.GATA5	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR713--MA0766.1.GATA5	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR1441--MA0766.1.GATA5	chr11	119352717	119352724	+	0.000	0.000	Merged-chr11-119352857-1
NR2588--MA1104.1.GATA6	chr15	72928856	72928868	+	0.000	0.000	Merged-chr15-72929064-48
NR5091--MA0035.3.Gata1	chr5	20792370	20792380	-	0.000	0.000	Merged-chr5-20792282-29
NR4975--MA0037.3.GATA3	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR3549--MA0140.2.GATA1::TAL1	chr19	17385712	17385729	+	0.000	0.000	Merged-chr19-17385602-21
NR6429--MA1104.1.GATA6	chr8	79734392	79734404	+	0.000	0.000	Merged-chr8-79734534-16
NR4089--MA0766.1.GATA5	chr2	138245854	138245861	+	0.000	0.000	Merged-chr2-138245729-1
NR655--MA0036.3.GATA2	chr10	6978071	6978081	+	0.000	0.000	Merged-chr10-6978015-8
NR5761--MA1104.1.GATA6	chr6	132735610	132735622	-	0.000	0.000	Merged-chr6-132735696-3
NR4858--MA0037.3.GATA3	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR666--MA0037.3.GATA3	chr10	18009885	18009892	-	0.000	0.000	Merged-chr10-18009949-7
NR5960--MA0140.2.GATA1::TAL1	chr7	30565293	30565310	+	0.000	0.000	Merged-chr7-30565438-16
NR5088--MA0035.3.Gata1	chr5	17422755	17422765	+	0.000	0.000	Merged-chr5-17422615-4
NR714--MA0035.3.Gata1	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR3706--MA0036.3.GATA2	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR4861--MA0036.3.GATA2	chr4	95197264	95197274	-	0.000	0.000	Merged-chr4-95197383-10
NR3307--MA0482.1.Gata4	chr18	55107111	55107121	+	0.000	0.000	Merged-chr18-55107186-34
NR4545--MA0037.3.GATA3	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR5301--MA0482.1.Gata4	chr5	120631365	120631375	+	0.000	0.000	Merged-chr5-120631355-14
NR748--MA0036.3.GATA2	chr10	44069229	44069239	+	0.000	0.000	Merged-chr10-44069344-19
NR2586--MA0037.3.GATA3	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR3103--MA0482.1.Gata4	chr17	64285007	64285017	+	0.000	0.000	Merged-chr17-64284858-2
NR5144--MA0482.1.Gata4	chr5	37147598	37147608	+	0.000	0.000	Merged-chr5-37147664-17
NR4771--MA0035.3.Gata1	chr4	32909424	32909434	-	0.000	0.000	Merged-chr4-32909502-13
NR674--MA0036.3.GATA2	chr10	18892250	18892260	-	0.000	0.000	Merged-chr10-18892324-9
NR3106--MA0035.3.Gata1	chr17	64285006	64285016	+	0.000	0.000	Merged-chr17-64284858-2
NR3308--MA1104.1.GATA6	chr18	55107109	55107121	-	0.000	0.000	Merged-chr18-55107186-34
NR5646--MA0482.1.Gata4	chr6	112879738	112879748	-	0.000	0.000	Merged-chr6-112879624-4
NR6430--MA0036.3.GATA2	chr8	79734393	79734403	-	0.000	0.000	Merged-chr8-79734534-16
NR3104--MA1104.1.GATA6	chr17	64285005	64285017	-	0.000	0.000	Merged-chr17-64284858-2
NR1245--MA0482.1.Gata4	chr11	87760740	87760750	-	0.000	0.000	Merged-chr11-87760646-1
NR2204--MA0035.3.Gata1	chr14	27268427	27268437	-	0.000	0.000	Merged-chr14-27268313-23
NR3034--MA0482.1.Gata4	chr17	34628039	34628049	+	0.000	0.000	Merged-chr17-34628097-3
NR5145--MA1104.1.GATA6	chr5	37147596	37147608	-	0.000	0.000	Merged-chr5-37147664-17
NR2483--MA0140.2.GATA1::TAL1	chr15	5740829	5740846	-	0.000	0.000	Merged-chr15-5740789-14
NR616--MA0036.3.GATA2	chr1	191803662	191803672	+	0.000	0.000	Merged-chr1-191803516-12
NR6645--MA0035.3.Gata1	chr8	128264197	128264207	-	0.000	0.000	Merged-chr8-128264362-5
NR7127--MA0482.1.Gata4	chrX	98301582	98301592	+	0.000	0.000	Merged-chrX-98301599-4
NR977--MA0036.3.GATA2	chr10	117959505	117959515	-	0.000	0.000	Merged-chr10-117959672-9
NR1440--MA0036.3.GATA2	chr11	119352715	119352725	-	0.000	0.000	Merged-chr11-119352857-1
NR677--MA0035.3.Gata1	chr10	18892334	18892344	-	0.000	0.000	Merged-chr10-18892324-9
NR3035--MA1104.1.GATA6	chr17	34628037	34628049	-	0.000	0.000	Merged-chr17-34628097-3
NR3306--MA0037.3.GATA3	chr18	55107111	55107118	-	0.000	0.000	Merged-chr18-55107186-34
NR5300--MA0037.3.GATA3	chr5	120631365	120631372	-	0.000	0.000	Merged-chr5-120631355-14
NR656--MA0035.3.Gata1	chr10	6978071	6978081	+	0.000	0.000	Merged-chr10-6978015-8
NR6759--MA0035.3.Gata1	chr9	62828260	62828270	-	0.000	0.000	Merged-chr9-62828168-1
NR4088--MA0036.3.GATA2	chr2	138245852	138245862	-	0.000	0.000	Merged-chr2-138245729-1
NR6953--MA0482.1.Gata4	chr9	96754579	96754589	-	0.000	0.000	Merged-chr9-96754558-43
NR4976--MA1104.1.GATA6	chr4	139293490	139293502	-	0.000	0.000	Merged-chr4-139293440-1
NR2658--MA0036.3.GATA2	chr15	99154792	99154802	+	0.000	0.000	Merged-chr15-99154930-7
NR5143--MA0037.3.GATA3	chr5	37147598	37147605	-	0.000	0.000	Merged-chr5-37147664-17
NR669--MA0036.3.GATA2	chr10	18009884	18009894	+	0.000	0.000	Merged-chr10-18009949-7
NR746--MA0482.1.Gata4	chr10	44069230	44069240	+	0.000	0.000	Merged-chr10-44069344-19
NR1177--MA0037.3.GATA3	chr11	70228988	70228995	+	0.000	0.000	Merged-chr11-70229187-24
NR3689--MA0140.2.GATA1::TAL1	chr2	6353304	6353321	-	0.000	0.000	Merged-chr2-6353338-6
NR2200--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR3511--MA0036.3.GATA2	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR5759--MA0037.3.GATA3	chr6	132735612	132735619	-	0.000	0.000	Merged-chr6-132735696-3
NR747--MA1104.1.GATA6	chr10	44069228	44069240	-	0.000	0.000	Merged-chr10-44069344-19
NR750--MA0035.3.Gata1	chr10	44069229	44069239	+	0.000	0.000	Merged-chr10-44069344-19
NR5302--MA0766.1.GATA5	chr5	120631365	120631372	-	0.000	0.000	Merged-chr5-120631355-14
NR5762--MA0036.3.GATA2	chr6	132735611	132735621	+	0.000	0.000	Merged-chr6-132735696-3
NR710--MA0482.1.Gata4	chr10	34096573	34096583	-	0.000	0.000	Merged-chr10-34096665-20
NR4086--MA0482.1.Gata4	chr2	138245851	138245861	-	0.000	0.000	Merged-chr2-138245729-1
NR4862--MA0766.1.GATA5	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR745--MA0037.3.GATA3	chr10	44069230	44069237	-	0.000	0.000	Merged-chr10-44069344-19
NR1456--MA0482.1.Gata4	chr12	13512376	13512386	+	0.000	0.000	Merged-chr12-13512538-15
NR2763--MA0035.3.Gata1	chr16	32954081	32954091	-	0.000	0.000	Merged-chr16-32954126-18
NR670--MA0766.1.GATA5	chr10	18009885	18009892	-	0.000	0.000	Merged-chr10-18009949-7
NR711--MA1104.1.GATA6	chr10	34096573	34096585	+	0.000	0.000	Merged-chr10-34096665-20
NR3309--MA0036.3.GATA2	chr18	55107110	55107120	+	0.000	0.000	Merged-chr18-55107186-34
NR1618--MA0766.1.GATA5	chr12	97269746	97269753	-	0.000	0.000	Merged-chr12-97269671-1
NR2761--MA1104.1.GATA6	chr16	32954080	32954092	+	0.000	0.000	Merged-chr16-32954126-18
NR1469--MA0766.1.GATA5	chr12	16185623	16185630	-	0.000	0.000	Merged-chr12-16185844-40
NR1788--MA0482.1.Gata4	chr13	19272882	19272892	+	0.000	0.000	Merged-chr13-19272899-14
NR4087--MA1104.1.GATA6	chr2	138245851	138245863	+	0.000	0.000	Merged-chr2-138245729-1
NR4090--MA0035.3.Gata1	chr2	138245852	138245862	-	0.000	0.000	Merged-chr2-138245729-1
NR3105--MA0036.3.GATA2	chr17	64285006	64285016	+	0.000	0.000	Merged-chr17-64284858-2
NR5146--MA0036.3.GATA2	chr5	37147597	37147607	+	0.000	0.000	Merged-chr5-37147664-17
NR4937--MA0036.3.GATA2	chr4	127055720	127055730	-	0.000	0.000	Merged-chr4-127055699-1
