#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR2490--MA1104.1.GATA6	chr17	50136227	50136239	-	0.000	0.000	Merged-chr17-50136209-46
NR3341--MA0766.1.GATA5	chr2	157147647	157147654	-	0.000	0.000	Merged-chr2-157147783-53
NR4166--MA0482.1.Gata4	chr5	28315804	28315814	-	0.000	0.000	Merged-chr5-28315754-44
NR2369--MA0482.1.Gata4	chr17	12165548	12165558	+	0.000	0.000	Merged-chr17-12165459-54
NR5364--MA0036.3.GATA2	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR1691--MA0035.3.Gata1	chr14	27372771	27372781	+	0.000	0.000	Merged-chr14-27372915-15
NR3063--MA0037.3.GATA3	chr2	60328750	60328757	-	0.000	0.000	Merged-chr2-60328757-33
NR3791--MA1104.1.GATA6	chr4	10770161	10770173	+	0.000	0.000	Merged-chr4-10770192-53
NR2583--MA1104.1.GATA6	chr17	80174404	80174416	-	0.000	0.000	Merged-chr17-80174428-10
NR4167--MA1104.1.GATA6	chr5	28315804	28315816	+	0.000	0.000	Merged-chr5-28315754-44
NR3708--MA0036.3.GATA2	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR1416--MA0140.2.GATA1::TAL1	chr13	33071971	33071988	-	0.000	0.000	Merged-chr13-33072044-31
NR5797--MA0035.3.Gata1	chr9	120944000	120944010	+	0.000	0.000	Merged-chr9-120943869-18
NR5311--MA0766.1.GATA5	chr8	83779753	83779760	-	0.000	0.000	Merged-chr8-83779707-23
NR1877--MA1104.1.GATA6	chr14	78687788	78687800	-	0.000	0.000	Merged-chr14-78687892-42
NR3182--MA0482.1.Gata4	chr2	117374271	117374281	+	0.000	0.000	Merged-chr2-117374468-47
NR618--MA0037.3.GATA3	chr10	93985593	93985600	-	0.000	0.000	Merged-chr10-93985650-27
NR3185--MA0035.3.Gata1	chr2	117374270	117374280	+	0.000	0.000	Merged-chr2-117374468-47
NR3222--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR5795--MA1104.1.GATA6	chr9	120943999	120944011	-	0.000	0.000	Merged-chr9-120943869-18
NR451--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR621--MA0036.3.GATA2	chr10	93985592	93985602	+	0.000	0.000	Merged-chr10-93985650-27
NR5585--MA0035.3.Gata1	chr9	61377941	61377951	+	0.000	0.000	Merged-chr9-61377853-34
NR5593--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR5312--MA0035.3.Gata1	chr8	83779752	83779762	+	0.000	0.000	Merged-chr8-83779707-23
NR3183--MA1104.1.GATA6	chr2	117374269	117374281	-	0.000	0.000	Merged-chr2-117374468-47
NR69--MA0766.1.GATA5	chr1	62829840	62829847	+	0.000	0.000	Merged-chr1-62829921-36
NR5367--MA0036.3.GATA2	chr8	114888651	114888661	+	0.000	0.000	Merged-chr8-114888790-56
NR2769--MA0037.3.GATA3	chr18	89233872	89233879	+	0.000	0.000	Merged-chr18-89233824-45
NR3187--MA0766.1.GATA5	chr2	117399745	117399752	+	0.000	0.000	Merged-chr2-117399695-40
NR474--MA0766.1.GATA5	chr10	40713354	40713361	+	0.000	0.000	Merged-chr10-40713251-44
NR464--MA0036.3.GATA2	chr10	39991287	39991297	+	0.000	0.000	Merged-chr10-39991173-41
NR1160--MA0482.1.Gata4	chr12	25394413	25394423	+	0.000	0.000	Merged-chr12-25394494-23
NR1928--MA1104.1.GATA6	chr14	120347764	120347776	+	0.000	0.000	Merged-chr14-120347945-44
NR2368--MA0037.3.GATA3	chr17	12165548	12165555	-	0.000	0.000	Merged-chr17-12165459-54
NR4473--MA0036.3.GATA2	chr6	32796205	32796215	-	0.000	0.000	Merged-chr6-32796337-46
NR1163--MA0035.3.Gata1	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR1388--MA0140.2.GATA1::TAL1	chr13	13559105	13559122	+	0.000	0.000	Merged-chr13-13559096-31
NR3223--MA0035.3.Gata1	chr2	127923472	127923482	+	0.000	0.000	Merged-chr2-127923410-36
NR2493--MA0035.3.Gata1	chr17	50136228	50136238	+	0.000	0.000	Merged-chr17-50136209-46
NR1346--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR161--MA0766.1.GATA5	chr1	90677875	90677882	-	0.000	0.000	Merged-chr1-90677857-31
NR4736--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR2371--MA0036.3.GATA2	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR4261--MA0035.3.Gata1	chr5	92327550	92327560	+	0.000	0.000	Merged-chr5-92327493-24
NR4258--MA0037.3.GATA3	chr5	92327551	92327558	-	0.000	0.000	Merged-chr5-92327493-24
NR4521--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR5365--MA0035.3.Gata1	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR1161--MA1104.1.GATA6	chr12	25394411	25394423	-	0.000	0.000	Merged-chr12-25394494-23
NR252--MA0036.3.GATA2	chr1	136685413	136685423	-	0.000	0.000	Merged-chr1-136685597-75
NR1880--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR3188--MA0035.3.Gata1	chr2	117399743	117399753	-	0.000	0.000	Merged-chr2-117399695-40
NR475--MA0035.3.Gata1	chr10	40713352	40713362	-	0.000	0.000	Merged-chr10-40713251-44
NR2291--MA0482.1.Gata4	chr16	92641310	92641320	-	0.000	0.000	Merged-chr16-92641253-41
NR3066--MA0036.3.GATA2	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR4568--MA0766.1.GATA5	chr6	72993529	72993536	+	0.000	0.000	Merged-chr6-72993527-59
NR5363--MA1104.1.GATA6	chr8	111976660	111976672	+	0.000	0.000	Merged-chr8-111976573-47
NR2378--MA0766.1.GATA5	chr17	12249914	12249921	+	0.000	0.000	Merged-chr17-12249903-14
NR4522--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR2480--MA0482.1.Gata4	chr17	44557328	44557338	+	0.000	0.000	Merged-chr17-44557338-45
NR2087--MA0037.3.GATA3	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR3710--MA0035.3.Gata1	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR2292--MA1104.1.GATA6	chr16	92641310	92641322	+	0.000	0.000	Merged-chr16-92641253-41
NR3486--MA0140.2.GATA1::TAL1	chr3	60472530	60472547	+	0.000	0.000	Merged-chr3-60472640-67
NR4728--MA0482.1.Gata4	chr6	129997694	129997704	+	0.000	0.000	Merged-chr6-129997694-33
NR4033--MA0035.3.Gata1	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR469--MA0766.1.GATA5	chr10	40452121	40452128	-	0.000	0.000	Merged-chr10-40451996-39
NR3789--MA0037.3.GATA3	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR4569--MA0035.3.Gata1	chr6	72993527	72993537	-	0.000	0.000	Merged-chr6-72993527-59
NR4064--MA0766.1.GATA5	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR2974--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR2379--MA0035.3.Gata1	chr17	12249912	12249922	-	0.000	0.000	Merged-chr17-12249903-14
NR3612--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR908--MA0482.1.Gata4	chr11	62762089	62762099	+	0.000	0.000	Merged-chr11-62762057-29
NR4471--MA0482.1.Gata4	chr6	32796204	32796214	-	0.000	0.000	Merged-chr6-32796337-46
NR4031--MA1104.1.GATA6	chr4	134047864	134047876	+	0.000	0.000	Merged-chr4-134047792-28
NR3792--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR4729--MA1104.1.GATA6	chr6	129997692	129997704	-	0.000	0.000	Merged-chr6-129997694-33
NR4520--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR4168--MA0036.3.GATA2	chr5	28315805	28315815	-	0.000	0.000	Merged-chr5-28315754-44
NR467--MA0482.1.Gata4	chr10	40452121	40452131	+	0.000	0.000	Merged-chr10-40451996-39
NR4734--MA0482.1.Gata4	chr6	130102978	130102988	+	0.000	0.000	Merged-chr6-130103023-31
NR2290--MA0037.3.GATA3	chr16	92641313	92641320	+	0.000	0.000	Merged-chr16-92641253-41
NR2626--MA0140.2.GATA1::TAL1	chr18	34783580	34783597	+	0.000	0.000	Merged-chr18-34783714-45
NR909--MA1104.1.GATA6	chr11	62762087	62762099	-	0.000	0.000	Merged-chr11-62762057-29
NR4065--MA0035.3.Gata1	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR2089--MA0766.1.GATA5	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR4472--MA1104.1.GATA6	chr6	32796204	32796216	+	0.000	0.000	Merged-chr6-32796337-46
NR3709--MA0766.1.GATA5	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR3614--MA0482.1.Gata4	chr3	115793592	115793602	-	0.000	0.000	Merged-chr3-115793653-57
NR3617--MA0035.3.Gata1	chr3	115793593	115793603	-	0.000	0.000	Merged-chr3-115793653-57
NR5796--MA0036.3.GATA2	chr9	120944000	120944010	+	0.000	0.000	Merged-chr9-120943869-18
NR468--MA1104.1.GATA6	chr10	40452119	40452131	-	0.000	0.000	Merged-chr10-40451996-39
NR4735--MA1104.1.GATA6	chr6	130102976	130102988	-	0.000	0.000	Merged-chr6-130103023-31
NR159--MA0482.1.Gata4	chr1	90677875	90677885	+	0.000	0.000	Merged-chr1-90677857-31
NR1929--MA0035.3.Gata1	chr14	120347765	120347775	-	0.000	0.000	Merged-chr14-120347945-44
NR4727--MA0037.3.GATA3	chr6	129997694	129997701	-	0.000	0.000	Merged-chr6-129997694-33
NR3184--MA0036.3.GATA2	chr2	117374270	117374280	+	0.000	0.000	Merged-chr2-117374468-47
NR3615--MA1104.1.GATA6	chr3	115793592	115793604	+	0.000	0.000	Merged-chr3-115793653-57
NR622--MA0766.1.GATA5	chr10	93985593	93985600	-	0.000	0.000	Merged-chr10-93985650-27
NR450--MA0036.3.GATA2	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR5594--MA0766.1.GATA5	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR4730--MA0036.3.GATA2	chr6	129997693	129997703	+	0.000	0.000	Merged-chr6-129997694-33
NR5614--MA0140.2.GATA1::TAL1	chr9	69362298	69362315	-	0.000	0.000	Merged-chr9-69362247-25
NR907--MA0037.3.GATA3	chr11	62762089	62762096	-	0.000	0.000	Merged-chr11-62762057-29
NR4470--MA0037.3.GATA3	chr6	32796207	32796214	+	0.000	0.000	Merged-chr6-32796337-46
NR2489--MA0037.3.GATA3	chr17	50136229	50136236	-	0.000	0.000	Merged-chr17-50136209-46
NR2088--MA1104.1.GATA6	chr15	101388143	101388155	-	0.000	0.000	Merged-chr15-101388154-52
NR466--MA0037.3.GATA3	chr10	40452121	40452128	-	0.000	0.000	Merged-chr10-40451996-39
NR910--MA0036.3.GATA2	chr11	62762088	62762098	+	0.000	0.000	Merged-chr11-62762057-29
NR1162--MA0036.3.GATA2	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR1347--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR4061--MA0037.3.GATA3	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR471--MA0482.1.Gata4	chr10	40713351	40713361	-	0.000	0.000	Merged-chr10-40713251-44
NR3220--MA1104.1.GATA6	chr2	127923471	127923483	-	0.000	0.000	Merged-chr2-127923410-36
NR623--MA0035.3.Gata1	chr10	93985592	93985602	+	0.000	0.000	Merged-chr10-93985650-27
NR2372--MA0766.1.GATA5	chr17	12165548	12165555	-	0.000	0.000	Merged-chr17-12165459-54
NR2481--MA0766.1.GATA5	chr17	44557328	44557335	-	0.000	0.000	Merged-chr17-44557338-45
NR5595--MA0035.3.Gata1	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR4741--MA0035.3.Gata1	chr6	130136665	130136675	+	0.000	0.000	Merged-chr6-130136655-31
NR1539--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR3795--MA0482.1.Gata4	chr4	10940868	10940878	-	0.000	0.000	Merged-chr4-10940994-39
NR463--MA0482.1.Gata4	chr10	39991288	39991298	+	0.000	0.000	Merged-chr10-39991173-41
NR253--MA0766.1.GATA5	chr1	136685415	136685422	+	0.000	0.000	Merged-chr1-136685597-75
NR4523--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
