#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR10697--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR7276--MA0501.1.MAF::NFE2	chr3	152355497	152355511	-	0.000	0.000	Merged-chr3-152355609-21
NR10116--MA0089.1.MAFG::NFE2L1	chr8	95672944	95672949	-	0.000	0.000	Merged-chr8-95673039-19
NR2409--MA0089.1.MAFG::NFE2L1	chr12	75494801	75494806	+	0.000	0.000	Merged-chr12-75494766-18
NR2080--MA0089.1.MAFG::NFE2L1	chr11	109357021	109357026	-	0.000	0.000	Merged-chr11-109356957-22
NR8673--MA0089.1.MAFG::NFE2L1	chr6	33004674	33004679	+	0.000	0.000	Merged-chr6-33004502-19
NR8094--MA0591.1.Bach1::Mafk	chr5	65950997	65951011	+	0.000	0.000	Merged-chr5-65951105-46
NR9935--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR8136--MA0591.1.Bach1::Mafk	chr5	77082919	77082933	+	0.000	0.000	Merged-chr5-77082994-13
NR7277--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR10518--MA0495.2.MAFF	chr9	71874477	71874497	+	0.000	0.000	Merged-chr9-71874475-35
NR815--MA0496.2.MAFK	chr1	170729602	170729620	-	0.000	0.000	Merged-chr1-170729637-43
NR5097--MA0501.1.MAF::NFE2	chr18	32052490	32052504	-	0.000	0.000	Merged-chr18-32052647-16
NR2159--MA0117.2.Mafb	chr11	117092851	117092862	+	0.000	0.000	Merged-chr11-117092893-43
NR4206--MA0591.1.Bach1::Mafk	chr16	23262326	23262340	-	0.000	0.000	Merged-chr16-23262371-32
NR3180--MA0495.2.MAFF	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR1553--MA0117.2.Mafb	chr10	122194324	122194335	+	0.000	0.000	Merged-chr10-122194311-33
NR5902--MA0495.2.MAFF	chr2	44953030	44953050	-	0.000	0.000	Merged-chr2-44953031-31
NR5904--MA0659.1.MAFG	chr2	44953030	44953050	+	0.000	0.000	Merged-chr2-44953031-31
NR3601--MA0496.2.MAFK	chr14	101470025	101470043	-	0.000	0.000	Merged-chr14-101470106-24
NR4602--MA0495.2.MAFF	chr17	7164181	7164201	+	0.000	0.000	Merged-chr17-7164154-31
NR2614--MA0089.1.MAFG::NFE2L1	chr12	110861473	110861478	-	0.000	0.000	Merged-chr12-110861556-21
NR5167--MA0591.1.Bach1::Mafk	chr18	49721874	49721888	+	0.000	0.000	Merged-chr18-49721855-41
NR1147--MA0501.1.MAF::NFE2	chr10	39764838	39764852	-	0.000	0.000	Merged-chr10-39764888-24
NR8756--MA0495.2.MAFF	chr6	54760017	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR1205--MA0089.1.MAFG::NFE2L1	chr10	54255083	54255088	-	0.000	0.000	Merged-chr10-54255218-57
NR6151--MA0089.1.MAFG::NFE2L1	chr2	102733394	102733399	+	0.000	0.000	Merged-chr2-102733347-57
NR8021--MA0089.1.MAFG::NFE2L1	chr5	34430742	34430747	-	0.000	0.000	Merged-chr5-34430803-28
NR9769--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR4444--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR7698--MA0496.2.MAFK	chr4	124755592	124755610	+	0.000	0.000	Merged-chr4-124755730-37
NR3834--MA0501.1.MAF::NFE2	chr15	57906811	57906825	-	0.000	0.000	Merged-chr15-57906740-47
NR10424--MA0659.1.MAFG	chr9	50836272	50836292	+	0.000	0.000	Merged-chr9-50836533-61
NR3599--MA0495.2.MAFF	chr14	101470024	101470044	-	0.000	0.000	Merged-chr14-101470106-24
NR6994--MA0495.2.MAFF	chr3	101917952	101917972	+	0.000	0.000	Merged-chr3-101917888-28
NR3781--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR2160--MA0591.1.Bach1::Mafk	chr11	117092854	117092868	-	0.000	0.000	Merged-chr11-117092893-43
NR7652--MA0659.1.MAFG	chr4	118078607	118078627	-	0.000	0.000	Merged-chr4-118078644-25
NR6112--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR778--MA0591.1.Bach1::Mafk	chr1	165075763	165075777	+	0.000	0.000	Merged-chr1-165075837-38
NR443--MA0495.2.MAFF	chr1	106187586	106187606	-	0.000	0.000	Merged-chr1-106187715-26
NR10427--MA0496.2.MAFK	chr9	50836273	50836291	-	0.000	0.000	Merged-chr9-50836533-61
NR3772--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR7520--MA0496.2.MAFK	chr4	88998480	88998498	+	0.000	0.000	Merged-chr4-88998396-38
NR1507--MA0501.1.MAF::NFE2	chr10	118166280	118166294	-	0.000	0.000	Merged-chr10-118166257-15
NR6996--MA0591.1.Bach1::Mafk	chr3	101917955	101917969	+	0.000	0.000	Merged-chr3-101917888-28
NR10237--MA0117.2.Mafb	chr8	123111578	123111589	+	0.000	0.000	Merged-chr8-123111597-13
NR7053--MA0591.1.Bach1::Mafk	chr3	109748061	109748075	-	0.000	0.000	Merged-chr3-109747952-27
NR813--MA0659.1.MAFG	chr1	170729601	170729621	-	0.000	0.000	Merged-chr1-170729637-43
NR6216--MA0089.1.MAFG::NFE2L1	chr2	117365607	117365612	+	0.000	0.000	Merged-chr2-117365460-12
NR3831--MA0591.1.Bach1::Mafk	chr15	57906814	57906828	-	0.000	0.000	Merged-chr15-57906740-47
NR8209--MA0495.2.MAFF	chr5	96824946	96824966	-	0.000	0.000	Merged-chr5-96825060-50
NR3576--MA0117.2.Mafb	chr14	87348966	87348977	+	0.000	0.000	Merged-chr14-87349015-16
NR9869--MA0591.1.Bach1::Mafk	chr8	8661230	8661244	+	0.000	0.000	Merged-chr8-8661451-105
NR2372--MA0089.1.MAFG::NFE2L1	chr12	69501882	69501887	+	0.000	0.000	Merged-chr12-69501974-43
NR444--MA0591.1.Bach1::Mafk	chr1	106187589	106187603	-	0.000	0.000	Merged-chr1-106187715-26
NR10519--MA0495.2.MAFF	chr9	71874477	71874497	-	0.000	0.000	Merged-chr9-71874475-35
NR8135--MA0117.2.Mafb	chr5	77082925	77082936	-	0.000	0.000	Merged-chr5-77082994-13
NR5197--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR3181--MA0495.2.MAFF	chr13	108763560	108763580	-	0.000	0.000	Merged-chr13-108763497-25
NR7052--MA0089.1.MAFG::NFE2L1	chr3	109732715	109732720	-	0.000	0.000	Merged-chr3-109732646-37
NR5486--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR8737--MA0501.1.MAF::NFE2	chr6	53455711	53455725	+	0.000	0.000	Merged-chr6-53455637-20
NR9961--MA0591.1.Bach1::Mafk	chr8	46197083	46197097	-	0.000	0.000	Merged-chr8-46197044-15
NR170--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR5168--MA0501.1.MAF::NFE2	chr18	49721877	49721891	+	0.000	0.000	Merged-chr18-49721855-41
NR5905--MA0659.1.MAFG	chr2	44953030	44953050	-	0.000	0.000	Merged-chr2-44953031-31
NR8672--MA0089.1.MAFG::NFE2L1	chr6	33004649	33004654	+	0.000	0.000	Merged-chr6-33004502-19
NR10481--MA0117.2.Mafb	chr9	62510659	62510670	+	0.000	0.000	Merged-chr9-62510656-38
NR3835--MA0496.2.MAFK	chr15	57906812	57906830	+	0.000	0.000	Merged-chr15-57906740-47
NR3609--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR2746--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR7428--MA0591.1.Bach1::Mafk	chr4	54527849	54527863	+	0.000	0.000	Merged-chr4-54527768-19
NR3231--MA0089.1.MAFG::NFE2L1	chr13	113466574	113466579	-	0.000	0.000	Merged-chr13-113466791-29
NR1212--MA0501.1.MAF::NFE2	chr10	58480138	58480152	+	0.000	0.000	Merged-chr10-58480234-23
NR7161--MA0089.1.MAFG::NFE2L1	chr3	133563756	133563761	-	0.000	0.000	Merged-chr3-133563771-42
NR446--MA0496.2.MAFK	chr1	106187587	106187605	+	0.000	0.000	Merged-chr1-106187715-26
NR1166--MA0659.1.MAFG	chr10	42934788	42934808	+	0.000	0.000	Merged-chr10-42934777-29
NR7389--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR4605--MA0591.1.Bach1::Mafk	chr17	7164184	7164198	-	0.000	0.000	Merged-chr17-7164154-31
NR1045--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR6111--MA0591.1.Bach1::Mafk	chr2	90528312	90528326	-	0.000	0.000	Merged-chr2-90528384-23
NR1385--MA0089.1.MAFG::NFE2L1	chr10	95914631	95914636	-	0.000	0.000	Merged-chr10-95914776-60
NR6817--MA0117.2.Mafb	chr3	68543361	68543372	+	0.000	0.000	Merged-chr3-68543251-15
NR7518--MA0591.1.Bach1::Mafk	chr4	88998482	88998496	-	0.000	0.000	Merged-chr4-88998396-38
NR6558--MA0089.1.MAFG::NFE2L1	chr2	168575051	168575056	+	0.000	0.000	Merged-chr2-168575169-53
NR4785--MA0117.2.Mafb	chr17	48002087	48002098	+	0.000	0.000	Merged-chr17-48002103-40
NR3079--MA0089.1.MAFG::NFE2L1	chr13	94955653	94955658	-	0.000	0.000	Merged-chr13-94955952-16
NR4586--MA0089.1.MAFG::NFE2L1	chr17	5138740	5138745	-	0.000	0.000	Merged-chr17-5138884-51
NR5179--MA0496.2.MAFK	chr18	53951276	53951294	+	0.000	0.000	Merged-chr18-53951279-47
NR814--MA0496.2.MAFK	chr1	170729602	170729620	+	0.000	0.000	Merged-chr1-170729637-43
NR7699--MA0496.2.MAFK	chr4	124755592	124755610	-	0.000	0.000	Merged-chr4-124755730-37
NR3064--MA0089.1.MAFG::NFE2L1	chr13	91178767	91178772	-	0.000	0.000	Merged-chr13-91178743-26
NR9676--MA0501.1.MAF::NFE2	chr7	113419555	113419569	-	0.000	0.000	Merged-chr7-113419557-35
NR6995--MA0495.2.MAFF	chr3	101917952	101917972	-	0.000	0.000	Merged-chr3-101917888-28
NR2447--MA0501.1.MAF::NFE2	chr12	82189792	82189806	+	0.000	0.000	Merged-chr12-82189683-54
NR1506--MA0591.1.Bach1::Mafk	chr10	118166283	118166297	-	0.000	0.000	Merged-chr10-118166257-15
NR81--MA0089.1.MAFG::NFE2L1	chr1	38597677	38597682	-	0.000	0.000	Merged-chr1-38597807-10
NR2114--MA0501.1.MAF::NFE2	chr11	113470178	113470192	-	0.000	0.000	Merged-chr11-113470175-37
NR1966--MA0501.1.MAF::NFE2	chr11	90512646	90512660	-	0.000	0.000	Merged-chr11-90512841-45
NR6997--MA0501.1.MAF::NFE2	chr3	101917958	101917972	+	0.000	0.000	Merged-chr3-101917888-28
NR450--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR3829--MA0495.2.MAFF	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR387--MA0501.1.MAF::NFE2	chr1	91626344	91626358	+	0.000	0.000	Merged-chr1-91626193-21
NR7519--MA0501.1.MAF::NFE2	chr4	88998479	88998493	-	0.000	0.000	Merged-chr4-88998396-38
NR5158--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR7521--MA0496.2.MAFK	chr4	88998480	88998498	-	0.000	0.000	Merged-chr4-88998396-38
NR6559--MA0117.2.Mafb	chr2	168575070	168575081	+	0.000	0.000	Merged-chr2-168575169-53
NR1554--MA0591.1.Bach1::Mafk	chr10	122194327	122194341	-	0.000	0.000	Merged-chr10-122194311-33
NR4723--MA0591.1.Bach1::Mafk	chr17	33865654	33865668	-	0.000	0.000	Merged-chr17-33865585-36
NR8720--MA0591.1.Bach1::Mafk	chr6	50503222	50503236	+	0.000	0.000	Merged-chr6-50503365-20
NR10482--MA0496.2.MAFK	chr9	62510660	62510678	+	0.000	0.000	Merged-chr9-62510656-38
NR1037--MA0089.1.MAFG::NFE2L1	chr10	13469059	13469064	+	0.000	0.000	Merged-chr10-13469041-19
NR8331--MA0089.1.MAFG::NFE2L1	chr5	115474452	115474457	-	0.000	0.000	Merged-chr5-115474524-35
NR453--MA0496.2.MAFK	chr1	106187696	106187714	-	0.000	0.000	Merged-chr1-106187715-26
NR5177--MA0495.2.MAFF	chr18	53951275	53951295	+	0.000	0.000	Merged-chr18-53951279-47
NR4877--MA0117.2.Mafb	chr17	70702281	70702292	-	0.000	0.000	Merged-chr17-70702396-15
NR4201--MA0117.2.Mafb	chr16	21846063	21846074	-	0.000	0.000	Merged-chr16-21846082-27
NR4204--MA0495.2.MAFF	chr16	23262323	23262343	+	0.000	0.000	Merged-chr16-23262371-32
NR7275--MA0591.1.Bach1::Mafk	chr3	152355500	152355514	-	0.000	0.000	Merged-chr3-152355609-21
NR2164--MA0089.1.MAFG::NFE2L1	chr11	117092971	117092976	-	0.000	0.000	Merged-chr11-117092893-43
NR7050--MA0117.2.Mafb	chr3	109732611	109732622	+	0.000	0.000	Merged-chr3-109732646-37
NR9949--MA0501.1.MAF::NFE2	chr8	36165143	36165157	-	0.000	0.000	Merged-chr8-36165125-29
NR189--MA0089.1.MAFG::NFE2L1	chr1	61046205	61046210	-	0.000	0.000	Merged-chr1-61046287-60
NR1046--MA0089.1.MAFG::NFE2L1	chr10	17920151	17920156	+	0.000	0.000	Merged-chr10-17920210-30
NR8458--MA0117.2.Mafb	chr5	140215920	140215931	-	0.000	0.000	Merged-chr5-140215756-33
NR75--MA0591.1.Bach1::Mafk	chr1	36920546	36920560	+	0.000	0.000	Merged-chr1-36920402-81
NR7826--MA0089.1.MAFG::NFE2L1	chr4	145284517	145284522	-	0.000	0.000	Merged-chr4-145284668-43
NR5176--MA0089.1.MAFG::NFE2L1	chr18	53951221	53951226	-	0.000	0.000	Merged-chr18-53951279-47
NR1900--MA0501.1.MAF::NFE2	chr11	80505177	80505191	+	0.000	0.000	Merged-chr11-80505144-23
NR7046--MA0089.1.MAFG::NFE2L1	chr3	108865799	108865804	-	0.000	0.000	Merged-chr3-108865766-27
NR8749--MA0591.1.Bach1::Mafk	chr6	53704642	53704656	+	0.000	0.000	Merged-chr6-53704558-10
NR763--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR4245--MA0089.1.MAFG::NFE2L1	chr16	30678489	30678494	+	0.000	0.000	Merged-chr16-30678432-4
NR7737--MA0089.1.MAFG::NFE2L1	chr4	130774593	130774598	-	0.000	0.000	Merged-chr4-130774769-43
NR5903--MA0591.1.Bach1::Mafk	chr2	44953033	44953047	-	0.000	0.000	Merged-chr2-44953031-31
NR7515--MA0495.2.MAFF	chr4	88998479	88998499	+	0.000	0.000	Merged-chr4-88998396-38
NR10786--MA0089.1.MAFG::NFE2L1	chr9	112174593	112174598	+	0.000	0.000	Merged-chr9-112174843-101
NR6998--MA0496.2.MAFK	chr3	101917953	101917971	+	0.000	0.000	Merged-chr3-101917888-28
NR7368--MA0591.1.Bach1::Mafk	chr4	32906829	32906843	+	0.000	0.000	Merged-chr4-32906813-40
NR3836--MA0496.2.MAFK	chr15	57906812	57906830	-	0.000	0.000	Merged-chr15-57906740-47
NR5285--MA0089.1.MAFG::NFE2L1	chr18	75489514	75489519	-	0.000	0.000	Merged-chr18-75489446-39
NR4443--MA0501.1.MAF::NFE2	chr16	76202104	76202118	+	0.000	0.000	Merged-chr16-76202306-30
NR9038--MA0089.1.MAFG::NFE2L1	chr6	108895611	108895616	-	0.000	0.000	Merged-chr6-108895381-27
NR810--MA0495.2.MAFF	chr1	170729601	170729621	+	0.000	0.000	Merged-chr1-170729637-43
NR447--MA0496.2.MAFK	chr1	106187587	106187605	-	0.000	0.000	Merged-chr1-106187715-26
NR1668--MA0501.1.MAF::NFE2	chr11	23570306	23570320	-	0.000	0.000	Merged-chr11-23570355-13
NR7051--MA0089.1.MAFG::NFE2L1	chr3	109732676	109732681	-	0.000	0.000	Merged-chr3-109732646-37
NR4562--MA0659.1.MAFG	chr16	96208578	96208598	+	0.000	0.000	Merged-chr16-96208613-13
NR5539--MA0501.1.MAF::NFE2	chr19	47330905	47330919	+	0.000	0.000	Merged-chr19-47330943-31
NR1964--MA0117.2.Mafb	chr11	90464107	90464118	-	0.000	0.000	Merged-chr11-90464265-32
NR1901--MA0501.1.MAF::NFE2	chr11	80505199	80505213	-	0.000	0.000	Merged-chr11-80505144-23
NR2161--MA0496.2.MAFK	chr11	117092852	117092870	+	0.000	0.000	Merged-chr11-117092893-43
NR7391--MA0496.2.MAFK	chr4	41295741	41295759	+	0.000	0.000	Merged-chr4-41295781-15
NR3524--MA0501.1.MAF::NFE2	chr14	73170124	73170138	+	0.000	0.000	Merged-chr14-73170198-47
NR17--MA0117.2.Mafb	chr1	13752722	13752733	-	0.000	0.000	Merged-chr1-13752649-29
NR3182--MA0659.1.MAFG	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR625--MA0117.2.Mafb	chr1	138542815	138542826	-	0.000	0.000	Merged-chr1-138542700-22
NR4207--MA0496.2.MAFK	chr16	23262324	23262342	+	0.000	0.000	Merged-chr16-23262371-32
NR3193--MA0501.1.MAF::NFE2	chr13	110842271	110842285	-	0.000	0.000	Merged-chr13-110842123-42
NR3774--MA0501.1.MAF::NFE2	chr15	38535533	38535547	-	0.000	0.000	Merged-chr15-38535554-39
NR9934--MA0591.1.Bach1::Mafk	chr8	34208226	34208240	+	0.000	0.000	Merged-chr8-34208072-51
NR451--MA0659.1.MAFG	chr1	106187695	106187715	-	0.000	0.000	Merged-chr1-106187715-26
NR433--MA0117.2.Mafb	chr1	97650196	97650207	-	0.000	0.000	Merged-chr1-97650227-42
NR9056--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR8759--MA0501.1.MAF::NFE2	chr6	54760023	54760037	+	0.000	0.000	Merged-chr6-54760187-57
NR5326--MA0089.1.MAFG::NFE2L1	chr18	80642635	80642640	+	0.000	0.000	Merged-chr18-80642669-13
NR1965--MA0591.1.Bach1::Mafk	chr11	90512649	90512663	-	0.000	0.000	Merged-chr11-90512841-45
NR811--MA0089.1.MAFG::NFE2L1	chr1	170729601	170729606	-	0.000	0.000	Merged-chr1-170729637-43
NR1899--MA0089.1.MAFG::NFE2L1	chr11	80505098	80505103	+	0.000	0.000	Merged-chr11-80505144-23
NR10483--MA0496.2.MAFK	chr9	62510660	62510678	-	0.000	0.000	Merged-chr9-62510656-38
NR3773--MA0591.1.Bach1::Mafk	chr15	38535536	38535550	-	0.000	0.000	Merged-chr15-38535554-39
NR8760--MA0496.2.MAFK	chr6	54760018	54760036	+	0.000	0.000	Merged-chr6-54760187-57
NR5907--MA0496.2.MAFK	chr2	44953031	44953049	+	0.000	0.000	Merged-chr2-44953031-31
NR5178--MA0495.2.MAFF	chr18	53951275	53951295	-	0.000	0.000	Merged-chr18-53951279-47
NR4607--MA0496.2.MAFK	chr17	7164182	7164200	+	0.000	0.000	Merged-chr17-7164154-31
NR9973--MA0501.1.MAF::NFE2	chr8	53630782	53630796	-	0.000	0.000	Merged-chr8-53630787-29
NR386--MA0591.1.Bach1::Mafk	chr1	91626341	91626355	+	0.000	0.000	Merged-chr1-91626193-21
NR6825--MA0117.2.Mafb	chr3	69274873	69274884	+	0.000	0.000	Merged-chr3-69274909-13
NR4710--MA0591.1.Bach1::Mafk	chr17	31693622	31693636	-	0.000	0.000	Merged-chr17-31693537-59
NR4205--MA0495.2.MAFF	chr16	23262323	23262343	-	0.000	0.000	Merged-chr16-23262371-32
NR7001--MA0089.1.MAFG::NFE2L1	chr3	103780958	103780963	+	0.000	0.000	Merged-chr3-103780888-34
NR2358--MA0089.1.MAFG::NFE2L1	chr12	54353155	54353160	-	0.000	0.000	Merged-chr12-54353201-29
NR10422--MA0495.2.MAFF	chr9	50836272	50836292	+	0.000	0.000	Merged-chr9-50836533-61
NR9174--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR4563--MA0496.2.MAFK	chr16	96208579	96208597	-	0.000	0.000	Merged-chr16-96208613-13
NR7650--MA0495.2.MAFF	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR4606--MA0501.1.MAF::NFE2	chr17	7164181	7164195	-	0.000	0.000	Merged-chr17-7164154-31
NR2165--MA0089.1.MAFG::NFE2L1	chr11	117109852	117109857	+	0.000	0.000	Merged-chr11-117109823-31
NR7516--MA0495.2.MAFF	chr4	88998479	88998499	-	0.000	0.000	Merged-chr4-88998396-38
NR1471--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR6999--MA0496.2.MAFK	chr3	101917953	101917971	-	0.000	0.000	Merged-chr3-101917888-28
NR2163--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR448--MA0495.2.MAFF	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR6093--MA0089.1.MAFG::NFE2L1	chr2	84582471	84582476	+	0.000	0.000	Merged-chr2-84582461-28
NR452--MA0496.2.MAFK	chr1	106187696	106187714	+	0.000	0.000	Merged-chr1-106187715-26
NR4442--MA0591.1.Bach1::Mafk	chr16	76202101	76202115	+	0.000	0.000	Merged-chr16-76202306-30
NR7825--MA0089.1.MAFG::NFE2L1	chr4	145284519	145284524	+	0.000	0.000	Merged-chr4-145284668-43
NR8137--MA0501.1.MAF::NFE2	chr5	77082922	77082936	+	0.000	0.000	Merged-chr5-77082994-13
NR5180--MA0496.2.MAFK	chr18	53951276	53951294	-	0.000	0.000	Merged-chr18-53951279-47
NR1146--MA0591.1.Bach1::Mafk	chr10	39764841	39764855	-	0.000	0.000	Merged-chr10-39764888-24
NR2162--MA0496.2.MAFK	chr11	117092852	117092870	-	0.000	0.000	Merged-chr11-117092893-43
NR3830--MA0495.2.MAFF	chr15	57906811	57906831	-	0.000	0.000	Merged-chr15-57906740-47
NR4846--MA0089.1.MAFG::NFE2L1	chr17	64341447	64341452	+	0.000	0.000	Merged-chr17-64341532-1
NR9919--MA0089.1.MAFG::NFE2L1	chr8	22124843	22124848	-	0.000	0.000	Merged-chr8-22124770-52
NR3832--MA0659.1.MAFG	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR4041--MA0591.1.Bach1::Mafk	chr15	93581873	93581887	+	0.000	0.000	Merged-chr15-93581886-25
NR3183--MA0659.1.MAFG	chr13	108763560	108763580	-	0.000	0.000	Merged-chr13-108763497-25
