#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR47847--MA0039.3.KLF4	chr7	114356564	114356574	-	0.000	0.000	Merged-chr7-114356592-29
NR28639--MA0039.3.KLF4	chr2	68289368	68289378	-	0.000	0.000	Merged-chr2-68289327-28
NR24647--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR9764--MA0599.1.KLF5	chr11	102222087	102222096	-	0.000	0.000	Merged-chr11-102222181-3
NR20507--MA1107.1.KLF9	chr16	48788726	48788738	-	0.000	0.000	Merged-chr16-48788871-49
NR43--MA0741.1.KLF16	chr1	9883425	9883435	-	0.000	0.000	Merged-chr1-9883358-36
NR14286--MA0493.1.Klf1	chr13	75053882	75053892	-	0.000	0.000	Merged-chr13-75053881-13
NR18601--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR33258--MA0740.1.KLF14	chr3	121495131	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR13719--MA0741.1.KLF16	chr13	51598380	51598390	-	0.000	0.000	Merged-chr13-51598262-24
NR1720--MA1107.1.KLF9	chr1	127233187	127233199	-	0.000	0.000	Merged-chr1-127233373-50
NR54435--MA0599.1.KLF5	chr9	114613181	114613190	-	0.000	0.000	Merged-chr9-114613191-38
NR23347--MA1107.1.KLF9	chr17	70728944	70728956	+	0.000	0.000	Merged-chr17-70729015-28
NR23361--MA0493.1.Klf1	chr17	70886788	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR17435--MA0493.1.Klf1	chr15	9533531	9533541	-	0.000	0.000	Merged-chr15-9533546-44
NR28371--MA1107.1.KLF9	chr2	53051379	53051391	-	0.000	0.000	Merged-chr2-53051556-37
NR46575--MA0493.1.Klf1	chr7	46832393	46832403	-	0.000	0.000	Merged-chr7-46832342-27
NR12541--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR43019--MA0741.1.KLF16	chr6	61271211	61271221	+	0.000	0.000	Merged-chr6-61271177-5
NR16228--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR26049--MA0493.1.Klf1	chr19	20944684	20944694	+	0.000	0.000	Merged-chr19-20944629-14
NR43230--MA0599.1.KLF5	chr6	82402557	82402566	-	0.000	0.000	Merged-chr6-82402722-33
NR1725--MA1107.1.KLF9	chr1	127320105	127320117	-	0.000	0.000	Merged-chr1-127320105-13
NR23481--MA0742.1.Klf12	chr17	74865010	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR27707--MA1107.1.KLF9	chr2	27187613	27187625	-	0.000	0.000	Merged-chr2-27187639-44
NR29035--MA0741.1.KLF16	chr2	91835227	91835237	-	0.000	0.000	Merged-chr2-91835374-51
NR30252--MA0493.1.Klf1	chr2	152904422	152904432	-	0.000	0.000	Merged-chr2-152904288-57
NR20333--MA1107.1.KLF9	chr16	36057593	36057605	+	0.000	0.000	Merged-chr16-36057640-19
NR45029--MA0493.1.Klf1	chr6	145256892	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR44576--MA0742.1.Klf12	chr6	134348661	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR33235--MA0741.1.KLF16	chr3	116893063	116893073	-	0.000	0.000	Merged-chr3-116893122-28
NR47902--MA1107.1.KLF9	chr7	116484542	116484554	-	0.000	0.000	Merged-chr7-116484434-42
NR23487--MA0493.1.Klf1	chr17	74865014	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR11295--MA0740.1.KLF14	chr12	52383031	52383044	+	0.000	0.000	Merged-chr12-52383146-23
NR39717--MA0599.1.KLF5	chr5	103459228	103459237	+	0.000	0.000	Merged-chr5-103459309-20
NR45084--MA0740.1.KLF14	chr6	145992967	145992980	+	0.000	0.000	Merged-chr6-145993129-56
NR24834--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR30699--MA0039.3.KLF4	chr2	164041241	164041251	-	0.000	0.000	Merged-chr2-164041176-18
NR12533--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR20089--MA0740.1.KLF14	chr16	24834880	24834893	+	0.000	0.000	Merged-chr16-24834930-16
NR10971--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR41718--MA0599.1.KLF5	chr5	144295004	144295013	-	0.000	0.000	Merged-chr5-144295152-24
NR6297--MA0039.3.KLF4	chr10	118766023	118766033	-	0.000	0.000	Merged-chr10-118766153-45
NR29971--MA0657.1.KLF13	chr2	140395326	140395343	-	0.000	0.000	Merged-chr2-140395575-93
NR16634--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
