#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR3197--MA0511.2.RUNX2	chr15	103264019	103264027	+	0.000	0.000	Merged-chr15-103264085-19
NR7586--MA0684.1.RUNX3	chr8	46420692	46420701	-	0.000	0.000	Merged-chr8-46420639-16
NR234--MA0002.2.RUNX1	chr1	97650089	97650099	+	0.000	0.000	Merged-chr1-97650227-42
NR444--MA0002.2.RUNX1	chr1	165075973	165075983	-	0.000	0.000	Merged-chr1-165075837-38
NR1430--MA0002.2.RUNX1	chr11	85324191	85324201	+	0.000	0.000	Merged-chr11-85324179-42
NR4161--MA0002.2.RUNX1	chr18	83976977	83976987	-	0.000	0.000	Merged-chr18-83977007-10
NR6181--MA0002.2.RUNX1	chr5	89882435	89882445	+	0.000	0.000	Merged-chr5-89882343-19
NR596--MA0511.2.RUNX2	chr10	4632282	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR1353--MA0002.2.RUNX1	chr11	72804094	72804104	-	0.000	0.000	Merged-chr11-72804024-15
NR5771--MA0511.2.RUNX2	chr4	130774666	130774674	-	0.000	0.000	Merged-chr4-130774769-43
NR597--MA0684.1.RUNX3	chr10	4632281	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR7583--MA0002.2.RUNX1	chr8	45934960	45934970	-	0.000	0.000	Merged-chr8-45934835-41
NR2113--MA0511.2.RUNX2	chr13	24866804	24866812	+	0.000	0.000	Merged-chr13-24866887-32
NR8039--MA0002.2.RUNX1	chr9	61715133	61715143	+	0.000	0.000	Merged-chr9-61715160-12
NR1029--MA0002.2.RUNX1	chr10	111719833	111719843	-	0.000	0.000	Merged-chr10-111719810-23
NR7397--MA0002.2.RUNX1	chr7	127922867	127922877	-	0.000	0.000	Merged-chr7-127922827-35
