#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR1494--MA0508.2.PRDM1	chr9	107334435	107334444	+	0.000	0.000	Merged-chr9-107334469-86
NR1364--MA0508.2.PRDM1	chr7	125511557	125511566	-	0.000	0.000	Merged-chr7-125511628-40
NR1221--MA0508.2.PRDM1	chr6	107749026	107749035	-	0.000	0.000	Merged-chr6-107749008-33
NR1016--MA0508.2.PRDM1	chr4	7987507	7987516	+	0.000	0.000	Merged-chr4-7987596-39
NR440--MA0508.2.PRDM1	chr13	107867094	107867103	+	0.000	0.000	Merged-chr13-107866970-30
NR812--MA0508.2.PRDM1	chr2	48328422	48328431	+	0.000	0.000	Merged-chr2-48328415-44
NR96--MA0508.2.PRDM1	chr1	177338777	177338786	+	0.000	0.000	Merged-chr1-177338915-41
NR1239--MA0508.2.PRDM1	chr6	120486842	120486851	-	0.000	0.000	Merged-chr6-120486966-2
NR1109--MA0508.2.PRDM1	chr5	28269839	28269848	-	0.000	0.000	Merged-chr5-28269924-54
NR1152--MA0508.2.PRDM1	chr5	117158779	117158788	+	0.000	0.000	Merged-chr5-117158818-32
NR1218--MA0508.2.PRDM1	chr6	99031571	99031580	-	0.000	0.000	Merged-chr6-99031467-37
NR1436--MA0508.2.PRDM1	chr9	7576796	7576805	-	0.000	0.000	Merged-chr9-7576753-19
NR241--MA0508.2.PRDM1	chr11	58829892	58829901	+	0.000	0.000	Merged-chr11-58829916-12
NR525--MA0508.2.PRDM1	chr15	12606546	12606555	+	0.000	0.000	Merged-chr15-12606518-21
NR777--MA0508.2.PRDM1	chr19	56682048	56682057	+	0.000	0.000	Merged-chr19-56681979-1
NR1001--MA0508.2.PRDM1	chr3	148510614	148510623	+	0.000	0.000	Merged-chr3-148510691-67
NR581--MA0508.2.PRDM1	chr16	24836875	24836884	-	0.000	0.000	Merged-chr16-24836747-26
NR918--MA0508.2.PRDM1	chr3	18243930	18243939	-	0.000	0.000	Merged-chr3-18243680-52
NR961--MA0508.2.PRDM1	chr3	97948830	97948839	-	0.000	0.000	Merged-chr3-97948797-28
NR1027--MA0508.2.PRDM1	chr4	32424569	32424578	+	0.000	0.000	Merged-chr4-32424580-38
NR451--MA0508.2.PRDM1	chr13	112447339	112447348	-	0.000	0.000	Merged-chr13-112447320-26
NR722--MA0508.2.PRDM1	chr18	67255666	67255675	-	0.000	0.000	Merged-chr18-67255745-40
NR831--MA0508.2.PRDM1	chr2	75148024	75148033	+	0.000	0.000	Merged-chr2-75148078-33
NR321--MA0508.2.PRDM1	chr12	28834288	28834297	-	0.000	0.000	Merged-chr12-28834463-43
NR225--MA0508.2.PRDM1	chr11	22692993	22693002	+	0.000	0.000	Merged-chr11-22693176-79
NR1367--MA0508.2.PRDM1	chr7	130448104	130448113	-	0.000	0.000	Merged-chr7-130448231-21
NR1019--MA0508.2.PRDM1	chr4	11095667	11095676	-	0.000	0.000	Merged-chr4-11095738-16
NR281--MA0508.2.PRDM1	chr11	100921394	100921403	+	0.000	0.000	Merged-chr11-100921492-18
NR1107--MA0508.2.PRDM1	chr5	21192852	21192861	-	0.000	0.000	Merged-chr5-21192683-24
NR305--MA0508.2.PRDM1	chr11	115460181	115460190	-	0.000	0.000	Merged-chr11-115460107-26
NR775--MA0508.2.PRDM1	chr19	53900127	53900136	-	0.000	0.000	Merged-chr19-53900039-75
NR679--MA0508.2.PRDM1	chr17	70886903	70886912	-	0.000	0.000	Merged-chr17-70886838-34
NR135--MA0508.2.PRDM1	chr10	24292778	24292787	+	0.000	0.000	Merged-chr10-24292766-57
NR114--MA0508.2.PRDM1	chr1	191124465	191124474	+	0.000	0.000	Merged-chr1-191124534-8
NR998--MA0508.2.PRDM1	chr3	148488169	148488178	+	0.000	0.000	Merged-chr3-148488399-75
NR249--MA0508.2.PRDM1	chr11	71230842	71230851	-	0.000	0.000	Merged-chr11-71230864-28
NR1440--MA0508.2.PRDM1	chr9	25430014	25430023	-	0.000	0.000	Merged-chr9-25429934-32
NR276--MA0508.2.PRDM1	chr11	99099150	99099159	-	0.000	0.000	Merged-chr11-99099093-22
NR1512--MA0508.2.PRDM1	chr9	122398941	122398950	-	0.000	0.000	Merged-chr9-122399009-31
NR1350--MA0508.2.PRDM1	chr7	113263266	113263275	+	0.000	0.000	Merged-chr7-113263148-32
NR1363--MA0508.2.PRDM1	chr7	125511482	125511491	-	0.000	0.000	Merged-chr7-125511628-40
NR1504--MA0508.2.PRDM1	chr9	116332723	116332732	+	0.000	0.000	Merged-chr9-116332830-24
NR1451--MA0508.2.PRDM1	chr9	43242609	43242618	+	0.000	0.000	Merged-chr9-43242516-24
NR1204--MA0508.2.PRDM1	chr6	82402619	82402628	+	0.000	0.000	Merged-chr6-82402722-33
NR74--MA0508.2.PRDM1	chr1	161671161	161671170	-	0.000	0.000	Merged-chr1-161671075-50
NR1151--MA0508.2.PRDM1	chr5	115712214	115712223	+	0.000	0.000	Merged-chr5-115712054-77
NR1021--MA0508.2.PRDM1	chr4	14882162	14882171	+	0.000	0.000	Merged-chr4-14882054-55
NR925--MA0508.2.PRDM1	chr3	38283168	38283177	-	0.000	0.000	Merged-chr3-38283048-27
NR885--MA0508.2.PRDM1	chr2	146517323	146517332	-	0.000	0.000	Merged-chr2-146517219-24
NR580--MA0508.2.PRDM1	chr16	24834993	24835002	+	0.000	0.000	Merged-chr16-24834930-16
NR917--MA0508.2.PRDM1	chr3	18243924	18243933	-	0.000	0.000	Merged-chr3-18243680-52
NR503--MA0508.2.PRDM1	chr14	75769363	75769372	-	0.000	0.000	Merged-chr14-75769501-48
NR960--MA0508.2.PRDM1	chr3	97948824	97948833	-	0.000	0.000	Merged-chr3-97948797-28
NR450--MA0508.2.PRDM1	chr13	112447243	112447252	-	0.000	0.000	Merged-chr13-112447320-26
NR830--MA0508.2.PRDM1	chr2	72170806	72170815	-	0.000	0.000	Merged-chr2-72170854-84
NR625--MA0508.2.PRDM1	chr16	92743911	92743920	-	0.000	0.000	Merged-chr16-92743989-33
NR1257--MA0508.2.PRDM1	chr6	134550153	134550162	-	0.000	0.000	Merged-chr6-134550072-18
NR999--MA0508.2.PRDM1	chr3	148491528	148491537	-	0.000	0.000	Merged-chr3-148491583-74
NR790--MA0508.2.PRDM1	chr2	10343748	10343757	+	0.000	0.000	Merged-chr2-10343676-43
NR931--MA0508.2.PRDM1	chr3	52791142	52791151	+	0.000	0.000	Merged-chr3-52791161-46
NR455--MA0508.2.PRDM1	chr13	113203161	113203170	-	0.000	0.000	Merged-chr13-113203194-33
NR1345--MA0508.2.PRDM1	chr7	107664528	107664537	+	0.000	0.000	Merged-chr7-107664561-57
NR705--MA0508.2.PRDM1	chr18	41979577	41979586	-	0.000	0.000	Merged-chr18-41979653-39
NR1228--MA0508.2.PRDM1	chr6	108705029	108705038	+	0.000	0.000	Merged-chr6-108704873-18
NR98--MA0508.2.PRDM1	chr1	179578866	179578875	+	0.000	0.000	Merged-chr1-179578897-31
NR522--MA0508.2.PRDM1	chr15	6726748	6726757	+	0.000	0.000	Merged-chr15-6726597-28
NR631--MA0508.2.PRDM1	chr17	5747986	5747995	-	0.000	0.000	Merged-chr17-5748141-46
NR678--MA0508.2.PRDM1	chr17	70746918	70746927	+	0.000	0.000	Merged-chr17-70746811-20
NR230--MA0508.2.PRDM1	chr11	26586812	26586821	+	0.000	0.000	Merged-chr11-26586855-34
NR277--MA0508.2.PRDM1	chr11	99131606	99131615	+	0.000	0.000	Merged-chr11-99131567-85
NR56--MA0508.2.PRDM1	chr1	133711411	133711420	+	0.000	0.000	Merged-chr1-133711440-47
NR69--MA0508.2.PRDM1	chr1	152084876	152084885	-	0.000	0.000	Merged-chr1-152084822-56
NR113--MA0508.2.PRDM1	chr1	190875269	190875278	-	0.000	0.000	Merged-chr1-190875350-16
NR269--MA0508.2.PRDM1	chr11	95734527	95734536	+	0.000	0.000	Merged-chr11-95734685-23
NR487--MA0508.2.PRDM1	chr14	56576653	56576662	+	0.000	0.000	Merged-chr14-56576676-41
NR248--MA0508.2.PRDM1	chr11	71230780	71230789	+	0.000	0.000	Merged-chr11-71230864-28
NR187--MA0508.2.PRDM1	chr10	109115517	109115526	+	0.000	0.000	Merged-chr10-109115316-22
NR437--MA0508.2.PRDM1	chr13	106691942	106691951	-	0.000	0.000	Merged-chr13-106691961-50
NR689--MA0508.2.PRDM1	chr17	84944592	84944601	+	0.000	0.000	Merged-chr17-84944510-25
NR1240--MA0508.2.PRDM1	chr6	120486940	120486949	-	0.000	0.000	Merged-chr6-120486966-2
NR1110--MA0508.2.PRDM1	chr5	28269860	28269869	-	0.000	0.000	Merged-chr5-28269924-54
NR408--MA0508.2.PRDM1	chr13	51391722	51391731	-	0.000	0.000	Merged-chr13-51391583-19
NR1516--MA0508.2.PRDM1	chrX	7865710	7865719	+	0.000	0.000	Merged-chrX-7865862-63
NR940--MA0508.2.PRDM1	chr3	78890037	78890046	-	0.000	0.000	Merged-chr3-78890015-28
NR1224--MA0508.2.PRDM1	chr6	108341094	108341103	+	0.000	0.000	Merged-chr6-108341032-57
NR1508--MA0508.2.PRDM1	chr9	120943966	120943975	-	0.000	0.000	Merged-chr9-120943869-18
NR60--MA0508.2.PRDM1	chr1	138952323	138952332	+	0.000	0.000	Merged-chr1-138952405-35
NR1041--MA0508.2.PRDM1	chr4	63640044	63640053	+	0.000	0.000	Merged-chr4-63640034-20
NR1468--MA0508.2.PRDM1	chr9	66142400	66142409	-	0.000	0.000	Merged-chr9-66142492-15
NR1272--MA0508.2.PRDM1	chr6	145993207	145993216	-	0.000	0.000	Merged-chr6-145993129-56
NR1543--MA0508.2.PRDM1	chrX	134804551	134804560	+	0.000	0.000	Merged-chrX-134804510-14
NR1317--MA0508.2.PRDM1	chr7	76047974	76047983	+	0.000	0.000	Merged-chr7-76048040-27
NR1298--MA0508.2.PRDM1	chr7	48795341	48795350	+	0.000	0.000	Merged-chr7-48795353-37
NR1373--MA0508.2.PRDM1	chr7	140983181	140983190	+	0.000	0.000	Merged-chr7-140983161-18
NR57--MA0508.2.PRDM1	chr1	136898415	136898424	+	0.000	0.000	Merged-chr1-136898317-25
NR1004--MA0508.2.PRDM1	chr3	152149629	152149638	-	0.000	0.000	Merged-chr3-152149620-22
NR1256--MA0508.2.PRDM1	chr6	134414323	134414332	-	0.000	0.000	Merged-chr6-134414331-55
