#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR10966--MA0741.1.KLF16	chr12	108275432	108275442	+	0.000	0.000	Merged-chr12-108275445-64
NR1324--MA0657.1.KLF13	chr1	111864950	111864967	-	0.000	0.000	Merged-chr1-111864716-124
NR26162--MA0493.1.Klf1	chr2	102039502	102039512	-	0.000	0.000	Merged-chr2-102039537-38
NR39597--MA0599.1.KLF5	chr6	125467354	125467363	-	0.000	0.000	Merged-chr6-125467519-12
NR28844--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR46370--MA1107.1.KLF9	chr8	126882102	126882114	-	0.000	0.000	Merged-chr8-126881934-28
NR38629--MA0742.1.Klf12	chr6	71322741	71322755	+	0.000	0.000	Merged-chr6-71322825-41
NR21909--MA0742.1.Klf12	chr18	60632870	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR46375--MA1107.1.KLF9	chr8	126882112	126882124	-	0.000	0.000	Merged-chr8-126881934-28
NR38623--MA1107.1.KLF9	chr6	71322682	71322694	+	0.000	0.000	Merged-chr6-71322825-41
NR37435--MA1107.1.KLF9	chr5	140871302	140871314	-	0.000	0.000	Merged-chr5-140871418-38
NR38619--MA1107.1.KLF9	chr6	71322674	71322686	+	0.000	0.000	Merged-chr6-71322825-41
NR46305--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR38628--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR34002--MA0599.1.KLF5	chr4	150087365	150087374	-	0.000	0.000	Merged-chr4-150087480-81
NR41676--MA0599.1.KLF5	chr7	49246034	49246043	+	0.000	0.000	Merged-chr7-49246156-57
NR28981--MA0742.1.Klf12	chr3	86915386	86915400	+	0.000	0.000	Merged-chr3-86915418-7
NR28985--MA0741.1.KLF16	chr3	86915387	86915397	+	0.000	0.000	Merged-chr3-86915418-7
NR35034--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR28868--MA0741.1.KLF16	chr3	81835917	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR44096--MA0599.1.KLF5	chr8	31031873	31031882	-	0.000	0.000	Merged-chr8-31031944-31
NR33999--MA0740.1.KLF14	chr4	150087349	150087362	-	0.000	0.000	Merged-chr4-150087480-81
NR38612--MA1107.1.KLF9	chr6	71322660	71322672	+	0.000	0.000	Merged-chr6-71322825-41
NR27478--MA0039.3.KLF4	chr2	163130912	163130922	+	0.000	0.000	Merged-chr2-163131105-39
NR15455--MA0741.1.KLF16	chr15	55906998	55907008	+	0.000	0.000	Merged-chr15-55906885-1
NR41675--MA0742.1.Klf12	chr7	49246033	49246047	+	0.000	0.000	Merged-chr7-49246156-57
NR16623--MA0740.1.KLF14	chr15	89498795	89498808	+	0.000	0.000	Merged-chr15-89498857-24
NR38617--MA1107.1.KLF9	chr6	71322670	71322682	+	0.000	0.000	Merged-chr6-71322825-41
NR16624--MA0599.1.KLF5	chr15	89498791	89498800	+	0.000	0.000	Merged-chr15-89498857-24
NR28843--MA0599.1.KLF5	chr3	79451644	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR43436--MA0493.1.Klf1	chr7	136894414	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR15762--MA0493.1.Klf1	chr15	74538476	74538486	-	0.000	0.000	Merged-chr15-74538442-18
NR17450--MA0742.1.Klf12	chr16	21204694	21204708	-	0.000	0.000	Merged-chr16-21204669-33
NR38632--MA0741.1.KLF16	chr6	71322742	71322752	+	0.000	0.000	Merged-chr6-71322825-41
NR35599--MA0493.1.Klf1	chr5	86783215	86783225	+	0.000	0.000	Merged-chr5-86783243-43
NR15560--MA1107.1.KLF9	chr15	59618496	59618508	-	0.000	0.000	Merged-chr15-59618561-44
NR3058--MA0742.1.Klf12	chr10	6987585	6987599	+	0.000	0.000	Merged-chr10-6987585-10
NR15766--MA0741.1.KLF16	chr15	74538493	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR12506--MA0039.3.KLF4	chr13	76055478	76055488	+	0.000	0.000	Merged-chr13-76055637-1
NR17451--MA0599.1.KLF5	chr16	21204698	21204707	-	0.000	0.000	Merged-chr16-21204669-33
NR28977--MA0740.1.KLF14	chr3	86915386	86915399	+	0.000	0.000	Merged-chr3-86915418-7
NR34004--MA1107.1.KLF9	chr4	150087485	150087497	-	0.000	0.000	Merged-chr4-150087480-81
NR10964--MA0599.1.KLF5	chr12	108275432	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR46371--MA1107.1.KLF9	chr8	126882104	126882116	-	0.000	0.000	Merged-chr8-126881934-28
NR38624--MA1107.1.KLF9	chr6	71322684	71322696	+	0.000	0.000	Merged-chr6-71322825-41
NR41718--MA0742.1.Klf12	chr7	52005846	52005860	+	0.000	0.000	Merged-chr7-52005667-2
NR37436--MA0039.3.KLF4	chr5	140871490	140871500	+	0.000	0.000	Merged-chr5-140871418-38
NR3502--MA0741.1.KLF16	chr10	34207259	34207269	-	0.000	0.000	Merged-chr10-34207023-88
NR8512--MA1107.1.KLF9	chr11	103808767	103808779	-	0.000	0.000	Merged-chr11-103808730-15
NR1325--MA0741.1.KLF16	chr1	111864955	111864965	-	0.000	0.000	Merged-chr1-111864716-124
NR34003--MA0599.1.KLF5	chr4	150087504	150087513	-	0.000	0.000	Merged-chr4-150087480-81
NR38420--MA0740.1.KLF14	chr6	53709833	53709846	-	0.000	0.000	Merged-chr6-53709881-31
NR12680--MA0741.1.KLF16	chr13	94144779	94144789	-	0.000	0.000	Merged-chr13-94144726-31
NR11009--MA0599.1.KLF5	chr12	110381480	110381489	+	0.000	0.000	Merged-chr12-110381552-59
NR46306--MA0039.3.KLF4	chr8	125558864	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR41677--MA0493.1.Klf1	chr7	49246033	49246043	+	0.000	0.000	Merged-chr7-49246156-57
NR27479--MA1107.1.KLF9	chr2	163130910	163130922	+	0.000	0.000	Merged-chr2-163131105-39
NR38421--MA0657.1.KLF13	chr6	53709830	53709847	-	0.000	0.000	Merged-chr6-53709881-31
NR37430--MA0599.1.KLF5	chr5	140871304	140871313	-	0.000	0.000	Merged-chr5-140871418-38
NR10973--MA0740.1.KLF14	chr12	108275631	108275644	-	0.000	0.000	Merged-chr12-108275445-64
NR44097--MA0599.1.KLF5	chr8	31031879	31031888	-	0.000	0.000	Merged-chr8-31031944-31
NR38613--MA1107.1.KLF9	chr6	71322662	71322674	+	0.000	0.000	Merged-chr6-71322825-41
NR33998--MA0599.1.KLF5	chr4	150087308	150087317	-	0.000	0.000	Merged-chr4-150087480-81
NR16625--MA0599.1.KLF5	chr15	89498796	89498805	+	0.000	0.000	Merged-chr15-89498857-24
NR37433--MA0741.1.KLF16	chr5	140871309	140871319	-	0.000	0.000	Merged-chr5-140871418-38
NR38627--MA1107.1.KLF9	chr6	71322690	71322702	+	0.000	0.000	Merged-chr6-71322825-41
NR28870--MA0741.1.KLF16	chr3	81835984	81835994	-	0.000	0.000	Merged-chr3-81835793-30
NR15561--MA1107.1.KLF9	chr15	59618498	59618510	-	0.000	0.000	Merged-chr15-59618561-44
NR28980--MA0742.1.Klf12	chr3	86915377	86915391	+	0.000	0.000	Merged-chr3-86915418-7
NR28984--MA0741.1.KLF16	chr3	86915378	86915388	+	0.000	0.000	Merged-chr3-86915418-7
NR44098--MA0741.1.KLF16	chr8	31031878	31031888	-	0.000	0.000	Merged-chr8-31031944-31
