#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR1373--MA1107.1.KLF9	chr1	83006418	83006430	+	0.000	0.000	Merged-chr1-83006483-46
NR3193--MA0741.1.KLF16	chr1	153723753	153723763	+	0.000	0.000	Merged-chr1-153723564-53
NR45542--MA0741.1.KLF16	chr4	149721183	149721193	+	0.000	0.000	Merged-chr4-149721282-12
NR23448--MA0741.1.KLF16	chr16	18452509	18452519	-	0.000	0.000	Merged-chr16-18452480-18
NR36995--MA0599.1.KLF5	chr2	168741430	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR6930--MA1107.1.KLF9	chr10	81247992	81248004	+	0.000	0.000	Merged-chr10-81248090-40
NR63704--MA0740.1.KLF14	chr9	44708540	44708553	-	0.000	0.000	Merged-chr9-44708535-22
NR1369--MA1107.1.KLF9	chr1	83006291	83006303	+	0.000	0.000	Merged-chr1-83006483-46
NR14710--MA0740.1.KLF14	chr12	111668573	111668586	-	0.000	0.000	Merged-chr12-111668629-40
NR20242--MA0741.1.KLF16	chr14	118854885	118854895	-	0.000	0.000	Merged-chr14-118854981-71
NR21444--MA0740.1.KLF14	chr15	66286852	66286865	+	0.000	0.000	Merged-chr15-66286791-54
NR11841--MA0741.1.KLF16	chr11	108975859	108975869	-	0.000	0.000	Merged-chr11-108975749-11
NR6926--MA1107.1.KLF9	chr10	81247984	81247996	+	0.000	0.000	Merged-chr10-81248090-40
NR3296--MA0740.1.KLF14	chr1	156522399	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR13773--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR67024--MA0740.1.KLF14	chrX	53607882	53607895	+	0.000	0.000	Merged-chrX-53607978-28
NR13771--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR62824--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR2348--MA0493.1.Klf1	chr1	128713043	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR4372--MA0741.1.KLF16	chr1	182764210	182764220	-	0.000	0.000	Merged-chr1-182764155-66
NR61454--MA0599.1.KLF5	chr8	88668753	88668762	+	0.000	0.000	Merged-chr8-88668862-52
NR11724--MA0741.1.KLF16	chr11	106057117	106057127	-	0.000	0.000	Merged-chr11-106057103-42
NR37758--MA1107.1.KLF9	chr3	27458528	27458540	+	0.000	0.000	Merged-chr3-27458630-38
NR3188--MA0657.1.KLF13	chr1	153723751	153723768	+	0.000	0.000	Merged-chr1-153723564-53
NR31353--MA1107.1.KLF9	chr19	41031265	41031277	-	0.000	0.000	Merged-chr19-41031181-46
NR61799--MA0599.1.KLF5	chr8	105279178	105279187	-	0.000	0.000	Merged-chr8-105279164-33
NR40983--MA1107.1.KLF9	chr3	145924974	145924986	-	0.000	0.000	Merged-chr3-145925068-1
NR3297--MA0657.1.KLF13	chr1	156522396	156522413	-	0.000	0.000	Merged-chr1-156522298-40
NR54120--MA0493.1.Klf1	chr6	134184204	134184214	+	0.000	0.000	Merged-chr6-134184108-53
NR63088--MA0599.1.KLF5	chr9	14926828	14926837	+	0.000	0.000	Merged-chr9-14926732-51
NR16961--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR4205--MA0039.3.KLF4	chr1	177984180	177984190	+	0.000	0.000	Merged-chr1-177984228-1
NR48001--MA1107.1.KLF9	chr5	100929920	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR5658--MA1107.1.KLF9	chr10	43578850	43578862	-	0.000	0.000	Merged-chr10-43578959-39
NR32220--MA0493.1.Klf1	chr2	9986365	9986375	-	0.000	0.000	Merged-chr2-9986324-23
NR28861--MA0740.1.KLF14	chr18	43393233	43393246	+	0.000	0.000	Merged-chr18-43393382-40
NR39500--MA0493.1.Klf1	chr3	101066376	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR53383--MA0039.3.KLF4	chr6	116682494	116682504	-	0.000	0.000	Merged-chr6-116682504-22
NR31415--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR47382--MA0493.1.Klf1	chr5	73223255	73223265	-	0.000	0.000	Merged-chr5-73223278-33
NR62576--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR60100--MA0741.1.KLF16	chr8	36249396	36249406	-	0.000	0.000	Merged-chr8-36249558-6
NR27738--MA0493.1.Klf1	chr17	84032431	84032441	+	0.000	0.000	Merged-chr17-84032623-33
NR64092--MA1107.1.KLF9	chr9	58112345	58112357	-	0.000	0.000	Merged-chr9-58112486-25
NR58982--MA0599.1.KLF5	chr7	136894429	136894438	+	0.000	0.000	Merged-chr7-136894538-85
NR60092--MA0599.1.KLF5	chr8	36249346	36249355	-	0.000	0.000	Merged-chr8-36249558-6
NR53388--MA0039.3.KLF4	chr6	116682511	116682521	-	0.000	0.000	Merged-chr6-116682504-22
NR60094--MA0741.1.KLF16	chr8	36249345	36249355	-	0.000	0.000	Merged-chr8-36249558-6
NR15120--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR56998--MA0039.3.KLF4	chr7	82773677	82773687	-	0.000	0.000	Merged-chr7-82773822-91
NR52309--MA0599.1.KLF5	chr6	83413110	83413119	-	0.000	0.000	Merged-chr6-83413092-38
NR51349--MA0599.1.KLF5	chr6	37564250	37564259	+	0.000	0.000	Merged-chr6-37564158-19
NR46923--MA0741.1.KLF16	chr5	51552661	51552671	+	0.000	0.000	Merged-chr5-51552540-96
NR9612--MA0599.1.KLF5	chr11	50440049	50440058	-	0.000	0.000	Merged-chr11-50440008-21
NR60177--MA0493.1.Klf1	chr8	45934969	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR1362--MA1107.1.KLF9	chr1	83006277	83006289	+	0.000	0.000	Merged-chr1-83006483-46
NR4606--MA0741.1.KLF16	chr1	189500040	189500050	+	0.000	0.000	Merged-chr1-189499965-39
NR29076--MA1107.1.KLF9	chr18	53801708	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR39867--MA0039.3.KLF4	chr3	109782668	109782678	-	0.000	0.000	Merged-chr3-109782603-31
NR435--MA0493.1.Klf1	chr1	36920565	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR23782--MA0493.1.Klf1	chr16	33714343	33714353	+	0.000	0.000	Merged-chr16-33714431-35
NR31414--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR58969--MA0493.1.Klf1	chr7	136164718	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR8274--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR58744--MA0039.3.KLF4	chr7	130893296	130893306	+	0.000	0.000	Merged-chr7-130893114-41
NR1372--MA0493.1.Klf1	chr1	83006418	83006428	+	0.000	0.000	Merged-chr1-83006483-46
NR24898--MA0741.1.KLF16	chr16	93574646	93574656	-	0.000	0.000	Merged-chr16-93574695-56
NR23447--MA0742.1.Klf12	chr16	18452506	18452520	-	0.000	0.000	Merged-chr16-18452480-18
NR63703--MA0599.1.KLF5	chr9	44708510	44708519	+	0.000	0.000	Merged-chr9-44708535-22
NR60101--MA1107.1.KLF9	chr8	36249395	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR36997--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR24899--MA1107.1.KLF9	chr16	93574639	93574651	-	0.000	0.000	Merged-chr16-93574695-56
NR53382--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR17575--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR31351--MA1107.1.KLF9	chr19	41031261	41031273	-	0.000	0.000	Merged-chr19-41031181-46
NR15552--MA0741.1.KLF16	chr13	35808218	35808228	+	0.000	0.000	Merged-chr13-35808207-14
NR63705--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR20241--MA0599.1.KLF5	chr14	118854886	118854895	-	0.000	0.000	Merged-chr14-118854981-71
NR24508--MA0741.1.KLF16	chr16	77360455	77360465	-	0.000	0.000	Merged-chr16-77360376-19
NR16924--MA0493.1.Klf1	chr13	95063712	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR54634--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR53387--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR9322--MA0493.1.Klf1	chr11	32020327	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR51351--MA0741.1.KLF16	chr6	37564274	37564284	+	0.000	0.000	Merged-chr6-37564158-19
NR51847--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR20698--MA0599.1.KLF5	chr15	18951890	18951899	-	0.000	0.000	Merged-chr15-18951851-25
NR11663--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR66020--MA0599.1.KLF5	chr9	112175471	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR50793--MA0493.1.Klf1	chr5	150262887	150262897	+	0.000	0.000	Merged-chr5-150262822-29
NR39502--MA1107.1.KLF9	chr3	101066374	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR14462--MA1107.1.KLF9	chr12	107184626	107184638	+	0.000	0.000	Merged-chr12-107184537-40
NR66022--MA0741.1.KLF16	chr9	112175470	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR3189--MA0742.1.Klf12	chr1	153723752	153723766	+	0.000	0.000	Merged-chr1-153723564-53
NR48000--MA0493.1.Klf1	chr5	100929920	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR3298--MA0742.1.Klf12	chr1	156522398	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR43173--MA0742.1.Klf12	chr4	89137800	89137814	+	0.000	0.000	Merged-chr4-89137676-98
NR62582--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
