#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR30239--MA1107.1.KLF9	chr3	136742790	136742802	-	0.000	0.000	Merged-chr3-136742959-57
NR43302--MA0740.1.KLF14	chr7	130812671	130812684	-	0.000	0.000	Merged-chr7-130812664-20
NR17768--MA0741.1.KLF16	chr16	38653516	38653526	+	0.000	0.000	Merged-chr16-38653657-58
NR47173--MA0742.1.Klf12	chr9	56098021	56098035	+	0.000	0.000	Merged-chr9-56098023-21
NR5101--MA1107.1.KLF9	chr10	98745686	98745698	+	0.000	0.000	Merged-chr10-98745748-77
NR36022--MA1107.1.KLF9	chr5	107926651	107926663	+	0.000	0.000	Merged-chr5-107926816-56
NR40848--MA0493.1.Klf1	chr7	24481950	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR24300--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR17196--MA0599.1.KLF5	chr16	10683540	10683549	-	0.000	0.000	Merged-chr16-10683625-55
NR11418--MA0599.1.KLF5	chr13	15982598	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR42910--MA0740.1.KLF14	chr7	119860416	119860429	+	0.000	0.000	Merged-chr7-119860527-21
NR18366--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR34001--MA0741.1.KLF16	chr4	150087351	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR35075--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR23440--MA0599.1.KLF5	chr19	32869281	32869290	+	0.000	0.000	Merged-chr19-32869388-31
NR31971--MA0741.1.KLF16	chr4	101217268	101217278	-	0.000	0.000	Merged-chr4-101217167-64
NR29878--MA0741.1.KLF16	chr3	116893063	116893073	-	0.000	0.000	Merged-chr3-116893122-28
NR47175--MA0493.1.Klf1	chr9	56098021	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR21905--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR32204--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR44927--MA0599.1.KLF5	chr8	77376595	77376604	+	0.000	0.000	Merged-chr8-77376569-21
NR40558--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR26173--MA0599.1.KLF5	chr2	102733592	102733601	-	0.000	0.000	Merged-chr2-102733347-57
NR44133--MA0039.3.KLF4	chr8	33968520	33968530	+	0.000	0.000	Merged-chr8-33968508-27
