#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR14099--MA0493.1.Klf1	chr13	113549166	113549176	+	0.000	0.000	Merged-chr13-113549207-25
NR37643--MA0039.3.KLF4	chr5	112239789	112239799	-	0.000	0.000	Merged-chr5-112239781-12
NR30042--MA0493.1.Klf1	chr3	55744077	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR36540--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR14098--MA0039.3.KLF4	chr13	113549168	113549178	+	0.000	0.000	Merged-chr13-113549207-25
NR39330--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR7752--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR51453--MA0599.1.KLF5	chr9	115214795	115214804	-	0.000	0.000	Merged-chr9-115214840-19
NR7756--MA0599.1.KLF5	chr11	70622679	70622688	+	0.000	0.000	Merged-chr11-70622499-26
NR8631--MA0599.1.KLF5	chr11	95356929	95356938	+	0.000	0.000	Merged-chr11-95356897-59
NR32128--MA0741.1.KLF16	chr3	152209697	152209707	-	0.000	0.000	Merged-chr3-152209810-2
NR30279--MA0039.3.KLF4	chr3	79504657	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR2422--MA1107.1.KLF9	chr1	165816469	165816481	-	0.000	0.000	Merged-chr1-165816619-40
NR35299--MA1107.1.KLF9	chr4	145306068	145306080	-	0.000	0.000	Merged-chr4-145306183-45
NR2889--MA0599.1.KLF5	chr1	181228988	181228997	+	0.000	0.000	Merged-chr1-181229140-10
NR31112--MA0741.1.KLF16	chr3	107233420	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR18492--MA0741.1.KLF16	chr16	17405428	17405438	+	0.000	0.000	Merged-chr16-17405439-1
NR45116--MA0599.1.KLF5	chr7	118294850	118294859	+	0.000	0.000	Merged-chr7-118294847-26
NR35547--MA0599.1.KLF5	chr4	150894669	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR24762--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR4849--MA1107.1.KLF9	chr10	81194522	81194534	+	0.000	0.000	Merged-chr10-81194350-49
NR5724--MA1107.1.KLF9	chr10	117925714	117925726	+	0.000	0.000	Merged-chr10-117925903-63
NR37045--MA0039.3.KLF4	chr5	91015399	91015409	+	0.000	0.000	Merged-chr5-91015407-22
NR7751--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR30361--MA0039.3.KLF4	chr3	84630935	84630945	-	0.000	0.000	Merged-chr3-84630888-13
NR35905--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR31174--MA0742.1.Klf12	chr3	108737974	108737988	-	0.000	0.000	Merged-chr3-108737869-29
NR30278--MA0599.1.KLF5	chr3	79504656	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR39822--MA0493.1.Klf1	chr6	30230375	30230385	-	0.000	0.000	Merged-chr6-30230479-12
NR23046--MA1107.1.KLF9	chr18	53801708	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR36541--MA0741.1.KLF16	chr5	52618417	52618427	+	0.000	0.000	Merged-chr5-52618672-42
NR37044--MA0599.1.KLF5	chr5	91015398	91015407	+	0.000	0.000	Merged-chr5-91015407-22
NR2890--MA0039.3.KLF4	chr1	181228989	181228999	+	0.000	0.000	Merged-chr1-181229140-10
NR13524--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR31173--MA0740.1.KLF14	chr3	108737975	108737988	-	0.000	0.000	Merged-chr3-108737869-29
NR30360--MA0599.1.KLF5	chr3	84630937	84630946	-	0.000	0.000	Merged-chr3-84630888-13
NR30364--MA0741.1.KLF16	chr3	84630932	84630942	-	0.000	0.000	Merged-chr3-84630888-13
NR29427--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR35298--MA0741.1.KLF16	chr4	145306069	145306079	-	0.000	0.000	Merged-chr4-145306183-45
NR14103--MA0657.1.KLF13	chr13	113549280	113549297	-	0.000	0.000	Merged-chr13-113549207-25
NR31110--MA0493.1.Klf1	chr3	107233421	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR13006--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR34804--MA0039.3.KLF4	chr4	135169319	135169329	+	0.000	0.000	Merged-chr4-135169344-25
NR44736--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR37649--MA1107.1.KLF9	chr5	112239866	112239878	-	0.000	0.000	Merged-chr5-112239781-12
NR5718--MA0740.1.KLF14	chr10	117925714	117925727	+	0.000	0.000	Merged-chr10-117925903-63
NR4845--MA0740.1.KLF14	chr10	81194493	81194506	+	0.000	0.000	Merged-chr10-81194350-49
NR48283--MA0599.1.KLF5	chr8	111720414	111720423	+	0.000	0.000	Merged-chr8-111720342-23
NR24909--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR32129--MA0741.1.KLF16	chr3	152209698	152209708	-	0.000	0.000	Merged-chr3-152209810-2
NR51454--MA0493.1.Klf1	chr9	115214795	115214805	-	0.000	0.000	Merged-chr9-115214840-19
NR8632--MA0493.1.Klf1	chr11	95356928	95356938	+	0.000	0.000	Merged-chr11-95356897-59
NR2419--MA0039.3.KLF4	chr1	165816469	165816479	-	0.000	0.000	Merged-chr1-165816619-40
NR12552--MA0039.3.KLF4	chr13	45455941	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR44735--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR5744--MA0599.1.KLF5	chr10	118096585	118096594	+	0.000	0.000	Merged-chr10-118096400-51
NR38938--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR15333--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR19421--MA1107.1.KLF9	chr16	78606415	78606427	-	0.000	0.000	Merged-chr16-78606501-17
NR3787--MA0039.3.KLF4	chr10	39418661	39418671	+	0.000	0.000	Merged-chr10-39418565-23
NR17368--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR24908--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR45759--MA0599.1.KLF5	chr7	135581091	135581100	-	0.000	0.000	Merged-chr7-135581080-39
NR39627--MA0599.1.KLF5	chr6	8648806	8648815	+	0.000	0.000	Merged-chr6-8648625-101
NR25231--MA0741.1.KLF16	chr19	53491669	53491679	+	0.000	0.000	Merged-chr19-53491759-39
NR31111--MA0741.1.KLF16	chr3	107233418	107233428	-	0.000	0.000	Merged-chr3-107233528-55
NR7754--MA1107.1.KLF9	chr11	70622583	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR15336--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR12551--MA0599.1.KLF5	chr13	45455940	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR36258--MA0039.3.KLF4	chr5	32768181	32768191	+	0.000	0.000	Merged-chr5-32768073-31
NR39331--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR23042--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR13525--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR40475--MA1107.1.KLF9	chr6	70709684	70709696	-	0.000	0.000	Merged-chr6-70709572-48
NR3786--MA0599.1.KLF5	chr10	39418660	39418669	+	0.000	0.000	Merged-chr10-39418565-23
NR43782--MA0599.1.KLF5	chr7	45917012	45917021	-	0.000	0.000	Merged-chr7-45916816-45
NR30366--MA0599.1.KLF5	chr3	84630976	84630985	-	0.000	0.000	Merged-chr3-84630888-13
NR44739--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR37645--MA1107.1.KLF9	chr5	112239780	112239792	-	0.000	0.000	Merged-chr5-112239781-12
NR41812--MA0039.3.KLF4	chr6	130342319	130342329	+	0.000	0.000	Merged-chr6-130342331-49
NR26428--MA0599.1.KLF5	chr2	39009187	39009196	+	0.000	0.000	Merged-chr2-39009126-39
NR20914--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR14106--MA0741.1.KLF16	chr13	113607259	113607269	+	0.000	0.000	Merged-chr13-113607105-17
NR30358--MA0742.1.Klf12	chr3	84630933	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR37640--MA0742.1.Klf12	chr5	112239787	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR35296--MA0039.3.KLF4	chr4	145306068	145306078	-	0.000	0.000	Merged-chr4-145306183-45
NR15335--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR40473--MA1107.1.KLF9	chr6	70709680	70709692	-	0.000	0.000	Merged-chr6-70709572-48
NR24765--MA0657.1.KLF13	chr19	37376270	37376287	+	0.000	0.000	Merged-chr19-37376124-56
NR25228--MA0740.1.KLF14	chr19	53491668	53491681	+	0.000	0.000	Merged-chr19-53491759-39
NR37047--MA1107.1.KLF9	chr5	91015397	91015409	+	0.000	0.000	Merged-chr5-91015407-22
NR35549--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR30363--MA0741.1.KLF16	chr3	84630925	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR20916--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR5721--MA0039.3.KLF4	chr10	117925716	117925726	+	0.000	0.000	Merged-chr10-117925903-63
NR40018--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR31175--MA0741.1.KLF16	chr3	108737977	108737987	-	0.000	0.000	Merged-chr3-108737869-29
NR31113--MA1107.1.KLF9	chr3	107233419	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR14096--MA0657.1.KLF13	chr13	113549197	113549214	+	0.000	0.000	Merged-chr13-113549207-25
NR37644--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR14104--MA0599.1.KLF5	chr13	113607259	113607268	+	0.000	0.000	Merged-chr13-113607105-17
NR23044--MA0493.1.Klf1	chr18	53801710	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR37639--MA0039.3.KLF4	chr5	112239750	112239760	-	0.000	0.000	Merged-chr5-112239781-12
NR2552--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR36259--MA1107.1.KLF9	chr5	32768179	32768191	+	0.000	0.000	Merged-chr5-32768073-31
NR51457--MA1107.1.KLF9	chr9	115214791	115214803	-	0.000	0.000	Merged-chr9-115214840-19
NR5720--MA0599.1.KLF5	chr10	117925715	117925724	+	0.000	0.000	Merged-chr10-117925903-63
NR4847--MA0741.1.KLF16	chr10	81194494	81194504	+	0.000	0.000	Merged-chr10-81194350-49
NR51456--MA0741.1.KLF16	chr9	115214794	115214804	-	0.000	0.000	Merged-chr9-115214840-19
NR24767--MA0599.1.KLF5	chr19	37376272	37376281	+	0.000	0.000	Merged-chr19-37376124-56
NR40476--MA1107.1.KLF9	chr6	70709686	70709698	-	0.000	0.000	Merged-chr6-70709572-48
NR3102--MA0599.1.KLF5	chr1	189500040	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR37046--MA0493.1.Klf1	chr5	91015397	91015407	+	0.000	0.000	Merged-chr5-91015407-22
NR36542--MA1107.1.KLF9	chr5	52618416	52618428	+	0.000	0.000	Merged-chr5-52618672-42
NR20417--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR24766--MA0742.1.Klf12	chr19	37376271	37376285	+	0.000	0.000	Merged-chr19-37376124-56
NR13526--MA0493.1.Klf1	chr13	95524226	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR48552--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR30362--MA0493.1.Klf1	chr3	84630937	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR13021--MA0599.1.KLF5	chr13	63639816	63639825	-	0.000	0.000	Merged-chr13-63639916-9
NR37646--MA1107.1.KLF9	chr5	112239789	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR30281--MA1107.1.KLF9	chr3	79504655	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR26429--MA0741.1.KLF16	chr2	39009187	39009197	+	0.000	0.000	Merged-chr2-39009126-39
NR14101--MA1107.1.KLF9	chr13	113549166	113549178	+	0.000	0.000	Merged-chr13-113549207-25
NR14097--MA0742.1.Klf12	chr13	113549198	113549212	+	0.000	0.000	Merged-chr13-113549207-25
NR30041--MA0742.1.Klf12	chr3	55744073	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR20915--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR40474--MA1107.1.KLF9	chr6	70709682	70709694	-	0.000	0.000	Merged-chr6-70709572-48
NR23045--MA0741.1.KLF16	chr18	53801709	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR12554--MA1107.1.KLF9	chr13	45455939	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR3868--MA0741.1.KLF16	chr10	41595765	41595775	-	0.000	0.000	Merged-chr10-41595749-48
NR34085--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR46495--MA0741.1.KLF16	chr8	22783785	22783795	+	0.000	0.000	Merged-chr8-22783714-26
NR44740--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR44738--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR14100--MA0741.1.KLF16	chr13	113549199	113549209	+	0.000	0.000	Merged-chr13-113549207-25
NR29426--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR44737--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR18491--MA0599.1.KLF5	chr16	17405428	17405437	+	0.000	0.000	Merged-chr16-17405439-1
NR30280--MA0493.1.Klf1	chr3	79504655	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR14105--MA0599.1.KLF5	chr13	113607266	113607275	+	0.000	0.000	Merged-chr13-113607105-17
NR35548--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR24910--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR3101--MA0740.1.KLF14	chr1	189500039	189500052	+	0.000	0.000	Merged-chr1-189499965-39
NR43783--MA0741.1.KLF16	chr7	45917011	45917021	-	0.000	0.000	Merged-chr7-45916816-45
NR48550--MA0740.1.KLF14	chr8	120538814	120538827	+	0.000	0.000	Merged-chr8-120538784-40
NR34084--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR20917--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR7757--MA0741.1.KLF16	chr11	70622674	70622684	+	0.000	0.000	Merged-chr11-70622499-26
NR51458--MA1107.1.KLF9	chr9	115214793	115214805	-	0.000	0.000	Merged-chr9-115214840-19
NR5719--MA0657.1.KLF13	chr10	117925713	117925730	+	0.000	0.000	Merged-chr10-117925903-63
NR4846--MA0599.1.KLF5	chr10	81194523	81194532	+	0.000	0.000	Merged-chr10-81194350-49
NR10257--MA0599.1.KLF5	chr12	25211587	25211596	+	0.000	0.000	Merged-chr12-25211568-13
NR48551--MA0657.1.KLF13	chr8	120538813	120538830	+	0.000	0.000	Merged-chr8-120538784-40
NR3104--MA0741.1.KLF16	chr1	189500040	189500050	+	0.000	0.000	Merged-chr1-189499965-39
NR4848--MA0741.1.KLF16	chr10	81194523	81194533	+	0.000	0.000	Merged-chr10-81194350-49
NR51374--MA0493.1.Klf1	chr9	114016562	114016572	-	0.000	0.000	Merged-chr9-114016465-30
NR38934--MA0599.1.KLF5	chr5	139290677	139290686	+	0.000	0.000	Merged-chr5-139290875-38
