#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR1221--MA0036.3.GATA2	chr11	106057069	106057079	+	0.000	0.000	Merged-chr11-106057103-42
NR5874--MA0482.1.Gata4	chr7	114095572	114095582	-	0.000	0.000	Merged-chr7-114095651-34
NR1590--MA0482.1.Gata4	chr13	13671051	13671061	+	0.000	0.000	Merged-chr13-13670887-17
NR3512--MA0482.1.Gata4	chr2	80324388	80324398	+	0.000	0.000	Merged-chr2-80324472-29
NR5875--MA1104.1.GATA6	chr7	114095572	114095584	+	0.000	0.000	Merged-chr7-114095651-34
NR5317--MA0140.2.GATA1::TAL1	chr6	90782576	90782593	-	0.000	0.000	Merged-chr6-90782586-39
NR1591--MA1104.1.GATA6	chr13	13671049	13671061	-	0.000	0.000	Merged-chr13-13670887-17
NR4502--MA0766.1.GATA5	chr4	98282497	98282504	-	0.000	0.000	Merged-chr4-98282479-46
NR5022--MA0482.1.Gata4	chr5	114505394	114505404	+	0.000	0.000	Merged-chr5-114505492-44
NR6600--MA0035.3.Gata1	chr9	105689627	105689637	+	0.000	0.000	Merged-chr9-105689631-24
NR5025--MA0035.3.Gata1	chr5	114505393	114505403	+	0.000	0.000	Merged-chr5-114505492-44
NR4218--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR1974--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR5023--MA1104.1.GATA6	chr5	114505392	114505404	-	0.000	0.000	Merged-chr5-114505492-44
NR1315--MA0037.3.GATA3	chr12	14086786	14086793	-	0.000	0.000	Merged-chr12-14086767-28
NR1319--MA0766.1.GATA5	chr12	14086786	14086793	-	0.000	0.000	Merged-chr12-14086767-28
NR5873--MA0037.3.GATA3	chr7	114095575	114095582	+	0.000	0.000	Merged-chr7-114095651-34
NR17--MA0482.1.Gata4	chr1	35653567	35653577	-	0.000	0.000	Merged-chr1-35653441-55
NR629--MA0036.3.GATA2	chr10	26879156	26879166	-	0.000	0.000	Merged-chr10-26879299-36
NR3938--MA0037.3.GATA3	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR3489--MA0140.2.GATA1::TAL1	chr2	70425816	70425833	+	0.000	0.000	Merged-chr2-70425902-24
NR2559--MA0140.2.GATA1::TAL1	chr16	87726167	87726184	-	0.000	0.000	Merged-chr16-87726198-44
NR5661--MA0035.3.Gata1	chr7	37490502	37490512	+	0.000	0.000	Merged-chr7-37490614-68
NR6024--MA0035.3.Gata1	chr8	4507819	4507829	+	0.000	0.000	Merged-chr8-4507701-32
NR3968--MA0140.2.GATA1::TAL1	chr3	54617482	54617499	-	0.000	0.000	Merged-chr3-54617665-45
NR5867--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR1222--MA0766.1.GATA5	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR3354--MA0035.3.Gata1	chr2	22721880	22721890	+	0.000	0.000	Merged-chr2-22721936-56
NR1220--MA0482.1.Gata4	chr11	106057070	106057080	+	0.000	0.000	Merged-chr11-106057103-42
NR1318--MA0036.3.GATA2	chr12	14086785	14086795	+	0.000	0.000	Merged-chr12-14086767-28
NR5868--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR5876--MA0036.3.GATA2	chr7	114095573	114095583	-	0.000	0.000	Merged-chr7-114095651-34
NR3514--MA0035.3.Gata1	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR3939--MA1104.1.GATA6	chr3	37738508	37738520	+	0.000	0.000	Merged-chr3-37738517-40
NR5024--MA0036.3.GATA2	chr5	114505393	114505403	+	0.000	0.000	Merged-chr5-114505492-44
NR6625--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR2580--MA0036.3.GATA2	chr16	91413417	91413427	-	0.000	0.000	Merged-chr16-91413429-37
NR3625--MA0140.2.GATA1::TAL1	chr2	105675444	105675461	-	0.000	0.000	Merged-chr2-105675416-28
