#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR47810--MA1107.1.KLF9	chr7	135580975	135580987	-	0.000	0.000	Merged-chr7-135581080-39
NR21969--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR2684--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR31918--MA0493.1.Klf1	chr3	79504655	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR7212--MA0599.1.KLF5	chr11	48823884	48823893	+	0.000	0.000	Merged-chr11-48823880-45
NR26271--MA1107.1.KLF9	chr19	37333673	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR4632--MA0599.1.KLF5	chr10	75536382	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR26259--MA0599.1.KLF5	chr19	36926033	36926042	-	0.000	0.000	Merged-chr19-36926163-72
NR14613--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR15905--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR31501--MA0039.3.KLF4	chr3	37758201	37758211	-	0.000	0.000	Merged-chr3-37758309-31
NR51823--MA0599.1.KLF5	chr9	48817177	48817186	+	0.000	0.000	Merged-chr9-48817420-28
NR21965--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR6064--MA0740.1.KLF14	chr10	118884341	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR260--MA0493.1.Klf1	chr1	36571861	36571871	-	0.000	0.000	Merged-chr1-36571820-13
NR46906--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR21509--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR6065--MA0657.1.KLF13	chr10	118884338	118884355	-	0.000	0.000	Merged-chr10-118884259-20
NR18673--MA0493.1.Klf1	chr15	93273098	93273108	+	0.000	0.000	Merged-chr15-93272956-59
NR35709--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR26508--MA0740.1.KLF14	chr19	43809534	43809547	+	0.000	0.000	Merged-chr19-43809499-23
NR9358--MA0599.1.KLF5	chr11	101171551	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR44464--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR36076--MA0742.1.Klf12	chr4	129621212	129621226	+	0.000	0.000	Merged-chr4-129621333-30
NR9362--MA0741.1.KLF16	chr11	101171558	101171568	-	0.000	0.000	Merged-chr11-101171521-37
NR36077--MA0599.1.KLF5	chr4	129621213	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR3616--MA0493.1.Klf1	chr10	10307608	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR26270--MA0741.1.KLF16	chr19	37333674	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR43514--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR262--MA1107.1.KLF9	chr1	36571855	36571867	-	0.000	0.000	Merged-chr1-36571820-13
NR15907--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR26262--MA0741.1.KLF16	chr19	36926048	36926058	-	0.000	0.000	Merged-chr19-36926163-72
NR10400--MA0493.1.Klf1	chr11	119894899	119894909	+	0.000	0.000	Merged-chr11-119894940-18
NR26513--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR9359--MA0741.1.KLF16	chr11	101171550	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR36075--MA0740.1.KLF14	chr4	129621212	129621225	+	0.000	0.000	Merged-chr4-129621333-30
NR5207--MA0599.1.KLF5	chr10	81401785	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR50800--MA0599.1.KLF5	chr8	124265927	124265936	-	0.000	0.000	Merged-chr8-124265993-45
NR38839--MA0039.3.KLF4	chr5	91015399	91015409	+	0.000	0.000	Merged-chr5-91015407-22
NR43520--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR13819--MA0599.1.KLF5	chr13	63541590	63541599	+	0.000	0.000	Merged-chr13-63541673-31
NR44118--MA0599.1.KLF5	chr6	136547180	136547189	-	0.000	0.000	Merged-chr6-136547260-16
NR50799--MA0742.1.Klf12	chr8	124265923	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR47808--MA0493.1.Klf1	chr7	135580977	135580987	-	0.000	0.000	Merged-chr7-135581080-39
NR5208--MA0741.1.KLF16	chr10	81401784	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR7211--MA0742.1.Klf12	chr11	48823883	48823897	+	0.000	0.000	Merged-chr11-48823880-45
NR47809--MA0741.1.KLF16	chr7	135580976	135580986	-	0.000	0.000	Merged-chr7-135581080-39
NR26260--MA0741.1.KLF16	chr19	36926046	36926056	-	0.000	0.000	Merged-chr19-36926163-72
NR44117--MA0657.1.KLF13	chr6	136547168	136547185	+	0.000	0.000	Merged-chr6-136547260-16
NR45991--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR50286--MA0493.1.Klf1	chr8	111720322	111720332	+	0.000	0.000	Merged-chr8-111720342-23
NR15909--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR21966--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR4633--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR17141--MA0599.1.KLF5	chr15	31117490	31117499	-	0.000	0.000	Merged-chr15-31117559-26
NR38838--MA0599.1.KLF5	chr5	91015398	91015407	+	0.000	0.000	Merged-chr5-91015407-22
NR10819--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR26515--MA1107.1.KLF9	chr19	43809534	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR14726--MA0740.1.KLF14	chr13	113549198	113549211	+	0.000	0.000	Merged-chr13-113549207-25
NR19762--MA0741.1.KLF16	chr16	23286520	23286530	+	0.000	0.000	Merged-chr16-23286554-38
NR6068--MA0741.1.KLF16	chr10	118884343	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR26266--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR13821--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR20474--MA0493.1.Klf1	chr16	76357373	76357383	+	0.000	0.000	Merged-chr16-76357413-27
NR10820--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR35708--MA0493.1.Klf1	chr4	119947768	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR52808--MA0740.1.KLF14	chr9	86425812	86425825	+	0.000	0.000	Merged-chr9-86425989-29
NR2683--MA1107.1.KLF9	chr1	170972691	170972703	-	0.000	0.000	Merged-chr1-170972744-20
NR9363--MA0741.1.KLF16	chr11	101171559	101171569	-	0.000	0.000	Merged-chr11-101171521-37
NR17142--MA0741.1.KLF16	chr15	31117489	31117499	-	0.000	0.000	Merged-chr15-31117559-26
NR23650--MA0742.1.Klf12	chr17	84032522	84032536	-	0.000	0.000	Merged-chr17-84032623-33
NR15908--MA0741.1.KLF16	chr14	64628299	64628309	+	0.000	0.000	Merged-chr14-64628307-21
NR44465--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR26267--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR36889--MA0493.1.Klf1	chr4	141425713	141425723	-	0.000	0.000	Merged-chr4-141425823-59
NR41842--MA0599.1.KLF5	chr6	31216812	31216821	+	0.000	0.000	Merged-chr6-31216711-63
NR53166--MA0599.1.KLF5	chr9	103134646	103134655	+	0.000	0.000	Merged-chr9-103134672-43
NR37241--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR26832--MA0741.1.KLF16	chr19	53491669	53491679	+	0.000	0.000	Merged-chr19-53491759-39
NR13820--MA0741.1.KLF16	chr13	63541590	63541600	+	0.000	0.000	Merged-chr13-63541673-31
NR36971--MA0599.1.KLF5	chr4	145305931	145305940	-	0.000	0.000	Merged-chr4-145306183-45
NR18177--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR50801--MA0493.1.Klf1	chr8	124265927	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR9361--MA0741.1.KLF16	chr11	101171557	101171567	-	0.000	0.000	Merged-chr11-101171521-37
NR261--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR36079--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR5209--MA0741.1.KLF16	chr10	81401834	81401844	-	0.000	0.000	Merged-chr10-81401925-26
NR44119--MA0493.1.Klf1	chr6	136547180	136547190	-	0.000	0.000	Merged-chr6-136547260-16
NR2682--MA0493.1.Klf1	chr1	170972693	170972703	-	0.000	0.000	Merged-chr1-170972744-20
NR24098--MA1107.1.KLF9	chr18	14675898	14675910	+	0.000	0.000	Merged-chr18-14675814-20
NR26265--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR7214--MA0493.1.Klf1	chr11	48823883	48823893	+	0.000	0.000	Merged-chr11-48823880-45
NR35704--MA0657.1.KLF13	chr4	119947762	119947779	-	0.000	0.000	Merged-chr4-119947761-47
NR26261--MA0741.1.KLF16	chr19	36926047	36926057	-	0.000	0.000	Merged-chr19-36926163-72
NR10816--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR5994--MA0742.1.Klf12	chr10	117925748	117925762	+	0.000	0.000	Merged-chr10-117925903-63
NR21967--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR43518--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR16033--MA0039.3.KLF4	chr14	69774963	69774973	-	0.000	0.000	Merged-chr14-69774788-96
NR46908--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR4634--MA0741.1.KLF16	chr10	75536381	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR31662--MA0742.1.Klf12	chr3	55744073	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR14240--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR47807--MA0599.1.KLF5	chr7	135580977	135580986	-	0.000	0.000	Merged-chr7-135581080-39
NR44120--MA1107.1.KLF9	chr6	136547178	136547190	-	0.000	0.000	Merged-chr6-136547260-16
NR37243--MA1107.1.KLF9	chr4	150894771	150894783	+	0.000	0.000	Merged-chr4-150894695-19
NR50803--MA1107.1.KLF9	chr8	124265925	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR9547--MA0741.1.KLF16	chr11	103382152	103382162	+	0.000	0.000	Merged-chr11-103382133-47
NR31917--MA0039.3.KLF4	chr3	79504657	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR5993--MA0740.1.KLF14	chr10	117925748	117925761	+	0.000	0.000	Merged-chr10-117925903-63
NR49920--MA0742.1.Klf12	chr8	94973550	94973564	-	0.000	0.000	Merged-chr8-94973516-27
NR10822--MA0599.1.KLF5	chr12	25211592	25211601	+	0.000	0.000	Merged-chr12-25211568-13
NR26268--MA0599.1.KLF5	chr19	37333675	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR27438--MA0493.1.Klf1	chr2	18307617	18307627	+	0.000	0.000	Merged-chr2-18307843-60
NR10821--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR7216--MA1107.1.KLF9	chr11	48823883	48823895	+	0.000	0.000	Merged-chr11-48823880-45
NR16032--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR43516--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR35705--MA0742.1.Klf12	chr4	119947764	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR26510--MA0742.1.Klf12	chr19	43809534	43809548	+	0.000	0.000	Merged-chr19-43809499-23
NR50797--MA0740.1.KLF14	chr8	124265924	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR39146--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR18672--MA0039.3.KLF4	chr15	93273100	93273110	+	0.000	0.000	Merged-chr15-93272956-59
NR26514--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR35710--MA1107.1.KLF9	chr4	119947766	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR31916--MA0599.1.KLF5	chr3	79504656	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR50798--MA0657.1.KLF13	chr8	124265921	124265938	-	0.000	0.000	Merged-chr8-124265993-45
NR53167--MA0493.1.Klf1	chr9	103134645	103134655	+	0.000	0.000	Merged-chr9-103134672-43
NR6517--MA0039.3.KLF4	chr11	3702213	3702223	+	0.000	0.000	Merged-chr11-3702327-20
NR26509--MA0657.1.KLF13	chr19	43809533	43809550	+	0.000	0.000	Merged-chr19-43809499-23
NR50385--MA1107.1.KLF9	chr8	115408664	115408676	+	0.000	0.000	Merged-chr8-115408581-14
NR36080--MA1107.1.KLF9	chr4	129621212	129621224	+	0.000	0.000	Merged-chr4-129621333-30
NR36972--MA0493.1.Klf1	chr4	145305931	145305941	-	0.000	0.000	Merged-chr4-145306183-45
NR259--MA0599.1.KLF5	chr1	36571861	36571870	-	0.000	0.000	Merged-chr1-36571820-13
NR15906--MA0039.3.KLF4	chr14	64628281	64628291	-	0.000	0.000	Merged-chr14-64628307-21
NR36888--MA0599.1.KLF5	chr4	141425713	141425722	-	0.000	0.000	Merged-chr4-141425823-59
NR17143--MA0599.1.KLF5	chr15	31117642	31117651	-	0.000	0.000	Merged-chr15-31117559-26
NR50562--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR21968--MA0493.1.Klf1	chr17	31326305	31326315	-	0.000	0.000	Merged-chr17-31326302-35
NR43519--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR46905--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR14239--MA0740.1.KLF14	chr13	95524215	95524228	+	0.000	0.000	Merged-chr13-95524264-2
NR26512--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR46904--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR14241--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR52750--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR6066--MA0742.1.Klf12	chr10	118884340	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR33661--MA0741.1.KLF16	chr3	146123271	146123281	+	0.000	0.000	Merged-chr3-146123164-55
NR9360--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR26264--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR43512--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR7215--MA0741.1.KLF16	chr11	48823884	48823894	+	0.000	0.000	Merged-chr11-48823880-45
NR26511--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR46903--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR14243--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR26269--MA0493.1.Klf1	chr19	37333675	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR38841--MA1107.1.KLF9	chr5	91015397	91015409	+	0.000	0.000	Merged-chr5-91015407-22
NR46907--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR43517--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR10818--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR50802--MA0741.1.KLF16	chr8	124265926	124265936	-	0.000	0.000	Merged-chr8-124265993-45
NR16928--MA1107.1.KLF9	chr15	5762718	5762730	-	0.000	0.000	Merged-chr15-5762586-40
NR7210--MA0740.1.KLF14	chr11	48823883	48823896	+	0.000	0.000	Merged-chr11-48823880-45
NR639--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR14727--MA0657.1.KLF13	chr13	113549197	113549214	+	0.000	0.000	Merged-chr13-113549207-25
NR10814--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR14729--MA0741.1.KLF16	chr13	113549199	113549209	+	0.000	0.000	Merged-chr13-113549207-25
NR35707--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR13822--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR37242--MA0741.1.KLF16	chr4	150894772	150894782	+	0.000	0.000	Merged-chr4-150894695-19
NR26831--MA0599.1.KLF5	chr19	53491669	53491678	+	0.000	0.000	Merged-chr19-53491759-39
NR51824--MA0741.1.KLF16	chr9	48817177	48817187	+	0.000	0.000	Merged-chr9-48817420-28
NR10815--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR10817--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR43515--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
