#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR4578--MA0766.1.GATA5	chr8	25769097	25769104	+	0.000	0.000	Merged-chr8-25769209-9
NR4364--MA0035.3.Gata1	chr7	79363494	79363504	+	0.000	0.000	Merged-chr7-79363578-43
NR2019--MA0766.1.GATA5	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR4452--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR4362--MA1104.1.GATA6	chr7	79363493	79363505	-	0.000	0.000	Merged-chr7-79363578-43
NR2458--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR3132--MA0766.1.GATA5	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR4579--MA0035.3.Gata1	chr8	25769095	25769105	-	0.000	0.000	Merged-chr8-25769209-9
NR71--MA0037.3.GATA3	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR3800--MA0035.3.Gata1	chr5	114505393	114505403	+	0.000	0.000	Merged-chr5-114505492-44
NR4790--MA0037.3.GATA3	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR4167--MA0482.1.Gata4	chr6	135418446	135418456	+	0.000	0.000	Merged-chr6-135418528-77
NR1885--MA0482.1.Gata4	chr15	85233435	85233445	+	0.000	0.000	Merged-chr15-85233310-62
NR425--MA1104.1.GATA6	chr10	39764910	39764922	-	0.000	0.000	Merged-chr10-39764888-24
NR3321--MA0766.1.GATA5	chr3	146123214	146123221	-	0.000	0.000	Merged-chr3-146123164-55
NR438--MA1104.1.GATA6	chr10	43783457	43783469	-	0.000	0.000	Merged-chr10-43783399-14
NR2460--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR1354--MA0482.1.Gata4	chr13	89889163	89889173	+	0.000	0.000	Merged-chr13-89889254-28
NR3133--MA0035.3.Gata1	chr3	37738509	37738519	-	0.000	0.000	Merged-chr3-37738517-40
NR4168--MA1104.1.GATA6	chr6	135418444	135418456	-	0.000	0.000	Merged-chr6-135418528-77
NR5153--MA0035.3.Gata1	chrX	166185431	166185441	+	0.000	0.000	Merged-chrX-166185579-37
NR1886--MA1104.1.GATA6	chr15	85233433	85233445	-	0.000	0.000	Merged-chr15-85233310-62
NR3799--MA0036.3.GATA2	chr5	114505393	114505403	+	0.000	0.000	Merged-chr5-114505492-44
NR1355--MA1104.1.GATA6	chr13	89889161	89889173	-	0.000	0.000	Merged-chr13-89889254-28
NR3599--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3320--MA0037.3.GATA3	chr3	146123214	146123221	-	0.000	0.000	Merged-chr3-146123164-55
NR4166--MA0037.3.GATA3	chr6	135418446	135418453	-	0.000	0.000	Merged-chr6-135418528-77
NR1884--MA0037.3.GATA3	chr15	85233435	85233442	-	0.000	0.000	Merged-chr15-85233310-62
NR1353--MA0037.3.GATA3	chr13	89889163	89889170	-	0.000	0.000	Merged-chr13-89889254-28
NR3665--MA1104.1.GATA6	chr5	36561904	36561916	+	0.000	0.000	Merged-chr5-36561744-28
NR2462--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR4793--MA0036.3.GATA2	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR102--MA0035.3.Gata1	chr1	82443305	82443315	+	0.000	0.000	Merged-chr1-82443366-1
NR5018--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR4363--MA0036.3.GATA2	chr7	79363494	79363504	+	0.000	0.000	Merged-chr7-79363578-43
NR2463--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR4575--MA0482.1.Gata4	chr8	25769094	25769104	-	0.000	0.000	Merged-chr8-25769209-9
NR426--MA0035.3.Gata1	chr10	39764911	39764921	+	0.000	0.000	Merged-chr10-39764888-24
NR2016--MA0482.1.Gata4	chr16	32645538	32645548	+	0.000	0.000	Merged-chr16-32645495-50
NR4533--MA0482.1.Gata4	chr7	132824496	132824506	-	0.000	0.000	Merged-chr7-132824609-20
NR3921--MA0035.3.Gata1	chr6	37455628	37455638	-	0.000	0.000	Merged-chr6-37455816-24
NR3485--MA0037.3.GATA3	chr4	102908092	102908099	-	0.000	0.000	Merged-chr4-102908208-33
NR4576--MA1104.1.GATA6	chr8	25769094	25769106	+	0.000	0.000	Merged-chr8-25769209-9
NR2539--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2461--MA0037.3.GATA3	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR2017--MA1104.1.GATA6	chr16	32645536	32645548	-	0.000	0.000	Merged-chr16-32645495-50
NR4169--MA0036.3.GATA2	chr6	135418445	135418455	+	0.000	0.000	Merged-chr6-135418528-77
NR1887--MA0036.3.GATA2	chr15	85233434	85233444	+	0.000	0.000	Merged-chr15-85233310-62
NR1356--MA0036.3.GATA2	chr13	89889162	89889172	+	0.000	0.000	Merged-chr13-89889254-28
NR72--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR4448--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR4574--MA0037.3.GATA3	chr8	25769097	25769104	+	0.000	0.000	Merged-chr8-25769209-9
NR1070--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR2015--MA0037.3.GATA3	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR2538--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR4449--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR3573--MA0482.1.Gata4	chr4	144981240	144981250	-	0.000	0.000	Merged-chr4-144981201-46
NR4170--MA0766.1.GATA5	chr6	135418446	135418453	-	0.000	0.000	Merged-chr6-135418528-77
NR414--MA0036.3.GATA2	chr10	26879156	26879166	-	0.000	0.000	Merged-chr10-26879299-36
NR4794--MA0766.1.GATA5	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR4447--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR2464--MA0036.3.GATA2	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR823--MA0482.1.Gata4	chr11	75319146	75319156	-	0.000	0.000	Merged-chr11-75318979-50
NR4171--MA0035.3.Gata1	chr6	135418445	135418455	+	0.000	0.000	Merged-chr6-135418528-77
NR826--MA0035.3.Gata1	chr11	75319147	75319157	-	0.000	0.000	Merged-chr11-75318979-50
NR4450--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR4795--MA0035.3.Gata1	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR824--MA1104.1.GATA6	chr11	75319146	75319158	+	0.000	0.000	Merged-chr11-75318979-50
NR1168--MA0482.1.Gata4	chr12	107184724	107184734	+	0.000	0.000	Merged-chr12-107184537-40
NR4577--MA0036.3.GATA2	chr8	25769095	25769105	-	0.000	0.000	Merged-chr8-25769209-9
NR709--MA0036.3.GATA2	chr11	22936749	22936759	-	0.000	0.000	Merged-chr11-22936648-30
NR5017--MA0482.1.Gata4	chr9	112174907	112174917	-	0.000	0.000	Merged-chr9-112174843-101
NR101--MA0482.1.Gata4	chr1	82443306	82443316	+	0.000	0.000	Merged-chr1-82443366-1
NR874--MA0140.2.GATA1::TAL1	chr11	88455697	88455714	-	0.000	0.000	Merged-chr11-88455545-42
NR2018--MA0036.3.GATA2	chr16	32645537	32645547	+	0.000	0.000	Merged-chr16-32645495-50
NR2459--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR3131--MA0036.3.GATA2	chr3	37738509	37738519	-	0.000	0.000	Merged-chr3-37738517-40
NR1888--MA0766.1.GATA5	chr15	85233435	85233442	-	0.000	0.000	Merged-chr15-85233310-62
NR2457--MA1104.1.GATA6	chr18	46013365	46013377	+	0.000	0.000	Merged-chr18-46013388-48
NR1357--MA0766.1.GATA5	chr13	89889163	89889170	-	0.000	0.000	Merged-chr13-89889254-28
NR2339--MA0766.1.GATA5	chr17	70702519	70702526	-	0.000	0.000	Merged-chr17-70702396-15
NR3135--MA0140.2.GATA1::TAL1	chr3	51701302	51701319	-	0.000	0.000	Merged-chr3-51701450-64
NR3920--MA0482.1.Gata4	chr6	37455627	37455637	-	0.000	0.000	Merged-chr6-37455816-24
NR3486--MA0766.1.GATA5	chr4	102908092	102908099	-	0.000	0.000	Merged-chr4-102908208-33
NR1889--MA0035.3.Gata1	chr15	85233434	85233444	+	0.000	0.000	Merged-chr15-85233310-62
NR3797--MA0482.1.Gata4	chr5	114505394	114505404	+	0.000	0.000	Merged-chr5-114505492-44
NR1358--MA0035.3.Gata1	chr13	89889162	89889172	+	0.000	0.000	Merged-chr13-89889254-28
NR5151--MA0482.1.Gata4	chrX	166185432	166185442	+	0.000	0.000	Merged-chrX-166185579-37
NR1343--MA1104.1.GATA6	chr13	83566219	83566231	-	0.000	0.000	Merged-chr13-83566220-57
NR3798--MA1104.1.GATA6	chr5	114505392	114505404	-	0.000	0.000	Merged-chr5-114505492-44
NR2338--MA0037.3.GATA3	chr17	70702519	70702526	-	0.000	0.000	Merged-chr17-70702396-15
NR5152--MA1104.1.GATA6	chrX	166185430	166185442	-	0.000	0.000	Merged-chrX-166185579-37
