#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR6805--MA0741.1.KLF16	chr10	119031178	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR15991--MA0741.1.KLF16	chr14	32716954	32716964	+	0.000	0.000	Merged-chr14-32716978-71
NR50348--MA1107.1.KLF9	chr7	120693599	120693611	-	0.000	0.000	Merged-chr7-120693924-51
NR40668--MA0599.1.KLF5	chr5	63943567	63943576	-	0.000	0.000	Merged-chr5-63943362-36
NR15202--MA0493.1.Klf1	chr13	108100601	108100611	+	0.000	0.000	Merged-chr13-108100820-31
NR35514--MA0599.1.KLF5	chr3	146765066	146765075	+	0.000	0.000	Merged-chr3-146765113-32
NR27891--MA0493.1.Klf1	chr19	53760526	53760536	-	0.000	0.000	Merged-chr19-53760542-10
NR29172--MA0740.1.KLF14	chr2	34976611	34976624	-	0.000	0.000	Merged-chr2-34976600-12
NR15989--MA0039.3.KLF4	chr14	32716955	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR10380--MA0599.1.KLF5	chr11	113174290	113174299	+	0.000	0.000	Merged-chr11-113174221-33
NR44346--MA1107.1.KLF9	chr6	33683889	33683901	-	0.000	0.000	Merged-chr6-33683719-46
NR29516--MA0742.1.Klf12	chr2	59513729	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR53780--MA0599.1.KLF5	chr8	117548551	117548560	-	0.000	0.000	Merged-chr8-117548585-70
NR18050--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR27461--MA1107.1.KLF9	chr19	40267656	40267668	-	0.000	0.000	Merged-chr19-40267576-38
NR21128--MA1107.1.KLF9	chr16	52147357	52147369	-	0.000	0.000	Merged-chr16-52147489-52
NR21804--MA1107.1.KLF9	chr16	93552872	93552884	-	0.000	0.000	Merged-chr16-93552984-42
NR3830--MA0741.1.KLF16	chr1	191098371	191098381	-	0.000	0.000	Merged-chr1-191098452-17
NR29517--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR56709--MA0742.1.Klf12	chr9	107334536	107334550	+	0.000	0.000	Merged-chr9-107334469-86
NR35206--MA0740.1.KLF14	chr3	135636497	135636510	+	0.000	0.000	Merged-chr3-135636443-43
NR15330--MA0741.1.KLF16	chr13	111634784	111634794	+	0.000	0.000	Merged-chr13-111634662-22
NR13534--MA0599.1.KLF5	chr13	22002053	22002062	-	0.000	0.000	Merged-chr13-22001933-23
NR20798--MA0741.1.KLF16	chr16	33053322	33053332	+	0.000	0.000	Merged-chr16-33053250-22
NR35564--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR23590--MA1107.1.KLF9	chr17	47171149	47171161	-	0.000	0.000	Merged-chr17-47171280-54
NR35103--MA0599.1.KLF5	chr3	133467521	133467530	-	0.000	0.000	Merged-chr3-133467681-44
NR54860--MA0039.3.KLF4	chr9	43242635	43242645	+	0.000	0.000	Merged-chr9-43242516-24
NR35210--MA0493.1.Klf1	chr3	135636497	135636507	+	0.000	0.000	Merged-chr3-135636443-43
NR14594--MA0740.1.KLF14	chr13	75943474	75943487	-	0.000	0.000	Merged-chr13-75943546-39
NR13567--MA0741.1.KLF16	chr13	24468069	24468079	-	0.000	0.000	Merged-chr13-24467982-34
NR50758--MA0742.1.Klf12	chr7	130812670	130812684	-	0.000	0.000	Merged-chr7-130812664-20
NR46810--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR22931--MA0493.1.Klf1	chr17	29193477	29193487	+	0.000	0.000	Merged-chr17-29193494-23
NR11149--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR19205--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR13566--MA0599.1.KLF5	chr13	24468070	24468079	-	0.000	0.000	Merged-chr13-24467982-34
NR29521--MA0741.1.KLF16	chr2	59534542	59534552	+	0.000	0.000	Merged-chr2-59534510-22
NR36003--MA0741.1.KLF16	chr4	8913758	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR3437--MA0493.1.Klf1	chr1	181352609	181352619	-	0.000	0.000	Merged-chr1-181352639-14
NR25813--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR49743--MA1107.1.KLF9	chr7	98797413	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR28456--MA0741.1.KLF16	chr2	17597920	17597930	-	0.000	0.000	Merged-chr2-17597899-18
NR10389--MA0039.3.KLF4	chr11	113508469	113508479	+	0.000	0.000	Merged-chr11-113508478-30
NR24225--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR46712--MA0599.1.KLF5	chr6	131294134	131294143	-	0.000	0.000	Merged-chr6-131294237-12
NR29427--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR45643--MA0742.1.Klf12	chr6	94760882	94760896	+	0.000	0.000	Merged-chr6-94761021-48
NR11271--MA0740.1.KLF14	chr12	25247229	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR37436--MA0599.1.KLF5	chr4	101217044	101217053	+	0.000	0.000	Merged-chr4-101217167-64
NR4577--MA0599.1.KLF5	chr10	42699263	42699272	+	0.000	0.000	Merged-chr10-42699170-35
NR15642--MA1107.1.KLF9	chr14	12307775	12307787	-	0.000	0.000	Merged-chr14-12307905-40
NR45481--MA0742.1.Klf12	chr6	88782938	88782952	+	0.000	0.000	Merged-chr6-88783083-54
NR15988--MA0599.1.KLF5	chr14	32716954	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR46841--MA1107.1.KLF9	chr6	134903768	134903780	+	0.000	0.000	Merged-chr6-134903917-75
NR50350--MA1107.1.KLF9	chr7	120693603	120693615	-	0.000	0.000	Merged-chr7-120693924-51
NR46286--MA1107.1.KLF9	chr6	120206737	120206749	+	0.000	0.000	Merged-chr6-120206801-39
NR10388--MA0742.1.Klf12	chr11	113508467	113508481	+	0.000	0.000	Merged-chr11-113508478-30
NR45881--MA1107.1.KLF9	chr6	108338391	108338403	-	0.000	0.000	Merged-chr6-108338556-41
NR11526--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR42759--MA0741.1.KLF16	chr5	129192020	129192030	+	0.000	0.000	Merged-chr5-129191899-21
NR25804--MA0599.1.KLF5	chr18	67212691	67212700	+	0.000	0.000	Merged-chr18-67212775-57
NR11530--MA0493.1.Klf1	chr12	52383137	52383147	-	0.000	0.000	Merged-chr12-52383146-23
NR25588--MA1107.1.KLF9	chr18	60625569	60625581	-	0.000	0.000	Merged-chr18-60625535-13
NR9900--MA0039.3.KLF4	chr11	102074301	102074311	+	0.000	0.000	Merged-chr11-102074455-23
NR36466--MA0039.3.KLF4	chr4	43171520	43171530	-	0.000	0.000	Merged-chr4-43171535-31
NR3299--MA0742.1.Klf12	chr1	179169998	179170012	-	0.000	0.000	Merged-chr1-179169843-56
NR26173--MA0740.1.KLF14	chr18	77743801	77743814	-	0.000	0.000	Merged-chr18-77743762-23
NR11534--MA1107.1.KLF9	chr12	52383144	52383156	-	0.000	0.000	Merged-chr12-52383146-23
NR791--MA1107.1.KLF9	chr1	64085986	64085998	-	0.000	0.000	Merged-chr1-64086002-50
NR11440--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR41310--MA0740.1.KLF14	chr5	92897985	92897998	-	0.000	0.000	Merged-chr5-92897961-19
NR55202--MA0742.1.Klf12	chr9	55283730	55283744	+	0.000	0.000	Merged-chr9-55283833-16
NR37043--MA0599.1.KLF5	chr4	71291615	71291624	+	0.000	0.000	Merged-chr4-71291736-94
NR12875--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR27535--MA0039.3.KLF4	chr19	41597652	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR37042--MA1107.1.KLF9	chr4	71291515	71291527	-	0.000	0.000	Merged-chr4-71291736-94
NR46839--MA0741.1.KLF16	chr6	134903769	134903779	+	0.000	0.000	Merged-chr6-134903917-75
NR27460--MA0493.1.Klf1	chr19	40267658	40267668	-	0.000	0.000	Merged-chr19-40267576-38
NR26174--MA0657.1.KLF13	chr18	77743798	77743815	-	0.000	0.000	Merged-chr18-77743762-23
NR14026--MA0493.1.Klf1	chr13	51598243	51598253	-	0.000	0.000	Merged-chr13-51598262-24
NR17681--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR3300--MA0493.1.Klf1	chr1	179170002	179170012	-	0.000	0.000	Merged-chr1-179169843-56
NR42887--MA0599.1.KLF5	chr5	134333103	134333112	+	0.000	0.000	Merged-chr5-134333065-45
NR29173--MA0741.1.KLF16	chr2	34976613	34976623	-	0.000	0.000	Merged-chr2-34976600-12
NR49257--MA1107.1.KLF9	chr7	73531211	73531223	-	0.000	0.000	Merged-chr7-73531012-64
NR3998--MA1107.1.KLF9	chr1	193421574	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR44709--MA0599.1.KLF5	chr6	51287895	51287904	-	0.000	0.000	Merged-chr6-51287938-60
NR22933--MA1107.1.KLF9	chr17	29193475	29193487	+	0.000	0.000	Merged-chr17-29193494-23
NR23593--MA1107.1.KLF9	chr17	47171155	47171167	-	0.000	0.000	Merged-chr17-47171280-54
NR39488--MA0599.1.KLF5	chr4	150087286	150087295	-	0.000	0.000	Merged-chr4-150087480-81
NR385--MA1107.1.KLF9	chr1	39197012	39197024	+	0.000	0.000	Merged-chr1-39196974-45
NR37440--MA0741.1.KLF16	chr4	101217265	101217275	-	0.000	0.000	Merged-chr4-101217167-64
NR53608--MA0740.1.KLF14	chr8	111976597	111976610	+	0.000	0.000	Merged-chr8-111976573-47
NR11150--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR22929--MA1107.1.KLF9	chr17	29193443	29193455	+	0.000	0.000	Merged-chr17-29193494-23
NR50401--MA0039.3.KLF4	chr7	123354676	123354686	+	0.000	0.000	Merged-chr7-123354508-1
NR11613--MA0599.1.KLF5	chr12	55466530	55466539	+	0.000	0.000	Merged-chr12-55466597-41
NR47306--MA0039.3.KLF4	chr6	146185691	146185701	-	0.000	0.000	Merged-chr6-146185680-43
NR36465--MA0599.1.KLF5	chr4	43171522	43171531	-	0.000	0.000	Merged-chr4-43171535-31
NR49742--MA0493.1.Klf1	chr7	98797415	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR11612--MA1107.1.KLF9	chr12	55393016	55393028	-	0.000	0.000	Merged-chr12-55392987-35
NR19208--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR45091--MA1107.1.KLF9	chr6	71831704	71831716	-	0.000	0.000	Merged-chr6-71831897-1
NR13568--MA1107.1.KLF9	chr13	24468066	24468078	-	0.000	0.000	Merged-chr13-24467982-34
NR46836--MA0599.1.KLF5	chr6	134903769	134903778	+	0.000	0.000	Merged-chr6-134903917-75
NR35478--MA0493.1.Klf1	chr3	145663931	145663941	-	0.000	0.000	Merged-chr3-145663716-20
NR46714--MA1107.1.KLF9	chr6	131294132	131294144	-	0.000	0.000	Merged-chr6-131294237-12
NR55203--MA0493.1.Klf1	chr9	55283730	55283740	+	0.000	0.000	Merged-chr9-55283833-16
NR6772--MA1107.1.KLF9	chr10	118766025	118766037	-	0.000	0.000	Merged-chr10-118766153-45
NR37433--MA0039.3.KLF4	chr4	101217011	101217021	+	0.000	0.000	Merged-chr4-101217167-64
NR25811--MA0599.1.KLF5	chr18	67255714	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR45880--MA0493.1.Klf1	chr6	108338393	108338403	-	0.000	0.000	Merged-chr6-108338556-41
NR37044--MA0741.1.KLF16	chr4	71291615	71291625	+	0.000	0.000	Merged-chr4-71291736-94
NR27533--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
NR36464--MA0742.1.Klf12	chr4	43171518	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR40681--MA1107.1.KLF9	chr5	64040798	64040810	+	0.000	0.000	Merged-chr5-64040859-39
NR50153--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR50349--MA1107.1.KLF9	chr7	120693601	120693613	-	0.000	0.000	Merged-chr7-120693924-51
NR37438--MA0039.3.KLF4	chr4	101217175	101217185	+	0.000	0.000	Merged-chr4-101217167-64
NR47209--MA0742.1.Klf12	chr6	144804477	144804491	-	0.000	0.000	Merged-chr6-144804553-29
NR17713--MA0039.3.KLF4	chr14	121107739	121107749	-	0.000	0.000	Merged-chr14-121107843-45
NR37437--MA0741.1.KLF16	chr4	101217044	101217054	+	0.000	0.000	Merged-chr4-101217167-64
NR47916--MA0039.3.KLF4	chr7	24481952	24481962	+	0.000	0.000	Merged-chr7-24481860-36
NR9144--MA0741.1.KLF16	chr11	82954818	82954828	-	0.000	0.000	Merged-chr11-82954782-27
NR7259--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR10043--MA0741.1.KLF16	chr11	104661466	104661476	-	0.000	0.000	Merged-chr11-104661475-50
NR3199--MA1107.1.KLF9	chr1	174041000	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR54861--MA1107.1.KLF9	chr9	43242633	43242645	+	0.000	0.000	Merged-chr9-43242516-24
NR21040--MA0493.1.Klf1	chr16	45261437	45261447	+	0.000	0.000	Merged-chr16-45261551-46
NR50166--MA1107.1.KLF9	chr7	114356564	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR49004--MA0039.3.KLF4	chr7	55890162	55890172	+	0.000	0.000	Merged-chr7-55890160-26
NR55137--MA0493.1.Klf1	chr9	51213713	51213723	+	0.000	0.000	Merged-chr9-51213844-69
NR37045--MA1107.1.KLF9	chr4	71291614	71291626	+	0.000	0.000	Merged-chr4-71291736-94
NR12878--MA0741.1.KLF16	chr12	109446513	109446523	-	0.000	0.000	Merged-chr12-109446341-43
NR53664--MA1107.1.KLF9	chr8	114888548	114888560	-	0.000	0.000	Merged-chr8-114888790-56
NR10390--MA0493.1.Klf1	chr11	113508467	113508477	+	0.000	0.000	Merged-chr11-113508478-30
NR28539--MA1107.1.KLF9	chr2	19630761	19630773	+	0.000	0.000	Merged-chr2-19630844-34
NR18047--MA0039.3.KLF4	chr15	25692838	25692848	-	0.000	0.000	Merged-chr15-25692698-43
NR41311--MA0741.1.KLF16	chr5	92897987	92897997	-	0.000	0.000	Merged-chr5-92897961-19
NR27536--MA0741.1.KLF16	chr19	41597651	41597661	+	0.000	0.000	Merged-chr19-41597559-38
NR1022--MA0741.1.KLF16	chr1	74773334	74773344	-	0.000	0.000	Merged-chr1-74773287-28
NR6689--MA0493.1.Klf1	chr10	117731702	117731712	+	0.000	0.000	Merged-chr10-117731554-42
NR23591--MA1107.1.KLF9	chr17	47171151	47171163	-	0.000	0.000	Merged-chr17-47171280-54
NR29311--MA1107.1.KLF9	chr2	45172974	45172986	-	0.000	0.000	Merged-chr2-45172921-51
NR47304--MA1107.1.KLF9	chr6	146081156	146081168	-	0.000	0.000	Merged-chr6-146081045-99
NR3997--MA0493.1.Klf1	chr1	193421576	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR17683--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR45482--MA0039.3.KLF4	chr6	88782940	88782950	+	0.000	0.000	Merged-chr6-88783083-54
NR51923--MA0039.3.KLF4	chr8	34652093	34652103	+	0.000	0.000	Merged-chr8-34651925-47
NR27294--MA0599.1.KLF5	chr19	32869281	32869290	+	0.000	0.000	Merged-chr19-32869388-31
NR50320--MA0599.1.KLF5	chr7	119860417	119860426	+	0.000	0.000	Merged-chr7-119860527-21
NR11293--MA0599.1.KLF5	chr12	25851716	25851725	+	0.000	0.000	Merged-chr12-25851772-17
NR13535--MA0493.1.Klf1	chr13	22002053	22002063	-	0.000	0.000	Merged-chr13-22001933-23
NR11148--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR29428--MA1107.1.KLF9	chr2	53051379	53051391	-	0.000	0.000	Merged-chr2-53051556-37
NR52051--MA1107.1.KLF9	chr8	40584799	40584811	+	0.000	0.000	Merged-chr8-40584789-43
NR19743--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR46274--MA0599.1.KLF5	chr6	120081752	120081761	-	0.000	0.000	Merged-chr6-120081758-25
NR18509--MA0039.3.KLF4	chr15	58750295	58750305	-	0.000	0.000	Merged-chr15-58750240-28
NR36002--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR19742--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR47476--MA0599.1.KLF5	chr7	4614259	4614268	-	0.000	0.000	Merged-chr7-4614138-46
NR37443--MA0741.1.KLF16	chr4	101217268	101217278	-	0.000	0.000	Merged-chr4-101217167-64
NR28457--MA0741.1.KLF16	chr2	17597925	17597935	-	0.000	0.000	Merged-chr2-17597899-18
NR24280--MA0657.1.KLF13	chr17	78087125	78087142	+	0.000	0.000	Merged-chr17-78087139-42
NR24226--MA0741.1.KLF16	chr17	74865041	74865051	-	0.000	0.000	Merged-chr17-74864979-18
NR50162--MA0742.1.Klf12	chr7	114356562	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR15643--MA1107.1.KLF9	chr14	12307777	12307789	-	0.000	0.000	Merged-chr14-12307905-40
NR37095--MA0039.3.KLF4	chr4	82755891	82755901	+	0.000	0.000	Merged-chr4-82755852-39
NR47915--MA0599.1.KLF5	chr7	24481951	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR42886--MA0742.1.Klf12	chr5	134333102	134333116	+	0.000	0.000	Merged-chr5-134333065-45
NR11522--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR55136--MA0742.1.Klf12	chr9	51213713	51213727	+	0.000	0.000	Merged-chr9-51213844-69
NR12873--MA0740.1.KLF14	chr12	109437911	109437924	-	0.000	0.000	Merged-chr12-109438029-53
NR55205--MA1107.1.KLF9	chr9	55283730	55283742	+	0.000	0.000	Merged-chr9-55283833-16
NR723--MA0742.1.Klf12	chr1	60016437	60016451	-	0.000	0.000	Merged-chr1-60016690-100
NR15639--MA1107.1.KLF9	chr14	12307769	12307781	-	0.000	0.000	Merged-chr14-12307905-40
NR11527--MA0599.1.KLF5	chr12	52383148	52383157	-	0.000	0.000	Merged-chr12-52383146-23
NR46713--MA0493.1.Klf1	chr6	131294134	131294144	-	0.000	0.000	Merged-chr6-131294237-12
NR14898--MA0039.3.KLF4	chr13	95892265	95892275	-	0.000	0.000	Merged-chr13-95891948-150
NR4578--MA0493.1.Klf1	chr10	42699262	42699272	+	0.000	0.000	Merged-chr10-42699170-35
NR49003--MA0599.1.KLF5	chr7	55890161	55890170	+	0.000	0.000	Merged-chr7-55890160-26
NR11531--MA0493.1.Klf1	chr12	52383148	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR5242--MA1107.1.KLF9	chr10	77367009	77367021	+	0.000	0.000	Merged-chr10-77367193-51
NR25584--MA0039.3.KLF4	chr18	60625569	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR37902--MA1107.1.KLF9	chr4	118449899	118449911	+	0.000	0.000	Merged-chr4-118449765-23
NR11535--MA1107.1.KLF9	chr12	52383146	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR12874--MA0657.1.KLF13	chr12	109437908	109437925	-	0.000	0.000	Merged-chr12-109438029-53
NR57430--MA1107.1.KLF9	chr9	122271991	122272003	+	0.000	0.000	Merged-chr9-122271996-35
NR11533--MA0741.1.KLF16	chr12	52383147	52383157	-	0.000	0.000	Merged-chr12-52383146-23
NR52779--MA0599.1.KLF5	chr8	76902283	76902292	+	0.000	0.000	Merged-chr8-76902143-41
NR47914--MA0742.1.Klf12	chr7	24481950	24481964	+	0.000	0.000	Merged-chr7-24481860-36
NR33241--MA0740.1.KLF14	chr3	38280292	38280305	+	0.000	0.000	Merged-chr3-38280395-39
NR51922--MA0599.1.KLF5	chr8	34652092	34652101	+	0.000	0.000	Merged-chr8-34651925-47
NR21901--MA0039.3.KLF4	chr16	95150796	95150806	+	0.000	0.000	Merged-chr16-95150686-45
NR2565--MA0599.1.KLF5	chr1	156206189	156206198	+	0.000	0.000	Merged-chr1-156206326-26
NR25805--MA0493.1.Klf1	chr18	67212684	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR12719--MA0039.3.KLF4	chr12	106016399	106016409	-	0.000	0.000	Merged-chr12-106016418-37
NR21042--MA1107.1.KLF9	chr16	45261437	45261449	+	0.000	0.000	Merged-chr16-45261551-46
NR47918--MA0741.1.KLF16	chr7	24481951	24481961	+	0.000	0.000	Merged-chr7-24481860-36
NR3198--MA0493.1.Klf1	chr1	174041002	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR6804--MA0599.1.KLF5	chr10	119031179	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR18536--MA0742.1.Klf12	chr15	59707937	59707951	+	0.000	0.000	Merged-chr15-59707926-13
NR19741--MA0599.1.KLF5	chr15	94255266	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR50165--MA0493.1.Klf1	chr7	114356566	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR14077--MA0599.1.KLF5	chr13	52801166	52801175	+	0.000	0.000	Merged-chr13-52800951-49
NR21039--MA0742.1.Klf12	chr16	45261437	45261451	+	0.000	0.000	Merged-chr16-45261551-46
NR33242--MA0657.1.KLF13	chr3	38280291	38280308	+	0.000	0.000	Merged-chr3-38280395-39
NR4579--MA0741.1.KLF16	chr10	42699263	42699273	+	0.000	0.000	Merged-chr10-42699170-35
NR51860--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR37094--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR40680--MA0741.1.KLF16	chr5	64040799	64040809	+	0.000	0.000	Merged-chr5-64040859-39
NR42758--MA0493.1.Klf1	chr5	129192019	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR23594--MA1107.1.KLF9	chr17	47171157	47171169	-	0.000	0.000	Merged-chr17-47171280-54
NR2389--MA0741.1.KLF16	chr1	152270158	152270168	-	0.000	0.000	Merged-chr1-152270213-74
NR17682--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR41699--MA1107.1.KLF9	chr5	107926651	107926663	+	0.000	0.000	Merged-chr5-107926816-56
