#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR2318--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR9309--MA0659.1.MAFG	chr9	118716107	118716127	+	0.000	0.000	Merged-chr9-118716150-51
NR9311--MA0496.2.MAFK	chr9	118716108	118716126	+	0.000	0.000	Merged-chr9-118716150-51
NR3649--MA0089.1.MAFG::NFE2L1	chr16	10976316	10976321	-	0.000	0.000	Merged-chr16-10976349-23
NR807--MA0501.1.MAF::NFE2	chr10	10307486	10307500	-	0.000	0.000	Merged-chr10-10307543-35
NR1054--MA0501.1.MAF::NFE2	chr10	76802327	76802341	-	0.000	0.000	Merged-chr10-76802342-40
NR3788--MA0591.1.Bach1::Mafk	chr16	51887478	51887492	+	0.000	0.000	Merged-chr16-51887577-12
NR2305--MA0501.1.MAF::NFE2	chr12	116269699	116269713	-	0.000	0.000	Merged-chr12-116269685-29
NR7877--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR8796--MA0501.1.MAF::NFE2	chr8	120538725	120538739	+	0.000	0.000	Merged-chr8-120538784-40
NR2575--MA0495.2.MAFF	chr13	85356562	85356582	+	0.000	0.000	Merged-chr13-85356477-8
NR5991--MA0501.1.MAF::NFE2	chr3	108504082	108504096	-	0.000	0.000	Merged-chr3-108504114-26
NR7793--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	+	0.000	0.000	Merged-chr6-125540912-17
NR2349--MA0117.2.Mafb	chr13	8742921	8742932	+	0.000	0.000	Merged-chr13-8742974-25
NR3289--MA0089.1.MAFG::NFE2L1	chr15	31117598	31117603	-	0.000	0.000	Merged-chr15-31117559-26
NR5535--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR7257--MA0591.1.Bach1::Mafk	chr5	122987523	122987537	-	0.000	0.000	Merged-chr5-122987462-4
NR1750--MA0495.2.MAFF	chr11	109744078	109744098	+	0.000	0.000	Merged-chr11-109744155-21
NR1808--MA0496.2.MAFK	chr11	118035245	118035263	+	0.000	0.000	Merged-chr11-118035350-21
NR1688--MA0501.1.MAF::NFE2	chr11	95356969	95356983	-	0.000	0.000	Merged-chr11-95356897-59
NR7148--MA0496.2.MAFK	chr5	107303390	107303408	-	0.000	0.000	Merged-chr5-107303598-32
NR8046--MA0495.2.MAFF	chr7	28794628	28794648	+	0.000	0.000	Merged-chr7-28794657-13
NR8048--MA0659.1.MAFG	chr7	28794628	28794648	+	0.000	0.000	Merged-chr7-28794657-13
NR6900--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR5757--MA0501.1.MAF::NFE2	chr3	54727002	54727016	-	0.000	0.000	Merged-chr3-54727097-9
NR6021--MA0659.1.MAFG	chr3	116474786	116474806	+	0.000	0.000	Merged-chr3-116474712-27
NR7572--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR3790--MA0659.1.MAFG	chr16	51887475	51887495	-	0.000	0.000	Merged-chr16-51887577-12
NR9094--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR3698--MA0501.1.MAF::NFE2	chr16	30024847	30024861	-	0.000	0.000	Merged-chr16-30024852-47
NR3290--MA0089.1.MAFG::NFE2L1	chr15	31117636	31117641	-	0.000	0.000	Merged-chr15-31117559-26
NR3793--MA0496.2.MAFK	chr16	51887476	51887494	-	0.000	0.000	Merged-chr16-51887577-12
NR1556--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR9312--MA0496.2.MAFK	chr9	118716108	118716126	-	0.000	0.000	Merged-chr9-118716150-51
NR3411--MA0089.1.MAFG::NFE2L1	chr15	66806733	66806738	-	0.000	0.000	Merged-chr15-66806580-18
NR7795--MA0501.1.MAF::NFE2	chr6	125541046	125541060	-	0.000	0.000	Merged-chr6-125540912-17
NR7832--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR1753--MA0496.2.MAFK	chr11	109744079	109744097	+	0.000	0.000	Merged-chr11-109744155-21
NR2306--MA0089.1.MAFG::NFE2L1	chr12	116269745	116269750	-	0.000	0.000	Merged-chr12-116269685-29
NR909--MA0089.1.MAFG::NFE2L1	chr10	39458912	39458917	+	0.000	0.000	Merged-chr10-39458935-16
NR2303--MA0591.1.Bach1::Mafk	chr12	116269657	116269671	-	0.000	0.000	Merged-chr12-116269685-29
NR8991--MA0117.2.Mafb	chr9	48817242	48817253	-	0.000	0.000	Merged-chr9-48817420-28
NR8017--MA0089.1.MAFG::NFE2L1	chr7	16366525	16366530	+	0.000	0.000	Merged-chr7-16366464-23
NR3648--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR3533--MA0089.1.MAFG::NFE2L1	chr15	93298315	93298320	+	0.000	0.000	Merged-chr15-93298411-30
NR8795--MA0591.1.Bach1::Mafk	chr8	120538722	120538736	+	0.000	0.000	Merged-chr8-120538784-40
NR2578--MA0659.1.MAFG	chr13	85356562	85356582	+	0.000	0.000	Merged-chr13-85356477-8
NR3681--MA0117.2.Mafb	chr16	23286619	23286630	-	0.000	0.000	Merged-chr16-23286554-38
NR7575--MA0117.2.Mafb	chr6	70714417	70714428	-	0.000	0.000	Merged-chr6-70714490-34
NR7569--MA0495.2.MAFF	chr6	70709472	70709492	+	0.000	0.000	Merged-chr6-70709572-48
NR8804--MA0089.1.MAFG::NFE2L1	chr8	120716594	120716599	+	0.000	0.000	Merged-chr8-120716591-36
NR8216--MA0501.1.MAF::NFE2	chr7	90039722	90039736	+	0.000	0.000	Merged-chr7-90039651-42
NR2033--MA0089.1.MAFG::NFE2L1	chr12	70995435	70995440	+	0.000	0.000	Merged-chr12-70995410-19
NR8049--MA0659.1.MAFG	chr7	28794628	28794648	-	0.000	0.000	Merged-chr7-28794657-13
NR8802--MA0591.1.Bach1::Mafk	chr8	120716471	120716485	+	0.000	0.000	Merged-chr8-120716591-36
NR7885--MA0089.1.MAFG::NFE2L1	chr6	140767095	140767100	+	0.000	0.000	Merged-chr6-140766985-92
NR2302--MA0117.2.Mafb	chr12	116269654	116269665	+	0.000	0.000	Merged-chr12-116269685-29
NR3288--MA0089.1.MAFG::NFE2L1	chr15	31117560	31117565	-	0.000	0.000	Merged-chr15-31117559-26
NR3785--MA0495.2.MAFF	chr16	51887475	51887495	+	0.000	0.000	Merged-chr16-51887577-12
NR2577--MA0591.1.Bach1::Mafk	chr13	85356565	85356579	-	0.000	0.000	Merged-chr13-85356477-8
NR8155--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR3787--MA0117.2.Mafb	chr16	51887484	51887495	-	0.000	0.000	Merged-chr16-51887577-12
NR7142--MA0495.2.MAFF	chr5	107303389	107303409	+	0.000	0.000	Merged-chr5-107303598-32
NR908--MA0117.2.Mafb	chr10	39293245	39293256	+	0.000	0.000	Merged-chr10-39293099-66
NR1687--MA0591.1.Bach1::Mafk	chr11	95356972	95356986	-	0.000	0.000	Merged-chr11-95356897-59
NR5065--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR7144--MA0117.2.Mafb	chr5	107303398	107303409	-	0.000	0.000	Merged-chr5-107303598-32
NR3593--MA0501.1.MAF::NFE2	chr15	100461863	100461877	-	0.000	0.000	Merged-chr15-100461811-2
NR4249--MA0089.1.MAFG::NFE2L1	chr17	84032633	84032638	-	0.000	0.000	Merged-chr17-84032623-33
NR1046--MA0089.1.MAFG::NFE2L1	chr10	75146211	75146216	-	0.000	0.000	Merged-chr10-75146347-53
NR6972--MA0117.2.Mafb	chr5	67395571	67395582	-	0.000	0.000	Merged-chr5-67395507-40
NR2066--MA0591.1.Bach1::Mafk	chr12	76312072	76312086	-	0.000	0.000	Merged-chr12-76312183-20
NR6516--MA0117.2.Mafb	chr4	109136997	109137008	+	0.000	0.000	Merged-chr4-109136872-28
NR7794--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	-	0.000	0.000	Merged-chr6-125540912-17
NR2579--MA0659.1.MAFG	chr13	85356562	85356582	-	0.000	0.000	Merged-chr13-85356477-8
NR5989--MA0089.1.MAFG::NFE2L1	chr3	108504044	108504049	+	0.000	0.000	Merged-chr3-108504114-26
NR3901--MA0089.1.MAFG::NFE2L1	chr16	90331121	90331126	-	0.000	0.000	Merged-chr16-90331129-56
NR8794--MA0495.2.MAFF	chr8	120538719	120538739	-	0.000	0.000	Merged-chr8-120538784-40
NR3410--MA0089.1.MAFG::NFE2L1	chr15	66806496	66806501	+	0.000	0.000	Merged-chr15-66806580-18
NR7576--MA0117.2.Mafb	chr6	70714464	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR3792--MA0496.2.MAFK	chr16	51887476	51887494	+	0.000	0.000	Merged-chr16-51887577-12
NR2871--MA0089.1.MAFG::NFE2L1	chr14	21525975	21525980	+	0.000	0.000	Merged-chr14-21525854-33
NR4536--MA0501.1.MAF::NFE2	chr18	74213965	74213979	-	0.000	0.000	Merged-chr18-74213885-15
NR9307--MA0495.2.MAFF	chr9	118716107	118716127	+	0.000	0.000	Merged-chr9-118716150-51
NR3054--MA0501.1.MAF::NFE2	chr14	70994666	70994680	-	0.000	0.000	Merged-chr14-70994576-24
NR7876--MA0501.1.MAF::NFE2	chr6	140466412	140466426	-	0.000	0.000	Merged-chr6-140466408-37
NR802--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR3845--MA0117.2.Mafb	chr16	75855587	75855598	-	0.000	0.000	Merged-chr16-75855662-51
NR1686--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR7079--MA0496.2.MAFK	chr5	100466828	100466846	+	0.000	0.000	Merged-chr5-100466890-43
NR7309--MA0089.1.MAFG::NFE2L1	chr5	134253876	134253881	+	0.000	0.000	Merged-chr5-134253618-20
NR4694--MA0501.1.MAF::NFE2	chr19	24527221	24527235	-	0.000	0.000	Merged-chr19-24527365-48
NR4728--MA0591.1.Bach1::Mafk	chr19	37110697	37110711	+	0.000	0.000	Merged-chr19-37110576-17
NR3786--MA0495.2.MAFF	chr16	51887475	51887495	-	0.000	0.000	Merged-chr16-51887577-12
NR7143--MA0495.2.MAFF	chr5	107303389	107303409	-	0.000	0.000	Merged-chr5-107303598-32
NR4015--MA0089.1.MAFG::NFE2L1	chr17	21536859	21536864	-	0.000	0.000	Merged-chr17-21536922-38
NR1071--MA0117.2.Mafb	chr10	81194169	81194180	+	0.000	0.000	Merged-chr10-81194350-49
NR7145--MA0659.1.MAFG	chr5	107303389	107303409	+	0.000	0.000	Merged-chr5-107303598-32
NR5990--MA0591.1.Bach1::Mafk	chr3	108504085	108504099	-	0.000	0.000	Merged-chr3-108504114-26
NR8797--MA0496.2.MAFK	chr8	120538720	120538738	-	0.000	0.000	Merged-chr8-120538784-40
NR3876--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR8050--MA0496.2.MAFK	chr7	28794629	28794647	+	0.000	0.000	Merged-chr7-28794657-13
NR3185--MA0117.2.Mafb	chr14	120572435	120572446	+	0.000	0.000	Merged-chr14-120572441-59
NR7167--MA0501.1.MAF::NFE2	chr5	112311007	112311021	-	0.000	0.000	Merged-chr5-112310969-9
NR8251--MA0501.1.MAF::NFE2	chr7	99794263	99794277	-	0.000	0.000	Merged-chr7-99794311-17
NR7570--MA0495.2.MAFF	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR8803--MA0591.1.Bach1::Mafk	chr8	120716471	120716485	-	0.000	0.000	Merged-chr8-120716591-36
NR1734--MA0089.1.MAFG::NFE2L1	chr11	106588337	106588342	+	0.000	0.000	Merged-chr11-106588217-44
NR3794--MA0089.1.MAFG::NFE2L1	chr16	51887506	51887511	+	0.000	0.000	Merged-chr16-51887577-12
NR7621--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR9308--MA0495.2.MAFF	chr9	118716107	118716127	-	0.000	0.000	Merged-chr9-118716150-51
NR9315--MA0089.1.MAFG::NFE2L1	chr9	119254991	119254996	-	0.000	0.000	Merged-chr9-119254891-26
NR5075--MA0501.1.MAF::NFE2	chr2	72841706	72841720	-	0.000	0.000	Merged-chr2-72841599-43
NR7858--MA0089.1.MAFG::NFE2L1	chr6	136547245	136547250	+	0.000	0.000	Merged-chr6-136547260-16
NR1259--MA0591.1.Bach1::Mafk	chr10	111562752	111562766	-	0.000	0.000	Merged-chr10-111562842-26
NR1752--MA0501.1.MAF::NFE2	chr11	109744078	109744092	-	0.000	0.000	Merged-chr11-109744155-21
NR2192--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR3846--MA0117.2.Mafb	chr16	75855646	75855657	-	0.000	0.000	Merged-chr16-75855662-51
NR3186--MA0496.2.MAFK	chr14	120572436	120572454	-	0.000	0.000	Merged-chr14-120572441-59
NR2576--MA0495.2.MAFF	chr13	85356562	85356582	-	0.000	0.000	Merged-chr13-85356477-8
NR2580--MA0496.2.MAFK	chr13	85356563	85356581	+	0.000	0.000	Merged-chr13-85356477-8
NR3789--MA0659.1.MAFG	chr16	51887475	51887495	+	0.000	0.000	Merged-chr16-51887577-12
NR4693--MA0591.1.Bach1::Mafk	chr19	24527224	24527238	-	0.000	0.000	Merged-chr19-24527365-48
NR7573--MA0496.2.MAFK	chr6	70709473	70709491	+	0.000	0.000	Merged-chr6-70709572-48
NR7146--MA0659.1.MAFG	chr5	107303389	107303409	-	0.000	0.000	Merged-chr5-107303598-32
NR8047--MA0495.2.MAFF	chr7	28794628	28794648	-	0.000	0.000	Merged-chr7-28794657-13
NR8051--MA0496.2.MAFK	chr7	28794629	28794647	-	0.000	0.000	Merged-chr7-28794657-13
NR1401--MA0591.1.Bach1::Mafk	chr11	19949896	19949910	-	0.000	0.000	Merged-chr11-19950024-19
NR156--MA0089.1.MAFG::NFE2L1	chr1	69548609	69548614	+	0.000	0.000	Merged-chr1-69548718-45
