#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR5597--MA0684.1.RUNX3	chr2	93411435	93411444	-	0.000	0.000	Merged-chr2-93411481-30
NR63--MA0511.2.RUNX2	chr1	38597698	38597706	-	0.000	0.000	Merged-chr1-38597807-10
NR8715--MA0002.2.RUNX1	chr7	99003412	99003422	-	0.000	0.000	Merged-chr7-99003498-20
NR4988--MA0002.2.RUNX1	chr19	21770300	21770310	-	0.000	0.000	Merged-chr19-21770187-19
NR5668--MA0511.2.RUNX2	chr2	117365400	117365408	-	0.000	0.000	Merged-chr2-117365460-12
NR3842--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR7800--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR9097--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR8354--MA0002.2.RUNX1	chr6	146005518	146005528	-	0.000	0.000	Merged-chr6-146005521-31
NR236--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR2347--MA0002.2.RUNX1	chr12	117679105	117679115	+	0.000	0.000	Merged-chr12-117679056-43
NR1950--MA0002.2.RUNX1	chr12	31874178	31874188	-	0.000	0.000	Merged-chr12-31874248-14
NR5962--MA0684.1.RUNX3	chr2	174566172	174566181	-	0.000	0.000	Merged-chr2-174566072-46
NR2011--MA0511.2.RUNX2	chr12	55466581	55466589	+	0.000	0.000	Merged-chr12-55466597-41
NR2677--MA0511.2.RUNX2	chr13	92631335	92631343	-	0.000	0.000	Merged-chr13-92631343-15
NR5670--MA0684.1.RUNX3	chr2	117365399	117365408	-	0.000	0.000	Merged-chr2-117365460-12
NR3351--MA0002.2.RUNX1	chr15	38535574	38535584	-	0.000	0.000	Merged-chr15-38535554-39
NR5554--MA0002.2.RUNX1	chr2	84582457	84582467	+	0.000	0.000	Merged-chr2-84582461-28
NR8324--MA0684.1.RUNX3	chr6	143419986	143419995	+	0.000	0.000	Merged-chr6-143420125-29
NR3944--MA0511.2.RUNX2	chr16	72350670	72350678	-	0.000	0.000	Merged-chr16-72350554-25
NR9865--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR6800--MA0002.2.RUNX1	chr4	98282437	98282447	+	0.000	0.000	Merged-chr4-98282479-46
NR1872--MA0684.1.RUNX3	chr11	119344993	119345002	-	0.000	0.000	Merged-chr11-119345028-19
NR1964--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR975--MA0002.2.RUNX1	chr10	68119478	68119488	-	0.000	0.000	Merged-chr10-68119461-23
NR3657--MA0511.2.RUNX2	chr16	8455365	8455373	+	0.000	0.000	Merged-chr16-8455328-28
NR3524--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR3841--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR1192--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR1175--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR9775--MA0002.2.RUNX1	chr9	77592576	77592586	+	0.000	0.000	Merged-chr9-77592652-18
NR4117--MA0684.1.RUNX3	chr17	7164084	7164093	-	0.000	0.000	Merged-chr17-7164154-31
NR7603--MA0684.1.RUNX3	chr5	118710116	118710125	-	0.000	0.000	Merged-chr5-118710096-15
NR1752--MA0511.2.RUNX2	chr11	104001297	104001305	+	0.000	0.000	Merged-chr11-104001412-21
NR65--MA0684.1.RUNX3	chr1	38597697	38597706	-	0.000	0.000	Merged-chr1-38597807-10
NR3739--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR3262--MA0511.2.RUNX2	chr15	25828626	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR5553--MA0511.2.RUNX2	chr2	84582459	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR171--MA0002.2.RUNX1	chr1	61046206	61046216	+	0.000	0.000	Merged-chr1-61046287-60
NR9032--MA0002.2.RUNX1	chr8	22544815	22544825	+	0.000	0.000	Merged-chr8-22544867-25
NR2667--MA0002.2.RUNX1	chr13	89889358	89889368	+	0.000	0.000	Merged-chr13-89889254-28
NR8265--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR9098--MA0002.2.RUNX1	chr8	41334317	41334327	+	0.000	0.000	Merged-chr8-41334366-24
NR6957--MA0002.2.RUNX1	chr4	130774719	130774729	+	0.000	0.000	Merged-chr4-130774769-43
NR8322--MA0511.2.RUNX2	chr6	143419986	143419994	+	0.000	0.000	Merged-chr6-143420125-29
NR9199--MA0002.2.RUNX1	chr8	77311744	77311754	-	0.000	0.000	Merged-chr8-77311917-14
NR2957--MA0002.2.RUNX1	chr14	47395862	47395872	+	0.000	0.000	Merged-chr14-47395869-114
NR2678--MA0002.2.RUNX1	chr13	92631333	92631343	+	0.000	0.000	Merged-chr13-92631343-15
NR8052--MA0684.1.RUNX3	chr6	99643661	99643670	-	0.000	0.000	Merged-chr6-99643748-32
NR8716--MA0684.1.RUNX3	chr7	99003412	99003421	+	0.000	0.000	Merged-chr7-99003498-20
NR4989--MA0684.1.RUNX3	chr19	21770300	21770309	+	0.000	0.000	Merged-chr19-21770187-19
NR5872--MA0002.2.RUNX1	chr2	158323021	158323031	+	0.000	0.000	Merged-chr2-158323146-37
NR3843--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR7924--MA0002.2.RUNX1	chr6	59363652	59363662	-	0.000	0.000	Merged-chr6-59363496-31
NR3945--MA0002.2.RUNX1	chr16	72350668	72350678	+	0.000	0.000	Merged-chr16-72350554-25
NR4115--MA0511.2.RUNX2	chr17	7164085	7164093	-	0.000	0.000	Merged-chr17-7164154-31
NR237--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR1965--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR1951--MA0684.1.RUNX3	chr12	31874178	31874187	+	0.000	0.000	Merged-chr12-31874248-14
NR3740--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR3264--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR3658--MA0002.2.RUNX1	chr16	8455365	8455375	-	0.000	0.000	Merged-chr16-8455328-28
NR2049--MA0002.2.RUNX1	chr12	76312087	76312097	-	0.000	0.000	Merged-chr12-76312183-20
NR3352--MA0684.1.RUNX3	chr15	38535574	38535583	+	0.000	0.000	Merged-chr15-38535554-39
NR5555--MA0684.1.RUNX3	chr2	84582458	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR1176--MA0002.2.RUNX1	chr10	111562798	111562808	-	0.000	0.000	Merged-chr10-111562842-26
NR9626--MA0511.2.RUNX2	chr9	48562593	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR5230--MA0002.2.RUNX1	chr2	6379922	6379932	-	0.000	0.000	Merged-chr2-6380083-49
NR5961--MA0511.2.RUNX2	chr2	174566173	174566181	-	0.000	0.000	Merged-chr2-174566072-46
NR5451--MA0511.2.RUNX2	chr2	65871110	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR767--MA0002.2.RUNX1	chr10	13469082	13469092	-	0.000	0.000	Merged-chr10-13469041-19
NR9627--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR3263--MA0002.2.RUNX1	chr15	25828624	25828634	+	0.000	0.000	Merged-chr15-25828667-44
NR5452--MA0684.1.RUNX3	chr2	65871109	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR8790--MA0002.2.RUNX1	chr7	112918451	112918461	-	0.000	0.000	Merged-chr7-112918407-20
NR6332--MA0002.2.RUNX1	chr3	115642817	115642827	+	0.000	0.000	Merged-chr3-115642696-110
NR6433--MA0002.2.RUNX1	chr3	132791318	132791328	-	0.000	0.000	Merged-chr3-132791387-40
NR866--MA0002.2.RUNX1	chr10	39764836	39764846	+	0.000	0.000	Merged-chr10-39764888-24
NR598--MA0511.2.RUNX2	chr1	172197314	172197322	-	0.000	0.000	Merged-chr1-172197316-25
NR4451--MA0511.2.RUNX2	chr17	79394210	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR8714--MA0511.2.RUNX2	chr7	99003412	99003420	+	0.000	0.000	Merged-chr7-99003498-20
NR4987--MA0511.2.RUNX2	chr19	21770300	21770308	+	0.000	0.000	Merged-chr19-21770187-19
NR1844--MA0002.2.RUNX1	chr11	117092991	117093001	+	0.000	0.000	Merged-chr11-117092893-43
NR8323--MA0002.2.RUNX1	chr6	143419986	143419996	-	0.000	0.000	Merged-chr6-143420125-29
NR766--MA0511.2.RUNX2	chr10	13469082	13469090	+	0.000	0.000	Merged-chr10-13469041-19
NR2887--MA0002.2.RUNX1	chr14	21525730	21525740	-	0.000	0.000	Merged-chr14-21525854-33
NR1871--MA0002.2.RUNX1	chr11	119344992	119345002	+	0.000	0.000	Merged-chr11-119345028-19
NR235--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR1753--MA0684.1.RUNX3	chr11	104001297	104001306	+	0.000	0.000	Merged-chr11-104001412-21
NR1191--MA0002.2.RUNX1	chr10	116914010	116914020	-	0.000	0.000	Merged-chr10-116914032-56
NR3350--MA0511.2.RUNX2	chr15	38535574	38535582	+	0.000	0.000	Merged-chr15-38535554-39
NR9099--MA0684.1.RUNX3	chr8	41334318	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR1061--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR6495--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR4116--MA0002.2.RUNX1	chr17	7164083	7164093	+	0.000	0.000	Merged-chr17-7164154-31
NR7602--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR9547--MA0002.2.RUNX1	chr9	21686559	21686569	+	0.000	0.000	Merged-chr9-21686623-15
NR64--MA0002.2.RUNX1	chr1	38597696	38597706	+	0.000	0.000	Merged-chr1-38597807-10
NR2679--MA0684.1.RUNX3	chr13	92631334	92631343	-	0.000	0.000	Merged-chr13-92631343-15
NR1677--MA0002.2.RUNX1	chr11	88455604	88455614	+	0.000	0.000	Merged-chr11-88455545-42
NR9919--MA0002.2.RUNX1	chr9	105689681	105689691	+	0.000	0.000	Merged-chr9-105689631-24
NR6005--MA0684.1.RUNX3	chr3	8718394	8718403	+	0.000	0.000	Merged-chr3-8718167-60
NR6128--MA0002.2.RUNX1	chr3	55688355	55688365	-	0.000	0.000	Merged-chr3-55688329-24
NR5669--MA0002.2.RUNX1	chr2	117365398	117365408	+	0.000	0.000	Merged-chr2-117365460-12
NR5873--MA0684.1.RUNX3	chr2	158323022	158323031	-	0.000	0.000	Merged-chr2-158323146-37
NR6801--MA0002.2.RUNX1	chr4	98282548	98282558	+	0.000	0.000	Merged-chr4-98282479-46
NR692--MA0002.2.RUNX1	chr1	189499858	189499868	-	0.000	0.000	Merged-chr1-189499965-39
NR3946--MA0684.1.RUNX3	chr16	72350669	72350678	-	0.000	0.000	Merged-chr16-72350554-25
NR3132--MA0002.2.RUNX1	chr14	86788730	86788740	-	0.000	0.000	Merged-chr14-86788729-15
