#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR30722--MA0599.1.KLF5	chr4	6476491	6476500	+	0.000	0.000	Merged-chr4-6476530-28
NR48566--MA1107.1.KLF9	chr9	115214791	115214803	-	0.000	0.000	Merged-chr9-115214840-19
NR30564--MA0741.1.KLF16	chr3	152209697	152209707	-	0.000	0.000	Merged-chr3-152209810-2
NR9217--MA1107.1.KLF9	chr11	118035184	118035196	-	0.000	0.000	Merged-chr11-118035350-21
NR42170--MA1107.1.KLF9	chr7	81860884	81860896	+	0.000	0.000	Merged-chr7-81860726-21
NR7181--MA0493.1.Klf1	chr11	70622565	70622575	-	0.000	0.000	Merged-chr11-70622499-26
NR3991--MA0599.1.KLF5	chr10	68137468	68137477	+	0.000	0.000	Merged-chr10-68137569-23
NR310--MA0493.1.Klf1	chr1	36571861	36571871	-	0.000	0.000	Merged-chr1-36571820-13
NR12725--MA0493.1.Klf1	chr13	95524226	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR13157--MA0493.1.Klf1	chr13	113549166	113549176	+	0.000	0.000	Merged-chr13-113549207-25
NR42404--MA1107.1.KLF9	chr7	98995321	98995333	-	0.000	0.000	Merged-chr7-98995432-21
NR8296--MA0741.1.KLF16	chr11	101171550	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR35993--MA0493.1.Klf1	chr5	107303700	107303710	+	0.000	0.000	Merged-chr5-107303598-32
NR46213--MA1107.1.KLF9	chr8	124046031	124046043	+	0.000	0.000	Merged-chr8-124045987-6
NR34060--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR3996--MA0493.1.Klf1	chr10	68137567	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR9612--MA0039.3.KLF4	chr12	16580528	16580538	-	0.000	0.000	Merged-chr12-16580677-15
NR5871--MA1107.1.KLF9	chr11	3702211	3702223	+	0.000	0.000	Merged-chr11-3702327-20
NR17490--MA1107.1.KLF9	chr16	23375105	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR10850--MA0039.3.KLF4	chr12	102703862	102703872	-	0.000	0.000	Merged-chr12-102703809-1
NR34720--MA1107.1.KLF9	chr5	31576734	31576746	-	0.000	0.000	Merged-chr5-31576784-60
NR39395--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR32494--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR34716--MA1107.1.KLF9	chr5	31576726	31576738	-	0.000	0.000	Merged-chr5-31576784-60
NR12723--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR35036--MA1107.1.KLF9	chr5	52618416	52618428	+	0.000	0.000	Merged-chr5-52618672-42
NR35850--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR13024--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR29832--MA0599.1.KLF5	chr3	116384512	116384521	+	0.000	0.000	Merged-chr3-116384613-7
NR9216--MA0493.1.Klf1	chr11	118035186	118035196	-	0.000	0.000	Merged-chr11-118035350-21
NR3992--MA0741.1.KLF16	chr10	68137468	68137478	+	0.000	0.000	Merged-chr10-68137569-23
NR19568--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR312--MA1107.1.KLF9	chr1	36571855	36571867	-	0.000	0.000	Merged-chr1-36571820-13
NR30567--MA0741.1.KLF16	chr3	152209701	152209711	-	0.000	0.000	Merged-chr3-152209810-2
NR29119--MA0740.1.KLF14	chr3	89491704	89491717	-	0.000	0.000	Merged-chr3-89491722-16
NR21812--MA0599.1.KLF5	chr18	53801710	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR7967--MA0039.3.KLF4	chr11	94998376	94998386	-	0.000	0.000	Merged-chr11-94998178-21
NR22202--MA0039.3.KLF4	chr18	74213819	74213829	+	0.000	0.000	Merged-chr18-74213885-15
NR45788--MA1107.1.KLF9	chr8	115408664	115408676	+	0.000	0.000	Merged-chr8-115408581-14
NR4627--MA0742.1.Klf12	chr10	81401831	81401845	-	0.000	0.000	Merged-chr10-81401925-26
NR43027--MA0493.1.Klf1	chr7	125620286	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR35995--MA1107.1.KLF9	chr5	107303700	107303712	+	0.000	0.000	Merged-chr5-107303598-32
NR47960--MA0741.1.KLF16	chr9	94607624	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR25173--MA0493.1.Klf1	chr2	35445535	35445545	+	0.000	0.000	Merged-chr2-35445506-29
NR42403--MA0493.1.Klf1	chr7	98995318	98995328	-	0.000	0.000	Merged-chr7-98995432-21
NR23676--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR4628--MA0599.1.KLF5	chr10	81401864	81401873	+	0.000	0.000	Merged-chr10-81401925-26
NR38334--MA0741.1.KLF16	chr6	50389329	50389339	-	0.000	0.000	Merged-chr6-50389252-7
NR42402--MA0039.3.KLF4	chr7	98995321	98995331	-	0.000	0.000	Merged-chr7-98995432-21
NR8299--MA0741.1.KLF16	chr11	101171558	101171568	-	0.000	0.000	Merged-chr11-101171521-37
NR46212--MA0493.1.Klf1	chr8	124046031	124046041	+	0.000	0.000	Merged-chr8-124045987-6
NR7968--MA0741.1.KLF16	chr11	94998377	94998387	-	0.000	0.000	Merged-chr11-94998178-21
NR24571--MA1107.1.KLF9	chr2	23041823	23041835	-	0.000	0.000	Merged-chr2-23041695-10
NR2237--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR38049--MA0599.1.KLF5	chr6	31216812	31216821	+	0.000	0.000	Merged-chr6-31216711-63
NR30569--MA1107.1.KLF9	chr3	152209700	152209712	-	0.000	0.000	Merged-chr3-152209810-2
NR40193--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR23948--MA0742.1.Klf12	chr19	53491668	53491682	+	0.000	0.000	Merged-chr19-53491759-39
NR29688--MA0741.1.KLF16	chr3	107233420	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR5870--MA0493.1.Klf1	chr11	3702211	3702221	+	0.000	0.000	Merged-chr11-3702327-20
NR20749--MA0039.3.KLF4	chr17	79393924	79393934	+	0.000	0.000	Merged-chr17-79394145-31
NR34714--MA1107.1.KLF9	chr5	31576722	31576734	-	0.000	0.000	Merged-chr5-31576784-60
NR14533--MA0493.1.Klf1	chr14	77580700	77580710	+	0.000	0.000	Merged-chr14-77580770-64
NR20678--MA1107.1.KLF9	chr17	74500599	74500611	-	0.000	0.000	Merged-chr17-74500451-4
NR4626--MA0740.1.KLF14	chr10	81401832	81401845	-	0.000	0.000	Merged-chr10-81401925-26
NR42505--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR39398--MA1107.1.KLF9	chr6	119217775	119217787	+	0.000	0.000	Merged-chr6-119217771-9
NR23949--MA0599.1.KLF5	chr19	53491669	53491678	+	0.000	0.000	Merged-chr19-53491759-39
NR43022--MA0740.1.KLF14	chr7	125620283	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR33746--MA0493.1.Klf1	chr4	145305931	145305941	-	0.000	0.000	Merged-chr4-145306183-45
NR48567--MA1107.1.KLF9	chr9	115214793	115214805	-	0.000	0.000	Merged-chr9-115214840-19
NR42171--MA1107.1.KLF9	chr7	81860886	81860898	+	0.000	0.000	Merged-chr7-81860726-21
NR5867--MA0742.1.Klf12	chr11	3702211	3702225	+	0.000	0.000	Merged-chr11-3702327-20
NR30723--MA0493.1.Klf1	chr4	6476490	6476500	+	0.000	0.000	Merged-chr4-6476530-28
NR42167--MA1107.1.KLF9	chr7	81860878	81860890	+	0.000	0.000	Merged-chr7-81860726-21
NR42401--MA0599.1.KLF5	chr7	98995323	98995332	-	0.000	0.000	Merged-chr7-98995432-21
NR36151--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR29740--MA1107.1.KLF9	chr3	108737976	108737988	-	0.000	0.000	Merged-chr3-108737869-29
NR47958--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR23947--MA0740.1.KLF14	chr19	53491668	53491681	+	0.000	0.000	Merged-chr19-53491759-39
NR43029--MA1107.1.KLF9	chr7	125620284	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR25258--MA0741.1.KLF16	chr2	39009187	39009197	+	0.000	0.000	Merged-chr2-39009126-39
NR30563--MA0599.1.KLF5	chr3	152209704	152209713	-	0.000	0.000	Merged-chr3-152209810-2
NR42504--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR23560--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR29739--MA0741.1.KLF16	chr3	108737977	108737987	-	0.000	0.000	Merged-chr3-108737869-29
NR7442--MA0039.3.KLF4	chr11	76209756	76209766	-	0.000	0.000	Merged-chr11-76209894-14
NR4634--MA1107.1.KLF9	chr10	81401812	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR11984--MA0741.1.KLF16	chr13	49225344	49225354	-	0.000	0.000	Merged-chr13-49225375-9
NR10851--MA1107.1.KLF9	chr12	102703862	102703874	-	0.000	0.000	Merged-chr12-102703809-1
NR37641--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR18859--MA0493.1.Klf1	chr17	12759378	12759388	+	0.000	0.000	Merged-chr17-12759489-26
NR2236--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR25172--MA0742.1.Klf12	chr2	35445535	35445549	+	0.000	0.000	Merged-chr2-35445506-29
NR45832--MA1107.1.KLF9	chr8	116952622	116952634	-	0.000	0.000	Merged-chr8-116952526-34
NR34721--MA1107.1.KLF9	chr5	31576736	31576748	-	0.000	0.000	Merged-chr5-31576784-60
NR35035--MA0741.1.KLF16	chr5	52618417	52618427	+	0.000	0.000	Merged-chr5-52618672-42
NR6072--MA0493.1.Klf1	chr11	16987918	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR45360--MA0742.1.Klf12	chr8	94973550	94973564	-	0.000	0.000	Merged-chr8-94973516-27
NR14200--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR34385--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR36150--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR13017--MA0599.1.KLF5	chr13	109239171	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR34717--MA1107.1.KLF9	chr5	31576728	31576740	-	0.000	0.000	Merged-chr5-31576784-60
NR39966--MA0599.1.KLF5	chr6	140724712	140724721	-	0.000	0.000	Merged-chr6-140724746-15
NR12724--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR5408--MA0493.1.Klf1	chr10	117969969	117969979	-	0.000	0.000	Merged-chr10-117970017-9
NR13025--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR19565--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR12722--MA0740.1.KLF14	chr13	95524215	95524228	+	0.000	0.000	Merged-chr13-95524264-2
NR35988--MA0740.1.KLF14	chr5	107303700	107303713	+	0.000	0.000	Merged-chr5-107303598-32
NR7441--MA0599.1.KLF5	chr11	76209758	76209767	-	0.000	0.000	Merged-chr11-76209894-14
NR7966--MA0740.1.KLF14	chr11	94998375	94998388	-	0.000	0.000	Merged-chr11-94998178-21
NR42166--MA0493.1.Klf1	chr7	81860896	81860906	+	0.000	0.000	Merged-chr7-81860726-21
NR9724--MA0599.1.KLF5	chr12	25211592	25211601	+	0.000	0.000	Merged-chr12-25211568-13
NR18860--MA1107.1.KLF9	chr17	12759378	12759390	+	0.000	0.000	Merged-chr17-12759489-26
NR32493--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR35989--MA0657.1.KLF13	chr5	107303699	107303716	+	0.000	0.000	Merged-chr5-107303598-32
NR2372--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR597--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR21813--MA0493.1.Klf1	chr18	53801710	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR46209--MA0742.1.Klf12	chr8	124046031	124046045	+	0.000	0.000	Merged-chr8-124045987-6
NR39396--MA0740.1.KLF14	chr6	119217775	119217788	+	0.000	0.000	Merged-chr6-119217771-9
NR8511--MA0741.1.KLF16	chr11	103808768	103808778	-	0.000	0.000	Merged-chr11-103808730-15
NR4629--MA0599.1.KLF5	chr10	81401814	81401823	-	0.000	0.000	Merged-chr10-81401925-26
NR29738--MA0742.1.Klf12	chr3	108737974	108737988	-	0.000	0.000	Merged-chr3-108737869-29
NR45831--MA0599.1.KLF5	chr8	116952605	116952614	-	0.000	0.000	Merged-chr8-116952526-34
NR43028--MA0741.1.KLF16	chr7	125620285	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR34384--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR28443--MA0039.3.KLF4	chr3	37758201	37758211	-	0.000	0.000	Merged-chr3-37758309-31
NR39386--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR23027--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR8503--MA0741.1.KLF16	chr11	103382152	103382162	+	0.000	0.000	Merged-chr11-103382133-47
NR34061--MA1107.1.KLF9	chr4	150894771	150894783	+	0.000	0.000	Merged-chr4-150894695-19
NR39390--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR7183--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR14202--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR34058--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR12292--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR20679--MA1107.1.KLF9	chr17	74500601	74500613	-	0.000	0.000	Merged-chr17-74500451-4
NR34724--MA1107.1.KLF9	chr5	31576742	31576754	-	0.000	0.000	Merged-chr5-31576784-60
NR24568--MA0039.3.KLF4	chr2	23041823	23041833	-	0.000	0.000	Merged-chr2-23041695-10
NR42172--MA1107.1.KLF9	chr7	81860888	81860900	+	0.000	0.000	Merged-chr7-81860726-21
NR32492--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR30566--MA0741.1.KLF16	chr3	152209699	152209709	-	0.000	0.000	Merged-chr3-152209810-2
NR38333--MA0599.1.KLF5	chr6	50389330	50389339	-	0.000	0.000	Merged-chr6-50389252-7
NR25257--MA0599.1.KLF5	chr2	39009187	39009196	+	0.000	0.000	Merged-chr2-39009126-39
NR35269--MA0493.1.Klf1	chr5	68033412	68033422	+	0.000	0.000	Merged-chr5-68033501-23
NR9465--MA0039.3.KLF4	chr12	4392765	4392775	-	0.000	0.000	Merged-chr12-4392788-4
NR28848--MA1107.1.KLF9	chr3	79504655	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR42168--MA1107.1.KLF9	chr7	81860880	81860892	+	0.000	0.000	Merged-chr7-81860726-21
NR36152--MA0039.3.KLF4	chr5	112239645	112239655	-	0.000	0.000	Merged-chr5-112239781-12
NR47959--MA0599.1.KLF5	chr9	94607631	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR3582--MA0741.1.KLF16	chr10	41595765	41595775	-	0.000	0.000	Merged-chr10-41595749-48
NR33630--MA0741.1.KLF16	chr4	141425778	141425788	+	0.000	0.000	Merged-chr4-141425823-59
NR42877--MA0599.1.KLF5	chr7	118294850	118294859	+	0.000	0.000	Merged-chr7-118294847-26
NR11788--MA0741.1.KLF16	chr13	41346037	41346047	+	0.000	0.000	Merged-chr13-41345949-16
NR3993--MA0493.1.Klf1	chr10	68137487	68137497	+	0.000	0.000	Merged-chr10-68137569-23
NR21815--MA1107.1.KLF9	chr18	53801708	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR9614--MA1107.1.KLF9	chr12	16580528	16580540	-	0.000	0.000	Merged-chr12-16580677-15
NR8298--MA0741.1.KLF16	chr11	101171557	101171567	-	0.000	0.000	Merged-chr11-101171521-37
NR13020--MA0741.1.KLF16	chr13	109239168	109239178	-	0.000	0.000	Merged-chr13-109239401-35
NR35426--MA1107.1.KLF9	chr5	74476792	74476804	+	0.000	0.000	Merged-chr5-74476772-23
NR2898--MA0039.3.KLF4	chr1	191803603	191803613	-	0.000	0.000	Merged-chr1-191803516-12
NR15236--MA0741.1.KLF16	chr15	36241633	36241643	-	0.000	0.000	Merged-chr15-36241584-11
NR29685--MA0599.1.KLF5	chr3	107233421	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR599--MA1107.1.KLF9	chr1	55489578	55489590	+	0.000	0.000	Merged-chr1-55489612-12
NR29687--MA0741.1.KLF16	chr3	107233418	107233428	-	0.000	0.000	Merged-chr3-107233528-55
NR40194--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR48562--MA0599.1.KLF5	chr9	115214795	115214804	-	0.000	0.000	Merged-chr9-115214840-19
NR34056--MA0599.1.KLF5	chr4	150894669	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR34722--MA1107.1.KLF9	chr5	31576738	31576750	-	0.000	0.000	Merged-chr5-31576784-60
NR26201--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR9464--MA0599.1.KLF5	chr12	4392767	4392776	-	0.000	0.000	Merged-chr12-4392788-4
NR30904--MA0039.3.KLF4	chr4	21842769	21842779	+	0.000	0.000	Merged-chr4-21842691-16
NR21811--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR34718--MA1107.1.KLF9	chr5	31576730	31576742	-	0.000	0.000	Merged-chr5-31576784-60
NR28600--MA0493.1.Klf1	chr3	55744077	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR5869--MA0039.3.KLF4	chr11	3702213	3702223	+	0.000	0.000	Merged-chr11-3702327-20
NR8294--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR48864--MA0741.1.KLF16	chr9	123845250	123845260	-	0.000	0.000	Merged-chr9-123845275-20
NR17488--MA0039.3.KLF4	chr16	23375107	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR42400--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR18363--MA0039.3.KLF4	chr16	93392458	93392468	+	0.000	0.000	Merged-chr16-93392289-32
NR34059--MA0741.1.KLF16	chr4	150894772	150894782	+	0.000	0.000	Merged-chr4-150894695-19
NR19566--MA0493.1.Klf1	chr17	31326305	31326315	-	0.000	0.000	Merged-chr17-31326302-35
NR42175--MA1107.1.KLF9	chr7	81860894	81860906	+	0.000	0.000	Merged-chr7-81860726-21
NR7969--MA1107.1.KLF9	chr11	94998376	94998388	-	0.000	0.000	Merged-chr11-94998178-21
NR31928--MA1107.1.KLF9	chr4	97871807	97871819	+	0.000	0.000	Merged-chr4-97871840-30
NR28847--MA0493.1.Klf1	chr3	79504655	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR1322--MA0039.3.KLF4	chr1	107534062	107534072	-	0.000	0.000	Merged-chr1-107533964-30
NR33334--MA0493.1.Klf1	chr4	136180573	136180583	-	0.000	0.000	Merged-chr4-136180395-76
NR29830--MA0742.1.Klf12	chr3	116384506	116384520	+	0.000	0.000	Merged-chr3-116384613-7
NR28846--MA0039.3.KLF4	chr3	79504657	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR13156--MA0039.3.KLF4	chr13	113549168	113549178	+	0.000	0.000	Merged-chr13-113549207-25
NR42507--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR13605--MA0493.1.Klf1	chr14	30196404	30196414	+	0.000	0.000	Merged-chr14-30196432-21
NR35992--MA0039.3.KLF4	chr5	107303702	107303712	+	0.000	0.000	Merged-chr5-107303598-32
NR48564--MA0741.1.KLF16	chr9	115214792	115214802	-	0.000	0.000	Merged-chr9-115214840-19
NR3100--MA1107.1.KLF9	chr10	8535527	8535539	+	0.000	0.000	Merged-chr10-8535682-19
NR9613--MA0493.1.Klf1	chr12	16580530	16580540	-	0.000	0.000	Merged-chr12-16580677-15
NR11983--MA0741.1.KLF16	chr13	49225343	49225353	-	0.000	0.000	Merged-chr13-49225375-9
NR29828--MA0740.1.KLF14	chr3	116384506	116384519	+	0.000	0.000	Merged-chr3-116384613-7
NR43642--MA1107.1.KLF9	chr7	142396756	142396768	-	0.000	0.000	Merged-chr7-142396800-18
NR23675--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR6071--MA0599.1.KLF5	chr11	16987919	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR12726--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR12293--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR23559--MA0039.3.KLF4	chr19	40665956	40665966	-	0.000	0.000	Merged-chr19-40666029-20
NR598--MA0493.1.Klf1	chr1	55489578	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR39387--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR5868--MA0599.1.KLF5	chr11	3702212	3702221	+	0.000	0.000	Merged-chr11-3702327-20
NR1489--MA0039.3.KLF4	chr1	128366550	128366560	-	0.000	0.000	Merged-chr1-128366514-8
NR14257--MA0741.1.KLF16	chr14	66805704	66805714	+	0.000	0.000	Merged-chr14-66805736-29
NR39391--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR29829--MA0657.1.KLF13	chr3	116384505	116384522	+	0.000	0.000	Merged-chr3-116384613-7
NR45976--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR19564--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR18856--MA0742.1.Klf12	chr17	12759378	12759392	+	0.000	0.000	Merged-chr17-12759489-26
NR5249--MA0741.1.KLF16	chr10	111571232	111571242	+	0.000	0.000	Merged-chr10-111571158-21
NR23950--MA0741.1.KLF16	chr19	53491669	53491679	+	0.000	0.000	Merged-chr19-53491759-39
NR28845--MA0599.1.KLF5	chr3	79504656	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR14531--MA0740.1.KLF14	chr14	77580700	77580713	+	0.000	0.000	Merged-chr14-77580770-64
NR42173--MA1107.1.KLF9	chr7	81860890	81860902	+	0.000	0.000	Merged-chr7-81860726-21
NR9215--MA0039.3.KLF4	chr11	118035184	118035194	-	0.000	0.000	Merged-chr11-118035350-21
NR35991--MA0599.1.KLF5	chr5	107303701	107303710	+	0.000	0.000	Merged-chr5-107303598-32
NR13163--MA1107.1.KLF9	chr13	113549198	113549210	+	0.000	0.000	Merged-chr13-113549207-25
NR309--MA0599.1.KLF5	chr1	36571861	36571870	-	0.000	0.000	Merged-chr1-36571820-13
NR42169--MA1107.1.KLF9	chr7	81860882	81860894	+	0.000	0.000	Merged-chr7-81860726-21
NR23674--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR43026--MA0039.3.KLF4	chr7	125620284	125620294	-	0.000	0.000	Merged-chr7-125620287-12
NR33233--MA0039.3.KLF4	chr4	135169319	135169329	+	0.000	0.000	Merged-chr4-135169344-25
NR2899--MA1107.1.KLF9	chr1	191803603	191803615	-	0.000	0.000	Merged-chr1-191803516-12
NR7444--MA1107.1.KLF9	chr11	76209756	76209768	-	0.000	0.000	Merged-chr11-76209894-14
NR19852--MA0599.1.KLF5	chr17	35706103	35706112	-	0.000	0.000	Merged-chr17-35706172-14
