#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR3556--MA0089.1.MAFG::NFE2L1	chr15	93298315	93298320	+	0.000	0.000	Merged-chr15-93298411-30
NR223--MA0117.2.Mafb	chr1	82836790	82836801	-	0.000	0.000	Merged-chr1-82836652-59
NR7686--MA0117.2.Mafb	chr6	70714417	70714428	-	0.000	0.000	Merged-chr6-70714490-34
NR7456--MA0496.2.MAFK	chr5	146655356	146655374	-	0.000	0.000	Merged-chr5-146655552-37
NR5733--MA0496.2.MAFK	chr2	174566022	174566040	-	0.000	0.000	Merged-chr2-174566072-46
NR9453--MA0495.2.MAFF	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR1606--MA0591.1.Bach1::Mafk	chr11	83657706	83657720	+	0.000	0.000	Merged-chr11-83657668-22
NR7092--MA0117.2.Mafb	chr5	67395571	67395582	-	0.000	0.000	Merged-chr5-67395507-40
NR7093--MA0501.1.MAF::NFE2	chr5	67437631	67437645	-	0.000	0.000	Merged-chr5-67437495-24
NR2324--MA0117.2.Mafb	chr12	116269654	116269665	+	0.000	0.000	Merged-chr12-116269685-29
NR9408--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR6933--MA0495.2.MAFF	chr5	5420342	5420362	+	0.000	0.000	Merged-chr5-5420247-39
NR5845--MA0117.2.Mafb	chr3	37738388	37738399	+	0.000	0.000	Merged-chr3-37738517-40
NR3113--MA0089.1.MAFG::NFE2L1	chr14	73175973	73175978	+	0.000	0.000	Merged-chr14-73175814-32
NR1847--MA0089.1.MAFG::NFE2L1	chr11	119894923	119894928	-	0.000	0.000	Merged-chr11-119894940-18
NR3313--MA0089.1.MAFG::NFE2L1	chr15	31117446	31117451	-	0.000	0.000	Merged-chr15-31117559-26
NR9460--MA0496.2.MAFK	chr9	78593281	78593299	-	0.000	0.000	Merged-chr9-78593326-11
NR7691--MA0659.1.MAFG	chr6	70714455	70714475	+	0.000	0.000	Merged-chr6-70714490-34
NR7690--MA0591.1.Bach1::Mafk	chr6	70714458	70714472	+	0.000	0.000	Merged-chr6-70714490-34
NR7024--MA0591.1.Bach1::Mafk	chr5	31576816	31576830	+	0.000	0.000	Merged-chr5-31576784-60
NR180--MA0117.2.Mafb	chr1	69831153	69831164	+	0.000	0.000	Merged-chr1-69831096-32
NR5225--MA0089.1.MAFG::NFE2L1	chr2	73547503	73547508	+	0.000	0.000	Merged-chr2-73547425-29
NR9454--MA0495.2.MAFF	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR7279--MA0495.2.MAFF	chr5	112130145	112130165	+	0.000	0.000	Merged-chr5-112130163-21
NR4395--MA0089.1.MAFG::NFE2L1	chr17	86779398	86779403	+	0.000	0.000	Merged-chr17-86779381-46
NR7450--MA0495.2.MAFF	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR6935--MA0591.1.Bach1::Mafk	chr5	5420345	5420359	+	0.000	0.000	Merged-chr5-5420247-39
NR7025--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR3822--MA0501.1.MAF::NFE2	chr16	52470435	52470449	+	0.000	0.000	Merged-chr16-52470408-42
NR6934--MA0495.2.MAFF	chr5	5420342	5420362	-	0.000	0.000	Merged-chr5-5420247-39
NR7817--MA0089.1.MAFG::NFE2L1	chr6	99420870	99420875	-	0.000	0.000	Merged-chr6-99420809-31
NR7086--MA0591.1.Bach1::Mafk	chr5	66137399	66137413	+	0.000	0.000	Merged-chr5-66137441-17
NR3936--MA0117.2.Mafb	chr16	90331065	90331076	-	0.000	0.000	Merged-chr16-90331129-56
NR5663--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR1846--MA0089.1.MAFG::NFE2L1	chr11	119894925	119894930	+	0.000	0.000	Merged-chr11-119894940-18
NR7692--MA0659.1.MAFG	chr6	70714455	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR5224--MA0501.1.MAF::NFE2	chr2	73346811	73346825	+	0.000	0.000	Merged-chr2-73346607-35
NR9455--MA0591.1.Bach1::Mafk	chr9	78593283	78593297	-	0.000	0.000	Merged-chr9-78593326-11
NR5186--MA0117.2.Mafb	chr2	60019291	60019302	-	0.000	0.000	Merged-chr2-60019234-65
NR181--MA0659.1.MAFG	chr1	69831153	69831173	+	0.000	0.000	Merged-chr1-69831096-32
NR1607--MA0501.1.MAF::NFE2	chr11	83657709	83657723	+	0.000	0.000	Merged-chr11-83657668-22
NR6220--MA0089.1.MAFG::NFE2L1	chr3	135527914	135527919	-	0.000	0.000	Merged-chr3-135527896-22
NR3731--MA0501.1.MAF::NFE2	chr16	30024847	30024861	-	0.000	0.000	Merged-chr16-30024852-47
NR6937--MA0496.2.MAFK	chr5	5420343	5420361	-	0.000	0.000	Merged-chr5-5420247-39
NR6659--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR8314--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR5211--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR8376--MA0501.1.MAF::NFE2	chr7	90039722	90039736	+	0.000	0.000	Merged-chr7-90039651-42
NR1584--MA0089.1.MAFG::NFE2L1	chr11	79654578	79654583	-	0.000	0.000	Merged-chr11-79654538-19
NR1773--MA0591.1.Bach1::Mafk	chr11	109744081	109744095	-	0.000	0.000	Merged-chr11-109744155-21
NR7453--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR5210--MA0501.1.MAF::NFE2	chr2	69002538	69002552	+	0.000	0.000	Merged-chr2-69002641-39
NR5945--MA0117.2.Mafb	chr3	79504674	79504685	-	0.000	0.000	Merged-chr3-79504650-9
NR7693--MA0496.2.MAFK	chr6	70714456	70714474	+	0.000	0.000	Merged-chr6-70714490-34
NR5729--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR7451--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	+	0.000	0.000	Merged-chr5-146655552-37
NR3778--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR7282--MA0496.2.MAFK	chr5	112130146	112130164	-	0.000	0.000	Merged-chr5-112130163-21
NR4652--MA0501.1.MAF::NFE2	chr18	74213965	74213979	-	0.000	0.000	Merged-chr18-74213885-15
NR6307--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR9458--MA0501.1.MAF::NFE2	chr9	78593280	78593294	-	0.000	0.000	Merged-chr9-78593326-11
NR2325--MA0501.1.MAF::NFE2	chr12	116269654	116269668	-	0.000	0.000	Merged-chr12-116269685-29
NR7687--MA0495.2.MAFF	chr6	70714455	70714475	+	0.000	0.000	Merged-chr6-70714490-34
NR299--MA0089.1.MAFG::NFE2L1	chr1	97613743	97613748	+	0.000	0.000	Merged-chr1-97613912-17
NR7689--MA0117.2.Mafb	chr6	70714464	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR182--MA0659.1.MAFG	chr1	69831153	69831173	-	0.000	0.000	Merged-chr1-69831096-32
NR7280--MA0495.2.MAFF	chr5	112130145	112130165	-	0.000	0.000	Merged-chr5-112130163-21
NR1065--MA0117.2.Mafb	chr10	81194169	81194180	+	0.000	0.000	Merged-chr10-81194350-49
NR6936--MA0591.1.Bach1::Mafk	chr5	5420345	5420359	-	0.000	0.000	Merged-chr5-5420247-39
NR9465--MA0591.1.Bach1::Mafk	chr9	80252242	80252256	-	0.000	0.000	Merged-chr9-80252331-18
NR1669--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR546--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR7454--MA0659.1.MAFG	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR3920--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR7694--MA0496.2.MAFK	chr6	70714456	70714474	-	0.000	0.000	Merged-chr6-70714490-34
NR2028--MA0117.2.Mafb	chr12	55060478	55060489	-	0.000	0.000	Merged-chr12-55060486-57
NR9456--MA0659.1.MAFG	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR183--MA0496.2.MAFK	chr1	69831154	69831172	-	0.000	0.000	Merged-chr1-69831096-32
NR9459--MA0496.2.MAFK	chr9	78593281	78593299	+	0.000	0.000	Merged-chr9-78593326-11
