#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR3638--MA0035.3.Gata1	chr8	96552511	96552521	+	0.000	0.000	Merged-chr8-96552694-31
NR2564--MA0140.2.GATA1::TAL1	chr3	116893230	116893247	+	0.000	0.000	Merged-chr3-116893122-28
NR1544--MA0140.2.GATA1::TAL1	chr16	38653601	38653618	+	0.000	0.000	Merged-chr16-38653657-58
NR3081--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR2200--MA0035.3.Gata1	chr2	78961705	78961715	-	0.000	0.000	Merged-chr2-78961805-37
NR1640--MA0036.3.GATA2	chr16	92641311	92641321	-	0.000	0.000	Merged-chr16-92641253-41
NR1049--MA0482.1.Gata4	chr13	52004192	52004202	+	0.000	0.000	Merged-chr13-52004248-54
NR2874--MA0036.3.GATA2	chr5	53605614	53605624	-	0.000	0.000	Merged-chr5-53605625-25
NR2475--MA0482.1.Gata4	chr3	84772177	84772187	-	0.000	0.000	Merged-chr3-84772067-31
NR2478--MA0035.3.Gata1	chr3	84772178	84772188	-	0.000	0.000	Merged-chr3-84772067-31
NR2496--MA0766.1.GATA5	chr3	89906214	89906221	-	0.000	0.000	Merged-chr3-89906356-37
NR2186--MA0035.3.Gata1	chr2	72282907	72282917	-	0.000	0.000	Merged-chr2-72282934-17
NR301--MA0482.1.Gata4	chr10	34117970	34117980	+	0.000	0.000	Merged-chr10-34117997-36
NR247--MA0766.1.GATA5	chr1	179169880	179169887	-	0.000	0.000	Merged-chr1-179169843-56
NR2476--MA1104.1.GATA6	chr3	84772177	84772189	+	0.000	0.000	Merged-chr3-84772067-31
NR1813--MA0035.3.Gata1	chr17	57131980	57131990	-	0.000	0.000	Merged-chr17-57131873-41
NR2032--MA0766.1.GATA5	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR2622--MA0482.1.Gata4	chr3	145663520	145663530	-	0.000	0.000	Merged-chr3-145663343-1
NR1924--MA0482.1.Gata4	chr18	79257454	79257464	-	0.000	0.000	Merged-chr18-79257508-110
NR2718--MA1104.1.GATA6	chr4	71291870	71291882	+	0.000	0.000	Merged-chr4-71291736-94
NR2558--MA0140.2.GATA1::TAL1	chr3	116893126	116893143	+	0.000	0.000	Merged-chr3-116893122-28
NR3408--MA0037.3.GATA3	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR1653--MA0766.1.GATA5	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR3371--MA0035.3.Gata1	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR1871--MA0766.1.GATA5	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR1866--MA0035.3.Gata1	chr18	13016518	13016528	-	0.000	0.000	Merged-chr18-13016580-10
NR3360--MA0482.1.Gata4	chr7	58731046	58731056	+	0.000	0.000	Merged-chr7-58731125-46
NR1925--MA1104.1.GATA6	chr18	79257454	79257466	+	0.000	0.000	Merged-chr18-79257508-110
NR3663--MA0036.3.GATA2	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR3325--MA0766.1.GATA5	chr7	35742554	35742561	-	0.000	0.000	Merged-chr7-35742502-39
NR1048--MA0037.3.GATA3	chr13	52004192	52004199	-	0.000	0.000	Merged-chr13-52004248-54
NR2479--MA0140.2.GATA1::TAL1	chr3	84772169	84772186	-	0.000	0.000	Merged-chr3-84772067-31
NR246--MA1104.1.GATA6	chr1	179169878	179169890	-	0.000	0.000	Merged-chr1-179169843-56
NR51--MA0482.1.Gata4	chr1	64086112	64086122	+	0.000	0.000	Merged-chr1-64086002-50
NR1736--MA0036.3.GATA2	chr17	18597363	18597373	+	0.000	0.000	Merged-chr17-18597509-40
NR1051--MA0036.3.GATA2	chr13	52004191	52004201	+	0.000	0.000	Merged-chr13-52004248-54
NR3084--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR2199--MA0766.1.GATA5	chr2	78961707	78961714	+	0.000	0.000	Merged-chr2-78961805-37
NR54--MA0035.3.Gata1	chr1	64086111	64086121	+	0.000	0.000	Merged-chr1-64086002-50
NR3361--MA1104.1.GATA6	chr7	58731044	58731056	-	0.000	0.000	Merged-chr7-58731125-46
NR1654--MA0035.3.Gata1	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR2559--MA0037.3.GATA3	chr3	116893229	116893236	-	0.000	0.000	Merged-chr3-116893122-28
NR52--MA1104.1.GATA6	chr1	64086110	64086122	-	0.000	0.000	Merged-chr1-64086002-50
NR1923--MA0037.3.GATA3	chr18	79257457	79257464	+	0.000	0.000	Merged-chr18-79257508-110
NR3634--MA0482.1.Gata4	chr8	96552512	96552522	+	0.000	0.000	Merged-chr8-96552694-31
NR2031--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR1867--MA0037.3.GATA3	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR3635--MA1104.1.GATA6	chr8	96552510	96552522	-	0.000	0.000	Merged-chr8-96552694-31
NR2264--MA0766.1.GATA5	chr2	117399745	117399752	+	0.000	0.000	Merged-chr2-117399695-40
NR1480--MA0140.2.GATA1::TAL1	chr16	4583986	4584003	-	0.000	0.000	Merged-chr16-4584045-35
NR1870--MA0036.3.GATA2	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR3409--MA1104.1.GATA6	chr7	90007378	90007390	+	0.000	0.000	Merged-chr7-90007418-46
NR2418--MA0766.1.GATA5	chr3	37157271	37157278	+	0.000	0.000	Merged-chr3-37157248-37
NR3369--MA1104.1.GATA6	chr7	67500440	67500452	+	0.000	0.000	Merged-chr7-67500556-27
NR1638--MA0482.1.Gata4	chr16	92641310	92641320	-	0.000	0.000	Merged-chr16-92641253-41
NR2477--MA0036.3.GATA2	chr3	84772178	84772188	-	0.000	0.000	Merged-chr3-84772067-31
NR2562--MA0766.1.GATA5	chr3	116893229	116893236	-	0.000	0.000	Merged-chr3-116893122-28
NR303--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR783--MA0482.1.Gata4	chr11	104661608	104661618	+	0.000	0.000	Merged-chr11-104661475-50
NR2198--MA0036.3.GATA2	chr2	78961705	78961715	-	0.000	0.000	Merged-chr2-78961805-37
NR2480--MA0482.1.Gata4	chr3	84772250	84772260	+	0.000	0.000	Merged-chr3-84772067-31
NR2722--MA0140.2.GATA1::TAL1	chr4	71291862	71291879	-	0.000	0.000	Merged-chr4-71291736-94
NR2873--MA0482.1.Gata4	chr5	53605613	53605623	-	0.000	0.000	Merged-chr5-53605625-25
NR2483--MA0035.3.Gata1	chr3	84772249	84772259	+	0.000	0.000	Merged-chr3-84772067-31
NR2719--MA0036.3.GATA2	chr4	71291871	71291881	-	0.000	0.000	Merged-chr4-71291736-94
NR1639--MA1104.1.GATA6	chr16	92641310	92641322	+	0.000	0.000	Merged-chr16-92641253-41
NR1642--MA0035.3.Gata1	chr16	92641311	92641321	-	0.000	0.000	Merged-chr16-92641253-41
NR3633--MA0037.3.GATA3	chr8	96552512	96552519	-	0.000	0.000	Merged-chr8-96552694-31
NR2647--MA0482.1.Gata4	chr4	10770161	10770171	-	0.000	0.000	Merged-chr4-10770192-53
NR2533--MA0140.2.GATA1::TAL1	chr3	107076712	107076729	+	0.000	0.000	Merged-chr3-107076709-51
NR2481--MA1104.1.GATA6	chr3	84772248	84772260	-	0.000	0.000	Merged-chr3-84772067-31
NR1926--MA0036.3.GATA2	chr18	79257455	79257465	-	0.000	0.000	Merged-chr18-79257508-110
NR1764--MA0036.3.GATA2	chr17	29193400	29193410	-	0.000	0.000	Merged-chr17-29193494-23
NR3410--MA0036.3.GATA2	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR2623--MA0140.2.GATA1::TAL1	chr3	145663512	145663529	-	0.000	0.000	Merged-chr3-145663343-1
NR2648--MA1104.1.GATA6	chr4	10770161	10770173	+	0.000	0.000	Merged-chr4-10770192-53
NR3359--MA0037.3.GATA3	chr7	58731046	58731053	-	0.000	0.000	Merged-chr7-58731125-46
NR3370--MA0036.3.GATA2	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR1650--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR3362--MA0036.3.GATA2	chr7	58731045	58731055	+	0.000	0.000	Merged-chr7-58731125-46
NR1637--MA0037.3.GATA3	chr16	92641313	92641320	+	0.000	0.000	Merged-chr16-92641253-41
NR2030--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR1052--MA0766.1.GATA5	chr13	52004192	52004199	-	0.000	0.000	Merged-chr13-52004248-54
NR53--MA0036.3.GATA2	chr1	64086111	64086121	+	0.000	0.000	Merged-chr1-64086002-50
NR1651--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR500--MA0766.1.GATA5	chr10	119083663	119083670	-	0.000	0.000	Merged-chr10-119083697-27
NR2720--MA0766.1.GATA5	chr4	71291873	71291880	+	0.000	0.000	Merged-chr4-71291736-94
NR2196--MA0482.1.Gata4	chr2	78961704	78961714	-	0.000	0.000	Merged-chr2-78961805-37
NR1865--MA0482.1.Gata4	chr18	13016517	13016527	-	0.000	0.000	Merged-chr18-13016580-10
NR2646--MA0037.3.GATA3	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR2561--MA0036.3.GATA2	chr3	116893228	116893238	+	0.000	0.000	Merged-chr3-116893122-28
NR1053--MA0035.3.Gata1	chr13	52004191	52004201	+	0.000	0.000	Merged-chr13-52004248-54
NR3575--MA0140.2.GATA1::TAL1	chr8	34398057	34398074	+	0.000	0.000	Merged-chr8-34397971-66
NR1284--MA0035.3.Gata1	chr14	61770015	61770025	-	0.000	0.000	Merged-chr14-61770099-34
NR1141--MA0035.3.Gata1	chr13	111655441	111655451	+	0.000	0.000	Merged-chr13-111655433-3
NR2197--MA1104.1.GATA6	chr2	78961704	78961716	+	0.000	0.000	Merged-chr2-78961805-37
NR3636--MA0036.3.GATA2	chr8	96552511	96552521	+	0.000	0.000	Merged-chr8-96552694-31
NR2721--MA0035.3.Gata1	chr4	71291871	71291881	-	0.000	0.000	Merged-chr4-71291736-94
NR2029--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR3083--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR2171--MA0035.3.Gata1	chr2	59534487	59534497	+	0.000	0.000	Merged-chr2-59534510-22
NR2495--MA0037.3.GATA3	chr3	89906214	89906221	-	0.000	0.000	Merged-chr3-89906356-37
NR2421--MA0035.3.Gata1	chr3	37157381	37157391	+	0.000	0.000	Merged-chr3-37157248-37
