#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR39262--MA0039.3.KLF4	chr5	113842507	113842517	-	0.000	0.000	Merged-chr5-113842401-77
NR35127--MA1107.1.KLF9	chr4	102630035	102630047	+	0.000	0.000	Merged-chr4-102629885-23
NR5999--MA1107.1.KLF9	chr10	111031828	111031840	+	0.000	0.000	Merged-chr10-111031729-43
NR37660--MA0039.3.KLF4	chr5	28269731	28269741	-	0.000	0.000	Merged-chr5-28269924-54
NR26644--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR46821--MA0493.1.Klf1	chr7	110956798	110956808	+	0.000	0.000	Merged-chr7-110956692-58
NR47043--MA0599.1.KLF5	chr7	118499362	118499371	+	0.000	0.000	Merged-chr7-118499270-20
NR32305--MA0039.3.KLF4	chr3	101570948	101570958	+	0.000	0.000	Merged-chr3-101570775-35
NR34400--MA0741.1.KLF16	chr4	46404270	46404280	+	0.000	0.000	Merged-chr4-46404308-42
NR26539--MA0741.1.KLF16	chr19	57131660	57131670	-	0.000	0.000	Merged-chr19-57131601-25
NR39003--MA0742.1.Klf12	chr5	105609751	105609765	+	0.000	0.000	Merged-chr5-105609798-27
NR10441--MA1107.1.KLF9	chr12	4065643	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR33204--MA0599.1.KLF5	chr3	136556572	136556581	-	0.000	0.000	Merged-chr3-136556627-33
NR32686--MA1107.1.KLF9	chr3	109133237	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR45907--MA0741.1.KLF16	chr7	74697966	74697976	-	0.000	0.000	Merged-chr7-74698017-54
NR6316--MA0741.1.KLF16	chr10	118884343	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR7817--MA0493.1.Klf1	chr11	55131118	55131128	+	0.000	0.000	Merged-chr11-55131266-10
NR49415--MA0493.1.Klf1	chr8	75082634	75082644	-	0.000	0.000	Merged-chr8-75082480-28
NR867--MA0742.1.Klf12	chr1	66841919	66841933	-	0.000	0.000	Merged-chr1-66842116-28
NR20043--MA0599.1.KLF5	chr16	64800652	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR50683--MA0039.3.KLF4	chr8	120701896	120701906	-	0.000	0.000	Merged-chr8-120702084-56
NR36593--MA0039.3.KLF4	chr4	141917898	141917908	-	0.000	0.000	Merged-chr4-141918116-30
NR23084--MA0742.1.Klf12	chr17	84022524	84022538	-	0.000	0.000	Merged-chr17-84022626-28
NR51877--MA0741.1.KLF16	chr9	55102394	55102404	+	0.000	0.000	Merged-chr9-55102396-26
NR52630--MA0039.3.KLF4	chr9	85671711	85671721	+	0.000	0.000	Merged-chr9-85671881-60
NR10614--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR30288--MA0493.1.Klf1	chr2	166227683	166227693	-	0.000	0.000	Merged-chr2-166227606-22
NR19635--MA0741.1.KLF16	chr16	35984020	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR32052--MA0599.1.KLF5	chr3	94388229	94388238	-	0.000	0.000	Merged-chr3-94388255-39
NR21449--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR45794--MA1107.1.KLF9	chr7	66116271	66116283	-	0.000	0.000	Merged-chr7-66116161-49
NR25945--MA0599.1.KLF5	chr19	32869281	32869290	+	0.000	0.000	Merged-chr19-32869388-31
NR12949--MA0493.1.Klf1	chr13	38503553	38503563	+	0.000	0.000	Merged-chr13-38503650-43
NR38570--MA0741.1.KLF16	chr5	77140303	77140313	+	0.000	0.000	Merged-chr5-77140362-54
NR47956--MA1107.1.KLF9	chr7	141637506	141637518	-	0.000	0.000	Merged-chr7-141637525-19
NR1668--MA0493.1.Klf1	chr1	127638241	127638251	-	0.000	0.000	Merged-chr1-127638103-34
NR35859--MA0740.1.KLF14	chr4	129060103	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR23573--MA0599.1.KLF5	chr18	19524402	19524411	+	0.000	0.000	Merged-chr18-19524471-22
NR35862--MA0039.3.KLF4	chr4	129060104	129060114	-	0.000	0.000	Merged-chr4-129060075-18
NR26005--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR22438--MA0493.1.Klf1	chr17	57126046	57126056	+	0.000	0.000	Merged-chr17-57126152-41
NR45799--MA1107.1.KLF9	chr7	66197282	66197294	-	0.000	0.000	Merged-chr7-66197224-72
NR48818--MA1107.1.KLF9	chr8	46869635	46869647	-	0.000	0.000	Merged-chr8-46869591-35
NR27902--MA0741.1.KLF16	chr2	55081972	55081982	+	0.000	0.000	Merged-chr2-55082182-18
NR21258--MA1107.1.KLF9	chr17	25584053	25584065	-	0.000	0.000	Merged-chr17-25583989-33
NR20881--MA0599.1.KLF5	chr17	12727880	12727889	-	0.000	0.000	Merged-chr17-12727995-27
NR41009--MA0741.1.KLF16	chr5	148489495	148489505	-	0.000	0.000	Merged-chr5-148489625-52
NR9752--MA0599.1.KLF5	chr11	110919163	110919172	+	0.000	0.000	Merged-chr11-110919203-38
NR46120--MA0599.1.KLF5	chr7	81179565	81179574	-	0.000	0.000	Merged-chr7-81179607-41
NR30549--MA0599.1.KLF5	chr2	172390692	172390701	-	0.000	0.000	Merged-chr2-172390550-32
NR38569--MA0493.1.Klf1	chr5	77140302	77140312	+	0.000	0.000	Merged-chr5-77140362-54
NR32337--MA0741.1.KLF16	chr3	101748388	101748398	+	0.000	0.000	Merged-chr3-101748481-44
NR8200--MA1107.1.KLF9	chr11	68442620	68442632	-	0.000	0.000	Merged-chr11-68442579-25
NR51957--MA0741.1.KLF16	chr9	57339936	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR32303--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR588--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR31781--MA1107.1.KLF9	chr3	84680266	84680278	-	0.000	0.000	Merged-chr3-84680282-50
NR27905--MA1107.1.KLF9	chr2	55081983	55081995	+	0.000	0.000	Merged-chr2-55082182-18
NR8653--MA0493.1.Klf1	chr11	79152830	79152840	+	0.000	0.000	Merged-chr11-79152860-26
NR39002--MA0740.1.KLF14	chr5	105609751	105609764	+	0.000	0.000	Merged-chr5-105609798-27
NR12220--MA0493.1.Klf1	chr12	110454256	110454266	-	0.000	0.000	Merged-chr12-110454424-31
NR42937--MA0741.1.KLF16	chr6	108630898	108630908	+	0.000	0.000	Merged-chr6-108631007-44
NR24874--MA0742.1.Klf12	chr18	82607597	82607611	+	0.000	0.000	Merged-chr18-82607647-23
NR50344--MA0742.1.Klf12	chr8	111955156	111955170	-	0.000	0.000	Merged-chr8-111955328-48
NR30325--MA0493.1.Klf1	chr2	166665798	166665808	+	0.000	0.000	Merged-chr2-166665700-84
NR29651--MA0741.1.KLF16	chr2	146198154	146198164	-	0.000	0.000	Merged-chr2-146198137-48
NR13533--MA0741.1.KLF16	chr13	63189566	63189576	-	0.000	0.000	Merged-chr13-63189715-33
NR42221--MA1107.1.KLF9	chr6	71638617	71638629	+	0.000	0.000	Merged-chr6-71638648-13
NR52982--MA0741.1.KLF16	chr9	104269540	104269550	+	0.000	0.000	Merged-chr9-104269530-16
NR24878--MA0493.1.Klf1	chr18	82607788	82607798	-	0.000	0.000	Merged-chr18-82607647-23
NR35232--MA1107.1.KLF9	chr4	107006402	107006414	-	0.000	0.000	Merged-chr4-107006366-21
NR7348--MA1107.1.KLF9	chr11	32211339	32211351	+	0.000	0.000	Merged-chr11-32211226-20
NR32304--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR6280--MA0657.1.KLF13	chr10	118550489	118550506	+	0.000	0.000	Merged-chr10-118550430-27
NR45798--MA0741.1.KLF16	chr7	66197279	66197289	-	0.000	0.000	Merged-chr7-66197224-72
NR32760--MA0493.1.Klf1	chr3	115758852	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR2388--MA0599.1.KLF5	chr1	159813051	159813060	+	0.000	0.000	Merged-chr1-159812982-41
NR43317--MA0599.1.KLF5	chr6	121238499	121238508	-	0.000	0.000	Merged-chr6-121238480-29
NR43847--MA0740.1.KLF14	chr6	142862375	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR26642--MA0742.1.Klf12	chr19	60183110	60183124	+	0.000	0.000	Merged-chr19-60182957-49
NR50682--MA0599.1.KLF5	chr8	120701898	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR10502--MA0741.1.KLF16	chr12	8829812	8829822	-	0.000	0.000	Merged-chr12-8829730-25
NR51439--MA0741.1.KLF16	chr9	32740970	32740980	+	0.000	0.000	Merged-chr9-32741073-58
NR13539--MA0493.1.Klf1	chr13	63189866	63189876	+	0.000	0.000	Merged-chr13-63189715-33
NR43321--MA0493.1.Klf1	chr6	122270365	122270375	+	0.000	0.000	Merged-chr6-122270304-33
NR38890--MA0742.1.Klf12	chr5	100572393	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR49749--MA0599.1.KLF5	chr8	86838905	86838914	-	0.000	0.000	Merged-chr8-86839061-45
NR9068--MA0740.1.KLF14	chr11	95083038	95083051	-	0.000	0.000	Merged-chr11-95083015-27
NR39007--MA0740.1.KLF14	chr5	105609839	105609852	+	0.000	0.000	Merged-chr5-105609798-27
NR44871--MA0039.3.KLF4	chr7	28820746	28820756	-	0.000	0.000	Merged-chr7-28820769-1
NR9573--MA1107.1.KLF9	chr11	104661413	104661425	-	0.000	0.000	Merged-chr11-104661475-50
NR24381--MA1107.1.KLF9	chr18	67255883	67255895	-	0.000	0.000	Merged-chr18-67255745-40
NR14539--MA1107.1.KLF9	chr13	117048312	117048324	-	0.000	0.000	Merged-chr13-117048588-56
NR44555--MA0599.1.KLF5	chr7	19946292	19946301	+	0.000	0.000	Merged-chr7-19946114-52
NR12950--MA1107.1.KLF9	chr13	38503553	38503565	+	0.000	0.000	Merged-chr13-38503650-43
NR26543--MA1107.1.KLF9	chr19	57131668	57131680	-	0.000	0.000	Merged-chr19-57131601-25
NR38023--MA0741.1.KLF16	chr5	43824748	43824758	-	0.000	0.000	Merged-chr5-43824623-50
NR22437--MA0742.1.Klf12	chr17	57126046	57126060	+	0.000	0.000	Merged-chr17-57126152-41
NR1763--MA1107.1.KLF9	chr1	131026011	131026023	+	0.000	0.000	Merged-chr1-131026004-32
NR27652--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR17878--MA0741.1.KLF16	chr15	78835208	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR12844--MA0599.1.KLF5	chr13	32868381	32868390	+	0.000	0.000	Merged-chr13-32868285-30
NR7819--MA1107.1.KLF9	chr11	55131118	55131130	+	0.000	0.000	Merged-chr11-55131266-10
NR51440--MA1107.1.KLF9	chr9	32740969	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR4152--MA0599.1.KLF5	chr10	40452153	40452162	+	0.000	0.000	Merged-chr10-40451996-39
NR21801--MA0742.1.Klf12	chr17	35764155	35764169	+	0.000	0.000	Merged-chr17-35764114-33
NR52083--MA0493.1.Klf1	chr9	61377801	61377811	+	0.000	0.000	Merged-chr9-61377853-34
NR10440--MA0493.1.Klf1	chr12	4065643	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR13526--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR12955--MA1107.1.KLF9	chr13	38503599	38503611	+	0.000	0.000	Merged-chr13-38503650-43
NR32685--MA0493.1.Klf1	chr3	109133237	109133247	+	0.000	0.000	Merged-chr3-109133281-24
NR42932--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR25710--MA0599.1.KLF5	chr19	20424215	20424224	-	0.000	0.000	Merged-chr19-20424322-22
NR39008--MA0657.1.KLF13	chr5	105609838	105609855	+	0.000	0.000	Merged-chr5-105609798-27
NR52517--MA1107.1.KLF9	chr9	79919444	79919456	-	0.000	0.000	Merged-chr9-79919473-56
NR43576--MA0039.3.KLF4	chr6	129608544	129608554	-	0.000	0.000	Merged-chr6-129608600-43
NR28532--MA0599.1.KLF5	chr2	85060897	85060906	-	0.000	0.000	Merged-chr2-85060915-54
NR32336--MA0493.1.Klf1	chr3	101748387	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR17663--MA0740.1.KLF14	chr15	75728398	75728411	+	0.000	0.000	Merged-chr15-75728235-71
NR39894--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR38892--MA0039.3.KLF4	chr5	100572395	100572405	-	0.000	0.000	Merged-chr5-100572278-24
NR32368--MA0599.1.KLF5	chr3	102755937	102755946	-	0.000	0.000	Merged-chr3-102756086-59
NR43349--MA0742.1.Klf12	chr6	124375701	124375715	-	0.000	0.000	Merged-chr6-124375670-49
NR44568--MA1107.1.KLF9	chr7	24369930	24369942	-	0.000	0.000	Merged-chr7-24370030-56
NR39821--MA0741.1.KLF16	chr5	124035861	124035871	-	0.000	0.000	Merged-chr5-124035854-90
NR38576--MA0599.1.KLF5	chr5	77144797	77144806	-	0.000	0.000	Merged-chr5-77144936-48
NR27899--MA0599.1.KLF5	chr2	55081972	55081981	+	0.000	0.000	Merged-chr2-55082182-18
NR54599--MA0493.1.Klf1	chrX	106704772	106704782	-	0.000	0.000	Merged-chrX-106704745-40
NR51795--MA0493.1.Klf1	chr9	50537457	50537467	+	0.000	0.000	Merged-chr9-50537430-19
NR31611--MA0741.1.KLF16	chr3	69205477	69205487	+	0.000	0.000	Merged-chr3-69205788-82
NR36074--MA0599.1.KLF5	chr4	133673295	133673304	-	0.000	0.000	Merged-chr4-133673416-1
NR43175--MA0599.1.KLF5	chr6	117937311	117937320	-	0.000	0.000	Merged-chr6-117937569-43
NR16963--MA0741.1.KLF16	chr15	25884683	25884693	-	0.000	0.000	Merged-chr15-25884835-36
NR37883--MA0741.1.KLF16	chr5	35176571	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR32758--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR9289--MA0599.1.KLF5	chr11	98948047	98948056	+	0.000	0.000	Merged-chr11-98948156-24
NR47955--MA0493.1.Klf1	chr7	141579225	141579235	-	0.000	0.000	Merged-chr7-141579078-48
NR23203--MA1107.1.KLF9	chr17	85908829	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR8954--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR25812--MA0039.3.KLF4	chr19	27967780	27967790	+	0.000	0.000	Merged-chr19-27967760-35
NR48844--MA0599.1.KLF5	chr8	48123019	48123028	+	0.000	0.000	Merged-chr8-48123053-31
NR17664--MA0657.1.KLF13	chr15	75728397	75728414	+	0.000	0.000	Merged-chr15-75728235-71
NR24871--MA0493.1.Klf1	chr18	82607557	82607567	+	0.000	0.000	Merged-chr18-82607647-23
NR36858--MA0599.1.KLF5	chr4	149658198	149658207	+	0.000	0.000	Merged-chr4-149658229-60
NR47860--MA0039.3.KLF4	chr7	140999462	140999472	+	0.000	0.000	Merged-chr7-140999347-54
NR47977--MA1107.1.KLF9	chr7	142354081	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR45906--MA0599.1.KLF5	chr7	74697967	74697976	-	0.000	0.000	Merged-chr7-74698017-54
NR35325--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR48817--MA0493.1.Klf1	chr8	46869637	46869647	-	0.000	0.000	Merged-chr8-46869591-35
NR6449--MA0493.1.Klf1	chr10	122717816	122717826	+	0.000	0.000	Merged-chr10-122717958-55
NR52980--MA0741.1.KLF16	chr9	104269534	104269544	+	0.000	0.000	Merged-chr9-104269530-16
NR42332--MA0599.1.KLF5	chr6	82744662	82744671	-	0.000	0.000	Merged-chr6-82744737-54
NR25871--MA1107.1.KLF9	chr19	30119063	30119075	+	0.000	0.000	Merged-chr19-30118858-30
NR11027--MA0741.1.KLF16	chr12	51567298	51567308	-	0.000	0.000	Merged-chr12-51567271-27
NR8199--MA0493.1.Klf1	chr11	68442622	68442632	-	0.000	0.000	Merged-chr11-68442579-25
NR48816--MA0039.3.KLF4	chr8	46869635	46869645	-	0.000	0.000	Merged-chr8-46869591-35
NR30028--MA0741.1.KLF16	chr2	157424108	157424118	-	0.000	0.000	Merged-chr2-157424284-16
NR26039--MA1107.1.KLF9	chr19	38746133	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR12951--MA0742.1.Klf12	chr13	38503599	38503613	+	0.000	0.000	Merged-chr13-38503650-43
NR456--MA0039.3.KLF4	chr1	40386304	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR21452--MA0741.1.KLF16	chr17	28590946	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR37881--MA0599.1.KLF5	chr5	35176572	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR35473--MA0599.1.KLF5	chr4	116676436	116676445	+	0.000	0.000	Merged-chr4-116676285-17
NR36166--MA0742.1.Klf12	chr4	134734806	134734820	+	0.000	0.000	Merged-chr4-134734669-83
NR40201--MA0741.1.KLF16	chr5	135115297	135115307	+	0.000	0.000	Merged-chr5-135115482-49
NR36643--MA0493.1.Klf1	chr4	145099969	145099979	-	0.000	0.000	Merged-chr4-145100023-41
NR10500--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR51958--MA0599.1.KLF5	chr9	57339968	57339977	-	0.000	0.000	Merged-chr9-57339944-60
NR32306--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR19851--MA0039.3.KLF4	chr16	49797121	49797131	-	0.000	0.000	Merged-chr16-49797153-43
NR42220--MA0493.1.Klf1	chr6	71638617	71638627	+	0.000	0.000	Merged-chr6-71638648-13
NR42774--MA0742.1.Klf12	chr6	97321368	97321382	-	0.000	0.000	Merged-chr6-97321339-36
NR32301--MA1107.1.KLF9	chr3	101570874	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR22293--MA1107.1.KLF9	chr17	51396114	51396126	-	0.000	0.000	Merged-chr17-51396225-19
NR17668--MA0493.1.Klf1	chr15	75728398	75728408	+	0.000	0.000	Merged-chr15-75728235-71
NR7347--MA0493.1.Klf1	chr11	32211339	32211349	+	0.000	0.000	Merged-chr11-32211226-20
NR39818--MA0741.1.KLF16	chr5	124035858	124035868	-	0.000	0.000	Merged-chr5-124035854-90
NR38578--MA0741.1.KLF16	chr5	77144796	77144806	-	0.000	0.000	Merged-chr5-77144936-48
NR9670--MA0741.1.KLF16	chr11	106536356	106536366	+	0.000	0.000	Merged-chr11-106536245-61
NR7812--MA1107.1.KLF9	chr11	55131066	55131078	+	0.000	0.000	Merged-chr11-55131266-10
NR1669--MA0741.1.KLF16	chr1	127638244	127638254	-	0.000	0.000	Merged-chr1-127638103-34
NR7346--MA0039.3.KLF4	chr11	32211341	32211351	+	0.000	0.000	Merged-chr11-32211226-20
NR16246--MA0039.3.KLF4	chr14	79591335	79591345	-	0.000	0.000	Merged-chr14-79591332-25
NR49756--MA0599.1.KLF5	chr8	86870816	86870825	-	0.000	0.000	Merged-chr8-86871001-39
NR43453--MA1107.1.KLF9	chr6	127102933	127102945	+	0.000	0.000	Merged-chr6-127103000-20
NR27259--MA0039.3.KLF4	chr2	28517503	28517513	-	0.000	0.000	Merged-chr2-28517592-38
NR27321--MA0741.1.KLF16	chr2	29849976	29849986	+	0.000	0.000	Merged-chr2-29850143-19
NR38891--MA0599.1.KLF5	chr5	100572397	100572406	-	0.000	0.000	Merged-chr5-100572278-24
NR30108--MA0039.3.KLF4	chr2	160471240	160471250	+	0.000	0.000	Merged-chr2-160471164-70
NR1761--MA1107.1.KLF9	chr1	131026007	131026019	+	0.000	0.000	Merged-chr1-131026004-32
NR35128--MA1107.1.KLF9	chr4	102630037	102630049	+	0.000	0.000	Merged-chr4-102629885-23
NR10616--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR36594--MA1107.1.KLF9	chr4	141917898	141917910	-	0.000	0.000	Merged-chr4-141918116-30
NR2055--MA0493.1.Klf1	chr1	138304341	138304351	+	0.000	0.000	Merged-chr1-138304184-80
NR47044--MA0599.1.KLF5	chr7	118499423	118499432	+	0.000	0.000	Merged-chr7-118499270-20
NR23085--MA0599.1.KLF5	chr17	84022528	84022537	-	0.000	0.000	Merged-chr17-84022626-28
NR1181--MA0741.1.KLF16	chr1	87607557	87607567	-	0.000	0.000	Merged-chr1-87607643-76
NR53073--MA0599.1.KLF5	chr9	107280509	107280518	+	0.000	0.000	Merged-chr9-107280639-112
NR23412--MA0599.1.KLF5	chr18	4296001	4296010	+	0.000	0.000	Merged-chr18-4296046-21
NR7820--MA0740.1.KLF14	chr11	55131242	55131255	+	0.000	0.000	Merged-chr11-55131266-10
NR45991--MA0039.3.KLF4	chr7	79249795	79249805	-	0.000	0.000	Merged-chr7-79249720-34
NR9568--MA0493.1.Klf1	chr11	104661413	104661423	-	0.000	0.000	Merged-chr11-104661475-50
NR34858--MA1107.1.KLF9	chr4	82755889	82755901	+	0.000	0.000	Merged-chr4-82755852-39
NR23200--MA0742.1.Klf12	chr17	85908829	85908843	+	0.000	0.000	Merged-chr17-85908968-35
NR12954--MA0493.1.Klf1	chr13	38503599	38503609	+	0.000	0.000	Merged-chr13-38503650-43
NR6279--MA0740.1.KLF14	chr10	118550490	118550503	+	0.000	0.000	Merged-chr10-118550430-27
NR27775--MA1107.1.KLF9	chr2	45172974	45172986	-	0.000	0.000	Merged-chr2-45172921-51
NR16733--MA0657.1.KLF13	chr14	122186863	122186880	+	0.000	0.000	Merged-chr14-122187060-26
NR42171--MA0039.3.KLF4	chr6	67375702	67375712	+	0.000	0.000	Merged-chr6-67375893-83
NR16735--MA0039.3.KLF4	chr14	122187051	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR12953--MA0039.3.KLF4	chr13	38503601	38503611	+	0.000	0.000	Merged-chr13-38503650-43
NR23076--MA0741.1.KLF16	chr17	83772836	83772846	+	0.000	0.000	Merged-chr17-83772963-43
NR46955--MA0742.1.Klf12	chr7	114356562	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR27967--MA0742.1.Klf12	chr2	59513709	59513723	-	0.000	0.000	Merged-chr2-59513816-12
NR1724--MA0742.1.Klf12	chr1	128570200	128570214	+	0.000	0.000	Merged-chr1-128570257-50
NR16204--MA0599.1.KLF5	chr14	78687919	78687928	+	0.000	0.000	Merged-chr14-78687892-42
NR33205--MA0493.1.Klf1	chr3	136556572	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR38573--MA1107.1.KLF9	chr5	77140304	77140316	+	0.000	0.000	Merged-chr5-77140362-54
NR1664--MA0740.1.KLF14	chr1	127638242	127638255	-	0.000	0.000	Merged-chr1-127638103-34
NR6544--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR39627--MA0039.3.KLF4	chr5	120685780	120685790	+	0.000	0.000	Merged-chr5-120685893-52
NR7821--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR24873--MA1107.1.KLF9	chr18	82607557	82607569	+	0.000	0.000	Merged-chr18-82607647-23
NR3084--MA0741.1.KLF16	chr1	181928602	181928612	+	0.000	0.000	Merged-chr1-181928626-21
NR39728--MA0741.1.KLF16	chr5	122644204	122644214	-	0.000	0.000	Merged-chr5-122644331-31
NR20882--MA0741.1.KLF16	chr17	12727879	12727889	-	0.000	0.000	Merged-chr17-12727995-27
NR23068--MA0741.1.KLF16	chr17	83654865	83654875	-	0.000	0.000	Merged-chr17-83654883-58
NR23202--MA0493.1.Klf1	chr17	85908829	85908839	+	0.000	0.000	Merged-chr17-85908968-35
NR48814--MA0039.3.KLF4	chr8	46869543	46869553	+	0.000	0.000	Merged-chr8-46869591-35
NR20187--MA1107.1.KLF9	chr16	78547459	78547471	+	0.000	0.000	Merged-chr16-78547576-18
NR45800--MA1107.1.KLF9	chr7	66197284	66197296	-	0.000	0.000	Merged-chr7-66197224-72
NR7345--MA0599.1.KLF5	chr11	32211340	32211349	+	0.000	0.000	Merged-chr11-32211226-20
NR27536--MA0741.1.KLF16	chr2	32715360	32715370	+	0.000	0.000	Merged-chr2-32715137-51
