#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR40--MA0684.1.RUNX3	chr1	36025100	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR863--MA0511.2.RUNX2	chr10	67663189	67663197	-	0.000	0.000	Merged-chr10-67663351-25
NR3006--MA0684.1.RUNX3	chr16	50632866	50632875	+	0.000	0.000	Merged-chr16-50633027-57
NR397--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
NR5299--MA0684.1.RUNX3	chr4	102629842	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR6833--MA0002.2.RUNX1	chr7	112238966	112238976	+	0.000	0.000	Merged-chr7-112238810-51
NR4991--MA0002.2.RUNX1	chr3	142892308	142892318	-	0.000	0.000	Merged-chr3-142892335-19
NR918--MA0002.2.RUNX1	chr10	80763645	80763655	-	0.000	0.000	Merged-chr10-80763655-40
NR5026--MA0684.1.RUNX3	chr3	146686722	146686731	-	0.000	0.000	Merged-chr3-146686610-31
NR4818--MA0002.2.RUNX1	chr3	105133261	105133271	+	0.000	0.000	Merged-chr3-105133189-20
NR550--MA0511.2.RUNX2	chr1	176827611	176827619	-	0.000	0.000	Merged-chr1-176827492-35
NR2628--MA0002.2.RUNX1	chr15	36562936	36562946	-	0.000	0.000	Merged-chr15-36562926-39
NR6283--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR4983--MA0002.2.RUNX1	chr3	142437065	142437075	-	0.000	0.000	Merged-chr3-142437047-18
NR721--MA0684.1.RUNX3	chr10	21479689	21479698	-	0.000	0.000	Merged-chr10-21479566-37
NR4221--MA0002.2.RUNX1	chr2	78961669	78961679	-	0.000	0.000	Merged-chr2-78961805-37
NR2812--MA0002.2.RUNX1	chr15	93913639	93913649	-	0.000	0.000	Merged-chr15-93913565-49
NR2892--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR2793--MA0002.2.RUNX1	chr15	92134557	92134567	-	0.000	0.000	Merged-chr15-92134460-52
NR1118--MA0511.2.RUNX2	chr10	130439228	130439236	-	0.000	0.000	Merged-chr10-130439179-24
NR605--MA0002.2.RUNX1	chr1	187228926	187228936	+	0.000	0.000	Merged-chr1-187228770-56
NR1082--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR4377--MA0002.2.RUNX1	chr2	128367691	128367701	+	0.000	0.000	Merged-chr2-128367839-63
NR2382--MA0511.2.RUNX2	chr14	65102596	65102604	+	0.000	0.000	Merged-chr14-65102691-41
NR4234--MA0002.2.RUNX1	chr2	84779336	84779346	+	0.000	0.000	Merged-chr2-84779489-49
NR843--MA0684.1.RUNX3	chr10	60287906	60287915	-	0.000	0.000	Merged-chr10-60287885-29
NR2491--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR5328--MA0511.2.RUNX2	chr4	107210270	107210278	-	0.000	0.000	Merged-chr4-107210545-62
NR2676--MA0002.2.RUNX1	chr15	59795823	59795833	+	0.000	0.000	Merged-chr15-59795826-47
NR2662--MA0684.1.RUNX3	chr15	57996119	57996128	+	0.000	0.000	Merged-chr15-57996173-39
NR4194--MA0002.2.RUNX1	chr2	72365426	72365436	+	0.000	0.000	Merged-chr2-72365558-19
NR2371--MA0002.2.RUNX1	chr14	64666912	64666922	-	0.000	0.000	Merged-chr14-64666873-42
NR3085--MA0511.2.RUNX2	chr16	78547534	78547542	+	0.000	0.000	Merged-chr16-78547576-18
NR687--MA0002.2.RUNX1	chr10	13438565	13438575	+	0.000	0.000	Merged-chr10-13438536-33
NR752--MA0511.2.RUNX2	chr10	26799660	26799668	+	0.000	0.000	Merged-chr10-26799592-100
NR99--MA0002.2.RUNX1	chr1	51572573	51572583	+	0.000	0.000	Merged-chr1-51572755-47
NR1196--MA0684.1.RUNX3	chr11	34034369	34034378	-	0.000	0.000	Merged-chr11-34034303-47
NR5079--MA0684.1.RUNX3	chr4	6476574	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR2397--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR4748--MA0684.1.RUNX3	chr3	87528067	87528076	+	0.000	0.000	Merged-chr3-87528173-17
NR494--MA0511.2.RUNX2	chr1	163374770	163374778	-	0.000	0.000	Merged-chr1-163374764-34
NR6137--MA0002.2.RUNX1	chr6	50387826	50387836	+	0.000	0.000	Merged-chr6-50387910-30
NR2383--MA0684.1.RUNX3	chr14	65102596	65102605	+	0.000	0.000	Merged-chr14-65102691-41
NR2777--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR4695--MA0684.1.RUNX3	chr3	68789751	68789760	+	0.000	0.000	Merged-chr3-68789660-34
NR2899--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR251--MA0684.1.RUNX3	chr1	86005772	86005781	+	0.000	0.000	Merged-chr1-86005917-70
NR6321--MA0002.2.RUNX1	chr6	115594677	115594687	-	0.000	0.000	Merged-chr6-115594731-47
NR7813--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR5862--MA0002.2.RUNX1	chr5	113842363	113842373	+	0.000	0.000	Merged-chr5-113842401-77
NR6877--MA0684.1.RUNX3	chr7	118113648	118113657	+	0.000	0.000	Merged-chr7-118113743-35
NR1501--MA0002.2.RUNX1	chr12	25311889	25311899	+	0.000	0.000	Merged-chr12-25311891-36
NR6727--MA0002.2.RUNX1	chr7	79262666	79262676	-	0.000	0.000	Merged-chr7-79262630-29
NR366--MA0002.2.RUNX1	chr1	128570220	128570230	-	0.000	0.000	Merged-chr1-128570257-50
NR100--MA0684.1.RUNX3	chr1	51572574	51572583	-	0.000	0.000	Merged-chr1-51572755-47
NR2605--MA0002.2.RUNX1	chr15	31357121	31357131	-	0.000	0.000	Merged-chr15-31357016-32
NR3319--MA0511.2.RUNX2	chr17	50148364	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR5029--MA0684.1.RUNX3	chr3	146758209	146758218	+	0.000	0.000	Merged-chr3-146758289-47
NR2651--MA0511.2.RUNX2	chr15	51803231	51803239	+	0.000	0.000	Merged-chr15-51803142-36
NR488--MA0002.2.RUNX1	chr1	161794746	161794756	+	0.000	0.000	Merged-chr1-161794797-65
NR6739--MA0684.1.RUNX3	chr7	81179605	81179614	-	0.000	0.000	Merged-chr7-81179607-41
NR2459--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR2442--MA0684.1.RUNX3	chr14	74996699	74996708	+	0.000	0.000	Merged-chr14-74996801-46
NR4516--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR2280--MA0684.1.RUNX3	chr14	36316927	36316936	+	0.000	0.000	Merged-chr14-36316941-55
NR4149--MA0002.2.RUNX1	chr2	60774692	60774702	-	0.000	0.000	Merged-chr2-60774747-55
NR3772--MA0684.1.RUNX3	chr18	89233782	89233791	+	0.000	0.000	Merged-chr18-89233824-45
NR6308--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR6395--MA0002.2.RUNX1	chr6	127302987	127302997	-	0.000	0.000	Merged-chr6-127302896-25
NR2835--MA0684.1.RUNX3	chr15	99365117	99365126	-	0.000	0.000	Merged-chr15-99365057-34
NR2895--MA0511.2.RUNX2	chr16	14088468	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR6427--MA0002.2.RUNX1	chr6	129997735	129997745	-	0.000	0.000	Merged-chr6-129997694-33
NR5302--MA0002.2.RUNX1	chr4	102712033	102712043	+	0.000	0.000	Merged-chr4-102711875-43
NR2799--MA0511.2.RUNX2	chr15	93302038	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR7962--MA0002.2.RUNX1	chrX	142792337	142792347	+	0.000	0.000	Merged-chrX-142792362-24
NR5392--MA0002.2.RUNX1	chr4	128735337	128735347	-	0.000	0.000	Merged-chr4-128735230-68
NR6317--MA0684.1.RUNX3	chr6	114660167	114660176	-	0.000	0.000	Merged-chr6-114660280-61
NR396--MA0511.2.RUNX2	chr1	135268272	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR5804--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR1031--MA0002.2.RUNX1	chr10	115363299	115363309	-	0.000	0.000	Merged-chr10-115363388-18
NR2142--MA0684.1.RUNX3	chr13	108303364	108303373	-	0.000	0.000	Merged-chr13-108303499-73
NR1920--MA0684.1.RUNX3	chr13	38503624	38503633	+	0.000	0.000	Merged-chr13-38503650-43
NR7792--MA0002.2.RUNX1	chr9	118519257	118519267	+	0.000	0.000	Merged-chr9-118519152-31
NR4708--MA0511.2.RUNX2	chr3	75930327	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR4196--MA0684.1.RUNX3	chr2	72365442	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR3944--MA0511.2.RUNX2	chr19	55768978	55768986	+	0.000	0.000	Merged-chr19-55769048-40
NR6365--MA0684.1.RUNX3	chr6	122293951	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR5809--MA0002.2.RUNX1	chr5	105152073	105152083	-	0.000	0.000	Merged-chr5-105152132-21
NR3173--MA0002.2.RUNX1	chr16	97964346	97964356	+	0.000	0.000	Merged-chr16-97964279-31
NR2226--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR5981--MA0684.1.RUNX3	chr5	137857010	137857019	+	0.000	0.000	Merged-chr5-137857044-20
NR3430--MA0684.1.RUNX3	chr17	80579293	80579302	-	0.000	0.000	Merged-chr17-80579337-18
NR6295--MA0511.2.RUNX2	chr6	107748975	107748983	-	0.000	0.000	Merged-chr6-107749008-33
NR2606--MA0511.2.RUNX2	chr15	31546529	31546537	+	0.000	0.000	Merged-chr15-31546423-43
NR7836--MA0684.1.RUNX3	chr9	123928250	123928259	+	0.000	0.000	Merged-chr9-123928219-7
NR1383--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR5865--MA0002.2.RUNX1	chr5	114246943	114246953	-	0.000	0.000	Merged-chr5-114246791-23
NR7674--MA0684.1.RUNX3	chr9	95959957	95959966	-	0.000	0.000	Merged-chr9-95959798-44
NR7514--MA0511.2.RUNX2	chr9	64797603	64797611	+	0.000	0.000	Merged-chr9-64797561-46
NR4709--MA0684.1.RUNX3	chr3	75930326	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR5682--MA0002.2.RUNX1	chr5	54111001	54111011	-	0.000	0.000	Merged-chr5-54110931-21
NR4193--MA0511.2.RUNX2	chr2	72365443	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR5685--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR2800--MA0002.2.RUNX1	chr15	93302036	93302046	+	0.000	0.000	Merged-chr15-93302109-22
NR5857--MA0002.2.RUNX1	chr5	113621156	113621166	-	0.000	0.000	Merged-chr5-113621220-18
NR3928--MA0511.2.RUNX2	chr19	53407588	53407596	+	0.000	0.000	Merged-chr19-53407600-23
NR4269--MA0002.2.RUNX1	chr2	101762690	101762700	+	0.000	0.000	Merged-chr2-101762548-65
NR5300--MA0002.2.RUNX1	chr4	102711926	102711936	+	0.000	0.000	Merged-chr4-102711875-43
NR7503--MA0002.2.RUNX1	chr9	60991598	60991608	+	0.000	0.000	Merged-chr9-60991715-48
NR1321--MA0002.2.RUNX1	chr11	79698375	79698385	+	0.000	0.000	Merged-chr11-79698290-25
NR5694--MA0684.1.RUNX3	chr5	64651525	64651534	+	0.000	0.000	Merged-chr5-64651532-36
NR7497--MA0002.2.RUNX1	chr9	58580965	58580975	-	0.000	0.000	Merged-chr9-58580971-24
NR7625--MA0002.2.RUNX1	chr9	86624344	86624354	+	0.000	0.000	Merged-chr9-86624608-86
NR2078--MA0684.1.RUNX3	chr13	95697140	95697149	-	0.000	0.000	Merged-chr13-95697036-46
NR933--MA0002.2.RUNX1	chr10	83719013	83719023	+	0.000	0.000	Merged-chr10-83719047-59
NR7466--MA0511.2.RUNX2	chr9	50324637	50324645	+	0.000	0.000	Merged-chr9-50324692-60
NR1108--MA0002.2.RUNX1	chr10	127111131	127111141	-	0.000	0.000	Merged-chr10-127111167-28
NR7604--MA0002.2.RUNX1	chr9	81863879	81863889	+	0.000	0.000	Merged-chr9-81863870-55
NR261--MA0002.2.RUNX1	chr1	88587508	88587518	-	0.000	0.000	Merged-chr1-88587471-60
NR1217--MA0002.2.RUNX1	chr11	46467013	46467023	+	0.000	0.000	Merged-chr11-46467033-45
NR2279--MA0511.2.RUNX2	chr14	36316927	36316935	+	0.000	0.000	Merged-chr14-36316941-55
NR2900--MA0684.1.RUNX3	chr16	14088507	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR7489--MA0002.2.RUNX1	chr9	57340023	57340033	-	0.000	0.000	Merged-chr9-57339944-60
NR1068--MA0002.2.RUNX1	chr10	120193513	120193523	+	0.000	0.000	Merged-chr10-120193454-50
NR1500--MA0511.2.RUNX2	chr12	25311891	25311899	-	0.000	0.000	Merged-chr12-25311891-36
NR6730--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR6853--MA0002.2.RUNX1	chr7	114356664	114356674	+	0.000	0.000	Merged-chr7-114356592-29
NR7441--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR1719--MA0002.2.RUNX1	chr12	105001082	105001092	-	0.000	0.000	Merged-chr12-105001185-43
NR4772--MA0002.2.RUNX1	chr3	94375471	94375481	+	0.000	0.000	Merged-chr3-94375656-27
NR1080--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR3968--MA0511.2.RUNX2	chr19	57055914	57055922	+	0.000	0.000	Merged-chr19-57055875-36
NR917--MA0002.2.RUNX1	chr10	80763638	80763648	-	0.000	0.000	Merged-chr10-80763655-40
NR1251--MA0684.1.RUNX3	chr11	59421697	59421706	+	0.000	0.000	Merged-chr11-59421844-42
NR4817--MA0002.2.RUNX1	chr3	105133254	105133264	+	0.000	0.000	Merged-chr3-105133189-20
NR1377--MA0511.2.RUNX2	chr11	99136609	99136617	+	0.000	0.000	Merged-chr11-99136684-32
NR7189--MA0002.2.RUNX1	chr8	70833092	70833102	+	0.000	0.000	Merged-chr8-70833236-40
NR864--MA0002.2.RUNX1	chr10	67663187	67663197	+	0.000	0.000	Merged-chr10-67663351-25
NR3087--MA0684.1.RUNX3	chr16	78547534	78547543	+	0.000	0.000	Merged-chr16-78547576-18
NR102--MA0002.2.RUNX1	chr1	52019867	52019877	+	0.000	0.000	Merged-chr1-52019898-50
NR1121--MA0684.1.RUNX3	chr10	130439227	130439236	-	0.000	0.000	Merged-chr10-130439179-24
NR754--MA0684.1.RUNX3	chr10	26799660	26799669	+	0.000	0.000	Merged-chr10-26799592-100
NR5779--MA0684.1.RUNX3	chr5	98161553	98161562	-	0.000	0.000	Merged-chr5-98161434-16
NR6391--MA0002.2.RUNX1	chr6	126811745	126811755	+	0.000	0.000	Merged-chr6-126811749-38
NR5858--MA0511.2.RUNX2	chr5	113621184	113621192	-	0.000	0.000	Merged-chr5-113621220-18
NR5301--MA0511.2.RUNX2	chr4	102712035	102712043	-	0.000	0.000	Merged-chr4-102711875-43
NR5474--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR7819--MA0002.2.RUNX1	chr9	122188779	122188789	-	0.000	0.000	Merged-chr9-122188885-48
NR5077--MA0511.2.RUNX2	chr4	6476575	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR6880--MA0002.2.RUNX1	chr7	118499181	118499191	+	0.000	0.000	Merged-chr7-118499270-20
NR1004--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR2933--MA0002.2.RUNX1	chr16	24217021	24217031	-	0.000	0.000	Merged-chr16-24217048-44
NR4693--MA0511.2.RUNX2	chr3	68789751	68789759	+	0.000	0.000	Merged-chr3-68789660-34
NR7626--MA0511.2.RUNX2	chr9	86625073	86625081	-	0.000	0.000	Merged-chr9-86625059-9
NR3568--MA0684.1.RUNX3	chr18	37926031	37926040	-	0.000	0.000	Merged-chr18-37926090-48
NR1030--MA0511.2.RUNX2	chr10	115363299	115363307	+	0.000	0.000	Merged-chr10-115363388-18
NR2566--MA0002.2.RUNX1	chr15	4816961	4816971	+	0.000	0.000	Merged-chr15-4816968-28
NR6783--MA0684.1.RUNX3	chr7	98809878	98809887	-	0.000	0.000	Merged-chr7-98809754-32
NR1378--MA0684.1.RUNX3	chr11	99136609	99136618	+	0.000	0.000	Merged-chr11-99136684-32
NR2370--MA0002.2.RUNX1	chr14	64666764	64666774	+	0.000	0.000	Merged-chr14-64666873-42
NR454--MA0684.1.RUNX3	chr1	153426974	153426983	+	0.000	0.000	Merged-chr1-153426995-33
NR782--MA0002.2.RUNX1	chr10	40163570	40163580	+	0.000	0.000	Merged-chr10-40163524-42
NR2893--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR1119--MA0002.2.RUNX1	chr10	130439226	130439236	+	0.000	0.000	Merged-chr10-130439179-24
NR7172--MA0511.2.RUNX2	chr8	66497233	66497241	+	0.000	0.000	Merged-chr8-66497339-52
NR4830--MA0684.1.RUNX3	chr3	106996465	106996474	+	0.000	0.000	Merged-chr3-106996369-21
NR2240--MA0002.2.RUNX1	chr14	20168692	20168702	-	0.000	0.000	Merged-chr14-20168649-33
NR403--MA0511.2.RUNX2	chr1	136685580	136685588	-	0.000	0.000	Merged-chr1-136685597-75
NR2492--MA0002.2.RUNX1	chr14	101879179	101879189	-	0.000	0.000	Merged-chr14-101879110-69
NR5329--MA0002.2.RUNX1	chr4	107210268	107210278	+	0.000	0.000	Merged-chr4-107210545-62
NR6632--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR2653--MA0684.1.RUNX3	chr15	51803231	51803240	+	0.000	0.000	Merged-chr15-51803142-36
NR1035--MA0511.2.RUNX2	chr10	116487538	116487546	+	0.000	0.000	Merged-chr10-116487356-53
NR6516--MA0002.2.RUNX1	chr6	146434552	146434562	-	0.000	0.000	Merged-chr6-146434496-35
NR360--MA0002.2.RUNX1	chr1	127638086	127638096	-	0.000	0.000	Merged-chr1-127638103-34
NR5027--MA0511.2.RUNX2	chr3	146758209	146758217	+	0.000	0.000	Merged-chr3-146758289-47
NR7627--MA0684.1.RUNX3	chr9	86625072	86625081	-	0.000	0.000	Merged-chr9-86625059-9
NR6083--MA0002.2.RUNX1	chr6	31072270	31072280	-	0.000	0.000	Merged-chr6-31072342-44
NR2440--MA0511.2.RUNX2	chr14	74996699	74996707	+	0.000	0.000	Merged-chr14-74996801-46
NR4150--MA0684.1.RUNX3	chr2	60774692	60774701	+	0.000	0.000	Merged-chr2-60774747-55
NR4177--MA0002.2.RUNX1	chr2	69415321	69415331	-	0.000	0.000	Merged-chr2-69415236-25
NR7173--MA0684.1.RUNX3	chr8	66497233	66497242	+	0.000	0.000	Merged-chr8-66497339-52
NR2897--MA0684.1.RUNX3	chr16	14088467	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR495--MA0002.2.RUNX1	chr1	163374768	163374778	+	0.000	0.000	Merged-chr1-163374764-34
NR6237--MA0002.2.RUNX1	chr6	88757018	88757028	+	0.000	0.000	Merged-chr6-88757111-24
NR6508--MA0002.2.RUNX1	chr6	145417485	145417495	+	0.000	0.000	Merged-chr6-145417723-108
NR4828--MA0002.2.RUNX1	chr3	106996318	106996328	-	0.000	0.000	Merged-chr3-106996369-21
NR2833--MA0511.2.RUNX2	chr15	99365118	99365126	-	0.000	0.000	Merged-chr15-99365057-34
NR404--MA0684.1.RUNX3	chr1	136685579	136685588	-	0.000	0.000	Merged-chr1-136685597-75
NR6598--MA0002.2.RUNX1	chr7	31161057	31161067	+	0.000	0.000	Merged-chr7-31161172-57
NR365--MA0002.2.RUNX1	chr1	128570146	128570156	-	0.000	0.000	Merged-chr1-128570257-50
NR38--MA0511.2.RUNX2	chr1	36025101	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR4536--MA0002.2.RUNX1	chr2	172390620	172390630	-	0.000	0.000	Merged-chr2-172390550-32
NR398--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR2508--MA0002.2.RUNX1	chr14	105240287	105240297	+	0.000	0.000	Merged-chr14-105240325-24
NR4483--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR1330--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR4992--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR6275--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR919--MA0684.1.RUNX3	chr10	80763638	80763647	+	0.000	0.000	Merged-chr10-80763655-40
NR6781--MA0684.1.RUNX3	chr7	98809645	98809654	-	0.000	0.000	Merged-chr7-98809754-32
NR6304--MA0002.2.RUNX1	chr6	108338417	108338427	+	0.000	0.000	Merged-chr6-108338556-41
NR4819--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR151--MA0511.2.RUNX2	chr1	60875323	60875331	-	0.000	0.000	Merged-chr1-60875356-55
NR5811--MA0002.2.RUNX1	chr5	105313659	105313669	-	0.000	0.000	Merged-chr5-105313637-29
NR260--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR1690--MA0684.1.RUNX3	chr12	99468132	99468141	+	0.000	0.000	Merged-chr12-99468213-62
NR6426--MA0002.2.RUNX1	chr6	129997722	129997732	-	0.000	0.000	Merged-chr6-129997694-33
NR7488--MA0511.2.RUNX2	chr9	57340023	57340031	+	0.000	0.000	Merged-chr9-57339944-60
NR6363--MA0511.2.RUNX2	chr6	122293952	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR588--MA0002.2.RUNX1	chr1	184534536	184534546	+	0.000	0.000	Merged-chr1-184534660-49
NR5410--MA0002.2.RUNX1	chr4	134117084	134117094	+	0.000	0.000	Merged-chr4-134117148-42
NR4984--MA0684.1.RUNX3	chr3	142437065	142437074	+	0.000	0.000	Merged-chr3-142437047-18
NR2228--MA0684.1.RUNX3	chr14	12243954	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR719--MA0511.2.RUNX2	chr10	21479690	21479698	-	0.000	0.000	Merged-chr10-21479566-37
NR6297--MA0684.1.RUNX3	chr6	107748974	107748983	-	0.000	0.000	Merged-chr6-107749008-33
NR4222--MA0684.1.RUNX3	chr2	78961669	78961678	+	0.000	0.000	Merged-chr2-78961805-37
NR2813--MA0684.1.RUNX3	chr15	93913639	93913648	+	0.000	0.000	Merged-chr15-93913565-49
NR6309--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR4358--MA0002.2.RUNX1	chr2	125735704	125735714	+	0.000	0.000	Merged-chr2-125735684-57
NR6147--MA0002.2.RUNX1	chr6	58832816	58832826	-	0.000	0.000	Merged-chr6-58832889-39
NR6276--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR2439--MA0002.2.RUNX1	chr14	74996629	74996639	-	0.000	0.000	Merged-chr14-74996801-46
NR1771--MA0002.2.RUNX1	chr12	114809400	114809410	+	0.000	0.000	Merged-chr12-114809482-22
NR7791--MA0002.2.RUNX1	chr9	118519164	118519174	-	0.000	0.000	Merged-chr9-118519152-31
NR7714--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR4816--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR3321--MA0002.2.RUNX1	chr17	50148371	50148381	-	0.000	0.000	Merged-chr17-50148334-29
NR4227--MA0684.1.RUNX3	chr2	79550561	79550570	-	0.000	0.000	Merged-chr2-79550583-34
NR1959--MA0002.2.RUNX1	chr13	56476959	56476969	-	0.000	0.000	Merged-chr13-56477022-46
