#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR6020--MA0002.2.RUNX1	chr4	135169304	135169314	+	0.000	0.000	Merged-chr4-135169344-25
NR4405--MA0684.1.RUNX3	chr19	37375987	37375996	+	0.000	0.000	Merged-chr19-37376124-56
NR8410--MA0511.2.RUNX2	chr9	78593272	78593280	+	0.000	0.000	Merged-chr9-78593326-11
NR2827--MA0002.2.RUNX1	chr14	78699486	78699496	+	0.000	0.000	Merged-chr14-78699403-40
NR6316--MA0684.1.RUNX3	chr5	37259132	37259141	+	0.000	0.000	Merged-chr5-37259222-30
NR6139--MA0002.2.RUNX1	chr4	150894803	150894813	-	0.000	0.000	Merged-chr4-150894695-19
NR2321--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR2573--MA0511.2.RUNX2	chr13	113549212	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR8289--MA0002.2.RUNX1	chr9	48817227	48817237	-	0.000	0.000	Merged-chr9-48817420-28
NR3929--MA0002.2.RUNX1	chr17	79394208	79394218	+	0.000	0.000	Merged-chr17-79394145-31
NR7441--MA0002.2.RUNX1	chr7	66104630	66104640	-	0.000	0.000	Merged-chr7-66104804-17
NR5433--MA0684.1.RUNX3	chr3	108737882	108737891	-	0.000	0.000	Merged-chr3-108737869-29
NR4368--MA0684.1.RUNX3	chr19	32138397	32138406	+	0.000	0.000	Merged-chr19-32138517-38
NR3963--MA0684.1.RUNX3	chr17	86779459	86779468	+	0.000	0.000	Merged-chr17-86779381-46
NR5639--MA0511.2.RUNX2	chr4	6476575	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR3545--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR1116--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR3524--MA0511.2.RUNX2	chr16	84800041	84800049	+	0.000	0.000	Merged-chr16-84800124-30
NR954--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR732--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR4009--MA0511.2.RUNX2	chr18	14675979	14675987	+	0.000	0.000	Merged-chr18-14675814-20
NR7098--MA0002.2.RUNX1	chr6	120453392	120453402	-	0.000	0.000	Merged-chr6-120453281-34
NR8413--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR3--MA0684.1.RUNX3	chr1	6467287	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR2624--MA0002.2.RUNX1	chr14	21525730	21525740	-	0.000	0.000	Merged-chr14-21525854-33
NR5389--MA0002.2.RUNX1	chr3	100495797	100495807	+	0.000	0.000	Merged-chr3-100495731-20
NR4011--MA0684.1.RUNX3	chr18	14675979	14675988	+	0.000	0.000	Merged-chr18-14675814-20
NR7557--MA0684.1.RUNX3	chr7	99794243	99794252	-	0.000	0.000	Merged-chr7-99794311-17
NR2575--MA0684.1.RUNX3	chr13	113549211	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR3442--MA0002.2.RUNX1	chr16	57176582	57176592	-	0.000	0.000	Merged-chr16-57176339-30
NR4010--MA0002.2.RUNX1	chr18	14675979	14675989	-	0.000	0.000	Merged-chr18-14675814-20
NR266--MA0002.2.RUNX1	chr1	97613864	97613874	-	0.000	0.000	Merged-chr1-97613912-17
NR5863--MA0002.2.RUNX1	chr4	98282548	98282558	+	0.000	0.000	Merged-chr4-98282479-46
NR3312--MA0002.2.RUNX1	chr16	11461798	11461808	+	0.000	0.000	Merged-chr16-11461779-30
NR6464--MA0684.1.RUNX3	chr5	100466876	100466885	+	0.000	0.000	Merged-chr5-100466890-43
NR3930--MA0684.1.RUNX3	chr17	79394209	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR4366--MA0511.2.RUNX2	chr19	32138397	32138405	+	0.000	0.000	Merged-chr19-32138517-38
NR1908--MA0002.2.RUNX1	chr12	76312087	76312097	-	0.000	0.000	Merged-chr12-76312183-20
NR2185--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR7365--MA0002.2.RUNX1	chr7	43400070	43400080	+	0.000	0.000	Merged-chr7-43399918-26
NR7684--MA0002.2.RUNX1	chr7	125630575	125630585	+	0.000	0.000	Merged-chr7-125630465-44
NR1--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
