#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR6736--MA0002.2.RUNX1	chr5	37259132	37259142	-	0.000	0.000	Merged-chr5-37259222-30
NR4275--MA0002.2.RUNX1	chr17	86779459	86779469	-	0.000	0.000	Merged-chr17-86779381-46
NR6116--MA0684.1.RUNX3	chr4	21842815	21842824	+	0.000	0.000	Merged-chr4-21842691-16
NR1902--MA0684.1.RUNX3	chr12	39851797	39851806	+	0.000	0.000	Merged-chr12-39851800-38
NR3482--MA0002.2.RUNX1	chr16	11461798	11461808	+	0.000	0.000	Merged-chr16-11461779-30
NR3372--MA0684.1.RUNX3	chr15	93298365	93298374	-	0.000	0.000	Merged-chr15-93298411-30
NR3081--MA0002.2.RUNX1	chr15	5762721	5762731	+	0.000	0.000	Merged-chr15-5762586-40
NR8677--MA0511.2.RUNX2	chr8	126420988	126420996	-	0.000	0.000	Merged-chr8-126420997-20
NR1146--MA0002.2.RUNX1	chr10	118096357	118096367	-	0.000	0.000	Merged-chr10-118096400-51
NR3424--MA0002.2.RUNX1	chr15	100461768	100461778	+	0.000	0.000	Merged-chr15-100461811-2
NR7036--MA0002.2.RUNX1	chr5	124215134	124215144	-	0.000	0.000	Merged-chr5-124215011-42
NR3371--MA0002.2.RUNX1	chr15	93298364	93298374	+	0.000	0.000	Merged-chr15-93298411-30
NR7114--MA0511.2.RUNX2	chr5	146655575	146655583	-	0.000	0.000	Merged-chr5-146655552-37
