#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR633--MA0463.1.Bcl6	chr17	17845415	17845428	+	0.000	0.000	Merged-chr17-17845619-46
NR462--MA0731.1.BCL6B	chr14	61818681	61818697	+	0.000	0.000	Merged-chr14-61818597-46
NR441--MA0463.1.Bcl6	chr14	27392161	27392174	+	0.000	0.000	Merged-chr14-27392084-21
NR1474--MA0731.1.BCL6B	chr8	46943694	46943710	-	0.000	0.000	Merged-chr8-46943576-48
NR521--MA0731.1.BCL6B	chr15	64155937	64155953	+	0.000	0.000	Merged-chr15-64155964-10
NR165--MA0463.1.Bcl6	chr10	93985595	93985608	-	0.000	0.000	Merged-chr10-93985650-27
NR590--MA0731.1.BCL6B	chr16	51878441	51878457	+	0.000	0.000	Merged-chr16-51878445-21
NR631--MA0463.1.Bcl6	chr17	17792161	17792174	-	0.000	0.000	Merged-chr17-17792149-13
NR494--MA0731.1.BCL6B	chr14	118173670	118173686	+	0.000	0.000	Merged-chr14-118173746-41
NR1528--MA0463.1.Bcl6	chr9	5623462	5623475	-	0.000	0.000	Merged-chr9-5623590-21
NR1443--MA0463.1.Bcl6	chr7	130812771	130812784	-	0.000	0.000	Merged-chr7-130812664-20
NR1103--MA0463.1.Bcl6	chr4	111415023	111415036	-	0.000	0.000	Merged-chr4-111415155-52
NR435--MA0463.1.Bcl6	chr14	18820890	18820903	+	0.000	0.000	Merged-chr14-18820757-45
NR830--MA0463.1.Bcl6	chr2	65104758	65104771	+	0.000	0.000	Merged-chr2-65104683-25
NR274--MA0731.1.BCL6B	chr11	116669950	116669966	-	0.000	0.000	Merged-chr11-116669972-23
NR275--MA0463.1.Bcl6	chr11	116687993	116688006	-	0.000	0.000	Merged-chr11-116688042-60
NR844--MA0463.1.Bcl6	chr2	79698323	79698336	+	0.000	0.000	Merged-chr2-79698404-21
NR1361--MA0731.1.BCL6B	chr6	146813207	146813223	-	0.000	0.000	Merged-chr6-146813295-20
NR1423--MA0463.1.Bcl6	chr7	110824201	110824214	+	0.000	0.000	Merged-chr7-110824322-44
NR1441--MA0463.1.Bcl6	chr7	128411244	128411257	+	0.000	0.000	Merged-chr7-128411267-1
NR424--MA0463.1.Bcl6	chr13	111655971	111655984	+	0.000	0.000	Merged-chr13-111655949-74
NR1549--MA0463.1.Bcl6	chr9	50414258	50414271	-	0.000	0.000	Merged-chr9-50414250-13
NR675--MA0463.1.Bcl6	chr17	70973772	70973785	+	0.000	0.000	Merged-chr17-70973710-59
NR1473--MA0463.1.Bcl6	chr8	46943697	46943710	+	0.000	0.000	Merged-chr8-46943576-48
NR349--MA0463.1.Bcl6	chr12	117553514	117553527	-	0.000	0.000	Merged-chr12-117553468-60
