#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR41106--MA0039.3.KLF4	chr5	150262889	150262899	+	0.000	0.000	Merged-chr5-150262822-29
NR26092--MA1107.1.KLF9	chr19	41031265	41031277	-	0.000	0.000	Merged-chr19-41031181-46
NR32871--MA0741.1.KLF16	chr3	122474234	122474244	+	0.000	0.000	Merged-chr3-122474297-38
NR19794--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR36483--MA0741.1.KLF16	chr4	140601451	140601461	-	0.000	0.000	Merged-chr4-140601329-15
NR31788--MA1107.1.KLF9	chr3	84686783	84686795	+	0.000	0.000	Merged-chr3-84686985-16
NR38809--MA0493.1.Klf1	chr5	97090261	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR42572--MA0039.3.KLF4	chr6	89286791	89286801	+	0.000	0.000	Merged-chr6-89286978-37
NR24086--MA0741.1.KLF16	chr18	53801709	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR47592--MA1107.1.KLF9	chr7	132824640	132824652	+	0.000	0.000	Merged-chr7-132824609-20
NR26751--MA0493.1.Klf1	chr2	4669894	4669904	+	0.000	0.000	Merged-chr2-4669816-18
NR22159--MA0493.1.Klf1	chr17	48002050	48002060	-	0.000	0.000	Merged-chr17-48002103-40
NR16170--MA0493.1.Klf1	chr14	77580700	77580710	+	0.000	0.000	Merged-chr14-77580770-64
NR45134--MA0741.1.KLF16	chr7	35119101	35119111	-	0.000	0.000	Merged-chr7-35119008-87
NR36482--MA0599.1.KLF5	chr4	140601454	140601463	-	0.000	0.000	Merged-chr4-140601329-15
NR10861--MA0039.3.KLF4	chr12	33220641	33220651	-	0.000	0.000	Merged-chr12-33220672-27
NR39267--MA0741.1.KLF16	chr5	113873212	113873222	-	0.000	0.000	Merged-chr5-113873174-24
NR46505--MA0742.1.Klf12	chr7	99795489	99795503	+	0.000	0.000	Merged-chr7-99795499-24
NR11454--MA0741.1.KLF16	chr12	76844939	76844949	-	0.000	0.000	Merged-chr12-76844811-17
NR43426--MA0493.1.Klf1	chr6	125434031	125434041	-	0.000	0.000	Merged-chr6-125433874-28
NR19278--MA0740.1.KLF14	chr16	18452507	18452520	-	0.000	0.000	Merged-chr16-18452480-18
NR34293--MA0493.1.Klf1	chr4	44160041	44160051	-	0.000	0.000	Merged-chr4-44160050-19
NR4242--MA1107.1.KLF9	chr10	42934811	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR2162--MA0741.1.KLF16	chr1	152270158	152270168	-	0.000	0.000	Merged-chr1-152270213-74
NR35137--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR3937--MA0599.1.KLF5	chr10	25140417	25140426	-	0.000	0.000	Merged-chr10-25140477-16
NR32767--MA0741.1.KLF16	chr3	115897928	115897938	+	0.000	0.000	Merged-chr3-115897908-5
NR46279--MA1107.1.KLF9	chr7	90341790	90341802	-	0.000	0.000	Merged-chr7-90341759-29
NR23984--MA0599.1.KLF5	chr18	43520951	43520960	+	0.000	0.000	Merged-chr18-43520913-20
NR48245--MA0599.1.KLF5	chr8	8661279	8661288	+	0.000	0.000	Merged-chr8-8661451-105
NR51433--MA1107.1.KLF9	chr9	32672276	32672288	-	0.000	0.000	Merged-chr9-32672440-49
NR5315--MA0493.1.Klf1	chr10	81253302	81253312	-	0.000	0.000	Merged-chr10-81253220-18
NR31499--MA0599.1.KLF5	chr3	60128385	60128394	-	0.000	0.000	Merged-chr3-60128494-15
NR30434--MA0741.1.KLF16	chr2	168525574	168525584	+	0.000	0.000	Merged-chr2-168525389-54
NR40556--MA0599.1.KLF5	chr5	140663391	140663400	+	0.000	0.000	Merged-chr5-140663494-2
NR18396--MA0599.1.KLF5	chr15	93374732	93374741	-	0.000	0.000	Merged-chr15-93374795-20
NR33679--MA0599.1.KLF5	chr3	157884205	157884214	+	0.000	0.000	Merged-chr3-157884103-23
NR38100--MA0741.1.KLF16	chr5	51552661	51552671	+	0.000	0.000	Merged-chr5-51552540-96
NR28764--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR49955--MA0741.1.KLF16	chr8	95349082	95349092	-	0.000	0.000	Merged-chr8-95348986-27
NR11452--MA0599.1.KLF5	chr12	76844936	76844945	-	0.000	0.000	Merged-chr12-76844811-17
NR34769--MA0599.1.KLF5	chr4	63486710	63486719	+	0.000	0.000	Merged-chr4-63486767-20
NR41483--MA0742.1.Klf12	chr6	34937962	34937976	-	0.000	0.000	Merged-chr6-34938048-1
NR24651--MA0742.1.Klf12	chr18	75419450	75419464	+	0.000	0.000	Merged-chr18-75419579-57
NR40592--MA0599.1.KLF5	chr5	140944727	140944736	-	0.000	0.000	Merged-chr5-140944857-24
NR46508--MA1107.1.KLF9	chr7	99795489	99795501	+	0.000	0.000	Merged-chr7-99795499-24
NR51568--MA1107.1.KLF9	chr9	41160881	41160893	-	0.000	0.000	Merged-chr9-41160864-12
NR17772--MA0599.1.KLF5	chr15	77056010	77056019	-	0.000	0.000	Merged-chr15-77055965-11
NR23835--MA0741.1.KLF16	chr18	35849820	35849830	+	0.000	0.000	Merged-chr18-35849928-52
NR38907--MA0741.1.KLF16	chr5	100896515	100896525	+	0.000	0.000	Merged-chr5-100896571-13
NR34111--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR41516--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR45989--MA0741.1.KLF16	chr7	79190950	79190960	-	0.000	0.000	Merged-chr7-79190820-25
NR41099--MA1107.1.KLF9	chr5	150259544	150259556	+	0.000	0.000	Merged-chr5-150259783-65
NR13942--MA0741.1.KLF16	chr13	94567552	94567562	-	0.000	0.000	Merged-chr13-94567668-9
NR34527--MA0493.1.Klf1	chr4	54527733	54527743	-	0.000	0.000	Merged-chr4-54527768-19
NR329--MA0599.1.KLF5	chr1	36920566	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR30631--MA0741.1.KLF16	chr2	173444619	173444629	+	0.000	0.000	Merged-chr2-173444560-32
NR20153--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR54576--MA0740.1.KLF14	chrX	104857308	104857321	+	0.000	0.000	Merged-chrX-104857124-25
NR33272--MA0599.1.KLF5	chr3	138864389	138864398	+	0.000	0.000	Merged-chr3-138864342-22
NR41519--MA0741.1.KLF16	chr6	37564053	37564063	+	0.000	0.000	Merged-chr6-37564158-19
NR38905--MA0599.1.KLF5	chr5	100896515	100896524	+	0.000	0.000	Merged-chr5-100896571-13
NR47728--MA1107.1.KLF9	chr7	136894457	136894469	+	0.000	0.000	Merged-chr7-136894538-85
NR38439--MA0493.1.Klf1	chr5	73223255	73223265	-	0.000	0.000	Merged-chr5-73223278-33
NR8737--MA1107.1.KLF9	chr11	80504355	80504367	+	0.000	0.000	Merged-chr11-80504539-24
NR18400--MA1107.1.KLF9	chr15	93374730	93374742	-	0.000	0.000	Merged-chr15-93374795-20
NR51564--MA0741.1.KLF16	chr9	41160880	41160890	-	0.000	0.000	Merged-chr9-41160864-12
NR32781--MA0741.1.KLF16	chr3	116200269	116200279	+	0.000	0.000	Merged-chr3-116200281-40
NR41105--MA0599.1.KLF5	chr5	150262888	150262897	+	0.000	0.000	Merged-chr5-150262822-29
NR26018--MA1107.1.KLF9	chr19	37535098	37535110	-	0.000	0.000	Merged-chr19-37535192-30
NR150--MA0599.1.KLF5	chr1	21064335	21064344	-	0.000	0.000	Merged-chr1-21064468-17
NR52537--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR30414--MA0493.1.Klf1	chr2	167936117	167936127	-	0.000	0.000	Merged-chr2-167936072-3
NR38810--MA1107.1.KLF9	chr5	97090259	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR8482--MA0740.1.KLF14	chr11	75416245	75416258	-	0.000	0.000	Merged-chr11-75416287-12
NR24966--MA0039.3.KLF4	chr18	84911754	84911764	-	0.000	0.000	Merged-chr18-84911932-15
NR3753--MA0039.3.KLF4	chr10	14097956	14097966	-	0.000	0.000	Merged-chr10-14097983-8
NR48733--MA1107.1.KLF9	chr8	45934775	45934787	+	0.000	0.000	Merged-chr8-45934835-41
NR24201--MA1107.1.KLF9	chr18	60753804	60753816	+	0.000	0.000	Merged-chr18-60753803-11
NR7421--MA0741.1.KLF16	chr11	35023891	35023901	-	0.000	0.000	Merged-chr11-35024082-11
NR6053--MA0599.1.KLF5	chr10	111562893	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR35121--MA0599.1.KLF5	chr4	102584704	102584713	+	0.000	0.000	Merged-chr4-102584866-14
NR7102--MA0493.1.Klf1	chr11	20035549	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR10762--MA0741.1.KLF16	chr12	25601194	25601204	-	0.000	0.000	Merged-chr12-25601123-16
NR28639--MA0741.1.KLF16	chr2	93448976	93448986	+	0.000	0.000	Merged-chr2-93448955-1
NR48725--MA0493.1.Klf1	chr8	45410379	45410389	-	0.000	0.000	Merged-chr8-45410262-39
NR5956--MA1107.1.KLF9	chr10	108446304	108446316	-	0.000	0.000	Merged-chr10-108446364-45
NR30683--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR12591--MA1107.1.KLF9	chr13	13584437	13584449	+	0.000	0.000	Merged-chr13-13584460-6
NR12900--MA1107.1.KLF9	chr13	36214170	36214182	-	0.000	0.000	Merged-chr13-36214295-21
NR43639--MA0599.1.KLF5	chr6	134450908	134450917	-	0.000	0.000	Merged-chr6-134450954-21
NR32773--MA0741.1.KLF16	chr3	115897934	115897944	+	0.000	0.000	Merged-chr3-115897908-5
NR43978--MA1107.1.KLF9	chr6	146909287	146909299	-	0.000	0.000	Merged-chr6-146909380-33
NR23153--MA0599.1.KLF5	chr17	84855804	84855813	-	0.000	0.000	Merged-chr17-84855735-62
NR22684--MA0742.1.Klf12	chr17	72854434	72854448	-	0.000	0.000	Merged-chr17-72854440-12
NR29412--MA0741.1.KLF16	chr2	131294251	131294261	-	0.000	0.000	Merged-chr2-131294134-10
NR39266--MA0599.1.KLF5	chr5	113873221	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR30020--MA1107.1.KLF9	chr2	157122081	157122093	-	0.000	0.000	Merged-chr2-157121969-26
NR8483--MA0657.1.KLF13	chr11	75416242	75416259	-	0.000	0.000	Merged-chr11-75416287-12
NR3944--MA0741.1.KLF16	chr10	25140427	25140437	-	0.000	0.000	Merged-chr10-25140477-16
NR11518--MA0741.1.KLF16	chr12	79628758	79628768	-	0.000	0.000	Merged-chr12-79628685-20
NR47724--MA0742.1.Klf12	chr7	136894457	136894471	+	0.000	0.000	Merged-chr7-136894538-85
NR46191--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR31362--MA0599.1.KLF5	chr3	51701527	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR6239--MA0741.1.KLF16	chr10	118090010	118090020	-	0.000	0.000	Merged-chr10-118090052-13
NR50967--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR26086--MA1107.1.KLF9	chr19	41031253	41031265	-	0.000	0.000	Merged-chr19-41031181-46
NR22069--MA0741.1.KLF16	chr17	46916610	46916620	+	0.000	0.000	Merged-chr17-46916571-11
NR48659--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR3356--MA1107.1.KLF9	chr1	191486768	191486780	-	0.000	0.000	Merged-chr1-191486758-12
NR41486--MA0493.1.Klf1	chr6	34937966	34937976	-	0.000	0.000	Merged-chr6-34938048-1
NR47457--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR53694--MA0742.1.Klf12	chr9	119988496	119988510	-	0.000	0.000	Merged-chr9-119988491-33
NR12808--MA0599.1.KLF5	chr13	30186470	30186479	-	0.000	0.000	Merged-chr13-30186492-12
NR34031--MA0741.1.KLF16	chr4	34551360	34551370	-	0.000	0.000	Merged-chr4-34551500-9
NR28706--MA0599.1.KLF5	chr2	102039395	102039404	+	0.000	0.000	Merged-chr2-102039537-38
NR2335--MA0741.1.KLF16	chr1	156522401	156522411	-	0.000	0.000	Merged-chr1-156522298-40
NR43656--MA0039.3.KLF4	chr6	134884047	134884057	+	0.000	0.000	Merged-chr6-134883955-22
NR45487--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR17244--MA0039.3.KLF4	chr15	53308731	53308741	-	0.000	0.000	Merged-chr15-53308754-31
NR33999--MA0599.1.KLF5	chr4	33077860	33077869	+	0.000	0.000	Merged-chr4-33077761-28
NR51562--MA0599.1.KLF5	chr9	41160883	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR22157--MA0741.1.KLF16	chr17	48001996	48002006	+	0.000	0.000	Merged-chr17-48002103-40
NR47489--MA0599.1.KLF5	chr7	130893054	130893063	-	0.000	0.000	Merged-chr7-130893114-41
NR4241--MA0493.1.Klf1	chr10	42934813	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR1746--MA0741.1.KLF16	chr1	130522447	130522457	+	0.000	0.000	Merged-chr1-130522626-12
NR18395--MA0740.1.KLF14	chr15	93374729	93374742	-	0.000	0.000	Merged-chr15-93374795-20
NR38307--MA0599.1.KLF5	chr5	65889195	65889204	+	0.000	0.000	Merged-chr5-65889163-36
NR51570--MA1107.1.KLF9	chr9	41160887	41160899	-	0.000	0.000	Merged-chr9-41160864-12
NR48732--MA0741.1.KLF16	chr8	45934776	45934786	+	0.000	0.000	Merged-chr8-45934835-41
NR52442--MA0599.1.KLF5	chr9	77683657	77683666	+	0.000	0.000	Merged-chr9-77683679-29
NR52079--MA0493.1.Klf1	chr9	61236137	61236147	+	0.000	0.000	Merged-chr9-61236183-14
NR48997--MA0741.1.KLF16	chr8	61606944	61606954	+	0.000	0.000	Merged-chr8-61607091-30
NR31944--MA1107.1.KLF9	chr3	89179230	89179242	-	0.000	0.000	Merged-chr3-89179239-17
NR17515--MA0599.1.KLF5	chr15	66286892	66286901	+	0.000	0.000	Merged-chr15-66286791-54
NR50391--MA1107.1.KLF9	chr8	114506084	114506096	-	0.000	0.000	Merged-chr8-114506190-31
NR178--MA0740.1.KLF14	chr1	22806093	22806106	-	0.000	0.000	Merged-chr1-22806040-36
NR26020--MA1107.1.KLF9	chr19	37535102	37535114	-	0.000	0.000	Merged-chr19-37535192-30
NR54239--MA0740.1.KLF14	chrX	53607882	53607895	+	0.000	0.000	Merged-chrX-53607978-28
NR19358--MA1107.1.KLF9	chr16	21845995	21846007	+	0.000	0.000	Merged-chr16-21846082-27
NR8735--MA1107.1.KLF9	chr11	80504351	80504363	+	0.000	0.000	Merged-chr11-80504539-24
NR46507--MA0493.1.Klf1	chr7	99795489	99795499	+	0.000	0.000	Merged-chr7-99795499-24
NR51989--MA0741.1.KLF16	chr9	58112634	58112644	-	0.000	0.000	Merged-chr9-58112486-25
NR54820--MA0657.1.KLF13	chrX	145505097	145505114	-	0.000	0.000	Merged-chrX-145505228-74
NR42813--MA0741.1.KLF16	chr6	99485284	99485294	-	0.000	0.000	Merged-chr6-99485384-21
NR38498--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR51441--MA0742.1.Klf12	chr9	32798409	32798423	+	0.000	0.000	Merged-chr9-32798447-27
NR7310--MA0741.1.KLF16	chr11	31169344	31169354	+	0.000	0.000	Merged-chr11-31169541-9
NR330--MA0039.3.KLF4	chr1	36920567	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR11482--MA0599.1.KLF5	chr12	77193442	77193451	-	0.000	0.000	Merged-chr12-77193438-26
NR42738--MA1107.1.KLF9	chr6	95683063	95683075	+	0.000	0.000	Merged-chr6-95682989-10
NR45900--MA1107.1.KLF9	chr7	74296314	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR50906--MA0039.3.KLF4	chr8	125558864	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR12969--MA0039.3.KLF4	chr13	38958320	38958330	+	0.000	0.000	Merged-chr13-38958304-24
NR38496--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR13992--MA1107.1.KLF9	chr13	96700917	96700929	-	0.000	0.000	Merged-chr13-96700841-9
NR41104--MA0742.1.Klf12	chr5	150262887	150262901	+	0.000	0.000	Merged-chr5-150262822-29
NR19585--MA0741.1.KLF16	chr16	33714478	33714488	+	0.000	0.000	Merged-chr16-33714431-35
NR4081--MA0493.1.Klf1	chr10	37207074	37207084	-	0.000	0.000	Merged-chr10-37207171-14
NR48740--MA1107.1.KLF9	chr8	45934967	45934979	-	0.000	0.000	Merged-chr8-45934835-41
NR1250--MA0741.1.KLF16	chr1	90660227	90660237	-	0.000	0.000	Merged-chr1-90660312-12
NR6258--MA0741.1.KLF16	chr10	118310793	118310803	+	0.000	0.000	Merged-chr10-118310957-20
NR1316--MA0741.1.KLF16	chr1	92640407	92640417	+	0.000	0.000	Merged-chr1-92640529-29
NR4239--MA0742.1.Klf12	chr10	42934809	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR9727--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR7104--MA1107.1.KLF9	chr11	20035542	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR11559--MA0742.1.Klf12	chr12	82165837	82165851	+	0.000	0.000	Merged-chr12-82165766-1
NR21965--MA0599.1.KLF5	chr17	45342199	45342208	-	0.000	0.000	Merged-chr17-45342322-7
NR25929--MA0039.3.KLF4	chr19	32523946	32523956	-	0.000	0.000	Merged-chr19-32523975-16
NR32199--MA0741.1.KLF16	chr3	97294415	97294425	-	0.000	0.000	Merged-chr3-97294559-20
NR51567--MA0741.1.KLF16	chr9	41160888	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR34598--MA0599.1.KLF5	chr4	57091525	57091534	-	0.000	0.000	Merged-chr4-57091525-28
NR4412--MA1107.1.KLF9	chr10	60106216	60106228	+	0.000	0.000	Merged-chr10-60106183-11
NR13997--MA1107.1.KLF9	chr13	96700927	96700939	-	0.000	0.000	Merged-chr13-96700841-9
NR50965--MA0741.1.KLF16	chr8	126699189	126699199	-	0.000	0.000	Merged-chr8-126699390-72
NR5521--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR31793--MA1107.1.KLF9	chr3	84686793	84686805	+	0.000	0.000	Merged-chr3-84686985-16
NR7315--MA0741.1.KLF16	chr11	31169349	31169359	+	0.000	0.000	Merged-chr11-31169541-9
NR12111--MA0493.1.Klf1	chr12	106658380	106658390	-	0.000	0.000	Merged-chr12-106658505-23
NR16168--MA0740.1.KLF14	chr14	77580700	77580713	+	0.000	0.000	Merged-chr14-77580770-64
NR43640--MA0039.3.KLF4	chr6	134450906	134450916	-	0.000	0.000	Merged-chr6-134450954-21
NR22705--MA1107.1.KLF9	chr17	73164575	73164587	+	0.000	0.000	Merged-chr17-73164470-6
NR6052--MA0657.1.KLF13	chr10	111562886	111562903	+	0.000	0.000	Merged-chr10-111562842-26
NR10626--MA0599.1.KLF5	chr12	17736626	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR25635--MA0493.1.Klf1	chr19	16173076	16173086	+	0.000	0.000	Merged-chr19-16172957-13
NR12812--MA0741.1.KLF16	chr13	30186559	30186569	-	0.000	0.000	Merged-chr13-30186492-12
NR46471--MA0039.3.KLF4	chr7	99040071	99040081	+	0.000	0.000	Merged-chr7-99040146-14
NR30016--MA0742.1.Klf12	chr2	157122079	157122093	-	0.000	0.000	Merged-chr2-157121969-26
NR2019--MA0741.1.KLF16	chr1	136617397	136617407	+	0.000	0.000	Merged-chr1-136617404-40
NR12594--MA1107.1.KLF9	chr13	13584443	13584455	+	0.000	0.000	Merged-chr13-13584460-6
NR34290--MA0742.1.Klf12	chr4	44160037	44160051	-	0.000	0.000	Merged-chr4-44160050-19
NR24083--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR1744--MA0599.1.KLF5	chr1	130522445	130522454	+	0.000	0.000	Merged-chr1-130522626-12
NR37998--MA0599.1.KLF5	chr5	43355361	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR48666--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR31789--MA1107.1.KLF9	chr3	84686785	84686797	+	0.000	0.000	Merged-chr3-84686985-16
NR27355--MA0741.1.KLF16	chr2	30119931	30119941	+	0.000	0.000	Merged-chr2-30119999-30
NR38493--MA0740.1.KLF14	chr5	74704611	74704624	+	0.000	0.000	Merged-chr5-74704453-70
NR47593--MA1107.1.KLF9	chr7	132824642	132824654	+	0.000	0.000	Merged-chr7-132824609-20
NR30476--MA0493.1.Klf1	chr2	169398706	169398716	+	0.000	0.000	Merged-chr2-169398588-9
NR43114--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR52080--MA1107.1.KLF9	chr9	61236137	61236149	+	0.000	0.000	Merged-chr9-61236183-14
NR26873--MA0493.1.Klf1	chr2	12467060	12467070	-	0.000	0.000	Merged-chr2-12467220-10
NR51997--MA0740.1.KLF14	chr9	58140187	58140200	-	0.000	0.000	Merged-chr9-58140138-21
NR26872--MA0039.3.KLF4	chr2	12467058	12467068	-	0.000	0.000	Merged-chr2-12467220-10
NR31364--MA1107.1.KLF9	chr3	51701526	51701538	+	0.000	0.000	Merged-chr3-51701450-64
NR46845--MA0741.1.KLF16	chr7	112213353	112213363	-	0.000	0.000	Merged-chr7-112213302-61
NR49951--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR50904--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR5647--MA0493.1.Klf1	chr10	89487195	89487205	+	0.000	0.000	Merged-chr10-89487316-19
NR47589--MA1107.1.KLF9	chr7	132824634	132824646	+	0.000	0.000	Merged-chr7-132824609-20
NR34288--MA0740.1.KLF14	chr4	44160038	44160051	-	0.000	0.000	Merged-chr4-44160050-19
NR3938--MA0599.1.KLF5	chr10	25140423	25140432	-	0.000	0.000	Merged-chr10-25140477-16
NR47490--MA0039.3.KLF4	chr7	130903723	130903733	+	0.000	0.000	Merged-chr7-130903775-21
NR34056--MA0039.3.KLF4	chr4	35096513	35096523	+	0.000	0.000	Merged-chr4-35096609-40
NR51434--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR31500--MA0741.1.KLF16	chr3	60128382	60128392	-	0.000	0.000	Merged-chr3-60128494-15
NR13232--MA0742.1.Klf12	chr13	52976726	52976740	+	0.000	0.000	Merged-chr13-52976718-35
NR45985--MA0741.1.KLF16	chr7	79190946	79190956	-	0.000	0.000	Merged-chr7-79190820-25
NR41520--MA1107.1.KLF9	chr6	37564052	37564064	+	0.000	0.000	Merged-chr6-37564158-19
NR38494--MA0657.1.KLF13	chr5	74704610	74704627	+	0.000	0.000	Merged-chr5-74704453-70
NR10627--MA0741.1.KLF16	chr12	17736621	17736631	-	0.000	0.000	Merged-chr12-17736753-13
NR46619--MA0741.1.KLF16	chr7	101970559	101970569	+	0.000	0.000	Merged-chr7-101970646-136
NR31242--MA0741.1.KLF16	chr3	38009329	38009339	-	0.000	0.000	Merged-chr3-38009410-12
NR33790--MA0039.3.KLF4	chr4	11017780	11017790	+	0.000	0.000	Merged-chr4-11017688-10
NR552--MA1107.1.KLF9	chr1	46894825	46894837	+	0.000	0.000	Merged-chr1-46894648-40
NR1651--MA0740.1.KLF14	chr1	127425443	127425456	-	0.000	0.000	Merged-chr1-127425317-19
NR23560--MA0599.1.KLF5	chr18	14655074	14655083	+	0.000	0.000	Merged-chr18-14655041-19
NR7103--MA0741.1.KLF16	chr11	20035543	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR47720--MA0493.1.Klf1	chr7	136894414	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR50905--MA0657.1.KLF13	chr8	125558861	125558878	+	0.000	0.000	Merged-chr8-125558804-33
NR10606--MA0741.1.KLF16	chr12	17084902	17084912	-	0.000	0.000	Merged-chr12-17085011-50
NR11453--MA0599.1.KLF5	chr12	76844942	76844951	-	0.000	0.000	Merged-chr12-76844811-17
NR25928--MA0599.1.KLF5	chr19	32523948	32523957	-	0.000	0.000	Merged-chr19-32523975-16
NR28638--MA0599.1.KLF5	chr2	93448976	93448985	+	0.000	0.000	Merged-chr2-93448955-1
