#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR9225--MA0089.1.MAFG::NFE2L1	chr7	66116121	66116126	-	0.000	0.000	Merged-chr7-66116161-49
NR2193--MA0089.1.MAFG::NFE2L1	chr12	3846377	3846382	-	0.000	0.000	Merged-chr12-3846265-11
NR1149--MA0117.2.Mafb	chr10	68199582	68199593	+	0.000	0.000	Merged-chr10-68199721-19
NR3916--MA0501.1.MAF::NFE2	chr15	75728434	75728448	+	0.000	0.000	Merged-chr15-75728235-71
NR4898--MA0659.1.MAFG	chr18	4296200	4296220	-	0.000	0.000	Merged-chr18-4296046-21
NR5661--MA0659.1.MAFG	chr2	34938703	34938723	-	0.000	0.000	Merged-chr2-34938971-69
NR8497--MA0089.1.MAFG::NFE2L1	chr6	50417017	50417022	+	0.000	0.000	Merged-chr6-50417055-62
NR9328--MA0591.1.Bach1::Mafk	chr7	97042255	97042269	-	0.000	0.000	Merged-chr7-97042218-26
NR716--MA0591.1.Bach1::Mafk	chr1	173767030	173767044	-	0.000	0.000	Merged-chr1-173767204-76
NR6169--MA0117.2.Mafb	chr2	144214059	144214070	-	0.000	0.000	Merged-chr2-144214019-34
NR6292--MA0501.1.MAF::NFE2	chr2	165321778	165321792	-	0.000	0.000	Merged-chr2-165321854-18
NR5324--MA0495.2.MAFF	chr19	14668741	14668761	+	0.000	0.000	Merged-chr19-14668781-26
NR2042--MA0501.1.MAF::NFE2	chr11	109149702	109149716	+	0.000	0.000	Merged-chr11-109149686-17
NR9756--MA0501.1.MAF::NFE2	chr8	46869672	46869686	-	0.000	0.000	Merged-chr8-46869591-35
NR7677--MA0089.1.MAFG::NFE2L1	chr4	149487998	149488003	-	0.000	0.000	Merged-chr4-149487937-22
NR3704--MA0496.2.MAFK	chr14	122290558	122290576	-	0.000	0.000	Merged-chr14-122290582-19
NR2196--MA0501.1.MAF::NFE2	chr12	3846387	3846401	-	0.000	0.000	Merged-chr12-3846265-11
NR5356--MA0495.2.MAFF	chr19	20424388	20424408	-	0.000	0.000	Merged-chr19-20424322-22
NR726--MA0089.1.MAFG::NFE2L1	chr1	178182292	178182297	+	0.000	0.000	Merged-chr1-178182458-49
NR5491--MA0591.1.Bach1::Mafk	chr19	57131620	57131634	+	0.000	0.000	Merged-chr19-57131601-25
NR10535--MA0591.1.Bach1::Mafk	chr9	104269455	104269469	-	0.000	0.000	Merged-chr9-104269530-16
NR10814--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR4844--MA0495.2.MAFF	chr17	83654979	83654999	+	0.000	0.000	Merged-chr17-83654883-58
NR9269--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR3830--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR2559--MA0659.1.MAFG	chr12	103341439	103341459	+	0.000	0.000	Merged-chr12-103341437-53
NR8463--MA0501.1.MAF::NFE2	chr6	40891075	40891089	+	0.000	0.000	Merged-chr6-40891354-82
NR3322--MA0117.2.Mafb	chr14	26878960	26878971	+	0.000	0.000	Merged-chr14-26878931-33
NR5900--MA0089.1.MAFG::NFE2L1	chr2	93424738	93424743	-	0.000	0.000	Merged-chr2-93424868-55
NR8331--MA0495.2.MAFF	chr5	149641917	149641937	-	0.000	0.000	Merged-chr5-149641711-30
NR2362--MA0117.2.Mafb	chr12	70891079	70891090	+	0.000	0.000	Merged-chr12-70891118-10
NR7620--MA0591.1.Bach1::Mafk	chr4	141917940	141917954	-	0.000	0.000	Merged-chr4-141918116-30
NR3945--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR448--MA0591.1.Bach1::Mafk	chr1	127345063	127345077	+	0.000	0.000	Merged-chr1-127345077-51
NR3697--MA0501.1.MAF::NFE2	chr14	121931119	121931133	-	0.000	0.000	Merged-chr14-121931088-62
NR3450--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR1060--MA0496.2.MAFK	chr10	41978599	41978617	+	0.000	0.000	Merged-chr10-41978788-45
NR2157--MA0659.1.MAFG	chr11	119928412	119928432	+	0.000	0.000	Merged-chr11-119928597-56
NR9667--MA0089.1.MAFG::NFE2L1	chr8	11464381	11464386	+	0.000	0.000	Merged-chr8-11464225-54
NR7909--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR5635--MA0089.1.MAFG::NFE2L1	chr2	31082814	31082819	+	0.000	0.000	Merged-chr2-31082849-41
NR1818--MA0089.1.MAFG::NFE2L1	chr11	79698099	79698104	-	0.000	0.000	Merged-chr11-79698290-25
NR1079--MA0495.2.MAFF	chr10	44821682	44821702	-	0.000	0.000	Merged-chr10-44821803-43
NR10536--MA0659.1.MAFG	chr9	104269452	104269472	+	0.000	0.000	Merged-chr9-104269530-16
NR5658--MA0495.2.MAFF	chr2	34938703	34938723	+	0.000	0.000	Merged-chr2-34938971-69
NR3162--MA0117.2.Mafb	chr13	107867073	107867084	+	0.000	0.000	Merged-chr13-107866970-30
NR5242--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR9287--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR5327--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	-	0.000	0.000	Merged-chr19-14668781-26
NR6097--MA0089.1.MAFG::NFE2L1	chr2	127923518	127923523	-	0.000	0.000	Merged-chr2-127923410-36
NR5649--MA0591.1.Bach1::Mafk	chr2	32917700	32917714	+	0.000	0.000	Merged-chr2-32917728-38
NR2152--MA0089.1.MAFG::NFE2L1	chr11	119671391	119671396	-	0.000	0.000	Merged-chr11-119671227-50
NR5331--MA0496.2.MAFK	chr19	14668742	14668760	-	0.000	0.000	Merged-chr19-14668781-26
NR605--MA0591.1.Bach1::Mafk	chr1	160179675	160179689	+	0.000	0.000	Merged-chr1-160179671-30
NR3094--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR10539--MA0496.2.MAFK	chr9	104269453	104269471	-	0.000	0.000	Merged-chr9-104269530-16
NR6584--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR5328--MA0501.1.MAF::NFE2	chr19	14668747	14668761	+	0.000	0.000	Merged-chr19-14668781-26
NR10815--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR1145--MA0089.1.MAFG::NFE2L1	chr10	67727766	67727771	+	0.000	0.000	Merged-chr10-67727735-22
NR186--MA0089.1.MAFG::NFE2L1	chr1	61050562	61050567	+	0.000	0.000	Merged-chr1-61050420-56
NR5451--MA0089.1.MAFG::NFE2L1	chr19	45577489	45577494	-	0.000	0.000	Merged-chr19-45577468-39
NR1059--MA0591.1.Bach1::Mafk	chr10	41978601	41978615	+	0.000	0.000	Merged-chr10-41978788-45
NR4847--MA0496.2.MAFK	chr17	83654980	83654998	-	0.000	0.000	Merged-chr17-83654883-58
NR3946--MA0501.1.MAF::NFE2	chr15	81308188	81308202	-	0.000	0.000	Merged-chr15-81308219-24
NR10787--MA0089.1.MAFG::NFE2L1	chrX	106704807	106704812	+	0.000	0.000	Merged-chrX-106704745-40
NR2153--MA0495.2.MAFF	chr11	119928412	119928432	+	0.000	0.000	Merged-chr11-119928597-56
NR9404--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR5650--MA0501.1.MAF::NFE2	chr2	32917703	32917717	+	0.000	0.000	Merged-chr2-32917728-38
NR4444--MA0089.1.MAFG::NFE2L1	chr16	93746679	93746684	-	0.000	0.000	Merged-chr16-93746709-33
NR9329--MA0501.1.MAF::NFE2	chr7	97042252	97042266	-	0.000	0.000	Merged-chr7-97042218-26
NR9330--MA0496.2.MAFK	chr7	97042253	97042271	+	0.000	0.000	Merged-chr7-97042218-26
NR745--MA0495.2.MAFF	chr1	180403754	180403774	+	0.000	0.000	Merged-chr1-180403715-60
NR1656--MA0089.1.MAFG::NFE2L1	chr11	46474480	46474485	-	0.000	0.000	Merged-chr11-46474391-31
NR5325--MA0495.2.MAFF	chr19	14668741	14668761	-	0.000	0.000	Merged-chr19-14668781-26
NR9428--MA0089.1.MAFG::NFE2L1	chr7	114616955	114616960	+	0.000	0.000	Merged-chr7-114616980-17
NR8916--MA0591.1.Bach1::Mafk	chr6	137316523	137316537	+	0.000	0.000	Merged-chr6-137316445-24
NR2194--MA0591.1.Bach1::Mafk	chr12	3846370	3846384	-	0.000	0.000	Merged-chr12-3846265-11
NR9326--MA0089.1.MAFG::NFE2L1	chr7	97042025	97042030	+	0.000	0.000	Merged-chr7-97042218-26
NR2558--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	-	0.000	0.000	Merged-chr12-103341437-53
NR9224--MA0089.1.MAFG::NFE2L1	chr7	66116123	66116128	+	0.000	0.000	Merged-chr7-66116161-49
NR3434--MA0501.1.MAF::NFE2	chr14	54518781	54518795	+	0.000	0.000	Merged-chr14-54518806-37
NR5329--MA0501.1.MAF::NFE2	chr19	14668741	14668755	-	0.000	0.000	Merged-chr19-14668781-26
NR3919--MA0501.1.MAF::NFE2	chr15	76274317	76274331	-	0.000	0.000	Merged-chr15-76274407-77
NR2002--MA0501.1.MAF::NFE2	chr11	104667481	104667495	-	0.000	0.000	Merged-chr11-104667644-45
NR2476--MA0591.1.Bach1::Mafk	chr12	90576280	90576294	+	0.000	0.000	Merged-chr12-90576423-51
NR4845--MA0495.2.MAFF	chr17	83654979	83654999	-	0.000	0.000	Merged-chr17-83654883-58
NR9248--MA0089.1.MAFG::NFE2L1	chr7	74698146	74698151	+	0.000	0.000	Merged-chr7-74698017-54
NR8115--MA0089.1.MAFG::NFE2L1	chr5	112488431	112488436	-	0.000	0.000	Merged-chr5-112488536-19
NR7690--MA0591.1.Bach1::Mafk	chr4	151006210	151006224	-	0.000	0.000	Merged-chr4-151006161-48
NR5622--MA0495.2.MAFF	chr2	27693883	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR2561--MA0501.1.MAF::NFE2	chr12	103341439	103341453	-	0.000	0.000	Merged-chr12-103341437-53
NR1081--MA0659.1.MAFG	chr10	44821682	44821702	-	0.000	0.000	Merged-chr10-44821803-43
NR1057--MA0495.2.MAFF	chr10	41978598	41978618	+	0.000	0.000	Merged-chr10-41978788-45
NR1851--MA0117.2.Mafb	chr11	85491297	85491308	+	0.000	0.000	Merged-chr11-85491232-34
NR7689--MA0089.1.MAFG::NFE2L1	chr4	151006171	151006176	+	0.000	0.000	Merged-chr4-151006161-48
NR2158--MA0659.1.MAFG	chr11	119928412	119928432	-	0.000	0.000	Merged-chr11-119928597-56
NR4445--MA0117.2.Mafb	chr16	93746684	93746695	+	0.000	0.000	Merged-chr16-93746709-33
NR10626--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR2160--MA0496.2.MAFK	chr11	119928413	119928431	+	0.000	0.000	Merged-chr11-119928597-56
NR10537--MA0659.1.MAFG	chr9	104269452	104269472	-	0.000	0.000	Merged-chr9-104269530-16
NR8526--MA0089.1.MAFG::NFE2L1	chr6	54775837	54775842	-	0.000	0.000	Merged-chr6-54775842-27
NR8700--MA0089.1.MAFG::NFE2L1	chr6	99031656	99031661	+	0.000	0.000	Merged-chr6-99031467-37
NR8990--MA0089.1.MAFG::NFE2L1	chr6	146081106	146081111	-	0.000	0.000	Merged-chr6-146081045-99
NR5355--MA0495.2.MAFF	chr19	20424388	20424408	+	0.000	0.000	Merged-chr19-20424322-22
NR5334--MA0089.1.MAFG::NFE2L1	chr19	16255497	16255502	+	0.000	0.000	Merged-chr19-16255427-25
NR10354--MA0501.1.MAF::NFE2	chr9	61965653	61965667	+	0.000	0.000	Merged-chr9-61965647-41
NR101--MA0117.2.Mafb	chr1	38777699	38777710	+	0.000	0.000	Merged-chr1-38777708-41
NR4680--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR7115--MA0089.1.MAFG::NFE2L1	chr3	152920566	152920571	-	0.000	0.000	Merged-chr3-152920565-52
NR5357--MA0591.1.Bach1::Mafk	chr19	20424391	20424405	-	0.000	0.000	Merged-chr19-20424322-22
NR3095--MA0501.1.MAF::NFE2	chr13	99385031	99385045	-	0.000	0.000	Merged-chr13-99385105-49
NR3540--MA0117.2.Mafb	chr14	73088014	73088025	+	0.000	0.000	Merged-chr14-73088018-78
NR6187--MA0089.1.MAFG::NFE2L1	chr2	146497387	146497392	-	0.000	0.000	Merged-chr2-146497617-49
NR5636--MA0591.1.Bach1::Mafk	chr2	31082800	31082814	+	0.000	0.000	Merged-chr2-31082849-41
NR10816--MA0659.1.MAFG	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR7464--MA0495.2.MAFF	chr4	108350026	108350046	+	0.000	0.000	Merged-chr4-108350117-42
NR1354--MA0496.2.MAFK	chr10	96599771	96599789	+	0.000	0.000	Merged-chr10-96599778-54
NR3209--MA0089.1.MAFG::NFE2L1	chr13	111655550	111655555	+	0.000	0.000	Merged-chr13-111655433-3
NR9786--MA0591.1.Bach1::Mafk	chr8	68212140	68212154	-	0.000	0.000	Merged-chr8-68212337-24
NR7336--MA0117.2.Mafb	chr4	63704405	63704416	-	0.000	0.000	Merged-chr4-63704429-30
NR6070--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR5732--MA0089.1.MAFG::NFE2L1	chr2	58052712	58052717	-	0.000	0.000	Merged-chr2-58052877-27
NR2154--MA0495.2.MAFF	chr11	119928412	119928432	-	0.000	0.000	Merged-chr11-119928597-56
NR2568--MA0089.1.MAFG::NFE2L1	chr12	105001141	105001146	+	0.000	0.000	Merged-chr12-105001185-43
NR10362--MA0089.1.MAFG::NFE2L1	chr9	63785752	63785757	-	0.000	0.000	Merged-chr9-63785726-16
NR127--MA0496.2.MAFK	chr1	43888561	43888579	-	0.000	0.000	Merged-chr1-43888618-32
NR3221--MA0496.2.MAFK	chr13	113168627	113168645	+	0.000	0.000	Merged-chr13-113168484-63
NR10666--MA0591.1.Bach1::Mafk	chr9	123741174	123741188	+	0.000	0.000	Merged-chr9-123740966-33
NR6856--MA0591.1.Bach1::Mafk	chr3	104762378	104762392	+	0.000	0.000	Merged-chr3-104762450-40
NR4221--MA0089.1.MAFG::NFE2L1	chr16	33769967	33769972	-	0.000	0.000	Merged-chr16-33769896-51
NR10533--MA0495.2.MAFF	chr9	104269452	104269472	+	0.000	0.000	Merged-chr9-104269530-16
NR6206--MA0089.1.MAFG::NFE2L1	chr2	150918919	150918924	-	0.000	0.000	Merged-chr2-150918832-31
NR1348--MA0089.1.MAFG::NFE2L1	chr10	96325544	96325549	-	0.000	0.000	Merged-chr10-96325497-34
NR5648--MA0495.2.MAFF	chr2	32917697	32917717	-	0.000	0.000	Merged-chr2-32917728-38
NR1082--MA0496.2.MAFK	chr10	44821683	44821701	+	0.000	0.000	Merged-chr10-44821803-43
NR7257--MA0501.1.MAF::NFE2	chr4	40823826	40823840	-	0.000	0.000	Merged-chr4-40823922-38
NR5365--MA0591.1.Bach1::Mafk	chr19	21787354	21787368	+	0.000	0.000	Merged-chr19-21787247-22
NR6706--MA0591.1.Bach1::Mafk	chr3	88151063	88151077	-	0.000	0.000	Merged-chr3-88150976-43
NR9331--MA0496.2.MAFK	chr7	97042253	97042271	-	0.000	0.000	Merged-chr7-97042218-26
NR746--MA0495.2.MAFF	chr1	180403754	180403774	-	0.000	0.000	Merged-chr1-180403715-60
NR9298--MA0591.1.Bach1::Mafk	chr7	84196450	84196464	+	0.000	0.000	Merged-chr7-84196453-50
NR5625--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR3795--MA0089.1.MAFG::NFE2L1	chr15	41846393	41846398	+	0.000	0.000	Merged-chr15-41846585-48
NR10207--MA0495.2.MAFF	chr9	21609994	21610014	+	0.000	0.000	Merged-chr9-21610100-42
NR8332--MA0501.1.MAF::NFE2	chr5	149641923	149641937	+	0.000	0.000	Merged-chr5-149641711-30
NR2560--MA0659.1.MAFG	chr12	103341439	103341459	-	0.000	0.000	Merged-chr12-103341437-53
NR8564--MA0089.1.MAFG::NFE2L1	chr6	65573701	65573706	+	0.000	0.000	Merged-chr6-65573561-44
NR1352--MA0495.2.MAFF	chr10	96599770	96599790	+	0.000	0.000	Merged-chr10-96599778-54
NR1155--MA0501.1.MAF::NFE2	chr10	68512674	68512688	+	0.000	0.000	Merged-chr10-68512591-23
NR10093--MA0089.1.MAFG::NFE2L1	chr8	125649566	125649571	+	0.000	0.000	Merged-chr8-125649394-37
NR1353--MA0591.1.Bach1::Mafk	chr10	96599773	96599787	-	0.000	0.000	Merged-chr10-96599778-54
NR4254--MA0089.1.MAFG::NFE2L1	chr16	44362215	44362220	-	0.000	0.000	Merged-chr16-44362356-45
NR5358--MA0496.2.MAFK	chr19	20424389	20424407	+	0.000	0.000	Merged-chr19-20424322-22
NR1764--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR5623--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR10033--MA0591.1.Bach1::Mafk	chr8	120702288	120702302	-	0.000	0.000	Merged-chr8-120702084-56
NR1653--MA0501.1.MAF::NFE2	chr11	46362742	46362756	+	0.000	0.000	Merged-chr11-46362655-75
NR4843--MA0089.1.MAFG::NFE2L1	chr17	83654746	83654751	-	0.000	0.000	Merged-chr17-83654883-58
NR10485--MA0591.1.Bach1::Mafk	chr9	95151982	95151996	+	0.000	0.000	Merged-chr9-95151869-50
NR2091--MA0089.1.MAFG::NFE2L1	chr11	115643566	115643571	-	0.000	0.000	Merged-chr11-115643465-31
NR1058--MA0495.2.MAFF	chr10	41978598	41978618	-	0.000	0.000	Merged-chr10-41978788-45
NR10817--MA0496.2.MAFK	chrX	142792381	142792399	+	0.000	0.000	Merged-chrX-142792362-24
NR4969--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR8333--MA0496.2.MAFK	chr5	149641918	149641936	-	0.000	0.000	Merged-chr5-149641711-30
NR6291--MA0591.1.Bach1::Mafk	chr2	165321781	165321795	-	0.000	0.000	Merged-chr2-165321854-18
NR7467--MA0496.2.MAFK	chr4	108350027	108350045	+	0.000	0.000	Merged-chr4-108350117-42
NR8116--MA0591.1.Bach1::Mafk	chr5	112488583	112488597	-	0.000	0.000	Merged-chr5-112488536-19
NR2161--MA0496.2.MAFK	chr11	119928413	119928431	-	0.000	0.000	Merged-chr11-119928597-56
NR10136--MA0089.1.MAFG::NFE2L1	chr8	128643304	128643309	+	0.000	0.000	Merged-chr8-128643198-31
NR748--MA0501.1.MAF::NFE2	chr1	180403754	180403768	-	0.000	0.000	Merged-chr1-180403715-60
NR2159--MA0501.1.MAF::NFE2	chr11	119928418	119928432	+	0.000	0.000	Merged-chr11-119928597-56
NR5200--MA0089.1.MAFG::NFE2L1	chr18	79263189	79263194	+	0.000	0.000	Merged-chr18-79263255-24
NR9114--MA0501.1.MAF::NFE2	chr7	28820723	28820737	+	0.000	0.000	Merged-chr7-28820769-1
NR5490--MA0089.1.MAFG::NFE2L1	chr19	57131622	57131627	+	0.000	0.000	Merged-chr19-57131601-25
NR7691--MA0501.1.MAF::NFE2	chr4	151006207	151006221	-	0.000	0.000	Merged-chr4-151006161-48
NR7741--MA0501.1.MAF::NFE2	chr5	9015495	9015509	-	0.000	0.000	Merged-chr5-9015309-72
NR7386--MA0089.1.MAFG::NFE2L1	chr4	89688678	89688683	-	0.000	0.000	Merged-chr4-89688881-55
NR749--MA0496.2.MAFK	chr1	180403755	180403773	+	0.000	0.000	Merged-chr1-180403715-60
NR8641--MA0117.2.Mafb	chr6	82775641	82775652	-	0.000	0.000	Merged-chr6-82775550-35
NR5750--MA0591.1.Bach1::Mafk	chr2	60328884	60328898	-	0.000	0.000	Merged-chr2-60328757-33
NR6468--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR747--MA0591.1.Bach1::Mafk	chr1	180403757	180403771	-	0.000	0.000	Merged-chr1-180403715-60
NR2195--MA0591.1.Bach1::Mafk	chr12	3846390	3846404	-	0.000	0.000	Merged-chr12-3846265-11
NR7688--MA0501.1.MAF::NFE2	chr4	150991502	150991516	+	0.000	0.000	Merged-chr4-150991460-24
NR7621--MA0501.1.MAF::NFE2	chr4	141917937	141917951	-	0.000	0.000	Merged-chr4-141918116-30
NR7465--MA0495.2.MAFF	chr4	108350026	108350046	-	0.000	0.000	Merged-chr4-108350117-42
NR7466--MA0501.1.MAF::NFE2	chr4	108350026	108350040	-	0.000	0.000	Merged-chr4-108350117-42
NR1080--MA0659.1.MAFG	chr10	44821682	44821702	+	0.000	0.000	Merged-chr10-44821803-43
NR9302--MA0117.2.Mafb	chr7	84386654	84386665	-	0.000	0.000	Merged-chr7-84386751-45
NR2823--MA0089.1.MAFG::NFE2L1	chr13	32868434	32868439	+	0.000	0.000	Merged-chr13-32868285-30
NR4846--MA0501.1.MAF::NFE2	chr17	83654985	83654999	+	0.000	0.000	Merged-chr17-83654883-58
NR8965--MA0591.1.Bach1::Mafk	chr6	144689272	144689286	-	0.000	0.000	Merged-chr6-144689209-25
NR3222--MA0496.2.MAFK	chr13	113168627	113168645	-	0.000	0.000	Merged-chr13-113168484-63
NR4417--MA0089.1.MAFG::NFE2L1	chr16	91366733	91366738	-	0.000	0.000	Merged-chr16-91366873-55
NR10534--MA0495.2.MAFF	chr9	104269452	104269472	-	0.000	0.000	Merged-chr9-104269530-16
NR5626--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR1083--MA0496.2.MAFK	chr10	44821683	44821701	-	0.000	0.000	Merged-chr10-44821803-43
NR4899--MA0496.2.MAFK	chr18	4296201	4296219	+	0.000	0.000	Merged-chr18-4296046-21
NR5662--MA0496.2.MAFK	chr2	34938704	34938722	+	0.000	0.000	Merged-chr2-34938971-69
