#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR2582--MA0591.1.Bach1::Mafk	chr12	117268663	117268677	+	0.000	0.000	Merged-chr12-117268849-13
NR3859--MA0591.1.Bach1::Mafk	chr15	59533004	59533018	-	0.000	0.000	Merged-chr15-59533034-12
NR3600--MA0117.2.Mafb	chr14	87348966	87348977	+	0.000	0.000	Merged-chr14-87349015-16
NR9193--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR9899--MA0089.1.MAFG::NFE2L1	chr7	113419565	113419570	-	0.000	0.000	Merged-chr7-113419557-35
NR6561--MA0659.1.MAFG	chr2	169398491	169398511	-	0.000	0.000	Merged-chr2-169398588-9
NR10204--MA0117.2.Mafb	chr8	46197117	46197128	+	0.000	0.000	Merged-chr8-46197044-15
NR7512--MA0117.2.Mafb	chr4	32906735	32906746	-	0.000	0.000	Merged-chr4-32906813-40
NR2260--MA0089.1.MAFG::NFE2L1	chr12	52796533	52796538	-	0.000	0.000	Merged-chr12-52796443-43
NR7939--MA0089.1.MAFG::NFE2L1	chr4	126813418	126813423	-	0.000	0.000	Merged-chr4-126813400-21
NR1893--MA0501.1.MAF::NFE2	chr11	86473090	86473104	-	0.000	0.000	Merged-chr11-86473035-30
NR10729--MA0501.1.MAF::NFE2	chr9	36802537	36802551	+	0.000	0.000	Merged-chr9-36802612-8
NR8298--MA0659.1.MAFG	chr5	43355331	43355351	-	0.000	0.000	Merged-chr5-43355421-55
NR8497--MA0496.2.MAFK	chr5	96809711	96809729	+	0.000	0.000	Merged-chr5-96809696-9
NR2672--MA0591.1.Bach1::Mafk	chr13	23734468	23734482	+	0.000	0.000	Merged-chr13-23734534-7
NR2330--MA0495.2.MAFF	chr12	77666582	77666602	+	0.000	0.000	Merged-chr12-77666709-12
NR11349--MA0089.1.MAFG::NFE2L1	chrX	106962485	106962490	+	0.000	0.000	Merged-chrX-106962471-28
NR396--MA0089.1.MAFG::NFE2L1	chr1	91626322	91626327	+	0.000	0.000	Merged-chr1-91626193-21
NR6564--MA0496.2.MAFK	chr2	169398492	169398510	-	0.000	0.000	Merged-chr2-169398588-9
NR10202--MA0591.1.Bach1::Mafk	chr8	46197083	46197097	-	0.000	0.000	Merged-chr8-46197044-15
NR5755--MA0501.1.MAF::NFE2	chr2	24642983	24642997	+	0.000	0.000	Merged-chr2-24642906-28
NR3557--MA0501.1.MAF::NFE2	chr14	75444962	75444976	+	0.000	0.000	Merged-chr14-75444835-23
NR381--MA0089.1.MAFG::NFE2L1	chr1	89092903	89092908	-	0.000	0.000	Merged-chr1-89092949-17
NR2382--MA0089.1.MAFG::NFE2L1	chr12	87130303	87130308	+	0.000	0.000	Merged-chr12-87130424-26
NR10869--MA0591.1.Bach1::Mafk	chr9	66615317	66615331	+	0.000	0.000	Merged-chr9-66615364-32
NR8301--MA0496.2.MAFK	chr5	43355332	43355350	-	0.000	0.000	Merged-chr5-43355421-55
NR7109--MA0495.2.MAFF	chr3	108124463	108124483	+	0.000	0.000	Merged-chr3-108124378-33
NR7253--MA0089.1.MAFG::NFE2L1	chr3	133563756	133563761	-	0.000	0.000	Merged-chr3-133563771-42
NR5974--MA0089.1.MAFG::NFE2L1	chr2	71964270	71964275	-	0.000	0.000	Merged-chr2-71964438-14
NR924--MA0117.2.Mafb	chr1	192536894	192536905	+	0.000	0.000	Merged-chr1-192537162-38
NR4246--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR307--MA0591.1.Bach1::Mafk	chr1	78644144	78644158	-	0.000	0.000	Merged-chr1-78644356-22
NR8006--MA0591.1.Bach1::Mafk	chr4	141952341	141952355	+	0.000	0.000	Merged-chr4-141952458-47
NR10855--MA0659.1.MAFG	chr9	62510659	62510679	+	0.000	0.000	Merged-chr9-62510656-38
NR398--MA0501.1.MAF::NFE2	chr1	91626344	91626358	+	0.000	0.000	Merged-chr1-91626193-21
NR5783--MA0501.1.MAF::NFE2	chr2	29683795	29683809	+	0.000	0.000	Merged-chr2-29683864-12
NR1165--MA0496.2.MAFK	chr10	58480374	58480392	+	0.000	0.000	Merged-chr10-58480234-23
NR7438--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR10168--MA0496.2.MAFK	chr8	34208105	34208123	+	0.000	0.000	Merged-chr8-34208072-51
NR5708--MA0089.1.MAFG::NFE2L1	chr2	13080503	13080508	+	0.000	0.000	Merged-chr2-13080560-18
NR4202--MA0496.2.MAFK	chr16	23262324	23262342	-	0.000	0.000	Merged-chr16-23262371-32
NR5465--MA0501.1.MAF::NFE2	chr19	20799664	20799678	-	0.000	0.000	Merged-chr19-20799751-13
NR7165--MA0117.2.Mafb	chr3	120458094	120458105	+	0.000	0.000	Merged-chr3-120457943-64
NR8595--MA0089.1.MAFG::NFE2L1	chr5	115474452	115474457	-	0.000	0.000	Merged-chr5-115474524-35
NR6271--MA0591.1.Bach1::Mafk	chr2	128159201	128159215	-	0.000	0.000	Merged-chr2-128159167-18
NR9336--MA0117.2.Mafb	chr6	129229357	129229368	+	0.000	0.000	Merged-chr6-129229275-48
NR1979--MA0089.1.MAFG::NFE2L1	chr11	104001378	104001383	+	0.000	0.000	Merged-chr11-104001412-21
NR8376--MA0591.1.Bach1::Mafk	chr5	65950997	65951011	+	0.000	0.000	Merged-chr5-65951105-46
NR326--MA0089.1.MAFG::NFE2L1	chr1	83006403	83006408	+	0.000	0.000	Merged-chr1-83006483-46
NR10858--MA0496.2.MAFK	chr9	62510660	62510678	-	0.000	0.000	Merged-chr9-62510656-38
NR296--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR7558--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR2954--MA0496.2.MAFK	chr13	92639331	92639349	-	0.000	0.000	Merged-chr13-92639220-17
NR4387--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR8294--MA0495.2.MAFF	chr5	43355331	43355351	-	0.000	0.000	Merged-chr5-43355421-55
NR902--MA0089.1.MAFG::NFE2L1	chr1	190833822	190833827	+	0.000	0.000	Merged-chr1-190833916-11
NR3274--MA0496.2.MAFK	chr14	25371960	25371978	+	0.000	0.000	Merged-chr14-25371936-16
NR1371--MA0089.1.MAFG::NFE2L1	chr10	95914631	95914636	-	0.000	0.000	Merged-chr10-95914776-60
NR10318--MA0591.1.Bach1::Mafk	chr8	77311881	77311895	-	0.000	0.000	Merged-chr8-77311917-14
NR11063--MA0501.1.MAF::NFE2	chr9	103134575	103134589	+	0.000	0.000	Merged-chr9-103134672-43
NR4587--MA0089.1.MAFG::NFE2L1	chr17	5195642	5195647	+	0.000	0.000	Merged-chr17-5195608-19
NR3069--MA0495.2.MAFF	chr13	108763560	108763580	-	0.000	0.000	Merged-chr13-108763497-25
NR1887--MA0496.2.MAFK	chr11	85324147	85324165	+	0.000	0.000	Merged-chr11-85324179-42
NR11189--MA0089.1.MAFG::NFE2L1	chr9	118890137	118890142	-	0.000	0.000	Merged-chr9-118890241-21
NR3858--MA0089.1.MAFG::NFE2L1	chr15	59520033	59520038	-	0.000	0.000	Merged-chr15-59520042-4
NR7082--MA0089.1.MAFG::NFE2L1	chr3	103907901	103907906	+	0.000	0.000	Merged-chr3-103907790-52
NR5840--MA0495.2.MAFF	chr2	44953119	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR1357--MA0117.2.Mafb	chr10	94445208	94445219	-	0.000	0.000	Merged-chr10-94445343-11
NR5915--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR5277--MA0501.1.MAF::NFE2	chr18	70520979	70520993	-	0.000	0.000	Merged-chr18-70520943-32
NR2221--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR4281--MA0089.1.MAFG::NFE2L1	chr16	38017132	38017137	+	0.000	0.000	Merged-chr16-38017190-20
NR7536--MA0496.2.MAFK	chr4	33467335	33467353	+	0.000	0.000	Merged-chr4-33467571-48
NR9355--MA0501.1.MAF::NFE2	chr6	134148220	134148234	+	0.000	0.000	Merged-chr6-134148194-39
NR2465--MA0117.2.Mafb	chr12	102588581	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR7140--MA0659.1.MAFG	chr3	115642813	115642833	-	0.000	0.000	Merged-chr3-115642696-110
NR8034--MA0089.1.MAFG::NFE2L1	chr4	145284517	145284522	-	0.000	0.000	Merged-chr4-145284668-43
NR3796--MA0591.1.Bach1::Mafk	chr15	36474675	36474689	-	0.000	0.000	Merged-chr15-36474869-12
NR1595--MA0501.1.MAF::NFE2	chr11	11497907	11497921	-	0.000	0.000	Merged-chr11-11498094-24
NR1597--MA0496.2.MAFK	chr11	11497908	11497926	-	0.000	0.000	Merged-chr11-11498094-24
NR7111--MA0496.2.MAFK	chr3	108124464	108124482	+	0.000	0.000	Merged-chr3-108124378-33
NR3112--MA0117.2.Mafb	chr13	112356109	112356120	+	0.000	0.000	Merged-chr13-112356222-16
NR7127--MA0591.1.Bach1::Mafk	chr3	109748061	109748075	-	0.000	0.000	Merged-chr3-109747952-27
NR3689--MA0591.1.Bach1::Mafk	chr14	115015514	115015528	+	0.000	0.000	Merged-chr14-115015527-11
NR6816--MA0117.2.Mafb	chr3	41062071	41062082	+	0.000	0.000	Merged-chr3-41062130-17
NR10641--MA0495.2.MAFF	chr9	14559639	14559659	+	0.000	0.000	Merged-chr9-14559722-16
NR11199--MA0501.1.MAF::NFE2	chr9	121361039	121361053	+	0.000	0.000	Merged-chr9-121360909-87
NR9085--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR8494--MA0591.1.Bach1::Mafk	chr5	96809713	96809727	+	0.000	0.000	Merged-chr5-96809696-9
NR8299--MA0501.1.MAF::NFE2	chr5	43355337	43355351	+	0.000	0.000	Merged-chr5-43355421-55
NR3539--MA0591.1.Bach1::Mafk	chr14	73170121	73170135	+	0.000	0.000	Merged-chr14-73170198-47
NR9042--MA0591.1.Bach1::Mafk	chr6	83478913	83478927	-	0.000	0.000	Merged-chr6-83478852-15
NR10851--MA0496.2.MAFK	chr9	61745392	61745410	-	0.000	0.000	Merged-chr9-61745239-9
NR3558--MA0496.2.MAFK	chr14	75444957	75444975	+	0.000	0.000	Merged-chr14-75444835-23
NR1606--MA0591.1.Bach1::Mafk	chr11	19949896	19949910	-	0.000	0.000	Merged-chr11-19950024-19
NR2831--MA0501.1.MAF::NFE2	chr13	70600285	70600299	+	0.000	0.000	Merged-chr13-70600282-8
NR3599--MA0495.2.MAFF	chr14	87348966	87348986	-	0.000	0.000	Merged-chr14-87349015-16
NR7448--MA0501.1.MAF::NFE2	chr4	3660106	3660120	-	0.000	0.000	Merged-chr4-3660095-25
NR7301--MA0089.1.MAFG::NFE2L1	chr3	138746828	138746833	-	0.000	0.000	Merged-chr3-138746730-15
NR4247--MA0501.1.MAF::NFE2	chr16	32972774	32972788	+	0.000	0.000	Merged-chr16-32972762-21
NR5357--MA0089.1.MAFG::NFE2L1	chr18	80642635	80642640	+	0.000	0.000	Merged-chr18-80642669-13
NR6304--MA0591.1.Bach1::Mafk	chr2	132102955	132102969	+	0.000	0.000	Merged-chr2-132102969-23
NR1886--MA0501.1.MAF::NFE2	chr11	85324146	85324160	-	0.000	0.000	Merged-chr11-85324179-42
NR5912--MA0501.1.MAF::NFE2	chr2	58844789	58844803	+	0.000	0.000	Merged-chr2-58844622-35
NR883--MA0117.2.Mafb	chr1	189657775	189657786	+	0.000	0.000	Merged-chr1-189657722-11
NR8025--MA0591.1.Bach1::Mafk	chr4	144998420	144998434	-	0.000	0.000	Merged-chr4-144998591-35
NR9471--MA0496.2.MAFK	chr6	146960324	146960342	+	0.000	0.000	Merged-chr6-146960171-26
NR2332--MA0591.1.Bach1::Mafk	chr12	77666585	77666599	+	0.000	0.000	Merged-chr12-77666709-12
NR2416--MA0495.2.MAFF	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604478-1
NR3655--MA0501.1.MAF::NFE2	chr14	103663410	103663424	+	0.000	0.000	Merged-chr14-103663262-26
NR8943--MA0501.1.MAF::NFE2	chr6	59185422	59185436	-	0.000	0.000	Merged-chr6-59185393-33
NR7643--MA0117.2.Mafb	chr4	57091393	57091404	+	0.000	0.000	Merged-chr4-57091525-28
NR1033--MA0591.1.Bach1::Mafk	chr10	25140549	25140563	-	0.000	0.000	Merged-chr10-25140477-16
NR8498--MA0496.2.MAFK	chr5	96809711	96809729	-	0.000	0.000	Merged-chr5-96809696-9
NR2418--MA0659.1.MAFG	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604478-1
NR11190--MA0089.1.MAFG::NFE2L1	chr9	119254991	119254996	-	0.000	0.000	Merged-chr9-119254891-26
NR3736--MA0117.2.Mafb	chr15	5580415	5580426	+	0.000	0.000	Merged-chr15-5580453-13
NR2331--MA0495.2.MAFF	chr12	77666582	77666602	-	0.000	0.000	Merged-chr12-77666709-12
NR2062--MA0501.1.MAF::NFE2	chr11	114876362	114876376	+	0.000	0.000	Merged-chr11-114876342-13
NR5217--MA0501.1.MAF::NFE2	chr18	62494917	62494931	-	0.000	0.000	Merged-chr18-62494919-16
NR2584--MA0659.1.MAFG	chr12	117268660	117268680	-	0.000	0.000	Merged-chr12-117268849-13
NR10166--MA0659.1.MAFG	chr8	34208104	34208124	+	0.000	0.000	Merged-chr8-34208072-51
NR4198--MA0495.2.MAFF	chr16	23262323	23262343	+	0.000	0.000	Merged-chr16-23262371-32
NR3392--MA0089.1.MAFG::NFE2L1	chr14	52553598	52553603	+	0.000	0.000	Merged-chr14-52553618-9
NR5968--MA0089.1.MAFG::NFE2L1	chr2	70129631	70129636	-	0.000	0.000	Merged-chr2-70129785-15
NR3307--MA0117.2.Mafb	chr14	31415164	31415175	-	0.000	0.000	Merged-chr14-31414970-54
NR11124--MA0089.1.MAFG::NFE2L1	chr9	112174593	112174598	+	0.000	0.000	Merged-chr9-112174843-101
NR7925--MA0089.1.MAFG::NFE2L1	chr4	126090407	126090412	-	0.000	0.000	Merged-chr4-126090420-25
NR10845--MA0495.2.MAFF	chr9	61745391	61745411	+	0.000	0.000	Merged-chr9-61745239-9
NR9885--MA0495.2.MAFF	chr7	112213250	112213270	-	0.000	0.000	Merged-chr7-112213302-61
NR8026--MA0501.1.MAF::NFE2	chr4	144998417	144998431	-	0.000	0.000	Merged-chr4-144998591-35
NR8867--MA0089.1.MAFG::NFE2L1	chr6	33004674	33004679	+	0.000	0.000	Merged-chr6-33004502-19
NR10856--MA0659.1.MAFG	chr9	62510659	62510679	-	0.000	0.000	Merged-chr9-62510656-38
NR294--MA0659.1.MAFG	chr1	78422793	78422813	+	0.000	0.000	Merged-chr1-78422740-38
NR2832--MA0501.1.MAF::NFE2	chr13	70600297	70600311	+	0.000	0.000	Merged-chr13-70600282-8
NR5843--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR2721--MA0501.1.MAF::NFE2	chr13	41683046	41683060	+	0.000	0.000	Merged-chr13-41683049-20
NR4590--MA0659.1.MAFG	chr17	5239082	5239102	-	0.000	0.000	Merged-chr17-5238914-28
NR167--MA0495.2.MAFF	chr1	55630405	55630425	+	0.000	0.000	Merged-chr1-55630357-14
NR8916--MA0501.1.MAF::NFE2	chr6	53455711	53455725	+	0.000	0.000	Merged-chr6-53455637-20
NR10847--MA0117.2.Mafb	chr9	61745391	61745402	+	0.000	0.000	Merged-chr9-61745239-9
NR4848--MA0089.1.MAFG::NFE2L1	chr17	70702553	70702558	+	0.000	0.000	Merged-chr17-70702396-15
NR8491--MA0495.2.MAFF	chr5	96809710	96809730	+	0.000	0.000	Merged-chr5-96809696-9
NR7641--MA0501.1.MAF::NFE2	chr4	56944548	56944562	+	0.000	0.000	Merged-chr4-56944579-16
NR8005--MA0117.2.Mafb	chr4	141952347	141952358	-	0.000	0.000	Merged-chr4-141952458-47
NR10169--MA0496.2.MAFK	chr8	34208105	34208123	-	0.000	0.000	Merged-chr8-34208072-51
NR3798--MA0496.2.MAFK	chr15	36474673	36474691	+	0.000	0.000	Merged-chr15-36474869-12
NR7338--MA0501.1.MAF::NFE2	chr3	144533125	144533139	-	0.000	0.000	Merged-chr3-144533268-10
NR8493--MA0117.2.Mafb	chr5	96809719	96809730	-	0.000	0.000	Merged-chr5-96809696-9
NR337--MA0591.1.Bach1::Mafk	chr1	84881699	84881713	+	0.000	0.000	Merged-chr1-84881698-12
NR395--MA0089.1.MAFG::NFE2L1	chr1	91600803	91600808	-	0.000	0.000	Merged-chr1-91600873-13
NR2615--MA0495.2.MAFF	chr13	6626710	6626730	+	0.000	0.000	Merged-chr13-6626818-32
NR1641--MA0496.2.MAFK	chr11	23570307	23570325	+	0.000	0.000	Merged-chr11-23570355-13
NR3535--MA0591.1.Bach1::Mafk	chr14	72753118	72753132	-	0.000	0.000	Merged-chr14-72753073-15
NR4468--MA0089.1.MAFG::NFE2L1	chr16	91413276	91413281	+	0.000	0.000	Merged-chr16-91413429-37
NR3814--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR10900--MA0495.2.MAFF	chr9	71874477	71874497	+	0.000	0.000	Merged-chr9-71874475-35
NR7532--MA0495.2.MAFF	chr4	33467334	33467354	-	0.000	0.000	Merged-chr4-33467571-48
NR2335--MA0501.1.MAF::NFE2	chr12	77666588	77666602	+	0.000	0.000	Merged-chr12-77666709-12
NR3275--MA0496.2.MAFK	chr14	25371960	25371978	-	0.000	0.000	Merged-chr14-25371936-16
NR11254--MA0501.1.MAF::NFE2	chrX	37091647	37091661	+	0.000	0.000	Merged-chrX-37091711-13
NR4264--MA0089.1.MAFG::NFE2L1	chr16	35781166	35781171	+	0.000	0.000	Merged-chr16-35781109-15
NR5193--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR1941--MA0089.1.MAFG::NFE2L1	chr11	96462657	96462662	+	0.000	0.000	Merged-chr11-96462507-15
NR1888--MA0496.2.MAFK	chr11	85324147	85324165	-	0.000	0.000	Merged-chr11-85324179-42
NR6559--MA0495.2.MAFF	chr2	169398491	169398511	-	0.000	0.000	Merged-chr2-169398588-9
NR10560--MA0501.1.MAF::NFE2	chr8	125344032	125344046	-	0.000	0.000	Merged-chr8-125344095-45
NR3403--MA0117.2.Mafb	chr14	54398792	54398803	-	0.000	0.000	Merged-chr14-54398742-25
NR5318--MA0089.1.MAFG::NFE2L1	chr18	75489514	75489519	-	0.000	0.000	Merged-chr18-75489446-39
NR6563--MA0496.2.MAFK	chr2	169398492	169398510	+	0.000	0.000	Merged-chr2-169398588-9
NR2585--MA0501.1.MAF::NFE2	chr12	117268666	117268680	+	0.000	0.000	Merged-chr12-117268849-13
NR5527--MA0501.1.MAF::NFE2	chr19	32524002	32524016	+	0.000	0.000	Merged-chr19-32523975-16
NR179--MA0501.1.MAF::NFE2	chr1	58742703	58742717	+	0.000	0.000	Merged-chr1-58742743-31
NR793--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR5707--MA0089.1.MAFG::NFE2L1	chr2	12467098	12467103	-	0.000	0.000	Merged-chr2-12467220-10
NR5216--MA0591.1.Bach1::Mafk	chr18	62494920	62494934	-	0.000	0.000	Merged-chr18-62494919-16
NR10071--MA0591.1.Bach1::Mafk	chr7	142967526	142967540	-	0.000	0.000	Merged-chr7-142967366-1
NR1676--MA0089.1.MAFG::NFE2L1	chr11	44544221	44544226	-	0.000	0.000	Merged-chr11-44544227-34
NR3556--MA0659.1.MAFG	chr14	75444956	75444976	-	0.000	0.000	Merged-chr14-75444835-23
NR5668--MA0591.1.Bach1::Mafk	chr2	4669938	4669952	-	0.000	0.000	Merged-chr2-4669816-18
NR7537--MA0496.2.MAFK	chr4	33467335	33467353	-	0.000	0.000	Merged-chr4-33467571-48
NR9159--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR5938--MA0501.1.MAF::NFE2	chr2	65162009	65162023	+	0.000	0.000	Merged-chr2-65161891-30
NR4071--MA0089.1.MAFG::NFE2L1	chr15	94235382	94235387	+	0.000	0.000	Merged-chr15-94235397-15
NR377--MA0659.1.MAFG	chr1	88592332	88592352	-	0.000	0.000	Merged-chr1-88592321-13
NR10852--MA0495.2.MAFF	chr9	62510659	62510679	+	0.000	0.000	Merged-chr9-62510656-38
NR6817--MA0659.1.MAFG	chr3	41062071	41062091	+	0.000	0.000	Merged-chr3-41062130-17
NR1096--MA0089.1.MAFG::NFE2L1	chr10	39522263	39522268	-	0.000	0.000	Merged-chr10-39522157-23
NR7112--MA0496.2.MAFK	chr3	108124464	108124482	-	0.000	0.000	Merged-chr3-108124378-33
NR884--MA0501.1.MAF::NFE2	chr1	189657814	189657828	-	0.000	0.000	Merged-chr1-189657722-11
NR10854--MA0117.2.Mafb	chr9	62510659	62510670	+	0.000	0.000	Merged-chr9-62510656-38
NR10642--MA0495.2.MAFF	chr9	14559639	14559659	-	0.000	0.000	Merged-chr9-14559722-16
NR4785--MA0117.2.Mafb	chr17	48002087	48002098	+	0.000	0.000	Merged-chr17-48002103-40
NR2720--MA0495.2.MAFF	chr13	41683040	41683060	+	0.000	0.000	Merged-chr13-41683049-20
NR6154--MA0089.1.MAFG::NFE2L1	chr2	112556687	112556692	-	0.000	0.000	Merged-chr2-112556688-44
NR10320--MA0089.1.MAFG::NFE2L1	chr8	77435129	77435134	+	0.000	0.000	Merged-chr8-77435130-10
NR4715--MA0591.1.Bach1::Mafk	chr17	32023270	32023284	-	0.000	0.000	Merged-chr17-32023327-13
NR8400--MA0089.1.MAFG::NFE2L1	chr5	74476845	74476850	-	0.000	0.000	Merged-chr5-74476772-23
NR1881--MA0495.2.MAFF	chr11	85324146	85324166	+	0.000	0.000	Merged-chr11-85324179-42
NR9043--MA0501.1.MAF::NFE2	chr6	83478910	83478924	-	0.000	0.000	Merged-chr6-83478852-15
NR3559--MA0496.2.MAFK	chr14	75444957	75444975	-	0.000	0.000	Merged-chr14-75444835-23
NR1635--MA0495.2.MAFF	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR4005--MA0089.1.MAFG::NFE2L1	chr15	81035396	81035401	-	0.000	0.000	Merged-chr15-81035445-15
NR6958--MA0089.1.MAFG::NFE2L1	chr3	84395281	84395286	-	0.000	0.000	Merged-chr3-84395228-27
NR4118--MA0089.1.MAFG::NFE2L1	chr15	103263998	103264003	-	0.000	0.000	Merged-chr15-103264085-19
NR3602--MA0659.1.MAFG	chr14	87348966	87348986	-	0.000	0.000	Merged-chr14-87349015-16
NR8293--MA0495.2.MAFF	chr5	43355331	43355351	+	0.000	0.000	Merged-chr5-43355421-55
NR3065--MA0659.1.MAFG	chr13	108763381	108763401	+	0.000	0.000	Merged-chr13-108763497-25
NR3613--MA0591.1.Bach1::Mafk	chr14	99041526	99041540	-	0.000	0.000	Merged-chr14-99041540-15
