#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR3245--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR8024--MA0501.1.MAF::NFE2	chr7	108954452	108954466	-	0.000	0.000	Merged-chr7-108954427-29
NR8116--MA0089.1.MAFG::NFE2L1	chr7	123354620	123354625	+	0.000	0.000	Merged-chr7-123354508-1
NR5780--MA0496.2.MAFK	chr3	94380007	94380025	-	0.000	0.000	Merged-chr3-94379948-32
NR8897--MA0089.1.MAFG::NFE2L1	chr9	88520205	88520210	-	0.000	0.000	Merged-chr9-88520347-6
NR8418--MA0089.1.MAFG::NFE2L1	chr8	86077471	86077476	-	0.000	0.000	Merged-chr8-86077410-12
NR3936--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR4142--MA0117.2.Mafb	chr18	4296111	4296122	-	0.000	0.000	Merged-chr18-4296046-21
NR1762--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR2399--MA0496.2.MAFK	chr13	75844207	75844225	-	0.000	0.000	Merged-chr13-75844274-45
NR3243--MA0501.1.MAF::NFE2	chr15	81308188	81308202	-	0.000	0.000	Merged-chr15-81308219-24
NR6720--MA0089.1.MAFG::NFE2L1	chr5	65019247	65019252	+	0.000	0.000	Merged-chr5-65019357-18
NR8829--MA0659.1.MAFG	chr9	72097291	72097311	-	0.000	0.000	Merged-chr9-72097262-35
NR1302--MA0501.1.MAF::NFE2	chr11	46362742	46362756	+	0.000	0.000	Merged-chr11-46362655-75
NR7575--MA0089.1.MAFG::NFE2L1	chr6	127617460	127617465	+	0.000	0.000	Merged-chr6-127617353-34
NR990--MA0089.1.MAFG::NFE2L1	chr10	88540272	88540277	-	0.000	0.000	Merged-chr10-88540211-41
NR8831--MA0496.2.MAFK	chr9	72097292	72097310	-	0.000	0.000	Merged-chr9-72097262-35
NR7877--MA0089.1.MAFG::NFE2L1	chr7	66116121	66116126	-	0.000	0.000	Merged-chr7-66116161-49
NR5012--MA0501.1.MAF::NFE2	chr2	78961727	78961741	+	0.000	0.000	Merged-chr2-78961805-37
NR5339--MA0089.1.MAFG::NFE2L1	chr2	150918919	150918924	-	0.000	0.000	Merged-chr2-150918832-31
NR537--MA0089.1.MAFG::NFE2L1	chr1	171793584	171793589	+	0.000	0.000	Merged-chr1-171793480-13
NR8225--MA0089.1.MAFG::NFE2L1	chr8	13599160	13599165	-	0.000	0.000	Merged-chr8-13599016-7
NR4818--MA0501.1.MAF::NFE2	chr2	31082803	31082817	+	0.000	0.000	Merged-chr2-31082849-41
NR6359--MA0659.1.MAFG	chr4	116676207	116676227	-	0.000	0.000	Merged-chr4-116676285-17
NR6361--MA0501.1.MAF::NFE2	chr4	116676207	116676221	-	0.000	0.000	Merged-chr4-116676285-17
NR5016--MA0496.2.MAFK	chr2	79122644	79122662	+	0.000	0.000	Merged-chr2-79122721-3
NR8528--MA0501.1.MAF::NFE2	chr8	117074719	117074733	+	0.000	0.000	Merged-chr8-117074609-38
NR4281--MA0089.1.MAFG::NFE2L1	chr18	61830932	61830937	+	0.000	0.000	Merged-chr18-61830902-25
NR3674--MA0495.2.MAFF	chr16	91366658	91366678	-	0.000	0.000	Merged-chr16-91366873-55
NR8758--MA0117.2.Mafb	chr9	56083075	56083086	+	0.000	0.000	Merged-chr9-56082992-14
NR448--MA0591.1.Bach1::Mafk	chr1	160179675	160179689	+	0.000	0.000	Merged-chr1-160179671-30
NR4406--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR3667--MA0117.2.Mafb	chr16	91061783	91061794	-	0.000	0.000	Merged-chr16-91061778-38
NR7878--MA0591.1.Bach1::Mafk	chr7	66116121	66116135	+	0.000	0.000	Merged-chr7-66116161-49
NR3858--MA0501.1.MAF::NFE2	chr17	28590801	28590815	+	0.000	0.000	Merged-chr17-28590948-24
NR9050--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR6489--MA0117.2.Mafb	chr4	144906688	144906699	-	0.000	0.000	Merged-chr4-144906777-28
NR8599--MA0591.1.Bach1::Mafk	chr8	127973402	127973416	+	0.000	0.000	Merged-chr8-127973425-20
NR6768--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR8423--MA0089.1.MAFG::NFE2L1	chr8	86773153	86773158	+	0.000	0.000	Merged-chr8-86773052-11
NR7293--MA0089.1.MAFG::NFE2L1	chr6	54807453	54807458	+	0.000	0.000	Merged-chr6-54807598-18
NR8600--MA0501.1.MAF::NFE2	chr8	127973405	127973419	+	0.000	0.000	Merged-chr8-127973425-20
NR8610--MA0089.1.MAFG::NFE2L1	chr9	5623575	5623580	-	0.000	0.000	Merged-chr9-5623590-21
NR4561--MA0591.1.Bach1::Mafk	chr19	40268945	40268959	-	0.000	0.000	Merged-chr19-40268923-9
NR6469--MA0501.1.MAF::NFE2	chr4	135475693	135475707	+	0.000	0.000	Merged-chr4-135475652-18
NR5622--MA0089.1.MAFG::NFE2L1	chr3	37606061	37606066	+	0.000	0.000	Merged-chr3-37605967-27
NR1503--MA0089.1.MAFG::NFE2L1	chr11	83787528	83787533	+	0.000	0.000	Merged-chr11-83787669-12
NR1993--MA0591.1.Bach1::Mafk	chr12	99572119	99572133	-	0.000	0.000	Merged-chr12-99572243-31
NR3539--MA0591.1.Bach1::Mafk	chr16	49982464	49982478	-	0.000	0.000	Merged-chr16-49982447-38
NR820--MA0089.1.MAFG::NFE2L1	chr10	44402219	44402224	+	0.000	0.000	Merged-chr10-44402226-5
NR531--MA0089.1.MAFG::NFE2L1	chr1	171629067	171629072	+	0.000	0.000	Merged-chr1-171629248-54
NR6073--MA0089.1.MAFG::NFE2L1	chr3	152920566	152920571	-	0.000	0.000	Merged-chr3-152920565-52
NR1038--MA0496.2.MAFK	chr10	95998263	95998281	+	0.000	0.000	Merged-chr10-95998321-17
NR3461--MA0089.1.MAFG::NFE2L1	chr16	24165113	24165118	-	0.000	0.000	Merged-chr16-24164966-5
NR8596--MA0495.2.MAFF	chr8	127973399	127973419	+	0.000	0.000	Merged-chr8-127973425-20
NR2916--MA0496.2.MAFK	chr14	103850700	103850718	-	0.000	0.000	Merged-chr14-103850623-36
NR7027--MA0089.1.MAFG::NFE2L1	chr5	134326384	134326389	+	0.000	0.000	Merged-chr5-134326402-39
NR7403--MA0089.1.MAFG::NFE2L1	chr6	87394938	87394943	-	0.000	0.000	Merged-chr6-87395104-19
NR7618--MA0089.1.MAFG::NFE2L1	chr6	134117865	134117870	+	0.000	0.000	Merged-chr6-134117779-3
NR3242--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR3689--MA0089.1.MAFG::NFE2L1	chr16	93746679	93746684	-	0.000	0.000	Merged-chr16-93746709-33
NR3776--MA0089.1.MAFG::NFE2L1	chr17	12249832	12249837	+	0.000	0.000	Merged-chr17-12249903-14
NR1782--MA0495.2.MAFF	chr12	25256485	25256505	+	0.000	0.000	Merged-chr12-25256439-11
NR8598--MA0117.2.Mafb	chr8	127973408	127973419	-	0.000	0.000	Merged-chr8-127973425-20
NR6071--MA0089.1.MAFG::NFE2L1	chr3	152908016	152908021	-	0.000	0.000	Merged-chr3-152907913-16
NR959--MA0089.1.MAFG::NFE2L1	chr10	81505459	81505464	-	0.000	0.000	Merged-chr10-81505422-22
NR2726--MA0117.2.Mafb	chr14	59553434	59553445	-	0.000	0.000	Merged-chr14-59553394-22
NR6386--MA0501.1.MAF::NFE2	chr4	119689475	119689489	+	0.000	0.000	Merged-chr4-119689602-18
NR579--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR1746--MA0496.2.MAFK	chr12	12278414	12278432	+	0.000	0.000	Merged-chr12-12278395-37
NR6784--MA0495.2.MAFF	chr5	91974287	91974307	-	0.000	0.000	Merged-chr5-91974270-18
NR2715--MA0496.2.MAFK	chr14	56262267	56262285	+	0.000	0.000	Merged-chr14-56262328-32
NR3964--MA0659.1.MAFG	chr17	50470625	50470645	-	0.000	0.000	Merged-chr17-50470429-100
NR2053--MA0591.1.Bach1::Mafk	chr12	110939573	110939587	+	0.000	0.000	Merged-chr12-110939619-21
NR4394--MA0495.2.MAFF	chr18	80684420	80684440	-	0.000	0.000	Merged-chr18-80684566-45
NR7406--MA0659.1.MAFG	chr6	87436968	87436988	+	0.000	0.000	Merged-chr6-87436992-13
NR1417--MA0591.1.Bach1::Mafk	chr11	72491357	72491371	+	0.000	0.000	Merged-chr11-72491322-16
NR4815--MA0495.2.MAFF	chr2	31082797	31082817	-	0.000	0.000	Merged-chr2-31082849-41
NR1121--MA0089.1.MAFG::NFE2L1	chr10	119031225	119031230	+	0.000	0.000	Merged-chr10-119031155-35
NR561--MA0117.2.Mafb	chr1	177455720	177455731	-	0.000	0.000	Merged-chr1-177455545-12
NR7521--MA0591.1.Bach1::Mafk	chr6	119635739	119635753	-	0.000	0.000	Merged-chr6-119635924-52
NR7701--MA0089.1.MAFG::NFE2L1	chr6	145257188	145257193	-	0.000	0.000	Merged-chr6-145256997-16
NR7210--MA0089.1.MAFG::NFE2L1	chr6	28483115	28483120	+	0.000	0.000	Merged-chr6-28483013-10
NR6446--MA0117.2.Mafb	chr4	131046656	131046667	+	0.000	0.000	Merged-chr4-131046528-13
NR3508--MA0089.1.MAFG::NFE2L1	chr16	38406840	38406845	+	0.000	0.000	Merged-chr16-38406916-18
NR4851--MA0495.2.MAFF	chr2	38536551	38536571	+	0.000	0.000	Merged-chr2-38536477-82
NR7714--MA0089.1.MAFG::NFE2L1	chr6	146081106	146081111	-	0.000	0.000	Merged-chr6-146081045-99
NR8368--MA0501.1.MAF::NFE2	chr8	72285427	72285441	-	0.000	0.000	Merged-chr8-72285397-19
NR175--MA0089.1.MAFG::NFE2L1	chr1	62829929	62829934	-	0.000	0.000	Merged-chr1-62829921-36
NR3294--MA0089.1.MAFG::NFE2L1	chr15	93397650	93397655	+	0.000	0.000	Merged-chr15-93397510-3
NR5202--MA0591.1.Bach1::Mafk	chr2	120658702	120658716	-	0.000	0.000	Merged-chr2-120658645-18
NR6584--MA0089.1.MAFG::NFE2L1	chr5	10245953	10245958	-	0.000	0.000	Merged-chr5-10245943-14
NR564--MA0089.1.MAFG::NFE2L1	chr1	178182292	178182297	+	0.000	0.000	Merged-chr1-178182458-49
NR8307--MA0591.1.Bach1::Mafk	chr8	46869610	46869624	-	0.000	0.000	Merged-chr8-46869591-35
NR5397--MA0659.1.MAFG	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR6008--MA0659.1.MAFG	chr3	142590892	142590912	+	0.000	0.000	Merged-chr3-142590942-14
NR6010--MA0496.2.MAFK	chr3	142590893	142590911	-	0.000	0.000	Merged-chr3-142590942-14
NR4737--MA0089.1.MAFG::NFE2L1	chr2	11623430	11623435	-	0.000	0.000	Merged-chr2-11623326-4
NR8741--MA0089.1.MAFG::NFE2L1	chr9	54612918	54612923	-	0.000	0.000	Merged-chr9-54612864-43
NR3996--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR3305--MA0496.2.MAFK	chr15	97580207	97580225	+	0.000	0.000	Merged-chr15-97580335-5
NR1575--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR3113--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR8573--MA0117.2.Mafb	chr8	124842965	124842976	-	0.000	0.000	Merged-chr8-124843002-14
NR3502--MA0089.1.MAFG::NFE2L1	chr16	36985693	36985698	+	0.000	0.000	Merged-chr16-36985776-57
NR937--MA0495.2.MAFF	chr10	77531823	77531843	-	0.000	0.000	Merged-chr10-77531961-9
NR2560--MA0501.1.MAF::NFE2	chr13	113168632	113168646	+	0.000	0.000	Merged-chr13-113168484-63
NR5884--MA0495.2.MAFF	chr3	116434928	116434948	+	0.000	0.000	Merged-chr3-116434903-21
NR4488--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	-	0.000	0.000	Merged-chr19-14668781-26
NR6744--MA0591.1.Bach1::Mafk	chr5	72743125	72743139	-	0.000	0.000	Merged-chr5-72743275-18
NR5400--MA0496.2.MAFK	chr2	160658028	160658046	+	0.000	0.000	Merged-chr2-160657923-30
NR8023--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR7063--MA0659.1.MAFG	chr5	139300518	139300538	+	0.000	0.000	Merged-chr5-139300628-14
NR5399--MA0501.1.MAF::NFE2	chr2	160658027	160658041	-	0.000	0.000	Merged-chr2-160657923-30
NR1208--MA0501.1.MAF::NFE2	chr11	5219449	5219463	-	0.000	0.000	Merged-chr11-5219481-13
NR960--MA0591.1.Bach1::Mafk	chr10	81505570	81505584	+	0.000	0.000	Merged-chr10-81505422-22
NR2208--MA0089.1.MAFG::NFE2L1	chr13	32868434	32868439	+	0.000	0.000	Merged-chr13-32868285-30
NR8311--MA0501.1.MAF::NFE2	chr8	57387822	57387836	-	0.000	0.000	Merged-chr8-57387843-7
NR6732--MA0496.2.MAFK	chr5	66105635	66105653	+	0.000	0.000	Merged-chr5-66105655-12
NR2727--MA0591.1.Bach1::Mafk	chr14	59553428	59553442	+	0.000	0.000	Merged-chr14-59553394-22
NR938--MA0591.1.Bach1::Mafk	chr10	77531826	77531840	+	0.000	0.000	Merged-chr10-77531961-9
NR4143--MA0659.1.MAFG	chr18	4296200	4296220	+	0.000	0.000	Merged-chr18-4296046-21
NR6792--MA0501.1.MAF::NFE2	chr5	92327473	92327487	-	0.000	0.000	Merged-chr5-92327493-24
NR4834--MA0591.1.Bach1::Mafk	chr2	34140008	34140022	+	0.000	0.000	Merged-chr2-34139840-30
NR7253--MA0591.1.Bach1::Mafk	chr6	40891144	40891158	-	0.000	0.000	Merged-chr6-40891354-82
NR4483--MA0117.2.Mafb	chr19	14503996	14504007	+	0.000	0.000	Merged-chr19-14504107-29
NR358--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR3857--MA0591.1.Bach1::Mafk	chr17	28590798	28590812	+	0.000	0.000	Merged-chr17-28590948-24
NR7939--MA0591.1.Bach1::Mafk	chr7	80209834	80209848	+	0.000	0.000	Merged-chr7-80209951-53
NR939--MA0501.1.MAF::NFE2	chr10	77531829	77531843	+	0.000	0.000	Merged-chr10-77531961-9
NR6330--MA0495.2.MAFF	chr4	108350026	108350046	+	0.000	0.000	Merged-chr4-108350117-42
NR530--MA0496.2.MAFK	chr1	171627937	171627955	+	0.000	0.000	Merged-chr1-171628029-22
NR493--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR7930--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR7836--MA0501.1.MAF::NFE2	chr7	43436802	43436816	+	0.000	0.000	Merged-chr7-43436818-56
NR7888--MA0501.1.MAF::NFE2	chr7	67305113	67305127	+	0.000	0.000	Merged-chr7-67305058-11
NR4088--MA0089.1.MAFG::NFE2L1	chr17	83831307	83831312	+	0.000	0.000	Merged-chr17-83831138-30
NR3668--MA0591.1.Bach1::Mafk	chr16	91061777	91061791	+	0.000	0.000	Merged-chr16-91061778-38
NR3965--MA0496.2.MAFK	chr17	50470626	50470644	+	0.000	0.000	Merged-chr17-50470429-100
NR4651--MA0089.1.MAFG::NFE2L1	chr19	57131622	57131627	+	0.000	0.000	Merged-chr19-57131601-25
NR8969--MA0117.2.Mafb	chr9	110641074	110641085	+	0.000	0.000	Merged-chr9-110641188-21
NR7281--MA0591.1.Bach1::Mafk	chr6	50553488	50553502	+	0.000	0.000	Merged-chr6-50553342-12
NR4577--MA0089.1.MAFG::NFE2L1	chr19	42266461	42266466	-	0.000	0.000	Merged-chr19-42266343-14
NR2553--MA0496.2.MAFK	chr13	112396996	112397014	+	0.000	0.000	Merged-chr13-112396740-45
NR5017--MA0496.2.MAFK	chr2	79122644	79122662	-	0.000	0.000	Merged-chr2-79122721-3
NR2502--MA0089.1.MAFG::NFE2L1	chr13	107866816	107866821	+	0.000	0.000	Merged-chr13-107866970-30
NR8970--MA0089.1.MAFG::NFE2L1	chr9	110697379	110697384	-	0.000	0.000	Merged-chr9-110697524-12
NR6362--MA0496.2.MAFK	chr4	116676208	116676226	+	0.000	0.000	Merged-chr4-116676285-17
NR6056--MA0089.1.MAFG::NFE2L1	chr3	149467346	149467351	-	0.000	0.000	Merged-chr3-149467177-29
NR2912--MA0495.2.MAFF	chr14	103850699	103850719	-	0.000	0.000	Merged-chr14-103850623-36
NR2611--MA0501.1.MAF::NFE2	chr14	15770028	15770042	+	0.000	0.000	Merged-chr14-15770075-60
NR9--MA0089.1.MAFG::NFE2L1	chr1	13301631	13301636	+	0.000	0.000	Merged-chr1-13301807-39
NR4506--MA0501.1.MAF::NFE2	chr19	20424301	20424315	+	0.000	0.000	Merged-chr19-20424322-22
NR3675--MA0496.2.MAFK	chr16	91366659	91366677	+	0.000	0.000	Merged-chr16-91366873-55
NR2713--MA0659.1.MAFG	chr14	56262266	56262286	+	0.000	0.000	Merged-chr14-56262328-32
