#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR586--MA0508.2.PRDM1	chr14	74918627	74918636	-	0.000	0.000	Merged-chr14-74918775-39
NR1075--MA0508.2.PRDM1	chr3	18243924	18243933	-	0.000	0.000	Merged-chr3-18243680-52
NR1088--MA0508.2.PRDM1	chr3	37157128	37157137	-	0.000	0.000	Merged-chr3-37157248-37
NR260--MA0508.2.PRDM1	chr11	26586812	26586821	+	0.000	0.000	Merged-chr11-26586855-34
NR653--MA0508.2.PRDM1	chr15	94565076	94565085	-	0.000	0.000	Merged-chr15-94565077-32
NR318--MA0508.2.PRDM1	chr11	100921394	100921403	+	0.000	0.000	Merged-chr11-100921492-18
NR299--MA0508.2.PRDM1	chr11	82195153	82195162	-	0.000	0.000	Merged-chr11-82195229-33
NR1761--MA0508.2.PRDM1	chr9	66142400	66142409	-	0.000	0.000	Merged-chr9-66142492-15
NR1461--MA0508.2.PRDM1	chr6	82402619	82402628	+	0.000	0.000	Merged-chr6-82402722-33
NR345--MA0508.2.PRDM1	chr12	4918270	4918279	-	0.000	0.000	Merged-chr12-4918314-6
NR616--MA0508.2.PRDM1	chr15	12606546	12606555	+	0.000	0.000	Merged-chr15-12606518-21
NR119--MA0508.2.PRDM1	chr1	191102819	191102828	+	0.000	0.000	Merged-chr1-191102990-43
NR228--MA0508.2.PRDM1	chr10	124138536	124138545	+	0.000	0.000	Merged-chr10-124138683-21
NR316--MA0508.2.PRDM1	chr11	99131606	99131615	+	0.000	0.000	Merged-chr11-99131567-85
NR1533--MA0508.2.PRDM1	chr6	144953135	144953144	-	0.000	0.000	Merged-chr6-144953133-29
NR1180--MA0508.2.PRDM1	chr3	152149629	152149638	-	0.000	0.000	Merged-chr3-152149620-22
NR1451--MA0508.2.PRDM1	chr6	65564421	65564430	-	0.000	0.000	Merged-chr6-65564422-101
NR1076--MA0508.2.PRDM1	chr3	18243930	18243939	-	0.000	0.000	Merged-chr3-18243680-52
NR771--MA0508.2.PRDM1	chr17	45703389	45703398	-	0.000	0.000	Merged-chr17-45703436-19
NR1217--MA0508.2.PRDM1	chr4	32424569	32424578	+	0.000	0.000	Merged-chr4-32424580-38
NR784--MA0508.2.PRDM1	chr17	70973593	70973602	+	0.000	0.000	Merged-chr17-70973710-59
NR1448--MA0508.2.PRDM1	chr6	61125516	61125525	-	0.000	0.000	Merged-chr6-61125660-31
NR1828--MA0508.2.PRDM1	chrX	7865941	7865950	-	0.000	0.000	Merged-chrX-7865862-63
NR776--MA0508.2.PRDM1	chr17	47710341	47710350	-	0.000	0.000	Merged-chr17-47710307-11
NR1395--MA0508.2.PRDM1	chr5	115712214	115712223	+	0.000	0.000	Merged-chr5-115712054-77
NR102--MA0508.2.PRDM1	chr1	177338777	177338786	+	0.000	0.000	Merged-chr1-177338915-41
NR830--MA0508.2.PRDM1	chr18	61614597	61614606	+	0.000	0.000	Merged-chr18-61614590-32
NR192--MA0508.2.PRDM1	chr10	94021281	94021290	+	0.000	0.000	Merged-chr10-94021256-59
NR1366--MA0508.2.PRDM1	chr5	92327576	92327585	-	0.000	0.000	Merged-chr5-92327493-24
NR1379--MA0508.2.PRDM1	chr5	105198272	105198281	-	0.000	0.000	Merged-chr5-105198197-37
NR16--MA0508.2.PRDM1	chr1	58311354	58311363	-	0.000	0.000	Merged-chr1-58311498-34
NR1488--MA0508.2.PRDM1	chr6	107748910	107748919	-	0.000	0.000	Merged-chr6-107749008-33
NR85--MA0508.2.PRDM1	chr1	161671161	161671170	-	0.000	0.000	Merged-chr1-161671075-50
NR891--MA0508.2.PRDM1	chr19	21771791	21771800	+	0.000	0.000	Merged-chr19-21771815-24
NR923--MA0508.2.PRDM1	chr19	53900127	53900136	-	0.000	0.000	Merged-chr19-53900039-75
NR264--MA0508.2.PRDM1	chr11	32000055	32000064	-	0.000	0.000	Merged-chr11-32000120-91
NR474--MA0508.2.PRDM1	chr13	52721659	52721668	+	0.000	0.000	Merged-chr13-52721741-44
NR344--MA0508.2.PRDM1	chr12	4918240	4918249	-	0.000	0.000	Merged-chr12-4918314-6
NR689--MA0508.2.PRDM1	chr16	35742514	35742523	+	0.000	0.000	Merged-chr16-35742622-74
NR12--MA0508.2.PRDM1	chr1	40271043	40271052	+	0.000	0.000	Merged-chr1-40271212-52
NR368--MA0508.2.PRDM1	chr12	69102090	69102099	-	0.000	0.000	Merged-chr12-69102156-32
NR1211--MA0508.2.PRDM1	chr4	14882162	14882171	+	0.000	0.000	Merged-chr4-14882054-55
NR810--MA0508.2.PRDM1	chr18	19511633	19511642	-	0.000	0.000	Merged-chr18-19511551-17
NR1224--MA0508.2.PRDM1	chr4	48012445	48012454	+	0.000	0.000	Merged-chr4-48012358-52
NR1333--MA0508.2.PRDM1	chr5	28269860	28269869	-	0.000	0.000	Merged-chr5-28269924-54
NR1551--MA0508.2.PRDM1	chr7	16001783	16001792	-	0.000	0.000	Merged-chr7-16001989-41
NR1806--MA0508.2.PRDM1	chr9	107334435	107334444	+	0.000	0.000	Merged-chr9-107334469-86
