#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR13235--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR12526--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR8061--MA0496.2.MAFK	chr2	164829033	164829051	+	0.000	0.000	Merged-chr2-164829091-12
NR3845--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR10535--MA0591.1.Bach1::Mafk	chr5	105291092	105291106	+	0.000	0.000	Merged-chr5-105291153-16
NR12683--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR3065--MA0089.1.MAFG::NFE2L1	chr12	86971334	86971339	+	0.000	0.000	Merged-chr12-86971344-14
NR2555--MA0501.1.MAF::NFE2	chr11	104667481	104667495	-	0.000	0.000	Merged-chr11-104667644-45
NR1617--MA0501.1.MAF::NFE2	chr10	78130943	78130957	-	0.000	0.000	Merged-chr10-78130891-5
NR13465--MA0501.1.MAF::NFE2	chr8	117074466	117074480	+	0.000	0.000	Merged-chr8-117074609-38
NR4685--MA0089.1.MAFG::NFE2L1	chr14	121478461	121478466	-	0.000	0.000	Merged-chr14-121478313-77
NR11765--MA0089.1.MAFG::NFE2L1	chr6	129406259	129406264	-	0.000	0.000	Merged-chr6-129406250-15
NR10647--MA0089.1.MAFG::NFE2L1	chr5	118271801	118271806	-	0.000	0.000	Merged-chr5-118271976-24
NR1380--MA0089.1.MAFG::NFE2L1	chr10	28513883	28513888	-	0.000	0.000	Merged-chr10-28513793-20
NR1026--MA0117.2.Mafb	chr1	177455720	177455731	-	0.000	0.000	Merged-chr1-177455545-12
NR2282--MA0591.1.Bach1::Mafk	chr11	59418882	59418896	+	0.000	0.000	Merged-chr11-59418690-15
NR6932--MA0117.2.Mafb	chr19	44578130	44578141	-	0.000	0.000	Merged-chr19-44578241-19
NR2561--MA0591.1.Bach1::Mafk	chr11	106416597	106416611	-	0.000	0.000	Merged-chr11-106416403-62
NR7180--MA0089.1.MAFG::NFE2L1	chr2	31082814	31082819	+	0.000	0.000	Merged-chr2-31082849-41
NR5422--MA0089.1.MAFG::NFE2L1	chr16	52374354	52374359	+	0.000	0.000	Merged-chr16-52374285-15
NR11083--MA0089.1.MAFG::NFE2L1	chr6	38810285	38810290	+	0.000	0.000	Merged-chr6-38810070-95
NR5737--MA0089.1.MAFG::NFE2L1	chr17	8251948	8251953	+	0.000	0.000	Merged-chr17-8251885-20
NR3539--MA0591.1.Bach1::Mafk	chr13	45443023	45443037	+	0.000	0.000	Merged-chr13-45443236-24
NR14131--MA0591.1.Bach1::Mafk	chr9	96714260	96714274	+	0.000	0.000	Merged-chr9-96714307-38
NR7371--MA0496.2.MAFK	chr2	65134009	65134027	-	0.000	0.000	Merged-chr2-65133825-19
NR688--MA0591.1.Bach1::Mafk	chr1	135268316	135268330	+	0.000	0.000	Merged-chr1-135268339-27
NR11177--MA0591.1.Bach1::Mafk	chr6	56879612	56879626	-	0.000	0.000	Merged-chr6-56879420-1,Merged-chr6-56879700-29
NR5533--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR5664--MA0117.2.Mafb	chr16	94241376	94241387	-	0.000	0.000	Merged-chr16-94241195-48
NR1729--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR11987--MA0089.1.MAFG::NFE2L1	chr6	149307919	149307924	+	0.000	0.000	Merged-chr6-149307945-23
NR12437--MA0089.1.MAFG::NFE2L1	chr7	100448650	100448655	-	0.000	0.000	Merged-chr7-100448653-1
NR11321--MA0501.1.MAF::NFE2	chr6	72495720	72495734	-	0.000	0.000	Merged-chr6-72495605-8
NR13151--MA0501.1.MAF::NFE2	chr8	72363624	72363638	-	0.000	0.000	Merged-chr8-72363600-16
NR3485--MA0089.1.MAFG::NFE2L1	chr13	33077203	33077208	-	0.000	0.000	Merged-chr13-33077340-51
NR6093--MA0591.1.Bach1::Mafk	chr17	74864888	74864902	-	0.000	0.000	Merged-chr17-74864979-18
NR7198--MA0495.2.MAFF	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR1929--MA0089.1.MAFG::NFE2L1	chr10	118529828	118529833	+	0.000	0.000	Merged-chr10-118529914-14
NR14395--MA0089.1.MAFG::NFE2L1	chr9	124099423	124099428	+	0.000	0.000	Merged-chr9-124099299-15
NR1814--MA0089.1.MAFG::NFE2L1	chr10	107872766	107872771	+	0.000	0.000	Merged-chr10-107872809-21
NR7713--MA0591.1.Bach1::Mafk	chr2	120658702	120658716	-	0.000	0.000	Merged-chr2-120658645-18
NR8745--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR2445--MA0501.1.MAF::NFE2	chr11	87724912	87724926	+	0.000	0.000	Merged-chr11-87724985-4
NR3508--MA0089.1.MAFG::NFE2L1	chr13	37793011	37793016	-	0.000	0.000	Merged-chr13-37793215-44
NR4705--MA0117.2.Mafb	chr15	6555772	6555783	-	0.000	0.000	Merged-chr15-6555772-24
NR7202--MA0501.1.MAF::NFE2	chr2	34140011	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR10374--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR12569--MA0591.1.Bach1::Mafk	chr7	112238996	112239010	+	0.000	0.000	Merged-chr7-112238810-51
NR1549--MA0089.1.MAFG::NFE2L1	chr10	62543619	62543624	+	0.000	0.000	Merged-chr10-62543854-97
NR7160--MA0591.1.Bach1::Mafk	chr2	26183088	26183102	-	0.000	0.000	Merged-chr2-26183065-10
NR1494--MA0117.2.Mafb	chr10	53461297	53461308	+	0.000	0.000	Merged-chr10-53461441-37
NR3538--MA0495.2.MAFF	chr13	45443020	45443040	-	0.000	0.000	Merged-chr13-45443236-24
NR2488--MA0501.1.MAF::NFE2	chr11	94260051	94260065	+	0.000	0.000	Merged-chr11-94260056-24
NR12421--MA0591.1.Bach1::Mafk	chr7	98805140	98805154	+	0.000	0.000	Merged-chr7-98805003-10
NR13662--MA0089.1.MAFG::NFE2L1	chr9	21133208	21133213	+	0.000	0.000	Merged-chr9-21133285-42
NR6318--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR12272--MA0591.1.Bach1::Mafk	chr7	75760652	75760666	+	0.000	0.000	Merged-chr7-75760769-39
NR10306--MA0501.1.MAF::NFE2	chr5	66105527	66105541	+	0.000	0.000	Merged-chr5-66105655-12
NR11392--MA0501.1.MAF::NFE2	chr6	86850830	86850844	+	0.000	0.000	Merged-chr6-86850884-40
NR2650--MA0089.1.MAFG::NFE2L1	chr11	116620717	116620722	+	0.000	0.000	Merged-chr11-116620758-6
NR9053--MA0591.1.Bach1::Mafk	chr3	146758060	146758074	+	0.000	0.000	Merged-chr3-146758289-47
NR14127--MA0501.1.MAF::NFE2	chr9	95835776	95835790	+	0.000	0.000	Merged-chr9-95835913-33
NR8565--MA0089.1.MAFG::NFE2L1	chr3	87387598	87387603	-	0.000	0.000	Merged-chr3-87387698-10
NR11089--MA0501.1.MAF::NFE2	chr6	40891075	40891089	+	0.000	0.000	Merged-chr6-40891354-82
NR13107--MA0089.1.MAFG::NFE2L1	chr8	68218573	68218578	+	0.000	0.000	Merged-chr8-68218689-19
NR7749--MA0089.1.MAFG::NFE2L1	chr2	128318445	128318450	+	0.000	0.000	Merged-chr2-128318457-15
NR3820--MA0501.1.MAF::NFE2	chr13	95987379	95987393	+	0.000	0.000	Merged-chr13-95987347-15
NR7721--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR10281--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR219--MA0501.1.MAF::NFE2	chr1	61039451	61039465	-	0.000	0.000	Merged-chr1-61039499-28
NR11317--MA0591.1.Bach1::Mafk	chr6	72495723	72495737	+	0.000	0.000	Merged-chr6-72495605-8
NR8261--MA0501.1.MAF::NFE2	chr3	9853473	9853487	-	0.000	0.000	Merged-chr3-9853322-69
NR4933--MA0089.1.MAFG::NFE2L1	chr15	67158914	67158919	+	0.000	0.000	Merged-chr15-67158847-15
NR5913--MA0501.1.MAF::NFE2	chr17	47515641	47515655	+	0.000	0.000	Merged-chr17-47515680-12
NR8552--MA0591.1.Bach1::Mafk	chr3	84125975	84125989	-	0.000	0.000	Merged-chr3-84126096-28
NR12018--MA0591.1.Bach1::Mafk	chr7	15949562	15949576	-	0.000	0.000	Merged-chr7-15949519-32
NR6002--MA0501.1.MAF::NFE2	chr17	57126031	57126045	-	0.000	0.000	Merged-chr17-57126152-41
NR13595--MA0089.1.MAFG::NFE2L1	chr8	128646936	128646941	+	0.000	0.000	Merged-chr8-128646767-27
NR6983--MA0496.2.MAFK	chr19	56759978	56759996	+	0.000	0.000	Merged-chr19-56759911-13
NR2557--MA0501.1.MAF::NFE2	chr11	105093092	105093106	-	0.000	0.000	Merged-chr11-105093103-10
NR11320--MA0659.1.MAFG	chr6	72495720	72495740	-	0.000	0.000	Merged-chr6-72495605-8
NR14132--MA0089.1.MAFG::NFE2L1	chr9	96714303	96714308	-	0.000	0.000	Merged-chr9-96714307-38
NR2884--MA0495.2.MAFF	chr12	51543641	51543661	+	0.000	0.000	Merged-chr12-51543736-20
NR11937--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR8672--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR2886--MA0117.2.Mafb	chr12	51543650	51543661	-	0.000	0.000	Merged-chr12-51543736-20
NR5986--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR8062--MA0496.2.MAFK	chr2	164829033	164829051	-	0.000	0.000	Merged-chr2-164829091-12
NR12199--MA0089.1.MAFG::NFE2L1	chr7	63973638	63973643	-	0.000	0.000	Merged-chr7-63973470-12
NR5171--MA0659.1.MAFG	chr16	4503695	4503715	+	0.000	0.000	Merged-chr16-4503652-20
NR1765--MA0089.1.MAFG::NFE2L1	chr10	96325544	96325549	-	0.000	0.000	Merged-chr10-96325497-34
NR12588--MA0089.1.MAFG::NFE2L1	chr7	114616955	114616960	+	0.000	0.000	Merged-chr7-114616980-17
NR7428--MA0591.1.Bach1::Mafk	chr2	75685656	75685670	+	0.000	0.000	Merged-chr2-75685689-38
NR9717--MA0495.2.MAFF	chr4	116677954	116677974	+	0.000	0.000	Merged-chr4-116678042-15
NR11631--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR3430--MA0117.2.Mafb	chr13	19470891	19470902	-	0.000	0.000	Merged-chr13-19470938-11
NR9719--MA0659.1.MAFG	chr4	116677954	116677974	+	0.000	0.000	Merged-chr4-116678042-15
NR905--MA0089.1.MAFG::NFE2L1	chr1	164053746	164053751	+	0.000	0.000	Merged-chr1-164053798-7
NR14239--MA0501.1.MAF::NFE2	chr9	107551138	107551152	-	0.000	0.000	Merged-chr9-107551360-55
NR11933--MA0089.1.MAFG::NFE2L1	chr6	146081106	146081111	-	0.000	0.000	Merged-chr6-146081045-99
NR4391--MA0591.1.Bach1::Mafk	chr14	65393666	65393680	-	0.000	0.000	Merged-chr14-65393664-9
NR12422--MA0496.2.MAFK	chr7	98805138	98805156	+	0.000	0.000	Merged-chr7-98805003-10
NR9385--MA0501.1.MAF::NFE2	chr4	57306493	57306507	+	0.000	0.000	Merged-chr4-57306623-55
NR4198--MA0117.2.Mafb	chr14	27372921	27372932	+	0.000	0.000	Merged-chr14-27372915-15
NR2596--MA0659.1.MAFG	chr11	110897174	110897194	+	0.000	0.000	Merged-chr11-110897111-25
NR7014--MA0495.2.MAFF	chr19	60182820	60182840	-	0.000	0.000	Merged-chr19-60182957-49
NR149--MA0089.1.MAFG::NFE2L1	chr1	43843680	43843685	+	0.000	0.000	Merged-chr1-43843671-22
NR9546--MA0089.1.MAFG::NFE2L1	chr4	89178228	89178233	-	0.000	0.000	Merged-chr4-89178152-23
NR11919--MA0501.1.MAF::NFE2	chr6	144804578	144804592	+	0.000	0.000	Merged-chr6-144804553-29
NR12150--MA0501.1.MAF::NFE2	chr7	49093858	49093872	-	0.000	0.000	Merged-chr7-49093959-29
NR4586--MA0089.1.MAFG::NFE2L1	chr14	101477495	101477500	+	0.000	0.000	Merged-chr14-101477413-70
NR627--MA0591.1.Bach1::Mafk	chr1	127345063	127345077	+	0.000	0.000	Merged-chr1-127345077-51
NR5629--MA0117.2.Mafb	chr16	91793525	91793536	+	0.000	0.000	Merged-chr16-91793603-12
NR9833--MA0089.1.MAFG::NFE2L1	chr4	134047746	134047751	+	0.000	0.000	Merged-chr4-134047792-28
NR14263--MA0089.1.MAFG::NFE2L1	chr9	110697379	110697384	-	0.000	0.000	Merged-chr9-110697524-12
NR10144--MA0089.1.MAFG::NFE2L1	chr5	28064294	28064299	+	0.000	0.000	Merged-chr5-28064167-17
NR2599--MA0496.2.MAFK	chr11	110897175	110897193	-	0.000	0.000	Merged-chr11-110897111-25
NR738--MA0089.1.MAFG::NFE2L1	chr1	138584810	138584815	-	0.000	0.000	Merged-chr1-138584849-31
NR9197--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR8083--MA0501.1.MAF::NFE2	chr2	167363332	167363346	+	0.000	0.000	Merged-chr2-167363421-42
NR13928--MA0659.1.MAFG	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR10558--MA0495.2.MAFF	chr5	107646128	107646148	-	0.000	0.000	Merged-chr5-107646170-26
NR10040--MA0089.1.MAFG::NFE2L1	chr5	10245953	10245958	-	0.000	0.000	Merged-chr5-10245943-14
NR6982--MA0501.1.MAF::NFE2	chr19	56759983	56759997	+	0.000	0.000	Merged-chr19-56759911-13
NR211--MA0495.2.MAFF	chr1	60361282	60361302	+	0.000	0.000	Merged-chr1-60361245-1
NR9755--MA0089.1.MAFG::NFE2L1	chr4	120995750	120995755	-	0.000	0.000	Merged-chr4-120995846-8
NR8711--MA0089.1.MAFG::NFE2L1	chr3	107796755	107796760	-	0.000	0.000	Merged-chr3-107796765-38
NR2423--MA0501.1.MAF::NFE2	chr11	83550338	83550352	+	0.000	0.000	Merged-chr11-83550444-44
NR2444--MA0591.1.Bach1::Mafk	chr11	87724909	87724923	+	0.000	0.000	Merged-chr11-87724985-4
NR11082--MA0089.1.MAFG::NFE2L1	chr6	38809566	38809571	+	0.000	0.000	Merged-chr6-38809579-1
NR7519--MA0089.1.MAFG::NFE2L1	chr2	93424738	93424743	-	0.000	0.000	Merged-chr2-93424868-55
NR4377--MA0496.2.MAFK	chr14	63377386	63377404	-	0.000	0.000	Merged-chr14-63377518-21
NR907--MA0501.1.MAF::NFE2	chr1	164135691	164135705	-	0.000	0.000	Merged-chr1-164135865-100
NR8720--MA0591.1.Bach1::Mafk	chr3	109165417	109165431	-	0.000	0.000	Merged-chr3-109165436-34
NR11510--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR4015--MA0591.1.Bach1::Mafk	chr13	113168629	113168643	+	0.000	0.000	Merged-chr13-113168484-63
NR2759--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR8551--MA0591.1.Bach1::Mafk	chr3	84022839	84022853	-	0.000	0.000	Merged-chr3-84022944-34
NR1728--MA0089.1.MAFG::NFE2L1	chr10	93442235	93442240	-	0.000	0.000	Merged-chr10-93442339-20
NR14298--MA0117.2.Mafb	chr9	114446514	114446525	-	0.000	0.000	Merged-chr9-114446417-16
NR5622--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR11915--MA0117.2.Mafb	chr6	144689142	144689153	+	0.000	0.000	Merged-chr6-144689209-25
NR13263--MA0089.1.MAFG::NFE2L1	chr8	86077471	86077476	-	0.000	0.000	Merged-chr8-86077410-12
NR6807--MA0501.1.MAF::NFE2	chr19	20424440	20424454	+	0.000	0.000	Merged-chr19-20424322-22
NR917--MA0591.1.Bach1::Mafk	chr1	165682766	165682780	+	0.000	0.000	Merged-chr1-165682736-19
NR2453--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR4706--MA0591.1.Bach1::Mafk	chr15	6555766	6555780	+	0.000	0.000	Merged-chr15-6555772-24
NR13665--MA0089.1.MAFG::NFE2L1	chr9	21610004	21610009	-	0.000	0.000	Merged-chr9-21610100-42
NR13668--MA0496.2.MAFK	chr9	21609995	21610013	+	0.000	0.000	Merged-chr9-21610100-42
