#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR45025--MA1107.1.KLF9	chr6	145249540	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR36538--MA0599.1.KLF5	chr4	129621213	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR31879--MA0742.1.Klf12	chr3	37748093	37748107	+	0.000	0.000	Merged-chr3-37748093-56
NR14883--MA1107.1.KLF9	chr13	105067175	105067187	+	0.000	0.000	Merged-chr13-105067185-59
NR32242--MA0741.1.KLF16	chr3	69205477	69205487	+	0.000	0.000	Merged-chr3-69205788-82
NR13557--MA0493.1.Klf1	chr13	45455939	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR17594--MA0741.1.KLF16	chr15	31117489	31117499	-	0.000	0.000	Merged-chr15-31117559-26
NR9304--MA0039.3.KLF4	chr11	95356944	95356954	+	0.000	0.000	Merged-chr11-95356897-59
NR26561--MA1107.1.KLF9	chr19	43809534	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR17599--MA0493.1.Klf1	chr15	31117566	31117576	-	0.000	0.000	Merged-chr15-31117559-26
NR41429--MA0741.1.KLF16	chr5	139290673	139290683	+	0.000	0.000	Merged-chr5-139290875-38
NR26441--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR18703--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR5847--MA0741.1.KLF16	chr10	96664250	96664260	-	0.000	0.000	Merged-chr10-96664143-52
NR26440--MA0039.3.KLF4	chr19	40665956	40665966	-	0.000	0.000	Merged-chr19-40666029-20
NR38115--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR48602--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR16442--MA1107.1.KLF9	chr14	69774963	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR54818--MA1107.1.KLF9	chr9	121682271	121682283	+	0.000	0.000	Merged-chr9-121682469-52
NR8866--MA0599.1.KLF5	chr11	83540952	83540961	+	0.000	0.000	Merged-chr11-83541106-19
NR27442--MA0493.1.Klf1	chr2	18307617	18307627	+	0.000	0.000	Merged-chr2-18307843-60
NR50280--MA0493.1.Klf1	chr8	78746152	78746162	+	0.000	0.000	Merged-chr8-78746324-10
NR39704--MA0741.1.KLF16	chr5	103365786	103365796	-	0.000	0.000	Merged-chr5-103365833-17
NR56228--MA1107.1.KLF9	chrY	90807483	90807495	-	0.000	0.000	Merged-chrY-90807613-47
NR40021--MA1107.1.KLF9	chr5	112239789	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR20302--MA0599.1.KLF5	chr16	35696279	35696288	-	0.000	0.000	Merged-chr16-35696360-41
NR40003--MA0039.3.KLF4	chr5	112239744	112239754	-	0.000	0.000	Merged-chr5-112239781-12
NR6019--MA0741.1.KLF16	chr10	111571232	111571242	+	0.000	0.000	Merged-chr10-111571158-21
NR38838--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR45024--MA0493.1.Klf1	chr6	145249542	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR44087--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR53577--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR22267--MA0493.1.Klf1	chr17	31326305	31326315	-	0.000	0.000	Merged-chr17-31326302-35
NR3349--MA0741.1.KLF16	chr1	184013531	184013541	-	0.000	0.000	Merged-chr1-184013369-24
NR36136--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR40058--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR44771--MA1107.1.KLF9	chr6	140466173	140466185	-	0.000	0.000	Merged-chr6-140466408-37
NR33087--MA1107.1.KLF9	chr3	107233419	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR14574--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR37716--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR17601--MA1107.1.KLF9	chr15	31117564	31117576	-	0.000	0.000	Merged-chr15-31117559-26
NR5342--MA1107.1.KLF9	chr10	81402026	81402038	-	0.000	0.000	Merged-chr10-81401925-26
NR20575--MA0039.3.KLF4	chr16	52470453	52470463	+	0.000	0.000	Merged-chr16-52470408-42
NR19911--MA1107.1.KLF9	chr16	17405427	17405439	+	0.000	0.000	Merged-chr16-17405439-1
NR39702--MA0741.1.KLF16	chr5	103365784	103365794	-	0.000	0.000	Merged-chr5-103365833-17
NR343--MA0599.1.KLF5	chr1	36571861	36571870	-	0.000	0.000	Merged-chr1-36571820-13
NR2673--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR39681--MA1107.1.KLF9	chr5	100872341	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR1444--MA0039.3.KLF4	chr1	97613703	97613713	+	0.000	0.000	Merged-chr1-97613912-17
NR16441--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR38117--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR44097--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR44814--MA0493.1.Klf1	chr6	140724712	140724722	-	0.000	0.000	Merged-chr6-140724746-15
NR39707--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR31881--MA0493.1.Klf1	chr3	37748093	37748103	+	0.000	0.000	Merged-chr3-37748093-56
NR8738--MA0039.3.KLF4	chr11	79654585	79654595	-	0.000	0.000	Merged-chr11-79654538-19
NR40016--MA0493.1.Klf1	chr5	112239776	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR19075--MA1107.1.KLF9	chr15	93273098	93273110	+	0.000	0.000	Merged-chr15-93272956-59
NR36681--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR22269--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR20757--MA0493.1.Klf1	chr16	76357373	76357383	+	0.000	0.000	Merged-chr16-76357413-27
NR14884--MA1107.1.KLF9	chr13	105067203	105067215	+	0.000	0.000	Merged-chr13-105067185-59
NR5846--MA0493.1.Klf1	chr10	96664251	96664261	-	0.000	0.000	Merged-chr10-96664143-52
NR44764--MA0740.1.KLF14	chr6	140466172	140466185	-	0.000	0.000	Merged-chr6-140466408-37
NR36539--MA0493.1.Klf1	chr4	129621212	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR40057--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR44094--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR26560--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR26558--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR23979--MA0493.1.Klf1	chr18	4348350	4348360	+	0.000	0.000	Merged-chr18-4348193-25
NR2672--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR39680--MA0493.1.Klf1	chr5	100872343	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR2786--MA0742.1.Klf12	chr1	165816638	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR53888--MA0741.1.KLF16	chr9	96765506	96765516	-	0.000	0.000	Merged-chr9-96765649-47
NR26555--MA0657.1.KLF13	chr19	43809533	43809550	+	0.000	0.000	Merged-chr19-43809499-23
NR40004--MA0039.3.KLF4	chr5	112239750	112239760	-	0.000	0.000	Merged-chr5-112239781-12
NR40018--MA1107.1.KLF9	chr5	112239765	112239777	-	0.000	0.000	Merged-chr5-112239781-12
NR6321--MA0741.1.KLF16	chr10	118884343	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR19074--MA0493.1.Klf1	chr15	93273098	93273108	+	0.000	0.000	Merged-chr15-93272956-59
NR5848--MA1107.1.KLF9	chr10	96664249	96664261	-	0.000	0.000	Merged-chr10-96664143-52
NR44088--MA0599.1.KLF5	chr6	119199111	119199120	+	0.000	0.000	Merged-chr6-119199024-52
NR44092--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR20574--MA0740.1.KLF14	chr16	52470451	52470464	+	0.000	0.000	Merged-chr16-52470408-42
NR17695--MA0039.3.KLF4	chr15	36241611	36241621	-	0.000	0.000	Merged-chr15-36241584-11
NR22533--MA0599.1.KLF5	chr17	35706134	35706143	-	0.000	0.000	Merged-chr17-35706172-14
NR45027--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR38663--MA0742.1.Klf12	chr5	35785969	35785983	+	0.000	0.000	Merged-chr5-35786047-15
NR22536--MA0741.1.KLF16	chr17	35706199	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR345--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR38664--MA0599.1.KLF5	chr5	35785970	35785979	+	0.000	0.000	Merged-chr5-35786047-15
NR26557--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR21572--MA1107.1.KLF9	chr17	12759378	12759390	+	0.000	0.000	Merged-chr17-12759489-26
NR2785--MA0740.1.KLF14	chr1	165816639	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR18701--MA1107.1.KLF9	chr15	81514236	81514248	+	0.000	0.000	Merged-chr15-81514359-43
NR44768--MA0039.3.KLF4	chr6	140466173	140466183	-	0.000	0.000	Merged-chr6-140466408-37
NR1525--MA0039.3.KLF4	chr1	107534062	107534072	-	0.000	0.000	Merged-chr1-107533964-30
NR2791--MA0599.1.KLF5	chr1	165822223	165822232	-	0.000	0.000	Merged-chr1-165822211-30
NR3351--MA0741.1.KLF16	chr1	184013533	184013543	-	0.000	0.000	Merged-chr1-184013369-24
NR47536--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR25028--MA1107.1.KLF9	chr18	74213985	74213997	-	0.000	0.000	Merged-chr18-74213885-15
NR19909--MA0599.1.KLF5	chr16	17405428	17405437	+	0.000	0.000	Merged-chr16-17405439-1
NR2787--MA0599.1.KLF5	chr1	165816642	165816651	-	0.000	0.000	Merged-chr1-165816619-40
NR51257--MA1107.1.KLF9	chr8	116952622	116952634	-	0.000	0.000	Merged-chr8-116952526-34
NR344--MA0493.1.Klf1	chr1	36571861	36571871	-	0.000	0.000	Merged-chr1-36571820-13
NR12656--MA0493.1.Klf1	chr12	111855729	111855739	+	0.000	0.000	Merged-chr12-111855656-21
NR11082--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR54092--MA0039.3.KLF4	chr9	105499639	105499649	-	0.000	0.000	Merged-chr9-105499679-15
NR14880--MA1107.1.KLF9	chr13	105067169	105067181	+	0.000	0.000	Merged-chr13-105067185-59
NR41801--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR47533--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR40017--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR45021--MA0742.1.Klf12	chr6	145249538	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR26556--MA0742.1.Klf12	chr19	43809534	43809548	+	0.000	0.000	Merged-chr19-43809499-23
NR41800--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR44767--MA0599.1.KLF5	chr6	140466175	140466184	-	0.000	0.000	Merged-chr6-140466408-37
NR36537--MA0742.1.Klf12	chr4	129621212	129621226	+	0.000	0.000	Merged-chr4-129621333-30
NR44095--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR21571--MA0493.1.Klf1	chr17	12759378	12759388	+	0.000	0.000	Merged-chr17-12759489-26
NR26442--MA0039.3.KLF4	chr19	40666054	40666064	+	0.000	0.000	Merged-chr19-40666029-20
NR39701--MA0741.1.KLF16	chr5	103365783	103365793	-	0.000	0.000	Merged-chr5-103365833-17
NR40010--MA0599.1.KLF5	chr5	112239776	112239785	-	0.000	0.000	Merged-chr5-112239781-12
NR17597--MA0742.1.Klf12	chr15	31117567	31117581	-	0.000	0.000	Merged-chr15-31117559-26
NR6018--MA0740.1.KLF14	chr10	111571231	111571244	+	0.000	0.000	Merged-chr10-111571158-21
NR39993--MA0039.3.KLF4	chr5	112130131	112130141	+	0.000	0.000	Merged-chr5-112130163-21
NR47532--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR25027--MA0493.1.Klf1	chr18	74213987	74213997	-	0.000	0.000	Merged-chr18-74213885-15
NR25026--MA0039.3.KLF4	chr18	74213985	74213995	-	0.000	0.000	Merged-chr18-74213885-15
NR44096--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR36536--MA0740.1.KLF14	chr4	129621212	129621225	+	0.000	0.000	Merged-chr4-129621333-30
NR22264--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR346--MA1107.1.KLF9	chr1	36571855	36571867	-	0.000	0.000	Merged-chr1-36571820-13
NR41799--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR40023--MA1107.1.KLF9	chr5	112239855	112239867	-	0.000	0.000	Merged-chr5-112239781-12
NR37717--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR39706--MA0741.1.KLF16	chr5	103365788	103365798	-	0.000	0.000	Merged-chr5-103365833-17
NR45026--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR36541--MA1107.1.KLF9	chr4	129621212	129621224	+	0.000	0.000	Merged-chr4-129621333-30
NR40019--MA1107.1.KLF9	chr5	112239774	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR40014--MA0039.3.KLF4	chr5	112239780	112239790	-	0.000	0.000	Merged-chr5-112239781-12
NR44089--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR17596--MA0740.1.KLF14	chr15	31117563	31117576	-	0.000	0.000	Merged-chr15-31117559-26
NR17600--MA0741.1.KLF16	chr15	31117565	31117575	-	0.000	0.000	Merged-chr15-31117559-26
NR44093--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR13556--MA0039.3.KLF4	chr13	45455941	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR53890--MA0741.1.KLF16	chr9	96765804	96765814	-	0.000	0.000	Merged-chr9-96765649-47
NR22534--MA0599.1.KLF5	chr17	35706200	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR14087--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR11081--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR37718--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR18702--MA1107.1.KLF9	chr15	81514238	81514250	+	0.000	0.000	Merged-chr15-81514359-43
NR36540--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR36135--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR38665--MA0493.1.Klf1	chr5	35785969	35785979	+	0.000	0.000	Merged-chr5-35786047-15
NR16439--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR2789--MA0741.1.KLF16	chr1	165816641	165816651	-	0.000	0.000	Merged-chr1-165816619-40
NR40008--MA1107.1.KLF9	chr5	112239744	112239756	-	0.000	0.000	Merged-chr5-112239781-12
NR40012--MA0039.3.KLF4	chr5	112239765	112239775	-	0.000	0.000	Merged-chr5-112239781-12
NR2788--MA0493.1.Klf1	chr1	165816642	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR44091--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR13555--MA0599.1.KLF5	chr13	45455940	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR17592--MA0599.1.KLF5	chr15	31117490	31117499	-	0.000	0.000	Merged-chr15-31117559-26
NR33083--MA0599.1.KLF5	chr3	107233421	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR38840--MA1107.1.KLF9	chr5	52618416	52618428	+	0.000	0.000	Merged-chr5-52618672-42
NR14881--MA1107.1.KLF9	chr13	105067171	105067183	+	0.000	0.000	Merged-chr13-105067185-59
NR39679--MA0039.3.KLF4	chr5	100872341	100872351	-	0.000	0.000	Merged-chr5-100872198-32
NR45023--MA0039.3.KLF4	chr6	145249540	145249550	-	0.000	0.000	Merged-chr6-145249454-6
NR19910--MA0741.1.KLF16	chr16	17405428	17405438	+	0.000	0.000	Merged-chr16-17405439-1
NR11080--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR42574--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR22535--MA0741.1.KLF16	chr17	35706197	35706207	-	0.000	0.000	Merged-chr17-35706172-14
NR20--MA0493.1.Klf1	chr1	6467414	6467424	+	0.000	0.000	Merged-chr1-6467226-38
NR36134--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR33086--MA0741.1.KLF16	chr3	107233420	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR20576--MA0493.1.Klf1	chr16	52470451	52470461	+	0.000	0.000	Merged-chr16-52470408-42
NR18700--MA1107.1.KLF9	chr15	81514234	81514246	+	0.000	0.000	Merged-chr15-81514359-43
NR1445--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR3350--MA0741.1.KLF16	chr1	184013532	184013542	-	0.000	0.000	Merged-chr1-184013369-24
NR47535--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR40011--MA0599.1.KLF5	chr5	112239791	112239800	-	0.000	0.000	Merged-chr5-112239781-12
NR41431--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR50279--MA0599.1.KLF5	chr8	78746153	78746162	+	0.000	0.000	Merged-chr8-78746324-10
NR28016--MA0741.1.KLF16	chr2	32757750	32757760	-	0.000	0.000	Merged-chr2-32757735-1
NR16440--MA0039.3.KLF4	chr14	69774963	69774973	-	0.000	0.000	Merged-chr14-69774788-96
NR39678--MA0599.1.KLF5	chr5	100872343	100872352	-	0.000	0.000	Merged-chr5-100872198-32
NR45022--MA0599.1.KLF5	chr6	145249542	145249551	-	0.000	0.000	Merged-chr6-145249454-6
NR53889--MA0599.1.KLF5	chr9	96765805	96765814	-	0.000	0.000	Merged-chr9-96765649-47
NR40006--MA1107.1.KLF9	chr5	112239720	112239732	-	0.000	0.000	Merged-chr5-112239781-12
NR40001--MA0039.3.KLF4	chr5	112239720	112239730	-	0.000	0.000	Merged-chr5-112239781-12
NR8868--MA1107.1.KLF9	chr11	83540951	83540963	+	0.000	0.000	Merged-chr11-83541106-19
NR22265--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR40024--MA1107.1.KLF9	chr5	112239866	112239878	-	0.000	0.000	Merged-chr5-112239781-12
NR39999--MA0039.3.KLF4	chr5	112239624	112239634	-	0.000	0.000	Merged-chr5-112239781-12
NR56226--MA0039.3.KLF4	chrY	90807483	90807493	-	0.000	0.000	Merged-chrY-90807613-47
NR31880--MA0039.3.KLF4	chr3	37748095	37748105	+	0.000	0.000	Merged-chr3-37748093-56
NR47537--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR40015--MA0039.3.KLF4	chr5	112239789	112239799	-	0.000	0.000	Merged-chr5-112239781-12
NR44770--MA0741.1.KLF16	chr6	140466174	140466184	-	0.000	0.000	Merged-chr6-140466408-37
NR5845--MA0039.3.KLF4	chr10	96664249	96664259	-	0.000	0.000	Merged-chr10-96664143-52
NR26329--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR17591--MA0742.1.Klf12	chr15	31117491	31117505	-	0.000	0.000	Merged-chr15-31117559-26
NR10638--MA0599.1.KLF5	chr11	119894787	119894796	+	0.000	0.000	Merged-chr11-119894940-18
NR38839--MA0741.1.KLF16	chr5	52618417	52618427	+	0.000	0.000	Merged-chr5-52618672-42
NR6317--MA0740.1.KLF14	chr10	118884341	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR44098--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR40056--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR39033--MA0039.3.KLF4	chr5	66137423	66137433	+	0.000	0.000	Merged-chr5-66137441-17
NR26330--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR6318--MA0657.1.KLF13	chr10	118884338	118884355	-	0.000	0.000	Merged-chr10-118884259-20
NR39700--MA0741.1.KLF16	chr5	103365782	103365792	-	0.000	0.000	Merged-chr5-103365833-17
NR44765--MA0657.1.KLF13	chr6	140466169	140466186	-	0.000	0.000	Merged-chr6-140466408-37
NR40000--MA0599.1.KLF5	chr5	112239746	112239755	-	0.000	0.000	Merged-chr5-112239781-12
NR26554--MA0740.1.KLF14	chr19	43809534	43809547	+	0.000	0.000	Merged-chr19-43809499-23
NR48603--MA0741.1.KLF16	chr7	136164719	136164729	+	0.000	0.000	Merged-chr7-136164647-23
NR26559--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR2671--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR1447--MA0741.1.KLF16	chr1	97613887	97613897	+	0.000	0.000	Merged-chr1-97613912-17
NR39705--MA0741.1.KLF16	chr5	103365787	103365797	-	0.000	0.000	Merged-chr5-103365833-17
NR5844--MA0599.1.KLF5	chr10	96664251	96664260	-	0.000	0.000	Merged-chr10-96664143-52
NR40005--MA0493.1.Klf1	chr5	112239746	112239756	-	0.000	0.000	Merged-chr5-112239781-12
NR8867--MA0493.1.Klf1	chr11	83540951	83540961	+	0.000	0.000	Merged-chr11-83541106-19
NR14086--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR40013--MA0039.3.KLF4	chr5	112239774	112239784	-	0.000	0.000	Merged-chr5-112239781-12
NR38730--MA0599.1.KLF5	chr5	37259329	37259338	-	0.000	0.000	Merged-chr5-37259222-30
NR40055--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR40022--MA0039.3.KLF4	chr5	112239855	112239865	-	0.000	0.000	Merged-chr5-112239781-12
NR14882--MA1107.1.KLF9	chr13	105067173	105067185	+	0.000	0.000	Merged-chr13-105067185-59
