#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR900--MA0508.2.PRDM1	chr17	50070401	50070410	+	0.000	0.000	Merged-chr17-50070273-24
NR947--MA0508.2.PRDM1	chr18	19524610	19524619	+	0.000	0.000	Merged-chr18-19524471-22
NR1667--MA0508.2.PRDM1	chr6	108717980	108717989	-	0.000	0.000	Merged-chr6-108717791-30
NR1014--MA0508.2.PRDM1	chr19	18591303	18591312	-	0.000	0.000	Merged-chr19-18591291-34
NR852--MA0508.2.PRDM1	chr16	92743911	92743920	-	0.000	0.000	Merged-chr16-92743989-33
NR25--MA0508.2.PRDM1	chr1	51572623	51572632	-	0.000	0.000	Merged-chr1-51572755-47
NR204--MA0508.2.PRDM1	chr10	24580179	24580188	+	0.000	0.000	Merged-chr10-24580208-16
NR1910--MA0508.2.PRDM1	chr8	115496169	115496178	+	0.000	0.000	Merged-chr8-115496222-29
NR318--MA0508.2.PRDM1	chr10	130322868	130322877	-	0.000	0.000	Merged-chr10-130322822-49
NR1761--MA0508.2.PRDM1	chr7	58701546	58701555	+	0.000	0.000	Merged-chr7-58701532-33
NR114--MA0508.2.PRDM1	chr1	153085200	153085209	+	0.000	0.000	Merged-chr1-153085366-59
NR1841--MA0508.2.PRDM1	chr7	140999490	140999499	-	0.000	0.000	Merged-chr7-140999347-54
NR1671--MA0508.2.PRDM1	chr6	114680676	114680685	+	0.000	0.000	Merged-chr6-114680975-48
NR589--MA0508.2.PRDM1	chr13	98691975	98691984	-	0.000	0.000	Merged-chr13-98692096-35
NR175--MA0508.2.PRDM1	chr1	191124465	191124474	+	0.000	0.000	Merged-chr1-191124534-8
NR1411--MA0508.2.PRDM1	chr4	121002448	121002457	+	0.000	0.000	Merged-chr4-121002570-50
NR1520--MA0508.2.PRDM1	chr5	92499409	92499418	+	0.000	0.000	Merged-chr5-92499565-36
NR398--MA0508.2.PRDM1	chr11	105385429	105385438	+	0.000	0.000	Merged-chr11-105385479-14
NR970--MA0508.2.PRDM1	chr18	62092663	62092672	+	0.000	0.000	Merged-chr18-62092853-21
NR268--MA0508.2.PRDM1	chr10	94021281	94021290	+	0.000	0.000	Merged-chr10-94021256-59
NR1873--MA0508.2.PRDM1	chr8	57387865	57387874	-	0.000	0.000	Merged-chr8-57387843-7
NR1525--MA0508.2.PRDM1	chr5	98161461	98161470	+	0.000	0.000	Merged-chr5-98161434-16
NR1634--MA0508.2.PRDM1	chr6	82775583	82775592	+	0.000	0.000	Merged-chr6-82775550-35
NR1886--MA0508.2.PRDM1	chr8	75082672	75082681	+	0.000	0.000	Merged-chr8-75082480-28
NR1690--MA0508.2.PRDM1	chr6	129406200	129406209	+	0.000	0.000	Merged-chr6-129406250-15
NR1560--MA0508.2.PRDM1	chr5	124873115	124873124	+	0.000	0.000	Merged-chr5-124873220-16
NR410--MA0508.2.PRDM1	chr11	118731816	118731825	-	0.000	0.000	Merged-chr11-118731916-25
NR370--MA0508.2.PRDM1	chr11	78766568	78766577	-	0.000	0.000	Merged-chr11-78766561-26
NR1055--MA0508.2.PRDM1	chr2	6309656	6309665	-	0.000	0.000	Merged-chr2-6309619-42
NR1958--MA0508.2.PRDM1	chr9	53773766	53773775	+	0.000	0.000	Merged-chr9-53773717-9
NR1536--MA0508.2.PRDM1	chr5	105609879	105609888	+	0.000	0.000	Merged-chr5-105609798-27
NR960--MA0508.2.PRDM1	chr18	46917849	46917858	+	0.000	0.000	Merged-chr18-46917814-10
NR1244--MA0508.2.PRDM1	chr3	79177284	79177293	+	0.000	0.000	Merged-chr3-79177375-21
NR400--MA0508.2.PRDM1	chr11	106556714	106556723	-	0.000	0.000	Merged-chr11-106556790-19
NR447--MA0508.2.PRDM1	chr12	75837728	75837737	+	0.000	0.000	Merged-chr12-75837700-7
NR490--MA0508.2.PRDM1	chr12	110454300	110454309	+	0.000	0.000	Merged-chr12-110454424-31
NR142--MA0508.2.PRDM1	chr1	170167939	170167948	-	0.000	0.000	Merged-chr1-170167960-28
NR251--MA0508.2.PRDM1	chr10	81382495	81382504	+	0.000	0.000	Merged-chr10-81382450-15
NR774--MA0508.2.PRDM1	chr16	22432040	22432049	-	0.000	0.000	Merged-chr16-22432023-24
NR360--MA0508.2.PRDM1	chr11	62387848	62387857	+	0.000	0.000	Merged-chr11-62387724-16
NR787--MA0508.2.PRDM1	chr16	32190297	32190306	-	0.000	0.000	Merged-chr16-32190230-31
NR405--MA0508.2.PRDM1	chr11	110897214	110897223	+	0.000	0.000	Merged-chr11-110897111-25
NR352--MA0508.2.PRDM1	chr11	54161018	54161027	-	0.000	0.000	Merged-chr11-54161145-7
NR1159--MA0508.2.PRDM1	chr2	129186042	129186051	+	0.000	0.000	Merged-chr2-129186012-43
NR48--MA0508.2.PRDM1	chr1	82869940	82869949	+	0.000	0.000	Merged-chr1-82869741-41
NR1840--MA0508.2.PRDM1	chr7	140999421	140999430	-	0.000	0.000	Merged-chr7-140999347-54
NR248--MA0508.2.PRDM1	chr10	77609845	77609854	-	0.000	0.000	Merged-chr10-77609801-14
NR357--MA0508.2.PRDM1	chr11	59398102	59398111	+	0.000	0.000	Merged-chr11-59397887-30
NR1391--MA0508.2.PRDM1	chr4	89359779	89359788	+	0.000	0.000	Merged-chr4-89359690-21
NR397--MA0508.2.PRDM1	chr11	104667628	104667637	-	0.000	0.000	Merged-chr11-104667644-45
NR1492--MA0508.2.PRDM1	chr5	62610141	62610150	+	0.000	0.000	Merged-chr5-62610074-16
NR389--MA0508.2.PRDM1	chr11	99099150	99099159	-	0.000	0.000	Merged-chr11-99099093-22
NR1755--MA0508.2.PRDM1	chr7	45592201	45592210	+	0.000	0.000	Merged-chr7-45592111-34
NR1973--MA0508.2.PRDM1	chr9	69034361	69034370	+	0.000	0.000	Merged-chr9-69034461-64
NR1604--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR1447--MA0508.2.PRDM1	chr4	145263865	145263874	-	0.000	0.000	Merged-chr4-145263821-10
NR1665--MA0508.2.PRDM1	chr6	107749026	107749035	-	0.000	0.000	Merged-chr6-107749008-33
NR462--MA0508.2.PRDM1	chr12	87470476	87470485	-	0.000	0.000	Merged-chr12-87470490-42
NR1081--MA0508.2.PRDM1	chr2	48328422	48328431	+	0.000	0.000	Merged-chr2-48328415-44
NR571--MA0508.2.PRDM1	chr13	81675480	81675489	-	0.000	0.000	Merged-chr13-81675595-44
NR1745--MA0508.2.PRDM1	chr7	31161098	31161107	-	0.000	0.000	Merged-chr7-31161172-57
