#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR7227--MA0496.2.MAFK	chr4	33467335	33467353	+	0.000	0.000	Merged-chr4-33467571-48
NR1919--MA0496.2.MAFK	chr11	96435095	96435113	+	0.000	0.000	Merged-chr11-96435210-8
NR10302--MA0659.1.MAFG	chr9	50836272	50836292	+	0.000	0.000	Merged-chr9-50836533-61
NR8319--MA0501.1.MAF::NFE2	chr5	148888128	148888142	+	0.000	0.000	Merged-chr5-148888302-36
NR6887--MA0089.1.MAFG::NFE2L1	chr3	108865799	108865804	-	0.000	0.000	Merged-chr3-108865766-27
NR1108--MA0591.1.Bach1::Mafk	chr10	56486829	56486843	+	0.000	0.000	Merged-chr10-56486689-18
NR6379--MA0496.2.MAFK	chr2	170316572	170316590	+	0.000	0.000	Merged-chr2-170316597-11
NR5906--MA0501.1.MAF::NFE2	chr2	93746776	93746790	+	0.000	0.000	Merged-chr2-93746545-75
NR9424--MA0591.1.Bach1::Mafk	chr7	113419558	113419572	-	0.000	0.000	Merged-chr7-113419557-35
NR3791--MA0501.1.MAF::NFE2	chr15	38710302	38710316	+	0.000	0.000	Merged-chr15-38710125-56
NR8467--MA0117.2.Mafb	chr6	41527379	41527390	+	0.000	0.000	Merged-chr6-41527380-17
NR10710--MA0591.1.Bach1::Mafk	chrX	53607942	53607956	+	0.000	0.000	Merged-chrX-53607978-28
NR286--MA0501.1.MAF::NFE2	chr1	84881745	84881759	-	0.000	0.000	Merged-chr1-84881698-12
NR5741--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR1955--MA0496.2.MAFK	chr11	99244243	99244261	-	0.000	0.000	Merged-chr11-99244239-11
NR1881--MA0117.2.Mafb	chr11	90464107	90464118	-	0.000	0.000	Merged-chr11-90464265-32
NR1738--MA0117.2.Mafb	chr11	68270888	68270899	+	0.000	0.000	Merged-chr11-68271044-32
NR10286--MA0089.1.MAFG::NFE2L1	chr9	45207543	45207548	+	0.000	0.000	Merged-chr9-45207568-21
NR7385--MA0591.1.Bach1::Mafk	chr4	89530253	89530267	+	0.000	0.000	Merged-chr4-89530281-33
NR8742--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR10290--MA0501.1.MAF::NFE2	chr9	46083485	46083499	-	0.000	0.000	Merged-chr9-46083625-49
NR3266--MA0501.1.MAF::NFE2	chr14	7994703	7994717	-	0.000	0.000	Merged-chr14-7994545-46
NR1648--MA0089.1.MAFG::NFE2L1	chr11	44544221	44544226	-	0.000	0.000	Merged-chr11-44544227-34
NR10636--MA0496.2.MAFK	chr9	119271671	119271689	+	0.000	0.000	Merged-chr9-119271668-22
NR3562--MA0591.1.Bach1::Mafk	chr14	73472446	73472460	-	0.000	0.000	Merged-chr14-73472602-8
NR524--MA0117.2.Mafb	chr1	138542815	138542826	-	0.000	0.000	Merged-chr1-138542700-22
NR6402--MA0496.2.MAFK	chr2	174566022	174566040	+	0.000	0.000	Merged-chr2-174566072-46
NR8945--MA0495.2.MAFF	chr6	143132507	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR6404--MA0089.1.MAFG::NFE2L1	chr2	174566218	174566223	+	0.000	0.000	Merged-chr2-174566072-46
NR401--MA0496.2.MAFK	chr1	106187696	106187714	-	0.000	0.000	Merged-chr1-106187715-26
NR6409--MA0117.2.Mafb	chr2	174723524	174723535	-	0.000	0.000	Merged-chr2-174723668-14
NR2542--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR7044--MA0089.1.MAFG::NFE2L1	chr3	138864362	138864367	+	0.000	0.000	Merged-chr3-138864342-22
NR3267--MA0496.2.MAFK	chr14	7994704	7994722	+	0.000	0.000	Merged-chr14-7994545-46
NR672--MA0117.2.Mafb	chr1	167296085	167296096	+	0.000	0.000	Merged-chr1-167296095-13
NR8947--MA0117.2.Mafb	chr6	143132516	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR5091--MA0591.1.Bach1::Mafk	chr18	54822973	54822987	+	0.000	0.000	Merged-chr18-54822886-30
NR5693--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR2319--MA0501.1.MAF::NFE2	chr12	54353322	54353336	-	0.000	0.000	Merged-chr12-54353201-29
NR10482--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR3566--MA0501.1.MAF::NFE2	chr14	73472443	73472457	-	0.000	0.000	Merged-chr14-73472602-8
NR6508--MA0501.1.MAF::NFE2	chr3	27209993	27210007	-	0.000	0.000	Merged-chr3-27210053-38
NR2681--MA0117.2.Mafb	chr12	117268669	117268680	-	0.000	0.000	Merged-chr12-117268849-13
NR10239--MA0495.2.MAFF	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR1109--MA0501.1.MAF::NFE2	chr10	56486832	56486846	+	0.000	0.000	Merged-chr10-56486689-18
NR7142--MA0089.1.MAFG::NFE2L1	chr4	3660133	3660138	-	0.000	0.000	Merged-chr4-3660095-25
NR3771--MA0117.2.Mafb	chr15	36474672	36474683	+	0.000	0.000	Merged-chr15-36474869-12
NR8737--MA0117.2.Mafb	chr6	108435791	108435802	+	0.000	0.000	Merged-chr6-108435606-27
NR10871--MA0089.1.MAFG::NFE2L1	chrX	166329272	166329277	+	0.000	0.000	Merged-chrX-166329162-24
NR3299--MA0496.2.MAFK	chr14	18002218	18002236	+	0.000	0.000	Merged-chr14-18002163-39
NR6821--MA0591.1.Bach1::Mafk	chr3	100582793	100582807	-	0.000	0.000	Merged-chr3-100582913-18
NR1823--MA0501.1.MAF::NFE2	chr11	80505199	80505213	-	0.000	0.000	Merged-chr11-80505144-23
NR8312--MA0117.2.Mafb	chr5	148554828	148554839	-	0.000	0.000	Merged-chr5-148554881-35
NR9279--MA0496.2.MAFK	chr7	79301004	79301022	-	0.000	0.000	Merged-chr7-79300921-71
NR2684--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR1953--MA0495.2.MAFF	chr11	99244242	99244262	-	0.000	0.000	Merged-chr11-99244239-11
NR4632--MA0591.1.Bach1::Mafk	chr17	31693622	31693636	-	0.000	0.000	Merged-chr17-31693537-59
NR2395--MA0089.1.MAFG::NFE2L1	chr12	76385159	76385164	-	0.000	0.000	Merged-chr12-76385327-16
NR3510--MA0089.1.MAFG::NFE2L1	chr14	69774892	69774897	-	0.000	0.000	Merged-chr14-69774788-96
NR10329--MA0089.1.MAFG::NFE2L1	chr9	56128376	56128381	+	0.000	0.000	Merged-chr9-56128365-14
NR166--MA0495.2.MAFF	chr1	55630405	55630425	+	0.000	0.000	Merged-chr1-55630357-14
NR5798--MA0089.1.MAFG::NFE2L1	chr2	70129631	70129636	-	0.000	0.000	Merged-chr2-70129785-15
NR7540--MA0089.1.MAFG::NFE2L1	chr4	126813418	126813423	-	0.000	0.000	Merged-chr4-126813400-21
NR964--MA0501.1.MAF::NFE2	chr10	21659615	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR8150--MA0495.2.MAFF	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR6401--MA0501.1.MAF::NFE2	chr2	174566021	174566035	-	0.000	0.000	Merged-chr2-174566072-46
NR8152--MA0659.1.MAFG	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR77--MA0089.1.MAFG::NFE2L1	chr1	32104220	32104225	+	0.000	0.000	Merged-chr1-32104339-13
NR3265--MA0495.2.MAFF	chr14	7994703	7994723	-	0.000	0.000	Merged-chr14-7994545-46
NR2201--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR5594--MA0089.1.MAFG::NFE2L1	chr2	18920108	18920113	-	0.000	0.000	Merged-chr2-18919971-2
NR5095--MA0496.2.MAFK	chr18	54822971	54822989	-	0.000	0.000	Merged-chr18-54822886-30
NR7136--MA0496.2.MAFK	chr3	157884229	157884247	+	0.000	0.000	Merged-chr3-157884103-23
NR3061--MA0659.1.MAFG	chr13	90101751	90101771	-	0.000	0.000	Merged-chr13-90101603-11
NR5119--MA0591.1.Bach1::Mafk	chr18	62494920	62494934	-	0.000	0.000	Merged-chr18-62494919-16
NR1638--MA0591.1.Bach1::Mafk	chr11	35024038	35024052	-	0.000	0.000	Merged-chr11-35024082-11
NR1979--MA0089.1.MAFG::NFE2L1	chr11	104001378	104001383	+	0.000	0.000	Merged-chr11-104001412-21
NR1640--MA0496.2.MAFK	chr11	35024036	35024054	-	0.000	0.000	Merged-chr11-35024082-11
NR7742--MA0591.1.Bach1::Mafk	chr5	9107200	9107214	-	0.000	0.000	Merged-chr5-9107352-33
NR3055--MA0495.2.MAFF	chr13	90101695	90101715	+	0.000	0.000	Merged-chr13-90101603-11
NR9142--MA0495.2.MAFF	chr7	35140194	35140214	+	0.000	0.000	Merged-chr7-35140267-30
NR7356--MA0591.1.Bach1::Mafk	chr4	87998081	87998095	+	0.000	0.000	Merged-chr4-87998098-18
NR1770--MA0591.1.Bach1::Mafk	chr11	72803998	72804012	+	0.000	0.000	Merged-chr11-72804024-15
NR9144--MA0659.1.MAFG	chr7	35140194	35140214	-	0.000	0.000	Merged-chr7-35140267-30
NR4702--MA0659.1.MAFG	chr17	46933242	46933262	-	0.000	0.000	Merged-chr17-46933316-17
NR9272--MA0495.2.MAFF	chr7	79301003	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR1660--MA0089.1.MAFG::NFE2L1	chr11	49264953	49264958	+	0.000	0.000	Merged-chr11-49264826-15
NR4689--MA0089.1.MAFG::NFE2L1	chr17	44767554	44767559	+	0.000	0.000	Merged-chr17-44767582-4
NR1981--MA0501.1.MAF::NFE2	chr11	104001531	104001545	-	0.000	0.000	Merged-chr11-104001412-21
NR9486--MA0591.1.Bach1::Mafk	chr7	123327115	123327129	+	0.000	0.000	Merged-chr7-123327122-14
NR1910--MA0495.2.MAFF	chr11	95677997	95678017	-	0.000	0.000	Merged-chr11-95678187-12
NR628--MA0501.1.MAF::NFE2	chr1	162773898	162773912	+	0.000	0.000	Merged-chr1-162773825-31
NR1005--MA0089.1.MAFG::NFE2L1	chr10	26996135	26996140	-	0.000	0.000	Merged-chr10-26995981-48
NR1912--MA0659.1.MAFG	chr11	95677997	95678017	-	0.000	0.000	Merged-chr11-95678187-12
NR8716--MA0089.1.MAFG::NFE2L1	chr6	99732960	99732965	+	0.000	0.000	Merged-chr6-99733010-11
NR8510--MA0591.1.Bach1::Mafk	chr6	52825775	52825789	-	0.000	0.000	Merged-chr6-52825813-18
NR7673--MA0089.1.MAFG::NFE2L1	chr4	148509460	148509465	+	0.000	0.000	Merged-chr4-148509676-49
NR9274--MA0591.1.Bach1::Mafk	chr7	79301006	79301020	+	0.000	0.000	Merged-chr7-79300921-71
NR1397--MA0501.1.MAF::NFE2	chr10	112278335	112278349	-	0.000	0.000	Merged-chr10-112278323-19
NR7384--MA0591.1.Bach1::Mafk	chr4	89530185	89530199	-	0.000	0.000	Merged-chr4-89530281-33
NR169--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR9936--MA0501.1.MAF::NFE2	chr8	95672975	95672989	+	0.000	0.000	Merged-chr8-95673039-19
NR6842--MA0089.1.MAFG::NFE2L1	chr3	103780958	103780963	+	0.000	0.000	Merged-chr3-103780888-34
NR4708--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR8208--MA0659.1.MAFG	chr5	132218577	132218597	+	0.000	0.000	Merged-chr5-132218633-11
NR5348--MA0089.1.MAFG::NFE2L1	chr19	20239625	20239630	+	0.000	0.000	Merged-chr19-20239652-7
NR6214--MA0591.1.Bach1::Mafk	chr2	152101903	152101917	+	0.000	0.000	Merged-chr2-152102009-14
NR2332--MA0089.1.MAFG::NFE2L1	chr12	55466483	55466488	+	0.000	0.000	Merged-chr12-55466597-41
NR961--MA0495.2.MAFF	chr10	21659609	21659629	-	0.000	0.000	Merged-chr10-21659696-16
NR399--MA0659.1.MAFG	chr1	106187695	106187715	-	0.000	0.000	Merged-chr1-106187715-26
NR5089--MA0495.2.MAFF	chr18	54822970	54822990	+	0.000	0.000	Merged-chr18-54822886-30
NR10301--MA0495.2.MAFF	chr9	50836272	50836292	-	0.000	0.000	Merged-chr9-50836533-61
NR7228--MA0496.2.MAFK	chr4	33467335	33467353	-	0.000	0.000	Merged-chr4-33467571-48
NR7148--MA0495.2.MAFF	chr4	6963646	6963666	+	0.000	0.000	Merged-chr4-6963700-17
NR10303--MA0659.1.MAFG	chr9	50836272	50836292	-	0.000	0.000	Merged-chr9-50836533-61
NR967--MA0591.1.Bach1::Mafk	chr10	21946996	21947010	+	0.000	0.000	Merged-chr10-21947042-21
NR2093--MA0591.1.Bach1::Mafk	chr11	115660530	115660544	+	0.000	0.000	Merged-chr11-115660651-9
NR7927--MA0501.1.MAF::NFE2	chr5	65951298	65951312	+	0.000	0.000	Merged-chr5-65951105-46
NR10367--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR1414--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR10651--MA0501.1.MAF::NFE2	chr9	121361039	121361053	+	0.000	0.000	Merged-chr9-121360909-87
NR8447--MA0089.1.MAFG::NFE2L1	chr6	33004674	33004679	+	0.000	0.000	Merged-chr6-33004502-19
NR8164--MA0659.1.MAFG	chr5	121149500	121149520	+	0.000	0.000	Merged-chr5-121149467-5
NR7516--MA0089.1.MAFG::NFE2L1	chr4	118078854	118078859	+	0.000	0.000	Merged-chr4-118078644-25
NR5494--MA0501.1.MAF::NFE2	chr19	57323289	57323303	+	0.000	0.000	Merged-chr19-57323471-9
NR7226--MA0501.1.MAF::NFE2	chr4	33467334	33467348	-	0.000	0.000	Merged-chr4-33467571-48
NR10637--MA0496.2.MAFK	chr9	119271671	119271689	-	0.000	0.000	Merged-chr9-119271668-22
NR6403--MA0496.2.MAFK	chr2	174566022	174566040	-	0.000	0.000	Merged-chr2-174566072-46
NR5846--MA0089.1.MAFG::NFE2L1	chr2	76421649	76421654	-	0.000	0.000	Merged-chr2-76421582-29
NR8946--MA0495.2.MAFF	chr6	143132507	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR10241--MA0659.1.MAFG	chr9	34996151	34996171	+	0.000	0.000	Merged-chr9-34996088-18
NR3058--MA0495.2.MAFF	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR8153--MA0496.2.MAFK	chr5	118620496	118620514	+	0.000	0.000	Merged-chr5-118620530-42
NR8948--MA0591.1.Bach1::Mafk	chr6	143132510	143132524	+	0.000	0.000	Merged-chr6-143132490-15
NR1659--MA0117.2.Mafb	chr11	49264681	49264692	-	0.000	0.000	Merged-chr11-49264826-15
NR5692--MA0501.1.MAF::NFE2	chr2	44953125	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR5859--MA0089.1.MAFG::NFE2L1	chr2	83746472	83746477	-	0.000	0.000	Merged-chr2-83746640-22
NR10633--MA0591.1.Bach1::Mafk	chr9	119271673	119271687	+	0.000	0.000	Merged-chr9-119271668-22
NR5642--MA0089.1.MAFG::NFE2L1	chr2	32181676	32181681	-	0.000	0.000	Merged-chr2-32181600-13
NR7714--MA0089.1.MAFG::NFE2L1	chr4	156004269	156004274	+	0.000	0.000	Merged-chr4-156004272-37
NR5944--MA0089.1.MAFG::NFE2L1	chr2	112556687	112556692	-	0.000	0.000	Merged-chr2-112556688-44
NR2365--MA0089.1.MAFG::NFE2L1	chr12	70995435	70995440	+	0.000	0.000	Merged-chr12-70995410-19
NR233--MA0495.2.MAFF	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR8167--MA0496.2.MAFK	chr5	121149501	121149519	-	0.000	0.000	Merged-chr5-121149467-5
NR9145--MA0496.2.MAFK	chr7	35140195	35140213	+	0.000	0.000	Merged-chr7-35140267-30
NR4703--MA0496.2.MAFK	chr17	46933243	46933261	+	0.000	0.000	Merged-chr17-46933316-17
NR235--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR7631--MA0591.1.Bach1::Mafk	chr4	144998420	144998434	-	0.000	0.000	Merged-chr4-144998591-35
NR8756--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR4398--MA0591.1.Bach1::Mafk	chr16	87725012	87725026	-	0.000	0.000	Merged-chr16-87725101-16
NR7914--MA0089.1.MAFG::NFE2L1	chr5	64336882	64336887	-	0.000	0.000	Merged-chr5-64336866-17
NR3638--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR9989--MA0501.1.MAF::NFE2	chr8	111563823	111563837	+	0.000	0.000	Merged-chr8-111563959-25
NR3056--MA0591.1.Bach1::Mafk	chr13	90101698	90101712	-	0.000	0.000	Merged-chr13-90101603-11
NR8741--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR2356--MA0659.1.MAFG	chr12	69853554	69853574	-	0.000	0.000	Merged-chr12-69853558-20
NR5968--MA0089.1.MAFG::NFE2L1	chr2	117365607	117365612	+	0.000	0.000	Merged-chr2-117365460-12
NR1913--MA0496.2.MAFK	chr11	95677998	95678016	+	0.000	0.000	Merged-chr11-95678187-12
NR2287--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR1921--MA0089.1.MAFG::NFE2L1	chr11	96462657	96462662	+	0.000	0.000	Merged-chr11-96462507-15
NR8078--MA0501.1.MAF::NFE2	chr5	105798641	105798655	-	0.000	0.000	Merged-chr5-105798670-49
NR2809--MA0591.1.Bach1::Mafk	chr13	30186632	30186646	-	0.000	0.000	Merged-chr13-30186492-12
NR1641--MA0495.2.MAFF	chr11	35326561	35326581	-	0.000	0.000	Merged-chr11-35326644-22
NR3207--MA0496.2.MAFK	chr13	110913361	110913379	+	0.000	0.000	Merged-chr13-110913401-9
NR8548--MA0501.1.MAF::NFE2	chr6	61298641	61298655	+	0.000	0.000	Merged-chr6-61298800-14
NR4344--MA0501.1.MAF::NFE2	chr16	76202104	76202118	+	0.000	0.000	Merged-chr16-76202306-30
NR7150--MA0496.2.MAFK	chr4	6963647	6963665	+	0.000	0.000	Merged-chr4-6963700-17
NR2318--MA0591.1.Bach1::Mafk	chr12	54353325	54353339	-	0.000	0.000	Merged-chr12-54353201-29
NR5407--MA0117.2.Mafb	chr19	34505145	34505156	-	0.000	0.000	Merged-chr19-34505331-35
NR9425--MA0501.1.MAF::NFE2	chr7	113419555	113419569	-	0.000	0.000	Merged-chr7-113419557-35
NR8744--MA0591.1.Bach1::Mafk	chr6	108895329	108895343	+	0.000	0.000	Merged-chr6-108895381-27
NR2178--MA0659.1.MAFG	chr11	120851948	120851968	-	0.000	0.000	Merged-chr11-120851986-10
NR1857--MA0591.1.Bach1::Mafk	chr11	86614211	86614225	+	0.000	0.000	Merged-chr11-86614307-11
NR7137--MA0496.2.MAFK	chr3	157884229	157884247	-	0.000	0.000	Merged-chr3-157884103-23
NR2727--MA0591.1.Bach1::Mafk	chr13	6626713	6626727	+	0.000	0.000	Merged-chr13-6626818-32
NR10494--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR3075--MA0501.1.MAF::NFE2	chr13	93939720	93939734	-	0.000	0.000	Merged-chr13-93939742-17
NR5860--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR10304--MA0496.2.MAFK	chr9	50836273	50836291	+	0.000	0.000	Merged-chr9-50836533-61
NR4709--MA0501.1.MAF::NFE2	chr17	48404016	48404030	-	0.000	0.000	Merged-chr17-48404057-9
NR6378--MA0501.1.MAF::NFE2	chr2	170316577	170316591	+	0.000	0.000	Merged-chr2-170316597-11
NR2608--MA0089.1.MAFG::NFE2L1	chr12	110389608	110389613	+	0.000	0.000	Merged-chr12-110389691-32
NR304--MA0117.2.Mafb	chr1	87132574	87132585	+	0.000	0.000	Merged-chr1-87132380-14
NR3298--MA0495.2.MAFF	chr14	18002217	18002237	+	0.000	0.000	Merged-chr14-18002163-39
NR9275--MA0659.1.MAFG	chr7	79301003	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR629--MA0496.2.MAFK	chr1	162773893	162773911	-	0.000	0.000	Merged-chr1-162773825-31
NR8512--MA0591.1.Bach1::Mafk	chr6	52825791	52825805	-	0.000	0.000	Merged-chr6-52825813-18
NR6565--MA0117.2.Mafb	chr3	41062071	41062082	+	0.000	0.000	Merged-chr3-41062130-17
NR5352--MA0496.2.MAFK	chr19	20239621	20239639	-	0.000	0.000	Merged-chr19-20239652-7
NR2317--MA0089.1.MAFG::NFE2L1	chr12	54353155	54353160	-	0.000	0.000	Merged-chr12-54353201-29
NR10240--MA0591.1.Bach1::Mafk	chr9	34996154	34996168	-	0.000	0.000	Merged-chr9-34996088-18
NR4690--MA0591.1.Bach1::Mafk	chr17	44767624	44767638	+	0.000	0.000	Merged-chr17-44767582-4
NR1107--MA0117.2.Mafb	chr10	56486835	56486846	-	0.000	0.000	Merged-chr10-56486689-18
NR3231--MA0089.1.MAFG::NFE2L1	chr13	113466653	113466658	-	0.000	0.000	Merged-chr13-113466791-29
NR692--MA0496.2.MAFK	chr1	170729602	170729620	+	0.000	0.000	Merged-chr1-170729637-43
NR8515--MA0591.1.Bach1::Mafk	chr6	53704642	53704656	+	0.000	0.000	Merged-chr6-53704558-10
NR3546--MA0089.1.MAFG::NFE2L1	chr14	73388763	73388768	+	0.000	0.000	Merged-chr14-73388775-6
NR3205--MA0495.2.MAFF	chr13	110913360	110913380	+	0.000	0.000	Merged-chr13-110913401-9
NR1920--MA0496.2.MAFK	chr11	96435095	96435113	-	0.000	0.000	Merged-chr11-96435210-8
NR6380--MA0496.2.MAFK	chr2	170316572	170316590	-	0.000	0.000	Merged-chr2-170316597-11
NR5880--MA0089.1.MAFG::NFE2L1	chr2	90560139	90560144	+	0.000	0.000	Merged-chr2-90560115-12
NR3559--MA0495.2.MAFF	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR236--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR1283--MA0089.1.MAFG::NFE2L1	chr10	89487168	89487173	+	0.000	0.000	Merged-chr10-89487316-19
NR10187--MA0117.2.Mafb	chr9	14921321	14921332	+	0.000	0.000	Merged-chr9-14921223-31
NR5349--MA0591.1.Bach1::Mafk	chr19	20239623	20239637	+	0.000	0.000	Merged-chr19-20239652-7
NR4499--MA0089.1.MAFG::NFE2L1	chr17	5138740	5138745	-	0.000	0.000	Merged-chr17-5138884-51
NR2357--MA0496.2.MAFK	chr12	69853555	69853573	+	0.000	0.000	Merged-chr12-69853558-20
NR7134--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR5914--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR627--MA0591.1.Bach1::Mafk	chr1	162773895	162773909	+	0.000	0.000	Merged-chr1-162773825-31
NR9746--MA0089.1.MAFG::NFE2L1	chr8	46420722	46420727	+	0.000	0.000	Merged-chr8-46420639-16
NR7149--MA0495.2.MAFF	chr4	6963646	6963666	-	0.000	0.000	Merged-chr4-6963700-17
NR2073--MA0501.1.MAF::NFE2	chr11	113470178	113470192	-	0.000	0.000	Merged-chr11-113470175-37
NR8895--MA0501.1.MAF::NFE2	chr6	134148220	134148234	+	0.000	0.000	Merged-chr6-134148194-39
NR4691--MA0501.1.MAF::NFE2	chr17	44767627	44767641	+	0.000	0.000	Merged-chr17-44767582-4
NR4852--MA0501.1.MAF::NFE2	chr17	84243917	84243931	+	0.000	0.000	Merged-chr17-84243747-20
NR2725--MA0495.2.MAFF	chr13	6626710	6626730	+	0.000	0.000	Merged-chr13-6626818-32
NR5021--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR6522--MA0117.2.Mafb	chr3	28318088	28318099	-	0.000	0.000	Merged-chr3-28318064-9
NR8165--MA0659.1.MAFG	chr5	121149500	121149520	-	0.000	0.000	Merged-chr5-121149467-5
