#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR314--MA0463.1.Bcl6	chr11	22936719	22936732	-	0.000	0.000	Merged-chr11-22936648-30
NR1185--MA0731.1.BCL6B	chr2	163123920	163123936	+	0.000	0.000	Merged-chr2-163123770-16
NR1722--MA0463.1.Bcl6	chr6	121017494	121017507	-	0.000	0.000	Merged-chr6-121017523-33
NR951--MA0463.1.Bcl6	chr18	74214004	74214017	+	0.000	0.000	Merged-chr18-74213885-15
NR1297--MA0463.1.Bcl6	chr3	129602473	129602486	-	0.000	0.000	Merged-chr3-129602465-51
NR35--MA0463.1.Bcl6	chr1	66714165	66714178	-	0.000	0.000	Merged-chr1-66714205-8
NR1106--MA0463.1.Bcl6	chr2	84582319	84582332	+	0.000	0.000	Merged-chr2-84582461-28
NR551--MA0731.1.BCL6B	chr13	73772828	73772844	+	0.000	0.000	Merged-chr13-73772920-55
NR338--MA0731.1.BCL6B	chr11	52320595	52320611	+	0.000	0.000	Merged-chr11-52320694-9
NR520--MA0463.1.Bcl6	chr13	24547247	24547260	+	0.000	0.000	Merged-chr13-24547194-39
NR623--MA0731.1.BCL6B	chr14	40955957	40955973	-	0.000	0.000	Merged-chr14-40955925-7
NR69--MA0731.1.BCL6B	chr1	106867027	106867043	+	0.000	0.000	Merged-chr1-106866899-32
NR1731--MA0731.1.BCL6B	chr6	125467491	125467507	-	0.000	0.000	Merged-chr6-125467519-12
NR1001--MA0463.1.Bcl6	chr19	41031105	41031118	+	0.000	0.000	Merged-chr19-41031181-46
NR1962--MA0731.1.BCL6B	chr8	108886905	108886921	+	0.000	0.000	Merged-chr8-108887120-78
NR1723--MA0731.1.BCL6B	chr6	121017494	121017510	+	0.000	0.000	Merged-chr6-121017523-33
NR1200--MA0463.1.Bcl6	chr2	179648965	179648978	-	0.000	0.000	Merged-chr2-179648980-59
NR779--MA0463.1.Bcl6	chr16	38017094	38017107	+	0.000	0.000	Merged-chr16-38017190-20
NR1371--MA0463.1.Bcl6	chr4	44316347	44316360	-	0.000	0.000	Merged-chr4-44316514-33
NR1595--MA0463.1.Bcl6	chr5	121173027	121173040	-	0.000	0.000	Merged-chr5-121173124-16
NR1810--MA0463.1.Bcl6	chr7	67353779	67353792	-	0.000	0.000	Merged-chr7-67353683-35
NR1730--MA0463.1.Bcl6	chr6	125467494	125467507	+	0.000	0.000	Merged-chr6-125467519-12
NR292--MA0463.1.Bcl6	chr10	120646308	120646321	-	0.000	0.000	Merged-chr10-120646351-10
NR843--MA0463.1.Bcl6	chr17	33865564	33865577	-	0.000	0.000	Merged-chr17-33865585-36
NR36--MA0731.1.BCL6B	chr1	66714165	66714181	+	0.000	0.000	Merged-chr1-66714205-8
NR773--MA0731.1.BCL6B	chr16	30678751	30678767	+	0.000	0.000	Merged-chr16-30678945-44
NR948--MA0731.1.BCL6B	chr18	69068490	69068506	-	0.000	0.000	Merged-chr18-69068591-21
NR2044--MA0463.1.Bcl6	chr9	70310173	70310186	-	0.000	0.000	Merged-chr9-70310142-32
NR677--MA0463.1.Bcl6	chr14	121000901	121000914	+	0.000	0.000	Merged-chr14-121000827-24
NR1381--MA0463.1.Bcl6	chr4	54527641	54527654	-	0.000	0.000	Merged-chr4-54527768-19
NR1905--MA0463.1.Bcl6	chr8	25769240	25769253	+	0.000	0.000	Merged-chr8-25769209-9
NR199--MA0731.1.BCL6B	chr10	24482509	24482525	-	0.000	0.000	Merged-chr10-24482390-32
NR688--MA0731.1.BCL6B	chr15	18951744	18951760	+	0.000	0.000	Merged-chr15-18951851-25
NR369--MA0463.1.Bcl6	chr11	80666516	80666529	+	0.000	0.000	Merged-chr11-80666360-28
