#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR96--MA0684.1.RUNX3	chr1	52076714	52076723	+	0.000	0.000	Merged-chr1-52076565-28
NR2645--MA0002.2.RUNX1	chr14	21525921	21525931	+	0.000	0.000	Merged-chr14-21525854-33
NR8665--MA0002.2.RUNX1	chr9	114016573	114016583	-	0.000	0.000	Merged-chr9-114016465-30
NR8740--MA0002.2.RUNX1	chr9	121682307	121682317	-	0.000	0.000	Merged-chr9-121682469-52
NR6170--MA0002.2.RUNX1	chr5	5420362	5420372	-	0.000	0.000	Merged-chr5-5420247-39
NR6441--MA0002.2.RUNX1	chr5	100872322	100872332	-	0.000	0.000	Merged-chr5-100872198-32
NR6794--MA0002.2.RUNX1	chr6	30230526	30230536	-	0.000	0.000	Merged-chr6-30230479-12
NR2576--MA0002.2.RUNX1	chr13	113549210	113549220	+	0.000	0.000	Merged-chr13-113549207-25
NR8695--MA0511.2.RUNX2	chr9	116366366	116366374	+	0.000	0.000	Merged-chr9-116366334-59
NR2337--MA0002.2.RUNX1	chr13	45455949	45455959	-	0.000	0.000	Merged-chr13-45455779-40
NR8696--MA0684.1.RUNX3	chr9	116366366	116366375	+	0.000	0.000	Merged-chr9-116366334-59
NR8546--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR8244--MA0511.2.RUNX2	chr8	126420908	126420916	-	0.000	0.000	Merged-chr8-126420997-20
NR7740--MA0002.2.RUNX1	chr7	125630513	125630523	-	0.000	0.000	Merged-chr7-125630465-44
NR6287--MA0002.2.RUNX1	chr5	37259132	37259142	-	0.000	0.000	Merged-chr5-37259222-30
NR4007--MA0002.2.RUNX1	chr17	78352703	78352713	-	0.000	0.000	Merged-chr17-78352623-8
NR5651--MA0002.2.RUNX1	chr4	6476573	6476583	+	0.000	0.000	Merged-chr4-6476530-28
NR7682--MA0511.2.RUNX2	chr7	114617006	114617014	+	0.000	0.000	Merged-chr7-114616980-17
NR8664--MA0511.2.RUNX2	chr9	114016573	114016581	+	0.000	0.000	Merged-chr9-114016465-30
NR3235--MA0002.2.RUNX1	chr15	93298364	93298374	+	0.000	0.000	Merged-chr15-93298411-30
NR5752--MA0002.2.RUNX1	chr4	46568356	46568366	+	0.000	0.000	Merged-chr4-46568404-15
NR5874--MA0002.2.RUNX1	chr4	98282548	98282558	+	0.000	0.000	Merged-chr4-98282479-46
NR2336--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR3328--MA0002.2.RUNX1	chr16	11461798	11461808	+	0.000	0.000	Merged-chr16-11461779-30
NR3785--MA0002.2.RUNX1	chr17	29531565	29531575	-	0.000	0.000	Merged-chr17-29531509-3
NR94--MA0511.2.RUNX2	chr1	52076714	52076722	+	0.000	0.000	Merged-chr1-52076565-28
