#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR647--MA0508.2.PRDM1	chr14	108373883	108373892	+	0.000	0.000	Merged-chr14-108373968-8
NR193--MA0508.2.PRDM1	chr10	26562894	26562903	-	0.000	0.000	Merged-chr10-26563078-18
NR844--MA0508.2.PRDM1	chr17	86034443	86034452	+	0.000	0.000	Merged-chr17-86034509-12
NR966--MA0508.2.PRDM1	chr19	57077305	57077314	-	0.000	0.000	Merged-chr19-57077212-7
NR401--MA0508.2.PRDM1	chr12	69853634	69853643	+	0.000	0.000	Merged-chr12-69853558-20
NR1841--MA0508.2.PRDM1	chr8	126699471	126699480	+	0.000	0.000	Merged-chr8-126699390-72
NR629--MA0508.2.PRDM1	chr14	77581075	77581084	+	0.000	0.000	Merged-chr14-77581248-1
NR337--MA0508.2.PRDM1	chr11	88455717	88455726	+	0.000	0.000	Merged-chr11-88455545-42
NR316--MA0508.2.PRDM1	chr11	68270897	68270906	+	0.000	0.000	Merged-chr11-68271044-32
NR1010--MA0508.2.PRDM1	chr2	35507149	35507158	+	0.000	0.000	Merged-chr2-35507253-54
NR1642--MA0508.2.PRDM1	chr6	145993207	145993216	-	0.000	0.000	Merged-chr6-145993129-56
NR1132--MA0508.2.PRDM1	chr3	8718383	8718392	+	0.000	0.000	Merged-chr3-8718167-60
NR1809--MA0508.2.PRDM1	chr8	83131904	83131913	-	0.000	0.000	Merged-chr8-83131891-13
NR1124--MA0508.2.PRDM1	chr2	174723538	174723547	+	0.000	0.000	Merged-chr2-174723668-14
NR1294--MA0508.2.PRDM1	chr4	7961867	7961876	-	0.000	0.000	Merged-chr4-7961828-25
NR1945--MA0508.2.PRDM1	chr9	118196801	118196810	+	0.000	0.000	Merged-chr9-118196833-13
NR893--MA0508.2.PRDM1	chr18	65015988	65015997	-	0.000	0.000	Merged-chr18-65016159-16
NR1666--MA0508.2.PRDM1	chr7	39642546	39642555	+	0.000	0.000	Merged-chr7-39642605-22
NR1496--MA0508.2.PRDM1	chr5	139368037	139368046	+	0.000	0.000	Merged-chr5-139368071-16
NR1095--MA0508.2.PRDM1	chr2	144742297	144742306	+	0.000	0.000	Merged-chr2-144742373-21
NR203--MA0508.2.PRDM1	chr10	43783360	43783369	-	0.000	0.000	Merged-chr10-43783399-14
NR1467--MA0508.2.PRDM1	chr5	96825041	96825050	+	0.000	0.000	Merged-chr5-96825060-50
NR277--MA0508.2.PRDM1	chr10	122194304	122194313	-	0.000	0.000	Merged-chr10-122194311-33
NR766--MA0508.2.PRDM1	chr16	87725109	87725118	-	0.000	0.000	Merged-chr16-87725101-16
NR182--MA0508.2.PRDM1	chr10	17920153	17920162	+	0.000	0.000	Merged-chr10-17920210-30
NR1742--MA0508.2.PRDM1	chr7	128642685	128642694	+	0.000	0.000	Merged-chr7-128642679-7
NR1917--MA0508.2.PRDM1	chr9	87178920	87178929	-	0.000	0.000	Merged-chr9-87178792-36
NR1341--MA0508.2.PRDM1	chr4	86725257	86725266	+	0.000	0.000	Merged-chr4-86725378-12
NR259--MA0508.2.PRDM1	chr10	108446434	108446443	-	0.000	0.000	Merged-chr10-108446364-45
NR1790--MA0508.2.PRDM1	chr8	53630825	53630834	-	0.000	0.000	Merged-chr8-53630787-29
NR1293--MA0508.2.PRDM1	chr4	7961850	7961859	-	0.000	0.000	Merged-chr4-7961828-25
NR57--MA0508.2.PRDM1	chr1	92015643	92015652	+	0.000	0.000	Merged-chr1-92015551-10
NR210--MA0508.2.PRDM1	chr10	56486743	56486752	-	0.000	0.000	Merged-chr10-56486689-18
NR1623--MA0508.2.PRDM1	chr6	134883881	134883890	-	0.000	0.000	Merged-chr6-134883955-22
