#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR957--MA0731.1.BCL6B	chr3	148419638	148419654	-	0.000	0.000	Merged-chr3-148419698-33
NR255--MA0463.1.Bcl6	chr11	105093186	105093199	+	0.000	0.000	Merged-chr11-105093103-10
NR1174--MA0463.1.Bcl6	chr6	54925914	54925927	+	0.000	0.000	Merged-chr6-54926058-40
NR745--MA0731.1.BCL6B	chr19	58358260	58358276	-	0.000	0.000	Merged-chr19-58358384-21
NR749--MA0463.1.Bcl6	chr2	6445024	6445037	+	0.000	0.000	Merged-chr2-6444990-17
NR275--MA0731.1.BCL6B	chr12	30557461	30557477	-	0.000	0.000	Merged-chr12-30557589-12
NR706--MA0463.1.Bcl6	chr19	14668773	14668786	-	0.000	0.000	Merged-chr19-14668781-26
NR1433--MA0463.1.Bcl6	chr9	57288792	57288805	+	0.000	0.000	Merged-chr9-57288731-24
NR658--MA0463.1.Bcl6	chr18	54839477	54839490	+	0.000	0.000	Merged-chr18-54839471-21
NR1139--MA0463.1.Bcl6	chr5	144294987	144295000	+	0.000	0.000	Merged-chr5-144295152-24
NR802--MA0731.1.BCL6B	chr2	65133661	65133677	-	0.000	0.000	Merged-chr2-65133825-19
NR162--MA0463.1.Bcl6	chr10	93985595	93985608	-	0.000	0.000	Merged-chr10-93985650-27
NR1012--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR1114--MA0463.1.Bcl6	chr5	107953079	107953092	-	0.000	0.000	Merged-chr5-107953037-18
NR361--MA0463.1.Bcl6	chr13	44249169	44249182	+	0.000	0.000	Merged-chr13-44249362-23
NR1128--MA0463.1.Bcl6	chr5	134295811	134295824	-	0.000	0.000	Merged-chr5-134295794-17
NR245--MA0463.1.Bcl6	chr11	87745066	87745079	+	0.000	0.000	Merged-chr11-87745119-47
NR643--MA0731.1.BCL6B	chr18	19511625	19511641	-	0.000	0.000	Merged-chr18-19511551-17
NR725--MA0463.1.Bcl6	chr19	40300200	40300213	-	0.000	0.000	Merged-chr19-40300210-18
NR1416--MA0463.1.Bcl6	chr9	35123023	35123036	-	0.000	0.000	Merged-chr9-35123035-17
NR417--MA0463.1.Bcl6	chr13	112551550	112551563	+	0.000	0.000	Merged-chr13-112551755-26
NR247--MA0731.1.BCL6B	chr11	88103321	88103337	-	0.000	0.000	Merged-chr11-88103479-31
NR465--MA0731.1.BCL6B	chr14	67877868	67877884	+	0.000	0.000	Merged-chr14-67877957-30
NR423--MA0731.1.BCL6B	chr13	117241310	117241326	+	0.000	0.000	Merged-chr13-117241409-28
NR906--MA0463.1.Bcl6	chr3	86841654	86841667	+	0.000	0.000	Merged-chr3-86841762-14
NR997--MA0463.1.Bcl6	chr4	89178165	89178178	+	0.000	0.000	Merged-chr4-89178152-23
NR1325--MA0463.1.Bcl6	chr7	117394083	117394096	+	0.000	0.000	Merged-chr7-117394201-50
NR675--MA0463.1.Bcl6	chr18	73548730	73548743	+	0.000	0.000	Merged-chr18-73548790-35
NR214--MA0463.1.Bcl6	chr11	57952819	57952832	+	0.000	0.000	Merged-chr11-57952769-40
NR228--MA0463.1.Bcl6	chr11	71996080	71996093	-	0.000	0.000	Merged-chr11-71996185-51
NR246--MA0463.1.Bcl6	chr11	88103324	88103337	+	0.000	0.000	Merged-chr11-88103479-31
