#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR21761--MA0493.1.Klf1	chr16	23262264	23262274	+	0.000	0.000	Merged-chr16-23262371-32
NR31134--MA0599.1.KLF5	chr2	65871059	65871068	+	0.000	0.000	Merged-chr2-65871141-19
NR46175--MA0599.1.KLF5	chr5	149427524	149427533	-	0.000	0.000	Merged-chr5-149427432-30
NR51766--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR43698--MA0599.1.KLF5	chr5	100929921	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR22539--MA0740.1.KLF14	chr16	76310892	76310905	-	0.000	0.000	Merged-chr16-76310830-49
NR59318--MA0493.1.Klf1	chr9	104337793	104337803	-	0.000	0.000	Merged-chr9-104337728-48
NR51562--MA0599.1.KLF5	chr7	79190826	79190835	+	0.000	0.000	Merged-chr7-79190820-25
NR21766--MA0493.1.Klf1	chr16	23270709	23270719	+	0.000	0.000	Merged-chr16-23270651-14
NR47117--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR59041--MA0599.1.KLF5	chr9	94607631	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR22654--MA1107.1.KLF9	chr16	84982668	84982680	+	0.000	0.000	Merged-chr16-84982791-18
NR23182--MA0741.1.KLF16	chr17	5138643	5138653	-	0.000	0.000	Merged-chr17-5138884-51
NR21630--MA0741.1.KLF16	chr16	18460125	18460135	+	0.000	0.000	Merged-chr16-18460092-61
NR5014--MA0599.1.KLF5	chr10	42934813	42934822	-	0.000	0.000	Merged-chr10-42934777-29
NR43697--MA0742.1.Klf12	chr5	100929920	100929934	+	0.000	0.000	Merged-chr5-100929891-31
NR43125--MA0493.1.Klf1	chr5	73223221	73223231	+	0.000	0.000	Merged-chr5-73223278-33
NR424--MA1107.1.KLF9	chr1	40190299	40190311	-	0.000	0.000	Merged-chr1-40190206-19
NR18044--MA1107.1.KLF9	chr14	69774963	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR26489--MA0741.1.KLF16	chr18	35850027	35850037	+	0.000	0.000	Merged-chr18-35849928-52
NR57877--MA1107.1.KLF9	chr9	51162066	51162078	-	0.000	0.000	Merged-chr9-51161990-29
NR54734--MA0741.1.KLF16	chr8	61606944	61606954	+	0.000	0.000	Merged-chr8-61607091-30
NR18394--MA0493.1.Klf1	chr14	86788609	86788619	+	0.000	0.000	Merged-chr14-86788729-15
NR3952--MA0740.1.KLF14	chr1	189500039	189500052	+	0.000	0.000	Merged-chr1-189499965-39
NR50830--MA1107.1.KLF9	chr7	44485368	44485380	-	0.000	0.000	Merged-chr7-44485410-35
NR56250--MA1107.1.KLF9	chr8	114506084	114506096	-	0.000	0.000	Merged-chr8-114506190-31
NR49403--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR35422--MA1107.1.KLF9	chr3	69274917	69274929	-	0.000	0.000	Merged-chr3-69274909-13
NR41343--MA0742.1.Klf12	chr4	149854491	149854505	-	0.000	0.000	Merged-chr4-149854542-67
NR14828--MA0599.1.KLF5	chr13	40676878	40676887	+	0.000	0.000	Merged-chr13-40676828-31
NR38281--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR15497--MA0741.1.KLF16	chr13	65070138	65070148	+	0.000	0.000	Merged-chr13-65070187-24
NR22481--MA0493.1.Klf1	chr16	72350678	72350688	-	0.000	0.000	Merged-chr16-72350554-25
NR35418--MA1107.1.KLF9	chr3	69274909	69274921	-	0.000	0.000	Merged-chr3-69274909-13
NR2581--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR7968--MA0741.1.KLF16	chr11	4390659	4390669	-	0.000	0.000	Merged-chr11-4390804-16
NR37956--MA1107.1.KLF9	chr4	10875650	10875662	+	0.000	0.000	Merged-chr4-10875548-10
NR59521--MA0493.1.Klf1	chr9	107719431	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR12228--MA0599.1.KLF5	chr12	16509460	16509469	+	0.000	0.000	Merged-chr12-16509548-40
NR46526--MA0741.1.KLF16	chr6	29853717	29853727	-	0.000	0.000	Merged-chr6-29853688-66
NR58766--MA0039.3.KLF4	chr9	80313761	80313771	-	0.000	0.000	Merged-chr9-80313733-27
NR39273--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR3955--MA0741.1.KLF16	chr1	189500040	189500050	+	0.000	0.000	Merged-chr1-189499965-39
NR12143--MA0599.1.KLF5	chr12	8859177	8859186	-	0.000	0.000	Merged-chr12-8859142-27
NR21848--MA1107.1.KLF9	chr16	30722575	30722587	-	0.000	0.000	Merged-chr16-30722513-29
NR50673--MA0741.1.KLF16	chr7	35119101	35119111	-	0.000	0.000	Merged-chr7-35119008-87
NR1259--MA0039.3.KLF4	chr1	82974057	82974067	-	0.000	0.000	Merged-chr1-82974163-36
NR6185--MA1107.1.KLF9	chr10	81247984	81247996	+	0.000	0.000	Merged-chr10-81248090-40
NR37951--MA0742.1.Klf12	chr4	10875650	10875664	+	0.000	0.000	Merged-chr4-10875548-10
NR26093--MA0039.3.KLF4	chr17	88753267	88753277	+	0.000	0.000	Merged-chr17-88753234-51
NR21768--MA1107.1.KLF9	chr16	23270705	23270717	+	0.000	0.000	Merged-chr16-23270651-14
NR29439--MA0039.3.KLF4	chr19	57430266	57430276	-	0.000	0.000	Merged-chr19-57430178-33
NR34092--MA1107.1.KLF9	chr2	168741367	168741379	+	0.000	0.000	Merged-chr2-168741453-11
NR56078--MA0493.1.Klf1	chr8	109957364	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR22661--MA1107.1.KLF9	chr16	84982700	84982712	+	0.000	0.000	Merged-chr16-84982791-18
NR9912--MA1107.1.KLF9	chr11	80504357	80504369	+	0.000	0.000	Merged-chr11-80504539-24
NR34098--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR422--MA1107.1.KLF9	chr1	40190295	40190307	-	0.000	0.000	Merged-chr1-40190206-19
NR22657--MA1107.1.KLF9	chr16	84982674	84982686	+	0.000	0.000	Merged-chr16-84982791-18
NR8420--MA0741.1.KLF16	chr11	32020366	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR61157--MA0599.1.KLF5	chrX	104857309	104857318	+	0.000	0.000	Merged-chrX-104857124-25
NR418--MA1107.1.KLF9	chr1	40190287	40190299	-	0.000	0.000	Merged-chr1-40190206-19
NR23185--MA0741.1.KLF16	chr17	5138646	5138656	-	0.000	0.000	Merged-chr17-5138884-51
NR18043--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR39413--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR47115--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR56863--MA0740.1.KLF14	chr8	126699187	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR5016--MA1107.1.KLF9	chr10	42934811	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR21764--MA0742.1.Klf12	chr16	23270705	23270719	+	0.000	0.000	Merged-chr16-23270651-14
NR13763--MA0599.1.KLF5	chr12	106658380	106658389	-	0.000	0.000	Merged-chr12-106658505-23
NR25816--MA0493.1.Klf1	chr17	84032656	84032666	+	0.000	0.000	Merged-chr17-84032623-33
NR33600--MA0599.1.KLF5	chr2	160367205	160367214	+	0.000	0.000	Merged-chr2-160367322-62
NR1258--MA0599.1.KLF5	chr1	82974059	82974068	-	0.000	0.000	Merged-chr1-82974163-36
NR33599--MA1107.1.KLF9	chr2	160367185	160367197	-	0.000	0.000	Merged-chr2-160367322-62
NR2591--MA0741.1.KLF16	chr1	151698129	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR35425--MA1107.1.KLF9	chr3	69274923	69274935	-	0.000	0.000	Merged-chr3-69274909-13
NR44272--MA0493.1.Klf1	chr5	115474655	115474665	+	0.000	0.000	Merged-chr5-115474524-35
NR53221--MA1107.1.KLF9	chr7	130893300	130893312	+	0.000	0.000	Merged-chr7-130893114-41
NR55951--MA0039.3.KLF4	chr8	105965477	105965487	+	0.000	0.000	Merged-chr8-105965531-1
NR5486--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR1255--MA0740.1.KLF14	chr1	82974056	82974069	-	0.000	0.000	Merged-chr1-82974163-36
NR31536--MA1107.1.KLF9	chr2	76421442	76421454	-	0.000	0.000	Merged-chr2-76421582-29
NR38283--MA1107.1.KLF9	chr4	41295618	41295630	+	0.000	0.000	Merged-chr4-41295781-15
NR58166--MA0741.1.KLF16	chr9	61779366	61779376	+	0.000	0.000	Merged-chr9-61779248-32
NR37955--MA0493.1.Klf1	chr4	10875650	10875660	+	0.000	0.000	Merged-chr4-10875548-10
NR20425--MA1107.1.KLF9	chr15	85233151	85233163	+	0.000	0.000	Merged-chr15-85233310-62
NR58036--MA0741.1.KLF16	chr9	58112635	58112645	-	0.000	0.000	Merged-chr9-58112486-25
NR54447--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR485--MA0741.1.KLF16	chr1	42953103	42953113	+	0.000	0.000	Merged-chr1-42953184-68
NR29656--MA0039.3.KLF4	chr2	4669896	4669906	+	0.000	0.000	Merged-chr2-4669816-18
NR6192--MA1107.1.KLF9	chr10	81247998	81248010	+	0.000	0.000	Merged-chr10-81248090-40
NR37477--MA0741.1.KLF16	chr3	146123271	146123281	+	0.000	0.000	Merged-chr3-146123164-55
NR36114--MA0599.1.KLF5	chr3	98406763	98406772	+	0.000	0.000	Merged-chr3-98406778-20
NR1256--MA0657.1.KLF13	chr1	82974053	82974070	-	0.000	0.000	Merged-chr1-82974163-36
NR60821--MA0599.1.KLF5	chrX	53607856	53607865	+	0.000	0.000	Merged-chrX-53607978-28
NR43536--MA0039.3.KLF4	chr5	97090259	97090269	-	0.000	0.000	Merged-chr5-97090318-20
NR54732--MA0740.1.KLF14	chr8	61606943	61606956	+	0.000	0.000	Merged-chr8-61607091-30
NR22884--MA0599.1.KLF5	chr16	93574643	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR22650--MA1107.1.KLF9	chr16	84982660	84982672	+	0.000	0.000	Merged-chr16-84982791-18
NR36565--MA0039.3.KLF4	chr3	109782668	109782678	-	0.000	0.000	Merged-chr3-109782603-31
NR57067--MA1107.1.KLF9	chr9	14559687	14559699	+	0.000	0.000	Merged-chr9-14559722-16
NR34091--MA0493.1.Klf1	chr2	168741367	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR22886--MA0741.1.KLF16	chr16	93574642	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR529--MA0599.1.KLF5	chr1	46894576	46894585	+	0.000	0.000	Merged-chr1-46894648-40
NR57873--MA1107.1.KLF9	chr9	51162058	51162070	-	0.000	0.000	Merged-chr9-51161990-29
NR3735--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR43126--MA0493.1.Klf1	chr5	73223255	73223265	-	0.000	0.000	Merged-chr5-73223278-33
NR425--MA1107.1.KLF9	chr1	40190301	40190313	-	0.000	0.000	Merged-chr1-40190206-19
NR46638--MA0599.1.KLF5	chr6	37399086	37399095	+	0.000	0.000	Merged-chr6-37399175-29
NR51563--MA0493.1.Klf1	chr7	79190825	79190835	+	0.000	0.000	Merged-chr7-79190820-25
NR3954--MA0493.1.Klf1	chr1	189500039	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR26692--MA0039.3.KLF4	chr18	46013412	46013422	+	0.000	0.000	Merged-chr18-46013388-48
NR19369--MA0599.1.KLF5	chr15	38535549	38535558	+	0.000	0.000	Merged-chr15-38535554-39
NR46524--MA0740.1.KLF14	chr6	29853715	29853728	-	0.000	0.000	Merged-chr6-29853688-66
NR3310--MA0599.1.KLF5	chr1	172197218	172197227	+	0.000	0.000	Merged-chr1-172197316-25
NR26488--MA0599.1.KLF5	chr18	35830063	35830072	+	0.000	0.000	Merged-chr18-35830192-19
NR54368--MA0741.1.KLF16	chr8	34397998	34398008	+	0.000	0.000	Merged-chr8-34397971-66
NR56251--MA1107.1.KLF9	chr8	114506094	114506106	-	0.000	0.000	Merged-chr8-114506190-31
NR35400--MA0039.3.KLF4	chr3	68981201	68981211	+	0.000	0.000	Merged-chr3-68981196-42
NR15900--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR8415--MA0599.1.KLF5	chr11	32020327	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR54445--MA0740.1.KLF14	chr8	36249516	36249529	+	0.000	0.000	Merged-chr8-36249558-6
NR35423--MA1107.1.KLF9	chr3	69274919	69274931	-	0.000	0.000	Merged-chr3-69274909-13
NR5015--MA0493.1.Klf1	chr10	42934813	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR44274--MA1107.1.KLF9	chr5	115474655	115474667	+	0.000	0.000	Merged-chr5-115474524-35
NR2582--MA1107.1.KLF9	chr1	151236858	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR2777--MA0741.1.KLF16	chr1	156522304	156522314	-	0.000	0.000	Merged-chr1-156522298-40
NR35419--MA1107.1.KLF9	chr3	69274911	69274923	-	0.000	0.000	Merged-chr3-69274909-13
NR33598--MA0493.1.Klf1	chr2	160367182	160367192	-	0.000	0.000	Merged-chr2-160367322-62
NR52657--MA0657.1.KLF13	chr7	116504217	116504234	+	0.000	0.000	Merged-chr7-116504406-66
NR58034--MA0741.1.KLF16	chr9	58112633	58112643	-	0.000	0.000	Merged-chr9-58112486-25
NR5013--MA0742.1.Klf12	chr10	42934809	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR14829--MA0493.1.Klf1	chr13	40676877	40676887	+	0.000	0.000	Merged-chr13-40676828-31
NR38282--MA0741.1.KLF16	chr4	41295619	41295629	+	0.000	0.000	Merged-chr4-41295781-15
NR6939--MA0599.1.KLF5	chr10	111562800	111562809	+	0.000	0.000	Merged-chr10-111562842-26
NR36563--MA1107.1.KLF9	chr3	109782589	109782601	-	0.000	0.000	Merged-chr3-109782603-31
NR36634--MA0741.1.KLF16	chr3	116200268	116200278	+	0.000	0.000	Merged-chr3-116200281-40
NR21765--MA0599.1.KLF5	chr16	23270710	23270719	+	0.000	0.000	Merged-chr16-23270651-14
NR6943--MA0657.1.KLF13	chr10	111562886	111562903	+	0.000	0.000	Merged-chr10-111562842-26
NR5527--MA0599.1.KLF5	chr10	68137468	68137477	+	0.000	0.000	Merged-chr10-68137569-23
NR12447--MA0039.3.KLF4	chr12	33220641	33220651	-	0.000	0.000	Merged-chr12-33220672-27
NR26094--MA1107.1.KLF9	chr17	88753265	88753277	+	0.000	0.000	Merged-chr17-88753234-51
NR38189--MA0599.1.KLF5	chr4	34551670	34551679	-	0.000	0.000	Merged-chr4-34551500-9
NR11277--MA1107.1.KLF9	chr11	109347872	109347884	-	0.000	0.000	Merged-chr11-109347836-28
NR54212--MA0493.1.Klf1	chr8	23887079	23887089	-	0.000	0.000	Merged-chr8-23886978-41
NR40745--MA0599.1.KLF5	chr4	135114642	135114651	-	0.000	0.000	Merged-chr4-135114591-19
NR45610--MA0657.1.KLF13	chr5	140208908	140208925	+	0.000	0.000	Merged-chr5-140208912-49
NR6186--MA1107.1.KLF9	chr10	81247986	81247998	+	0.000	0.000	Merged-chr10-81248090-40
NR12704--MA0599.1.KLF5	chr12	55466530	55466539	+	0.000	0.000	Merged-chr12-55466597-41
NR44405--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
NR12229--MA0493.1.Klf1	chr12	16509459	16509469	+	0.000	0.000	Merged-chr12-16509548-40
NR51765--MA0741.1.KLF16	chr7	84149143	84149153	-	0.000	0.000	Merged-chr7-84149073-24
NR59106--MA1107.1.KLF9	chr9	96696377	96696389	+	0.000	0.000	Merged-chr9-96696442-50
NR36214--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR1257--MA0742.1.Klf12	chr1	82974055	82974069	-	0.000	0.000	Merged-chr1-82974163-36
NR55950--MA0742.1.Klf12	chr8	105965475	105965489	+	0.000	0.000	Merged-chr8-105965531-1
NR7850--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR46178--MA1107.1.KLF9	chr5	149427522	149427534	-	0.000	0.000	Merged-chr5-149427432-30
NR11879--MA0599.1.KLF5	chr11	119345073	119345082	-	0.000	0.000	Merged-chr11-119345028-19
NR39194--MA0493.1.Klf1	chr4	88998584	88998594	-	0.000	0.000	Merged-chr4-88998396-38
NR57098--MA0599.1.KLF5	chr9	15533871	15533880	+	0.000	0.000	Merged-chr9-15533893-20
NR43128--MA1107.1.KLF9	chr5	73223221	73223233	+	0.000	0.000	Merged-chr5-73223278-33
NR3956--MA1107.1.KLF9	chr1	189500039	189500051	+	0.000	0.000	Merged-chr1-189499965-39
NR43701--MA1107.1.KLF9	chr5	100929920	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR22658--MA1107.1.KLF9	chr16	84982676	84982688	+	0.000	0.000	Merged-chr16-84982791-18
NR58164--MA0039.3.KLF4	chr9	61779367	61779377	+	0.000	0.000	Merged-chr9-61779248-32
NR61158--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR9909--MA1107.1.KLF9	chr11	80504351	80504363	+	0.000	0.000	Merged-chr11-80504539-24
NR419--MA1107.1.KLF9	chr1	40190289	40190301	-	0.000	0.000	Merged-chr1-40190206-19
NR49382--MA0599.1.KLF5	chr6	145049107	145049116	+	0.000	0.000	Merged-chr6-145048990-28
NR15902--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR47175--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR18515--MA0599.1.KLF5	chr14	101510904	101510913	-	0.000	0.000	Merged-chr14-101510851-45
NR35426--MA1107.1.KLF9	chr3	69274925	69274937	-	0.000	0.000	Merged-chr3-69274909-13
NR7967--MA0741.1.KLF16	chr11	4390658	4390668	-	0.000	0.000	Merged-chr11-4390804-16
NR3736--MA0741.1.KLF16	chr1	182764210	182764220	-	0.000	0.000	Merged-chr1-182764155-66
NR15496--MA0493.1.Klf1	chr13	65070137	65070147	+	0.000	0.000	Merged-chr13-65070187-24
NR13764--MA0493.1.Klf1	chr12	106658380	106658390	-	0.000	0.000	Merged-chr12-106658505-23
NR29224--MA0599.1.KLF5	chr19	47915500	47915509	-	0.000	0.000	Merged-chr19-47915460-18
NR43127--MA0741.1.KLF16	chr5	73223222	73223232	+	0.000	0.000	Merged-chr5-73223278-33
NR56080--MA1107.1.KLF9	chr8	109957364	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR34382--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR6940--MA0039.3.KLF4	chr10	111562801	111562811	+	0.000	0.000	Merged-chr10-111562842-26
NR33601--MA0741.1.KLF16	chr2	160367205	160367215	+	0.000	0.000	Merged-chr2-160367322-62
NR12290--MA0599.1.KLF5	chr12	17750550	17750559	-	0.000	0.000	Merged-chr12-17750660-39
