#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR78--MA0731.1.BCL6B	chr1	161309642	161309658	+	0.000	0.000	Merged-chr1-161309457-43
NR279--MA0463.1.Bcl6	chr11	105093186	105093199	+	0.000	0.000	Merged-chr11-105093103-10
NR645--MA0731.1.BCL6B	chr17	86185103	86185119	+	0.000	0.000	Merged-chr17-86185009-23
NR1031--MA0731.1.BCL6B	chr4	144909007	144909023	-	0.000	0.000	Merged-chr4-144908993-28
NR14--MA0463.1.Bcl6	chr1	39196811	39196824	+	0.000	0.000	Merged-chr1-39196974-45
NR1334--MA0731.1.BCL6B	chr8	46543352	46543368	+	0.000	0.000	Merged-chr8-46543326-23
NR1377--MA0463.1.Bcl6	chr8	116590512	116590525	+	0.000	0.000	Merged-chr8-116590566-65
NR646--MA0731.1.BCL6B	chr17	86206439	86206455	-	0.000	0.000	Merged-chr17-86206449-38
NR960--MA0731.1.BCL6B	chr4	10770224	10770240	+	0.000	0.000	Merged-chr4-10770192-53
NR120--MA0463.1.Bcl6	chr1	193421645	193421658	+	0.000	0.000	Merged-chr1-193421738-60
NR1290--MA0463.1.Bcl6	chr7	110796785	110796798	+	0.000	0.000	Merged-chr7-110796753-46
NR5--MA0731.1.BCL6B	chr1	20825167	20825183	-	0.000	0.000	Merged-chr1-20825313-33
NR949--MA0731.1.BCL6B	chr3	148419638	148419654	-	0.000	0.000	Merged-chr3-148419698-33
NR1297--MA0731.1.BCL6B	chr7	121059631	121059647	+	0.000	0.000	Merged-chr7-121059708-48
NR945--MA0463.1.Bcl6	chr3	146063290	146063303	-	0.000	0.000	Merged-chr3-146063322-20
NR15--MA0463.1.Bcl6	chr1	39205234	39205247	-	0.000	0.000	Merged-chr1-39205202-13
NR482--MA0731.1.BCL6B	chr15	12895527	12895543	+	0.000	0.000	Merged-chr15-12895648-51
NR981--MA0463.1.Bcl6	chr4	89178165	89178178	+	0.000	0.000	Merged-chr4-89178152-23
NR771--MA0463.1.Bcl6	chr2	76421639	76421652	+	0.000	0.000	Merged-chr2-76421582-29
NR1029--MA0731.1.BCL6B	chr4	139319746	139319762	-	0.000	0.000	Merged-chr4-139319909-27
NR1131--MA0463.1.Bcl6	chr5	130204817	130204830	+	0.000	0.000	Merged-chr5-130204591-44
NR79--MA0463.1.Bcl6	chr1	162094332	162094345	+	0.000	0.000	Merged-chr1-162094499-16
NR687--MA0463.1.Bcl6	chr18	75247001	75247014	-	0.000	0.000	Merged-chr18-75247078-14
NR379--MA0463.1.Bcl6	chr13	36534570	36534583	-	0.000	0.000	Merged-chr13-36534554-32
NR1312--MA0463.1.Bcl6	chr7	130812771	130812784	-	0.000	0.000	Merged-chr7-130812664-20
NR340--MA0463.1.Bcl6	chr12	102581751	102581764	+	0.000	0.000	Merged-chr12-102581960-56
NR77--MA0463.1.Bcl6	chr1	156710886	156710899	-	0.000	0.000	Merged-chr1-156710970-33
NR466--MA0463.1.Bcl6	chr14	78559299	78559312	+	0.000	0.000	Merged-chr14-78559223-28
NR1291--MA0463.1.Bcl6	chr7	110824201	110824214	+	0.000	0.000	Merged-chr7-110824322-44
NR640--MA0731.1.BCL6B	chr17	80772741	80772757	+	0.000	0.000	Merged-chr17-80772766-52
NR843--MA0463.1.Bcl6	chr2	158175265	158175278	+	0.000	0.000	Merged-chr2-158175276-28
NR307--MA0463.1.Bcl6	chr12	35799388	35799401	-	0.000	0.000	Merged-chr12-35799508-49
NR571--MA0463.1.Bcl6	chr16	89837247	89837260	-	0.000	0.000	Merged-chr16-89837217-58
NR98--MA0463.1.Bcl6	chr1	177457120	177457133	+	0.000	0.000	Merged-chr1-177456987-38
NR4--MA0731.1.BCL6B	chr1	20740780	20740796	-	0.000	0.000	Merged-chr1-20740658-39
NR707--MA0463.1.Bcl6	chr19	16255597	16255610	-	0.000	0.000	Merged-chr19-16255427-25
NR837--MA0463.1.Bcl6	chr2	153336213	153336226	-	0.000	0.000	Merged-chr2-153336329-40
NR452--MA0731.1.BCL6B	chr14	65330861	65330877	+	0.000	0.000	Merged-chr14-65330788-23
NR887--MA0463.1.Bcl6	chr3	86841654	86841667	+	0.000	0.000	Merged-chr3-86841762-14
NR1194--MA0463.1.Bcl6	chr6	84617231	84617244	-	0.000	0.000	Merged-chr6-84617241-46
NR159--MA0463.1.Bcl6	chr10	93985595	93985608	-	0.000	0.000	Merged-chr10-93985650-27
NR177--MA0463.1.Bcl6	chr10	109115453	109115466	-	0.000	0.000	Merged-chr10-109115316-22
