#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR6641--MA0493.1.Klf1	chr10	118787589	118787599	+	0.000	0.000	Merged-chr10-118787587-44
NR44959--MA0742.1.Klf12	chr6	71322741	71322755	+	0.000	0.000	Merged-chr6-71322825-41
NR30507--MA0599.1.KLF5	chr2	102039502	102039511	-	0.000	0.000	Merged-chr2-102039537-38
NR16095--MA0741.1.KLF16	chr14	7791692	7791702	+	0.000	0.000	Merged-chr14-7791631-72
NR8498--MA0039.3.KLF4	chr11	66905994	66906004	+	0.000	0.000	Merged-chr11-66906049-23
NR33902--MA0493.1.Klf1	chr3	81835918	81835928	-	0.000	0.000	Merged-chr3-81835793-30
NR43394--MA0039.3.KLF4	chr5	140871490	140871500	+	0.000	0.000	Merged-chr5-140871418-38
NR50809--MA1107.1.KLF9	chr7	136220522	136220534	+	0.000	0.000	Merged-chr7-136220645-21
NR51730--MA0599.1.KLF5	chr8	31031879	31031888	-	0.000	0.000	Merged-chr8-31031944-31
NR47311--MA1107.1.KLF9	chr7	3290305	3290317	+	0.000	0.000	Merged-chr7-3290343-35
NR48809--MA0493.1.Klf1	chr7	49246033	49246043	+	0.000	0.000	Merged-chr7-49246156-57
NR48859--MA0599.1.KLF5	chr7	52005847	52005856	+	0.000	0.000	Merged-chr7-52005667-2
NR26797--MA0742.1.Klf12	chr18	89626889	89626903	+	0.000	0.000	Merged-chr18-89627032-39
NR47314--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR6635--MA0493.1.Klf1	chr10	118787380	118787390	+	0.000	0.000	Merged-chr10-118787587-44
NR13224--MA0741.1.KLF16	chr12	110381480	110381490	+	0.000	0.000	Merged-chr12-110381552-59
NR48505--MA0741.1.KLF16	chr7	39544278	39544288	+	0.000	0.000	Merged-chr7-39544508-62
NR41096--MA1107.1.KLF9	chr5	74476792	74476804	+	0.000	0.000	Merged-chr5-74476772-23
NR4346--MA0741.1.KLF16	chr10	34207259	34207269	-	0.000	0.000	Merged-chr10-34207023-88
NR19909--MA0599.1.KLF5	chr15	89498886	89498895	+	0.000	0.000	Merged-chr15-89498857-24
NR30504--MA0039.3.KLF4	chr2	102034565	102034575	-	0.000	0.000	Merged-chr2-102034492-49
NR44962--MA0741.1.KLF16	chr6	71322742	71322752	+	0.000	0.000	Merged-chr6-71322825-41
NR26796--MA0740.1.KLF14	chr18	89626889	89626902	+	0.000	0.000	Merged-chr18-89627032-39
NR46537--MA1107.1.KLF9	chr6	134282236	134282248	+	0.000	0.000	Merged-chr6-134282243-30
NR14840--MA0493.1.Klf1	chr13	76055577	76055587	-	0.000	0.000	Merged-chr13-76055637-1
NR50826--MA0493.1.Klf1	chr7	136894457	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR25997--MA0599.1.KLF5	chr18	60632874	60632883	-	0.000	0.000	Merged-chr18-60633052-25
NR904--MA0493.1.Klf1	chr1	73940876	73940886	+	0.000	0.000	Merged-chr1-73940938-50
NR19685--MA0741.1.KLF16	chr15	84168813	84168823	-	0.000	0.000	Merged-chr15-84168860-11
NR13223--MA0599.1.KLF5	chr12	110381480	110381489	+	0.000	0.000	Merged-chr12-110381552-59
NR6638--MA0742.1.Klf12	chr10	118787589	118787603	+	0.000	0.000	Merged-chr10-118787587-44
NR33906--MA0741.1.KLF16	chr3	81835984	81835994	-	0.000	0.000	Merged-chr3-81835793-30
NR48806--MA0657.1.KLF13	chr7	49246032	49246049	+	0.000	0.000	Merged-chr7-49246156-57
NR39510--MA0599.1.KLF5	chr4	150087365	150087374	-	0.000	0.000	Merged-chr4-150087480-81
NR13147--MA0741.1.KLF16	chr12	108275620	108275630	-	0.000	0.000	Merged-chr12-108275445-64
NR6637--MA1107.1.KLF9	chr10	118787380	118787392	+	0.000	0.000	Merged-chr10-118787587-44
NR16094--MA1107.1.KLF9	chr14	7791559	7791571	+	0.000	0.000	Merged-chr14-7791631-72
NR51728--MA0740.1.KLF14	chr8	31031870	31031883	-	0.000	0.000	Merged-chr8-31031944-31
NR49152--MA0599.1.KLF5	chr7	78451846	78451855	+	0.000	0.000	Merged-chr7-78451897-56
NR24512--MA0741.1.KLF16	chr17	70888108	70888118	+	0.000	0.000	Merged-chr17-70888088-40
NR30508--MA0493.1.Klf1	chr2	102039502	102039512	-	0.000	0.000	Merged-chr2-102039537-38
NR41310--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR48506--MA0599.1.KLF5	chr7	39544414	39544423	+	0.000	0.000	Merged-chr7-39544508-62
NR50828--MA1107.1.KLF9	chr7	136894457	136894469	+	0.000	0.000	Merged-chr7-136894538-85
NR14839--MA0599.1.KLF5	chr13	76055577	76055586	-	0.000	0.000	Merged-chr13-76055637-1
NR27986--MA0740.1.KLF14	chr19	44078470	44078483	+	0.000	0.000	Merged-chr19-44078434-18
NR15082--MA1107.1.KLF9	chr13	92722554	92722566	-	0.000	0.000	Merged-chr13-92722597-29
NR43899--MA0599.1.KLF5	chr5	150262888	150262897	+	0.000	0.000	Merged-chr5-150262822-29
NR48503--MA0740.1.KLF14	chr7	39544277	39544290	+	0.000	0.000	Merged-chr7-39544508-62
NR27987--MA0657.1.KLF13	chr19	44078469	44078486	+	0.000	0.000	Merged-chr19-44078434-18
NR3711--MA0599.1.KLF5	chr1	192190679	192190688	+	0.000	0.000	Merged-chr1-192190727-18
NR51732--MA0741.1.KLF16	chr8	31031878	31031888	-	0.000	0.000	Merged-chr8-31031944-31
NR48807--MA0742.1.Klf12	chr7	49246033	49246047	+	0.000	0.000	Merged-chr7-49246156-57
NR16093--MA0493.1.Klf1	chr14	7791559	7791569	+	0.000	0.000	Merged-chr14-7791631-72
NR48811--MA1107.1.KLF9	chr7	49246033	49246045	+	0.000	0.000	Merged-chr7-49246156-57
NR33904--MA0740.1.KLF14	chr3	81835982	81835995	-	0.000	0.000	Merged-chr3-81835793-30
NR26799--MA0039.3.KLF4	chr18	89626891	89626901	+	0.000	0.000	Merged-chr18-89627032-39
NR43898--MA0741.1.KLF16	chr5	150259810	150259820	-	0.000	0.000	Merged-chr5-150259783-65
NR33905--MA0657.1.KLF13	chr3	81835979	81835996	-	0.000	0.000	Merged-chr3-81835793-30
NR19910--MA0741.1.KLF16	chr15	89498886	89498896	+	0.000	0.000	Merged-chr15-89498857-24
NR25998--MA0493.1.Klf1	chr18	60632874	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR39507--MA0740.1.KLF14	chr4	150087349	150087362	-	0.000	0.000	Merged-chr4-150087480-81
NR6639--MA0599.1.KLF5	chr10	118787590	118787599	+	0.000	0.000	Merged-chr10-118787587-44
NR25474--MA1107.1.KLF9	chr18	32543422	32543434	+	0.000	0.000	Merged-chr18-32543284-47
NR26798--MA0599.1.KLF5	chr18	89626890	89626899	+	0.000	0.000	Merged-chr18-89627032-39
NR50820--MA0599.1.KLF5	chr7	136894429	136894438	+	0.000	0.000	Merged-chr7-136894538-85
NR8500--MA1107.1.KLF9	chr11	66905992	66906004	+	0.000	0.000	Merged-chr11-66906049-23
NR6632--MA0742.1.Klf12	chr10	118787380	118787394	+	0.000	0.000	Merged-chr10-118787587-44
NR48810--MA0741.1.KLF16	chr7	49246034	49246044	+	0.000	0.000	Merged-chr7-49246156-57
NR6636--MA0741.1.KLF16	chr10	118787381	118787391	+	0.000	0.000	Merged-chr10-118787587-44
NR49153--MA0493.1.Klf1	chr7	78451845	78451855	+	0.000	0.000	Merged-chr7-78451897-56
NR47312--MA0740.1.KLF14	chr7	3290414	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR19684--MA0741.1.KLF16	chr15	84168812	84168822	-	0.000	0.000	Merged-chr15-84168860-11
NR30503--MA0742.1.Klf12	chr2	102034563	102034577	-	0.000	0.000	Merged-chr2-102034492-49
NR13144--MA0657.1.KLF13	chr12	108275475	108275492	+	0.000	0.000	Merged-chr12-108275445-64
NR47313--MA0657.1.KLF13	chr7	3290411	3290428	-	0.000	0.000	Merged-chr7-3290343-35
NR13146--MA0741.1.KLF16	chr12	108275477	108275487	+	0.000	0.000	Merged-chr12-108275445-64
NR10320--MA0741.1.KLF16	chr11	103808764	103808774	-	0.000	0.000	Merged-chr11-103808730-15
NR6640--MA0039.3.KLF4	chr10	118787591	118787601	+	0.000	0.000	Merged-chr10-118787587-44
NR43900--MA0493.1.Klf1	chr5	150262887	150262897	+	0.000	0.000	Merged-chr5-150262822-29
NR8499--MA0493.1.Klf1	chr11	66905992	66906002	+	0.000	0.000	Merged-chr11-66906049-23
NR30506--MA1107.1.KLF9	chr2	102034565	102034577	-	0.000	0.000	Merged-chr2-102034492-49
NR901--MA0599.1.KLF5	chr1	73940877	73940886	+	0.000	0.000	Merged-chr1-73940938-50
NR44960--MA0599.1.KLF5	chr6	71322742	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR33903--MA0741.1.KLF16	chr3	81835917	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR47308--MA0599.1.KLF5	chr7	3290306	3290315	+	0.000	0.000	Merged-chr7-3290343-35
NR44958--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR27405--MA0742.1.Klf12	chr19	17268912	17268926	+	0.000	0.000	Merged-chr19-17268849-24
NR50824--MA0742.1.Klf12	chr7	136894457	136894471	+	0.000	0.000	Merged-chr7-136894538-85
NR13145--MA0742.1.Klf12	chr12	108275476	108275490	+	0.000	0.000	Merged-chr12-108275445-64
NR51731--MA0741.1.KLF16	chr8	31031872	31031882	-	0.000	0.000	Merged-chr8-31031944-31
NR10319--MA0599.1.KLF5	chr11	103808765	103808774	-	0.000	0.000	Merged-chr11-103808730-15
NR39508--MA0599.1.KLF5	chr4	150087352	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR6634--MA0039.3.KLF4	chr10	118787382	118787392	+	0.000	0.000	Merged-chr10-118787587-44
NR27404--MA0740.1.KLF14	chr19	17268912	17268925	+	0.000	0.000	Merged-chr19-17268849-24
NR30505--MA0493.1.Klf1	chr2	102034567	102034577	-	0.000	0.000	Merged-chr2-102034492-49
NR20990--MA0599.1.KLF5	chr16	21204536	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR50821--MA0493.1.Klf1	chr7	136894414	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR39770--MA0657.1.KLF13	chr4	154942787	154942804	+	0.000	0.000	Merged-chr4-154942654-46
NR25996--MA0742.1.Klf12	chr18	60632870	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR47315--MA0599.1.KLF5	chr7	3290417	3290426	-	0.000	0.000	Merged-chr7-3290343-35
