#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR7305--MA0002.2.RUNX1	chr6	59265400	59265410	-	0.000	0.000	Merged-chr6-59265419-13
NR9065--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR9114--MA0684.1.RUNX3	chr9	105689659	105689668	-	0.000	0.000	Merged-chr9-105689631-24
NR5291--MA0511.2.RUNX2	chr2	124732845	124732853	+	0.000	0.000	Merged-chr2-124732800-44
NR1126--MA0511.2.RUNX2	chr10	117652226	117652234	+	0.000	0.000	Merged-chr10-117652105-48
NR8364--MA0002.2.RUNX1	chr8	40584798	40584808	-	0.000	0.000	Merged-chr8-40584789-43
NR8906--MA0002.2.RUNX1	chr9	62080713	62080723	-	0.000	0.000	Merged-chr9-62080517-9
NR4927--MA0002.2.RUNX1	chr2	17597735	17597745	+	0.000	0.000	Merged-chr2-17597899-18
NR7318--MA0002.2.RUNX1	chr6	67184969	67184979	-	0.000	0.000	Merged-chr6-67184785-39
NR4990--MA0684.1.RUNX3	chr2	25856079	25856088	-	0.000	0.000	Merged-chr2-25856140-7
NR6968--MA0002.2.RUNX1	chr5	111059192	111059202	-	0.000	0.000	Merged-chr5-111059205-94
NR7556--MA0684.1.RUNX3	chr6	128771052	128771061	-	0.000	0.000	Merged-chr6-128771124-9
NR4417--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR2466--MA0002.2.RUNX1	chr13	56507372	56507382	+	0.000	0.000	Merged-chr13-56507278-42
NR4460--MA0002.2.RUNX1	chr18	65479299	65479309	-	0.000	0.000	Merged-chr18-65479334-47
NR321--MA0002.2.RUNX1	chr1	127830428	127830438	+	0.000	0.000	Merged-chr1-127830460-48
NR3209--MA0002.2.RUNX1	chr15	58750440	58750450	-	0.000	0.000	Merged-chr15-58750240-28
NR3609--MA0684.1.RUNX3	chr16	35742396	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR847--MA0511.2.RUNX2	chr10	45711001	45711009	-	0.000	0.000	Merged-chr10-45710990-44
NR1737--MA0511.2.RUNX2	chr11	115589156	115589164	+	0.000	0.000	Merged-chr11-115589146-15
NR4744--MA0002.2.RUNX1	chr19	40821498	40821508	-	0.000	0.000	Merged-chr19-40821418-1
NR2544--MA0511.2.RUNX2	chr13	89670127	89670135	+	0.000	0.000	Merged-chr13-89670013-3
NR7419--MA0002.2.RUNX1	chr6	99811594	99811604	+	0.000	0.000	Merged-chr6-99811499-44
NR224--MA0684.1.RUNX3	chr1	88475603	88475612	+	0.000	0.000	Merged-chr1-88475619-20
NR952--MA0684.1.RUNX3	chr10	77609600	77609609	-	0.000	0.000	Merged-chr10-77609801-14
NR4518--MA0002.2.RUNX1	chr18	75374180	75374190	+	0.000	0.000	Merged-chr18-75374196-25
NR585--MA0684.1.RUNX3	chr1	179492929	179492938	+	0.000	0.000	Merged-chr1-179493163-27
NR393--MA0511.2.RUNX2	chr1	138952394	138952402	+	0.000	0.000	Merged-chr1-138952405-35
NR2153--MA0002.2.RUNX1	chr12	107640640	107640650	-	0.000	0.000	Merged-chr12-107640697-5
NR6784--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR1206--MA0511.2.RUNX2	chr10	127337648	127337656	-	0.000	0.000	Merged-chr10-127337702-25
NR4961--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR2884--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR8701--MA0684.1.RUNX3	chr8	128643064	128643073	-	0.000	0.000	Merged-chr8-128643198-31
NR2536--MA0511.2.RUNX2	chr13	84769189	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR6002--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR4322--MA0002.2.RUNX1	chr18	14494475	14494485	-	0.000	0.000	Merged-chr18-14494264-19
NR1296--MA0511.2.RUNX2	chr11	32200355	32200363	+	0.000	0.000	Merged-chr11-32200377-38
NR7379--MA0002.2.RUNX1	chr6	87437147	87437157	+	0.000	0.000	Merged-chr6-87436992-13
NR6624--MA0511.2.RUNX2	chr5	7829817	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR8410--MA0002.2.RUNX1	chr8	68212389	68212399	-	0.000	0.000	Merged-chr8-68212337-24
NR6525--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR6220--MA0002.2.RUNX1	chr4	59790005	59790015	+	0.000	0.000	Merged-chr4-59790006-29
NR3194--MA0511.2.RUNX2	chr15	55520853	55520861	-	0.000	0.000	Merged-chr15-55520889-48
NR2384--MA0002.2.RUNX1	chr13	37124152	37124162	+	0.000	0.000	Merged-chr13-37124169-8
NR4686--MA0511.2.RUNX2	chr19	29185721	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR4940--MA0684.1.RUNX3	chr2	17845529	17845538	-	0.000	0.000	Merged-chr2-17845339-45
NR4987--MA0684.1.RUNX3	chr2	25620565	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR2288--MA0002.2.RUNX1	chr13	9360205	9360215	+	0.000	0.000	Merged-chr13-9360244-14
NR5870--MA0002.2.RUNX1	chr3	117728497	117728507	-	0.000	0.000	Merged-chr3-117728445-14
NR1910--MA0002.2.RUNX1	chr12	41844129	41844139	-	0.000	0.000	Merged-chr12-41844052-32
NR2668--MA0002.2.RUNX1	chr13	111656050	111656060	+	0.000	0.000	Merged-chr13-111655949-74
NR414--MA0002.2.RUNX1	chr1	144076191	144076201	+	0.000	0.000	Merged-chr1-144076413-55
NR5124--MA0511.2.RUNX2	chr2	68289416	68289424	-	0.000	0.000	Merged-chr2-68289327-28
NR4394--MA0511.2.RUNX2	chr18	41979670	41979678	+	0.000	0.000	Merged-chr18-41979653-39
NR5376--MA0511.2.RUNX2	chr2	140101223	140101231	-	0.000	0.000	Merged-chr2-140101246-37
NR6246--MA0002.2.RUNX1	chr4	63899028	63899038	-	0.000	0.000	Merged-chr4-63899190-80
NR6977--MA0511.2.RUNX2	chr5	112273145	112273153	+	0.000	0.000	Merged-chr5-112273170-1
NR2603--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR8415--MA0002.2.RUNX1	chr8	69196705	69196715	+	0.000	0.000	Merged-chr8-69196673-22
NR996--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR582--MA0511.2.RUNX2	chr1	179169772	179169780	-	0.000	0.000	Merged-chr1-179169843-56
NR2071--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR6225--MA0002.2.RUNX1	chr4	62551975	62551985	+	0.000	0.000	Merged-chr4-62552113-23
NR2537--MA0684.1.RUNX3	chr13	84769188	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR6781--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR6354--MA0684.1.RUNX3	chr4	108371652	108371661	+	0.000	0.000	Merged-chr4-108371608-19
NR6477--MA0002.2.RUNX1	chr4	135520640	135520650	-	0.000	0.000	Merged-chr4-135520643-13
NR3943--MA0002.2.RUNX1	chr17	12655817	12655827	-	0.000	0.000	Merged-chr17-12655999-51
NR8789--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR6638--MA0684.1.RUNX3	chr5	8808003	8808012	-	0.000	0.000	Merged-chr5-8807918-2
NR6909--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR4958--MA0684.1.RUNX3	chr2	21222924	21222933	+	0.000	0.000	Merged-chr2-21222970-39
NR104--MA0511.2.RUNX2	chr1	52650256	52650264	-	0.000	0.000	Merged-chr1-52650227-37
NR1389--MA0511.2.RUNX2	chr11	58829921	58829929	+	0.000	0.000	Merged-chr11-58829916-12
NR5841--MA0002.2.RUNX1	chr3	108887078	108887088	-	0.000	0.000	Merged-chr3-108887140-15
NR8503--MA0002.2.RUNX1	chr8	94633718	94633728	+	0.000	0.000	Merged-chr8-94633712-19
NR4319--MA0002.2.RUNX1	chr18	13016442	13016452	+	0.000	0.000	Merged-chr18-13016580-10
NR6826--MA0511.2.RUNX2	chr5	74132754	74132762	-	0.000	0.000	Merged-chr5-74132835-25
NR3942--MA0684.1.RUNX3	chr17	12513683	12513692	-	0.000	0.000	Merged-chr17-12513699-7
NR6456--MA0002.2.RUNX1	chr4	134059083	134059093	-	0.000	0.000	Merged-chr4-134059039-2
NR4094--MA0511.2.RUNX2	chr17	44458079	44458087	+	0.000	0.000	Merged-chr17-44458009-9
NR5711--MA0002.2.RUNX1	chr3	84749475	84749485	-	0.000	0.000	Merged-chr3-84749364-32
NR2813--MA0511.2.RUNX2	chr14	47740831	47740839	+	0.000	0.000	Merged-chr14-47740703-52
NR8562--MA0511.2.RUNX2	chr8	111956127	111956135	+	0.000	0.000	Merged-chr8-111956180-5
NR2717--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR4232--MA0002.2.RUNX1	chr17	78087125	78087135	-	0.000	0.000	Merged-chr17-78087139-42
NR9098--MA0684.1.RUNX3	chr9	101249835	101249844	-	0.000	0.000	Merged-chr9-101249791-43
NR239--MA0511.2.RUNX2	chr1	91755272	91755280	-	0.000	0.000	Merged-chr1-91755348-8
NR4692--MA0511.2.RUNX2	chr19	29261912	29261920	+	0.000	0.000	Merged-chr19-29261826-30
NR8496--MA0684.1.RUNX3	chr8	92333556	92333565	+	0.000	0.000	Merged-chr8-92333668-18
NR3534--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR3805--MA0002.2.RUNX1	chr16	91562219	91562229	+	0.000	0.000	Merged-chr16-91562152-19
NR8128--MA0002.2.RUNX1	chr7	121059761	121059771	-	0.000	0.000	Merged-chr7-121059708-48
NR4916--MA0684.1.RUNX3	chr2	13718971	13718980	+	0.000	0.000	Merged-chr2-13718816-55
NR6590--MA0511.2.RUNX2	chr4	152038884	152038892	-	0.000	0.000	Merged-chr4-152038898-1
NR8859--MA0511.2.RUNX2	chr9	56106851	56106859	-	0.000	0.000	Merged-chr9-56106826-6
NR8366--MA0684.1.RUNX3	chr8	40584804	40584813	+	0.000	0.000	Merged-chr8-40584789-43
NR8075--MA0002.2.RUNX1	chr7	112238966	112238976	+	0.000	0.000	Merged-chr7-112238810-51
NR1724--MA0002.2.RUNX1	chr11	113174260	113174270	-	0.000	0.000	Merged-chr11-113174221-33
NR5812--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR4909--MA0002.2.RUNX1	chr2	11657765	11657775	+	0.000	0.000	Merged-chr2-11657779-45
NR3513--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR5650--MA0002.2.RUNX1	chr3	55419695	55419705	+	0.000	0.000	Merged-chr3-55419547-37
NR2286--MA0002.2.RUNX1	chr13	9203618	9203628	+	0.000	0.000	Merged-chr13-9203705-17
NR4174--MA0511.2.RUNX2	chr17	57131990	57131998	+	0.000	0.000	Merged-chr17-57131873-41
NR3512--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR6549--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR287--MA0511.2.RUNX2	chr1	105565162	105565170	+	0.000	0.000	Merged-chr1-105565114-33
NR588--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR1445--MA0002.2.RUNX1	chr11	71230952	71230962	-	0.000	0.000	Merged-chr11-71230864-28
NR5533--MA0002.2.RUNX1	chr2	173455289	173455299	+	0.000	0.000	Merged-chr2-173455329-43
NR63--MA0002.2.RUNX1	chr1	38777649	38777659	-	0.000	0.000	Merged-chr1-38777708-41
NR8447--MA0002.2.RUNX1	chr8	77292723	77292733	+	0.000	0.000	Merged-chr8-77292720-71
NR1762--MA0511.2.RUNX2	chr11	117872036	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR8036--MA0511.2.RUNX2	chr7	102064045	102064053	+	0.000	0.000	Merged-chr7-102063956-5
NR6627--MA0511.2.RUNX2	chr5	8075408	8075416	+	0.000	0.000	Merged-chr5-8075370-38
NR7540--MA0002.2.RUNX1	chr6	127474198	127474208	+	0.000	0.000	Merged-chr6-127474146-19
NR3975--MA0002.2.RUNX1	chr17	21463758	21463768	-	0.000	0.000	Merged-chr17-21463736-49
NR6051--MA0511.2.RUNX2	chr3	157938676	157938684	-	0.000	0.000	Merged-chr3-157938783-43
NR7858--MA0002.2.RUNX1	chr7	55890104	55890114	+	0.000	0.000	Merged-chr7-55890160-26
NR8698--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR1391--MA0684.1.RUNX3	chr11	58829921	58829930	+	0.000	0.000	Merged-chr11-58829916-12
NR3941--MA0002.2.RUNX1	chr17	12513682	12513692	+	0.000	0.000	Merged-chr17-12513699-7
NR8363--MA0511.2.RUNX2	chr8	40584804	40584812	+	0.000	0.000	Merged-chr8-40584789-43
NR2168--MA0684.1.RUNX3	chr12	108452563	108452572	+	0.000	0.000	Merged-chr12-108452532-13
NR3322--MA0002.2.RUNX1	chr15	82111957	82111967	+	0.000	0.000	Merged-chr15-82112003-17
NR3673--MA0511.2.RUNX2	chr16	50070892	50070900	+	0.000	0.000	Merged-chr16-50070751-51
NR1771--MA0684.1.RUNX3	chr11	118232513	118232522	+	0.000	0.000	Merged-chr11-118232579-51
NR1850--MA0511.2.RUNX2	chr12	17726603	17726611	+	0.000	0.000	Merged-chr12-17726607-38
NR3831--MA0684.1.RUNX3	chr16	93552990	93552999	+	0.000	0.000	Merged-chr16-93552984-42
NR1403--MA0002.2.RUNX1	chr11	61564198	61564208	-	0.000	0.000	Merged-chr11-61564144-31
NR4416--MA0511.2.RUNX2	chr18	56413122	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR288--MA0684.1.RUNX3	chr1	105565162	105565171	+	0.000	0.000	Merged-chr1-105565114-33
NR9050--MA0002.2.RUNX1	chr9	87025950	87025960	+	0.000	0.000	Merged-chr9-87025935-38
NR5441--MA0511.2.RUNX2	chr2	158450879	158450887	+	0.000	0.000	Merged-chr2-158450944-19
NR3827--MA0511.2.RUNX2	chr16	93552877	93552885	-	0.000	0.000	Merged-chr16-93552984-42
NR4538--MA0511.2.RUNX2	chr18	79297926	79297934	+	0.000	0.000	Merged-chr18-79298014-36
NR8007--MA0511.2.RUNX2	chr7	99003412	99003420	+	0.000	0.000	Merged-chr7-99003498-20
NR1763--MA0684.1.RUNX3	chr11	117872035	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR3566--MA0002.2.RUNX1	chr16	31205788	31205798	+	0.000	0.000	Merged-chr16-31205914-4
NR8368--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR3902--MA0511.2.RUNX2	chr17	5748187	5748195	+	0.000	0.000	Merged-chr17-5748141-46
NR6959--MA0511.2.RUNX2	chr5	110284119	110284127	+	0.000	0.000	Merged-chr5-110284039-11
NR5464--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR7971--MA0511.2.RUNX2	chr7	88459939	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR4517--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR2119--MA0002.2.RUNX1	chr12	102783126	102783136	+	0.000	0.000	Merged-chr12-102783083-16
NR2105--MA0684.1.RUNX3	chr12	100747341	100747350	+	0.000	0.000	Merged-chr12-100747316-18
NR3035--MA0002.2.RUNX1	chr14	121325021	121325031	-	0.000	0.000	Merged-chr14-121324999-52
NR3591--MA0511.2.RUNX2	chr16	33499314	33499322	+	0.000	0.000	Merged-chr16-33499243-20
NR3892--MA0684.1.RUNX3	chr17	3209916	3209925	+	0.000	0.000	Merged-chr17-3209784-17
NR1420--MA0511.2.RUNX2	chr11	63148535	63148543	+	0.000	0.000	Merged-chr11-63148506-21
NR3938--MA0002.2.RUNX1	chr17	12513610	12513620	+	0.000	0.000	Merged-chr17-12513699-7
NR1097--MA0002.2.RUNX1	chr10	110742072	110742082	-	0.000	0.000	Merged-chr10-110742149-12
NR811--MA0002.2.RUNX1	chr10	40688618	40688628	+	0.000	0.000	Merged-chr10-40688620-20
NR4159--MA0684.1.RUNX3	chr17	52484056	52484065	-	0.000	0.000	Merged-chr17-52484066-25
NR4016--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR8942--MA0002.2.RUNX1	chr9	66492528	66492538	+	0.000	0.000	Merged-chr9-66492510-30
NR7850--MA0684.1.RUNX3	chr7	48795299	48795308	-	0.000	0.000	Merged-chr7-48795353-37
NR3365--MA0511.2.RUNX2	chr15	92134396	92134404	+	0.000	0.000	Merged-chr15-92134460-52
NR7102--MA0002.2.RUNX1	chr5	143077514	143077524	-	0.000	0.000	Merged-chr5-143077525-16
NR3537--MA0002.2.RUNX1	chr16	24855726	24855736	-	0.000	0.000	Merged-chr16-24855813-1
NR3395--MA0684.1.RUNX3	chr15	97455659	97455668	+	0.000	0.000	Merged-chr15-97455795-23
NR4185--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR7006--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR9395--MA0002.2.RUNX1	chrX	160496720	160496730	-	0.000	0.000	Merged-chrX-160496581-5
NR3090--MA0684.1.RUNX3	chr15	10716009	10716018	+	0.000	0.000	Merged-chr15-10716063-12
NR5164--MA0002.2.RUNX1	chr2	78860237	78860247	-	0.000	0.000	Merged-chr2-78860154-39
NR3903--MA0684.1.RUNX3	chr17	5748187	5748196	+	0.000	0.000	Merged-chr17-5748141-46
NR5293--MA0684.1.RUNX3	chr2	124732845	124732854	+	0.000	0.000	Merged-chr2-124732800-44
NR3506--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR837--MA0002.2.RUNX1	chr10	44679955	44679965	+	0.000	0.000	Merged-chr10-44679817-10
NR1185--MA0002.2.RUNX1	chr10	121382802	121382812	+	0.000	0.000	Merged-chr10-121382753-17
NR5719--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR3497--MA0002.2.RUNX1	chr16	17695009	17695019	+	0.000	0.000	Merged-chr16-17695007-34
NR7856--MA0002.2.RUNX1	chr7	49335376	49335386	+	0.000	0.000	Merged-chr7-49335315-27
NR6288--MA0684.1.RUNX3	chr4	89393389	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR7859--MA0511.2.RUNX2	chr7	55890220	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR7697--MA0511.2.RUNX2	chr6	145992943	145992951	+	0.000	0.000	Merged-chr6-145993129-56
NR545--MA0002.2.RUNX1	chr1	171921413	171921423	+	0.000	0.000	Merged-chr1-171921445-86
NR7554--MA0511.2.RUNX2	chr6	128771053	128771061	-	0.000	0.000	Merged-chr6-128771124-9
NR797--MA0002.2.RUNX1	chr10	37323929	37323939	+	0.000	0.000	Merged-chr10-37323815-38
NR6330--MA0002.2.RUNX1	chr4	103174416	103174426	+	0.000	0.000	Merged-chr4-103174438-7
NR5526--MA0511.2.RUNX2	chr2	172977498	172977506	+	0.000	0.000	Merged-chr2-172977593-131
NR240--MA0002.2.RUNX1	chr1	91755270	91755280	+	0.000	0.000	Merged-chr1-91755348-8
NR1197--MA0684.1.RUNX3	chr10	124138563	124138572	-	0.000	0.000	Merged-chr10-124138683-21
NR1739--MA0684.1.RUNX3	chr11	115589156	115589165	+	0.000	0.000	Merged-chr11-115589146-15
NR3210--MA0684.1.RUNX3	chr15	58750440	58750449	+	0.000	0.000	Merged-chr15-58750240-28
NR1404--MA0511.2.RUNX2	chr11	61564313	61564321	+	0.000	0.000	Merged-chr11-61564144-31
NR3607--MA0511.2.RUNX2	chr16	35742397	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR3237--MA0002.2.RUNX1	chr15	64067797	64067807	-	0.000	0.000	Merged-chr15-64067738-34
NR8860--MA0002.2.RUNX1	chr9	56106849	56106859	+	0.000	0.000	Merged-chr9-56106826-6
NR6931--MA0511.2.RUNX2	chr5	105738900	105738908	-	0.000	0.000	Merged-chr5-105738785-9
NR3061--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR7420--MA0684.1.RUNX3	chr6	99811595	99811604	-	0.000	0.000	Merged-chr6-99811499-44
NR4881--MA0002.2.RUNX1	chr2	8965049	8965059	+	0.000	0.000	Merged-chr2-8965212-53
NR7067--MA0002.2.RUNX1	chr5	134482231	134482241	-	0.000	0.000	Merged-chr5-134482403-23
NR6961--MA0684.1.RUNX3	chr5	110284119	110284128	+	0.000	0.000	Merged-chr5-110284039-11
NR1033--MA0684.1.RUNX3	chr10	93188699	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR950--MA0511.2.RUNX2	chr10	77609601	77609609	-	0.000	0.000	Merged-chr10-77609801-14
NR1208--MA0684.1.RUNX3	chr10	127337647	127337656	-	0.000	0.000	Merged-chr10-127337702-25
NR7699--MA0002.2.RUNX1	chr6	146081159	146081169	+	0.000	0.000	Merged-chr6-146081045-99
NR4993--MA0511.2.RUNX2	chr2	26753520	26753528	+	0.000	0.000	Merged-chr2-26753671-30
NR7926--MA0511.2.RUNX2	chr7	75596206	75596214	-	0.000	0.000	Merged-chr7-75596193-49
NR5005--MA0002.2.RUNX1	chr2	29670801	29670811	+	0.000	0.000	Merged-chr2-29670603-43
NR5356--MA0511.2.RUNX2	chr2	132379841	132379849	+	0.000	0.000	Merged-chr2-132379852-19
NR2200--MA0002.2.RUNX1	chr12	112699250	112699260	+	0.000	0.000	Merged-chr12-112699364-12
NR1298--MA0684.1.RUNX3	chr11	32200355	32200364	+	0.000	0.000	Merged-chr11-32200377-38
