#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR7241--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR52032--MA1107.1.KLF9	chr8	57401530	57401542	+	0.000	0.000	Merged-chr8-57401385-31
NR26178--MA0741.1.KLF16	chr18	67255707	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR48869--MA0599.1.KLF5	chr7	55890161	55890170	+	0.000	0.000	Merged-chr7-55890160-26
NR45263--MA0493.1.Klf1	chr6	88783260	88783270	+	0.000	0.000	Merged-chr6-88783083-54
NR14095--MA1107.1.KLF9	chr13	45885145	45885157	+	0.000	0.000	Merged-chr13-45885080-29
NR15172--MA0493.1.Klf1	chr13	95892267	95892277	-	0.000	0.000	Merged-chr13-95891948-150
NR7240--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR52028--MA0741.1.KLF16	chr8	57401531	57401541	+	0.000	0.000	Merged-chr8-57401385-31
NR1064--MA1107.1.KLF9	chr1	83006275	83006287	+	0.000	0.000	Merged-chr1-83006483-46
NR38968--MA0741.1.KLF16	chr4	139319795	139319805	+	0.000	0.000	Merged-chr4-139319909-27
NR20028--MA0741.1.KLF16	chr15	93950834	93950844	-	0.000	0.000	Merged-chr15-93950639-49
NR10188--MA1107.1.KLF9	chr11	102074293	102074305	+	0.000	0.000	Merged-chr11-102074455-23
NR55880--MA0493.1.Klf1	chr9	83564365	83564375	+	0.000	0.000	Merged-chr9-83564254-44
NR56504--MA1107.1.KLF9	chr9	107334721	107334733	-	0.000	0.000	Merged-chr9-107334469-86
NR24798--MA0493.1.Klf1	chr17	83158740	83158750	+	0.000	0.000	Merged-chr17-83158899-1
NR6011--MA0740.1.KLF14	chr10	93188644	93188657	+	0.000	0.000	Merged-chr10-93188465-33
NR18464--MA1107.1.KLF9	chr15	31440071	31440083	+	0.000	0.000	Merged-chr15-31440136-19
NR41611--MA1107.1.KLF9	chr5	105004711	105004723	-	0.000	0.000	Merged-chr5-105004765-44
NR25991--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR29598--MA1107.1.KLF9	chr2	45172978	45172990	-	0.000	0.000	Merged-chr2-45172921-51
NR11860--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR25383--MA0599.1.KLF5	chr18	24116747	24116756	-	0.000	0.000	Merged-chr18-24116838-23
NR50122--MA1107.1.KLF9	chr7	116484540	116484552	-	0.000	0.000	Merged-chr7-116484434-42
NR49452--MA0742.1.Klf12	chr7	92420555	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR6627--MA0493.1.Klf1	chr10	118766025	118766035	-	0.000	0.000	Merged-chr10-118766153-45
NR11530--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR11656--MA0599.1.KLF5	chr12	25351097	25351106	+	0.000	0.000	Merged-chr12-25351011-20
NR406--MA1107.1.KLF9	chr1	39196989	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR47048--MA0741.1.KLF16	chr6	144922866	144922876	-	0.000	0.000	Merged-chr6-144923057-24
NR37252--MA1107.1.KLF9	chr4	89359539	89359551	-	0.000	0.000	Merged-chr4-89359690-21
NR55161--MA0741.1.KLF16	chr9	55410605	55410615	-	0.000	0.000	Merged-chr9-55410514-19
NR40806--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR51795--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR22203--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR26052--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR29939--MA1107.1.KLF9	chr2	70844836	70844848	-	0.000	0.000	Merged-chr2-70845075-67
NR49453--MA0039.3.KLF4	chr7	92420557	92420567	-	0.000	0.000	Merged-chr7-92420666-38
NR18384--MA0039.3.KLF4	chr15	25692700	25692710	-	0.000	0.000	Merged-chr15-25692698-43
NR40819--MA0741.1.KLF16	chr5	64040799	64040809	+	0.000	0.000	Merged-chr5-64040859-39
NR45910--MA0599.1.KLF5	chr6	117937375	117937384	+	0.000	0.000	Merged-chr6-117937569-43
NR37248--MA1107.1.KLF9	chr4	89359531	89359543	-	0.000	0.000	Merged-chr4-89359690-21
NR19463--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR9385--MA0741.1.KLF16	chr11	85407804	85407814	+	0.000	0.000	Merged-chr11-85407928-27
NR49412--MA0657.1.KLF13	chr7	90007513	90007530	+	0.000	0.000	Merged-chr7-90007418-46
NR55162--MA0742.1.Klf12	chr9	55410620	55410634	-	0.000	0.000	Merged-chr9-55410514-19
NR20055--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR21482--MA0742.1.Klf12	chr16	48594801	48594815	-	0.000	0.000	Merged-chr16-48594719-53
NR49566--MA0742.1.Klf12	chr7	98797411	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR24669--MA0657.1.KLF13	chr17	78087125	78087142	+	0.000	0.000	Merged-chr17-78087139-42
NR56502--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR11655--MA0742.1.Klf12	chr12	25351096	25351110	+	0.000	0.000	Merged-chr12-25351011-20
NR689--MA1107.1.KLF9	chr1	60016502	60016514	+	0.000	0.000	Merged-chr1-60016690-100
NR37826--MA1107.1.KLF9	chr4	118449899	118449911	+	0.000	0.000	Merged-chr4-118449765-23
NR5009--MA0039.3.KLF4	chr10	70133475	70133485	-	0.000	0.000	Merged-chr10-70133310-29
NR26129--MA0493.1.Klf1	chr18	65465773	65465783	+	0.000	0.000	Merged-chr18-65465716-25
NR46100--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR32684--MA0742.1.Klf12	chr2	170247906	170247920	+	0.000	0.000	Merged-chr2-170247949-28
NR13097--MA1107.1.KLF9	chr12	107127686	107127698	+	0.000	0.000	Merged-chr12-107127803-22
NR21486--MA0741.1.KLF16	chr16	48594804	48594814	-	0.000	0.000	Merged-chr16-48594719-53
NR49871--MA0741.1.KLF16	chr7	107659372	107659382	-	0.000	0.000	Merged-chr7-107659322-39
NR52030--MA1107.1.KLF9	chr8	57401524	57401536	+	0.000	0.000	Merged-chr8-57401385-31
NR16923--MA0599.1.KLF5	chr14	54056939	54056948	+	0.000	0.000	Merged-chr14-54056823-18
NR11659--MA0741.1.KLF16	chr12	25351097	25351107	+	0.000	0.000	Merged-chr12-25351011-20
NR33248--MA0493.1.Klf1	chr3	21917494	21917504	+	0.000	0.000	Merged-chr3-21917648-70
NR10190--MA1107.1.KLF9	chr11	102074297	102074309	+	0.000	0.000	Merged-chr11-102074455-23
NR18864--MA0039.3.KLF4	chr15	58750295	58750305	-	0.000	0.000	Merged-chr15-58750240-28
NR19468--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR10947--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR18986--MA0493.1.Klf1	chr15	64163724	64163734	-	0.000	0.000	Merged-chr15-64163684-42
NR10942--MA0039.3.KLF4	chr11	116688051	116688061	-	0.000	0.000	Merged-chr11-116688042-60
NR23253--MA1107.1.KLF9	chr17	29193475	29193487	+	0.000	0.000	Merged-chr17-29193494-23
NR55605--MA0493.1.Klf1	chr9	70484978	70484988	+	0.000	0.000	Merged-chr9-70485119-27
NR44981--MA1107.1.KLF9	chr6	71831725	71831737	-	0.000	0.000	Merged-chr6-71831897-1
NR48870--MA0039.3.KLF4	chr7	55890162	55890172	+	0.000	0.000	Merged-chr7-55890160-26
NR39228--MA0493.1.Klf1	chr4	145099969	145099979	-	0.000	0.000	Merged-chr4-145100023-41
NR23991--MA0742.1.Klf12	chr17	47710248	47710262	-	0.000	0.000	Merged-chr17-47710307-11
NR34411--MA0740.1.KLF14	chr3	97211378	97211391	+	0.000	0.000	Merged-chr3-97211392-28
NR55602--MA0740.1.KLF14	chr9	70484978	70484991	+	0.000	0.000	Merged-chr9-70485119-27
NR7239--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR6185--MA1107.1.KLF9	chr10	98745688	98745700	+	0.000	0.000	Merged-chr10-98745748-77
NR42471--MA0493.1.Klf1	chr5	121837190	121837200	-	0.000	0.000	Merged-chr5-121837232-116
NR1067--MA1107.1.KLF9	chr1	83006281	83006293	+	0.000	0.000	Merged-chr1-83006483-46
NR12943--MA0742.1.Klf12	chr12	102581773	102581787	+	0.000	0.000	Merged-chr12-102581960-56
NR2040--MA0039.3.KLF4	chr1	136255340	136255350	+	0.000	0.000	Merged-chr1-136255292-47
NR24800--MA1107.1.KLF9	chr17	83158738	83158750	+	0.000	0.000	Merged-chr17-83158899-1
NR29938--MA0741.1.KLF16	chr2	70844843	70844853	-	0.000	0.000	Merged-chr2-70845075-67
NR12026--MA1107.1.KLF9	chr12	54398457	54398469	-	0.000	0.000	Merged-chr12-54398333-42
NR33415--MA0599.1.KLF5	chr3	37157149	37157158	+	0.000	0.000	Merged-chr3-37157248-37
NR29785--MA0742.1.Klf12	chr2	60375316	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR48437--MA1107.1.KLF9	chr7	35742593	35742605	-	0.000	0.000	Merged-chr7-35742502-39
NR4611--MA0741.1.KLF16	chr10	53461527	53461537	-	0.000	0.000	Merged-chr10-53461441-37
NR34412--MA0657.1.KLF13	chr3	97211377	97211394	+	0.000	0.000	Merged-chr3-97211392-28
NR23249--MA0039.3.KLF4	chr17	29193479	29193489	+	0.000	0.000	Merged-chr17-29193494-23
NR55603--MA0657.1.KLF13	chr9	70484977	70484994	+	0.000	0.000	Merged-chr9-70485119-27
NR23989--MA0740.1.KLF14	chr17	47710249	47710262	-	0.000	0.000	Merged-chr17-47710307-11
NR18383--MA0599.1.KLF5	chr15	25692702	25692711	-	0.000	0.000	Merged-chr15-25692698-43
NR21481--MA0740.1.KLF14	chr16	48594802	48594815	-	0.000	0.000	Merged-chr16-48594719-53
NR37825--MA0741.1.KLF16	chr4	118449900	118449910	+	0.000	0.000	Merged-chr4-118449765-23
NR6629--MA1107.1.KLF9	chr10	118766025	118766037	-	0.000	0.000	Merged-chr10-118766153-45
NR11654--MA0740.1.KLF14	chr12	25351096	25351109	+	0.000	0.000	Merged-chr12-25351011-20
NR36626--MA0742.1.Klf12	chr4	43171518	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR43916--MA0599.1.KLF5	chr5	150840383	150840392	+	0.000	0.000	Merged-chr5-150840546-64
NR25898--MA0741.1.KLF16	chr18	56566035	56566045	+	0.000	0.000	Merged-chr18-56566232-24
NR37246--MA1107.1.KLF9	chr4	89359527	89359539	-	0.000	0.000	Merged-chr4-89359690-21
NR18038--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR44899--MA0741.1.KLF16	chr6	67533270	67533280	+	0.000	0.000	Merged-chr6-67533170-65
NR4146--MA0493.1.Klf1	chr10	18193273	18193283	-	0.000	0.000	Merged-chr10-18193414-42
NR31125--MA0741.1.KLF16	chr2	128392472	128392482	+	0.000	0.000	Merged-chr2-128392502-21
NR50055--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR23993--MA0039.3.KLF4	chr17	47710250	47710260	-	0.000	0.000	Merged-chr17-47710307-11
NR21487--MA1107.1.KLF9	chr16	48594803	48594815	-	0.000	0.000	Merged-chr16-48594719-53
NR18760--MA0599.1.KLF5	chr15	53267152	53267161	+	0.000	0.000	Merged-chr15-53267286-91
NR26032--MA1107.1.KLF9	chr18	61614739	61614751	-	0.000	0.000	Merged-chr18-61614590-32
NR49569--MA0493.1.Klf1	chr7	98797415	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR12942--MA0740.1.KLF14	chr12	102581773	102581786	+	0.000	0.000	Merged-chr12-102581960-56
NR53086--MA0039.3.KLF4	chr8	94827954	94827964	-	0.000	0.000	Merged-chr8-94828163-36
NR40804--MA0599.1.KLF5	chr5	63943567	63943576	-	0.000	0.000	Merged-chr5-63943362-36
NR16124--MA0599.1.KLF5	chr14	12243731	12243740	-	0.000	0.000	Merged-chr14-12243878-61
NR11862--MA0741.1.KLF16	chr12	35770599	35770609	+	0.000	0.000	Merged-chr12-35770526-40
NR44280--MA0039.3.KLF4	chr6	33683797	33683807	-	0.000	0.000	Merged-chr6-33683719-46
NR56071--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR46027--MA0741.1.KLF16	chr6	120206738	120206748	+	0.000	0.000	Merged-chr6-120206801-39
NR55607--MA1107.1.KLF9	chr9	70484978	70484990	+	0.000	0.000	Merged-chr9-70485119-27
NR24654--MA0039.3.KLF4	chr17	74869697	74869707	-	0.000	0.000	Merged-chr17-74869887-51
NR25990--MA0039.3.KLF4	chr18	60625569	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR50647--MA0599.1.KLF5	chr7	132772647	132772656	-	0.000	0.000	Merged-chr7-132772585-7
NR50607--MA0741.1.KLF16	chr7	130812697	130812707	-	0.000	0.000	Merged-chr7-130812664-20
NR32855--MA0493.1.Klf1	chr2	174480531	174480541	+	0.000	0.000	Merged-chr2-174480505-13
NR1065--MA1107.1.KLF9	chr1	83006277	83006289	+	0.000	0.000	Merged-chr1-83006483-46
NR42473--MA1107.1.KLF9	chr5	121837188	121837200	-	0.000	0.000	Merged-chr5-121837232-116
NR49635--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR10184--MA0039.3.KLF4	chr11	102074301	102074311	+	0.000	0.000	Merged-chr11-102074455-23
NR1522--MA1107.1.KLF9	chr1	106562061	106562073	-	0.000	0.000	Merged-chr1-106562243-20
NR37580--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR41285--MA1107.1.KLF9	chr5	89044826	89044838	-	0.000	0.000	Merged-chr5-89044916-44
NR53146--MA1107.1.KLF9	chr8	96552650	96552662	-	0.000	0.000	Merged-chr8-96552694-31
NR18465--MA1107.1.KLF9	chr15	31440073	31440085	+	0.000	0.000	Merged-chr15-31440136-19
NR50753--MA0740.1.KLF14	chr7	135598565	135598578	+	0.000	0.000	Merged-chr7-135598633-32
NR38522--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR46097--MA0742.1.Klf12	chr6	121110176	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR23992--MA0599.1.KLF5	chr17	47710252	47710261	-	0.000	0.000	Merged-chr17-47710307-11
NR17290--MA0741.1.KLF16	chr14	67716496	67716506	+	0.000	0.000	Merged-chr14-67716598-2
NR34641--MA1107.1.KLF9	chr3	103092014	103092026	-	0.000	0.000	Merged-chr3-103091976-34
NR49570--MA1107.1.KLF9	chr7	98797413	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR41742--MA1107.1.KLF9	chr5	107926651	107926663	+	0.000	0.000	Merged-chr5-107926816-56
NR5201--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR25992--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR45623--MA0742.1.Klf12	chr6	108314157	108314171	-	0.000	0.000	Merged-chr6-108314157-48
NR50123--MA1107.1.KLF9	chr7	116484542	116484554	-	0.000	0.000	Merged-chr7-116484434-42
NR56500--MA0740.1.KLF14	chr9	107334720	107334733	-	0.000	0.000	Merged-chr9-107334469-86
NR407--MA1107.1.KLF9	chr1	39197012	39197024	+	0.000	0.000	Merged-chr1-39196974-45
NR43915--MA0740.1.KLF14	chr5	150840382	150840395	+	0.000	0.000	Merged-chr5-150840546-64
NR37286--MA0741.1.KLF16	chr4	95449024	95449034	-	0.000	0.000	Merged-chr4-95449018-19
NR37253--MA1107.1.KLF9	chr4	89359541	89359553	-	0.000	0.000	Merged-chr4-89359690-21
NR2608--MA0039.3.KLF4	chr1	164135752	164135762	+	0.000	0.000	Merged-chr1-164135865-100
NR45636--MA0039.3.KLF4	chr6	108482669	108482679	-	0.000	0.000	Merged-chr6-108482601-32
NR3007--MA0740.1.KLF14	chr1	177008836	177008849	+	0.000	0.000	Merged-chr1-177008942-27
NR32310--MA0741.1.KLF16	chr2	165890682	165890692	+	0.000	0.000	Merged-chr2-165890606-34
NR37047--MA0741.1.KLF16	chr4	71291615	71291625	+	0.000	0.000	Merged-chr4-71291736-94
NR18382--MA0742.1.Klf12	chr15	25692698	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR14285--MA0741.1.KLF16	chr13	51848913	51848923	-	0.000	0.000	Merged-chr13-51849013-24
NR25384--MA0493.1.Klf1	chr18	24116747	24116757	-	0.000	0.000	Merged-chr18-24116838-23
NR29935--MA0039.3.KLF4	chr2	70844842	70844852	-	0.000	0.000	Merged-chr2-70845075-67
NR18037--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR37249--MA1107.1.KLF9	chr4	89359533	89359545	-	0.000	0.000	Merged-chr4-89359690-21
NR53609--MA0493.1.Klf1	chr8	114888924	114888934	+	0.000	0.000	Merged-chr8-114888790-56
NR18386--MA0741.1.KLF16	chr15	25692701	25692711	-	0.000	0.000	Merged-chr15-25692698-43
NR19464--MA0741.1.KLF16	chr15	80192526	80192536	+	0.000	0.000	Merged-chr15-80192413-58
NR24503--MA0741.1.KLF16	chr17	69441206	69441216	-	0.000	0.000	Merged-chr17-69441204-7
NR22124--MA0493.1.Klf1	chr16	91553695	91553705	+	0.000	0.000	Merged-chr16-91553850-20
NR37631--MA0599.1.KLF5	chr4	111415072	111415081	+	0.000	0.000	Merged-chr4-111415155-52
NR56499--MA0599.1.KLF5	chr9	107334520	107334529	+	0.000	0.000	Merged-chr9-107334469-86
NR46101--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR43918--MA0741.1.KLF16	chr5	150840388	150840398	+	0.000	0.000	Merged-chr5-150840546-64
NR402--MA0742.1.Klf12	chr1	39196987	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR52031--MA1107.1.KLF9	chr8	57401528	57401540	+	0.000	0.000	Merged-chr8-57401385-31
NR56498--MA1107.1.KLF9	chr9	107334439	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR16797--MA0039.3.KLF4	chr14	47740788	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR10191--MA1107.1.KLF9	chr11	102074299	102074311	+	0.000	0.000	Merged-chr11-102074455-23
NR36885--MA1107.1.KLF9	chr4	56222644	56222656	+	0.000	0.000	Merged-chr4-56222492-84
NR52027--MA0741.1.KLF16	chr8	57401529	57401539	+	0.000	0.000	Merged-chr8-57401385-31
NR54300--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR36859--MA0493.1.Klf1	chr4	55343393	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR11054--MA0599.1.KLF5	chr11	117872009	117872018	+	0.000	0.000	Merged-chr11-117872185-83
