#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR8056--MA0659.1.MAFG	chr6	70709472	70709492	+	0.000	0.000	Merged-chr6-70709572-48
NR1286--MA0591.1.Bach1::Mafk	chr10	111562752	111562766	-	0.000	0.000	Merged-chr10-111562842-26
NR6333--MA0117.2.Mafb	chr3	79504674	79504685	-	0.000	0.000	Merged-chr3-79504650-9
NR9701--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR6502--MA0591.1.Bach1::Mafk	chr3	108504085	108504099	-	0.000	0.000	Merged-chr3-108504114-26
NR5104--MA0089.1.MAFG::NFE2L1	chr19	24527539	24527544	-	0.000	0.000	Merged-chr19-24527365-48
NR9929--MA0089.1.MAFG::NFE2L1	chr9	119254991	119254996	-	0.000	0.000	Merged-chr9-119254891-26
NR792--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR6503--MA0501.1.MAF::NFE2	chr3	108504082	108504096	-	0.000	0.000	Merged-chr3-108504114-26
NR5456--MA0117.2.Mafb	chr2	60019291	60019302	-	0.000	0.000	Merged-chr2-60019234-65
NR9281--MA0495.2.MAFF	chr8	115408605	115408625	+	0.000	0.000	Merged-chr8-115408581-14
NR7109--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR4700--MA0496.2.MAFK	chr17	88701054	88701072	-	0.000	0.000	Merged-chr17-88701095-28
NR4127--MA0591.1.Bach1::Mafk	chr16	84800209	84800223	-	0.000	0.000	Merged-chr16-84800124-30
NR4785--MA0089.1.MAFG::NFE2L1	chr18	35848621	35848626	+	0.000	0.000	Merged-chr18-35848691-1
NR4015--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR9585--MA0117.2.Mafb	chr9	48817460	48817471	-	0.000	0.000	Merged-chr9-48817420-28
NR3876--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR8055--MA0495.2.MAFF	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR8057--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR1089--MA0501.1.MAF::NFE2	chr10	76802327	76802341	-	0.000	0.000	Merged-chr10-76802342-40
NR114--MA0591.1.Bach1::Mafk	chr1	55489650	55489664	+	0.000	0.000	Merged-chr1-55489612-12
NR3875--MA0117.2.Mafb	chr16	10976305	10976316	+	0.000	0.000	Merged-chr16-10976349-23
NR3481--MA0089.1.MAFG::NFE2L1	chr15	31117484	31117489	-	0.000	0.000	Merged-chr15-31117559-26
NR9282--MA0501.1.MAF::NFE2	chr8	115408605	115408619	-	0.000	0.000	Merged-chr8-115408581-14
NR2523--MA0501.1.MAF::NFE2	chr12	116269699	116269713	-	0.000	0.000	Merged-chr12-116269685-29
NR6629--MA0089.1.MAFG::NFE2L1	chr3	135527914	135527919	-	0.000	0.000	Merged-chr3-135527896-22
NR4128--MA0501.1.MAF::NFE2	chr16	84800206	84800220	-	0.000	0.000	Merged-chr16-84800124-30
NR9690--MA0089.1.MAFG::NFE2L1	chr9	69362337	69362342	+	0.000	0.000	Merged-chr9-69362247-25
NR1654--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR8058--MA0496.2.MAFK	chr6	70709473	70709491	+	0.000	0.000	Merged-chr6-70709572-48
NR1776--MA0089.1.MAFG::NFE2L1	chr11	83662481	83662486	+	0.000	0.000	Merged-chr11-83662452-14
NR9339--MA0501.1.MAF::NFE2	chr8	120538725	120538739	+	0.000	0.000	Merged-chr8-120538784-40
NR8290--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR7817--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	-	0.000	0.000	Merged-chr5-146655552-37
NR9344--MA0089.1.MAFG::NFE2L1	chr8	120716594	120716599	+	0.000	0.000	Merged-chr8-120716591-36
NR6630--MA0501.1.MAF::NFE2	chr3	135527911	135527925	-	0.000	0.000	Merged-chr3-135527896-22
NR7818--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR2524--MA0089.1.MAFG::NFE2L1	chr12	116269745	116269750	-	0.000	0.000	Merged-chr12-116269685-29
NR7820--MA0496.2.MAFK	chr5	146655356	146655374	+	0.000	0.000	Merged-chr5-146655552-37
NR4129--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
