#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR776--MA0495.2.MAFF	chr10	68540766	68540786	-	0.000	0.000	Merged-chr10-68540864-1
NR2312--MA0089.1.MAFG::NFE2L1	chr13	53390509	53390514	-	0.000	0.000	Merged-chr13-53390437-27
NR3241--MA0089.1.MAFG::NFE2L1	chr16	10976316	10976321	-	0.000	0.000	Merged-chr16-10976349-23
NR1975--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR6648--MA0501.1.MAF::NFE2	chr6	8648828	8648842	+	0.000	0.000	Merged-chr6-8648625-101
NR6802--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR7205--MA0496.2.MAFK	chr7	28794629	28794647	+	0.000	0.000	Merged-chr7-28794657-13
NR8107--MA0591.1.Bach1::Mafk	chr9	48817501	48817515	+	0.000	0.000	Merged-chr9-48817420-28
NR2392--MA0496.2.MAFK	chr13	85356563	85356581	-	0.000	0.000	Merged-chr13-85356477-8
NR7925--MA0591.1.Bach1::Mafk	chr8	124046014	124046028	-	0.000	0.000	Merged-chr8-124045987-6
NR780--MA0659.1.MAFG	chr10	68540766	68540786	-	0.000	0.000	Merged-chr10-68540864-1
NR2745--MA0089.1.MAFG::NFE2L1	chr14	64628233	64628238	+	0.000	0.000	Merged-chr14-64628307-21
NR778--MA0591.1.Bach1::Mafk	chr10	68540769	68540783	-	0.000	0.000	Merged-chr10-68540864-1
NR923--MA0501.1.MAF::NFE2	chr10	95297755	95297769	-	0.000	0.000	Merged-chr10-95297882-9
NR6251--MA0501.1.MAF::NFE2	chr5	67437631	67437645	-	0.000	0.000	Merged-chr5-67437495-24
NR7393--MA0501.1.MAF::NFE2	chr7	99794263	99794277	-	0.000	0.000	Merged-chr7-99794311-17
NR3604--MA0089.1.MAFG::NFE2L1	chr17	21536859	21536864	-	0.000	0.000	Merged-chr17-21536922-38
NR2208--MA0591.1.Bach1::Mafk	chr13	41346002	41346016	-	0.000	0.000	Merged-chr13-41345949-16
NR6593--MA0089.1.MAFG::NFE2L1	chr5	148994777	148994782	-	0.000	0.000	Merged-chr5-148994646-1
NR267--MA0117.2.Mafb	chr1	107534012	107534023	+	0.000	0.000	Merged-chr1-107533964-30
NR2386--MA0495.2.MAFF	chr13	85356562	85356582	+	0.000	0.000	Merged-chr13-85356477-8
NR621--MA0659.1.MAFG	chr10	13468997	13469017	-	0.000	0.000	Merged-chr10-13469041-19
NR8222--MA0496.2.MAFK	chr9	78593281	78593299	+	0.000	0.000	Merged-chr9-78593326-11
NR8185--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR937--MA0496.2.MAFK	chr10	95923491	95923509	-	0.000	0.000	Merged-chr10-95923402-19
NR6878--MA0659.1.MAFG	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR2785--MA0089.1.MAFG::NFE2L1	chr14	73175973	73175978	+	0.000	0.000	Merged-chr14-73175814-32
NR4264--MA0089.1.MAFG::NFE2L1	chr19	24527539	24527544	-	0.000	0.000	Merged-chr19-24527365-48
NR8233--MA0591.1.Bach1::Mafk	chr9	80252242	80252256	-	0.000	0.000	Merged-chr9-80252331-18
NR7203--MA0659.1.MAFG	chr7	28794628	28794648	+	0.000	0.000	Merged-chr7-28794657-13
NR5605--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR930--MA0495.2.MAFF	chr10	95923490	95923510	+	0.000	0.000	Merged-chr10-95923402-19
NR6245--MA0089.1.MAFG::NFE2L1	chr5	66137392	66137397	+	0.000	0.000	Merged-chr5-66137441-17
NR2919--MA0089.1.MAFG::NFE2L1	chr15	31117522	31117527	-	0.000	0.000	Merged-chr15-31117559-26
NR1574--MA0089.1.MAFG::NFE2L1	chr11	106588337	106588342	+	0.000	0.000	Merged-chr11-106588217-44
NR7206--MA0496.2.MAFK	chr7	28794629	28794647	-	0.000	0.000	Merged-chr7-28794657-13
NR8216--MA0495.2.MAFF	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR3240--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR618--MA0495.2.MAFF	chr10	13468997	13469017	+	0.000	0.000	Merged-chr10-13469041-19
NR6252--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR5683--MA0117.2.Mafb	chr4	26338671	26338682	-	0.000	0.000	Merged-chr4-26338850-16
NR5610--MA0089.1.MAFG::NFE2L1	chr3	152209744	152209749	+	0.000	0.000	Merged-chr3-152209810-2
NR1681--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR6465--MA0089.1.MAFG::NFE2L1	chr5	124233201	124233206	-	0.000	0.000	Merged-chr5-124233258-22
NR450--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR1130--MA0495.2.MAFF	chr11	11497907	11497927	+	0.000	0.000	Merged-chr11-11498094-24
NR1463--MA0117.2.Mafb	chr11	83649307	83649318	-	0.000	0.000	Merged-chr11-83649434-27
NR6799--MA0495.2.MAFF	chr6	70709472	70709492	+	0.000	0.000	Merged-chr6-70709572-48
NR7013--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR8220--MA0659.1.MAFG	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR2106--MA0117.2.Mafb	chr13	8742921	8742932	+	0.000	0.000	Merged-chr13-8742974-25
NR6806--MA0117.2.Mafb	chr6	70714464	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR2387--MA0495.2.MAFF	chr13	85356562	85356582	-	0.000	0.000	Merged-chr13-85356477-8
NR2388--MA0591.1.Bach1::Mafk	chr13	85356565	85356579	-	0.000	0.000	Merged-chr13-85356477-8
NR8223--MA0496.2.MAFK	chr9	78593281	78593299	-	0.000	0.000	Merged-chr9-78593326-11
NR5089--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR5462--MA0659.1.MAFG	chr3	116474786	116474806	+	0.000	0.000	Merged-chr3-116474712-27
NR6879--MA0659.1.MAFG	chr6	99420832	99420852	-	0.000	0.000	Merged-chr6-99420809-31
NR689--MA0089.1.MAFG::NFE2L1	chr10	39458912	39458917	+	0.000	0.000	Merged-chr10-39458935-16
NR6881--MA0496.2.MAFK	chr6	99420833	99420851	-	0.000	0.000	Merged-chr6-99420809-31
NR8175--MA0089.1.MAFG::NFE2L1	chr9	69362337	69362342	+	0.000	0.000	Merged-chr9-69362247-25
NR8221--MA0501.1.MAF::NFE2	chr9	78593280	78593294	-	0.000	0.000	Merged-chr9-78593326-11
NR7204--MA0659.1.MAFG	chr7	28794628	28794648	-	0.000	0.000	Merged-chr7-28794657-13
NR798--MA0089.1.MAFG::NFE2L1	chr10	75146211	75146216	-	0.000	0.000	Merged-chr10-75146347-53
NR931--MA0495.2.MAFF	chr10	95923490	95923510	-	0.000	0.000	Merged-chr10-95923402-19
NR933--MA0659.1.MAFG	chr10	95923490	95923510	+	0.000	0.000	Merged-chr10-95923402-19
NR4352--MA0089.1.MAFG::NFE2L1	chr19	43809365	43809370	+	0.000	0.000	Merged-chr19-43809499-23
NR8217--MA0495.2.MAFF	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR7302--MA0501.1.MAF::NFE2	chr7	67390931	67390945	+	0.000	0.000	Merged-chr7-67390968-9
NR4551--MA0496.2.MAFK	chr2	35445609	35445627	+	0.000	0.000	Merged-chr2-35445506-29
NR947--MA0117.2.Mafb	chr10	96407972	96407983	+	0.000	0.000	Merged-chr10-96408012-53
NR1462--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR5317--MA0089.1.MAFG::NFE2L1	chr3	79181461	79181466	+	0.000	0.000	Merged-chr3-79181699-42
NR619--MA0495.2.MAFF	chr10	13468997	13469017	-	0.000	0.000	Merged-chr10-13469041-19
NR8101--MA0089.1.MAFG::NFE2L1	chr9	45294384	45294389	+	0.000	0.000	Merged-chr9-45294452-56
NR1663--MA0496.2.MAFK	chr11	118035245	118035263	+	0.000	0.000	Merged-chr11-118035350-21
NR1686--MA0089.1.MAFG::NFE2L1	chr11	119894923	119894928	-	0.000	0.000	Merged-chr11-119894940-18
NR1131--MA0495.2.MAFF	chr11	11497907	11497927	-	0.000	0.000	Merged-chr11-11498094-24
NR2338--MA0089.1.MAFG::NFE2L1	chr13	63541683	63541688	+	0.000	0.000	Merged-chr13-63541673-31
NR7688--MA0089.1.MAFG::NFE2L1	chr8	69022803	69022808	-	0.000	0.000	Merged-chr8-69022851-2
NR6800--MA0495.2.MAFF	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR922--MA0659.1.MAFG	chr10	95297777	95297797	-	0.000	0.000	Merged-chr10-95297882-9
NR1132--MA0591.1.Bach1::Mafk	chr11	11497910	11497924	+	0.000	0.000	Merged-chr11-11498094-24
NR6357--MA0496.2.MAFK	chr5	100466828	100466846	+	0.000	0.000	Merged-chr5-100466890-43
NR1027--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR7303--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR1177--MA0496.2.MAFK	chr11	32435637	32435655	-	0.000	0.000	Merged-chr11-32435660-6
NR3472--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR2202--MA0591.1.Bach1::Mafk	chr13	37290889	37290903	+	0.000	0.000	Merged-chr13-37290832-15
NR1133--MA0501.1.MAF::NFE2	chr11	11497907	11497921	-	0.000	0.000	Merged-chr11-11498094-24
NR1334--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR6395--MA0089.1.MAFG::NFE2L1	chr5	107303737	107303742	-	0.000	0.000	Merged-chr5-107303598-32
NR932--MA0591.1.Bach1::Mafk	chr10	95923493	95923507	-	0.000	0.000	Merged-chr10-95923402-19
NR6272--MA0117.2.Mafb	chr5	74476767	74476778	+	0.000	0.000	Merged-chr5-74476772-23
NR1134--MA0496.2.MAFK	chr11	11497908	11497926	+	0.000	0.000	Merged-chr11-11498094-24
NR934--MA0659.1.MAFG	chr10	95923490	95923510	-	0.000	0.000	Merged-chr10-95923402-19
NR6803--MA0496.2.MAFK	chr6	70709473	70709491	+	0.000	0.000	Merged-chr6-70709572-48
NR4718--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR5434--MA0501.1.MAF::NFE2	chr3	108504082	108504096	-	0.000	0.000	Merged-chr3-108504114-26
NR6880--MA0496.2.MAFK	chr6	99420833	99420851	+	0.000	0.000	Merged-chr6-99420809-31
NR5318--MA0117.2.Mafb	chr3	79504674	79504685	-	0.000	0.000	Merged-chr3-79504650-9
NR7057--MA0501.1.MAF::NFE2	chr6	140466412	140466426	-	0.000	0.000	Merged-chr6-140466408-37
NR7367--MA0089.1.MAFG::NFE2L1	chr7	89253032	89253037	-	0.000	0.000	Merged-chr7-89253007-2
NR4540--MA0089.1.MAFG::NFE2L1	chr2	32875155	32875160	+	0.000	0.000	Merged-chr2-32875161-7
NR779--MA0659.1.MAFG	chr10	68540766	68540786	+	0.000	0.000	Merged-chr10-68540864-1
NR605--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR7201--MA0495.2.MAFF	chr7	28794628	28794648	+	0.000	0.000	Merged-chr7-28794657-13
NR781--MA0496.2.MAFK	chr10	68540767	68540785	+	0.000	0.000	Merged-chr10-68540864-1
NR4666--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR7867--MA0089.1.MAFG::NFE2L1	chr8	120716594	120716599	+	0.000	0.000	Merged-chr8-120716591-36
NR5433--MA0591.1.Bach1::Mafk	chr3	108504085	108504099	-	0.000	0.000	Merged-chr3-108504114-26
NR2390--MA0659.1.MAFG	chr13	85356562	85356582	-	0.000	0.000	Merged-chr13-85356477-8
NR6647--MA0089.1.MAFG::NFE2L1	chr6	8648661	8648666	+	0.000	0.000	Merged-chr6-8648625-101
NR6358--MA0496.2.MAFK	chr5	100466828	100466846	-	0.000	0.000	Merged-chr5-100466890-43
NR2802--MA0591.1.Bach1::Mafk	chr14	77580771	77580785	-	0.000	0.000	Merged-chr14-77580770-64
NR777--MA0591.1.Bach1::Mafk	chr10	68540769	68540783	+	0.000	0.000	Merged-chr10-68540864-1
NR6356--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR5866--MA0117.2.Mafb	chr4	119962920	119962931	-	0.000	0.000	Merged-chr4-119962727-36
NR3831--MA0089.1.MAFG::NFE2L1	chr17	74500394	74500399	-	0.000	0.000	Merged-chr17-74500451-4
NR1685--MA0089.1.MAFG::NFE2L1	chr11	119894925	119894930	+	0.000	0.000	Merged-chr11-119894940-18
NR6830--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR622--MA0496.2.MAFK	chr10	13468998	13469016	+	0.000	0.000	Merged-chr10-13469041-19
NR3377--MA0089.1.MAFG::NFE2L1	chr16	51887525	51887530	+	0.000	0.000	Merged-chr16-51887577-12
NR775--MA0495.2.MAFF	chr10	68540766	68540786	+	0.000	0.000	Merged-chr10-68540864-1
NR4682--MA0089.1.MAFG::NFE2L1	chr2	73547513	73547518	-	0.000	0.000	Merged-chr2-73547425-29
NR1504--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR6247--MA0591.1.Bach1::Mafk	chr5	66137497	66137511	+	0.000	0.000	Merged-chr5-66137441-17
