#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR2127--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR62--MA0089.1.MAFG::NFE2L1	chr1	38557862	38557867	+	0.000	0.000	Merged-chr1-38557840-50
NR184--MA0496.2.MAFK	chr1	64486399	64486417	-	0.000	0.000	Merged-chr1-64486540-36
NR9820--MA0659.1.MAFG	chr9	31271515	31271535	-	0.000	0.000	Merged-chr9-31271372-36
NR10425--MA0591.1.Bach1::Mafk	chrX	113075049	113075063	+	0.000	0.000	Merged-chrX-113075086-29
NR4790--MA0591.1.Bach1::Mafk	chr18	24116937	24116951	-	0.000	0.000	Merged-chr18-24116838-23
NR3489--MA0496.2.MAFK	chr14	87051237	87051255	+	0.000	0.000	Merged-chr14-87051368-42
NR689--MA0501.1.MAF::NFE2	chr1	171921518	171921532	-	0.000	0.000	Merged-chr1-171921445-86
NR9423--MA0501.1.MAF::NFE2	chr8	72331322	72331336	-	0.000	0.000	Merged-chr8-72331186-66
NR8854--MA0495.2.MAFF	chr7	79301003	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR6948--MA0089.1.MAFG::NFE2L1	chr4	89178228	89178233	-	0.000	0.000	Merged-chr4-89178152-23
NR5349--MA0117.2.Mafb	chr2	8965118	8965129	+	0.000	0.000	Merged-chr2-8965212-53
NR4080--MA0117.2.Mafb	chr16	25485259	25485270	+	0.000	0.000	Merged-chr16-25485313-47
NR4081--MA0089.1.MAFG::NFE2L1	chr16	25485311	25485316	+	0.000	0.000	Merged-chr16-25485313-47
NR8856--MA0117.2.Mafb	chr7	79301012	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR10154--MA0117.2.Mafb	chr9	101249844	101249855	+	0.000	0.000	Merged-chr9-101249791-43
NR1689--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR3508--MA0496.2.MAFK	chr14	101480752	101480770	+	0.000	0.000	Merged-chr14-101480860-35
NR7799--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR6926--MA0495.2.MAFF	chr4	88079188	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR9421--MA0495.2.MAFF	chr8	72331322	72331342	+	0.000	0.000	Merged-chr8-72331186-66
NR9199--MA0117.2.Mafb	chr7	132765368	132765379	+	0.000	0.000	Merged-chr7-132765248-56
NR5577--MA0501.1.MAF::NFE2	chr2	79009913	79009927	+	0.000	0.000	Merged-chr2-79010022-27
NR8610--MA0089.1.MAFG::NFE2L1	chr6	145374520	145374525	-	0.000	0.000	Merged-chr6-145374595-4
NR7607--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR4787--MA0495.2.MAFF	chr18	24116934	24116954	+	0.000	0.000	Merged-chr18-24116838-23
NR5207--MA0501.1.MAF::NFE2	chr19	33429569	33429583	-	0.000	0.000	Merged-chr19-33429713-40
NR8623--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR8349--MA0501.1.MAF::NFE2	chr6	119635736	119635750	-	0.000	0.000	Merged-chr6-119635924-52
NR3487--MA0495.2.MAFF	chr14	87051236	87051256	-	0.000	0.000	Merged-chr14-87051368-42
NR8769--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR7611--MA0117.2.Mafb	chr5	92499725	92499736	+	0.000	0.000	Merged-chr5-92499565-36
NR2241--MA0089.1.MAFG::NFE2L1	chr12	76950450	76950455	+	0.000	0.000	Merged-chr12-76950525-26
NR5548--MA0117.2.Mafb	chr2	70118797	70118808	+	0.000	0.000	Merged-chr2-70118902-52
NR5564--MA0591.1.Bach1::Mafk	chr2	75685656	75685670	+	0.000	0.000	Merged-chr2-75685689-38
NR5631--MA0089.1.MAFG::NFE2L1	chr2	102733421	102733426	+	0.000	0.000	Merged-chr2-102733347-57
NR8368--MA0496.2.MAFK	chr6	121210701	121210719	+	0.000	0.000	Merged-chr6-121210795-40
NR7023--MA0089.1.MAFG::NFE2L1	chr4	108371682	108371687	+	0.000	0.000	Merged-chr4-108371608-19
NR10246--MA0659.1.MAFG	chr9	116319684	116319704	-	0.000	0.000	Merged-chr9-116319642-35
NR9817--MA0495.2.MAFF	chr9	31271515	31271535	+	0.000	0.000	Merged-chr9-31271372-36
NR439--MA0495.2.MAFF	chr1	127306503	127306523	-	0.000	0.000	Merged-chr1-127306528-2
NR5375--MA0591.1.Bach1::Mafk	chr2	13718963	13718977	+	0.000	0.000	Merged-chr2-13718816-55
NR8861--MA0496.2.MAFK	chr7	79301004	79301022	+	0.000	0.000	Merged-chr7-79300921-71
NR979--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR1345--MA0089.1.MAFG::NFE2L1	chr10	119031225	119031230	+	0.000	0.000	Merged-chr10-119031155-35
NR9591--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR6062--MA0659.1.MAFG	chr2	172977503	172977523	+	0.000	0.000	Merged-chr2-172977593-131
NR441--MA0591.1.Bach1::Mafk	chr1	127306506	127306520	+	0.000	0.000	Merged-chr1-127306528-2
NR10249--MA0496.2.MAFK	chr9	116319685	116319703	-	0.000	0.000	Merged-chr9-116319642-35
NR8941--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR2172--MA0089.1.MAFG::NFE2L1	chr12	41843922	41843927	-	0.000	0.000	Merged-chr12-41844052-32
NR7358--MA0117.2.Mafb	chr5	3509733	3509744	-	0.000	0.000	Merged-chr5-3509650-29
NR10206--MA0089.1.MAFG::NFE2L1	chr9	108035687	108035692	-	0.000	0.000	Merged-chr9-108035594-66
NR10039--MA0496.2.MAFK	chr9	80820220	80820238	-	0.000	0.000	Merged-chr9-80820177-30
NR185--MA0495.2.MAFF	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR9517--MA0089.1.MAFG::NFE2L1	chr8	94828083	94828088	-	0.000	0.000	Merged-chr8-94828163-36
NR2946--MA0495.2.MAFF	chr13	84791166	84791186	+	0.000	0.000	Merged-chr13-84791325-24
NR2961--MA0117.2.Mafb	chr13	89669982	89669993	-	0.000	0.000	Merged-chr13-89670013-3
NR10310--MA0117.2.Mafb	chrX	7866003	7866014	-	0.000	0.000	Merged-chrX-7865862-63
NR8595--MA0591.1.Bach1::Mafk	chr6	144689272	144689286	-	0.000	0.000	Merged-chr6-144689209-25
NR6065--MA0496.2.MAFK	chr2	172977504	172977522	-	0.000	0.000	Merged-chr2-172977593-131
NR8916--MA0591.1.Bach1::Mafk	chr7	90007387	90007401	+	0.000	0.000	Merged-chr7-90007418-46
NR5320--MA0591.1.Bach1::Mafk	chr19	58358286	58358300	-	0.000	0.000	Merged-chr19-58358384-21
NR4655--MA0089.1.MAFG::NFE2L1	chr17	80772610	80772615	+	0.000	0.000	Merged-chr17-80772766-52
NR7612--MA0496.2.MAFK	chr5	92499726	92499744	-	0.000	0.000	Merged-chr5-92499565-36
NR443--MA0659.1.MAFG	chr1	127306503	127306523	+	0.000	0.000	Merged-chr1-127306528-2
NR1389--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR8855--MA0495.2.MAFF	chr7	79301003	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR3448--MA0089.1.MAFG::NFE2L1	chr14	75136932	75136937	-	0.000	0.000	Merged-chr14-75136836-26
NR2308--MA0501.1.MAF::NFE2	chr12	90781543	90781557	+	0.000	0.000	Merged-chr12-90781717-25
NR7610--MA0495.2.MAFF	chr5	92499725	92499745	-	0.000	0.000	Merged-chr5-92499565-36
NR6441--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR6880--MA0117.2.Mafb	chr4	63636245	63636256	+	0.000	0.000	Merged-chr4-63636346-15
NR10311--MA0501.1.MAF::NFE2	chrX	7866000	7866014	+	0.000	0.000	Merged-chrX-7865862-63
NR4902--MA0117.2.Mafb	chr18	56547144	56547155	+	0.000	0.000	Merged-chr18-56547142-34
NR3379--MA0089.1.MAFG::NFE2L1	chr14	61774045	61774050	-	0.000	0.000	Merged-chr14-61773988-12
NR542--MA0501.1.MAF::NFE2	chr1	138952349	138952363	+	0.000	0.000	Merged-chr1-138952405-35
NR987--MA0117.2.Mafb	chr10	42699120	42699131	+	0.000	0.000	Merged-chr10-42699170-35
NR9086--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR4843--MA0501.1.MAF::NFE2	chr18	46381134	46381148	-	0.000	0.000	Merged-chr18-46381195-31
NR6639--MA0117.2.Mafb	chr3	142249738	142249749	+	0.000	0.000	Merged-chr3-142249618-23
NR3579--MA0089.1.MAFG::NFE2L1	chr14	121478461	121478466	-	0.000	0.000	Merged-chr14-121478313-77
NR4895--MA0501.1.MAF::NFE2	chr18	56412985	56412999	-	0.000	0.000	Merged-chr18-56413005-50
NR8369--MA0496.2.MAFK	chr6	121210701	121210719	-	0.000	0.000	Merged-chr6-121210795-40
NR3589--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR889--MA0117.2.Mafb	chr10	5448533	5448544	+	0.000	0.000	Merged-chr10-5448562-35
NR4952--MA0117.2.Mafb	chr18	67212841	67212852	-	0.000	0.000	Merged-chr18-67212775-57
NR9497--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR2142--MA0089.1.MAFG::NFE2L1	chr12	25306111	25306116	-	0.000	0.000	Merged-chr12-25306142-51
NR7895--MA0117.2.Mafb	chr5	144295112	144295123	-	0.000	0.000	Merged-chr5-144295152-24
NR2834--MA0501.1.MAF::NFE2	chr13	51849024	51849038	+	0.000	0.000	Merged-chr13-51849013-24
NR8862--MA0496.2.MAFK	chr7	79301004	79301022	-	0.000	0.000	Merged-chr7-79300921-71
NR10251--MA0089.1.MAFG::NFE2L1	chr9	116332761	116332766	+	0.000	0.000	Merged-chr9-116332830-24
NR730--MA0089.1.MAFG::NFE2L1	chr1	178182292	178182297	+	0.000	0.000	Merged-chr1-178182458-49
NR9751--MA0089.1.MAFG::NFE2L1	chr9	5623575	5623580	-	0.000	0.000	Merged-chr9-5623590-21
NR4789--MA0591.1.Bach1::Mafk	chr18	24116937	24116951	+	0.000	0.000	Merged-chr18-24116838-23
NR8188--MA0591.1.Bach1::Mafk	chr6	89421959	89421973	-	0.000	0.000	Merged-chr6-89421751-50
NR9570--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR3490--MA0496.2.MAFK	chr14	87051237	87051255	-	0.000	0.000	Merged-chr14-87051368-42
NR3971--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR6319--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR3682--MA0089.1.MAFG::NFE2L1	chr15	38120472	38120477	-	0.000	0.000	Merged-chr15-38120488-27
NR449--MA0591.1.Bach1::Mafk	chr1	127344979	127344993	-	0.000	0.000	Merged-chr1-127345077-51
NR6881--MA0591.1.Bach1::Mafk	chr4	63640027	63640041	-	0.000	0.000	Merged-chr4-63640034-20
NR4160--MA0495.2.MAFF	chr16	48594651	48594671	+	0.000	0.000	Merged-chr16-48594719-53
NR4162--MA0659.1.MAFG	chr16	48594651	48594671	+	0.000	0.000	Merged-chr16-48594719-53
NR1344--MA0089.1.MAFG::NFE2L1	chr10	118766320	118766325	+	0.000	0.000	Merged-chr10-118766153-45
NR10037--MA0501.1.MAF::NFE2	chr9	80820219	80820233	-	0.000	0.000	Merged-chr9-80820177-30
NR2199--MA0089.1.MAFG::NFE2L1	chr12	55466483	55466488	+	0.000	0.000	Merged-chr12-55466597-41
NR444--MA0659.1.MAFG	chr1	127306503	127306523	-	0.000	0.000	Merged-chr1-127306528-2
NR10243--MA0495.2.MAFF	chr9	116319684	116319704	-	0.000	0.000	Merged-chr9-116319642-35
NR4841--MA0495.2.MAFF	chr18	46381134	46381154	+	0.000	0.000	Merged-chr18-46381195-31
NR3905--MA0089.1.MAFG::NFE2L1	chr15	84168855	84168860	+	0.000	0.000	Merged-chr15-84168860-11
NR438--MA0495.2.MAFF	chr1	127306503	127306523	+	0.000	0.000	Merged-chr1-127306528-2
NR8858--MA0659.1.MAFG	chr7	79301003	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR383--MA0089.1.MAFG::NFE2L1	chr1	106567727	106567732	+	0.000	0.000	Merged-chr1-106567699-18
NR9818--MA0117.2.Mafb	chr9	31271524	31271535	-	0.000	0.000	Merged-chr9-31271372-36
NR7646--MA0089.1.MAFG::NFE2L1	chr5	96919260	96919265	+	0.000	0.000	Merged-chr5-96919308-24
NR5298--MA0089.1.MAFG::NFE2L1	chr19	55383362	55383367	-	0.000	0.000	Merged-chr19-55383240-23
NR9368--MA0591.1.Bach1::Mafk	chr8	64826690	64826704	-	0.000	0.000	Merged-chr8-64826546-37
NR6162--MA0501.1.MAF::NFE2	chr3	9151721	9151735	+	0.000	0.000	Merged-chr3-9151770-9
NR10035--MA0117.2.Mafb	chr9	80820219	80820230	+	0.000	0.000	Merged-chr9-80820177-30
NR10050--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR8348--MA0591.1.Bach1::Mafk	chr6	119635739	119635753	-	0.000	0.000	Merged-chr6-119635924-52
NR447--MA0496.2.MAFK	chr1	127306504	127306522	+	0.000	0.000	Merged-chr1-127306528-2
NR4965--MA0501.1.MAF::NFE2	chr18	68190134	68190148	-	0.000	0.000	Merged-chr18-68190088-51
NR9097--MA0501.1.MAF::NFE2	chr7	116484455	116484469	+	0.000	0.000	Merged-chr7-116484434-42
NR5206--MA0089.1.MAFG::NFE2L1	chr19	33429564	33429569	-	0.000	0.000	Merged-chr19-33429713-40
NR4352--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR9149--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR8107--MA0117.2.Mafb	chr6	58880990	58881001	+	0.000	0.000	Merged-chr6-58880983-47
NR5985--MA0089.1.MAFG::NFE2L1	chr2	158133365	158133370	+	0.000	0.000	Merged-chr2-158133215-37
NR10036--MA0591.1.Bach1::Mafk	chr9	80820222	80820236	-	0.000	0.000	Merged-chr9-80820177-30
NR8365--MA0495.2.MAFF	chr6	121210700	121210720	-	0.000	0.000	Merged-chr6-121210795-40
NR5796--MA0089.1.MAFG::NFE2L1	chr2	125735672	125735677	-	0.000	0.000	Merged-chr2-125735684-57
NR186--MA0117.2.Mafb	chr1	64486460	64486471	+	0.000	0.000	Merged-chr1-64486540-36
NR607--MA0117.2.Mafb	chr1	160245040	160245051	+	0.000	0.000	Merged-chr1-160244882-35
NR2705--MA0089.1.MAFG::NFE2L1	chr13	24468158	24468163	-	0.000	0.000	Merged-chr13-24467982-34
NR115--MA0501.1.MAF::NFE2	chr1	52022568	52022582	+	0.000	0.000	Merged-chr1-52022428-39
NR442--MA0591.1.Bach1::Mafk	chr1	127306506	127306520	-	0.000	0.000	Merged-chr1-127306528-2
NR5604--MA0089.1.MAFG::NFE2L1	chr2	91835236	91835241	-	0.000	0.000	Merged-chr2-91835374-51
NR5502--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR6929--MA0501.1.MAF::NFE2	chr4	88079194	88079208	+	0.000	0.000	Merged-chr4-88079193-33
NR189--MA0496.2.MAFK	chr1	64486461	64486479	+	0.000	0.000	Merged-chr1-64486540-36
NR437--MA0089.1.MAFG::NFE2L1	chr1	127297096	127297101	-	0.000	0.000	Merged-chr1-127297024-52
NR611--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR5321--MA0501.1.MAF::NFE2	chr19	58358283	58358297	-	0.000	0.000	Merged-chr19-58358384-21
NR1305--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR8768--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR7855--MA0591.1.Bach1::Mafk	chr5	137857144	137857158	+	0.000	0.000	Merged-chr5-137857044-20
NR6440--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR3452--MA0089.1.MAFG::NFE2L1	chr14	75769293	75769298	-	0.000	0.000	Merged-chr14-75769501-48
NR3378--MA0089.1.MAFG::NFE2L1	chr14	61774047	61774052	+	0.000	0.000	Merged-chr14-61773988-12
NR450--MA0591.1.Bach1::Mafk	chr1	127380973	127380987	-	0.000	0.000	Merged-chr1-127381080-26
NR6071--MA0495.2.MAFF	chr2	173452102	173452122	+	0.000	0.000	Merged-chr2-173452276-60
NR6930--MA0496.2.MAFK	chr4	88079189	88079207	+	0.000	0.000	Merged-chr4-88079193-33
NR9752--MA0496.2.MAFK	chr9	7501376	7501394	+	0.000	0.000	Merged-chr9-7501482-49
NR6049--MA0501.1.MAF::NFE2	chr2	170247792	170247806	+	0.000	0.000	Merged-chr2-170247949-28
NR5837--MA0089.1.MAFG::NFE2L1	chr2	132004797	132004802	+	0.000	0.000	Merged-chr2-132004928-41
NR1805--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR9609--MA0501.1.MAF::NFE2	chr8	117548455	117548469	-	0.000	0.000	Merged-chr8-117548585-70
NR2833--MA0117.2.Mafb	chr13	51849027	51849038	-	0.000	0.000	Merged-chr13-51849013-24
NR10244--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR3736--MA0591.1.Bach1::Mafk	chr15	58750245	58750259	-	0.000	0.000	Merged-chr15-58750240-28
NR8497--MA0591.1.Bach1::Mafk	chr6	134903694	134903708	-	0.000	0.000	Merged-chr6-134903917-75
NR4161--MA0495.2.MAFF	chr16	48594651	48594671	-	0.000	0.000	Merged-chr16-48594719-53
NR6048--MA0591.1.Bach1::Mafk	chr2	170247789	170247803	+	0.000	0.000	Merged-chr2-170247949-28
NR4163--MA0659.1.MAFG	chr16	48594651	48594671	-	0.000	0.000	Merged-chr16-48594719-53
NR440--MA0117.2.Mafb	chr1	127306512	127306523	-	0.000	0.000	Merged-chr1-127306528-2
NR6928--MA0591.1.Bach1::Mafk	chr4	88079191	88079205	+	0.000	0.000	Merged-chr4-88079193-33
NR9901--MA0496.2.MAFK	chr9	48538218	48538236	+	0.000	0.000	Merged-chr9-48538454-59
NR6962--MA0089.1.MAFG::NFE2L1	chr4	89369266	89369271	+	0.000	0.000	Merged-chr4-89369224-21
NR5347--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR9931--MA0501.1.MAF::NFE2	chr9	55410493	55410507	+	0.000	0.000	Merged-chr9-55410514-19
NR4791--MA0501.1.MAF::NFE2	chr18	24116940	24116954	+	0.000	0.000	Merged-chr18-24116838-23
NR114--MA0591.1.Bach1::Mafk	chr1	52022551	52022565	-	0.000	0.000	Merged-chr1-52022428-39
NR9819--MA0659.1.MAFG	chr9	31271515	31271535	+	0.000	0.000	Merged-chr9-31271372-36
NR10426--MA0501.1.MAF::NFE2	chrX	113075052	113075066	+	0.000	0.000	Merged-chrX-113075086-29
NR8859--MA0659.1.MAFG	chr7	79301003	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR10034--MA0495.2.MAFF	chr9	80820219	80820239	+	0.000	0.000	Merged-chr9-80820177-30
NR9821--MA0496.2.MAFK	chr9	31271516	31271534	+	0.000	0.000	Merged-chr9-31271372-36
NR9930--MA0591.1.Bach1::Mafk	chr9	55410490	55410504	+	0.000	0.000	Merged-chr9-55410514-19
NR68--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR2363--MA0089.1.MAFG::NFE2L1	chr12	100747250	100747255	-	0.000	0.000	Merged-chr12-100747316-18
NR6192--MA0501.1.MAF::NFE2	chr3	18243873	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR3594--MA0089.1.MAFG::NFE2L1	chr14	122830647	122830652	+	0.000	0.000	Merged-chr14-122830576-36
NR8860--MA0501.1.MAF::NFE2	chr7	79301009	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR448--MA0496.2.MAFK	chr1	127306504	127306522	-	0.000	0.000	Merged-chr1-127306528-2
NR1859--MA0501.1.MAF::NFE2	chr11	100921409	100921423	-	0.000	0.000	Merged-chr11-100921492-18
NR5853--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR180--MA0495.2.MAFF	chr1	64486398	64486418	+	0.000	0.000	Merged-chr1-64486540-36
NR10247--MA0501.1.MAF::NFE2	chr9	116319690	116319704	+	0.000	0.000	Merged-chr9-116319642-35
NR5299--MA0117.2.Mafb	chr19	55383407	55383418	-	0.000	0.000	Merged-chr19-55383240-23
NR182--MA0659.1.MAFG	chr1	64486398	64486418	-	0.000	0.000	Merged-chr1-64486540-36
NR3319--MA0501.1.MAF::NFE2	chr14	46578214	46578228	-	0.000	0.000	Merged-chr14-46578431-37
NR3126--MA0089.1.MAFG::NFE2L1	chr13	111655550	111655555	+	0.000	0.000	Merged-chr13-111655433-3
