#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR961--MA0731.1.BCL6B	chr2	72283051	72283067	+	0.000	0.000	Merged-chr2-72282934-17
NR1171--MA0731.1.BCL6B	chr3	136743010	136743026	+	0.000	0.000	Merged-chr3-136742959-57
NR1255--MA0463.1.Bcl6	chr4	89688905	89688918	-	0.000	0.000	Merged-chr4-89688881-55
NR1614--MA0463.1.Bcl6	chr7	100448625	100448638	-	0.000	0.000	Merged-chr7-100448653-1
NR903--MA0731.1.BCL6B	chr2	11617084	11617100	+	0.000	0.000	Merged-chr2-11617013-39
NR1404--MA0463.1.Bcl6	chr5	107648917	107648930	+	0.000	0.000	Merged-chr5-107649073-49
NR1527--MA0731.1.BCL6B	chr6	136683743	136683759	+	0.000	0.000	Merged-chr6-136683885-26
NR307--MA0463.1.Bcl6	chr11	71996080	71996093	-	0.000	0.000	Merged-chr11-71996185-51
NR1479--MA0731.1.BCL6B	chr6	67483276	67483292	+	0.000	0.000	Merged-chr6-67483330-21
NR1174--MA0731.1.BCL6B	chr3	139064354	139064370	+	0.000	0.000	Merged-chr3-139064319-48
NR526--MA0731.1.BCL6B	chr14	16256344	16256360	-	0.000	0.000	Merged-chr14-16256161-59
NR887--MA0731.1.BCL6B	chr19	40300200	40300216	+	0.000	0.000	Merged-chr19-40300210-18
NR453--MA0463.1.Bcl6	chr13	44249169	44249182	+	0.000	0.000	Merged-chr13-44249362-23
NR574--MA0731.1.BCL6B	chr14	73290157	73290173	+	0.000	0.000	Merged-chr14-73290096-39
NR1288--MA0463.1.Bcl6	chr4	121002613	121002626	+	0.000	0.000	Merged-chr4-121002570-50
NR960--MA0463.1.Bcl6	chr2	72283051	72283064	-	0.000	0.000	Merged-chr2-72282934-17
NR1762--MA0731.1.BCL6B	chr8	115496170	115496186	+	0.000	0.000	Merged-chr8-115496222-29
NR764--MA0463.1.Bcl6	chr17	44121575	44121588	+	0.000	0.000	Merged-chr17-44121634-62
NR885--MA0463.1.Bcl6	chr19	38746093	38746106	-	0.000	0.000	Merged-chr19-38746267-36
NR1245--MA0463.1.Bcl6	chr4	83315152	83315165	-	0.000	0.000	Merged-chr4-83315362-155
NR1202--MA0731.1.BCL6B	chr3	157938752	157938768	-	0.000	0.000	Merged-chr3-157938783-43
