#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR638--MA0508.2.PRDM1	chr15	59707894	59707903	+	0.000	0.000	Merged-chr15-59707926-13
NR476--MA0508.2.PRDM1	chr13	43436074	43436083	+	0.000	0.000	Merged-chr13-43436258-16
NR1210--MA0508.2.PRDM1	chr4	135520627	135520636	-	0.000	0.000	Merged-chr4-135520643-13
NR508--MA0508.2.PRDM1	chr13	95427598	95427607	-	0.000	0.000	Merged-chr13-95427714-10
NR1571--MA0508.2.PRDM1	chr7	130448104	130448113	-	0.000	0.000	Merged-chr7-130448231-21
NR1332--MA0508.2.PRDM1	chr6	4709257	4709266	+	0.000	0.000	Merged-chr6-4709172-7
NR1292--MA0508.2.PRDM1	chr5	98161461	98161470	+	0.000	0.000	Merged-chr5-98161434-16
NR208--MA0508.2.PRDM1	chr10	68239161	68239170	+	0.000	0.000	Merged-chr10-68239369-73
NR1141--MA0508.2.PRDM1	chr4	14882162	14882171	+	0.000	0.000	Merged-chr4-14882054-55
NR1669--MA0508.2.PRDM1	chr9	31090840	31090849	+	0.000	0.000	Merged-chr9-31090729-18
NR1255--MA0508.2.PRDM1	chr5	28269860	28269869	-	0.000	0.000	Merged-chr5-28269924-54
NR602--MA0508.2.PRDM1	chr14	79234736	79234745	-	0.000	0.000	Merged-chr14-79234697-12
NR1221--MA0508.2.PRDM1	chr4	145319390	145319399	-	0.000	0.000	Merged-chr4-145319470-38
NR711--MA0508.2.PRDM1	chr16	52147413	52147422	+	0.000	0.000	Merged-chr16-52147489-52
NR1614--MA0508.2.PRDM1	chr8	77292703	77292712	+	0.000	0.000	Merged-chr8-77292720-71
NR1356--MA0508.2.PRDM1	chr6	65564421	65564430	-	0.000	0.000	Merged-chr6-65564422-101
NR1465--MA0508.2.PRDM1	chr6	145998803	145998812	+	0.000	0.000	Merged-chr6-145998846-7
NR1369--MA0508.2.PRDM1	chr6	82775583	82775592	+	0.000	0.000	Merged-chr6-82775550-35
NR1301--MA0508.2.PRDM1	chr5	112488682	112488691	+	0.000	0.000	Merged-chr5-112488536-19
NR772--MA0508.2.PRDM1	chr17	45703412	45703421	+	0.000	0.000	Merged-chr17-45703436-19
NR642--MA0508.2.PRDM1	chr15	74667720	74667729	+	0.000	0.000	Merged-chr15-74667710-27
NR1545--MA0508.2.PRDM1	chr7	107609828	107609837	-	0.000	0.000	Merged-chr7-107609877-33
NR1178--MA0508.2.PRDM1	chr4	95096891	95096900	+	0.000	0.000	Merged-chr4-95096971-16
NR350--MA0508.2.PRDM1	chr11	99099150	99099159	-	0.000	0.000	Merged-chr11-99099093-22
NR1157--MA0508.2.PRDM1	chr4	48012445	48012454	+	0.000	0.000	Merged-chr4-48012358-52
NR124--MA0508.2.PRDM1	chr1	177338777	177338786	+	0.000	0.000	Merged-chr1-177338915-41
NR899--MA0508.2.PRDM1	chr19	53900127	53900136	-	0.000	0.000	Merged-chr19-53900039-75
NR961--MA0508.2.PRDM1	chr2	72170806	72170815	-	0.000	0.000	Merged-chr2-72170854-84
NR1279--MA0508.2.PRDM1	chr5	72731654	72731663	+	0.000	0.000	Merged-chr5-72731571-20
NR180--MA0508.2.PRDM1	chr10	30655970	30655979	+	0.000	0.000	Merged-chr10-30655945-56
NR1659--MA0508.2.PRDM1	chr9	7509854	7509863	-	0.000	0.000	Merged-chr9-7510063-49
NR25--MA0508.2.PRDM1	chr1	60017118	60017127	-	0.000	0.000	Merged-chr1-60017133-4
NR639--MA0508.2.PRDM1	chr15	64173603	64173612	+	0.000	0.000	Merged-chr15-64173635-34
NR695--MA0508.2.PRDM1	chr16	37094555	37094564	-	0.000	0.000	Merged-chr16-37094405-73
NR151--MA0508.2.PRDM1	chr10	4357669	4357678	-	0.000	0.000	Merged-chr10-4357640-28
NR86--MA0508.2.PRDM1	chr1	152084876	152084885	-	0.000	0.000	Merged-chr1-152084822-56
NR1067--MA0508.2.PRDM1	chr3	79103755	79103764	+	0.000	0.000	Merged-chr3-79103869-18
NR828--MA0508.2.PRDM1	chr18	41979577	41979586	-	0.000	0.000	Merged-chr18-41979653-39
NR209--MA0508.2.PRDM1	chr10	68356277	68356286	+	0.000	0.000	Merged-chr10-68356186-29
NR523--MA0508.2.PRDM1	chr13	106691992	106692001	+	0.000	0.000	Merged-chr13-106691961-50
NR536--MA0508.2.PRDM1	chr13	112447339	112447348	-	0.000	0.000	Merged-chr13-112447320-26
NR122--MA0508.2.PRDM1	chr1	176939833	176939842	-	0.000	0.000	Merged-chr1-176939939-16
NR244--MA0508.2.PRDM1	chr10	94021187	94021196	-	0.000	0.000	Merged-chr10-94021256-59
NR515--MA0508.2.PRDM1	chr13	99483794	99483803	+	0.000	0.000	Merged-chr13-99483602-15
NR1501--MA0508.2.PRDM1	chr7	49364780	49364789	-	0.000	0.000	Merged-chr7-49364720-42
NR223--MA0508.2.PRDM1	chr10	79417332	79417341	-	0.000	0.000	Merged-chr10-79417442-89
NR127--MA0508.2.PRDM1	chr1	179578866	179578875	+	0.000	0.000	Merged-chr1-179578897-31
NR183--MA0508.2.PRDM1	chr10	40462436	40462445	+	0.000	0.000	Merged-chr10-40462347-27
NR1562--MA0508.2.PRDM1	chr7	122932333	122932342	-	0.000	0.000	Merged-chr7-122932357-26
NR608--MA0508.2.PRDM1	chr14	103850768	103850777	-	0.000	0.000	Merged-chr14-103850623-36
NR316--MA0508.2.PRDM1	chr11	54171451	54171460	+	0.000	0.000	Merged-chr11-54171358-10
NR1140--MA0508.2.PRDM1	chr4	11095667	11095676	-	0.000	0.000	Merged-chr4-11095738-16
NR1676--MA0508.2.PRDM1	chr9	35498116	35498125	+	0.000	0.000	Merged-chr9-35498014-17
NR1785--MA0508.2.PRDM1	chrX	166229877	166229886	-	0.000	0.000	Merged-chrX-166229912-22
NR1668--MA0508.2.PRDM1	chr9	25430014	25430023	-	0.000	0.000	Merged-chr9-25429934-32
NR90--MA0508.2.PRDM1	chr1	156206230	156206239	+	0.000	0.000	Merged-chr1-156206326-26
NR1756--MA0508.2.PRDM1	chr9	122398941	122398950	-	0.000	0.000	Merged-chr9-122399009-31
NR1464--MA0508.2.PRDM1	chr6	145993207	145993216	-	0.000	0.000	Merged-chr6-145993129-56
NR1368--MA0508.2.PRDM1	chr6	82402619	82402628	+	0.000	0.000	Merged-chr6-82402722-33
NR95--MA0508.2.PRDM1	chr1	161436662	161436671	+	0.000	0.000	Merged-chr1-161436721-21
NR824--MA0508.2.PRDM1	chr18	39664384	39664393	+	0.000	0.000	Merged-chr18-39664266-42
NR1565--MA0508.2.PRDM1	chr7	125190145	125190154	-	0.000	0.000	Merged-chr7-125190262-47
NR1469--MA0508.2.PRDM1	chr6	148436576	148436585	-	0.000	0.000	Merged-chr6-148436541-68
NR370--MA0508.2.PRDM1	chr11	121027497	121027506	+	0.000	0.000	Merged-chr11-121027485-17
NR912--MA0508.2.PRDM1	chr2	10343748	10343757	+	0.000	0.000	Merged-chr2-10343676-43
NR1401--MA0508.2.PRDM1	chr6	108341094	108341103	+	0.000	0.000	Merged-chr6-108341032-57
NR492--MA0508.2.PRDM1	chr13	75053939	75053948	-	0.000	0.000	Merged-chr13-75053881-13
NR1034--MA0508.2.PRDM1	chr2	173448682	173448691	+	0.000	0.000	Merged-chr2-173448878-59
NR1557--MA0508.2.PRDM1	chr7	115495233	115495242	+	0.000	0.000	Merged-chr7-115495056-66
NR1775--MA0508.2.PRDM1	chrX	105721364	105721373	-	0.000	0.000	Merged-chrX-105721364-12
NR1122--MA0508.2.PRDM1	chr3	152149629	152149638	-	0.000	0.000	Merged-chr3-152149620-22
NR1169--MA0508.2.PRDM1	chr4	71291898	71291907	+	0.000	0.000	Merged-chr4-71291736-94
NR1549--MA0508.2.PRDM1	chr7	110824188	110824197	+	0.000	0.000	Merged-chr7-110824322-44
NR450--MA0508.2.PRDM1	chr13	9203783	9203792	-	0.000	0.000	Merged-chr13-9203705-17
NR625--MA0508.2.PRDM1	chr15	9567530	9567539	+	0.000	0.000	Merged-chr15-9567519-26
NR999--MA0508.2.PRDM1	chr2	128367941	128367950	-	0.000	0.000	Merged-chr2-128367839-63
NR551--MA0508.2.PRDM1	chr14	12307795	12307804	-	0.000	0.000	Merged-chr14-12307905-40
NR1488--MA0508.2.PRDM1	chr7	28423100	28423109	-	0.000	0.000	Merged-chr7-28423189-12
NR184--MA0508.2.PRDM1	chr10	40462442	40462451	+	0.000	0.000	Merged-chr10-40462347-27
NR293--MA0508.2.PRDM1	chr11	4661533	4661542	+	0.000	0.000	Merged-chr11-4661528-13
NR1249--MA0508.2.PRDM1	chr5	21192852	21192861	-	0.000	0.000	Merged-chr5-21192683-24
NR1358--MA0508.2.PRDM1	chr6	66472924	66472933	+	0.000	0.000	Merged-chr6-66473070-26
NR272--MA0508.2.PRDM1	chr10	120556122	120556131	+	0.000	0.000	Merged-chr10-120556279-62
NR814--MA0508.2.PRDM1	chr18	19524610	19524619	+	0.000	0.000	Merged-chr18-19524471-22
NR1066--MA0508.2.PRDM1	chr3	78890037	78890046	-	0.000	0.000	Merged-chr3-78890015-28
NR522--MA0508.2.PRDM1	chr13	106691942	106691951	-	0.000	0.000	Merged-chr13-106691961-50
NR949--MA0508.2.PRDM1	chr2	58153940	58153949	+	0.000	0.000	Merged-chr2-58153859-22
NR787--MA0508.2.PRDM1	chr17	74753471	74753480	+	0.000	0.000	Merged-chr17-74753393-19
NR100--MA0508.2.PRDM1	chr1	161671161	161671170	-	0.000	0.000	Merged-chr1-161671075-50
NR222--MA0508.2.PRDM1	chr10	79417237	79417246	-	0.000	0.000	Merged-chr10-79417442-89
NR331--MA0508.2.PRDM1	chr11	74973510	74973519	+	0.000	0.000	Merged-chr11-74973432-13
NR105--MA0508.2.PRDM1	chr1	164888828	164888837	+	0.000	0.000	Merged-chr1-164888737-16
NR1691--MA0508.2.PRDM1	chr9	48447914	48447923	+	0.000	0.000	Merged-chr9-48448010-22
NR195--MA0508.2.PRDM1	chr10	53621701	53621710	+	0.000	0.000	Merged-chr10-53621711-12
NR1654--MA0508.2.PRDM1	chr8	128433663	128433672	-	0.000	0.000	Merged-chr8-128433570-8
NR1511--MA0508.2.PRDM1	chr7	75910532	75910541	-	0.000	0.000	Merged-chr7-75910458-70
NR940--MA0508.2.PRDM1	chr2	34977288	34977297	+	0.000	0.000	Merged-chr2-34977109-71
NR94--MA0508.2.PRDM1	chr1	160006268	160006277	+	0.000	0.000	Merged-chr1-160006258-20
NR1551--MA0508.2.PRDM1	chr7	112860102	112860111	+	0.000	0.000	Merged-chr7-112860209-23
NR1468--MA0508.2.PRDM1	chr6	148436570	148436579	-	0.000	0.000	Merged-chr6-148436541-68
NR1686--MA0508.2.PRDM1	chr9	43242609	43242618	+	0.000	0.000	Merged-chr9-43242516-24
NR924--MA0508.2.PRDM1	chr2	25856043	25856052	+	0.000	0.000	Merged-chr2-25856140-7
NR1304--MA0508.2.PRDM1	chr5	115712214	115712223	+	0.000	0.000	Merged-chr5-115712054-77
NR1251--MA0508.2.PRDM1	chr5	21370728	21370737	+	0.000	0.000	Merged-chr5-21370599-51
NR44--MA0508.2.PRDM1	chr1	87406295	87406304	-	0.000	0.000	Merged-chr1-87406303-16
NR1264--MA0508.2.PRDM1	chr5	38566708	38566717	+	0.000	0.000	Merged-chr5-38566846-14
NR10--MA0508.2.PRDM1	chr1	23882946	23882955	+	0.000	0.000	Merged-chr1-23882900-25
NR1025--MA0508.2.PRDM1	chr2	157746757	157746766	-	0.000	0.000	Merged-chr2-157746803-36
NR1243--MA0508.2.PRDM1	chr5	8397740	8397749	+	0.000	0.000	Merged-chr5-8397712-7
NR1100--MA0508.2.PRDM1	chr3	121494320	121494329	+	0.000	0.000	Merged-chr3-121494135-61
NR733--MA0508.2.PRDM1	chr17	5747919	5747928	+	0.000	0.000	Merged-chr17-5748141-46
NR1352--MA0508.2.PRDM1	chr6	59265345	59265354	+	0.000	0.000	Merged-chr6-59265419-13
NR680--MA0508.2.PRDM1	chr16	24467728	24467737	-	0.000	0.000	Merged-chr16-24467843-15
NR1474--MA0508.2.PRDM1	chr7	5357030	5357039	+	0.000	0.000	Merged-chr7-5357031-11
