#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR8204--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR5263--MA0482.1.Gata4	chr2	145832407	145832417	+	0.000	0.000	Merged-chr2-145832432-65
NR1141--MA0482.1.Gata4	chr10	93933307	93933317	-	0.000	0.000	Merged-chr10-93933103-29
NR2893--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR6269--MA0036.3.GATA2	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR8205--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR9171--MA0035.3.Gata1	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR5505--MA0482.1.Gata4	chr3	54617490	54617500	-	0.000	0.000	Merged-chr3-54617665-45
NR5264--MA1104.1.GATA6	chr2	145832405	145832417	-	0.000	0.000	Merged-chr2-145832432-65
NR7273--MA0036.3.GATA2	chr6	37455685	37455695	+	0.000	0.000	Merged-chr6-37455816-24
NR4975--MA0035.3.Gata1	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR1577--MA0035.3.Gata1	chr11	88455550	88455560	+	0.000	0.000	Merged-chr11-88455545-42
NR7767--MA0036.3.GATA2	chr6	135418445	135418455	+	0.000	0.000	Merged-chr6-135418528-77
NR4836--MA0140.2.GATA1::TAL1	chr2	52732401	52732418	+	0.000	0.000	Merged-chr2-52732270-39
NR8203--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR1338--MA0036.3.GATA2	chr11	17192580	17192590	-	0.000	0.000	Merged-chr11-17192459-30
NR9145--MA1104.1.GATA6	chr9	105689626	105689638	-	0.000	0.000	Merged-chr9-105689631-24
NR155--MA0140.2.GATA1::TAL1	chr1	66987986	66988003	+	0.000	0.000	Merged-chr1-66987794-41
NR6270--MA0766.1.GATA5	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR879--MA1104.1.GATA6	chr10	26879261	26879273	+	0.000	0.000	Merged-chr10-26879299-36
NR8780--MA1104.1.GATA6	chr9	5311520	5311532	-	0.000	0.000	Merged-chr9-5311572-34
NR5849--MA0037.3.GATA3	chr3	132791516	132791523	+	0.000	0.000	Merged-chr3-132791387-40
NR6271--MA0035.3.Gata1	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR8864--MA0482.1.Gata4	chr9	45207827	45207837	-	0.000	0.000	Merged-chr9-45207568-21
NR5850--MA1104.1.GATA6	chr3	132791513	132791525	+	0.000	0.000	Merged-chr3-132791387-40
NR1657--MA0766.1.GATA5	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR1143--MA0035.3.Gata1	chr10	93933308	93933318	-	0.000	0.000	Merged-chr10-93933103-29
NR8206--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR880--MA0036.3.GATA2	chr10	26879262	26879272	-	0.000	0.000	Merged-chr10-26879299-36
NR8779--MA0482.1.Gata4	chr9	5311522	5311532	+	0.000	0.000	Merged-chr9-5311572-34
NR9170--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR7274--MA0766.1.GATA5	chr6	37455686	37455693	-	0.000	0.000	Merged-chr6-37455816-24
NR3699--MA0036.3.GATA2	chr16	91413417	91413427	-	0.000	0.000	Merged-chr16-91413429-37
NR5507--MA0140.2.GATA1::TAL1	chr3	54617482	54617499	-	0.000	0.000	Merged-chr3-54617665-45
NR6273--MA0140.2.GATA1::TAL1	chr4	86725373	86725390	+	0.000	0.000	Merged-chr4-86725378-12
NR9146--MA0035.3.Gata1	chr9	105689627	105689637	+	0.000	0.000	Merged-chr9-105689631-24
NR4974--MA0036.3.GATA2	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR7768--MA0766.1.GATA5	chr6	135418446	135418453	-	0.000	0.000	Merged-chr6-135418528-77
NR7275--MA0035.3.Gata1	chr6	37455685	37455695	+	0.000	0.000	Merged-chr6-37455816-24
NR6272--MA0035.3.Gata1	chr4	86725381	86725391	-	0.000	0.000	Merged-chr4-86725378-12
NR3477--MA1104.1.GATA6	chr16	18452421	18452433	-	0.000	0.000	Merged-chr16-18452480-18
