#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR361--MA0463.1.Bcl6	chr12	98445746	98445759	+	0.000	0.000	Merged-chr12-98445818-15
NR268--MA0463.1.Bcl6	chr11	78247098	78247111	+	0.000	0.000	Merged-chr11-78247027-5
NR971--MA0463.1.Bcl6	chr3	108865763	108865776	-	0.000	0.000	Merged-chr3-108865766-27
NR614--MA0731.1.BCL6B	chr16	72350734	72350750	+	0.000	0.000	Merged-chr16-72350554-25
NR529--MA0463.1.Bcl6	chr14	121000901	121000914	+	0.000	0.000	Merged-chr14-121000827-24
NR988--MA0731.1.BCL6B	chr3	132791402	132791418	-	0.000	0.000	Merged-chr3-132791387-40
NR239--MA0463.1.Bcl6	chr11	49264689	49264702	+	0.000	0.000	Merged-chr11-49264826-15
NR1158--MA0463.1.Bcl6	chr5	74704703	74704716	-	0.000	0.000	Merged-chr5-74704453-70
NR1055--MA0463.1.Bcl6	chr4	63862771	63862784	+	0.000	0.000	Merged-chr4-63862999-40
NR620--MA0463.1.Bcl6	chr16	76283544	76283557	+	0.000	0.000	Merged-chr16-76283420-1
NR787--MA0463.1.Bcl6	chr19	41031105	41031118	+	0.000	0.000	Merged-chr19-41031181-46
NR349--MA0463.1.Bcl6	chr12	84853020	84853033	-	0.000	0.000	Merged-chr12-84853061-8
