#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR315--MA0496.2.MAFK	chr1	127796503	127796521	-	0.000	0.000	Merged-chr1-127796546-56
NR1345--MA0501.1.MAF::NFE2	chr11	26640668	26640682	-	0.000	0.000	Merged-chr11-26640535-47
NR3432--MA0501.1.MAF::NFE2	chr16	51878449	51878463	+	0.000	0.000	Merged-chr16-51878445-21
NR1559--MA0591.1.Bach1::Mafk	chr11	80266260	80266274	+	0.000	0.000	Merged-chr11-80266333-6
NR1902--MA0591.1.Bach1::Mafk	chr12	25851738	25851752	-	0.000	0.000	Merged-chr12-25851772-17
NR1592--MA0496.2.MAFK	chr11	83828748	83828766	+	0.000	0.000	Merged-chr11-83828814-21
NR468--MA0495.2.MAFF	chr1	161480011	161480031	+	0.000	0.000	Merged-chr1-161480099-19
NR4324--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR4508--MA0089.1.MAFG::NFE2L1	chr2	25620596	25620601	-	0.000	0.000	Merged-chr2-25620603-21
NR4652--MA0495.2.MAFF	chr2	69415260	69415280	-	0.000	0.000	Merged-chr2-69415236-25
NR6950--MA0659.1.MAFG	chr6	121210700	121210720	+	0.000	0.000	Merged-chr6-121210795-40
NR1984--MA0089.1.MAFG::NFE2L1	chr12	55466483	55466488	+	0.000	0.000	Merged-chr12-55466597-41
NR7085--MA0591.1.Bach1::Mafk	chr6	144909755	144909769	-	0.000	0.000	Merged-chr6-144909826-5
NR3431--MA0591.1.Bach1::Mafk	chr16	51878446	51878460	+	0.000	0.000	Merged-chr16-51878445-21
NR164--MA0495.2.MAFF	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR7006--MA0117.2.Mafb	chr6	134274236	134274247	-	0.000	0.000	Merged-chr6-134274107-38
NR8121--MA0495.2.MAFF	chr9	14248437	14248457	+	0.000	0.000	Merged-chr9-14248366-20
NR6417--MA0501.1.MAF::NFE2	chr5	105305588	105305602	-	0.000	0.000	Merged-chr5-105305723-1
NR166--MA0659.1.MAFG	chr1	64486460	64486480	+	0.000	0.000	Merged-chr1-64486540-36
NR8234--MA0089.1.MAFG::NFE2L1	chr9	56098161	56098166	-	0.000	0.000	Merged-chr9-56098023-21
NR1503--MA0089.1.MAFG::NFE2L1	chr11	68447293	68447298	+	0.000	0.000	Merged-chr11-68447453-15
NR2182--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR2242--MA0591.1.Bach1::Mafk	chr13	13582228	13582242	+	0.000	0.000	Merged-chr13-13582107-29
NR360--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR6375--MA0089.1.MAFG::NFE2L1	chr5	92961510	92961515	-	0.000	0.000	Merged-chr5-92961688-16
NR2916--MA0496.2.MAFK	chr14	103850700	103850718	+	0.000	0.000	Merged-chr14-103850623-36
NR6953--MA0496.2.MAFK	chr6	121210701	121210719	-	0.000	0.000	Merged-chr6-121210795-40
NR6660--MA0659.1.MAFG	chr6	22314618	22314638	+	0.000	0.000	Merged-chr6-22314730-22
NR7816--MA0501.1.MAF::NFE2	chr8	77376674	77376688	+	0.000	0.000	Merged-chr8-77376569-21
NR2066--MA0495.2.MAFF	chr12	90781663	90781683	-	0.000	0.000	Merged-chr12-90781717-25
NR1775--MA0659.1.MAFG	chr11	115463665	115463685	+	0.000	0.000	Merged-chr11-115463666-29
NR6584--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR2760--MA0495.2.MAFF	chr14	60541788	60541808	+	0.000	0.000	Merged-chr14-60541882-16
NR476--MA0591.1.Bach1::Mafk	chr1	162094478	162094492	+	0.000	0.000	Merged-chr1-162094499-16
NR3501--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR1787--MA0495.2.MAFF	chr11	116687886	116687906	-	0.000	0.000	Merged-chr11-116688042-60
NR6179--MA0501.1.MAF::NFE2	chr5	8075512	8075526	+	0.000	0.000	Merged-chr5-8075370-38
NR2290--MA0591.1.Bach1::Mafk	chr13	36368339	36368353	-	0.000	0.000	Merged-chr13-36368196-54
NR5150--MA0659.1.MAFG	chr2	172977503	172977523	-	0.000	0.000	Merged-chr2-172977593-131
NR6421--MA0496.2.MAFK	chr5	105306181	105306199	+	0.000	0.000	Merged-chr5-105306151-101
NR4716--MA0591.1.Bach1::Mafk	chr2	84838213	84838227	+	0.000	0.000	Merged-chr2-84838147-43
NR2869--MA0591.1.Bach1::Mafk	chr14	78559178	78559192	+	0.000	0.000	Merged-chr14-78559223-28
NR4654--MA0591.1.Bach1::Mafk	chr2	69415263	69415277	+	0.000	0.000	Merged-chr2-69415236-25
NR6180--MA0089.1.MAFG::NFE2L1	chr5	8397651	8397656	+	0.000	0.000	Merged-chr5-8397712-7
NR2436--MA0117.2.Mafb	chr13	75053978	75053989	+	0.000	0.000	Merged-chr13-75053881-13
NR5005--MA0496.2.MAFK	chr2	145804908	145804926	-	0.000	0.000	Merged-chr2-145804796-32
NR416--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR462--MA0089.1.MAFG::NFE2L1	chr1	160765867	160765872	+	0.000	0.000	Merged-chr1-160765870-25
NR4782--MA0501.1.MAF::NFE2	chr2	114059828	114059842	-	0.000	0.000	Merged-chr2-114059851-34
NR1228--MA0496.2.MAFK	chr10	127111032	127111050	+	0.000	0.000	Merged-chr10-127111167-28
NR5578--MA0501.1.MAF::NFE2	chr3	133626798	133626812	-	0.000	0.000	Merged-chr3-133626779-42
NR1647--MA0089.1.MAFG::NFE2L1	chr11	97246738	97246743	-	0.000	0.000	Merged-chr11-97246717-13
NR3592--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR2448--MA0496.2.MAFK	chr13	76129009	76129027	-	0.000	0.000	Merged-chr13-76128854-26
NR2847--MA0501.1.MAF::NFE2	chr14	73608873	73608887	-	0.000	0.000	Merged-chr14-73609040-26
NR5078--MA0495.2.MAFF	chr2	158724016	158724036	+	0.000	0.000	Merged-chr2-158724013-3
NR2070--MA0089.1.MAFG::NFE2L1	chr12	91009109	91009114	-	0.000	0.000	Merged-chr12-91009085-35
NR7009--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR3502--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR5299--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR1764--MA0659.1.MAFG	chr11	113537091	113537111	-	0.000	0.000	Merged-chr11-113536889-33
NR5253--MA0591.1.Bach1::Mafk	chr3	22117917	22117931	-	0.000	0.000	Merged-chr3-22117883-12
NR863--MA0117.2.Mafb	chr10	54013692	54013703	-	0.000	0.000	Merged-chr10-54013658-12
NR7710--MA0496.2.MAFK	chr8	40595244	40595262	-	0.000	0.000	Merged-chr8-40595277-53
NR616--MA0591.1.Bach1::Mafk	chr1	180410494	180410508	+	0.000	0.000	Merged-chr1-180410391-12
NR5499--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR2925--MA0501.1.MAF::NFE2	chr14	118673001	118673015	-	0.000	0.000	Merged-chr14-118673054-3
NR6533--MA0117.2.Mafb	chr5	121796273	121796284	-	0.000	0.000	Merged-chr5-121796162-9
NR8245--MA0496.2.MAFK	chr9	57647675	57647693	-	0.000	0.000	Merged-chr9-57647746-26
NR4488--MA0659.1.MAFG	chr2	19628289	19628309	-	0.000	0.000	Merged-chr2-19628399-27
NR5003--MA0495.2.MAFF	chr2	145804907	145804927	-	0.000	0.000	Merged-chr2-145804796-32
NR2446--MA0501.1.MAF::NFE2	chr13	76129014	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR1590--MA0659.1.MAFG	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR8129--MA0496.2.MAFK	chr9	14248438	14248456	-	0.000	0.000	Merged-chr9-14248366-20
NR304--MA0117.2.Mafb	chr1	127322598	127322609	+	0.000	0.000	Merged-chr1-127322582-29
NR6827--MA0089.1.MAFG::NFE2L1	chr6	88757126	88757131	-	0.000	0.000	Merged-chr6-88757111-24
NR8615--MA0659.1.MAFG	chrX	104488284	104488304	+	0.000	0.000	Merged-chrX-104488290-31
NR7617--MA0496.2.MAFK	chr7	140983130	140983148	-	0.000	0.000	Merged-chr7-140983161-18
NR2763--MA0496.2.MAFK	chr14	60541789	60541807	+	0.000	0.000	Merged-chr14-60541882-16
NR4088--MA0089.1.MAFG::NFE2L1	chr18	61613845	61613850	-	0.000	0.000	Merged-chr18-61613889-4
NR470--MA0117.2.Mafb	chr1	161480011	161480022	+	0.000	0.000	Merged-chr1-161480099-19
NR8617--MA0501.1.MAF::NFE2	chrX	104488284	104488298	-	0.000	0.000	Merged-chrX-104488290-31
NR3504--MA0496.2.MAFK	chr16	89974506	89974524	-	0.000	0.000	Merged-chr16-89974505-28
NR2517--MA0089.1.MAFG::NFE2L1	chr13	98684496	98684501	+	0.000	0.000	Merged-chr13-98684546-11
NR7707--MA0591.1.Bach1::Mafk	chr8	40584824	40584838	-	0.000	0.000	Merged-chr8-40584789-43
NR5037--MA0117.2.Mafb	chr2	151944386	151944397	-	0.000	0.000	Merged-chr2-151944383-43
NR3518--MA0591.1.Bach1::Mafk	chr16	91555539	91555553	-	0.000	0.000	Merged-chr16-91555577-12
NR1593--MA0496.2.MAFK	chr11	83828748	83828766	-	0.000	0.000	Merged-chr11-83828814-21
NR469--MA0495.2.MAFF	chr1	161480011	161480031	-	0.000	0.000	Merged-chr1-161480099-19
NR8618--MA0496.2.MAFK	chrX	104488285	104488303	+	0.000	0.000	Merged-chrX-104488290-31
NR6951--MA0659.1.MAFG	chr6	121210700	121210720	-	0.000	0.000	Merged-chr6-121210795-40
NR2912--MA0495.2.MAFF	chr14	103850699	103850719	+	0.000	0.000	Merged-chr14-103850623-36
NR4655--MA0659.1.MAFG	chr2	69415260	69415280	+	0.000	0.000	Merged-chr2-69415236-25
NR4009--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR7753--MA0501.1.MAF::NFE2	chr8	64826687	64826701	-	0.000	0.000	Merged-chr8-64826546-37
NR995--MA0501.1.MAF::NFE2	chr10	84896037	84896051	+	0.000	0.000	Merged-chr10-84895953-22
NR5080--MA0496.2.MAFK	chr2	158724017	158724035	+	0.000	0.000	Merged-chr2-158724013-3
NR1623--MA0659.1.MAFG	chr11	90257329	90257349	+	0.000	0.000	Merged-chr11-90257307-51
NR8122--MA0495.2.MAFF	chr9	14248437	14248457	-	0.000	0.000	Merged-chr9-14248366-20
NR167--MA0659.1.MAFG	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR2807--MA0659.1.MAFG	chr14	68034567	68034587	+	0.000	0.000	Merged-chr14-68034570-19
NR5629--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR1224--MA0591.1.Bach1::Mafk	chr10	127111034	127111048	+	0.000	0.000	Merged-chr10-127111167-28
NR6778--MA0591.1.Bach1::Mafk	chr6	67668207	67668221	+	0.000	0.000	Merged-chr6-67668321-12
NR716--MA0495.2.MAFF	chr10	7041181	7041201	-	0.000	0.000	Merged-chr10-7041240-23
NR7957--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR2917--MA0496.2.MAFK	chr14	103850700	103850718	-	0.000	0.000	Merged-chr14-103850623-36
NR6661--MA0659.1.MAFG	chr6	22314618	22314638	-	0.000	0.000	Merged-chr6-22314730-22
NR2719--MA0501.1.MAF::NFE2	chr14	46578214	46578228	-	0.000	0.000	Merged-chr14-46578431-37
NR1977--MA0117.2.Mafb	chr12	54369486	54369497	-	0.000	0.000	Merged-chr12-54369471-30
NR4329--MA0117.2.Mafb	chr19	36478321	36478332	+	0.000	0.000	Merged-chr19-36478148-8
NR2615--MA0117.2.Mafb	chr13	114846010	114846021	+	0.000	0.000	Merged-chr13-114845920-71
NR2761--MA0495.2.MAFF	chr14	60541788	60541808	-	0.000	0.000	Merged-chr14-60541882-16
NR7169--MA0117.2.Mafb	chr7	19239705	19239716	+	0.000	0.000	Merged-chr7-19239613-31
NR7007--MA0591.1.Bach1::Mafk	chr6	134282258	134282272	-	0.000	0.000	Merged-chr6-134282243-30
NR718--MA0501.1.MAF::NFE2	chr10	7041181	7041195	-	0.000	0.000	Merged-chr10-7041240-23
NR7004--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR4507--MA0089.1.MAFG::NFE2L1	chr2	25620598	25620603	+	0.000	0.000	Merged-chr2-25620603-21
NR8481--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR1626--MA0496.2.MAFK	chr11	90257330	90257348	-	0.000	0.000	Merged-chr11-90257307-51
NR414--MA0117.2.Mafb	chr1	151766370	151766381	+	0.000	0.000	Merged-chr1-151766309-19
NR7760--MA0117.2.Mafb	chr8	68674248	68674259	-	0.000	0.000	Merged-chr8-68674402-29
NR6418--MA0495.2.MAFF	chr5	105306180	105306200	+	0.000	0.000	Merged-chr5-105306151-101
NR7104--MA0089.1.MAFG::NFE2L1	chr6	146185786	146185791	-	0.000	0.000	Merged-chr6-146185680-43
NR5825--MA0089.1.MAFG::NFE2L1	chr4	63640134	63640139	-	0.000	0.000	Merged-chr4-63640034-20
NR2067--MA0496.2.MAFK	chr12	90781664	90781682	+	0.000	0.000	Merged-chr12-90781717-25
NR7889--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR2346--MA0089.1.MAFG::NFE2L1	chr13	45884989	45884994	-	0.000	0.000	Merged-chr13-45885080-29
NR6780--MA0496.2.MAFK	chr6	67668205	67668223	-	0.000	0.000	Merged-chr6-67668321-12
NR6422--MA0496.2.MAFK	chr5	105306181	105306199	-	0.000	0.000	Merged-chr5-105306151-101
NR5239--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR2435--MA0495.2.MAFF	chr13	75053978	75053998	-	0.000	0.000	Merged-chr13-75053881-13
NR8412--MA0659.1.MAFG	chr9	105689643	105689663	-	0.000	0.000	Merged-chr9-105689631-24
NR2437--MA0659.1.MAFG	chr13	75053978	75053998	+	0.000	0.000	Merged-chr13-75053881-13
NR2444--MA0495.2.MAFF	chr13	76129008	76129028	-	0.000	0.000	Merged-chr13-76128854-26
NR4489--MA0496.2.MAFK	chr2	19628290	19628308	+	0.000	0.000	Merged-chr2-19628399-27
NR2945--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR6187--MA0089.1.MAFG::NFE2L1	chr5	10245992	10245997	-	0.000	0.000	Merged-chr5-10245943-14
NR5579--MA0496.2.MAFK	chr3	133626799	133626817	+	0.000	0.000	Merged-chr3-133626779-42
NR4509--MA0591.1.Bach1::Mafk	chr2	26753715	26753729	-	0.000	0.000	Merged-chr2-26753671-30
NR471--MA0496.2.MAFK	chr1	161480012	161480030	-	0.000	0.000	Merged-chr1-161480099-19
NR1342--MA0591.1.Bach1::Mafk	chr11	26640671	26640685	+	0.000	0.000	Merged-chr11-26640535-47
