#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR10310--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR33856--MA0657.1.KLF13	chr3	79181731	79181748	-	0.000	0.000	Merged-chr3-79181699-42
NR45978--MA0599.1.KLF5	chr6	119199111	119199120	+	0.000	0.000	Merged-chr6-119199024-52
NR27790--MA0741.1.KLF16	chr19	37333674	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR322--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR57252--MA0741.1.KLF16	chr9	123845250	123845260	-	0.000	0.000	Merged-chr9-123845275-20
NR55843--MA0741.1.KLF16	chr9	79895081	79895091	+	0.000	0.000	Merged-chr9-79895109-7
NR15664--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR41980--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR4005--MA1107.1.KLF9	chr10	8535716	8535728	+	0.000	0.000	Merged-chr10-8535682-19
NR10116--MA0741.1.KLF16	chr11	101171550	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR1445--MA0740.1.KLF14	chr1	97613886	97613899	+	0.000	0.000	Merged-chr1-97613912-17
NR39116--MA0741.1.KLF16	chr4	141425778	141425788	+	0.000	0.000	Merged-chr4-141425823-59
NR15667--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR55685--MA0039.3.KLF4	chr9	73068338	73068348	-	0.000	0.000	Merged-chr9-73068515-27
NR11643--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR323--MA1107.1.KLF9	chr1	36571855	36571867	-	0.000	0.000	Merged-chr1-36571820-13
NR15900--MA1107.1.KLF9	chr13	113549198	113549210	+	0.000	0.000	Merged-chr13-113549207-25
NR56798--MA1107.1.KLF9	chr9	114016644	114016656	+	0.000	0.000	Merged-chr9-114016465-30
NR45989--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR54081--MA1107.1.KLF9	chr8	124265925	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR41705--MA0740.1.KLF14	chr5	107303700	107303713	+	0.000	0.000	Merged-chr5-107303598-32
NR17334--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR44033--MA0039.3.KLF4	chr6	8648814	8648824	+	0.000	0.000	Merged-chr6-8648625-101
NR49717--MA0599.1.KLF5	chr7	101537737	101537746	-	0.000	0.000	Merged-chr7-101537821-5
NR9541--MA1107.1.KLF9	chr11	89024214	89024226	+	0.000	0.000	Merged-chr11-89024298-29
NR41706--MA0657.1.KLF13	chr5	107303699	107303716	+	0.000	0.000	Merged-chr5-107303598-32
NR56084--MA0599.1.KLF5	chr9	94607631	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR5630--MA0493.1.Klf1	chr10	81401934	81401944	-	0.000	0.000	Merged-chr10-81401925-26
NR39950--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR37878--MA0742.1.Klf12	chr4	119962573	119962587	+	0.000	0.000	Merged-chr4-119962727-36
NR11642--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR41933--MA0039.3.KLF4	chr5	112239690	112239700	-	0.000	0.000	Merged-chr5-112239781-12
NR11077--MA1107.1.KLF9	chr11	118035184	118035196	-	0.000	0.000	Merged-chr11-118035350-21
NR21944--MA0742.1.Klf12	chr16	84800003	84800017	+	0.000	0.000	Merged-chr16-84800124-30
NR49716--MA0740.1.KLF14	chr7	101537734	101537747	-	0.000	0.000	Merged-chr7-101537821-5
NR2846--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR23623--MA1107.1.KLF9	chr17	35706198	35706210	-	0.000	0.000	Merged-chr17-35706172-14
NR10114--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR41938--MA0039.3.KLF4	chr5	112239735	112239745	-	0.000	0.000	Merged-chr5-112239781-12
NR11372--MA0740.1.KLF14	chr12	4208867	4208880	-	0.000	0.000	Merged-chr12-4208926-20
NR45985--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR49417--MA0039.3.KLF4	chr7	90312630	90312640	-	0.000	0.000	Merged-chr7-90312520-23
NR10311--MA0741.1.KLF16	chr11	103382152	103382162	+	0.000	0.000	Merged-chr11-103382133-47
NR2719--MA0039.3.KLF4	chr1	165816469	165816479	-	0.000	0.000	Merged-chr1-165816619-40
NR44032--MA0599.1.KLF5	chr6	8648813	8648822	+	0.000	0.000	Merged-chr6-8648625-101
NR27153--MA0741.1.KLF16	chr19	7118065	7118075	-	0.000	0.000	Merged-chr19-7118010-10
NR4059--MA0599.1.KLF5	chr10	10307608	10307617	-	0.000	0.000	Merged-chr10-10307543-35
NR1447--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR23334--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR34794--MA0493.1.Klf1	chr3	107828156	107828166	+	0.000	0.000	Merged-chr3-107828043-26
NR27152--MA0599.1.KLF5	chr19	7118066	7118075	-	0.000	0.000	Merged-chr19-7118010-10
NR53528--MA0493.1.Klf1	chr8	111720322	111720332	+	0.000	0.000	Merged-chr8-111720342-23
NR2581--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR29556--MA0599.1.KLF5	chr2	39009187	39009196	+	0.000	0.000	Merged-chr2-39009126-39
NR55846--MA1107.1.KLF9	chr9	79895080	79895092	+	0.000	0.000	Merged-chr9-79895109-7
NR14645--MA0599.1.KLF5	chr13	63639816	63639825	-	0.000	0.000	Merged-chr13-63639916-9
NR5632--MA1107.1.KLF9	chr10	81401937	81401949	-	0.000	0.000	Merged-chr10-81401925-26
NR9544--MA1107.1.KLF9	chr11	89024220	89024232	+	0.000	0.000	Merged-chr11-89024298-29
NR40971--MA1107.1.KLF9	chr5	68033412	68033424	+	0.000	0.000	Merged-chr5-68033501-23
NR41937--MA0599.1.KLF5	chr5	112239746	112239755	-	0.000	0.000	Merged-chr5-112239781-12
NR37871--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR37881--MA0493.1.Klf1	chr4	119962573	119962583	+	0.000	0.000	Merged-chr4-119962727-36
NR40398--MA0039.3.KLF4	chr5	32768181	32768191	+	0.000	0.000	Merged-chr5-32768073-31
NR38411--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR36143--MA0599.1.KLF5	chr4	6476491	6476500	+	0.000	0.000	Merged-chr4-6476530-28
NR45991--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR41940--MA0039.3.KLF4	chr5	112239750	112239760	-	0.000	0.000	Merged-chr5-112239781-12
NR45979--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR10321--MA1107.1.KLF9	chr11	103808763	103808775	-	0.000	0.000	Merged-chr11-103808730-15
NR45983--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR41916--MA0741.1.KLF16	chr5	112215379	112215389	+	0.000	0.000	Merged-chr5-112215474-7
NR11076--MA0493.1.Klf1	chr11	118035186	118035196	-	0.000	0.000	Merged-chr11-118035350-21
NR41945--MA0039.3.KLF4	chr5	112239765	112239775	-	0.000	0.000	Merged-chr5-112239781-12
NR53848--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR41720--MA0741.1.KLF16	chr5	107533757	107533767	+	0.000	0.000	Merged-chr5-107533890-8
NR10117--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR15668--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR2580--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR23444--MA0599.1.KLF5	chr17	33550436	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR55840--MA0599.1.KLF5	chr9	79895081	79895090	+	0.000	0.000	Merged-chr9-79895109-7
NR1449--MA1107.1.KLF9	chr1	97613886	97613898	+	0.000	0.000	Merged-chr1-97613912-17
NR37873--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR3772--MA1107.1.KLF9	chr1	193198496	193198508	+	0.000	0.000	Merged-chr1-193198474-9
NR44034--MA1107.1.KLF9	chr6	8648812	8648824	+	0.000	0.000	Merged-chr6-8648625-101
NR39114--MA0599.1.KLF5	chr4	141425713	141425722	-	0.000	0.000	Merged-chr4-141425823-59
NR7894--MA0039.3.KLF4	chr11	48823885	48823895	+	0.000	0.000	Merged-chr11-48823880-45
NR21027--MA0493.1.Klf1	chr16	23286640	23286650	-	0.000	0.000	Merged-chr16-23286554-38
NR37870--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR33945--MA0599.1.KLF5	chr3	84324666	84324675	+	0.000	0.000	Merged-chr3-84324651-40
NR14633--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR55378--MA0039.3.KLF4	chr9	61779442	61779452	-	0.000	0.000	Merged-chr9-61779248-32
NR14073--MA0039.3.KLF4	chr13	45455941	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR56085--MA0741.1.KLF16	chr9	94607624	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR5631--MA0493.1.Klf1	chr10	81401939	81401949	-	0.000	0.000	Merged-chr10-81401925-26
NR37883--MA1107.1.KLF9	chr4	119962573	119962585	+	0.000	0.000	Merged-chr4-119962727-36
NR50786--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR37868--MA0657.1.KLF13	chr4	119947762	119947779	-	0.000	0.000	Merged-chr4-119947761-47
NR8221--MA0741.1.KLF16	chr11	58096414	58096424	+	0.000	0.000	Merged-chr11-58096378-33
NR22712--MA0039.3.KLF4	chr17	12759380	12759390	+	0.000	0.000	Merged-chr17-12759489-26
NR49718--MA0493.1.Klf1	chr7	101537737	101537747	-	0.000	0.000	Merged-chr7-101537821-5
NR40970--MA0493.1.Klf1	chr5	68033412	68033422	+	0.000	0.000	Merged-chr5-68033501-23
NR609--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR55842--MA0741.1.KLF16	chr9	79895077	79895087	+	0.000	0.000	Merged-chr9-79895109-7
NR15663--MA0741.1.KLF16	chr13	109239168	109239178	-	0.000	0.000	Merged-chr13-109239401-35
NR41939--MA0039.3.KLF4	chr5	112239744	112239754	-	0.000	0.000	Merged-chr5-112239781-12
NR11640--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR45986--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR27788--MA0599.1.KLF5	chr19	37333675	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR45988--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR38759--MA0039.3.KLF4	chr4	136180571	136180581	-	0.000	0.000	Merged-chr4-136180395-76
NR8728--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR22710--MA0742.1.Klf12	chr17	12759378	12759392	+	0.000	0.000	Merged-chr17-12759489-26
NR45976--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR14072--MA0599.1.KLF5	chr13	45455940	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR15899--MA0741.1.KLF16	chr13	113549199	113549209	+	0.000	0.000	Merged-chr13-113549207-25
NR6342--MA0741.1.KLF16	chr10	111571232	111571242	+	0.000	0.000	Merged-chr10-111571158-21
NR14632--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR50752--MA0599.1.KLF5	chr7	135581032	135581041	-	0.000	0.000	Merged-chr7-135581080-39
NR22711--MA0599.1.KLF5	chr17	12759379	12759388	+	0.000	0.000	Merged-chr17-12759489-26
NR5625--MA0599.1.KLF5	chr10	81401864	81401873	+	0.000	0.000	Merged-chr10-81401925-26
NR55847--MA1107.1.KLF9	chr9	79895082	79895094	+	0.000	0.000	Merged-chr9-79895109-7
NR32871--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR54077--MA0742.1.Klf12	chr8	124265923	124265937	-	0.000	0.000	Merged-chr8-124265993-45
NR14646--MA0599.1.KLF5	chr13	63639903	63639912	-	0.000	0.000	Merged-chr13-63639916-9
NR17337--MA1107.1.KLF9	chr14	69774963	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR8219--MA0599.1.KLF5	chr11	58096414	58096423	+	0.000	0.000	Merged-chr11-58096378-33
NR32870--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR17374--MA0599.1.KLF5	chr14	70336464	70336473	-	0.000	0.000	Merged-chr14-70336398-19
NR17375--MA0741.1.KLF16	chr14	70336463	70336473	-	0.000	0.000	Merged-chr14-70336398-19
NR40399--MA1107.1.KLF9	chr5	32768179	32768191	+	0.000	0.000	Merged-chr5-32768073-31
NR9545--MA1107.1.KLF9	chr11	89024222	89024234	+	0.000	0.000	Merged-chr11-89024298-29
NR15660--MA0599.1.KLF5	chr13	109239171	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR41915--MA0493.1.Klf1	chr5	112215378	112215388	+	0.000	0.000	Merged-chr5-112215474-7
NR45975--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR41946--MA1107.1.KLF9	chr5	112239765	112239777	-	0.000	0.000	Merged-chr5-112239781-12
NR41642--MA0742.1.Klf12	chr5	105541185	105541199	+	0.000	0.000	Merged-chr5-105541026-23
NR45992--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR37869--MA0742.1.Klf12	chr4	119947764	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR41719--MA0599.1.KLF5	chr5	107533757	107533766	+	0.000	0.000	Merged-chr5-107533890-8
NR8730--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR45984--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR23619--MA0599.1.KLF5	chr17	35706200	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR55687--MA1107.1.KLF9	chr9	73068338	73068350	-	0.000	0.000	Merged-chr9-73068515-27
NR36144--MA0493.1.Klf1	chr4	6476490	6476500	+	0.000	0.000	Merged-chr4-6476530-28
NR41096--MA1107.1.KLF9	chr5	74476792	74476804	+	0.000	0.000	Merged-chr5-74476772-23
NR37882--MA0741.1.KLF16	chr4	119962574	119962584	+	0.000	0.000	Merged-chr4-119962727-36
NR21283--MA0599.1.KLF5	chr16	35696279	35696288	-	0.000	0.000	Merged-chr16-35696360-41
NR11641--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR17272--MA0741.1.KLF16	chr14	66805704	66805714	+	0.000	0.000	Merged-chr14-66805736-29
NR8727--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR55841--MA0599.1.KLF5	chr9	79895087	79895096	+	0.000	0.000	Merged-chr9-79895109-7
NR41978--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR27898--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR21031--MA0039.3.KLF4	chr16	23375107	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR11645--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR15898--MA0742.1.Klf12	chr13	113549198	113549212	+	0.000	0.000	Merged-chr13-113549207-25
NR27981--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR23445--MA0493.1.Klf1	chr17	33550435	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR53846--MA0740.1.KLF14	chr8	120538814	120538827	+	0.000	0.000	Merged-chr8-120538784-40
NR21626--MA0741.1.KLF16	chr16	57176554	57176564	-	0.000	0.000	Merged-chr16-57176339-30
NR23620--MA0741.1.KLF16	chr17	35706197	35706207	-	0.000	0.000	Merged-chr17-35706172-14
NR39115--MA0493.1.Klf1	chr4	141425713	141425723	-	0.000	0.000	Merged-chr4-141425823-59
NR5628--MA0599.1.KLF5	chr10	81401934	81401943	-	0.000	0.000	Merged-chr10-81401925-26
NR16259--MA1107.1.KLF9	chr14	20798826	20798838	-	0.000	0.000	Merged-chr14-20798877-51
NR29557--MA0741.1.KLF16	chr2	39009187	39009197	+	0.000	0.000	Merged-chr2-39009126-39
NR17336--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR5627--MA1107.1.KLF9	chr10	81401863	81401875	+	0.000	0.000	Merged-chr10-81401925-26
NR44623--MA0493.1.Klf1	chr6	50389181	50389191	+	0.000	0.000	Merged-chr6-50389252-7
NR53847--MA0657.1.KLF13	chr8	120538813	120538830	+	0.000	0.000	Merged-chr8-120538784-40
NR45982--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR41917--MA1107.1.KLF9	chr5	112215378	112215390	+	0.000	0.000	Merged-chr5-112215474-7
NR9539--MA1107.1.KLF9	chr11	89024210	89024222	+	0.000	0.000	Merged-chr11-89024298-29
NR41935--MA1107.1.KLF9	chr5	112239684	112239696	-	0.000	0.000	Merged-chr5-112239781-12
NR57166--MA1107.1.KLF9	chr9	121682271	121682283	+	0.000	0.000	Merged-chr9-121682469-52
NR27976--MA0657.1.KLF13	chr19	43809533	43809550	+	0.000	0.000	Merged-chr19-43809499-23
NR8726--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR27980--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR54080--MA0741.1.KLF16	chr8	124265926	124265936	-	0.000	0.000	Merged-chr8-124265993-45
NR4269--MA0741.1.KLF16	chr10	24639795	24639805	+	0.000	0.000	Merged-chr10-24639829-10
NR50787--MA0493.1.Klf1	chr7	136164718	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR11079--MA1107.1.KLF9	chr11	118035286	118035298	-	0.000	0.000	Merged-chr11-118035350-21
NR41977--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR56403--MA0039.3.KLF4	chr9	105499639	105499649	-	0.000	0.000	Merged-chr9-105499679-15
NR41976--MA1107.1.KLF9	chr5	112311008	112311020	-	0.000	0.000	Merged-chr5-112310969-9
NR55686--MA0493.1.Klf1	chr9	73068340	73068350	-	0.000	0.000	Merged-chr9-73068515-27
NR45987--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR11644--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR21026--MA0599.1.KLF5	chr16	23286640	23286649	-	0.000	0.000	Merged-chr16-23286554-38
NR11901--MA0741.1.KLF16	chr12	39851598	39851608	-	0.000	0.000	Merged-chr12-39851800-38
NR33436--MA0039.3.KLF4	chr3	37758201	37758211	-	0.000	0.000	Merged-chr3-37758309-31
NR41711--MA0741.1.KLF16	chr5	107303701	107303711	+	0.000	0.000	Merged-chr5-107303598-32
NR4060--MA0493.1.Klf1	chr10	10307608	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR53636--MA1107.1.KLF9	chr8	115408606	115408618	-	0.000	0.000	Merged-chr8-115408581-14
NR54078--MA0599.1.KLF5	chr8	124265927	124265936	-	0.000	0.000	Merged-chr8-124265993-45
NR39565--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR27789--MA0493.1.Klf1	chr19	37333675	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR2583--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR1448--MA0741.1.KLF16	chr1	97613887	97613897	+	0.000	0.000	Merged-chr1-97613912-17
NR46759--MA0039.3.KLF4	chr6	140466550	140466560	-	0.000	0.000	Merged-chr6-140466408-37
NR45990--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR3293--MA0741.1.KLF16	chr1	184013532	184013542	-	0.000	0.000	Merged-chr1-184013369-24
NR23336--MA0493.1.Klf1	chr17	31326305	31326315	-	0.000	0.000	Merged-chr17-31326302-35
NR45980--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR43899--MA0599.1.KLF5	chr5	150262888	150262897	+	0.000	0.000	Merged-chr5-150262822-29
NR37879--MA0599.1.KLF5	chr4	119962574	119962583	+	0.000	0.000	Merged-chr4-119962727-36
NR611--MA1107.1.KLF9	chr1	55489578	55489590	+	0.000	0.000	Merged-chr1-55489612-12
NR5626--MA0493.1.Klf1	chr10	81401863	81401873	+	0.000	0.000	Merged-chr10-81401925-26
NR41942--MA1107.1.KLF9	chr5	112239735	112239747	-	0.000	0.000	Merged-chr5-112239781-12
NR11073--MA0742.1.Klf12	chr11	118035182	118035196	-	0.000	0.000	Merged-chr11-118035350-21
NR41710--MA0493.1.Klf1	chr5	107303700	107303710	+	0.000	0.000	Merged-chr5-107303598-32
NR27982--MA1107.1.KLF9	chr19	43809534	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR41934--MA0493.1.Klf1	chr5	112239686	112239696	-	0.000	0.000	Merged-chr5-112239781-12
NR45995--MA0741.1.KLF16	chr6	119217776	119217786	+	0.000	0.000	Merged-chr6-119217771-9
NR50789--MA1107.1.KLF9	chr7	136164718	136164730	+	0.000	0.000	Merged-chr7-136164647-23
NR45993--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR8731--MA0599.1.KLF5	chr11	70622668	70622677	+	0.000	0.000	Merged-chr11-70622499-26
NR27977--MA0742.1.Klf12	chr19	43809534	43809548	+	0.000	0.000	Merged-chr19-43809499-23
NR11078--MA0493.1.Klf1	chr11	118035288	118035298	-	0.000	0.000	Merged-chr11-118035350-21
NR40969--MA0039.3.KLF4	chr5	68033414	68033424	+	0.000	0.000	Merged-chr5-68033501-23
NR11646--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR21032--MA1107.1.KLF9	chr16	23375105	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR46794--MA0599.1.KLF5	chr6	140724752	140724761	-	0.000	0.000	Merged-chr6-140724746-15
NR56797--MA0742.1.Klf12	chr9	114016644	114016658	+	0.000	0.000	Merged-chr9-114016465-30
NR41550--MA0657.1.KLF13	chr5	100872113	100872130	-	0.000	0.000	Merged-chr5-100872198-32
NR2582--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR21946--MA1107.1.KLF9	chr16	84800003	84800015	+	0.000	0.000	Merged-chr16-84800124-30
NR14075--MA1107.1.KLF9	chr13	45455939	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR23338--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR16457--MA0493.1.Klf1	chr14	30196404	30196414	+	0.000	0.000	Merged-chr14-30196432-21
NR23621--MA0741.1.KLF16	chr17	35706199	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR22714--MA1107.1.KLF9	chr17	12759378	12759390	+	0.000	0.000	Merged-chr17-12759489-26
NR5629--MA0599.1.KLF5	chr10	81401939	81401948	-	0.000	0.000	Merged-chr10-81401925-26
NR37872--MA0493.1.Klf1	chr4	119947768	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR41712--MA1107.1.KLF9	chr5	107303700	107303712	+	0.000	0.000	Merged-chr5-107303598-32
