#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR4475--MA0482.1.Gata4	chr7	117406492	117406502	-	0.000	0.000	Merged-chr7-117406595-16
NR1864--MA0036.3.GATA2	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR1482--MA0037.3.GATA3	chr14	20177875	20177882	-	0.000	0.000	Merged-chr14-20177932-18
NR4194--MA0035.3.Gata1	chr6	142955001	142955011	-	0.000	0.000	Merged-chr6-142955079-5
NR4465--MA0035.3.Gata1	chr7	114616934	114616944	-	0.000	0.000	Merged-chr7-114616980-17
NR2455--MA0766.1.GATA5	chr18	39457947	39457954	-	0.000	0.000	Merged-chr18-39457993-13
NR4064--MA0035.3.Gata1	chr6	108607017	108607027	+	0.000	0.000	Merged-chr6-108607013-11
NR4749--MA0140.2.GATA1::TAL1	chr8	122712221	122712238	-	0.000	0.000	Merged-chr8-122712057-14
NR4005--MA0766.1.GATA5	chr6	87436977	87436984	-	0.000	0.000	Merged-chr6-87436992-13
NR4879--MA0140.2.GATA1::TAL1	chr9	52074128	52074145	+	0.000	0.000	Merged-chr9-52073999-13
NR1595--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR5150--MA0140.2.GATA1::TAL1	chrX	162868484	162868501	-	0.000	0.000	Merged-chrX-162868446-21
NR855--MA0037.3.GATA3	chr11	83550291	83550298	-	0.000	0.000	Merged-chr11-83550444-44
NR2277--MA0482.1.Gata4	chr17	47564806	47564816	+	0.000	0.000	Merged-chr17-47564757-20
NR550--MA0037.3.GATA3	chr10	93985593	93985600	-	0.000	0.000	Merged-chr10-93985650-27
NR4731--MA0140.2.GATA1::TAL1	chr8	117548686	117548703	+	0.000	0.000	Merged-chr8-117548585-70
NR1264--MA0035.3.Gata1	chr13	37403961	37403971	-	0.000	0.000	Merged-chr13-37403815-12
NR4476--MA1104.1.GATA6	chr7	117406492	117406504	+	0.000	0.000	Merged-chr7-117406595-16
NR429--MA0482.1.Gata4	chr10	40451942	40451952	+	0.000	0.000	Merged-chr10-40451996-39
NR4952--MA0037.3.GATA3	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR3756--MA0766.1.GATA5	chr5	96200474	96200481	+	0.000	0.000	Merged-chr5-96200420-10
NR1033--MA0036.3.GATA2	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR3693--MA0036.3.GATA2	chr5	64568011	64568021	-	0.000	0.000	Merged-chr5-64568007-12
NR3759--MA0036.3.GATA2	chr5	105192810	105192820	+	0.000	0.000	Merged-chr5-105192735-25
NR3672--MA0140.2.GATA1::TAL1	chr5	38274139	38274156	+	0.000	0.000	Merged-chr5-38274062-24
NR935--MA0037.3.GATA3	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR3868--MA0036.3.GATA2	chr5	148397627	148397637	+	0.000	0.000	Merged-chr5-148397526-5
NR4150--MA1104.1.GATA6	chr6	129997692	129997704	-	0.000	0.000	Merged-chr6-129997694-33
NR2357--MA0482.1.Gata4	chr17	71681166	71681176	+	0.000	0.000	Merged-chr17-71681067-13
NR3977--MA0036.3.GATA2	chr6	72993527	72993537	-	0.000	0.000	Merged-chr6-72993527-59
NR2122--MA0037.3.GATA3	chr16	91061772	91061779	+	0.000	0.000	Merged-chr16-91061778-38
NR2278--MA1104.1.GATA6	chr17	47564804	47564816	-	0.000	0.000	Merged-chr17-47564757-20
NR1721--MA0482.1.Gata4	chr14	123015952	123015962	+	0.000	0.000	Merged-chr14-123015903-11
NR4659--MA0035.3.Gata1	chr8	94240435	94240445	+	0.000	0.000	Merged-chr8-94240399-13
NR4705--MA0037.3.GATA3	chr8	114879816	114879823	+	0.000	0.000	Merged-chr8-114879936-19
NR1487--MA0035.3.Gata1	chr14	20177874	20177884	+	0.000	0.000	Merged-chr14-20177932-18
NR4058--MA0766.1.GATA5	chr6	108606934	108606941	-	0.000	0.000	Merged-chr6-108607013-11
NR3414--MA0482.1.Gata4	chr4	59281127	59281137	+	0.000	0.000	Merged-chr4-59281104-23
NR4006--MA0035.3.Gata1	chr6	87436976	87436986	+	0.000	0.000	Merged-chr6-87436992-13
NR1596--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR1100--MA0036.3.GATA2	chr12	79692286	79692296	+	0.000	0.000	Merged-chr12-79692424-46
NR1724--MA0035.3.Gata1	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR3310--MA0140.2.GATA1::TAL1	chr3	141778636	141778653	+	0.000	0.000	Merged-chr3-141778800-74
NR3294--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR1681--MA0482.1.Gata4	chr14	101838546	101838556	-	0.000	0.000	Merged-chr14-101838550-5
NR1646--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR4700--MA0035.3.Gata1	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR3578--MA0766.1.GATA5	chr4	145263891	145263898	+	0.000	0.000	Merged-chr4-145263821-10
NR1997--MA0036.3.GATA2	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR3653--MA0766.1.GATA5	chr5	24777048	24777055	+	0.000	0.000	Merged-chr5-24777004-40
NR3643--MA0036.3.GATA2	chr5	21369074	21369084	-	0.000	0.000	Merged-chr5-21368960-21
NR3177--MA0766.1.GATA5	chr3	84809071	84809078	-	0.000	0.000	Merged-chr3-84809112-18
NR1073--MA0036.3.GATA2	chr12	70078945	70078955	-	0.000	0.000	Merged-chr12-70078875-55
NR2358--MA1104.1.GATA6	chr17	71681164	71681176	-	0.000	0.000	Merged-chr17-71681067-13
NR4386--MA0037.3.GATA3	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR3308--MA0036.3.GATA2	chr3	141778634	141778644	+	0.000	0.000	Merged-chr3-141778800-74
NR1722--MA1104.1.GATA6	chr14	123015950	123015962	-	0.000	0.000	Merged-chr14-123015903-11
NR3415--MA1104.1.GATA6	chr4	59281125	59281137	-	0.000	0.000	Merged-chr4-59281104-23
NR4474--MA0037.3.GATA3	chr7	117406495	117406502	+	0.000	0.000	Merged-chr7-117406595-16
NR1050--MA1104.1.GATA6	chr12	35686611	35686623	+	0.000	0.000	Merged-chr12-35686484-17
NR3268--MA0036.3.GATA2	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR4060--MA0037.3.GATA3	chr6	108607018	108607025	-	0.000	0.000	Merged-chr6-108607013-11
NR1275--MA0035.3.Gata1	chr13	38050035	38050045	+	0.000	0.000	Merged-chr13-38050052-14
NR1725--MA0140.2.GATA1::TAL1	chr14	123015953	123015970	+	0.000	0.000	Merged-chr14-123015903-11
NR3173--MA0035.3.Gata1	chr3	84772249	84772259	+	0.000	0.000	Merged-chr3-84772067-31
NR4059--MA0035.3.Gata1	chr6	108606933	108606943	+	0.000	0.000	Merged-chr6-108607013-11
NR3651--MA0482.1.Gata4	chr5	24777045	24777055	-	0.000	0.000	Merged-chr5-24777004-40
NR2276--MA0037.3.GATA3	chr17	47564806	47564813	-	0.000	0.000	Merged-chr17-47564757-20
NR937--MA0766.1.GATA5	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR3178--MA0035.3.Gata1	chr3	84809070	84809080	+	0.000	0.000	Merged-chr3-84809112-18
NR3922--MA0140.2.GATA1::TAL1	chr6	38669712	38669729	+	0.000	0.000	Merged-chr6-38669877-14
NR428--MA0037.3.GATA3	chr10	40451942	40451949	-	0.000	0.000	Merged-chr10-40451996-39
NR57--MA0766.1.GATA5	chr1	62829840	62829847	+	0.000	0.000	Merged-chr1-62829921-36
NR4149--MA0482.1.Gata4	chr6	129997694	129997704	+	0.000	0.000	Merged-chr6-129997694-33
NR789--MA0037.3.GATA3	chr11	68436361	68436368	-	0.000	0.000	Merged-chr11-68436520-14
NR2029--MA0037.3.GATA3	chr16	43690240	43690247	-	0.000	0.000	Merged-chr16-43690423-59
NR3293--MA1104.1.GATA6	chr3	136742958	136742970	-	0.000	0.000	Merged-chr3-136742959-57
NR2454--MA0036.3.GATA2	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR2531--MA0482.1.Gata4	chr18	73765132	73765142	+	0.000	0.000	Merged-chr18-73765273-28
NR772--MA0140.2.GATA1::TAL1	chr11	63148511	63148528	+	0.000	0.000	Merged-chr11-63148506-21
NR771--MA0035.3.Gata1	chr11	63148509	63148519	+	0.000	0.000	Merged-chr11-63148506-21
NR2356--MA0037.3.GATA3	chr17	71681166	71681173	-	0.000	0.000	Merged-chr17-71681067-13
NR2401--MA0482.1.Gata4	chr17	86957864	86957874	+	0.000	0.000	Merged-chr17-86958132-38
NR431--MA0036.3.GATA2	chr10	40451941	40451951	+	0.000	0.000	Merged-chr10-40451996-39
NR792--MA0036.3.GATA2	chr11	68436360	68436370	+	0.000	0.000	Merged-chr11-68436520-14
NR4660--MA0482.1.Gata4	chr8	95020677	95020687	-	0.000	0.000	Merged-chr8-95020727-36
NR3827--MA0037.3.GATA3	chr5	134326337	134326344	+	0.000	0.000	Merged-chr5-134326402-39
NR4711--MA0036.3.GATA2	chr8	114888904	114888914	-	0.000	0.000	Merged-chr8-114888790-56
NR3413--MA0037.3.GATA3	chr4	59281127	59281134	-	0.000	0.000	Merged-chr4-59281104-23
NR553--MA0036.3.GATA2	chr10	93985592	93985602	+	0.000	0.000	Merged-chr10-93985650-27
NR4697--MA0035.3.Gata1	chr8	111967438	111967448	-	0.000	0.000	Merged-chr8-111967453-22
NR1448--MA0035.3.Gata1	chr13	111655441	111655451	+	0.000	0.000	Merged-chr13-111655433-3
NR4192--MA0766.1.GATA5	chr6	142823508	142823515	+	0.000	0.000	Merged-chr6-142823375-40
NR1034--MA0035.3.Gata1	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR2850--MA0482.1.Gata4	chr2	78961704	78961714	-	0.000	0.000	Merged-chr2-78961805-37
NR4663--MA0035.3.Gata1	chr8	95020678	95020688	-	0.000	0.000	Merged-chr8-95020727-36
NR4153--MA0035.3.Gata1	chr6	129997693	129997703	+	0.000	0.000	Merged-chr6-129997694-33
NR4400--MA0482.1.Gata4	chr7	97042370	97042380	+	0.000	0.000	Merged-chr7-97042218-26
NR4881--MA0035.3.Gata1	chr9	55283861	55283871	+	0.000	0.000	Merged-chr9-55283833-16
NR4652--MA0482.1.Gata4	chr8	91073944	91073954	-	0.000	0.000	Merged-chr8-91073966-44
NR4955--MA0036.3.GATA2	chr9	92314082	92314092	+	0.000	0.000	Merged-chr9-92314019-19
NR4642--MA0035.3.Gata1	chr8	86773014	86773024	-	0.000	0.000	Merged-chr8-86773052-11
NR4708--MA0035.3.Gata1	chr8	114879814	114879824	-	0.000	0.000	Merged-chr8-114879936-19
NR1609--MA0140.2.GATA1::TAL1	chr14	72850416	72850433	+	0.000	0.000	Merged-chr14-72850304-14
NR2096--MA0140.2.GATA1::TAL1	chr16	70365415	70365432	+	0.000	0.000	Merged-chr16-70365429-20
NR4403--MA0035.3.Gata1	chr7	97042369	97042379	+	0.000	0.000	Merged-chr7-97042218-26
NR4978--MA0766.1.GATA5	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR1049--MA0482.1.Gata4	chr12	35686611	35686621	-	0.000	0.000	Merged-chr12-35686484-17
NR2330--MA0036.3.GATA2	chr17	64859087	64859097	-	0.000	0.000	Merged-chr17-64859067-34
NR4661--MA1104.1.GATA6	chr8	95020677	95020689	+	0.000	0.000	Merged-chr8-95020727-36
NR3758--MA0037.3.GATA3	chr5	105192811	105192818	-	0.000	0.000	Merged-chr5-105192735-25
NR3870--MA0035.3.Gata1	chr5	148397627	148397637	+	0.000	0.000	Merged-chr5-148397526-5
NR2851--MA1104.1.GATA6	chr2	78961704	78961716	+	0.000	0.000	Merged-chr2-78961805-37
NR4190--MA0482.1.Gata4	chr6	142823505	142823515	-	0.000	0.000	Merged-chr6-142823375-40
NR4461--MA0482.1.Gata4	chr7	114616933	114616943	-	0.000	0.000	Merged-chr7-114616980-17
NR1680--MA0035.3.Gata1	chr14	101477377	101477387	-	0.000	0.000	Merged-chr14-101477413-70
NR4640--MA1104.1.GATA6	chr8	86773013	86773025	+	0.000	0.000	Merged-chr8-86773052-11
NR4401--MA1104.1.GATA6	chr7	97042368	97042380	-	0.000	0.000	Merged-chr7-97042218-26
NR56--MA0037.3.GATA3	chr1	62829840	62829847	+	0.000	0.000	Merged-chr1-62829921-36
NR2532--MA0035.3.Gata1	chr18	73765131	73765141	+	0.000	0.000	Merged-chr18-73765273-28
NR4121--MA0766.1.GATA5	chr6	126995669	126995676	-	0.000	0.000	Merged-chr6-126995755-15
NR444--MA0482.1.Gata4	chr10	53461301	53461311	-	0.000	0.000	Merged-chr10-53461441-37
NR4440--MA0482.1.Gata4	chr7	112136763	112136773	+	0.000	0.000	Merged-chr7-112136797-13
NR2760--MA0482.1.Gata4	chr2	31082841	31082851	-	0.000	0.000	Merged-chr2-31082849-41
NR3981--MA0482.1.Gata4	chr6	82872533	82872543	-	0.000	0.000	Merged-chr6-82872396-48
NR4896--MA0766.1.GATA5	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR1061--MA0140.2.GATA1::TAL1	chr12	51567347	51567364	+	0.000	0.000	Merged-chr12-51567271-27
NR2715--MA0036.3.GATA2	chr2	9688418	9688428	-	0.000	0.000	Merged-chr2-9688295-16
NR3302--MA0037.3.GATA3	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR3984--MA0035.3.Gata1	chr6	82872534	82872544	-	0.000	0.000	Merged-chr6-82872396-48
NR436--MA0482.1.Gata4	chr10	42869524	42869534	-	0.000	0.000	Merged-chr10-42869642-22
NR2685--MA0766.1.GATA5	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR4979--MA0035.3.Gata1	chr9	95289191	95289201	-	0.000	0.000	Merged-chr9-95289296-28
NR2673--MA1104.1.GATA6	chr19	37333552	37333564	+	0.000	0.000	Merged-chr19-37333490-26
NR4477--MA0036.3.GATA2	chr7	117406493	117406503	-	0.000	0.000	Merged-chr7-117406595-16
NR4191--MA1104.1.GATA6	chr6	142823505	142823517	+	0.000	0.000	Merged-chr6-142823375-40
NR4462--MA1104.1.GATA6	chr7	114616933	114616945	+	0.000	0.000	Merged-chr7-114616980-17
NR3952--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR2425--MA0766.1.GATA5	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR4061--MA1104.1.GATA6	chr6	108607016	108607028	-	0.000	0.000	Merged-chr6-108607013-11
NR3982--MA1104.1.GATA6	chr6	82872533	82872545	+	0.000	0.000	Merged-chr6-82872396-48
NR3270--MA0035.3.Gata1	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR2123--MA0036.3.GATA2	chr16	91061770	91061780	-	0.000	0.000	Merged-chr16-91061778-38
NR3830--MA0766.1.GATA5	chr5	134326337	134326344	+	0.000	0.000	Merged-chr5-134326402-39
NR2452--MA0482.1.Gata4	chr18	39457947	39457957	+	0.000	0.000	Merged-chr18-39457993-13
NR4122--MA0035.3.Gata1	chr6	126995668	126995678	+	0.000	0.000	Merged-chr6-126995755-15
NR768--MA0482.1.Gata4	chr11	63148510	63148520	+	0.000	0.000	Merged-chr11-63148506-21
NR4002--MA0482.1.Gata4	chr6	87436977	87436987	+	0.000	0.000	Merged-chr6-87436992-13
NR1592--MA0482.1.Gata4	chr14	60131692	60131702	+	0.000	0.000	Merged-chr14-60131750-51
NR1284--MA0140.2.GATA1::TAL1	chr13	48979374	48979391	-	0.000	0.000	Merged-chr13-48979303-21
NR2896--MA0037.3.GATA3	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR4698--MA1104.1.GATA6	chr8	111976660	111976672	+	0.000	0.000	Merged-chr8-111976573-47
NR3869--MA0766.1.GATA5	chr5	148397628	148397635	-	0.000	0.000	Merged-chr5-148397526-5
NR3978--MA0766.1.GATA5	chr6	72993529	72993536	+	0.000	0.000	Merged-chr6-72993527-59
NR3953--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR3753--MA0482.1.Gata4	chr5	96200471	96200481	-	0.000	0.000	Merged-chr5-96200420-10
NR4193--MA0482.1.Gata4	chr6	142955000	142955010	-	0.000	0.000	Merged-chr6-142955079-5
NR2359--MA0036.3.GATA2	chr17	71681165	71681175	+	0.000	0.000	Merged-chr17-71681067-13
NR1608--MA0140.2.GATA1::TAL1	chr14	65102660	65102677	+	0.000	0.000	Merged-chr14-65102691-41
NR4639--MA0482.1.Gata4	chr8	86773013	86773023	-	0.000	0.000	Merged-chr8-86773052-11
NR2453--MA1104.1.GATA6	chr18	39457945	39457957	-	0.000	0.000	Merged-chr18-39457993-13
NR1723--MA0036.3.GATA2	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR769--MA1104.1.GATA6	chr11	63148508	63148520	-	0.000	0.000	Merged-chr11-63148506-21
NR4003--MA1104.1.GATA6	chr6	87436975	87436987	-	0.000	0.000	Merged-chr6-87436992-13
NR1223--MA0766.1.GATA5	chr13	24467799	24467806	+	0.000	0.000	Merged-chr13-24467982-34
NR1593--MA1104.1.GATA6	chr14	60131690	60131702	-	0.000	0.000	Merged-chr14-60131750-51
NR4715--MA0140.2.GATA1::TAL1	chr8	115728642	115728659	-	0.000	0.000	Merged-chr8-115728663-11
NR3416--MA0036.3.GATA2	chr4	59281126	59281136	+	0.000	0.000	Merged-chr4-59281104-23
NR1051--MA0036.3.GATA2	chr12	35686612	35686622	-	0.000	0.000	Merged-chr12-35686484-17
NR1998--MA0766.1.GATA5	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR4460--MA0037.3.GATA3	chr7	114616936	114616943	+	0.000	0.000	Merged-chr7-114616980-17
NR4389--MA0766.1.GATA5	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR3831--MA0035.3.Gata1	chr5	134326335	134326345	-	0.000	0.000	Merged-chr5-134326402-39
NR1922--MA0482.1.Gata4	chr15	102208172	102208182	+	0.000	0.000	Merged-chr15-102208267-21
NR2684--MA0037.3.GATA3	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR3644--MA0766.1.GATA5	chr5	21369076	21369083	+	0.000	0.000	Merged-chr5-21368960-21
NR3809--MA0036.3.GATA2	chr5	120779076	120779086	-	0.000	0.000	Merged-chr5-120779287-23
NR801--MA0140.2.GATA1::TAL1	chr11	68768568	68768585	-	0.000	0.000	Merged-chr11-68768507-16
NR1263--MA0482.1.Gata4	chr13	37403960	37403970	-	0.000	0.000	Merged-chr13-37403815-12
NR1415--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR1643--MA0482.1.Gata4	chr14	78687948	78687958	+	0.000	0.000	Merged-chr14-78687892-42
NR3575--MA0482.1.Gata4	chr4	145263888	145263898	-	0.000	0.000	Merged-chr4-145263821-10
NR3754--MA1104.1.GATA6	chr5	96200471	96200483	+	0.000	0.000	Merged-chr5-96200420-10
NR4848--MA0140.2.GATA1::TAL1	chr9	33060979	33060996	-	0.000	0.000	Merged-chr9-33060885-64
NR3979--MA0035.3.Gata1	chr6	72993527	72993537	-	0.000	0.000	Merged-chr6-72993527-59
NR2753--MA0036.3.GATA2	chr2	27487569	27487579	-	0.000	0.000	Merged-chr2-27487515-13
NR3269--MA0766.1.GATA5	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR3972--MA1104.1.GATA6	chr6	72495632	72495644	+	0.000	0.000	Merged-chr6-72495605-8
NR435--MA0037.3.GATA3	chr10	42869527	42869534	+	0.000	0.000	Merged-chr10-42869642-22
NR3174--MA0482.1.Gata4	chr3	84809071	84809081	+	0.000	0.000	Merged-chr3-84809112-18
NR1274--MA0036.3.GATA2	chr13	38050035	38050045	+	0.000	0.000	Merged-chr13-38050052-14
NR974--MA0035.3.Gata1	chr11	113153401	113153411	-	0.000	0.000	Merged-chr11-113153533-26
NR3172--MA0036.3.GATA2	chr3	84772249	84772259	+	0.000	0.000	Merged-chr3-84772067-31
NR3796--MA0035.3.Gata1	chr5	113842448	113842458	+	0.000	0.000	Merged-chr5-113842401-77
NR1221--MA0482.1.Gata4	chr13	24467796	24467806	-	0.000	0.000	Merged-chr13-24467982-34
NR3951--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR4728--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR1413--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR5041--MA0035.3.Gata1	chr9	120944000	120944010	+	0.000	0.000	Merged-chr9-120943869-18
NR4056--MA0037.3.GATA3	chr6	108606934	108606941	-	0.000	0.000	Merged-chr6-108607013-11
NR4895--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR1999--MA0035.3.Gata1	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR2451--MA0037.3.GATA3	chr18	39457947	39457954	-	0.000	0.000	Merged-chr18-39457993-13
NR1644--MA1104.1.GATA6	chr14	78687946	78687958	-	0.000	0.000	Merged-chr14-78687892-42
NR3576--MA1104.1.GATA6	chr4	145263888	145263900	+	0.000	0.000	Merged-chr4-145263821-10
NR1591--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR3175--MA1104.1.GATA6	chr3	84809069	84809081	-	0.000	0.000	Merged-chr3-84809112-18
NR2687--MA0140.2.GATA1::TAL1	chr19	53464836	53464853	+	0.000	0.000	Merged-chr19-53464901-55
NR1486--MA0766.1.GATA5	chr14	20177875	20177882	-	0.000	0.000	Merged-chr14-20177932-18
NR796--MA0035.3.Gata1	chr11	68464311	68464321	+	0.000	0.000	Merged-chr11-68464408-16
