#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR46713--MA1107.1.KLF9	chr6	125433842	125433854	+	0.000	0.000	Merged-chr6-125433874-28
NR516--MA0599.1.KLF5	chr1	39702847	39702856	+	0.000	0.000	Merged-chr1-39702774-23
NR4108--MA1107.1.KLF9	chr10	6954902	6954914	-	0.000	0.000	Merged-chr10-6954726-16
NR49596--MA0741.1.KLF16	chr7	80628865	80628875	+	0.000	0.000	Merged-chr7-80629014-41
NR44351--MA0599.1.KLF5	chr5	150232903	150232912	+	0.000	0.000	Merged-chr5-150232910-1
NR47388--MA0599.1.KLF5	chr6	145049107	145049116	+	0.000	0.000	Merged-chr6-145048990-28
NR15645--MA0493.1.Klf1	chr13	112062197	112062207	+	0.000	0.000	Merged-chr13-112062272-12
NR627--MA1107.1.KLF9	chr1	51525602	51525614	-	0.000	0.000	Merged-chr1-51525848-22
NR7104--MA0740.1.KLF14	chr10	122778137	122778150	+	0.000	0.000	Merged-chr10-122778014-1
NR17310--MA0741.1.KLF16	chr14	70994737	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR9129--MA0599.1.KLF5	chr11	74881144	74881153	+	0.000	0.000	Merged-chr11-74881176-15
NR26111--MA1107.1.KLF9	chr18	68010110	68010122	-	0.000	0.000	Merged-chr18-68009892-31
NR55171--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR54292--MA0599.1.KLF5	chr8	121898641	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR46938--MA0493.1.Klf1	chr6	134451034	134451044	-	0.000	0.000	Merged-chr6-134450954-21
NR18499--MA0599.1.KLF5	chr15	36474811	36474820	+	0.000	0.000	Merged-chr15-36474869-12
NR54759--MA0740.1.KLF14	chr9	13536879	13536892	+	0.000	0.000	Merged-chr9-13536890-20
NR34875--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR5708--MA0740.1.KLF14	chr10	80139420	80139433	+	0.000	0.000	Merged-chr10-80139256-20
NR36563--MA0741.1.KLF16	chr4	34551629	34551639	+	0.000	0.000	Merged-chr4-34551500-9
NR42028--MA0493.1.Klf1	chr5	100929920	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR28288--MA0741.1.KLF16	chr19	59650732	59650742	-	0.000	0.000	Merged-chr19-59650746-15
NR55726--MA0741.1.KLF16	chr9	58112636	58112646	-	0.000	0.000	Merged-chr9-58112486-25
NR7719--MA0493.1.Klf1	chr11	20035549	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR41542--MA1107.1.KLF9	chr5	74105727	74105739	-	0.000	0.000	Merged-chr5-74105575-19
NR16028--MA0742.1.Klf12	chr14	15272486	15272500	-	0.000	0.000	Merged-chr14-15272424-5
NR49688--MA1107.1.KLF9	chr7	84149055	84149067	+	0.000	0.000	Merged-chr7-84149073-24
NR4466--MA0741.1.KLF16	chr10	25140438	25140448	-	0.000	0.000	Merged-chr10-25140477-16
NR341--MA1107.1.KLF9	chr1	35580762	35580774	-	0.000	0.000	Merged-chr1-35580626-34
NR11205--MA1107.1.KLF9	chr12	8351289	8351301	-	0.000	0.000	Merged-chr12-8351458-49
NR51107--MA1107.1.KLF9	chr7	132824638	132824650	+	0.000	0.000	Merged-chr7-132824609-20
NR15080--MA0741.1.KLF16	chr13	94567552	94567562	-	0.000	0.000	Merged-chr13-94567668-9
NR41487--MA0741.1.KLF16	chr5	73223222	73223232	+	0.000	0.000	Merged-chr5-73223278-33
NR58519--MA0742.1.Klf12	chrX	104857285	104857299	+	0.000	0.000	Merged-chrX-104857124-25
NR39420--MA0039.3.KLF4	chr4	140776113	140776123	-	0.000	0.000	Merged-chr4-140776069-5
NR7105--MA0657.1.KLF13	chr10	122778136	122778153	+	0.000	0.000	Merged-chr10-122778014-1
NR32804--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR10478--MA1107.1.KLF9	chr11	108922947	108922959	-	0.000	0.000	Merged-chr11-108922974-8
NR55807--MA1107.1.KLF9	chr9	61715235	61715247	-	0.000	0.000	Merged-chr9-61715160-12
NR26376--MA1107.1.KLF9	chr18	77686975	77686987	+	0.000	0.000	Merged-chr18-77686913-10
NR14579--MA0742.1.Klf12	chr13	64432380	64432394	+	0.000	0.000	Merged-chr13-64432516-70
NR46693--MA0599.1.KLF5	chr6	125229079	125229088	-	0.000	0.000	Merged-chr6-125228994-3
NR15153--MA1107.1.KLF9	chr13	96700917	96700929	-	0.000	0.000	Merged-chr13-96700841-9
NR44598--MA0493.1.Klf1	chr6	28878189	28878199	-	0.000	0.000	Merged-chr6-28878211-33
NR43158--MA0039.3.KLF4	chr5	130155793	130155803	+	0.000	0.000	Merged-chr5-130155755-10
NR54291--MA0742.1.Klf12	chr8	121898637	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR5884--MA0741.1.KLF16	chr10	81249661	81249671	+	0.000	0.000	Merged-chr10-81249714-12
NR30106--MA0599.1.KLF5	chr2	75114516	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR16360--MA0493.1.Klf1	chr14	30196404	30196414	+	0.000	0.000	Merged-chr14-30196432-21
NR55728--MA0599.1.KLF5	chr9	58140190	58140199	-	0.000	0.000	Merged-chr9-58140138-21
NR22125--MA0493.1.Klf1	chr17	3246813	3246823	-	0.000	0.000	Merged-chr17-3246798-10
NR15723--MA0741.1.KLF16	chr13	114086498	114086508	+	0.000	0.000	Merged-chr13-114086496-8
NR55806--MA0741.1.KLF16	chr9	61715236	61715246	-	0.000	0.000	Merged-chr9-61715160-12
NR41394--MA0740.1.KLF14	chr5	66618858	66618871	-	0.000	0.000	Merged-chr5-66618614-86
NR15149--MA1107.1.KLF9	chr13	96700909	96700921	-	0.000	0.000	Merged-chr13-96700841-9
NR34733--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR8797--MA0599.1.KLF5	chr11	68270935	68270944	-	0.000	0.000	Merged-chr11-68271044-32
NR9560--MA0599.1.KLF5	chr11	86575828	86575837	+	0.000	0.000	Merged-chr11-86575803-8
NR18308--MA0599.1.KLF5	chr15	18951890	18951899	-	0.000	0.000	Merged-chr15-18951851-25
NR45263--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR21533--MA0599.1.KLF5	chr16	76283386	76283395	-	0.000	0.000	Merged-chr16-76283420-1
NR32528--MA0599.1.KLF5	chr2	167936117	167936126	-	0.000	0.000	Merged-chr2-167936072-3
NR17240--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR28204--MA0741.1.KLF16	chr19	57430073	57430083	-	0.000	0.000	Merged-chr19-57430178-33
NR12924--MA0599.1.KLF5	chr12	106658380	106658389	-	0.000	0.000	Merged-chr12-106658505-23
NR49743--MA1107.1.KLF9	chr7	90081851	90081863	+	0.000	0.000	Merged-chr7-90081975-11
NR50109--MA0741.1.KLF16	chr7	101970559	101970569	+	0.000	0.000	Merged-chr7-101970646-136
NR54289--MA0740.1.KLF14	chr8	121898638	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR12355--MA0493.1.Klf1	chr12	82166464	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR36685--MA1107.1.KLF9	chr4	41295618	41295630	+	0.000	0.000	Merged-chr4-41295781-15
NR5876--MA1107.1.KLF9	chr10	81247988	81248000	+	0.000	0.000	Merged-chr10-81248090-40
NR41486--MA0493.1.Klf1	chr5	73223221	73223231	+	0.000	0.000	Merged-chr5-73223278-33
NR1755--MA0599.1.KLF5	chr1	119637145	119637154	-	0.000	0.000	Merged-chr1-119636990-21
NR5871--MA0039.3.KLF4	chr10	81247884	81247894	-	0.000	0.000	Merged-chr10-81248090-40
NR12354--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR18656--MA0039.3.KLF4	chr15	52886981	52886991	+	0.000	0.000	Merged-chr15-52887057-9
NR6043--MA0741.1.KLF16	chr10	84440711	84440721	+	0.000	0.000	Merged-chr10-84440807-71
NR46921--MA0039.3.KLF4	chr6	134184206	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR27724--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR12587--MA0039.3.KLF4	chr12	91564086	91564096	-	0.000	0.000	Merged-chr12-91564061-15
NR44894--MA1107.1.KLF9	chr6	43619505	43619517	+	0.000	0.000	Merged-chr6-43619418-19
NR47174--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR33093--MA0039.3.KLF4	chr3	9500015	9500025	-	0.000	0.000	Merged-chr3-9499976-58
NR41397--MA0741.1.KLF16	chr5	66620372	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR29360--MA0039.3.KLF4	chr2	35507257	35507267	+	0.000	0.000	Merged-chr2-35507253-54
NR625--MA1107.1.KLF9	chr1	51525598	51525610	-	0.000	0.000	Merged-chr1-51525848-22
NR45757--MA0599.1.KLF5	chr6	89286969	89286978	-	0.000	0.000	Merged-chr6-89286978-37
NR54026--MA0599.1.KLF5	chr8	115126658	115126667	+	0.000	0.000	Merged-chr8-115126776-11
NR53024--MA0039.3.KLF4	chr8	77383807	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR46712--MA0493.1.Klf1	chr6	125433842	125433852	+	0.000	0.000	Merged-chr6-125433874-28
NR634--MA1107.1.KLF9	chr1	51525616	51525628	-	0.000	0.000	Merged-chr1-51525848-22
NR15142--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR28388--MA0493.1.Klf1	chr2	4669894	4669904	+	0.000	0.000	Merged-chr2-4669816-18
NR55724--MA0741.1.KLF16	chr9	58112634	58112644	-	0.000	0.000	Merged-chr9-58112486-25
NR51692--MA0599.1.KLF5	chr8	8661411	8661420	+	0.000	0.000	Merged-chr8-8661451-105
NR18921--MA1107.1.KLF9	chr15	66286835	66286847	-	0.000	0.000	Merged-chr15-66286791-54
NR4465--MA0493.1.Klf1	chr10	25140439	25140449	-	0.000	0.000	Merged-chr10-25140477-16
NR49669--MA0599.1.KLF5	chr7	83597329	83597338	-	0.000	0.000	Merged-chr7-83597333-20
NR44345--MA0599.1.KLF5	chr5	150232871	150232880	+	0.000	0.000	Merged-chr5-150232910-1
NR53826--MA1107.1.KLF9	chr8	107444437	107444449	-	0.000	0.000	Merged-chr8-107444467-9
NR33574--MA0599.1.KLF5	chr3	51701527	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR28387--MA0039.3.KLF4	chr2	4669896	4669906	+	0.000	0.000	Merged-chr2-4669816-18
NR48952--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR34734--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR33069--MA0740.1.KLF14	chr3	8717392	8717405	+	0.000	0.000	Merged-chr3-8717539-26
NR21534--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR4281--MA1107.1.KLF9	chr10	16601077	16601089	-	0.000	0.000	Merged-chr10-16601020-18
NR15144--MA0741.1.KLF16	chr13	95765257	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR18290--MA1107.1.KLF9	chr15	12068826	12068838	-	0.000	0.000	Merged-chr15-12068944-16
NR56528--MA0493.1.Klf1	chr9	89842380	89842390	+	0.000	0.000	Merged-chr9-89842601-13
NR51204--MA0493.1.Klf1	chr7	136894414	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR33895--MA0039.3.KLF4	chr3	68981201	68981211	+	0.000	0.000	Merged-chr3-68981196-42
NR1465--MA0599.1.KLF5	chr1	92015463	92015472	-	0.000	0.000	Merged-chr1-92015551-10
NR34874--MA0493.1.Klf1	chr3	104616373	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR23703--MA0741.1.KLF16	chr17	46916610	46916620	+	0.000	0.000	Merged-chr17-46916571-11
NR44352--MA0741.1.KLF16	chr5	150232871	150232881	+	0.000	0.000	Merged-chr5-150232910-1
NR28558--MA0742.1.Klf12	chr2	16292123	16292137	+	0.000	0.000	Merged-chr2-16292147-16
NR2449--MA0741.1.KLF16	chr1	151698129	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR4488--MA0493.1.Klf1	chr10	25918385	25918395	-	0.000	0.000	Merged-chr10-25918351-16
NR53066--MA0493.1.Klf1	chr8	79687261	79687271	-	0.000	0.000	Merged-chr8-79687404-10
NR35650--MA1107.1.KLF9	chr3	135324527	135324539	-	0.000	0.000	Merged-chr3-135324604-5
NR46935--MA0741.1.KLF16	chr6	134450770	134450780	-	0.000	0.000	Merged-chr6-134450954-21
NR36323--MA0742.1.Klf12	chr4	6963694	6963708	+	0.000	0.000	Merged-chr4-6963700-17
NR52223--MA0599.1.KLF5	chr8	36248360	36248369	+	0.000	0.000	Merged-chr8-36248253-9
NR58525--MA0599.1.KLF5	chrX	104857309	104857318	+	0.000	0.000	Merged-chrX-104857124-25
NR28514--MA0493.1.Klf1	chr2	12467060	12467070	-	0.000	0.000	Merged-chr2-12467220-10
NR4487--MA0039.3.KLF4	chr10	25918383	25918393	-	0.000	0.000	Merged-chr10-25918351-16
NR41541--MA0493.1.Klf1	chr5	74105729	74105739	-	0.000	0.000	Merged-chr5-74105575-19
NR15143--MA0599.1.KLF5	chr13	95765258	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR3869--MA0599.1.KLF5	chr1	189500040	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR30538--MA0599.1.KLF5	chr2	102039395	102039404	+	0.000	0.000	Merged-chr2-102039537-38
NR32843--MA0599.1.KLF5	chr2	174737434	174737443	+	0.000	0.000	Merged-chr2-174737593-6
NR56326--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR51012--MA0493.1.Klf1	chr7	129814708	129814718	+	0.000	0.000	Merged-chr7-129814526-44
NR1273--MA0599.1.KLF5	chr1	83006419	83006428	+	0.000	0.000	Merged-chr1-83006483-46
NR51202--MA0742.1.Klf12	chr7	136894410	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR11208--MA1107.1.KLF9	chr12	8351295	8351307	-	0.000	0.000	Merged-chr12-8351458-49
NR49934--MA0599.1.KLF5	chr7	97842828	97842837	+	0.000	0.000	Merged-chr7-97843006-38
NR41563--MA1107.1.KLF9	chr5	74704494	74704506	-	0.000	0.000	Merged-chr5-74704453-70
NR4762--MA0599.1.KLF5	chr10	42934813	42934822	-	0.000	0.000	Merged-chr10-42934777-29
NR5709--MA0741.1.KLF16	chr10	80139421	80139431	+	0.000	0.000	Merged-chr10-80139256-20
NR15160--MA1107.1.KLF9	chr13	96700931	96700943	-	0.000	0.000	Merged-chr13-96700841-9
NR25514--MA0599.1.KLF5	chr18	41753031	41753040	-	0.000	0.000	Merged-chr18-41752958-32
NR6042--MA0599.1.KLF5	chr10	84440711	84440720	+	0.000	0.000	Merged-chr10-84440807-71
NR44596--MA0741.1.KLF16	chr6	28878030	28878040	+	0.000	0.000	Merged-chr6-28878211-33
NR55174--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR2241--MA1107.1.KLF9	chr1	136617586	136617598	-	0.000	0.000	Merged-chr1-136617404-40
NR43743--MA1107.1.KLF9	chr5	139388668	139388680	+	0.000	0.000	Merged-chr5-139388834-13
NR15045--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR15721--MA0599.1.KLF5	chr13	114086498	114086507	+	0.000	0.000	Merged-chr13-114086496-8
NR10961--MA0599.1.KLF5	chr11	119345073	119345082	-	0.000	0.000	Merged-chr11-119345028-19
NR57369--MA0741.1.KLF16	chr9	115134878	115134888	+	0.000	0.000	Merged-chr9-115134877-14
NR52232--MA0493.1.Klf1	chr8	36249397	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR45905--MA1107.1.KLF9	chr6	95683063	95683075	+	0.000	0.000	Merged-chr6-95682989-10
NR12241--MA0599.1.KLF5	chr12	77193442	77193451	-	0.000	0.000	Merged-chr12-77193438-26
NR55192--MA1107.1.KLF9	chr9	35007371	35007383	-	0.000	0.000	Merged-chr9-35007274-11
NR48610--MA0039.3.KLF4	chr7	35774279	35774289	+	0.000	0.000	Merged-chr7-35774249-18
NR47173--MA0740.1.KLF14	chr6	140684616	140684629	+	0.000	0.000	Merged-chr6-140684445-39
NR33704--MA1107.1.KLF9	chr3	55688272	55688284	-	0.000	0.000	Merged-chr3-55688329-24
NR15156--MA1107.1.KLF9	chr13	96700923	96700935	-	0.000	0.000	Merged-chr13-96700841-9
NR20850--MA0741.1.KLF16	chr16	30656067	30656077	-	0.000	0.000	Merged-chr16-30655956-7
NR2457--MA0493.1.Klf1	chr1	152270355	152270365	-	0.000	0.000	Merged-chr1-152270213-74
NR58522--MA0741.1.KLF16	chrX	104857286	104857296	+	0.000	0.000	Merged-chrX-104857124-25
NR28470--MA0493.1.Klf1	chr2	9986365	9986375	-	0.000	0.000	Merged-chr2-9986324-23
NR21879--MA0741.1.KLF16	chr16	93574642	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR33092--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR54814--MA0741.1.KLF16	chr9	15014179	15014189	-	0.000	0.000	Merged-chr9-15014101-6
NR9561--MA0741.1.KLF16	chr11	86575828	86575838	+	0.000	0.000	Merged-chr11-86575803-8
NR41489--MA0599.1.KLF5	chr5	73223277	73223286	+	0.000	0.000	Merged-chr5-73223278-33
NR13707--MA0742.1.Klf12	chr13	23734477	23734491	+	0.000	0.000	Merged-chr13-23734534-7
NR49890--MA0599.1.KLF5	chr7	96920647	96920656	-	0.000	0.000	Merged-chr7-96920782-38
NR23158--MA0741.1.KLF16	chr17	32341284	32341294	+	0.000	0.000	Merged-chr17-32341276-19
NR29685--MA1107.1.KLF9	chr2	59332403	59332415	-	0.000	0.000	Merged-chr2-59332590-12
NR22187--MA0599.1.KLF5	chr17	5138638	5138647	-	0.000	0.000	Merged-chr17-5138884-51
NR14582--MA0741.1.KLF16	chr13	65070138	65070148	+	0.000	0.000	Merged-chr13-65070187-24
NR28559--MA0039.3.KLF4	chr2	16292125	16292135	+	0.000	0.000	Merged-chr2-16292147-16
NR53022--MA1107.1.KLF9	chr8	77328599	77328611	+	0.000	0.000	Merged-chr8-77328684-17
NR41488--MA1107.1.KLF9	chr5	73223221	73223233	+	0.000	0.000	Merged-chr5-73223278-33
NR28180--MA0599.1.KLF5	chr19	57093780	57093789	-	0.000	0.000	Merged-chr19-57093567-48
NR32571--MA0599.1.KLF5	chr2	168741368	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR10732--MA0039.3.KLF4	chr11	115660671	115660681	+	0.000	0.000	Merged-chr11-115660651-9
NR7403--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR1753--MA0742.1.Klf12	chr1	119637160	119637174	+	0.000	0.000	Merged-chr1-119636990-21
NR36483--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR4104--MA1107.1.KLF9	chr10	6954894	6954906	-	0.000	0.000	Merged-chr10-6954726-16
NR3060--MA0599.1.KLF5	chr1	167296004	167296013	+	0.000	0.000	Merged-chr1-167296095-13
NR32384--MA0742.1.Klf12	chr2	165854757	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR46016--MA0493.1.Klf1	chr6	99164815	99164825	-	0.000	0.000	Merged-chr6-99164991-16
NR33616--MA0493.1.Klf1	chr3	52102782	52102792	+	0.000	0.000	Merged-chr3-52102741-168
NR6764--MA0599.1.KLF5	chr10	117118630	117118639	-	0.000	0.000	Merged-chr10-117118585-40
NR36581--MA0493.1.Klf1	chr4	35096511	35096521	+	0.000	0.000	Merged-chr4-35096609-40
NR5704--MA0740.1.KLF14	chr10	80139394	80139407	-	0.000	0.000	Merged-chr10-80139256-20
NR56324--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR5879--MA1107.1.KLF9	chr10	81247994	81248006	+	0.000	0.000	Merged-chr10-81248090-40
NR632--MA1107.1.KLF9	chr1	51525612	51525624	-	0.000	0.000	Merged-chr1-51525848-22
NR35286--MA0599.1.KLF5	chr3	121967795	121967804	-	0.000	0.000	Merged-chr3-121967857-57
NR34741--MA1107.1.KLF9	chr3	101066402	101066414	+	0.000	0.000	Merged-chr3-101066330-34
NR7934--MA0493.1.Klf1	chr11	32020327	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR46711--MA0742.1.Klf12	chr6	125433842	125433856	+	0.000	0.000	Merged-chr6-125433874-28
NR8021--MA0493.1.Klf1	chr11	35326752	35326762	-	0.000	0.000	Merged-chr11-35326644-22
NR46692--MA0742.1.Klf12	chr6	125229075	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR27972--MA0493.1.Klf1	chr19	47330953	47330963	-	0.000	0.000	Merged-chr19-47330943-31
NR32388--MA0741.1.KLF16	chr2	165854800	165854810	-	0.000	0.000	Merged-chr2-165854688-17
NR30108--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR51201--MA0740.1.KLF14	chr7	136894428	136894441	+	0.000	0.000	Merged-chr7-136894538-85
NR31906--MA1107.1.KLF9	chr2	152105199	152105211	-	0.000	0.000	Merged-chr2-152105009-1
NR4486--MA0599.1.KLF5	chr10	25918385	25918394	-	0.000	0.000	Merged-chr10-25918351-16
NR562--MA0741.1.KLF16	chr1	42953103	42953113	+	0.000	0.000	Merged-chr1-42953184-68
NR1757--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR4467--MA1107.1.KLF9	chr10	25140437	25140449	-	0.000	0.000	Merged-chr10-25140477-16
NR54386--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR4109--MA1107.1.KLF9	chr10	6954924	6954936	-	0.000	0.000	Merged-chr10-6954726-16
NR29898--MA0741.1.KLF16	chr2	70425768	70425778	+	0.000	0.000	Merged-chr2-70425902-24
NR55902--MA0599.1.KLF5	chr9	65084544	65084553	+	0.000	0.000	Merged-chr9-65084631-10
NR4813--MA0599.1.KLF5	chr10	45578148	45578157	-	0.000	0.000	Merged-chr10-45578164-120
NR35603--MA1107.1.KLF9	chr3	132791414	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR42465--MA0741.1.KLF16	chr5	113873220	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR628--MA1107.1.KLF9	chr1	51525604	51525616	-	0.000	0.000	Merged-chr1-51525848-22
NR21797--MA0741.1.KLF16	chr16	91413258	91413268	+	0.000	0.000	Merged-chr16-91413429-37
NR48559--MA0493.1.Klf1	chr7	35119050	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR8016--MA0039.3.KLF4	chr11	35283350	35283360	-	0.000	0.000	Merged-chr11-35283251-26
NR14578--MA1107.1.KLF9	chr13	64432306	64432318	+	0.000	0.000	Merged-chr13-64432516-70
